game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
ANA201804020,2018-04-02,ANA,CLE,0,0
ANA201804030,2018-04-03,ANA,CLE,6,2
ANA201804040,2018-04-04,ANA,CLE,0,1
ANA201804060,2018-04-06,ANA,OAK,0,1
ANA201804070,2018-04-07,ANA,OAK,0,0
ANA201804080,2018-04-08,ANA,OAK,2,0
ANA201804170,2018-04-17,ANA,BOS,0,1
ANA201804180,2018-04-18,ANA,BOS,0,1
ANA201804190,2018-04-19,ANA,BOS,0,1
ANA201804200,2018-04-20,ANA,SFN,0,0
ANA201804210,2018-04-21,ANA,SFN,0,0
ANA201804220,2018-04-22,ANA,SFN,0,0
ANA201804270,2018-04-27,ANA,NYA,0,0
ANA201804280,2018-04-28,ANA,NYA,0,5
ANA201804290,2018-04-29,ANA,NYA,0,0
ANA201805010,2018-05-01,ANA,BAL,0,0
ANA201805020,2018-05-02,ANA,BAL,2,1
ANA201805030,2018-05-03,ANA,BAL,5,0
ANA201805100,2018-05-10,ANA,MIN,0,0
ANA201805110,2018-05-11,ANA,MIN,0,1
ANA201805120,2018-05-12,ANA,MIN,0,0
ANA201805130,2018-05-13,ANA,MIN,0,0
ANA201805140,2018-05-14,ANA,HOU,0,0
ANA201805150,2018-05-15,ANA,HOU,2,0
ANA201805160,2018-05-16,ANA,HOU,0,0
ANA201805170,2018-05-17,ANA,TBA,0,0
ANA201805180,2018-05-18,ANA,TBA,0,0
ANA201805190,2018-05-19,ANA,TBA,0,0
ANA201805200,2018-05-20,ANA,TBA,0,0
ANA201806010,2018-06-01,ANA,TEX,2,0
ANA201806020,2018-06-02,ANA,TEX,1,0
ANA201806030,2018-06-03,ANA,TEX,0,0
ANA201806040,2018-06-04,ANA,KCA,1,1
ANA201806050,2018-06-05,ANA,KCA,0,0
ANA201806060,2018-06-06,ANA,KCA,0,0
ANA201806180,2018-06-18,ANA,ARI,0,2
ANA201806190,2018-06-19,ANA,ARI,1,1
ANA201806210,2018-06-21,ANA,TOR,2,0
ANA201806220,2018-06-22,ANA,TOR,2,0
ANA201806230,2018-06-23,ANA,TOR,0,0
ANA201806240,2018-06-24,ANA,TOR,0,0
ANA201807060,2018-07-06,ANA,LAN,0,0
ANA201807070,2018-07-07,ANA,LAN,0,0
ANA201807080,2018-07-08,ANA,LAN,0,0
ANA201807100,2018-07-10,ANA,SEA,1,3
ANA201807110,2018-07-11,ANA,SEA,0,0
ANA201807120,2018-07-12,ANA,SEA,3,1
ANA201807200,2018-07-20,ANA,HOU,0,1
ANA201807210,2018-07-21,ANA,HOU,0,0
ANA201807220,2018-07-22,ANA,HOU,0,0
ANA201807230,2018-07-23,ANA,CHA,0,1
ANA201807240,2018-07-24,ANA,CHA,0,0
ANA201807250,2018-07-25,ANA,CHA,1,0
ANA201807260,2018-07-26,ANA,CHA,1,1
ANA201807270,2018-07-27,ANA,SEA,0,0
ANA201807280,2018-07-28,ANA,SEA,1,0
ANA201807290,2018-07-29,ANA,SEA,0,7
ANA201808060,2018-08-06,ANA,DET,0,1
ANA201808070,2018-08-07,ANA,DET,6,2
ANA201808080,2018-08-08,ANA,DET,2,0
ANA201808100,2018-08-10,ANA,OAK,0,3
ANA201808110,2018-08-11,ANA,OAK,0,1
ANA201808120,2018-08-12,ANA,OAK,1,3
