game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_ERA,vis_ERA,home_travel,vis_travel,home_last_location,visiting_last_location
OAK201804020,2018-04-02,OAK,TEX,0,0,4.95,5.94,1e-06,2350.5503898425545,OAK,TEX
ATL201804020,2018-04-02,ATL,WAS,0,2,3.9,4.34,1e-06,595.1171397463928,ATL,CIN
PIT201804020,2018-04-02,PIT,MIN,5,0,3.2,4.77,331.7516309667575,314.0609856627503,DET,BAL
SDN201804020,2018-04-02,SDN,COL,1,1,5.42,5.01,1e-06,481.0116378281714,SDN,ARI
ANA201804020,2018-04-02,ANA,CLE,0,0,9.45,3.02,592.0809005913671,1575.276973597757,OAK,SEA
HOU201804020,2018-04-02,HOU,BAL,1,0,3.13,10.46,368.5990384284446,2013.2384377541168,TEX,BAL
MIL201804020,2018-04-02,MIL,SLN,0,0,4.77,2.83,2790.8560532571964,1181.7674036325852,SDN,NYN
TOR201804020,2018-04-02,TOR,CHA,0,0,,5.63,1e-06,1362.7751953099457,TOR,KCA
DET201804020,2018-04-02,DET,KCA,0,0,4.58,6.02,1e-06,1034.95696626315,DET,KCA
MIA201804020,2018-04-02,MIA,BOS,0,0,4.42,4.17,1e-06,319.9354673545946,MIA,TBA
CIN201804020,2018-04-02,CIN,CHN,0,0,4.98,5.3,1e-06,1534.6263109130673,CIN,MIA
ARI201804030,2018-04-03,ARI,LAN,0,0,4.74,2.73,1e-06,1e-06,ARI,ARI
HOU201804030,2018-04-03,HOU,BAL,2,1,3.2,7.71,1e-06,1e-06,HOU,HOU
ATL201804030,2018-04-03,ATL,WAS,4,3,2.86,6.14,1e-06,1e-06,ATL,ATL
DET201804030,2018-04-03,DET,KCA,0,0,4.39,,1e-06,1e-06,DET,DET
TOR201804030,2018-04-03,TOR,CHA,0,0,3.65,12.41,1e-06,1e-06,TOR,TOR
NYN201804030,2018-04-03,NYN,PHI,0,0,4.85,5.64,1e-06,1200.4511584455877,NYN,ATL
OAK201804030,2018-04-03,OAK,TEX,0,0,7.6,3.78,1e-06,1e-06,OAK,OAK
SFN201804030,2018-04-03,SFN,SEA,0,4,4.25,4.0,559.4406195325591,1092.0187760809354,LAN,SEA
MIA201804030,2018-04-03,MIA,BOS,0,1,5.43,4.2,1e-06,1e-06,MIA,MIA
NYA201804030,2018-04-03,NYA,TBA,0,0,6.56,4.65,550.2922217550002,1638.0556824552712,TOR,TBA
SDN201804030,2018-04-03,SDN,COL,0,0,4.15,2.85,1e-06,1e-06,SDN,SDN
ANA201804030,2018-04-03,ANA,CLE,6,2,3.66,6.14,1e-06,1e-06,ANA,ANA
MIL201804030,2018-04-03,MIL,SLN,0,2,3.22,4.5,1e-06,1e-06,MIL,MIL
SDN201804040,2018-04-04,SDN,COL,0,3,5.33,5.12,1e-06,1e-06,SDN,SDN
ARI201804040,2018-04-04,ARI,LAN,1,0,3.15,3.68,1e-06,1e-06,ARI,ARI
ATL201804040,2018-04-04,ATL,WAS,4,0,2.85,2.53,1e-06,1e-06,ATL,ATL
HOU201804040,2018-04-04,HOU,BAL,0,1,3.46,3.96,1e-06,1e-06,HOU,HOU
MIL201804040,2018-04-04,MIL,SLN,0,1,3.5,3.11,1e-06,1e-06,MIL,MIL
OAK201804040,2018-04-04,OAK,TEX,0,0,3.59,4.5,1e-06,1e-06,OAK,OAK
ANA201804040,2018-04-04,ANA,CLE,0,1,4.54,6.2,1e-06,1e-06,ANA,ANA
SFN201804040,2018-04-04,SFN,SEA,3,0,3.23,5.55,1e-06,1e-06,SFN,SFN
NYN201804040,2018-04-04,NYN,PHI,2,0,4.28,6.75,1e-06,1e-06,NYN,NYN
NYA201804040,2018-04-04,NYA,TBA,2,1,3.39,1.89,1e-06,1e-06,NYA,NYA
PIT201804040,2018-04-04,PIT,MIN,2,0,4.19,2.63,1e-06,1e-06,PIT,PIT
TOR201804040,2018-04-04,TOR,CHA,0,0,3.62,3.0,1e-06,1e-06,TOR,TOR
CHA201804050,2018-04-05,CHA,DET,2,0,8.0,4.31,700.98343821047,380.91207013286544,TOR,DET
PHI201804050,2018-04-05,PHI,MIA,2,0,4.77,4.19,129.48897528262268,1644.1190984600378,NYN,MIA
PIT201804050,2018-04-05,PIT,CIN,0,0,4.61,6.09,1e-06,415.25842934625814,PIT,CIN
SDN201804050,2018-04-05,SDN,COL,0,0,2.75,2.43,1e-06,1e-06,SDN,SDN
MIL201804050,2018-04-05,MIL,CHN,0,0,4.44,3.32,1e-06,525.1892238126902,MIL,CIN
MIN201804050,2018-04-05,MIN,SEA,0,2,4.15,2.61,1195.8388614672979,2544.035408277149,PIT,SFN
NYA201804050,2018-04-05,NYA,BAL,0,0,3.75,5.29,1e-06,2282.180747677387,NYA,HOU
WAS201804050,2018-04-05,WAS,NYN,1,0,3.74,1.7,874.0887985860761,326.3648041771951,ATL,NYN
OAK201804050,2018-04-05,OAK,TEX,0,0,4.05,6.22,1e-06,1e-06,OAK,OAK
SLN201804050,2018-04-05,SLN,ARI,0,0,4.46,3.93,526.8349145670746,2043.890455711885,MIL,ARI
BOS201804050,2018-04-05,BOS,TBA,0,0,3.22,7.75,2024.1956124919243,306.2037667286439,MIA,NYA
TEX201804060,2018-04-06,TEX,TOR,0,0,6.79,5.64,2350.5503898425545,1953.6900971659159,OAK,TOR
ANA201804060,2018-04-06,ANA,OAK,0,1,3.84,0.78,1e-06,592.0809005913671,ANA,OAK
NYA201804060,2018-04-06,NYA,BAL,1,1,3.14,7.71,1e-06,1e-06,NYA,NYA
CLE201804060,2018-04-06,CLE,KCA,3,2,3.38,4.88,3271.7957310678776,145.52553501827433,ANA,DET
PIT201804060,2018-04-06,PIT,CIN,0,0,3.11,4.3,1e-06,1e-06,PIT,PIT
MIL201804060,2018-04-06,MIL,CHN,0,2,7.34,3.99,1e-06,1e-06,MIL,MIL
COL201804060,2018-04-06,COL,ATL,1,4,3.77,4.92,1340.7925092662401,1946.7466716258368,SDN,ATL
HOU201804060,2018-04-06,HOU,SDN,0,1,3.86,7.05,1e-06,2092.675240202723,HOU,SDN
CLE201804070,2018-04-07,CLE,KCA,0,0,2.21,4.66,1e-06,1e-06,CLE,CLE
PIT201804070,2018-04-07,PIT,CIN,2,0,4.39,5.36,1e-06,1e-06,PIT,PIT
PHI201804070,2018-04-07,PHI,MIA,5,1,,7.16,1e-06,1e-06,PHI,PHI
COL201804070,2018-04-07,COL,ATL,0,0,2.43,2.11,1e-06,1e-06,COL,COL
CHA201804070,2018-04-07,CHA,DET,0,0,6.13,4.69,1e-06,1e-06,CHA,CHA
BOS201804070,2018-04-07,BOS,TBA,4,2,4.28,5.4,1e-06,1e-06,BOS,BOS
MIN201804070,2018-04-07,MIN,SEA,0,0,3.84,4.36,1e-06,1e-06,MIN,MIN
HOU201804070,2018-04-07,HOU,SDN,0,0,4.18,4.21,1e-06,1e-06,HOU,HOU
WAS201804070,2018-04-07,WAS,NYN,0,0,4.6,3.7,1e-06,1e-06,WAS,WAS
MIL201804070,2018-04-07,MIL,CHN,0,0,3.33,2.26,1e-06,1e-06,MIL,MIL
NYA201804070,2018-04-07,NYA,BAL,0,0,4.9,10.46,1e-06,1e-06,NYA,NYA
ANA201804070,2018-04-07,ANA,OAK,0,0,9.45,5.23,1e-06,1e-06,ANA,ANA
SLN201804070,2018-04-07,SLN,ARI,1,1,3.2,3.21,1e-06,1e-06,SLN,SLN
SFN201804070,2018-04-07,SFN,LAN,1,0,7.71,5.93,1e-06,1050.9933942487219,SFN,ARI
TEX201804070,2018-04-07,TEX,TOR,0,0,4.18,5.54,1e-06,1e-06,TEX,TEX
ANA201804080,2018-04-08,ANA,OAK,2,0,3.31,7.6,1e-06,1e-06,ANA,ANA
PHI201804080,2018-04-08,PHI,MIA,2,3,6.07,6.69,1e-06,1e-06,PHI,PHI
CHA201804080,2018-04-08,CHA,DET,0,1,3.91,3.56,1e-06,1e-06,CHA,CHA
BOS201804080,2018-04-08,BOS,TBA,1,0,3.77,3.04,1e-06,1e-06,BOS,BOS
SLN201804080,2018-04-08,SLN,ARI,0,0,4.5,2.44,1e-06,1e-06,SLN,SLN
WAS201804080,2018-04-08,WAS,NYN,2,0,4.6,2.66,1e-06,1e-06,WAS,WAS
CLE201804080,2018-04-08,CLE,KCA,0,0,4.7,7.76,1e-06,1e-06,CLE,CLE
TEX201804080,2018-04-08,TEX,TOR,1,4,3.78,5.82,1e-06,1e-06,TEX,TEX
HOU201804080,2018-04-08,HOU,SDN,0,0,3.13,4.15,1e-06,1e-06,HOU,HOU
NYA201804080,2018-04-08,NYA,BAL,5,0,3.14,1.93,1e-06,1e-06,NYA,NYA
COL201804080,2018-04-08,COL,ATL,0,0,2.85,3.9,1e-06,1e-06,COL,COL
MIL201804080,2018-04-08,MIL,CHN,0,0,3.93,4.03,1e-06,1e-06,MIL,MIL
SFN201804080,2018-04-08,SFN,LAN,0,0,5.56,2.2,1e-06,1e-06,SFN,SFN
PIT201804080,2018-04-08,PIT,CIN,0,0,3.2,4.98,1e-06,1e-06,PIT,PIT
CLE201804090,2018-04-09,CLE,DET,0,0,2.89,4.58,1e-06,494.38381964269325,CLE,CHA
COL201804090,2018-04-09,COL,SDN,0,0,5.12,5.33,1e-06,1412.379089095518,COL,HOU
SFN201804090,2018-04-09,SFN,ARI,0,2,3.57,4.74,1e-06,2802.2400845274956,SFN,SLN
KCA201804090,2018-04-09,KCA,SEA,3,0,,4.0,1123.5230318083022,662.9211681328137,CLE,MIN
MIN201804090,2018-04-09,MIN,HOU,0,0,2.63,2.52,1e-06,1702.4056315736932,MIN,HOU
PHI201804090,2018-04-09,PHI,CIN,3,1,6.07,11.0,1e-06,412.2899901216241,PHI,PIT
BAL201804090,2018-04-09,BAL,TOR,0,0,5.45,3.65,272.81937803481173,1968.7690954443951,NYA,TEX
TEX201804090,2018-04-09,TEX,ANA,0,1,4.5,2.71,1e-06,1938.7751997181072,TEX,ANA
CHA201804090,2018-04-09,CHA,TBA,1,1,12.41,4.31,1e-06,1365.5064971534737,CHA,BOS
SLN201804090,2018-04-09,SLN,MIL,0,0,4.66,7.34,1e-06,526.8349145670746,SLN,MIL
WAS201804090,2018-04-09,WAS,ATL,2,0,2.53,3.94,1e-06,2397.8679070622884,WAS,COL
MIA201804090,2018-04-09,MIA,NYN,0,0,3.98,3.03,1644.1190984600378,1489.628641346009,PHI,WAS
BAL201804100,2018-04-10,BAL,TOR,0,0,3.6,4.89,1e-06,1e-06,BAL,BAL
WAS201804100,2018-04-10,WAS,ATL,2,0,3.74,2.85,1e-06,1e-06,WAS,WAS
SLN201804100,2018-04-10,SLN,MIL,0,1,4.5,20.25,1e-06,1e-06,SLN,SLN
TEX201804100,2018-04-10,TEX,ANA,0,3,6.22,4.02,1e-06,1e-06,TEX,TEX
MIA201804100,2018-04-10,MIA,NYN,0,1,3.91,3.7,1e-06,1e-06,MIA,MIA
LAN201804100,2018-04-10,LAN,OAK,2,0,1.97,3.59,559.4406195325591,40.86770847173621,SFN,ANA
BOS201804100,2018-04-10,BOS,NYA,1,0,2.11,3.39,1e-06,306.2037667286439,BOS,NYA
KCA201804100,2018-04-10,KCA,SEA,0,1,5.14,5.55,1e-06,1e-06,KCA,KCA
SFN201804100,2018-04-10,SFN,ARI,0,2,3.97,3.38,1e-06,1e-06,SFN,SFN
MIN201804100,2018-04-10,MIN,HOU,2,0,4.49,3.74,1e-06,1e-06,MIN,MIN
CHN201804100,2018-04-10,CHN,PIT,1,0,5.3,4.19,132.54357794550742,660.0502267315369,MIL,PIT
COL201804100,2018-04-10,COL,SDN,3,0,5.93,4.08,1e-06,1e-06,COL,COL
CHA201804100,2018-04-10,CHA,TBA,0,0,8.07,1.89,1e-06,1e-06,CHA,CHA
PHI201804100,2018-04-10,PHI,CIN,0,0,2.37,1.94,1e-06,1e-06,PHI,PHI
CLE201804100,2018-04-10,CLE,DET,1,0,4.24,3.36,1e-06,1e-06,CLE,CLE
PHI201804110,2018-04-11,PHI,CIN,0,0,6.75,5.79,1e-06,1e-06,PHI,PHI
MIN201804110,2018-04-11,MIN,HOU,0,1,3.36,3.46,1e-06,1e-06,MIN,MIN
BAL201804110,2018-04-11,BAL,TOR,0,1,3.92,5.64,1e-06,1e-06,BAL,BAL
WAS201804110,2018-04-11,WAS,ATL,0,1,5.47,2.86,1e-06,1e-06,WAS,WAS
SLN201804110,2018-04-11,SLN,MIL,0,0,4.46,4.09,1e-06,1e-06,SLN,SLN
CHN201804110,2018-04-11,CHN,PIT,0,0,7.65,4.27,1e-06,1e-06,CHN,CHN
MIA201804110,2018-04-11,MIA,NYN,1,0,6.43,3.31,1e-06,1e-06,MIA,MIA
CHA201804110,2018-04-11,CHA,TBA,0,0,8.49,4.65,1e-06,1e-06,CHA,CHA
LAN201804110,2018-04-11,LAN,OAK,1,2,3.68,4.05,1e-06,1e-06,LAN,LAN
TEX201804110,2018-04-11,TEX,ANA,0,0,6.79,3.41,1e-06,1e-06,TEX,TEX
KCA201804110,2018-04-11,KCA,SEA,0,2,10.38,3.99,1e-06,1e-06,KCA,KCA
CLE201804110,2018-04-11,CLE,DET,0,0,3.38,5.68,1e-06,1e-06,CLE,CLE
BOS201804110,2018-04-11,BOS,NYA,1,4,3.58,3.75,1e-06,1e-06,BOS,BOS
COL201804110,2018-04-11,COL,SDN,0,0,4.38,27.0,1e-06,1e-06,COL,COL
SFN201804110,2018-04-11,SFN,ARI,0,0,4.49,4.5,1e-06,1e-06,SFN,SFN
BOS201804120,2018-04-12,BOS,NYA,0,0,4.28,4.9,1e-06,1e-06,BOS,BOS
CLE201804120,2018-04-12,CLE,DET,1,0,2.21,4.69,1e-06,1e-06,CLE,CLE
CHN201804120,2018-04-12,CHN,PIT,0,1,3.44,3.11,1e-06,1e-06,CHN,CHN
SDN201804120,2018-04-12,SDN,SFN,0,3,5.42,5.09,1340.7925092662401,738.1265117326025,COL,SFN
CIN201804120,2018-04-12,CIN,SLN,2,2,5.79,3.2,807.0437326700402,494.9532553693752,PHI,SLN
KCA201804120,2018-04-12,KCA,ANA,0,1,4.66,4.74,1e-06,738.3603208647532,KCA,TEX
WAS201804120,2018-04-12,WAS,COL,0,2,4.21,5.01,1e-06,2397.8679070622884,WAS,COL
MIN201804120,2018-04-12,MIN,CHA,0,0,3.84,6.13,1e-06,571.0232496384983,MIN,CHA
KCA201804130,2018-04-13,KCA,ANA,0,0,10.38,2.31,1e-06,1e-06,KCA,KCA
CHN201804130,2018-04-13,CHN,ATL,0,0,4.95,2.83,1e-06,956.88299544195,CHN,WAS
MIA201804130,2018-04-13,MIA,PIT,0,0,7.16,4.55,1e-06,1915.1205670973725,MIA,CHN
DET201804130,2018-04-13,DET,NYA,0,0,3.56,3.62,145.52553501827433,984.732039314543,CLE,BOS
NYN201804130,2018-04-13,NYN,MIL,1,0,3.97,4.77,1756.5620451799746,1403.0288811452067,MIA,SLN
SDN201804130,2018-04-13,SDN,SFN,0,0,4.15,4.25,1e-06,1e-06,SDN,SDN
TBA201804130,2018-04-13,TBA,PHI,0,0,3.04,2.32,1636.2782802002057,1515.8203845337373,CHA,PHI
LAN201804130,2018-04-13,LAN,ARI,1,1,3.81,3.21,1e-06,559.4406195325591,LAN,SFN
HOU201804130,2018-04-13,HOU,TEX,1,0,3.74,5.94,1702.4056315736932,368.5990384284446,MIN,TEX
BOS201804130,2018-04-13,BOS,BAL,4,1,3.82,10.46,1e-06,578.81170796599,BOS,BAL
CIN201804130,2018-04-13,CIN,SLN,0,0,4.98,4.95,1e-06,1e-06,CIN,CIN
WAS201804130,2018-04-13,WAS,COL,0,0,4.34,2.45,1e-06,1e-06,WAS,WAS
CLE201804130,2018-04-13,CLE,TOR,2,0,6.2,5.71,1e-06,495.2645964012307,CLE,BAL
SEA201804130,2018-04-13,SEA,OAK,2,2,2.61,,2418.3539462011913,1545.141516309272,KCA,LAN
TBA201804140,2018-04-14,TBA,PHI,0,0,4.31,3.96,1e-06,1e-06,TBA,TBA
SDN201804140,2018-04-14,SDN,SFN,2,0,3.42,3.77,1e-06,1e-06,SDN,SDN
MIA201804140,2018-04-14,MIA,PIT,0,0,3.91,4.39,1e-06,1e-06,MIA,MIA
WAS201804140,2018-04-14,WAS,COL,0,2,2.53,5.12,1e-06,1e-06,WAS,WAS
CHN201804140,2018-04-14,CHN,ATL,1,1,3.46,17.05,1e-06,1e-06,CHN,CHN
LAN201804140,2018-04-14,LAN,ARI,0,0,3.66,2.0,1e-06,1e-06,LAN,LAN
BOS201804140,2018-04-14,BOS,BAL,3,0,3.18,4.9,1e-06,1e-06,BOS,BOS
CIN201804140,2018-04-14,CIN,SLN,0,1,7.4,2.83,1e-06,1e-06,CIN,CIN
KCA201804140,2018-04-14,KCA,ANA,0,0,,3.66,1e-06,1e-06,KCA,KCA
HOU201804140,2018-04-14,HOU,TEX,0,0,3.49,3.29,1e-06,1e-06,HOU,HOU
SEA201804140,2018-04-14,SEA,OAK,0,0,3.69,7.6,1e-06,1e-06,SEA,SEA
NYN201804140,2018-04-14,NYN,MIL,0,0,4.94,3.93,1e-06,1e-06,NYN,NYN
BOS201804150,2018-04-15,BOS,BAL,0,1,4.2,5.45,1e-06,1e-06,BOS,BOS
SDN201804150,2018-04-15,SDN,SFN,0,0,4.08,8.22,1e-06,1e-06,SDN,SDN
CIN201804150,2018-04-15,CIN,SLN,0,0,6.09,3.11,1e-06,1e-06,CIN,CIN
HOU201804150,2018-04-15,HOU,TEX,0,0,3.2,3.29,1e-06,1e-06,HOU,HOU
WAS201804150,2018-04-15,WAS,COL,1,0,1.6,2.43,1e-06,1e-06,WAS,WAS
TBA201804150,2018-04-15,TBA,PHI,2,0,3.91,6.75,1e-06,1e-06,TBA,TBA
SEA201804150,2018-04-15,SEA,OAK,0,2,5.55,3.59,1e-06,1e-06,SEA,SEA
NYN201804150,2018-04-15,NYN,MIL,1,0,3.13,7.34,1e-06,1e-06,NYN,NYN
LAN201804150,2018-04-15,LAN,ARI,0,0,2.73,4.74,1e-06,1e-06,LAN,LAN
MIA201804150,2018-04-15,MIA,PIT,1,0,3.98,4.19,1e-06,1e-06,MIA,MIA
NYN201804160,2018-04-16,NYN,WAS,1,1,6.41,6.14,1e-06,326.3648041771951,NYN,WAS
SEA201804160,2018-04-16,SEA,HOU,0,1,3.76,3.74,1e-06,3039.1839825945185,SEA,HOU
PIT201804160,2018-04-16,PIT,COL,0,2,4.61,3.77,1630.230113794326,305.44483751928374,MIA,WAS
NYA201804160,2018-04-16,NYA,MIA,2,0,3.39,4.19,773.7548030957365,1756.5620451799746,DET,MIA
ATL201804160,2018-04-16,ATL,PHI,1,1,3.94,2.37,947.8182724063668,688.5440708416155,CHN,TBA
TBA201804160,2018-04-16,TBA,TEX,1,0,1.89,6.22,1e-06,1270.2138325576016,TBA,HOU
MIL201804160,2018-04-16,MIL,CIN,0,0,4.44,4.3,1181.7674036325852,525.1892238126902,NYN,CIN
SDN201804160,2018-04-16,SDN,LAN,0,0,4.21,1.97,1e-06,179.52869961196944,SDN,LAN
OAK201804160,2018-04-16,OAK,CHA,0,0,4.05,3.91,1089.6592015072615,2531.5923192792015,SEA,MIN
CHN201804170,2018-04-17,CHN,SLN,0,0,5.3,4.46,1e-06,406.25273298859213,CHN,CIN
TOR201804171,2018-04-17,TOR,KCA,2,0,5.82,5.14,305.2632734150024,1362.7751953099457,CLE,KCA
MIL201804170,2018-04-17,MIL,CIN,0,0,3.22,5.31,1e-06,1e-06,MIL,MIL
TBA201804170,2018-04-17,TBA,TEX,0,1,3.51,6.79,1e-06,1e-06,TBA,TBA
DET201804170,2018-04-17,DET,BAL,0,0,4.58,5.29,1e-06,984.732039314543,DET,BOS
TOR201804172,2018-04-17,TOR,KCA,0,1,3.67,4.04,1e-06,1e-06,TOR,TOR
ANA201804170,2018-04-17,ANA,BOS,0,1,3.31,3.58,2158.345510444982,4151.631080145035,KCA,BOS
SDN201804170,2018-04-17,SDN,LAN,0,2,4.43,3.68,1e-06,1e-06,SDN,SDN
MIN201804170,2018-04-17,MIN,CLE,0,0,4.49,2.89,1e-06,1013.2251113855248,MIN,CLE
ARI201804170,2018-04-17,ARI,SFN,0,0,3.15,2.59,574.8341159449532,481.0116378281714,LAN,SDN
OAK201804170,2018-04-17,OAK,CHA,5,0,3.76,12.41,1e-06,1e-06,OAK,OAK
PIT201804170,2018-04-17,PIT,COL,0,1,3.11,5.01,1e-06,1e-06,PIT,PIT
NYN201804170,2018-04-17,NYN,WAS,0,0,3.31,4.21,1e-06,1e-06,NYN,NYN
ATL201804170,2018-04-17,ATL,PHI,1,0,17.05,5.1,1e-06,1e-06,ATL,ATL
SEA201804170,2018-04-17,SEA,HOU,1,0,2.61,3.86,1e-06,1e-06,SEA,SEA
NYA201804170,2018-04-17,NYA,MIA,0,3,3.75,4.91,1e-06,1e-06,NYA,NYA
TOR201804180,2018-04-18,TOR,KCA,1,0,3.65,4.66,1e-06,1e-06,TOR,TOR
NYN201804180,2018-04-18,NYN,WAS,0,3,6.41,5.47,1e-06,1e-06,NYN,NYN
ATL201804180,2018-04-18,ATL,PHI,0,0,4.92,,1e-06,1e-06,ATL,ATL
PIT201804180,2018-04-18,PIT,COL,0,0,4.55,2.85,1e-06,1e-06,PIT,PIT
SDN201804180,2018-04-18,SDN,LAN,0,3,7.05,3.81,1e-06,1e-06,SDN,SDN
ANA201804180,2018-04-18,ANA,BOS,0,1,4.02,4.28,1e-06,1e-06,ANA,ANA
OAK201804180,2018-04-18,OAK,CHA,1,1,2.92,4.53,1e-06,1e-06,OAK,OAK
TBA201804180,2018-04-18,TBA,TEX,0,0,5.4,3.78,1e-06,1e-06,TBA,TBA
SEA201804180,2018-04-18,SEA,HOU,0,0,4.36,2.88,1e-06,1e-06,SEA,SEA
MIL201804180,2018-04-18,MIL,CIN,0,0,4.77,4.98,1e-06,1e-06,MIL,MIL
MIN201804180,2018-04-18,MIN,CLE,0,0,7.82,6.14,1e-06,1e-06,MIN,MIN
ARI201804180,2018-04-18,ARI,SFN,0,0,4.39,3.97,1e-06,1e-06,ARI,ARI
DET201804180,2018-04-18,DET,BAL,0,0,5.12,7.71,1e-06,1e-06,DET,DET
CHN201804190,2018-04-19,CHN,SLN,2,1,3.32,4.95,1e-06,1e-06,CHN,CHN
ATL201804190,2018-04-19,ATL,NYN,3,0,4.28,4.94,1e-06,1200.4511584455877,ATL,NYN
NYA201804190,2018-04-19,NYA,TOR,0,0,2.5,4.89,1e-06,550.2922217550002,NYA,TOR
PHI201804190,2018-04-19,PHI,PIT,0,0,3.96,3.2,1071.2330338826835,412.2899901216241,ATL,PIT
SEA201804190,2018-04-19,SEA,HOU,0,0,4.0,3.13,1e-06,1e-06,SEA,SEA
DET201804190,2018-04-19,DET,BAL,1,0,4.52,4.9,1e-06,1e-06,DET,DET
ARI201804190,2018-04-19,ARI,SFN,0,0,3.21,4.25,1e-06,1e-06,ARI,ARI
MIL201804190,2018-04-19,MIL,MIA,1,0,3.93,7.16,1e-06,1181.7674036325852,MIL,NYA
ANA201804190,2018-04-19,ANA,BOS,0,1,4.74,3.82,1e-06,1e-06,ANA,ANA
TBA201804200,2018-04-20,TBA,MIN,0,0,3.04,4.15,1e-06,2137.431531245163,TBA,MIN
ATL201804200,2018-04-20,ATL,NYN,1,0,6.0,4.28,1e-06,1e-06,ATL,ATL
DET201804202,2018-04-20,DET,KCA,0,0,5.12,,1e-06,332.4198044988213,DET,TOR
DET201804201,2018-04-20,DET,KCA,0,0,4.31,3.08,1e-06,1e-06,DET,DET
COL201804200,2018-04-20,COL,CHN,3,2,5.12,3.44,2121.7512666569423,1477.450780411816,PIT,CHN
NYA201804200,2018-04-20,NYA,TOR,0,0,5.57,5.64,1e-06,1e-06,NYA,NYA
MIL201804200,2018-04-20,MIL,MIA,1,0,3.5,4.42,1e-06,1e-06,MIL,MIL
