game_id,inning,batting_home,batter_id,count_raw,balls,strikes,pitches,event_raw
SFN201804030,1.0,0.0,gordd002,32,3.0,2.0,BBBCCX,S6/G6
SFN201804030,1.0,0.0,seguj002,01,0.0,1.0,CX,S1/BG25.1-2
SFN201804030,1.0,0.0,canor001,32,3.0,2.0,BBCS2*BB,W.2-3;1-2
SFN201804030,1.0,0.0,hanim001,12,1.0,2.0,BCFX,S8/L8LM.3-H;2-H;1-3
SFN201804030,1.0,0.0,seagk001,32,3.0,2.0,CBBBFFX,S8/G4M.3-H;1-2
SFN201804030,1.0,0.0,healr001,22,2.0,2.0,BFFBX,S9/G4.2-H;1X3(96)
SFN201804030,1.0,0.0,hereg002,31,3.0,1.0,BB*BCX,64(1)/FO/G6
SFN201804030,1.0,0.0,freid001,00,0.0,0.0,1X,64(1)/FO/G6
SFN201804030,1.0,1.0,jacka001,22,2.0,2.0,CSBBX,8/F8RXD+
SFN201804030,1.0,1.0,panij002,21,2.0,1.0,FBBX,63/G4+
SFN201804030,1.0,1.0,mccua001,01,0.0,1.0,CX,53/G56S-
SFN201804030,2.0,0.0,gonzm005,12,1.0,2.0,BCSFC,K
SFN201804030,2.0,0.0,gordd002,02,0.0,2.0,FCX,3/G34+
SFN201804030,2.0,0.0,seguj002,11,1.0,1.0,BFX,D7/G5+
SFN201804030,2.0,0.0,canor001,10,1.0,0.0,*BX,63/G6+
SFN201804030,2.0,1.0,poseb001,22,2.0,2.0,CBBFX,9/F9LM
SFN201804030,2.0,1.0,longe001,22,2.0,2.0,BFBSX,63/G56
SFN201804030,2.0,1.0,pench001,12,1.0,2.0,BCFFFS,K
SFN201804030,3.0,0.0,hanim001,21,2.0,1.0,CBBX,8/F8LXD+
SFN201804030,3.0,0.0,seagk001,22,2.0,2.0,FBBFFX,S8/L8RS+
SFN201804030,3.0,0.0,healr001,01,0.0,1.0,CX,64(1)3/GDP/G6
SFN201804030,3.0,1.0,hundn001,31,3.0,1.0,FBBBX,5/L56+
SFN201804030,3.0,1.0,crawb001,01,0.0,1.0,FX,43/G4
SFN201804030,3.0,1.0,blact002,21,2.0,1.0,BCBX,S8/G6M
