game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gametype,umplf,umprf
SFN201804030,SEA,SFN,SFO03,2018/04/03,0,1:47PM,day,false,barrt901,barkl901,ortir901,littw901,park,pitches,younj701,61,tocf,7,unknown,unknown,sunny,182,40901,gonzm005,blact002,diaze006,,,
SFN201804040,SEA,SFN,SFO03,2018/04/04,0,4:15PM,day,false,barkl901,ortir901,littw901,barrt901,park,pitches,younj701,62,tocf,16,unknown,unknown,cloudy,172,42582,cuetj001,hernf002,,,,
SFN201804070,LAN,SFN,SFO03,2018/04/07,0,3:05PM,day,false,marqa901,drecb901,fairc901,estam901,park,pitches,thomc701,62,tocf,17,unknown,unknown,unknown,316,42308,gomer002,fontw001,,,,
SFN201804080,LAN,SFN,SFO03,2018/04/08,0,1:05PM,day,false,drecb901,fairc901,estam901,marqa901,park,pitches,dybdc701,63,tocf,14,unknown,unknown,cloudy,184,42374,fielj002,johnp001,jansk001,,,
SFN201804090,ARI,SFN,SFO03,2018/04/09,0,7:15PM,night,false,danlk901,nauep901,barrs901,torrc901,park,pitches,feldd701,64,tocf,8,unknown,unknown,cloudy,153,36997,godlz001,holld003,brada001,,,
SFN201804100,ARI,SFN,SFO03,2018/04/10,0,7:18PM,night,false,nauep901,barrs901,torrc901,danlk901,park,pitches,feldd701,55,tocf,13,unknown,unknown,overcast,204,37869,strih001,delaj001,,,,
SFN201804110,ARI,SFN,SFO03,2018/04/11,0,12:45PM,day,false,barrs901,torrc901,danlk901,nauep901,park,pitches,feldd701,58,tocf,14,unknown,unknown,cloudy,189,35041,salaf001,suara002,,,,
SFN201804230,WAS,SFN,SFO03,2018/04/23,0,7:15PM,night,false,millb901,herna901,ticht901,porta901,park,pitches,feldd701,58,tocf,15,unknown,unknown,cloudy,164,36983,strac001,gonzg003,strih001,,,
SFN201804240,WAS,SFN,SFO03,2018/04/24,0,7:15PM,night,false,herna901,ticht901,porta901,millb901,park,pitches,younj701,54,tocf,13,unknown,unknown,cloudy,147,37147,moror001,roart001,strih001,,,
SFN201804250,WAS,SFN,SFO03,2018/04/25,0,12:45PM,day,false,ticht901,porta901,millb901,herna901,park,pitches,feldd701,59,tocf,13,unknown,unknown,cloudy,193,35126,schem001,samaj001,,,,
SFN201804270,LAN,SFN,SFO03,2018/04/27,0,7:15PM,night,false,johna901,gibsh902,gormb901,iassd901,park,pitches,feldd701,58,tocf,12,unknown,unknown,cloudy,207,41936,dysos001,cingt001,strih001,,,
SFN201804281,LAN,SFN,SFO03,2018/04/28,1,1:05PM,day,false,gibsh902,ortir901,iassd901,johna901,park,pitches,thomc701,60,tocf,12,unknown,unknown,cloudy,233,41809,buehw001,strac001,,,,
SFN201804282,LAN,SFN,SFO03,2018/04/28,2,7:15PM,night,false,gormb901,iassd901,johna901,ortir901,park,pitches,thomc701,58,tocf,13,unknown,unknown,cloudy,178,40608,cuetj001,wooda002,,,,
SFN201804290,LAN,SFN,SFO03,2018/04/29,0,2:04PM,day,false,iassd901,johna901,gibsh902,gormb901,park,pitches,feldd701,60,tocf,21,unknown,unknown,unknown,160,42020,blact002,maedk001,strih001,,,
SFN201804300,SDN,SFN,SFO03,2018/04/30,0,7:15PM,night,false,vanol901,wendh902,guccc901,rackd901,park,pitches,ducam701,56,tocf,18,unknown,unknown,sunny,199,35470,johnp001,handb001,,,,
SFN201805010,SDN,SFN,SFO03,2018/05/01,0,7:15PM,night,false,wendh902,guccc901,rackd901,vanol901,park,pitches,ducam701,56,tolf,18,unknown,unknown,cloudy,144,36735,yatek001,strih001,handb001,,,
SFN201805020,SDN,SFN,SFO03,2018/05/02,0,12:45PM,day,false,guccc901,rackd901,vanol901,wendh902,park,pitches,feldd701,63,torf,13,unknown,unknown,sunny,182,36475,holld003,richc002,,,,
SFN201805140,CIN,SFN,SFO03,2018/05/14,0,7:15PM,night,false,rippm901,westj901,eddid901,fostm901,park,pitches,younj701,57,tocf,13,unknown,unknown,cloudy,182,36156,strac001,romas001,,,,
SFN201805150,CIN,SFN,SFO03,2018/05/15,0,7:15PM,night,false,westj901,eddid901,fostm901,rippm901,park,pitches,younj701,60,tocf,16,unknown,unknown,cloudy,173,37809,johnp001,mahlt001,strih001,,,
SFN201805160,CIN,SFN,SFO03,2018/05/16,0,12:44PM,day,false,eddid901,fostm901,rippm901,westj901,park,pitches,younj701,63,tocf,13,unknown,unknown,unknown,161,38662,hughj001,suara002,igler001,,,
SFN201805170,COL,SFN,SFO03,2018/05/17,0,7:15PM,night,false,segac901,onorb901,buckc901,conrc901,park,pitches,younj701,58,tocf,18,unknown,unknown,cloudy,240,37224,mcgej001,johnp001,daviw001,,,
SFN201805180,COL,SFN,SFO03,2018/05/18,0,7:15PM,night,false,onorb901,buckc901,conrc901,segac901,park,pitches,younj701,56,tocf,18,unknown,unknown,unknown,180,40970,freek001,holld003,,,,
SFN201805190,COL,SFN,SFO03,2018/05/19,0,1:05PM,day,false,buckc901,conrc901,segac901,onorb901,park,pitches,dybdc701,61,tocf,22,unknown,unknown,cloudy,185,39195,strac001,grayj003,,,,
SFN201805200,COL,SFN,SFO03,2018/05/20,0,1:05PM,day,false,conrc901,segac901,onorb901,buckc901,park,pitches,dybdc701,60,tocf,21,unknown,unknown,cloudy,205,40334,dysos001,shawb001,,,,
SFN201806010,PHI,SFN,SFO03,2018/06/01,0,7:15PM,night,false,hicke901,mealj901,segac901,morag901,park,pitches,thomc701,63,tocf,14,unknown,unknown,sunny,169,38119,strac001,piven001,,,,
SFN201806020,PHI,SFN,SFO03,2018/06/02,0,7:04PM,night,false,mealj901,segac901,morag901,hicke901,park,pitches,thomc701,68,tocf,14,unknown,unknown,sunny,144,39208,suara002,velav001,strih001,,,
SFN201806030,PHI,SFN,SFO03,2018/06/03,0,1:11PM,day,false,segac901,morag901,hicke901,mealj901,park,pitches,dybdc701,72,tocf,9,unknown,unknown,sunny,148,40491,rodrd001,arrij001,,,,
SFN201806040,ARI,SFN,SFO03,2018/06/04,0,7:10PM,night,false,barrl901,randt901,welkb901,knigb901,park,pitches,feldd701,60,tocf,19,unknown,unknown,cloudy,191,36542,johnp001,godlz001,,,,
SFN201806050,ARI,SFN,SFO03,2018/06/05,0,7:15PM,night,false,randt901,welkb901,knigb901,barrl901,park,pitches,feldd701,59,tocf,17,unknown,unknown,sunny,185,36925,corbp001,bumgm001,boxbb001,,,
SFN201806060,ARI,SFN,SFO03,2018/06/06,0,12:46PM,day,false,welkb901,knigb901,barrl901,randt901,park,pitches,younj701,63,tocf,20,unknown,unknown,cloudy,218,41042,strih001,chafa001,,,,
SFN201806180,MIA,SFN,SFO03,2018/06/18,0,7:15PM,night,false,gonzm901,fleta901,viscj901,diazl901,park,pitches,ducam701,61,tocf,13,unknown,unknown,cloudy,167,36743,guert001,strih001,barrk002,,,
SFN201806190,MIA,SFN,SFO03,2018/06/19,0,7:15PM,night,false,fleta901,viscj901,diazl901,gonzm901,park,pitches,ducam701,58,tocf,17,unknown,unknown,cloudy,171,37242,rodrd001,strad003,dysos001,,,
SFN201806200,MIA,SFN,SFO03,2018/06/20,0,12:45PM,day,false,viscj901,diazl901,gonzm901,fleta901,park,pitches,feldd701,61,tocf,13,unknown,unknown,unknown,184,35903,holld003,urenj001,moror001,,,
SFN201806210,SDN,SFN,SFO03,2018/06/21,0,7:15PM,night,false,davig901,knigb901,hobep901,lentn901,park,pitches,younj701,61,tocf,16,unknown,unknown,sunny,143,37497,bumgm001,rosst001,melam001,,,
SFN201806220,SDN,SFN,SFO03,2018/06/22,0,7:14PM,night,false,knigb901,hobep901,lentn901,davig901,park,pitches,younj701,67,tocf,15,unknown,unknown,sunny,173,40546,richc002,strac001,,,,
SFN201806230,SDN,SFN,SFO03,2018/06/23,0,1:05PM,day,false,hobep901,lentn901,davig901,knigb901,park,pitches,dybdc701,83,tocf,10,unknown,unknown,sunny,156,40348,moror001,cimba001,,,,
SFN201806240,SDN,SFN,SFO03,2018/06/24,0,1:05PM,day,false,lentn901,davig901,knigb901,hobep901,park,pitches,dybdc701,72,tocf,13,unknown,unknown,cloudy,182,39230,blact002,handb001,,,,
SFN201806260,COL,SFN,SFO03,2018/06/26,0,7:14PM,night,false,tumpj901,dimum901,wegnm901,reynj901,park,pitches,feldd701,61,tocf,15,unknown,unknown,sunny,177,36070,watst001,ottaa001,dysos001,,,
SFN201806270,COL,SFN,SFO03,2018/06/27,0,7:15PM,night,false,dimum901,wegnm901,reynj901,tumpj901,park,pitches,feldd701,56,tocf,17,unknown,unknown,overcast,154,36046,moror001,musgh001,,,,
SFN201806280,COL,SFN,SFO03,2018/06/28,0,12:45PM,day,false,wegnm901,reynj901,tumpj901,dimum901,park,pitches,feldd701,66,tocf,13,unknown,unknown,sunny,190,37529,ottaa001,dysos001,daviw001,,,
SFN201807050,SLN,SFN,SFO03,2018/07/05,0,7:15PM,night,false,culbf901,buckc901,conrc901,onorb901,park,pitches,feldd701,65,tocf,16,unknown,unknown,cloudy,155,38766,weavl001,cuetj001,,,,
SFN201807060,SLN,SFN,SFO03,2018/07/06,0,7:15PM,night,false,buckc901,conrc901,onorb901,culbf901,park,pitches,younj701,73,tocf,15,unknown,unknown,cloudy,146,37996,moror001,brebj001,smitw002,,,
SFN201807070,SLN,SFN,SFO03,2018/07/07,0,1:05PM,day,false,conrc901,onorb901,culbf901,buckc901,park,pitches,feldd701,70,tocf,20,unknown,unknown,sunny,171,39606,martc006,samaj001,norrb001,,,
SFN201807080,SLN,SFN,SFO03,2018/07/08,0,1:05PM,day,false,onorb901,culbf901,buckc901,conrc901,park,pitches,feldd701,70,tocf,14,unknown,unknown,sunny,227,38855,bumgm001,brebj001,,,,
SFN201807090,CHN,SFN,SFO03,2018/07/09,0,7:15PM,night,false,nelsj901,diazl901,gonzm901,viscj901,park,pitches,feldd701,71,tocf,17,unknown,unknown,cloudy,189,38024,blact002,cishs001,,,,
SFN201807100,CHN,SFN,SFO03,2018/07/10,0,7:15PM,night,false,diazl901,gonzm901,viscj901,nelsj901,park,pitches,feldd701,66,tocf,16,unknown,unknown,sunny,163,39113,quinj001,holld003,cishs001,,,
SFN201807110,CHN,SFN,SFO03,2018/07/11,0,12:46PM,day,false,gonzm901,viscj901,nelsj901,diazl901,park,pitches,feldd701,70,tocf,12,unknown,unknown,sunny,270,41099,rodrd001,norwj001,,,,
SFN201807130,OAK,SFN,SFO03,2018/07/13,0,7:15PM,night,false,gibsg901,carav901,may-b901,bakej902,park,pitches,thomc701,65,tocf,15,unknown,unknown,sunny,196,41751,bumgm001,jacke001,,,,
SFN201807140,OAK,SFN,SFO03,2018/07/14,0,7:05PM,night,false,carav901,may-b901,bakej902,gibsg901,park,pitches,ducam701,62,tocf,16,unknown,unknown,cloudy,190,41970,petiy001,watst001,treib001,,,
SFN201807150,OAK,SFN,SFO03,2018/07/15,0,1:05PM,day,false,may-b901,bakej902,gibsg901,carav901,park,pitches,ducam701,66,tocf,12,unknown,unknown,cloudy,164,42098,manas001,suara002,,,,
SFN201807260,MIL,SFN,SFO03,2018/07/26,0,7:15PM,night,false,reybd901,marqa901,holbs901,wolfj901,park,pitches,ducam701,59,tocf,8,unknown,unknown,unknown,202,40643,hadej001,melam001,knebc001,,,
SFN201807270,MIL,SFN,SFO03,2018/07/27,0,7:15PM,night,false,holbs901,blakr901,wolfj901,reybd901,park,pitches,ducam701,58,tocf,16,unknown,unknown,unknown,153,40414,andec001,bumgm001,knebc001,,,
SFN201807280,MIL,SFN,SFO03,2018/07/28,0,6:05PM,night,false,blakr901,wolfj901,reybd901,holbs901,park,pitches,ducam701,59,tocf,17,unknown,unknown,cloudy,154,40735,chacj001,cuetj001,,,,
SFN201807290,MIL,SFN,SFO03,2018/07/29,0,1:05PM,day,false,wolfj901,reybd901,holbs901,blakr901,park,pitches,ducam701,66,tocf,16,unknown,unknown,unknown,192,41312,suara002,guerj003,smitw002,,,
SFN201808060,HOU,SFN,SFO03,2018/08/06,0,7:15PM,night,false,wolcq901,barbs901,kellj901,hoyej901,park,pitches,feldd701,62,tocf,15,unknown,unknown,sunny,146,40251,osunr001,smitw002,rondh001,,,
SFN201808070,HOU,SFN,SFO03,2018/08/07,0,12:45PM,day,false,barbs901,kellj901,hoyej901,wolcq901,park,pitches,dybdc701,58,tocf,18,unknown,unknown,overcast,182,41613,smitj002,blacr001,rondh001,,,
SFN201808090,PIT,SFN,SFO03,2018/08/09,0,7:15PM,night,false,conrc901,onorb901,lives901,buckc901,park,pitches,feldd701,68,tocf,11,unknown,unknown,sunny,180,40035,novai001,suara002,,,,
SFN201808100,PIT,SFN,SFO03,2018/08/10,0,7:15PM,night,false,onorb901,lives901,buckc901,conrc901,park,pitches,feldd701,64,tocf,14,unknown,unknown,sunny,224,41762,holld003,holmc001,,,,
SFN201808110,PIT,SFN,SFO03,2018/08/11,0,6:36PM,night,false,lives901,buckc901,conrc901,onorb901,park,pitches,feldd701,65,tocf,16,unknown,unknown,sunny,138,41209,willt002,blact002,,,,
SFN201808120,PIT,SFN,SFO03,2018/08/12,0,1:05PM,day,false,buckc901,conrc901,onorb901,lives901,park,pitches,feldd701,67,tocf,14,unknown,unknown,sunny,160,41980,rodrd001,musgj001,smitw002,,,
SFN201808240,TEX,SFN,SFO03,2018/08/24,0,7:16PM,night,false,nelsj901,fleta901,libkj901,millb901,park,pitches,younj701,60,tocf,12,unknown,unknown,cloudy,228,39845,gearc001,dysos001,leclj001,,,
SFN201808250,TEX,SFN,SFO03,2018/08/25,0,1:05PM,day,false,fleta901,libkj901,millb901,nelsj901,park,pitches,feldd701,64,tocf,10,unknown,unknown,cloudy,188,40287,suara002,perem004,melam001,,,
SFN201808260,TEX,SFN,SFO03,2018/08/26,0,1:06PM,day,false,libkj901,millb901,nelsj901,fleta901,park,pitches,feldd701,66,tocf,8,unknown,unknown,cloudy,155,39260,holld003,gally001,melam001,,,
SFN201808270,ARI,SFN,SFO03,2018/08/27,0,7:16PM,night,false,gormb901,johna901,blasc901,gibsh902,park,pitches,feldd701,58,tocf,13,unknown,unknown,unknown,152,38808,strac001,corbp001,strih001,,,
SFN201808280,ARI,SFN,SFO03,2018/08/28,0,7:15PM,night,false,johna901,blasc901,gibsh902,gormb901,park,pitches,feldd701,62,tocf,12,unknown,unknown,cloudy,183,37276,smitw002,ziegb001,,,,
SFN201808290,ARI,SFN,SFO03,2018/08/29,0,7:15PM,night,false,blasc901,gibsh902,gormb901,johna901,park,pitches,feldd701,66,tocf,13,unknown,unknown,cloudy,165,35626,godlz001,rodrd001,boxbb001,,,
SFN201808310,NYN,SFN,SFO03,2018/08/31,0,7:15PM,night,false,estam901,fairc901,danlk901,drecb901,park,pitches,santa701,63,tocf,15,unknown,unknown,sunny,142,39057,suara002,wheez001,,,,
SFN201809010,NYN,SFN,SFO03,2018/09/01,0,1:05PM,day,false,fairc901,danlk901,drecb901,estam901,park,pitches,santa701,64,rtol,13,unknown,unknown,sunny,176,38875,blevj001,strih001,gselr001,,,
SFN201809020,NYN,SFN,SFO03,2018/09/02,0,1:05PM,day,false,danlk901,drecb901,estam901,fairc901,park,pitches,santa701,68,tocf,8,unknown,unknown,sunny,143,39692,syndn001,strac001,,,,
SFN201809100,ATL,SFN,SFO03,2018/09/10,0,7:15PM,night,false,wegnm901,reynj901,tumpj901,rehaj901,park,pitches,ducam701,69,tocf,13,unknown,unknown,sunny,153,35996,newcs001,rodrd001,minta001,,,
SFN201809110,ATL,SFN,SFO03,2018/09/11,0,7:15PM,night,false,reynj901,tumpj901,rehaj901,wegnm901,park,pitches,ducam701,62,tocf,15,unknown,unknown,sunny,151,35285,foltm001,suara002,,,,
SFN201809120,ATL,SFN,SFO03,2018/09/12,0,12:45PM,day,false,tumpj901,rehaj901,wegnm901,reynj901,park,pitches,dybdc701,67,tocf,16,unknown,unknown,cloudy,179,38156,winkd001,smitw002,ventj001,,,
SFN201809140,COL,SFN,SFO03,2018/09/14,0,7:15PM,night,false,morag901,dejer901,mealj901,hicke901,park,pitches,dybdc701,60,tocf,15,unknown,unknown,unknown,140,37800,strac001,andet002,,,,
SFN201809150,COL,SFN,SFO03,2018/09/15,0,6:05PM,night,false,dejer901,mealj901,hicke901,morag901,park,pitches,dybdc701,60,tocf,17,unknown,unknown,cloudy,148,38204,bumgm001,marqg001,smitw002,,,
SFN201809160,COL,SFN,SFO03,2018/09/16,0,1:05PM,day,false,mealj901,hicke901,morag901,dejer901,park,pitches,dybdc701,67,tocf,7,unknown,unknown,sunny,182,38824,senza001,rodrd001,daviw001,,,
SFN201809240,SDN,SFN,SFO03,2018/09/24,0,7:14PM,night,false,wolcq901,mahrn901,addir901,hudsm901,park,pitches,younj701,58,tocf,8,unknown,unknown,cloudy,161,35428,mitcb001,holld003,yatek001,,,
SFN201809250,SDN,SFN,SFO03,2018/09/25,0,7:15PM,night,false,mahrn901,addir901,hudsm901,wolcq901,park,pitches,younj701,56,tocf,13,unknown,unknown,sunny,218,36063,melam001,wickr001,,,,
SFN201809260,SDN,SFN,SFO03,2018/09/26,0,7:15PM,night,false,addir901,hudsm901,wolcq901,mahrn901,park,pitches,younj701,57,tocf,12,unknown,unknown,cloudy,177,36044,diazm004,kellc001,yatek001,,,
SFN201809280,LAN,SFN,SFO03,2018/09/28,0,7:20PM,night,false,knigb901,davig901,ticht901,hobep901,park,pitches,thomc701,60,tocf,14,unknown,unknown,cloudy,196,41167,ryu-h001,bumgm001,jansk001,,,
SFN201809290,LAN,SFN,SFO03,2018/09/29,0,1:06PM,day,false,davig901,ticht901,hobep901,hicke901,park,pitches,thomc701,66,tocf,12,unknown,unknown,cloudy,213,41768,wooda002,melam001,,,,
SFN201809300,LAN,SFN,SFO03,2018/09/30,0,12:06PM,day,false,ticht901,hobep901,hicke901,davig901,park,pitches,thomc701,68,tocf,7,unknown,unknown,cloudy,167,41280,hillr001,suara002,,,,
SEA201803290,CLE,SEA,SEA03,2018/03/29,0,7:10PM,night,true,holbs901,marqa901,wolfj901,reybd901,park,pitches,padud701,55,fromcf,2,unknown,unknown,unknown,155,47149,hernf002,klubc001,diaze006,,,
SEA201803310,CLE,SEA,SEA03,2018/03/31,0,1:10PM,day,true,marqa901,wolfj901,reybd901,holbs901,park,pitches,peted701,48,tocf,3,unknown,unknown,unknown,167,35881,carrc003,paxtj001,allec002,,,
SEA201804010,CLE,SEA,SEA03,2018/04/01,0,1:11PM,day,true,wolfj901,reybd901,holbs901,marqa901,park,pitches,radoe701,47,unknown,0,dry,none,dome,177,24506,leakm001,oterd001,diaze006,,,
SEA201804130,OAK,SEA,SEA03,2018/04/13,0,7:11PM,night,true,torrc901,danlk901,nauep901,barrs901,park,pitches,peted701,55,unknown,0,dry,none,dome,188,25352,altad001,could001,diaze006,,,
SEA201804140,OAK,SEA,SEA03,2018/04/14,0,6:13PM,night,true,danlk901,nauep901,barrs901,torrc901,park,pitches,padud701,51,unknown,1,dry,none,dome,212,29013,bradc002,gravk001,diaze006,,,
SEA201804150,OAK,SEA,SEA03,2018/04/15,0,1:10PM,day,true,barrs901,torrc901,mahrn901,danlk901,park,pitches,padud701,51,ltor,1,unknown,unknown,unknown,160,25882,manas001,hernf002,treib001,,,
SEA201804160,HOU,SEA,SEA03,2018/04/16,0,7:10PM,night,true,gormb901,barbs901,johna901,gibsh902,park,pitches,radoe701,47,unknown,0,dry,none,dome,141,12923,paxtj001,keucd001,diaze006,,,
SEA201804170,HOU,SEA,SEA03,2018/04/17,0,7:10PM,night,true,barbs901,johna901,gibsh902,gormb901,park,pitches,radoe701,51,unknown,0,dry,none,dome,168,15382,mccul002,altad001,devec001,,,
SEA201804180,HOU,SEA,SEA03,2018/04/18,0,7:10PM,night,true,johna901,gibsh902,gormb901,barbs901,park,pitches,peted701,54,unknown,0,dry,none,dome,165,14643,coleg001,leakm001,,,,
SEA201804190,HOU,SEA,SEA03,2018/04/19,0,12:40PM,day,true,gibsh902,gormb901,barbs901,johna901,park,pitches,radoe701,52,ltor,3,unknown,unknown,sunny,182,16927,mortc002,gonzm005,,,,
SEA201805010,OAK,SEA,SEA03,2018/05/01,0,7:10PM,night,true,ticht901,porta901,millb901,herna901,park,pitches,radoe701,61,unknown,0,unknown,unknown,cloudy,186,12468,hernf002,triga001,diaze006,,,
SEA201805020,OAK,SEA,SEA03,2018/05/02,0,7:10PM,night,true,porta901,millb901,herna901,ticht901,park,pitches,padud701,68,torf,3,unknown,unknown,cloudy,145,11603,treib001,diaze006,,,,
SEA201805030,OAK,SEA,SEA03,2018/05/03,0,7:10PM,night,true,blakr901,wolfj901,reybd901,holbs901,park,pitches,radoe701,70,tocf,6,unknown,unknown,cloudy,151,12888,bradc002,manas001,diaze006,,,
SEA201805040,ANA,SEA,SEA03,2018/05/04,0,7:10PM,night,true,wolfj901,reybd901,holbs901,blakr901,park,pitches,peted701,61,fromcf,2,unknown,unknown,cloudy,190,41705,richg002,leakm001,,,,
SEA201805050,ANA,SEA,SEA03,2018/05/05,0,6:10PM,night,true,reybd901,holbs901,blakr901,wolfj901,park,pitches,padud701,65,tocf,2,unknown,unknown,cloudy,269,36977,goede001,johnj010,,,,
SEA201805060,ANA,SEA,SEA03,2018/05/06,0,1:10PM,day,true,holbs901,blakr901,wolfj901,reybd901,park,pitches,bechj701,69,unknown,0,unknown,unknown,cloudy,191,40142,ohtas001,hernf002,,,,
SEA201805150,TEX,SEA,SEA03,2018/05/15,0,7:10PM,night,true,fleta901,nelsj901,diazl901,gonzm901,park,pitches,peted701,70,tocf,4,unknown,unknown,sunny,266,14670,goede001,claua001,,,,
SEA201805160,TEX,SEA,SEA03,2018/05/16,0,12:40PM,day,true,nelsj901,diazl901,gonzm901,fleta901,park,pitches,radoe701,63,tocf,2,unknown,unknown,unknown,172,20629,colob001,pazoj001,,,,
SEA201805170,DET,SEA,SEA03,2018/05/17,0,7:10PM,night,true,timmt901,drakr901,barbs901,muchm901,park,pitches,bechj701,66,fromlf,1,unknown,unknown,unknown,188,15169,saupw001,vincn001,grees005,,,
SEA201805180,DET,SEA,SEA03,2018/05/18,0,7:10PM,night,true,drakr901,wintm901,muchm901,timmt901,park,pitches,radoe701,62,ltor,2,unknown,unknown,unknown,168,34932,altad001,farmb001,diaze006,,,
SEA201805190,DET,SEA,SEA03,2018/05/19,0,6:10PM,night,true,wintm901,muchm901,timmt901,drakr901,park,pitches,padud701,66,torf,3,unknown,unknown,unknown,154,35739,paxtj001,fierm001,,,,
SEA201805200,DET,SEA,SEA03,2018/05/20,0,1:10PM,day,true,muchm901,timmt901,drakr901,wintm901,park,pitches,padud701,62,fromcf,2,unknown,unknown,unknown,201,34252,vincn001,farmb001,,,,
SEA201805250,MIN,SEA,SEA03,2018/05/25,0,7:10PM,night,true,barkl901,woodt901,littw901,barrt901,park,pitches,peted701,64,unknown,0,unknown,unknown,unknown,134,19924,paxtj001,romef001,diaze006,,,
SEA201805260,MIN,SEA,SEA03,2018/05/26,0,7:10PM,night,true,woodt901,littw901,barrt901,barkl901,park,pitches,padud701,64,fromcf,4,unknown,unknown,unknown,220,23986,bradc002,magim001,,,,
SEA201805270,MIN,SEA,SEA03,2018/05/27,0,1:10PM,day,true,littw901,barrt901,barkl901,woodt901,park,pitches,radoe701,63,torf,3,unknown,unknown,cloudy,138,31340,leakm001,berrj001,coloa001,,,
SEA201805280,TEX,SEA,SEA03,2018/05/28,0,1:10PM,day,true,hicke901,mealj901,segac901,morag901,park,pitches,radoe701,61,tocf,7,unknown,unknown,cloudy,152,26236,gonzm005,fistd001,diaze006,,,
SEA201805290,TEX,SEA,SEA03,2018/05/29,0,7:10PM,night,true,mealj901,segac901,morag901,hicke901,park,pitches,peted701,61,unknown,0,dry,none,dome,220,13259,claua001,diaze006,,,,
SEA201805300,TEX,SEA,SEA03,2018/05/30,0,7:10PM,night,true,segac901,morag901,hicke901,mealj901,park,pitches,radoe701,63,torf,2,unknown,unknown,sunny,197,13070,barnt002,rzepm001,kelak001,,,
SEA201805310,TEX,SEA,SEA03,2018/05/31,0,7:10PM,night,true,morag901,hicke901,mealj901,segac901,park,pitches,padud701,57,tocf,3,unknown,unknown,unknown,173,15630,leblw001,minom001,,,,
SEA201806010,TBA,SEA,SEA03,2018/06/01,0,7:10PM,night,true,reybd901,wolfj901,blakr901,marqa901,park,pitches,padud701,67,unknown,0,unknown,unknown,cloudy,256,22636,eliar001,andrm001,,,,
SEA201806020,TBA,SEA,SEA03,2018/06/02,0,7:10PM,night,true,wolfj901,blakr901,marqa901,reybd901,park,pitches,radoe701,71,unknown,0,unknown,unknown,sunny,177,28599,gonzm005,archc001,diaze006,,,
SEA201806030,TBA,SEA,SEA03,2018/06/03,0,1:10PM,day,true,blakr901,marqa901,reybd901,wolfj901,park,pitches,peted701,60,torf,1,unknown,unknown,unknown,160,26567,hernf002,alvaj004,diaze006,,,
SEA201806110,ANA,SEA,SEA03,2018/06/11,0,7:10PM,night,true,belld901,hamaa901,hallt901,cuzzp901,park,pitches,radoe701,67,torf,3,unknown,unknown,cloudy,155,20116,leblw001,heana001,diaze006,,,
SEA201806120,ANA,SEA,SEA03,2018/06/12,0,7:10PM,night,true,hamaa901,hallt901,cuzzp901,belld901,park,pitches,padud701,63,tocf,2,unknown,unknown,unknown,181,20402,leakm001,barrj003,diaze006,,,
SEA201806130,ANA,SEA,SEA03,2018/06/13,0,1:10PM,day,true,hallt901,cuzzp901,belld901,hamaa901,park,pitches,padud701,62,unknown,0,unknown,unknown,cloudy,215,28236,eliar001,drako001,,,,
SEA201806140,BOS,SEA,SEA03,2018/06/14,0,7:10PM,night,true,randt901,welkb901,barrl901,carav901,park,pitches,radoe701,64,torf,2,unknown,unknown,unknown,176,30479,pricd001,hernf002,kimbc001,,,
SEA201806150,BOS,SEA,SEA03,2018/06/15,0,7:10PM,night,true,welkb901,barrl901,carav901,randt901,park,pitches,peted701,70,torf,6,unknown,unknown,cloudy,189,44459,cookr001,barnm001,diaze006,,,
SEA201806160,BOS,SEA,SEA03,2018/06/16,0,5:16PM,night,true,barrl901,carav901,randt901,welkb901,park,pitches,padud701,74,torf,3,unknown,unknown,sunny,142,44151,leblw001,wrigs001,diaze006,,,
SEA201806170,BOS,SEA,SEA03,2018/06/17,0,1:10PM,day,true,carav901,randt901,welkb901,barrl901,park,pitches,bechj701,76,tocf,6,unknown,unknown,sunny,195,46462,rodre004,leakm001,,,,
SEA201806290,KCA,SEA,SEA03,2018/06/29,0,7:10PM,night,true,reynj901,tumpj901,dimum901,wegnm901,park,pitches,radoe701,67,torf,2,unknown,unknown,unknown,146,25558,gonzm005,kenni001,,,,
SEA201806300,KCA,SEA,SEA03,2018/06/30,0,7:10PM,night,true,tumpj901,dimum901,wegnm901,reynj901,park,pitches,peted701,66,unknown,0,dry,none,dome,158,33395,hernf002,hammj002,diaze006,,,
SEA201807010,KCA,SEA,SEA03,2018/07/01,0,1:10PM,day,true,dimum901,wegnm901,reynj901,tumpj901,park,pitches,bechj701,64,fromlf,3,unknown,unknown,unknown,120,38344,paxtj001,kellb003,diaze006,,,
SEA201807030,ANA,SEA,SEA03,2018/07/03,0,7:09PM,night,true,gibsh902,gormb901,muchm901,johna901,park,pitches,radoe701,73,torf,2,unknown,unknown,sunny,147,38624,leblw001,heana001,diaze006,,,
SEA201807040,ANA,SEA,SEA03,2018/07/04,0,1:10PM,day,true,gormb901,muchm901,johna901,gibsh902,park,pitches,radoe701,75,fromcf,6,unknown,unknown,unknown,213,39518,richg002,leakm001,parkb001,,,
