game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer
BAL198304040,"""version 7RS(19) of 07/07/92""",KCA,BAL,BAL11,1983/04/04,0,2:09,day,true,garcr901,clara901,voltv901,reilm901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/08/10 8:40AM,park,none,0,unknown,-1,unknown,unknown,unknown,159,51889,gural001,martd001,,bretg001,
BAL198304060,"""version 7RS(19) of 07/07/92""",KCA,BAL,BAL11,1983/04/06,0,7:37PM,night,true,clara901,voltv901,reilm901,garcr901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/08/13 3:39PM,park,none,53,unknown,-1,unknown,unknown,unknown,167,7904,flanm001,leond001,,fordd001,
BAL198304161,"""version 7RS(19) of 07/07/92""",CLE,BAL,BAL11,1983/04/16,1,2:09PM,day,true,roe-r901,barnl901,fordd901,kaisk901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/08/28 12:02PM,park,none,51,unknown,-1,unknown,unknown,unknown,163,0,palmj001,sorel001,martt001,dauer001,
BAL198304162,"""version 7RS(19) of 07/07/92""",CLE,BAL,BAL11,1983/04/16,2,5:30PM,night,true,barnl901,fordd901,kaisk901,roe-r901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/08/28 12:10PM,park,none,49,unknown,-1,unknown,unknown,unknown,165,10016,heatn001,martd001,spild001,franj002,
BAL198304170,"""version 7RS(19) of 07/07/92""",CLE,BAL,BAL11,1983/04/17,0,0:00PM,day,true,fordd901,kaisk901,roe-r901,barnl901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/08/28 12:18PM,park,none,54,unknown,-1,unknown,unknown,unknown,131,36430,flanm001,blylb001,,murre001,
BAL198304180,"""version 7RS(19) of 07/07/92""",CLE,BAL,BAL11,1983/04/18,0,7:39PM,night,true,kaisk901,roe-r901,barnl901,reedr901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/08/28 12:24PM,park,none,47,unknown,-1,unknown,unknown,unknown,153,9610,mcgrs001,barkl001,,dwyej001,
BAL198304190,"""version 7RS(19) of 07/07/92""",TEX,BAL,BAL11,1983/04/19,0,7:37PM,night,true,roe-r901,barnl901,reedr901,kaisk901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/08/31 2:57PM,park,none,40,unknown,35,unknown,unknown,unknown,127,6305,stews001,hougc001,,lowej001,
BAL198304200,"""version 7RS(19) of 07/07/92""",TEX,BAL,BAL11,1983/04/20,0,7:40PM,night,true,barnl901,reedr901,kaisk901,roe-r901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/08/31 3:06PM,park,none,47,unknown,-1,unknown,unknown,unknown,155,6947,smitm002,martd001,,bellb001,
BAL198304210,"""version 7RS(19) of 07/07/92""",TEX,BAL,BAL11,1983/04/21,0,2:08PM,day,true,reedr901,kaisk901,roe-r901,barnl901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/08/31 3:18PM,park,none,0,unknown,-1,unknown,unknown,unknown,213,10311,stodt001,joneo001,,ripkc001,
BAL198305030,"""version 7RS(19) of 07/07/92""",CAL,BAL,BAL11,1983/05/03,0,7:37PM,night,true,bremn901,morrd901,mcclt901,brinj901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/09/02 2:45PM,park,none,71,unknown,-1,unknown,unknown,unknown,133,20837,flanm001,zahng001,,ripkc001,
BAL198305040,"""version 7RS(19) of 07/07/92""",CAL,BAL,BAL11,1983/05/04,0,7:39PM,night,true,morrd901,mcclt901,brinj901,bremn901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/09/02 2:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,211,17448,sancl001,mcgrs001,,carer001,
BAL198305060,"""version 7RS(19) of 07/07/92""",OAK,BAL,BAL11,1983/05/06,0,7:38PM,night,true,mcclt901,brinj901,bremn901,morrd901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/09/03 3:28PM,park,none,66,unknown,-1,unknown,unknown,unknown,161,44252,martd001,norrm101,,ripkc001,
BAL198305070,"""version 7RS(19) of 07/07/92""",OAK,BAL,BAL11,1983/05/07,0,2:07PM,day,true,brinj901,bremn901,morrd901,mcclt901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/09/03 3:44PM,park,none,71,unknown,-1,unknown,unknown,unknown,176,17249,flanm001,codic001,martt001,singk001,
BAL198305080,"""version 7RS(19) of 07/07/92""",OAK,BAL,BAL11,1983/05/08,0,2:38PM,day,true,bremn901,morrd901,mcclt901,brinj901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/09/03 3:57PM,park,none,61,unknown,-1,unknown,unknown,unknown,178,15392,krueb001,martt001,beard001,grosw001,
BAL198305090,"""version 7RS(19) of 07/07/92""",SEA,BAL,BAL11,1983/05/09,0,7:39PM,night,true,denkd901,cobld901,shulj901,cousd901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/09/03 4:06PM,park,none,53,unknown,-1,unknown,unknown,unknown,179,9605,beatj001,mcgrs001,caudb001,allej101,
BAL198305100,"""version 7RS(19) of 07/07/92""",SEA,BAL,BAL11,1983/05/10,0,7:39PM,night,true,cobld901,shulj901,cousd901,denkd901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/09/04 2:42PM,park,none,0,unknown,-1,unknown,unknown,unknown,179,8508,martd001,nunee001,,hernl002,
BAL198305110,"""version 7RS(19) of 07/07/92""",SEA,BAL,BAL11,1983/05/11,0,7:37PM,night,true,shulj901,cousd901,denkd901,cobld901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/09/04 2:51PM,park,none,65,unknown,-1,unknown,unknown,unknown,141,10208,flanm001,perrg101,,ripkc001,
BAL198305171,"""version 7RS(19) of 07/07/92""",CHA,BAL,BAL11,1983/05/17,1,5:07PM,night,true,reilm901,garcr901,clara901,voltv901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/09/18 2:40PM,park,none,61,unknown,-1,unknown,unknown,unknown,156,0,stodt001,hoytl001,,fordd001,
BAL198305172,"""version 7RS(19) of 07/07/92""",CHA,BAL,BAL11,1983/05/17,2,8:09PM,night,true,garcr901,clara901,voltv901,reilm901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/09/22 2:56PM,park,none,0,unknown,-1,unknown,unknown,unknown,144,14314,boddm001,lampd001,,hernl002,
BAL198305180,"""version 7RS(19) of 07/07/92""",CHA,BAL,BAL11,1983/05/18,0,7:36PM,night,true,clara901,voltv901,reilm901,garcr901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/09/22 3:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,141,12582,martt001,dotsr001,,fordd001,
BAL198305230,"""version 7RS(19) of 07/07/92""",MIN,BAL,BAL11,1983/05/23,0,7:37PM,night,true,phild901,neudj901,malog901,pales901,"""Orioles""","""David W. Smith""","""David W. Smith""",1992/09/22 4:20PM,park,none,83,unknown,-1,unknown,unknown,unknown,160,16985,violf001,davis001,,brunt001,
