game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,oscorer
SDN200104240,PHI,SDN,SAN01,2001/04/24,0,7:05PM,night,false,iassd901,clara901,wegnm901,diazl901,park,pitches,77,torf,5,unknown,unknown,sunny,196,13872,wolfr001,willw001,,
SDN200104250,PHI,SDN,SAN01,2001/04/25,0,7:06PM,night,false,clara901,wegnm901,diazl901,iassd901,park,pitches,66,torf,5,unknown,unknown,sunny,162,12573,daalo001,tollb001,mesaj001,
SDN200104260,PHI,SDN,SAN01,2001/04/26,0,2:05PM,day,false,wegnm901,diazl901,iassd901,clara901,park,pitches,70,torf,4,unknown,unknown,sunny,159,12785,jarvk001,persr001,,
SDN200104270,PIT,SDN,SAN01,2001/04/27,0,7:06PM,night,false,gormb901,eddid901,timmt901,coope901,park,pitches,65,tolf,5,unknown,unknown,sunny,169,27896,andej002,joneb003,willm005,
SDN200104280,PIT,SDN,SAN01,2001/04/28,0,7:06PM,night,false,eddid901,timmt901,coope901,gormb901,park,pitches,63,torf,5,unknown,unknown,sunny,162,48326,eatoa001,arrob001,,
SDN200104290,PIT,SDN,SAN01,2001/04/29,0,2:04PM,day,false,timmt901,coope901,gormb901,eddid901,park,pitches,72,tocf,5,unknown,unknown,sunny,155,41654,willw001,olivo001,hofft001,
SDN200105080,ATL,SDN,SAN01,2001/05/08,0,7:05PM,night,false,froeb901,mealj901,cuzzp901,bonig901,park,pitches,72,torf,5,unknown,unknown,sunny,163,20494,jarvk001,maddg002,,
SDN200105090,ATL,SDN,SAN01,2001/05/09,0,7:07PM,night,false,mealj901,cuzzp901,bonig901,froeb901,park,pitches,68,tolf,5,unknown,unknown,sunny,168,18902,burkj001,joneb003,rockj001,
SDN200105100,ATL,SDN,SAN01,2001/05/10,0,2:07PM,day,false,cuzzp901,bonig901,froeb901,mealj901,park,pitches,66,tocf,10,unknown,unknown,sunny,177,20056,myerr002,remlm001,hofft001,
SDN200105110,FLO,SDN,SAN01,2001/05/11,0,7:05PM,night,false,cousd901,brinj901,hodgm901,nelsj901,park,pitches,66,torf,5,unknown,unknown,cloudy,189,24357,witaj001,loopb001,,
SDN200105120,FLO,SDN,SAN01,2001/05/12,0,7:05PM,night,false,brinj901,hodgm901,nelsj901,cousd901,park,pitches,66,tocf,5,unknown,unknown,cloudy,159,41811,burna001,serrw001,,zaveb701
SDN200105130,FLO,SDN,SAN01,2001/05/13,0,2:05PM,day,false,hodgm901,nelsj901,cousd901,brinj901,park,pitches,70,tolf,5,unknown,unknown,sunny,168,25781,pennb002,witaj001,,
SDN200105240,ARI,SDN,SAN01,2001/05/24,0,2:05PM,day,false,riekr901,carlm901,tscht901,davig901,park,pitches,71,torf,5,unknown,unknown,cloudy,166,19450,serrw001,broht001,hofft001,
SDN200105250,ARI,SDN,SAN01,2001/05/25,0,7:06PM,night,false,carlm901,tscht901,davig901,riekr901,park,pitches,68,tolf,5,unknown,unknown,cloudy,170,29965,sabee001,joneb003,,
SDN200105260,ARI,SDN,SAN01,2001/05/26,0,7:06PM,night,false,tscht901,davig901,riekr901,carlm901,park,pitches,66,tolf,6,unknown,unknown,cloudy,133,49300,schic002,eatoa001,,
SDN200105270,ARI,SDN,SAN01,2001/05/27,0,2:04PM,day,false,davig901,riekr901,carlm901,tscht901,park,pitches,69,tocf,12,unknown,unknown,cloudy,167,34053,swing001,hofft001,prinb001,
SDN200105290,HOU,SDN,SAN01,2001/05/29,0,7:05PM,night,false,clara901,wegnm901,diazl901,reedr901,park,pitches,68,tocf,5,unknown,unknown,overcast,173,16560,jarvk001,bottk001,hofft001,
SDN200105300,HOU,SDN,SAN01,2001/05/30,0,7:06PM,night,false,wegnm901,diazl901,reedr901,clara901,park,pitches,70,torf,5,unknown,unknown,sunny,172,19098,millw001,joneb003,wagnb001,
SDN200105310,HOU,SDN,SAN01,2001/05/31,0,2:07PM,day,false,diazl901,reedr901,clara901,wegnm901,park,pitches,73,torf,5,unknown,unknown,sunny,174,18021,reyns001,serrw001,,
SDN200106120,OAK,SDN,SAN01,2001/06/12,0,7:05PM,night,false,kellj901,timmt901,buckc901,kellk901,park,pitches,68,tolf,5,unknown,unknown,cloudy,174,20793,hudst001,willw001,isrij001,
SDN200106130,OAK,SDN,SAN01,2001/06/13,0,7:06PM,night,false,reilm901,timmt901,buckc901,kellj901,park,pitches,72,tocf,5,unknown,unknown,cloudy,175,14707,guthm001,nunej002,tam-j001,
SDN200106140,OAK,SDN,SAN01,2001/06/14,0,2:06PM,day,false,timmt901,buckc901,kellj901,reilm901,park,pitches,74,tocf,5,unknown,unknown,sunny,161,17053,davet001,mecij001,hofft001,
SDN200106150,SEA,SDN,SAN01,2001/06/15,0,6:07PM,night,false,randt901,monte901,laynj901,schrp901,park,pitches,73,tolf,5,unknown,unknown,sunny,189,60918,garcf002,joneb003,,
SDN200106160,SEA,SDN,SAN01,2001/06/16,0,7:07PM,night,false,monte901,laynj901,schrp901,randt901,park,pitches,73,tocf,10,unknown,unknown,sunny,183,61065,halaj001,loewc001,,
SDN200106170,SEA,SDN,SAN01,2001/06/17,0,2:05PM,day,false,laynj901,schrp901,randt901,monte901,park,pitches,79,torf,5,unknown,unknown,sunny,222,36027,davet001,nelsj001,hofft001,
SDN200106190,SFN,SDN,SAN01,2001/06/19,0,7:06PM,night,false,mcclt901,rapue901,emmep901,barkl901,park,pitches,74,tocf,5,unknown,unknown,sunny,316,23033,witaj001,voger001,,
SDN200106200,SFN,SDN,SAN01,2001/06/20,0,7:07PM,night,false,rapue901,emmep901,barkl901,mcclt901,park,pitches,75,tolf,5,unknown,unknown,sunny,202,23167,gardm001,jarvk001,nen-r001,
SDN200106210,SFN,SDN,SAN01,2001/06/21,0,2:06PM,day,false,emmep901,barkl901,mcclt901,rapue901,park,pitches,78,torf,5,unknown,unknown,cloudy,214,21906,estes001,joneb003,,
SDN200106280,LAN,SDN,SAN01,2001/06/28,0,7:24PM,night,false,drakr901,demud901,danlk901,gibsg901,park,pitches,77,fromrf,4,unknown,unknown,sunny,162,21221,carrg001,seanr001,shawj001,
SDN200106290,LAN,SDN,SAN01,2001/06/29,0,7:06PM,night,false,demud901,danlk901,gibsg901,drakr901,park,pitches,73,torf,5,unknown,unknown,sunny,176,31793,willj002,eatoa001,shawj001,
SDN200106300,LAN,SDN,SAN01,2001/06/30,0,7:06PM,night,false,danlk901,gibsg901,drakr901,demud901,park,pitches,75,torf,5,unknown,unknown,sunny,208,60830,hergm001,hofft001,,
SDN200107010,LAN,SDN,SAN01,2001/07/01,0,2:06PM,day,false,gibsg901,drakr901,demud901,danlk901,park,pitches,79,tocf,5,unknown,unknown,sunny,166,27401,browk001,joneb003,reyea001,
SDN200107030,COL,SDN,SAN01,2001/07/03,0,6:05PM,night,false,eddid901,coope901,gormb901,crawj901,park,pitches,77,tolf,5,unknown,unknown,sunny,195,25022,nunej002,davik001,hofft001,
SDN200107040,COL,SDN,SAN01,2001/07/04,0,6:05PM,night,false,coope901,gormb901,crawj901,eddid901,park,pitches,79,torf,3,unknown,unknown,sunny,153,34188,hitcs001,suzum001,,
SDN200107050,COL,SDN,SAN01,2001/07/05,0,2:07PM,day,false,gormb901,crawj901,eddid901,coope901,park,pitches,81,tolf,5,unknown,unknown,cloudy,145,20541,astap001,eatoa001,,
SDN200107060,TEX,SDN,SAN01,2001/07/06,0,7:06PM,night,false,cedeg901,iassd901,hudsm901,welkt901,park,pitches,77,tolf,4,unknown,unknown,cloudy,172,24549,jarvk001,hellr001,hofft001,
SDN200107070,TEX,SDN,SAN01,2001/07/07,0,7:06PM,night,false,iassd901,hudsm901,welkt901,cedeg901,park,pitches,78,torf,7,unknown,unknown,sunny,186,44707,david002,joneb003,zimmj001,
SDN200107080,TEX,SDN,SAN01,2001/07/08,0,2:05PM,day,false,hudsm901,welkt901,cedeg901,iassd901,park,pitches,81,tolf,5,unknown,unknown,sunny,165,26866,willw001,olivd001,,
SDN200107180,ARI,SDN,SAN01,2001/07/18,0,7:05PM,night,false,bellw901,mcclt901,barkl901,emmep901,park,pitches,75,tocf,10,unknown,unknown,sunny,140,22184,johnr005,willw001,,
SDN200107190,ARI,SDN,SAN01,2001/07/19,0,2:28PM,day,false,mcclt901,barkl901,emmep901,bellw901,park,pitches,75,tocf,10,unknown,unknown,sunny,180,22583,jarvk001,ellir001,hofft001,
SDN200107200,MIL,SDN,SAN01,2001/07/20,0,7:06PM,night,false,buckc901,kellj901,lampi901,reilm901,park,pitches,70,torf,5,unknown,unknown,sunny,165,24924,hitcs001,sheeb001,,
SDN200107210,MIL,SDN,SAN01,2001/07/21,0,7:05PM,night,false,kellj901,lampi901,reilm901,buckc901,park,pitches,72,torf,5,unknown,unknown,sunny,158,36321,tollb001,suzum001,hofft001,
SDN200107220,MIL,SDN,SAN01,2001/07/22,0,2:06PM,day,false,lampi901,reilm901,buckc901,kellj901,park,pitches,77,torf,5,unknown,unknown,sunny,159,21883,joneb003,haynj001,,
SDN200107310,CHN,SDN,SAN01,2001/07/31,0,7:07PM,night,false,younl901,fleta901,culbf901,scotd901,park,pitches,72,tocf,5,unknown,unknown,sunny,174,25358,liebj001,lawrb001,,
SDN200108010,CHN,SDN,SAN01,2001/08/01,0,7:06PM,night,false,fleta901,culbf901,scotd901,younl901,park,pitches,70,tolf,5,unknown,unknown,sunny,146,24115,joneb003,heref001,hofft001,
SDN200108020,CHN,SDN,SAN01,2001/08/02,0,2:06PM,day,false,culbf901,scotd901,younl901,fleta901,park,pitches,75,torf,6,unknown,unknown,sunny,163,25043,mcelc001,fassj001,hofft001,
SDN200108030,CIN,SDN,SAN01,2001/08/03,0,7:06PM,night,false,gibsg901,demud901,relic901,danlk901,park,pitches,72,torf,5,unknown,none,sunny,196,27769,browj003,jarvk001,,
SDN200108040,CIN,SDN,SAN01,2001/08/04,0,7:05PM,night,false,demud901,relic901,danlk901,gibsg901,park,pitches,73,torf,5,unknown,unknown,sunny,119,52520,tollb001,reitc001,hofft001,
SDN200108050,CIN,SDN,SAN01,2001/08/05,0,2:06PM,day,false,relic901,danlk901,gibsg901,demud901,park,pitches,79,tocf,5,unknown,unknown,cloudy,219,28253,gravd001,seanr001,,
SDN200108140,NYN,SDN,SAN01,2001/08/14,0,7:07PM,night,false,randt901,schrp901,laynj901,monte901,park,pitches,77,torf,5,unknown,unknown,cloudy,173,24803,hernj003,tracs001,,
SDN200108150,NYN,SDN,SAN01,2001/08/15,0,7:06PM,night,false,schrp901,laynj901,monte901,randt901,park,pitches,77,torf,5,unknown,unknown,sunny,140,20838,jarvk001,leita001,hofft001,
SDN200108160,NYN,SDN,SAN01,2001/08/16,0,2:07PM,day,false,laynj901,monte901,randt901,schrp901,park,pitches,81,tocf,10,unknown,unknown,sunny,192,22614,fikaj001,whitr002,hofft001,
SDN200108170,MON,SDN,SAN01,2001/08/17,0,7:07PM,night,false,meric901,welkb901,kellk901,onorb901,park,pitches,77,tolf,4,unknown,unknown,sunny,164,22513,vazqj001,lawrb001,,
SDN200108180,MON,SDN,SAN01,2001/08/18,0,7:08PM,night,false,welkb901,kellk901,onorb901,meric901,park,pitches,77,tocf,3,unknown,unknown,sunny,151,31485,joneb003,thurm002,hofft001,
SDN200108190,MON,SDN,SAN01,2001/08/19,0,2:09PM,day,false,kellk901,onorb901,meric901,welkb901,park,pitches,82,ltor,5,unknown,unknown,sunny,153,24309,armat002,hernj003,stris001,
SDN200108311,ARI,SDN,SAN01,2001/08/31,1,5:06PM,night,false,mcclt901,vanvm901,higgs901,rapue901,park,pitches,75,torf,5,unknown,unknown,sunny,157,0,schic002,jodib001,prinb001,
SDN200108312,ARI,SDN,SAN01,2001/08/31,2,8:11PM,night,false,emmep901,higgs901,rapue901,mcclt901,park,pitches,71,torf,6,unknown,unknown,sunny,160,24372,nunej002,prinb001,hofft001,
SDN200109010,ARI,SDN,SAN01,2001/09/01,0,7:05PM,night,false,vanvm901,rapue901,mcclt901,emmep901,park,pitches,72,tolf,6,unknown,unknown,sunny,172,34252,lee-d003,kim-b001,hofft001,
SDN200109020,ARI,SDN,SAN01,2001/09/02,0,2:08PM,day,false,rapue901,mcclt901,emmep901,vanvm901,park,pitches,79,tocf,5,unknown,unknown,sunny,257,23475,serrw001,kim-b001,,
SDN200109030,SLN,SDN,SAN01,2001/09/03,0,6:08PM,night,false,cuzzp901,barrm901,froeb901,mealj901,park,pitches,72,torf,5,unknown,unknown,overcast,167,36535,smitb004,joneb003,,zaveb701
SDN200109040,SLN,SDN,SAN01,2001/09/04,0,7:07PM,night,false,barrm901,froeb901,mealj901,cuzzp901,park,pitches,73,torf,5,unknown,unknown,sunny,163,16304,morrm001,hernj003,,
SDN200109050,SLN,SDN,SAN01,2001/09/05,0,7:07PM,night,false,froeb901,mealj901,cuzzp901,barrm901,park,pitches,72,torf,6,unknown,unknown,cloudy,137,19075,willw001,jarvk001,,
SDN200109210,SFN,SDN,SAN01,2001/09/21,0,7:11PM,night,false,joycj901,millb901,timmt901,samuj901,park,pitches,73,torf,5,unknown,unknown,sunny,181,60066,schmj001,lawrb001,nen-r001,
SDN200109220,SFN,SDN,SAN01,2001/09/22,0,7:07PM,night,false,millb901,timmt901,samuj901,joycj901,park,pitches,72,torf,6,unknown,unknown,cloudy,191,60870,hofft001,boehb001,,
SDN200109230,SFN,SDN,SAN01,2001/09/23,0,1:08PM,day,false,timmt901,samuj901,joycj901,millb901,park,pitches,77,torf,5,unknown,unknown,sunny,199,35247,ortir001,hernj003,,
SDN200110020,LAN,SDN,SAN01,2001/10/02,0,7:07PM,night,false,demud901,relic901,barnr901,gibsg901,park,pitches,72,torf,5,unknown,unknown,sunny,165,22442,carrg001,hofft001,shawj001,
SDN200110030,LAN,SDN,SAN01,2001/10/03,0,7:05PM,night,false,relic901,barnr901,gibsg901,demud901,park,pitches,72,torf,5,unknown,unknown,sunny,193,23138,gagne001,joneb003,,
SDN200110040,LAN,SDN,SAN01,2001/10/04,0,2:07PM,day,false,everm901,shulj901,reynj901,wolfj901,park,pitches,77,tocf,10,unknown,unknown,sunny,179,21606,middj001,prokl001,hofft001,
SDN200110050,COL,SDN,SAN01,2001/10/05,0,7:12PM,night,false,shulj901,reynj901,nelsj901,everm901,park,pitches,66,torf,5,unknown,unknown,sunny,153,27646,jennj001,jarvk001,,
SDN200110060,COL,SDN,SAN01,2001/10/06,0,12:07PM,day,false,reynj901,nelsj901,everm901,shulj901,park,pitches,72,torf,7,unknown,unknown,cloudy,175,30637,tollb001,elars001,,
SDN200110070,COL,SDN,SAN01,2001/10/07,0,3:14PM,day,false,nelsj901,everm901,shulj901,reynj901,park,pitches,72,tocf,3,unknown,unknown,sunny,180,60103,thomj005,lawrb001,,
MON200104060,NYN,MON,MON02,2001/04/06,0,7:41PM,night,false,riekr901,carlm901,tscht901,phild901,park,pitches,72,tocf,0,dry,none,dome,163,45183,thurm002,roseb002,,
MON200104070,NYN,MON,MON02,2001/04/07,0,2:08PM,day,false,carlm901,tscht901,phild901,riekr901,park,pitches,72,tocf,0,dry,none,dome,158,15317,vazqj001,tracs001,,
MON200104080,NYN,MON,MON02,2001/04/08,0,1:38PM,day,false,tscht901,phild901,riekr901,carlm901,park,pitches,72,tocf,0,dry,none,dome,214,11321,petec001,leita001,urbiu001,
MON200104090,CHN,MON,MON02,2001/04/09,0,7:10PM,night,false,cedeg901,hudsm901,welkt901,timmt901,park,pitches,72,ltor,0,dry,none,dome,165,5776,lloyg001,aybam001,urbiu001,
MON200104100,CHN,MON,MON02,2001/04/10,0,7:09PM,night,false,hudsm901,welkt901,timmt901,cedeg901,park,pitches,72,tolf,0,dry,none,dome,170,8314,tapak001,armat002,fassj001,
MON200104110,CHN,MON,MON02,2001/04/11,0,7:06PM,night,false,welkt901,timmt901,cedeg901,hudsm901,park,pitches,72,tolf,0,dry,none,dome,163,9632,tavaj001,thurm002,fassj001,
MON200104130,FLO,MON,MON02,2001/04/13,0,7:07PM,night,false,coope901,gormb901,eddid901,crawj901,park,pitches,72,tolf,0,dry,none,dome,169,12554,dempr002,vazqj001,,
MON200104140,FLO,MON,MON02,2001/04/14,0,7:17PM,night,false,gormb901,eddid901,crawj901,coope901,park,pitches,72,tolf,0,dry,none,dome,166,9514,reamb001,clemm001,,
MON200104150,FLO,MON,MON02,2001/04/15,0,1:36PM,day,false,eddid901,crawj901,coope901,gormb901,park,pitches,72,fromlf,0,dry,none,dome,150,8090,grilj001,armat002,alfoa001,
MON200105010,ARI,MON,MON02,2001/05/01,0,7:09PM,night,false,welkb901,hirsj901,meric901,onorb901,park,pitches,72,unknown,0,dry,none,dome,157,4340,schic002,reamb001,,
MON200105020,ARI,MON,MON02,2001/05/02,0,7:06PM,night,false,hirsj901,meric901,onorb901,welkb901,park,pitches,72,unknown,0,dry,none,dome,154,4352,armat002,andeb002,lloyg001,
MON200105030,ARI,MON,MON02,2001/05/03,0,7:08PM,night,false,meric901,onorb901,welkb901,hirsj901,park,pitches,72,unknown,0,dry,none,dome,162,4788,kim-b001,lloyg001,prinb001,
MON200105040,HOU,MON,MON02,2001/05/04,0,7:07PM,night,false,everm901,roe-r901,reynj901,drakr901,park,pitches,72,ltor,0,dry,none,dome,176,6017,millw001,vazqj001,,
MON200105050,HOU,MON,MON02,2001/05/05,0,7:07PM,night,false,roe-r901,reynj901,drakr901,everm901,park,pitches,72,ltor,0,dry,none,dome,159,20541,reyns001,reamb001,wagnb001,
MON200105060,HOU,MON,MON02,2001/05/06,0,1:37PM,day,false,reynj901,drakr901,everm901,roe-r901,park,pitches,72,ltor,0,dry,none,dome,179,6041,elars001,telfa001,,
MON200105150,LAN,MON,MON02,2001/05/15,0,7:09PM,night,false,marsr901,iassd901,wendh902,morrd901,park,pitches,72,torf,0,dry,none,dome,141,4714,vazqj001,parkc002,,
MON200105160,LAN,MON,MON02,2001/05/16,0,7:06PM,night,false,iassd901,wendh902,morrd901,marsr901,park,pitches,72,fromrf,0,dry,none,dome,189,4759,dreid001,reamb001,,
MON200105170,LAN,MON,MON02,2001/05/17,0,7:08PM,night,false,wendh902,morrd901,marsr901,iassd901,park,pitches,72,fromcf,0,dry,none,dome,158,12926,armat002,gagne001,urbiu001,
MON200105180,SDN,MON,MON02,2001/05/18,0,7:06PM,night,false,scotd901,fleta901,wolfj901,culbf901,park,pitches,72,ltor,0,dry,none,dome,146,6851,thurm002,jarvk001,urbiu001,
MON200105190,SDN,MON,MON02,2001/05/19,0,7:06PM,night,false,fleta901,wolfj901,culbf901,scotd901,park,pitches,72,ltor,0,dry,none,dome,216,7297,serrw001,yoshm001,,
MON200105200,SDN,MON,MON02,2001/05/20,0,1:39PM,day,false,wolfj901,culbf901,scotd901,fleta901,park,pitches,72,ltor,0,dry,none,dome,168,7269,joneb003,vazqj001,hofft001,
MON200105210,NYN,MON,MON02,2001/05/21,0,7:06PM,night,false,barrt901,marqa901,ripps901,wintm901,park,pitches,72,tolf,0,dry,none,dome,182,5449,ruscg001,reamb001,benia001,
MON200105220,NYN,MON,MON02,2001/05/22,0,7:09PM,night,false,marqa901,ripps901,wintm901,barrt901,park,pitches,72,fromrf,0,dry,none,dome,172,4186,armat002,gonzd002,urbiu001,
MON200105230,NYN,MON,MON02,2001/05/23,0,7:06PM,night,false,ripps901,wintm901,barrt901,marqa901,park,pitches,72,fromcf,0,dry,none,dome,173,5292,leita001,petec001,benia001,
MON200105310,PHI,MON,MON02,2001/05/31,0,7:06PM,night,false,fichm901,welkb901,hirsj901,onorb901,park,pitches,72,fromrf,0,dry,none,dome,185,5042,cormr001,stris001,mesaj001,
MON200106010,PHI,MON,MON02,2001/06/01,0,7:06PM,night,false,welkb901,hirsj901,onorb901,fichm901,park,pitches,72,rtol,0,dry,none,dome,147,5267,chenb001,reamb001,,
MON200106020,PHI,MON,MON02,2001/06/02,0,7:08PM,night,false,hirsj901,onorb901,fichm901,welkb901,park,pitches,72,ltor,0,dry,none,dome,193,7810,armat002,wolfr001,,
MON200106030,PHI,MON,MON02,2001/06/03,0,1:37PM,day,false,onorb901,fichm901,welkb901,hirsj901,park,pitches,72,ltor,0,dry,none,dome,182,6504,yoshm001,daalo001,,
MON200106050,ATL,MON,MON02,2001/06/05,0,7:11PM,night,false,hudsm901,welkt901,cedeg901,iassd901,park,pitches,72,unknown,0,dry,none,dome,163,7017,maddg002,vazqj001,rockj001,
MON200106060,ATL,MON,MON02,2001/06/06,0,7:06PM,night,false,welkt901,cedeg901,iassd901,hudsm901,park,pitches,72,unknown,0,dry,none,dome,163,5102,burkj001,irabh001,rockj001,
MON200106070,ATL,MON,MON02,2001/06/07,0,7:07PM,night,false,cedeg901,iassd901,hudsm901,welkt901,park,pitches,72,unknown,0,dry,none,dome,208,4575,marqj001,stris001,ligtk001,
MON200106150,TOR,MON,MON02,2001/06/15,0,7:11PM,night,false,joycj901,craft901,millb901,mckej901,park,pitches,72,rtol,0,dry,none,dome,178,8692,carpc002,vazqj001,,
MON200106160,TOR,MON,MON02,2001/06/16,0,7:09PM,night,false,craft901,millb901,mckej901,joycj901,park,pitches,72,fromrf,0,dry,none,dome,171,11113,blanm001,loaie001,,
MON200106170,TOR,MON,MON02,2001/06/17,0,1:38PM,day,false,millb901,mckej901,craft901,nelss901,park,pitches,72,fromrf,0,dry,none,dome,187,8440,motag001,quanp001,,
MON200106290,PIT,MON,MON02,2001/06/29,0,7:05PM,night,false,roe-r901,everm901,shulj901,reynj901,park,pitches,72,fromcf,0,dry,none,dome,169,6504,mattt001,beimj001,,
MON200106300,PIT,MON,MON02,2001/06/30,0,7:10PM,night,false,everm901,shulj901,reynj901,roe-r901,park,pitches,72,rtol,0,dry,none,dome,175,8711,lloyg001,willm005,,
MON200107010,PIT,MON,MON02,2001/07/01,0,1:40PM,day,false,shulj901,reynj901,roe-r901,everm901,park,pitches,72,rtol,0,dry,none,dome,161,6631,thurm002,andej002,,
MON200107030,FLO,MON,MON02,2001/07/03,0,7:11PM,night,false,riekr901,carlm901,hollm901,davig901,park,pitches,72,tolf,0,dry,none,dome,143,4690,dempr002,armat002,,
MON200107040,FLO,MON,MON02,2001/07/04,0,7:09PM,night,false,carlm901,hollm901,davig901,riekr901,park,pitches,72,torf,0,dry,none,dome,215,4899,lloyg001,clemm001,urbiu001,
MON200107050,FLO,MON,MON02,2001/07/05,0,1:38PM,day,false,hollm901,davig901,riekr901,carlm901,park,pitches,72,tolf,0,dry,none,dome,169,5253,vazqj001,smitc001,urbiu001,
MON200107120,TBA,MON,MON02,2001/07/12,0,7:08PM,night,false,fichm901,cousd901,klemj901,nelsj901,park,pitches,72,ltor,0,dry,none,dome,150,4877,sturt001,mattt001,,
MON200107130,TBA,MON,MON02,2001/07/13,0,7:10PM,night,false,cousd901,klemj901,nelsj901,fichm901,park,pitches,72,ltor,0,dry,none,dome,140,4277,vazqj001,kennj001,,
MON200107140,TBA,MON,MON02,2001/07/14,0,1:37PM,day,false,klemj901,nelsj901,fichm901,cousd901,park,pitches,72,ltor,0,dry,none,dome,163,5471,armat002,rekab001,,
MON200107150,BOS,MON,MON02,2001/07/15,0,1:37PM,day,false,nelsj901,fichm901,cousd901,klemj901,park,pitches,72,tocf,0,dry,none,dome,191,32965,nomoh001,thurm002,lowed001,
MON200107160,BOS,MON,MON02,2001/07/16,0,7:09PM,night,false,gibsg901,danlk901,drakr901,relic901,park,pitches,72,fromlf,0,dry,none,dome,209,16005,pichh001,lloyg001,lowed001,
MON200107170,BOS,MON,MON02,2001/07/17,0,7:09PM,night,false,danlk901,drakr901,relic901,gibsg901,park,pitches,72,tocf,0,dry,none,dome,173,13348,mattt001,waket001,,
MON200107180,PHI,MON,MON02,2001/07/18,0,7:07PM,night,false,fostm901,herna901,marsr901,wendh902,park,pitches,72,fromlf,0,dry,none,dome,179,5157,urbiu001,cormr001,,
MON200107190,PHI,MON,MON02,2001/07/19,0,1:37PM,day,false,herna901,marsr901,wendh902,fostm901,park,pitches,72,rtol,0,dry,none,dome,153,10242,stris001,cormr001,urbiu001,
MON200107260,ATL,MON,MON02,2001/07/26,0,7:06PM,night,false,cuzzp901,barrm901,froeb901,mealj901,park,pitches,72,unknown,0,dry,none,dome,186,7635,urbiu001,reeds001,,
MON200107270,ATL,MON,MON02,2001/07/27,0,7:08PM,night,false,barrm901,froeb901,mealj901,cuzzp901,park,pitches,72,unknown,0,dry,none,dome,142,8299,maddg002,mattt001,,
MON200107280,ATL,MON,MON02,2001/07/28,0,7:09PM,night,false,froeb901,mealj901,cuzzp901,barrm901,park,pitches,72,unknown,0,dry,none,dome,166,9390,glavt001,vazqj001,,
MON200107290,ATL,MON,MON02,2001/07/29,0,1:36PM,day,false,mealj901,cuzzp901,barrm901,froeb901,park,pitches,72,unknown,0,dry,none,dome,170,9802,burkj001,armat002,,
MON200108070,SLN,MON,MON02,2001/08/07,0,7:10PM,night,false,mcclt901,rapue901,emmep901,packs901,park,pitches,72,fromrf,0,dry,none,dome,136,7760,kiled001,vazqj001,,
MON200108080,SLN,MON,MON02,2001/08/08,0,7:09PM,night,false,rapue901,emmep901,packs901,mcclt901,park,pitches,72,fromrf,0,dry,none,dome,211,6611,yoshm001,hackl001,,
MON200108090,SLN,MON,MON02,2001/08/09,0,7:09PM,night,false,emmep901,packs901,mcclt901,rapue901,park,pitches,72,torf,0,dry,none,dome,170,7166,morrm001,ohkat001,,
