game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
ATL197604130,ATL,CIN,0,0
ATL197604150,ATL,CIN,2,0
ATL197604160,ATL,LAN,0,0
ATL197604170,ATL,LAN,1,0
ATL197604180,ATL,LAN,3,0
ATL197604200,ATL,SFN,0,0
ATL197604210,ATL,SFN,0,0
ATL197605011,ATL,PHI,0,0
ATL197605012,ATL,PHI,0,0
ATL197605020,ATL,PHI,0,0
ATL197605040,ATL,SLN,0,2
ATL197605050,ATL,SLN,0,1
ATL197605060,ATL,SLN,0,0
ATL197605110,ATL,NYN,0,0
ATL197605120,ATL,NYN,0,0
ATL197605151,ATL,MON,0,0
ATL197605152,ATL,MON,1,0
ATL197605160,ATL,MON,0,0
ATL197605290,ATL,HOU,2,0
ATL197605301,ATL,HOU,0,3
ATL197605302,ATL,HOU,0,5
ATL197605310,ATL,SDN,2,0
ATL197606010,ATL,SDN,3,1
ATL197606110,ATL,PIT,0,0
ATL197606120,ATL,PIT,0,1
ATL197606130,ATL,PIT,0,0
ATL197606180,ATL,CHN,0,0
ATL197606191,ATL,CHN,1,2
ATL197606192,ATL,CHN,2,0
ATL197606200,ATL,CHN,1,0
ATL197606210,ATL,HOU,0,3
ATL197606220,ATL,HOU,0,2
ATL197606231,ATL,MON,0,0
ATL197606232,ATL,MON,1,0
ATL197606240,ATL,MON,0,1
ATL197607050,ATL,PIT,0,0
ATL197607060,ATL,PIT,2,0
ATL197607070,ATL,PIT,2,1
ATL197607080,ATL,NYN,0,0
ATL197607090,ATL,NYN,0,0
ATL197607100,ATL,NYN,0,0
ATL197607110,ATL,NYN,1,0
ATL197607230,ATL,CIN,0,0
ATL197607241,ATL,CIN,0,1
ATL197607242,ATL,CIN,1,1
ATL197607250,ATL,CIN,0,1
ATL197607260,ATL,LAN,2,0
ATL197607280,ATL,LAN,0,2
ATL197608021,ATL,SDN,0,0
ATL197608022,ATL,SDN,0,1
ATL197608030,ATL,SDN,2,0
ATL197608040,ATL,SDN,0,0
ATL197608050,ATL,SFN,0,1
ATL197608060,ATL,SFN,1,0
ATL197608070,ATL,SFN,1,2
ATL197608081,ATL,SFN,0,0
ATL197608082,ATL,SFN,0,0
ATL197608130,ATL,SLN,0,0
ATL197608140,ATL,SLN,0,1
ATL197608150,ATL,SLN,0,0
ATL197608230,ATL,PHI,0,0
ATL197608240,ATL,PHI,1,0
ATL197608250,ATL,PHI,0,0
ATL197608310,ATL,CHN,1,0
ATL197609010,ATL,CHN,0,0
ATL197609030,ATL,CIN,0,0
ATL197609040,ATL,CIN,0,0
ATL197609050,ATL,CIN,0,0
ATL197609141,ATL,HOU,0,2
ATL197609142,ATL,HOU,1,1
ATL197609150,ATL,HOU,1,1
ATL197609160,ATL,HOU,0,0
ATL197609171,ATL,LAN,0,0
ATL197609172,ATL,LAN,0,0
ATL197609180,ATL,LAN,0,0
ATL197609190,ATL,LAN,0,2
ATL197609240,ATL,SDN,0,0
ATL197609250,ATL,SDN,0,2
ATL197609260,ATL,SDN,4,1
ATL197609280,ATL,SFN,0,0
ATL197609290,ATL,SFN,0,0
BAL197604090,BAL,BOS,0,0
BAL197604100,BAL,BOS,0,0
BAL197604110,BAL,BOS,0,1
BAL197604120,BAL,NYA,0,1
BAL197604130,BAL,NYA,1,3
BAL197604270,BAL,CAL,0,1
BAL197604280,BAL,CAL,1,0
BAL197604300,BAL,OAK,0,0
BAL197605021,BAL,OAK,0,0
BAL197605022,BAL,OAK,2,0
BAL197605040,BAL,CHA,0,0
BAL197605050,BAL,CHA,0,0
BAL197605070,BAL,KCA,0,0
BAL197605080,BAL,KCA,0,1
BAL197605090,BAL,KCA,1,1
BAL197605170,BAL,MIL,0,0
BAL197605190,BAL,MIL,2,0
BAL197605210,BAL,DET,7,3
BAL197605220,BAL,DET,2,1
BAL197605230,BAL,DET,2,1
BAL197605240,BAL,CLE,0,2
BAL197605250,BAL,CLE,0,0
BAL197606040,BAL,MIN,3,0
BAL197606050,BAL,MIN,0,0
BAL197606061,BAL,MIN,0,0
BAL197606062,BAL,MIN,1,3
BAL197606070,BAL,TEX,0,1
BAL197606080,BAL,TEX,0,0
BAL197606090,BAL,TEX,0,0
BAL197606210,BAL,BOS,0,0
BAL197606220,BAL,BOS,4,4
BAL197606230,BAL,BOS,1,0
BAL197606250,BAL,CLE,0,0
BAL197606260,BAL,CLE,2,0
BAL197606271,BAL,CLE,1,3
BAL197606272,BAL,CLE,2,1
BAL197607010,BAL,DET,0,0
BAL197607020,BAL,DET,0,0
BAL197607150,BAL,CAL,1,0
BAL197607160,BAL,CAL,1,1
BAL197607170,BAL,CAL,0,0
BAL197607180,BAL,CAL,0,3
BAL197607230,BAL,MIL,0,1
BAL197607241,BAL,MIL,0,0
BAL197607242,BAL,MIL,0,0
BAL197607250,BAL,MIL,0,0
BAL197607260,BAL,NYA,2,0
BAL197607270,BAL,NYA,0,0
BAL197607280,BAL,NYA,0,0
BAL197607310,BAL,DET,2,0
BAL197608010,BAL,DET,1,0
BAL197608100,BAL,MIN,0,0
BAL197608110,BAL,MIN,0,0
BAL197608130,BAL,CHA,0,2
BAL197608141,BAL,CHA,2,0
BAL197608142,BAL,CHA,0,4
BAL197608150,BAL,CHA,1,0
