game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,scorer,oscorer
CLE197306080,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1973/06/08,0,0:00PM,night,true,kunkb101,barnl901,flahr901,sprim901,"""David Horwich""","""David Horwich""",1998/11/19 11:59AM,unknown,none,80,unknown,-1,unknown,unknown,night,140,9595,woodw103,wilcm001,,,,
CLE197306090,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1973/06/09,0,0:00PM,day,true,barnl901,flahr901,sprim901,kunkb101,"""David Horwich""","""David Horwich""",1998/11/19 12:34PM,unknown,none,83,unknown,-1,unknown,unknown,unknown,153,17736,fishe102,perrg101,forst001,,,
CLE197306101,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1973/06/10,1,0:00PM,day,true,flahr901,sprim901,kunkb101,barnl901,"""David Horwich""","""David Horwich""",1998/11/20 3:06PM,unknown,none,85,unknown,-1,unknown,unknown,unknown,161,0,stons101,johnj104,forst001,,,
CLE197306102,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1973/06/10,2,0:00PM,day,true,sprim901,kunkb101,barnl901,flahr901,"""David Horwich""","""David Horwich""",1998/11/20 3:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,193,15606,hilgt101,acosc101,,,,
CLE197306120,"""version 7RS(19) of 07/07/92""",TEX,CLE,CLE07,1973/06/12,0,0:00PM,night,true,phild901,nappl901,hallb901,lucir901,"""David Horwich""","""David Horwich""",1998/11/20 3:31PM,unknown,none,0,unknown,-1,unknown,unknown,night,135,2105,wilcm001,merrj102,hilgt101,,,
CLE197306130,"""version 7RS(19) of 07/07/92""",TEX,CLE,CLE07,1973/06/13,0,0:00PM,day,true,nappl901,hallb901,lucir901,phild901,"""David Horwich""","""David Horwich""",1998/11/20 11:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,144,3673,brobp101,perrg101,stand101,,,
CLE197306150,"""version 7RS(19) of 07/07/92""",KCA,CLE,CLE07,1973/06/15,0,0:00PM,night,true,morgh901,chyln901,neudj901,mccol901,"""David Horwich""","""David Horwich""",1998/11/22 9:32AM,unknown,none,79,unknown,-1,unknown,unknown,night,154,7654,splip001,tidrd001,,,,
CLE197306160,"""version 7RS(19) of 07/07/92""",KCA,CLE,CLE07,1973/06/16,0,0:00PM,night,true,chyln901,neudj901,mccol901,morgh901,"""David Horwich""","""David Horwich""",1998/12/11 8:54PM,unknown,none,81,unknown,-1,unknown,unknown,night,191,5726,garbg001,hilgt101,,,,
CLE197306171,"""version 7RS(19) of 07/07/92""",KCA,CLE,CLE07,1973/06/17,1,0:00PM,day,true,neudj901,mccol901,morgh901,chyln901,"""David Horwich""","""David Horwich""",1998/12/11 2:11AM,unknown,none,70,unknown,-1,unknown,unknown,unknown,159,0,dragd101,perrg101,,,,
CLE197306172,"""version 7RS(19) of 07/07/92""",KCA,CLE,CLE07,1973/06/17,2,0:00PM,day,true,mccol901,morgh901,chyln901,neudj901,"""David Horwich""","""David Horwich""",1998/12/11 2:40AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,157,11943,wrigk101,kekim101,garbg001,,,
CLE197306180,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1973/06/18,0,0:00PM,night,true,umonf901,denkd901,anthm901,deegb901,"""David Horwich""","""David Horwich""",1998/12/11 2:52AM,unknown,none,0,unknown,-1,unknown,unknown,night,131,20011,perrj102,strob101,,,,
CLE197306190,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1973/06/19,0,0:00PM,night,true,denkd901,anthm901,deegb901,umonf901,"""David Horwich""","""David Horwich""",1998/12/11 3:29AM,unknown,none,0,unknown,-1,unknown,unknown,night,179,3485,johnj104,schef102,,,,
CLE197306200,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1973/06/20,0,0:00PM,day,true,anthm901,deegb901,umonf901,denkd901,"""David Horwich""","""David Horwich""",1998/12/14 1:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,188,4637,timmt101,stram101,,,,
CLE197306250,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1973/06/25,0,6:04PM,night,true,dimul901,odomj901,frana901,honoj901,"""David Horwich""","""David Horwich""",1998/12/16 1:23PM,unknown,none,76,unknown,-1,unknown,unknown,night,161,18670,perrg101,stotm101,,,,
CLE197306260,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1973/06/26,0,6:05PM,night,true,odomj901,frana901,honoj901,dimul901,"""David Horwich""","""David Horwich""",1998/12/19 2:35PM,unknown,none,85,unknown,-1,unknown,unknown,night,173,7926,dobsp101,strob101,mcdal101,,,
CLE197307020,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1973/07/02,0,0:00PM,night,true,umonf901,denkd901,anthm901,deegb901,"""David Horwich""","""David Horwich""",1998/12/21 8:32PM,unknown,none,0,unknown,-1,unknown,unknown,night,168,4989,farme101,tidrd001,hillj101,,,
CLE197307030,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1973/07/03,0,0:00PM,night,true,denkd901,anthm901,deegb901,umonf901,"""David Horwich""","""David Horwich""",1998/12/21 9:39PM,unknown,none,0,unknown,-1,unknown,unknown,night,155,9064,farme101,perrg101,hillj101,,,
CLE197307060,"""version 7RS(19) of 07/07/92""",CAL,CLE,CLE07,1973/07/06,0,0:00PM,night,true,brinj901,mccol901,morgh901,chyln901,"""David Horwich""","""David Horwich""",1999/01/02 11:50AM,unknown,none,0,unknown,-1,unknown,unknown,night,187,6699,johnj104,barbs102,,,,
CLE197307070,"""version 7RS(19) of 07/07/92""",CAL,CLE,CLE07,1973/07/07,0,0:00PM,day,true,mccol901,morgh901,chyln901,brinj901,"""D Lamoureaux""","""D Lamoureaux""",1995/02/24 9:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,7553,ryann001,perrg101,barbs102,,"""Angels""",
CLE197307081,"""version 7RS(19) of 07/07/92""",CAL,CLE,CLE07,1973/07/08,1,0:00PM,day,true,morgh901,chyln901,brinj901,mccol901,"""David Horwich""","""David Horwich""",1999/01/06 8:45PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,168,0,singb101,wilcm001,,,,
CLE197307082,"""version 7RS(19) of 07/07/92""",CAL,CLE,CLE07,1973/07/08,2,0:00PM,day,true,chyln901,brinj901,mccol901,morgh901,"""David Horwich""","""David Horwich""",1999/01/06 8:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,156,12147,barbs102,johnj104,selld101,,,
CLE197307100,"""version 7RS(19) of 07/07/92""",OAK,CLE,CLE07,1973/07/10,0,6:04PM,night,true,phild901,hallb901,(none),lucir901,"""David Horwich""","""David Horwich""",1999/01/14 10:19AM,unknown,none,0,unknown,-1,unknown,unknown,night,154,6388,tidrd001,knowd101,,,,
CLE197307110,"""version 7RS(19) of 07/07/92""",OAK,CLE,CLE07,1973/07/11,0,1:03PM,day,true,hallb901,lucir901,(none),phild901,"""David Horwich""","""David Horwich""",1999/01/14 10:43AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,154,8627,huntj101,perrg101,,,,
CLE197307280,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1973/07/28,0,6:03PM,night,true,evanj901,brinj901,morgh901,chyln901,"""David Horwich""","""David Horwich""",1999/01/30 12:12PM,unknown,none,81,unknown,-1,unknown,unknown,night,162,7865,curtj001,kekim101,morer101,,,
CLE197307291,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1973/07/29,1,1:06PM,day,true,brinj901,morgh901,chyln901,evanj901,"""David Horwich""","""David Horwich""",1999/01/30 12:19PM,unknown,none,71,unknown,-1,unknown,unknown,unknown,142,0,perrg101,pattm101,,,,
CLE197307292,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1973/07/29,2,3:58PM,day,true,morgh901,chyln901,evanj901,brinj901,"""David Horwich""","""David Horwich""",1999/01/29 11:19AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,26858,timmt101,culpr101,,,,
CLE197307310,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1973/07/31,0,0:00PM,day,true,honoj901,mccol901,(none),odomj901,"""Russel T.""","""A.Braunstein""",1996/10/08 6:54AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,17912,palmj001,tidrd001,,,"""Orioles""",
CLE197308010,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1973/08/01,0,0:00PM,day,true,mccol901,odomj901,dimul901,honoj901,"""Russel T.""","""A.Braunstein""",1996/10/08 7:06AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,139,3564,cuelm101,bosmd101,reynb102,,"""Orioles""",
CLE197308020,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1973/08/02,0,6:03PM,night,true,odomj901,dimul901,honoj901,mccol901,"""Wayne Townsend""","""Wayne Townsend""",1997/02/23 10:40PM,park,none,0,unknown,-1,unknown,unknown,unknown,143,3980,perrg101,hoodd101,,,"""Indians?""",
CLE197308030,"""version 7RS(19) of 07/07/92""",MIL,CLE,CLE07,1973/08/03,0,0:00PM,night,true,chyln901,evanj901,brinj901,morgh901,"""David Horwich""","""David Horwich""",1999/02/02 2:41PM,unknown,none,0,unknown,-1,unknown,unknown,night,163,6070,timmt101,velac101,hilgt101,,,
CLE197308040,"""version 7RS(19) of 07/07/92""",MIL,CLE,CLE07,1973/08/04,0,0:00PM,night,true,evanj901,brinj901,morgh901,chyln901,"""David Horwich""","""David Horwich""",1999/02/02 3:08PM,unknown,none,0,unknown,-1,unknown,unknown,night,159,6589,colbj101,tidrd001,,,,
CLE197308051,"""version 7RS(19) of 07/07/92""",MIL,CLE,CLE07,1973/08/05,1,0:00PM,day,true,brinj901,morgh901,chyln901,evanj901,"""David Horwich""","""David Horwich""",1999/02/04 8:22PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,172,0,sandk101,rodre102,,,,
CLE197308052,"""version 7RS(19) of 07/07/92""",MIL,CLE,CLE07,1973/08/05,2,0:00PM,day,true,morgh901,chyln901,evanj901,brinj901,"""David Horwich""","""David Horwich""",1999/02/04 8:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,144,12947,strob101,locks101,,,,
CLE197308170,"""version 7RS(19) of 07/07/92""",MIN,CLE,CLE07,1973/08/17,0,8:04PM,night,true,neudj901,hallb901,anthm901,lucir901,"""David Horwich""","""David Horwich""",1999/02/25 11:03AM,unknown,none,75,unknown,-1,unknown,unknown,night,168,8051,blylb001,bosmd101,,,,
CLE197308180,"""version 7RS(19) of 07/07/92""",MIN,CLE,CLE07,1973/08/18,0,6:03PM,night,true,hallb901,anthm901,sprim901,neudj901,"""David Horwich""","""David Horwich""",1999/02/25 11:28AM,unknown,none,74,unknown,-1,unknown,unknown,cloudy,142,6694,perrg101,woodd102,,,,
CLE197308191,"""version 7RS(19) of 07/07/92""",MIN,CLE,CLE07,1973/08/19,1,1:05PM,day,true,anthm901,sprim901,neudj901,hallb901,"""David Horwich""","""David Horwich""",1999/03/06 10:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,0,timmt101,goltd101,sandk101,,,
CLE197308192,"""version 7RS(19) of 07/07/92""",MIN,CLE,CLE07,1973/08/19,2,3:53PM,day,true,sprim901,neudj901,hallb901,anthm901,"""David Horwich""","""David Horwich""",1999/03/06 10:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,189,13146,sandk101,banee101,,,,
CLE197308210,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1973/08/21,0,6:10PM,night,true,deegb901,kunkb101,soarh901,flahr901,"""David Horwich""","""David Horwich""",1999/03/06 10:44PM,unknown,none,67,unknown,-1,unknown,unknown,night,126,13728,bahns101,tidrd001,,,,
CLE197308220,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1973/08/22,0,1:03PM,day,true,kunkb101,soarh901,flahr901,deegb901,"""David Horwich""","""David Horwich""",1999/03/06 11:23PM,unknown,none,65,unknown,-1,unknown,unknown,unknown,196,5004,perrg101,acosc101,,,,
CLE197308240,"""version 7RS(19) of 07/07/92""",TEX,CLE,CLE07,1973/08/24,0,8:03PM,night,true,flahr901,deegb901,sprim901,kunkb101,"""David Horwich""","""David Horwich""",1999/03/07 12:08AM,unknown,none,0,unknown,-1,unknown,unknown,night,157,5736,timmt101,durhd101,,,,
CLE197308250,"""version 7RS(19) of 07/07/92""",TEX,CLE,CLE07,1973/08/25,0,6:02PM,night,true,deegb901,sprim901,kunkb101,flahr901,"""David Horwich""","""David Horwich""",1999/03/09 8:06PM,unknown,none,0,unknown,-1,unknown,unknown,night,147,4218,sandk101,browj109,,,,
CLE197308261,"""version 7RS(19) of 07/07/92""",TEX,CLE,CLE07,1973/08/26,1,1:09PM,day,true,sprim901,kunkb101,flahr901,deegb901,"""David Horwich""","""David Horwich""",1999/03/09 8:55PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,0,merrj102,perrg101,,,,
CLE197308262,"""version 7RS(19) of 07/07/92""",TEX,CLE,CLE07,1973/08/26,2,4:03PM,day,true,kunkb101,flahr901,deegb901,sprim901,"""David Horwich""","""David Horwich""",1999/03/09 9:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,172,12563,paulm101,wilcm001,siebs101,,,
CLE197308280,"""version 7RS(19) of 07/07/92""",KCA,CLE,CLE07,1973/08/28,0,6:05PM,night,true,lucir901,neudj901,hallb901,anthm901,"""Vincent""","""Vincent""",1995/05/23 4:42PM,park,none,91,unknown,-1,unknown,unknown,night,156,8015,timmt101,dragd101,hilgt101,,"""KC/Cle""",
CLE197308290,"""version 7RS(19) of 07/07/92""",KCA,CLE,CLE07,1973/08/29,0,1:06PM,day,true,neudj901,hallb901,anthm901,lucir901,"""Vincent""","""Vincent""",1995/05/23 7:54PM,park,none,85,unknown,-1,unknown,unknown,unknown,169,3471,busbs101,tidrd001,birdd101,,"""KC/Cle""",
CLE197309050,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1973/09/05,0,6:04PM,night,true,barnl901,honoj901,odomj901,mccol901,"""David Horwich""","""David Horwich""",1999/03/19 10:31AM,unknown,none,0,unknown,-1,unknown,unknown,night,142,2514,lagrl101,timmt101,schef102,,,
CLE197309060,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1973/09/06,0,6:05PM,night,true,honoj901,odomj901,mccol901,barnl901,"""David Horwich""","""David Horwich""",1999/03/18 9:25AM,unknown,none,0,unknown,-1,unknown,unknown,night,139,2871,tidrd001,frymw101,,,,
CLE197309070,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1973/09/07,0,0:00PM,night,true,odomj901,mccol901,barnl901,honoj901,"""Annis""","""A.Braunstein""",1996/10/11 12:23PM,park,none,0,unknown,-1,unknown,unknown,night,168,5160,mcnad102,perrg101,,,,
CLE197309080,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1973/09/08,0,0:00PM,day,true,mccol901,barnl901,honoj901,odomj901,"""Annis""","""A.Braunstein""",1996/10/11 12:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,165,3851,palmj001,wilcm001,,,,
CLE197309091,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1973/09/09,1,0:00PM,day,true,barnl901,honoj901,odomj901,mccol901,"""Annis""","""A.Braunstein""",1996/10/11 12:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,152,0,lambr101,alexd001,,,,
CLE197309092,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1973/09/09,2,0:00PM,day,true,honoj901,odomj901,mccol901,barnl901,"""Annis""","""A.Braunstein""",1996/10/14 6:38AM,park,none,0,unknown,-1,unknown,unknown,unknown,171,7120,cuelm101,timmt101,watte101,,,
CLE197309180,"""version 7RS(19) of 07/07/92""",MIL,CLE,CLE07,1973/09/18,0,6:04PM,night,true,morgh901,malog901,ricej901,evanj901,"""David Horwich""","""David Horwich""",1999/03/25 11:02AM,unknown,none,0,unknown,-1,unknown,unknown,night,148,1546,wilcm001,shorc102,,,,
CLE197309190,"""version 7RS(19) of 07/07/92""",MIL,CLE,CLE07,1973/09/19,0,1:08PM,day,true,malog901,ricej901,evanj901,morgh901,"""David Horwich""","""David Horwich""",1999/03/25 11:24AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,1009,slatj001,tidrd001,sprae101,,,
CLE197309220,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1973/09/22,0,6:05PM,night,true,ricej901,evanj901,morgh901,malog901,"""David Horwich""","""David Horwich""",1999/03/26 12:23AM,unknown,none,82,unknown,-1,unknown,rain,unknown,147,3775,perrg101,dobsp101,,,,
CLE197309231,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1973/09/23,1,1:05PM,day,true,evanj901,morgh901,malog901,ricej901,"""David Horwich""","""David Horwich""",1999/03/26 1:00AM,unknown,none,71,unknown,-1,unknown,unknown,unknown,160,0,stotm101,tidrd001,,,,
CLE197309232,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1973/09/23,2,4:20PM,day,true,morgh901,malog901,ricej901,evanj901,"""David Horwich""","""David Horwich""",1999/03/26 1:05AM,unknown,none,73,unknown,-1,unknown,unknown,unknown,162,6173,medid101,wilcm001,mcdal101,,,
CLE197309250,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1973/09/25,0,6:03PM,night,true,malog901,ricej901,evanj901,morgh901,"""David Horwich""","""David Horwich""",1999/03/31 12:46AM,unknown,none,82,unknown,-1,unknown,unknown,night,144,2283,morer101,timmt101,bolib101,,,
CLE197309260,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1973/09/26,0,1:03PM,day,true,ricej901,evanj901,morgh901,malog901,"""David Horwich""","""David Horwich""",1999/03/31 2:01AM,unknown,none,74,unknown,-1,unknown,unknown,unknown,115,1453,perrg101,lee-b101,,,,
SFN197304090,"""version 7RS(19) of 07/07/92""",SDN,SFN,SFO02,1973/04/09,0,1:00PM,day,false,mcshj901,sudoe901,pelec901,colon901,"""Comly""","""Comly""",1996/05/12 9:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,144,18560,bryar101,caldm001,,,"""SF/SD""",
SFN197304100,"""version 7RS(19) of 07/07/92""",SDN,SFN,SFO02,1973/04/10,0,8:00PM,night,false,sudoe901,pelec901,colon901,mcshj901,"""Comly""","""Comly""",1996/05/12 9:40PM,park,none,0,unknown,-1,unknown,unknown,night,140,6098,marij101,corkm101,barrj101,,"""SD/SF""",
SFN197304110,"""version 7RS(19) of 07/07/92""",HOU,SFN,SFO02,1973/04/11,0,0:00PM,night,false,pelec901,colon901,mcshj901,sudoe901,"""Comly""","""Comly""",1996/05/16 9:07PM,park,none,0,unknown,-1,unknown,unknown,unknown,133,4133,moffr101,cosgm101,,,"""SF""",
SFN197304120,"""version 7RS(19) of 07/07/92""",HOU,SFN,SFO02,1973/04/12,0,0:00PM,day,false,colon901,mcshj901,sudoe901,pelec901,"""Comly""","""Comly""",1996/05/16 9:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,3704,bradt102,forsk001,,,"""SF""",
SFN197304130,"""version 7RS(19) of 07/07/92""",CIN,SFN,SFO02,1973/04/13,0,0:00PM,night,false,dalej901,gormt101,willb901,steld901,"""Comly""","""Comly""",1996/05/11 11:07PM,park,none,0,unknown,-1,unknown,unknown,night,153,7353,sosae101,hallt101,mcdos101,,"""SF/Cin""",
SFN197304140,"""version 7RS(19) of 07/07/92""",CIN,SFN,SFO02,1973/04/14,0,0:00PM,day,false,gormt101,willb901,steld901,dalej901,"""Comly""","""Comly""",1996/05/12 9:39AM,park,none,0,unknown,-1,unknown,unknown,unknown,126,21247,nelsr101,barrj101,carrc103,,"""Cin""",
SFN197304151,"""version 7RS(19) of 07/07/92""",CIN,SFN,SFO02,1973/04/15,1,0:00PM,day,false,willb901,steld901,dalej901,gormt101,"""Comly""","""Comly""",1996/05/12 10:23AM,park,none,0,unknown,-1,unknown,unknown,unknown,165,0,gulld101,marij101,,,"""SF/Cin""",
