game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype,oscorer
SLN195306290,"""version 7RS(19) of 07/07/92""",CHN,SLN,1953/06/29,STL07,0,0:00PM,night,false,jackb901,gorea901,balll901,barla901,"""96,111,276""","""Weston/Smith""","""Comly/Smith""",2010/04/11 8:29PM,unknown,none,0,unknown,-1,unknown,unknown,night,147,8857,minnp101,presj101,,,,
SLN195306300,"""version 7RS(19) of 07/07/92""",CHN,SLN,1953/06/30,STL07,0,0:00PM,night,false,gorea901,balll901,barla901,jackb901,"""68""","""D Lamoureaux""","""D Lamoureaux""",2003/12/01 6:08PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,175,8719,pollh101,mills101,lownt101,,,
SLN195307010,"""version 7RS(19) of 07/07/92""",CHN,SLN,1953/07/01,STL07,0,0:00PM,night,false,balll901,barla901,jackb901,gorea901,"""68,111,102,276""","""Weston/Smith""","""Comly/Smith""",2011/04/02 10:05PM,unknown,none,0,unknown,-1,unknown,unknown,night,150,8173,stalg103,hackw102,,,,
SLN195307100,"""version 7RS(19) of 07/07/92""",MLN,SLN,1953/07/10,STL07,0,0:00PM,night,false,conlj102,warnl101,gormt101,donaa901,"""Mil Journal""","""Gordon Gladman""","""Gordon Gladman""",1999/09/14 9:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,151,22664,spahw101,presj101,,,,
SLN195307110,"""version 7RS(19) of 07/07/92""",MLN,SLN,1953/07/11,STL07,0,0:00PM,night,false,warnl101,gormt101,donaa901,conlj102,"""60,102,208,276""","""Weston/Townsend""","""Comly/Townsend""",2011/04/02 11:06PM,unknown,none,0,unknown,-1,unknown,unknown,night,130,25219,mills101,surkm101,,,,
SLN195307121,"""version 7RS(19) of 07/07/92""",MLN,SLN,1953/07/12,STL07,1,0:00PM,day,false,gormt101,donaa901,conlj102,warnl101,"""60,102,208,276""","""Weston/Smith""","""Comly/Smith""",2011/04/03 9:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,0,antoj103,stalg103,,,,
SLN195307122,"""version 7RS(19) of 07/07/92""",MLN,SLN,1953/07/12,STL07,2,0:00PM,day,false,donaa901,conlj102,warnl101,gormt101,"""276,60,102,208 ded""","""Smith""","""Smith""",2011/04/03 10:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,147,31030,buhlb101,whith101,,,,
SLN195307280,"""version 7RS(19) of 07/07/92""",PIT,SLN,1953/07/28,STL07,0,0:00PM,night,false,donaa901,conlj102,warnl101,gormt101,"""102,208,140,276""","""Weston/Smith""","""Comly/Smith""",2011/04/03 10:38PM,unknown,none,0,unknown,-1,unknown,unknown,night,130,7973,chamc102,lapap102,presj101,,,
SLN195307300,"""version 7RS(19) of 07/07/92""",PIT,SLN,1953/07/30,STL07,0,0:00PM,day,false,warnl101,gormt101,donaa901,conlj102,"""102,208,137,140""","""David W. Smith""","""David W. Smith""",2011/09/25 3:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,151,3402,eraue101,hetkj101,,,,
SLN195307310,"""version 7RS(19) of 07/07/92""",BRO,SLN,1953/07/31,STL07,0,0:00PM,night,false,barla901,gorea901,jackb901,balll901,"""Brooklyn""","""Ron Fisher""","""Ron Fisher""",1995/02/03 6:54AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,151,24918,erskc101,stalg103,,,,
SLN195308010,"""version 7RS(19) of 07/07/92""",BRO,SLN,1953/08/01,STL07,0,0:00PM,night,false,gorea901,jackb901,balll901,barla901,"""Brooklyn""","""Ron Fisher""","""Ron Fisher""",1995/02/04 7:00AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,161,32471,roe-p101,presj101,,,,
SLN195308020,"""version 7RS(19) of 07/07/92""",BRO,SLN,1953/08/02,STL07,0,0:00PM,day,false,jackb901,balll901,barla901,gorea901,"""Brooklyn""","""Ron Fisher""","""Ron Fisher""",1995/02/06 7:17PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,133,29013,haddh101,podrj101,,,,
SLN195308030,"""version 7RS(19) of 07/07/92""",PHI,SLN,1953/08/03,STL07,0,0:00PM,night,false,engeb902,stewb901,pineb101,boggd901,"""150""","""D Lamoureaux""","""D Lamoureaux""",2003/08/30 10:32AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,178,11580,mizew101,konsj101,braza101,,,
SLN195308040,"""version 7RS(19) of 07/07/92""",PHI,SLN,1953/08/04,STL07,0,0:00PM,night,false,stewb901,pineb101,boggd901,engeb902,"""102,208,266,123""","""Weston/Smith""","""Comly/Smith""",2011/04/04 12:06AM,unknown,none,0,unknown,-1,unknown,unknown,night,141,12636,rober102,stalg103,,,,
SLN195308050,"""version 7RS(19) of 07/07/92""",PHI,SLN,1953/08/05,STL07,0,0:00PM,night,false,pineb101,boggd901,engeb902,stewb901,"""209""",,"""D Lamoureaux""",2008/06/05 5:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,151,6538,millb103,schmw101,,,,
SLN195308060,"""version 7RS(19) of 07/07/92""",PHI,SLN,1953/08/06,STL07,0,0:00PM,night,false,boggd901,engeb902,stewb901,pineb101,"""150""","""D Lamoureaux""","""D Lamoureaux""",2003/08/30 10:37AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,9073,haddh101,simmc101,,,,
SLN195308070,"""version 7RS(19) of 07/07/92""",NY1,SLN,1953/08/07,STL07,0,0:00PM,night,false,secof101,goetl901,dascf901,dixoh901,"""H. Rosenthal""","""Gordon Gladman""","""Gordon Gladman""",1998/09/06 3:31PM,park,none,0,unknown,-1,unknown,unknown,unknown,146,9885,mizew101,gomer101,,,,
SLN195308080,"""version 7RS(19) of 07/07/92""",NY1,SLN,1953/08/08,STL07,0,0:00PM,night,false,dascf901,goetl901,dixoh901,secof101,"""H.Rosenthal""","""Gordon Gladman""","""Gordon Gladman""",1998/09/11 9:20PM,park,none,0,unknown,-1,unknown,unknown,unknown,147,14636,stalg103,jansl101,,,,
SLN195308090,"""version 7RS(19) of 07/07/92""",NY1,SLN,1953/08/09,STL07,0,0:00PM,day,false,dixoh901,goetl901,secof101,dascf901,"""H. Rosenthal""","""Gordon Gladman""","""Gordon Gladman""",1998/09/12 7:41AM,park,none,0,unknown,-1,unknown,unknown,unknown,157,17880,presj101,worta101,,,,
SLN195308180,"""version 7RS(19) of 07/07/92""",CHN,SLN,1953/08/18,STL07,0,0:00PM,night,false,dixoh901,robel901,secof101,dascf901,"""68""","""D Lamoureaux""","""D Lamoureaux""",2003/12/01 6:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,138,9946,stalg103,pollh101,,,,
SLN195308190,"""version 7RS(19) of 07/07/92""",CHN,SLN,1953/08/19,STL07,0,0:00PM,night,false,robel901,secof101,dascf901,dixoh901,"""68""","""D Lamoureaux""","""D Lamoureaux""",2003/12/01 6:49PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,14377,hackw102,presj101,klipj101,,,
SLN195308200,"""version 7RS(19) of 07/07/92""",CHN,SLN,1953/08/20,STL07,0,0:00PM,day,false,secof101,dascf901,dixoh901,robel901,"""68""","""D Lamoureaux""","""D Lamoureaux""",2003/12/01 7:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,5041,mizew101,rushb101,stalg103,,,
SLN195308210,"""text editor""",CIN,SLN,1953/08/21,STL07,0,0:00PM,night,false,stewb901,robel901,boggd901,engeb902,"""68""","""Cramer""","""Cramer""",2007/01/22 7:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,174,8646,haddh101,perkh101,,,,
SLN195308220,"""text editor""",CIN,SLN,1953/08/22,STL07,0,0:00PM,night,false,robel901,boggd901,engeb902,stewb901,"""68""","""Cramer""","""Cramer""",2007/01/22 7:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,174,8646,braza101,podbb101,,,,
SLN195308230,"""text editor""",CIN,SLN,1953/08/23,STL07,0,0:00PM,day,false,boggd901,engeb902,stewb901,robel901,"""68""","""Cramer""","""Cramer""",2007/01/22 7:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,10454,raffk101,chamc102,collj102,,,
SLN195309071,"""text editor""",CIN,SLN,1953/09/07,STL07,1,0:00PM,day,false,barla901,balll901,gorea901,jackb901,"""68""","""Cramer""","""Cramer""",2007/01/22 7:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,151,0,braza101,collj102,,schor101,,
SLN195309072,"""text editor""",CIN,SLN,1953/09/07,STL07,2,0:00PM,day,false,balll901,gorea901,jackb901,barla901,"""68""","""Cramer""","""Cramer""",2007/01/22 7:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,15530,haddh101,wehmh101,,,,
SLN195309090,"""version 7RS(19) of 07/07/92""",NY1,SLN,1953/09/09,STL07,0,0:00PM,night,false,gorea901,jackb901,barla901,balll901,"""H. Rosenthal""","""Gordon Gladman""","""Gordon Gladman""",1998/11/03 8:21PM,park,none,0,unknown,-1,unknown,unknown,unknown,144,7487,kosld101,stalg103,,,,
SLN195309100,"""version 7RS(19) of 07/07/92""",NY1,SLN,1953/09/10,STL07,0,0:00PM,day,false,jackb901,barla901,balll901,gorea901,"""H.Rosenthal""","""Gordon Gladman""","""Gordon Gladman""",1998/11/04 7:52PM,park,none,0,unknown,-1,unknown,unknown,unknown,174,2927,whith101,worta101,braza101,,,
SLN195309130,"""version 7RS(19) of 07/07/92""",PHI,SLN,1953/09/13,STL07,0,0:00PM,day,false,robel901,gormt101,donaa901,warnl101,"""102,208,266,119,123""","""David W. Smith""","""David W. Smith""",2011/09/17 10:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,179,11841,haddh101,simmc101,,,,
SLN195309140,"""version 7RS(19) of 07/07/92""",PHI,SLN,1953/09/14,STL07,0,0:00PM,night,false,gormt101,donaa901,warnl101,robel901,"""150""","""D Lamoureaux""","""D Lamoureaux""",2003/08/30 2:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,177,5214,lindj101,mizew101,,,,
SLN195309150,"""version 7RS(19) of 07/07/92""",BRO,SLN,1953/09/15,STL07,0,0:00PM,night,false,goetl901,secof101,dascf901,dixoh901,"""Brooklyn""","""Ron Fisher""","""Ron Fisher""",1995/03/22 11:30AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,128,16143,labic101,mills101,,,,
SLN195309160,"""version 7RS(19) of 07/07/92""",BRO,SLN,1953/09/16,STL07,0,0:00PM,night,false,secof101,dascf901,dixoh901,goetl901,"""Brooklyn""","""Ron Fisher""","""Ron Fisher""",1995/03/23 7:43AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,132,16733,stalg103,roe-p101,braza101,,,
SLN195309170,"""version 7RS(19) of 07/07/92""",BRO,SLN,1953/09/17,STL07,0,0:00PM,day,false,dascf901,dixoh901,goetl901,secof101,"""NY Eve World""","""Ron Fisher""","""Ron Fisher""",1995/03/24 6:03AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,125,9363,erskc101,haddh101,,,,
SLN195309200,"""version 7RS(19) of 07/07/92""",CHN,SLN,1953/09/20,STL07,0,0:00PM,day,false,secof101,dascf901,(none),dixoh901,"""276,102,208,111""","""Weston/Townsend""","""Comly/Townsend""",2011/04/04 6:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,133,8569,stalg103,hackw102,whith101,,,
SLN195309210,"""version 7RS(19) of 07/07/92""",CHN,SLN,1953/09/21,STL07,0,0:00PM,night,false,dascf901,dixoh901,(none),secof101,"""156""","""David W. Smith""","""David W. Smith""",2007/03/31 3:29PM,park,none,0,unknown,-1,unknown,unknown,unknown,122,3112,haddh101,willj104,,,,
SLN195309221,"""version 7RS(19) of 07/07/92""",MLN,SLN,1953/09/22,STL07,1,0:00PM,day,false,stewb901,boggd901,pineb101,engeb902,"""60,102,208,276""","""Smith""","""Smith""",2011/04/04 6:34PM,unknown,none,0,unknown,-1,unknown,unknown,night,137,0,burdl101,mills101,,,,
SLN195309222,"""version 7RS(19) of 07/07/92""",MLN,SLN,1953/09/22,STL07,2,0:00PM,night,false,boggd901,pineb101,engeb902,stewb901,"""none listed;ded""","""Weston""","""Comly""",2011/04/04 7:58PM,unknown,none,0,unknown,-1,unknown,unknown,night,172,11599,eraue101,liddd101,haddh101,,,
SLN195309230,"""version 7RS(19) of 07/07/92""",MLN,SLN,1953/09/23,STL07,0,0:00PM,night,false,pineb101,engeb902,stewb901,boggd901,"""Mil Journal""","""Gordon Gladman""","""Gordon Gladman""",1999/10/09 3:42PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,6439,spahw101,mizew101,,,,
CHN195304140,"""version 7RS(19) of 07/07/92""",CIN,CHN,1953/04/14,CHI11,0,0:00PM,day,false,barla901,gorea901,jackb901,balll901,"""22""","""D Lamoureaux""","""D Lamoureaux""",2006/05/22 5:34PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,124,21222,rushb101,raffk101,,,,
CHN195304220,"""version 7RS(19) of 07/07/92""",MLN,CHN,1953/04/22,CHI11,0,0:00PM,day,false,barla901,jackb901,(none),balll901,"""Mil Journal""","""Gordon Gladman""","""Gordon Gladman""",1999/01/21 8:42PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,154,7995,surkm101,rushb101,,,,
CHN195304230,"""version 7RS(19) of 07/07/92""",MLN,CHN,1953/04/23,CHI11,0,0:00PM,day,false,jackb901,balll901,(none),barla901,"""Mil Journal""","""Gordon Gladman""","""Gordon Gladman""",1999/01/23 8:46AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,6860,hackw102,bickv101,,,,
CHN195304250,"""version 7RS(19) of 07/07/92""",SLN,CHN,1953/04/25,CHI11,0,0:00PM,day,false,conlj102,warnl101,donaa901,gormt101,"""68""","""D Lamoureaux""","""D Lamoureaux""",2003/12/01 4:19PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,13435,minnp101,mills101,leond103,,,
CHN195305120,"""version 7RS(19) of 07/07/92""",BRO,CHN,1953/05/12,CHI11,0,0:00PM,day,false,goetl901,dascf901,secof101,dixoh901,"""Brooklyn""","""Ron Fisher""","""Ron Fisher""",1994/10/14 3:28AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,178,8077,leond103,wadeb101,,,,
CHN195305150,"""version 7RS(19) of 07/07/92""",PHI,CHN,1953/05/15,CHI11,0,0:00PM,day,false,pineb101,boggd901,engeb902,stewb901,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/01/18 12:37PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,116,6531,rober102,hackw102,,,,
CHN195305171,"""version 7RS(19) of 07/07/92""",PIT,CHN,1953/05/17,CHI11,1,0:00PM,day,false,gorea901,balll901,barla901,jackb901,"""185,287""","""D Lamoureaux/Smith/Townsend/RWood""","""D Lamoureaux/Smith/Townsend/RWood""",2008/02/05 4:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,139,0,minnp101,lapap102,,,,
CHN195305172,"""version 7RS(19) of 07/07/92""",PIT,CHN,1953/05/17,CHI11,2,0:00PM,day,false,balll901,barla901,jackb901,gorea901,"""137,140,111,599""","""Weston/Townsend""","""Comly/Townsend""",2011/01/01 6:44PM,unknown,none,50,unknown,-1,unknown,drizzle,overcast,111,7745,klipj101,pettp101,hackw102,,,
CHN195305190,"""version 7RS(19) of 07/07/92""",NY1,CHN,1953/05/19,CHI11,0,0:00PM,day,false,conlj102,warnl101,donaa901,gormt101,"""H. Rosenthal""","""Gordon Gladman""","""Gordon Gladman""",1998/05/09 6:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,160,8135,corwa101,hackw102,,,,
CHN195305200,"""version 7RS(19) of 07/07/92""",NY1,CHN,1953/05/20,CHI11,0,0:00PM,day,false,warnl101,donaa901,gormt101,conlj102,"""H. Rosenthal""","""Gordon Gladman""","""Gordon Gladman""",1998/05/09 10:25PM,park,none,0,unknown,-1,unknown,unknown,unknown,174,8170,jansl101,rushb101,wilhh101,,,
CHN195305230,"""version 7RS(19) of 07/07/92""",MLN,CHN,1953/05/23,CHI11,0,0:00PM,day,false,engeb902,stewb901,pineb101,boggd901,"""Mil Journal""","""Gordon Gladman""","""Gordon Gladman""",1999/02/20 7:58AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,146,13123,spahw101,minnp101,burdl101,,,
CHN195305241,"""version 7RS(19) of 07/07/92""",MLN,CHN,1953/05/24,CHI11,1,0:00PM,day,false,stewb901,pineb101,boggd901,engeb902,"""185,287,246""","""D Lamoureaux/Smith""","""D Lamoureaux/Smith""",2008/02/05 4:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,139,0,bickv101,hackw102,,,,
CHN195305242,"""version 7RS(19) of 07/07/92""",MLN,CHN,1953/05/24,CHI11,2,0:00PM,day,false,pineb101,boggd901,engeb902,stewb901,"""287,611""","""Comly/RWood""","""Comly/RWood""",2010/06/13 11:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,21250,klipj101,buhlb101,,,,
CHN195305250,"""version 7RS(19) of 07/07/92""",SLN,CHN,1953/05/25,CHI11,0,0:00PM,day,false,goetl901,dascf901,secof101,dixoh901,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/01/19 12:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,170,5358,presj101,rushb101,braza101,,,
CHN195305261,"""version 7RS(19) of 07/07/92""",SLN,CHN,1953/05/26,CHI11,1,0:00PM,day,false,dascf901,secof101,dixoh901,goetl901,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/01/19 12:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,163,0,haddh101,schub103,,,,
CHN195305262,"""version 7RS(19) of 07/07/92""",SLN,CHN,1953/05/26,CHI11,2,0:00PM,day,false,secof101,dixoh901,goetl901,dascf901,"""102,208,111,68,276""","""Richard Weston/Townsend""","""David W. Smith/Townsend""",2011/08/26 3:58PM,park,none,0,unknown,-1,unknown,unknown,unknown,127,12100,lownt101,mizew101,,,,
CHN195306161,"""version 7RS(19) of 07/07/92""",PIT,CHN,1953/06/16,CHI11,1,0:00PM,day,false,gorea901,balll901,barla901,jackb901,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/01/23 12:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,0,lindj101,minnp101,,,,
CHN195306162,"""version 7RS(19) of 07/07/92""",PIT,CHN,1953/06/16,CHI11,2,0:00PM,day,false,balll901,barla901,jackb901,gorea901,"""276,276""","""David W. Smith""","""David W. Smith""",2011/04/01 3:44PM,park,none,0,unknown,-1,unknown,unknown,unknown,123,11427,pollh101,dickm101,klipj101,,,
CHN195306170,"""version 7RS(19) of 07/07/92""",PIT,CHN,1953/06/17,CHI11,0,0:00PM,day,false,barla901,jackb901,gorea901,balll901,"""94""","""David W. Smith""","""David W. Smith""",2007/03/30 5:39PM,park,none,0,unknown,-1,unknown,unknown,unknown,240,5422,lownt101,hetkj101,,,,
CHN195306180,"""version 7RS(19) of 07/07/92""",PIT,CHN,1953/06/18,CHI11,0,0:00PM,day,false,jackb901,gorea901,balll901,barla901,"""94""","""David W. Smith""","""David W. Smith""",2007/03/31 12:05PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,3969,rushb101,hallb103,leond103,,,
CHN195306191,"""version 7RS(19) of 07/07/92""",BRO,CHN,1953/06/19,CHI11,1,0:00PM,day,false,conlj102,warnl101,gormt101,donaa901,"""Brooklyn""","""Ron Fisher""","""Ron Fisher""",1994/12/13 7:45PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,170,0,minnp101,loesb101,leond103,,,
CHN195306192,"""version 7RS(19) of 07/07/92""",BRO,CHN,1953/06/19,CHI11,2,0:00PM,day,false,warnl101,gormt101,donaa901,conlj102,"""Brooklyn""","""Ron Fisher""","""Ron Fisher""",1994/12/15 12:55AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,139,18726,meyer101,jones103,,,,
CHN195306200,"""version 7RS(19) of 07/07/92""",BRO,CHN,1953/06/20,CHI11,0,0:00PM,day,false,gormt101,donaa901,conlj102,warnl101,"""Brooklyn""","""Ron Fisher""","""Ron Fisher""",1994/12/19 2:52PM,park,pitches,104,unknown,-1,unknown,unknown,unknown,158,17188,labic101,pollh101,hughj103,gillj102,,
CHN195306210,"""version 7RS(19) of 07/07/92""",BRO,CHN,1953/06/21,CHI11,0,0:00PM,day,false,donaa901,conlj102,warnl101,gormt101,"""Brooklyn""","""Ron Fisher""","""Ron Fisher""",1994/12/24 1:27PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,149,36443,churb101,millb114,,,,
CHN195306220,"""version 7RS(19) of 07/07/92""",BRO,CHN,1953/06/22,CHI11,0,0:00PM,day,false,conlj102,warnl101,gormt101,donaa901,"""Brooklyn""","""Ron Fisher""","""Ron Fisher""",1994/12/24 1:54PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,134,16708,hackw102,erskc101,leond103,,,
CHN195306230,"""version 7RS(19) of 07/07/92""",PHI,CHN,1953/06/23,CHI11,0,0:00PM,day,false,engeb902,stewb901,pineb101,boggd901,"""Bill McClain""","""Bob Kapla""","""Bob Kapla""",2003/03/12 11:38AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,7919,rober102,rushb101,,,,
CHN195306240,"""version 7RS(19) of 07/07/92""",PHI,CHN,1953/06/24,CHI11,0,0:00PM,day,false,stewb901,pineb101,boggd901,engeb902,"""Bill McClain""","""Bob Kapla""","""Bob Kapla""",2003/03/12 12:04PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,149,7220,drewk101,minnp101,,,,
CHN195306250,"""version 7RS(19) of 07/07/92""",PHI,CHN,1953/06/25,CHI11,0,0:00PM,day,false,pineb101,boggd901,engeb902,stewb901,"""Bill McClain""","""Bob Kapla""","""Bob Kapla""",2003/03/12 3:59PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,162,6135,konsj101,pollh101,,,,
CHN195306260,"""version 7RS(19) of 07/07/92""",NY1,CHN,1953/06/26,CHI11,0,0:00PM,day,false,dascf901,secof101,dixoh901,goetl901,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/01/24 8:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,179,7598,gomer101,churb101,wilhh101,,,
CHN195306270,"""version 7RS(19) of 07/07/92""",NY1,CHN,1953/06/27,CHI11,0,0:00PM,day,false,secof101,dixoh901,goetl901,dascf901,"""276""","""Comly""","""Comly""",2011/01/14 10:49PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,118,13275,hackw102,jansl101,leond103,,,
CHN195306280,"""version 7RS(19) of 07/07/92""",NY1,CHN,1953/06/28,CHI11,0,0:00PM,day,false,dixoh901,goetl901,dascf901,secof101,"""Scorecard""","""Beston,et al""","""Greg Beston""",2003/10/24 4:39PM,park,none,0,unknown,-1,unknown,unknown,unknown,154,22630,hearj102,klipj101,,,,
CHN195307030,"""version 7RS(19) of 07/07/92""",SLN,CHN,1953/07/03,CHI11,0,0:00PM,day,false,conlj102,warnl101,gormt101,donaa901,"""111,68,102,208""","""Richard Weston""","""David W. Smith""",2010/06/12 4:06PM,park,none,0,unknown,-1,unknown,unknown,unknown,164,10623,leond103,braza101,,,,
CHN195307041,"""version 7RS(19) of 07/07/92""",SLN,CHN,1953/07/04,CHI11,1,0:00PM,day,false,warnl101,gormt101,donaa901,conlj102,"""209""","""D Lamoureaux""","""D Lamoureaux""",2008/02/04 4:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,0,whith101,minnp101,,,,
CHN195307042,"""version 7RS(19) of 07/07/92""",SLN,CHN,1953/07/04,CHI11,2,0:00PM,day,false,gormt101,donaa901,conlj102,warnl101,"""111,68,102,208,603""","""Richard Weston/Smith""","""David W. Smith""",2011/08/30 4:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,129,35546,churb101,whith101,,,,
CHN195307051,"""text editor""",CIN,CHN,1953/07/05,CHI11,1,0:00PM,day,false,donaa901,conlj102,warnl101,gormt101,"""22""","""Cramer""","""Cramer""",2006/10/13 6:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,147,0,churb101,collj102,klipj101,,,
CHN195307052,"""text editor""",CIN,CHN,1953/07/05,CHI11,2,0:00PM,day,false,conlj102,warnl101,gormt101,donaa901,"""22""","""Cramer""","""Cramer""",2006/10/13 9:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,146,24983,kingc101,klipj101,nuxhj101,bridr101,,
CHN195307060,"""text editor""",CIN,CHN,1953/07/06,CHI11,0,0:00PM,day,false,warnl101,gormt101,donaa901,conlj102,"""22""","""Cramer""","""Cramer""",2006/10/13 9:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,160,9718,minnp101,podbb101,,minnp101,,
CHN195307280,"""version 7RS(19) of 07/07/92""",BRO,CHN,1953/07/28,CHI11,0,0:00PM,day,false,secof101,goetl901,robel901,dascf901,"""Brooklyn""","""Ron Fisher""","""Ron Fisher""",1995/02/02 3:03AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,153,16938,podrj101,klipj101,,,,
CHN195307290,"""version 7RS(19) of 07/07/92""",BRO,CHN,1953/07/29,CHI11,0,0:00PM,day,false,robel901,goetl901,dascf901,secof101,"""Brooklyn""","""Ron Fisher""","""Ron Fisher""",1995/02/03 6:07AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,159,11625,meyer101,lownt101,labic101,,,
CHN195307300,"""version 7RS(19) of 07/07/92""",BRO,CHN,1953/07/30,CHI11,0,0:00PM,day,false,dascf901,goetl901,secof101,robel901,"""Brooklyn""","""Ron Fisher""","""Ron Fisher""",1995/02/03 6:21AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,151,10259,rushb101,mickg101,,,,
CHN195307310,"""version 7RS(19) of 07/07/92""",PIT,CHN,1953/07/31,CHI11,0,0:00PM,day,false,engeb902,stewb901,(none),pineb101,"""209""","""Dick Weston""","""David W. Smith""",2007/03/26 5:47PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,5412,dickm101,minnp101,,,,
CHN195308010,"""version 7RS(19) of 07/07/92""",PIT,CHN,1953/08/01,CHI11,0,0:00PM,day,false,stewb901,pineb101,(none),engeb902,"""140,68,111,276""","""Richard Weston/McMahon/Townsend""","""David W. Smith/Townsend""",2011/09/12 8:06PM,park,none,0,unknown,-1,unknown,unknown,unknown,156,8017,lindj101,pollh101,,,,
CHN195308020,"""version 7RS(19) of 07/07/92""",PIT,CHN,1953/08/02,CHI11,0,0:00PM,day,false,pineb101,engeb902,(none),stewb901,"""140,137,111,68,276""","""Richard Weston/McMahon/Smith""","""David W. Smith""",2011/09/12 8:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,180,14110,lownt101,dickm101,,,,
CHN195308040,"""version 7RS(19) of 07/07/92""",NY1,CHN,1953/08/04,CHI11,0,0:00PM,day,false,barla901,gorea901,jackb901,dixoh901,"""H. Rosenthal""","""Gordon Gladman""","""Gordon Gladman""",1998/07/25 11:20AM,park,none,0,unknown,-1,unknown,unknown,unknown,153,8889,rushb101,magls101,,,,
CHN195308051,"""version 7RS(19) of 07/07/92""",NY1,CHN,1953/08/05,CHI11,1,0:00PM,day,false,gorea901,jackb901,dixoh901,barla901,"""H. Rosenthal""","""Gordon Gladman""","""Gordon Gladman""",1998/09/04 7:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,141,0,klipj101,jansl101,leond103,,,
