game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save
BOS200505310,BAL,BOS,BOS07,2005/05/31,0,7:08PM,night,true,danlk901,reynj901,bellw901,hirsj901,park,pitches,shalm701,53,fromcf,10,unknown,unknown,unknown,168,35147,millw001,cabrd001,
BOS200506010,BAL,BOS,BOS07,2005/06/01,0,7:09PM,night,true,reynj901,bellw901,hirsj901,danlk901,park,pitches,scogc701,59,rtol,5,unknown,unknown,sunny,181,35527,ponss001,waket001,
BOS200506020,BAL,BOS,BOS07,2005/06/02,0,1:07PM,day,true,bellw901,hirsj901,danlk901,reynj901,park,pitches,shalm701,63,tocf,4,unknown,unknown,sunny,203,35138,foulk001,ryanb001,
BOS200506030,ANA,BOS,BOS07,2005/06/03,0,7:06PM,night,true,davig901,hohnb901,eddid901,drecb901,park,pitches,scogc701,72,rtol,6,unknown,unknown,unknown,185,35328,myerm001,shies002,foulk001
BOS200506040,ANA,BOS,BOS07,2005/06/04,0,1:26PM,day,true,hohnb901,eddid901,drecb901,davig901,park,pitches,giulj701,80,rtol,5,unknown,unknown,sunny,231,34754,colob001,embra001,
BOS200506050,ANA,BOS,BOS07,2005/06/05,0,2:08PM,day,true,eddid901,drecb901,davig901,hohnb901,park,pitches,giulj701,84,rtol,8,unknown,unknown,sunny,172,35008,myerm001,woodj002,foulk001
BOS200506130,CIN,BOS,BOS07,2005/06/13,0,7:06PM,night,true,reedr901,craft901,barrt901,marqa901,park,pitches,scogc701,91,tolf,2,unknown,unknown,overcast,165,35478,clemm001,milte001,
BOS200506140,CIN,BOS,BOS07,2005/06/14,0,7:06PM,night,true,craft901,barrt901,marqa901,reedr901,park,pitches,scogc701,54,fromcf,12,unknown,unknown,unknown,163,35387,welld001,hudsl001,
BOS200506150,CIN,BOS,BOS07,2005/06/15,0,7:07PM,night,true,barrt901,marqa901,reedr901,craft901,park,pitches,shalm701,49,fromlf,7,unknown,unknown,overcast,172,35265,arrob001,haraa001,
BOS200506170,PIT,BOS,BOS07,2005/06/17,0,7:07PM,night,true,rapue901,crawj901,buckc901,cuzzp901,park,pitches,shalm701,57,fromlf,5,unknown,unknown,cloudy,184,35377,foulk001,whitr002,
BOS200506180,PIT,BOS,BOS07,2005/06/18,0,7:05PM,night,true,crawj901,buckc901,cuzzp901,rapue901,park,pitches,giulj701,55,fromlf,5,unknown,unknown,cloudy,178,35216,whitr002,embra001,mesaj001
BOS200506190,PIT,BOS,BOS07,2005/06/19,0,2:07PM,day,true,buckc901,cuzzp901,rapue901,crawj901,park,pitches,giulj701,57,fromlf,7,unknown,unknown,unknown,167,35046,clemm001,wellk001,
BOS200506270,CLE,BOS,BOS07,2005/06/27,0,7:05PM,night,true,hudsm901,younl901,coope901,culbf901,park,pitches,scogc701,75,rtol,5,unknown,unknown,sunny,180,35458,millk004,arrob001,
BOS200506280,CLE,BOS,BOS07,2005/06/28,0,7:07PM,night,true,younl901,coope901,culbf901,hudsm901,park,pitches,shalm701,76,tolf,14,unknown,unknown,cloudy,217,35445,millm002,foulk001,
BOS200506290,CLE,BOS,BOS07,2005/06/29,0,1:07PM,day,true,coope901,culbf901,hudsm901,younl901,park,pitches,shalm701,83,tolf,13,unknown,unknown,sunny,175,35069,waket001,elars001,timlm001
BOS200507010,TOR,BOS,BOS07,2005/07/01,0,7:08PM,night,true,herna901,poncl901,barkl901,guccc901,park,pitches,giulj701,68,rtol,6,unknown,unknown,cloudy,207,35302,lillt001,clemm001,
BOS200507020,TOR,BOS,BOS07,2005/07/02,0,7:07PM,night,true,poncl901,barkl901,guccc901,herna901,park,pitches,shalm701,80,fromlf,10,unknown,unknown,cloudy,197,35268,timlm001,walkp001,foulk001
BOS200507030,TOR,BOS,BOS07,2005/07/03,0,2:07PM,day,true,barkl901,guccc901,herna901,poncl901,park,pitches,shalm701,76,rtol,11,unknown,unknown,sunny,167,34794,hallr001,arrob001,schos001
BOS200507140,NYA,BOS,BOS07,2005/07/14,0,7:09PM,night,true,wendh902,wintm901,froeb901,mealj901,park,pitches,shalm701,85,tocf,13,unknown,unknown,cloudy,194,35232,gordt001,schic002,rivem002
BOS200507150,NYA,BOS,BOS07,2005/07/15,0,7:07PM,night,true,wintm901,froeb901,mealj901,wendh902,park,pitches,shalm701,76,fromcf,6,unknown,unknown,cloudy,181,35083,welld001,reddt001,
BOS200507160,NYA,BOS,BOS07,2005/07/16,0,1:27PM,day,true,froeb901,mealj901,wendh902,wintm901,park,pitches,giulj701,82,tolf,7,unknown,unknown,cloudy,214,34694,johnr005,clemm001,rivem002
BOS200507170,NYA,BOS,BOS07,2005/07/17,0,6:09PM,night,true,mealj901,wendh902,wintm901,froeb901,park,pitches,giulj701,82,tolf,6,unknown,unknown,unknown,162,34802,leita001,waket001,rivem002
BOS200507180,TBA,BOS,BOS07,2005/07/18,0,7:08PM,night,true,diazl901,demud901,fullt901,fostm901,park,pitches,giulj701,82,tolf,10,unknown,unknown,unknown,187,35405,kazms001,millw001,baezd001
BOS200507190,TBA,BOS,BOS07,2005/07/19,0,7:20PM,night,true,demud901,fullt901,fostm901,diazl901,park,pitches,carpe701,83,ltor,5,unknown,unknown,unknown,160,35428,arrob001,fossc001,schic002
BOS200507200,TBA,BOS,BOS07,2005/07/20,0,1:06PM,day,true,fullt901,fostm901,diazl901,demud901,park,pitches,carpe701,86,torf,12,unknown,unknown,sunny,169,35123,welld001,hendm001,
BOS200507290,MIN,BOS,BOS07,2005/07/29,0,7:05PM,night,true,eddid901,drecb901,hohnb901,davig901,park,pitches,scogc701,79,torf,11,unknown,unknown,cloudy,150,35211,arrob001,silvc001,schic002
BOS200507300,MIN,BOS,BOS07,2005/07/30,0,7:05PM,night,true,drecb901,hohnb901,davig901,eddid901,park,pitches,giulj701,72,fromlf,6,unknown,unknown,sunny,178,35167,welld001,lohsk001,
BOS200507310,MIN,BOS,BOS07,2005/07/31,0,2:05PM,day,true,hohnb901,davig901,eddid901,drecb901,park,pitches,scogc701,70,fromcf,10,unknown,unknown,unknown,183,34929,timlm001,rincj001,schic002
BOS200508020,KCA,BOS,BOS07,2005/08/02,0,7:06PM,night,true,dimum901,carlm901,westj901,gormb901,park,pitches,shalm701,89,torf,3,unknown,unknown,sunny,163,35386,waket001,burga001,schic002
BOS200508030,KCA,BOS,BOS07,2005/08/03,0,7:08PM,night,true,carlm901,westj901,gormb901,dimum901,park,pitches,shalm701,76,ltor,4,unknown,unknown,cloudy,183,35055,millw001,snydk001,schic002
BOS200508040,KCA,BOS,BOS07,2005/08/04,0,1:06PM,day,true,westj901,gormb901,dimum901,carlm901,park,pitches,giulj701,81,tolf,10,unknown,unknown,cloudy,198,35060,clemm001,nunel001,schic002
BOS200508080,TEX,BOS,BOS07,2005/08/08,0,7:09PM,night,true,dowda901,cousd901,brinj901,millb901,park,pitches,scogc701,83,tolf,5,unknown,unknown,overcast,198,35453,gonzj003,karss001,
BOS200508090,TEX,BOS,BOS07,2005/08/09,0,7:05PM,night,true,cousd901,brinj901,millb901,dowda901,park,pitches,scogc701,82,tocf,12,unknown,unknown,unknown,253,35308,schic002,grybk001,
BOS200508100,TEX,BOS,BOS07,2005/08/10,0,7:08PM,night,true,brinj901,millb901,dowda901,cousd901,park,pitches,shalm701,83,tolf,6,unknown,unknown,sunny,211,35379,arrob001,rogek001,
BOS200508120,CHA,BOS,BOS07,2005/08/12,0,7:08PM,night,true,craft901,barrt901,drakr901,reedr901,park,pitches,scogc701,79,rtol,12,unknown,unknown,unknown,177,35132,bradc001,buehm001,
BOS200508130,CHA,BOS,BOS07,2005/08/13,0,7:06PM,night,true,barrt901,drakr901,reedr901,craft901,park,pitches,carpe701,91,torf,3,unknown,unknown,cloudy,169,35055,waket001,garlj001,
BOS200508260,DET,BOS,BOS07,2005/08/26,0,8:07PM,night,true,marsr901,wolfj901,holbs901,vanol901,park,pitches,carpe701,75,fromlf,7,unknown,unknown,cloudy,189,35056,waket001,johnj007,timlm001
BOS200508270,DET,BOS,BOS07,2005/08/27,0,7:07PM,night,true,wolfj901,holbs901,vanol901,marsr901,park,pitches,scogc701,76,rtol,10,unknown,unknown,sunny,217,35228,color001,papej001,
BOS200508280,DET,BOS,BOS07,2005/08/28,0,2:07PM,day,true,holbs901,vanol901,marsr901,wolfj901,park,pitches,giulj701,83,tocf,8,unknown,unknown,cloudy,170,34568,welld001,roben001,
BOS200508290,TBA,BOS,BOS07,2005/08/29,0,7:06PM,night,true,emmep901,monte901,randt901,laynj901,park,pitches,scogc701,76,tolf,6,unknown,unknown,overcast,196,35007,clemm001,mccls002,
BOS200508300,TBA,BOS,BOS07,2005/08/30,0,7:06PM,night,true,monte901,randt901,laynj901,emmep901,park,pitches,carpe701,71,rtol,6,wet,drizzle,unknown,206,35101,timlm001,boroj001,
BOS200508310,TBA,BOS,BOS07,2005/08/31,0,7:07PM,night,true,randt901,laynj901,emmep901,monte901,park,pitches,giulj701,79,tolf,12,unknown,unknown,unknown,144,35253,waket001,fossc001,timlm001
BOS200509010,TBA,BOS,BOS07,2005/09/01,0,7:07PM,night,true,laynj901,emmep901,monte901,randt901,park,pitches,scogc701,80,torf,7,unknown,unknown,cloudy,151,35337,arrob001,waecd001,timlm001
BOS200509020,BAL,BOS,BOS07,2005/09/02,0,7:08PM,night,true,timmt901,mcclt901,meric901,everm901,park,pitches,giulj701,82,tocf,9,unknown,unknown,cloudy,186,35156,mainj001,dinal001,
BOS200509030,BAL,BOS,BOS07,2005/09/03,0,7:07PM,night,true,mcclt901,meric901,everm901,timmt901,park,pitches,giulj701,79,fromlf,11,unknown,unknown,cloudy,183,35142,clemm001,bedae001,timlm001
BOS200509040,BAL,BOS,BOS07,2005/09/04,0,2:07PM,day,true,meric901,everm901,timmt901,mcclt901,park,pitches,scogc701,72,fromlf,7,unknown,unknown,cloudy,140,35003,welld001,loper001,
BOS200509050,CHA,BOS,BOS07,2005/09/05,0,12:08PM,day,true,younl901,coope901,culbf901,hudsm901,park,pitches,scogc701,70,fromlf,5,unknown,unknown,sunny,191,35673,mccab001,schic002,
BOS200509060,ANA,BOS,BOS07,2005/09/06,0,7:05PM,night,true,coope901,culbf901,hudsm901,hoyej901,park,pitches,shalm701,69,fromlf,3,unknown,unknown,sunny,166,35061,waket001,shies002,
BOS200509070,ANA,BOS,BOS07,2005/09/07,0,7:08PM,night,true,culbf901,hudsm901,hoyej901,younl901,park,pitches,carpe701,78,tolf,14,unknown,unknown,sunny,154,35423,arrob001,sante001,timlm001
BOS200509080,ANA,BOS,BOS07,2005/09/08,0,7:08PM,night,true,hudsm901,hoyej901,younl901,coope901,park,pitches,carpe701,83,fromlf,10,unknown,unknown,sunny,198,35351,byrdp001,clemm001,rodrf003
BOS200509150,OAK,BOS,BOS07,2005/09/15,0,7:48PM,night,true,marqa901,reedr901,guccc901,barrt901,park,pitches,scogc701,73,tolf,3,unknown,unknown,overcast,183,35079,blanj001,schic002,
BOS200509160,OAK,BOS,BOS07,2005/09/16,0,8:42PM,night,true,reedr901,guccc901,barrt901,marqa901,park,pitches,scogc701,65,fromlf,6,wet,rain,unknown,187,35249,timlm001,cruzj005,
BOS200509170,OAK,BOS,BOS07,2005/09/17,0,7:06PM,night,true,guccc901,barrt901,marqa901,reedr901,park,pitches,giulj701,64,rtol,6,unknown,unknown,unknown,149,35220,arrob001,hared001,timlm001
BOS200509180,OAK,BOS,BOS07,2005/09/18,0,2:06PM,day,true,barrt901,marqa901,reedr901,guccc901,park,pitches,giulj701,73,fromlf,8,unknown,unknown,unknown,156,34849,saark001,clemm001,
BOS200509271,TOR,BOS,BOS07,2005/09/27,1,1:06PM,day,true,onorb901,hoyej901,welkt901,cedeg901,park,pitches,shalm701,68,fromlf,7,unknown,unknown,cloudy,143,35700,waket001,bushd001,timlm001
BOS200509272,TOR,BOS,BOS07,2005/09/27,2,7:07PM,night,true,welkb901,welkt901,cedeg901,hoyej901,park,pitches,shalm701,66,fromlf,4,unknown,unknown,sunny,222,35476,frasj002,bradc001,batim001
BOS200509280,TOR,BOS,BOS07,2005/09/28,0,7:09PM,night,true,welkt901,cedeg901,onorb901,welkb901,park,pitches,carpe701,68,tolf,10,unknown,unknown,sunny,195,35313,lillt001,arrob001,
BOS200509290,TOR,BOS,BOS07,2005/09/29,0,7:07PM,night,true,cedeg901,welkb901,onorb901,welkt901,park,pitches,carpe701,60,torf,7,unknown,unknown,sunny,204,35345,papej001,batim001,
BOS200509300,NYA,BOS,BOS07,2005/09/30,0,7:10PM,night,true,wegnm901,darlg901,poncl901,nauep901,park,pitches,scogc701,58,fromlf,8,unknown,unknown,cloudy,188,34832,welld001,wangc001,timlm001
BOS200510010,NYA,BOS,BOS07,2005/10/01,0,1:26PM,day,true,darlg901,poncl901,nauep901,wegnm901,park,pitches,scogc701,64,tolf,10,unknown,unknown,sunny,181,34556,johnr005,waket001,
BOS200510020,NYA,BOS,BOS07,2005/10/02,0,2:11PM,day,true,poncl901,nauep901,wegnm901,darlg901,park,pitches,shalm701,71,tolf,5,unknown,unknown,sunny,216,34534,schic002,wrigj002,
FLO200504050,ATL,FLO,MIA01,2005/04/05,0,4:21PM,day,false,brinj901,cousd901,nelsj901,millb901,park,pitches,jernr701,78,fromcf,14,unknown,unknown,cloudy,179,57405,beckj002,smolj001,
FLO200504060,ATL,FLO,MIA01,2005/04/06,0,7:10PM,night,false,cousd901,nelsj901,millb901,brinj901,park,pitches,jernr701,76,fromcf,16,unknown,unknown,cloudy,226,20317,berna001,bumpn001,kolbd001
FLO200504070,ATL,FLO,MIA01,2005/04/07,0,7:09PM,night,false,nelsj901,millb901,brinj901,cousd901,park,pitches,jernr701,79,rtol,16,unknown,unknown,unknown,166,19108,hudst001,burna001,kolbd001
FLO200504080,WAS,FLO,MIA01,2005/04/08,0,7:36PM,night,false,emmep901,randt901,monte901,laynj901,park,pitches,jernr701,73,tocf,6,unknown,unknown,cloudy,143,19327,willd003,ohkat001,
FLO200504090,WAS,FLO,MIA01,2005/04/09,0,6:07PM,night,false,randt901,monte901,laynj901,emmep901,park,pitches,jernr701,80,ltor,6,unknown,unknown,cloudy,165,30739,cordc001,alfoa001,
FLO200504100,WAS,FLO,MIA01,2005/04/10,0,1:06PM,day,false,monte901,laynj901,emmep901,randt901,park,pitches,jernr701,82,ltor,3,unknown,unknown,sunny,149,25089,beckj002,pattj004,
FLO200504110,PHI,FLO,MIA01,2005/04/11,0,7:08PM,night,false,diazl901,davib902,demud901,joycj901,park,pitches,jernr701,75,fromcf,8,unknown,unknown,cloudy,185,11416,myerb001,leita001,wagnb001
FLO200504120,PHI,FLO,MIA01,2005/04/12,0,7:06PM,night,false,davib902,demud901,joycj901,diazl901,park,pitches,jernr701,75,fromlf,15,unknown,unknown,cloudy,133,15129,burna001,wolfr001,
FLO200504130,PHI,FLO,MIA01,2005/04/13,0,1:05PM,day,false,demud901,joycj901,diazl901,davib902,park,pitches,jernr701,87,tocf,15,unknown,unknown,unknown,133,14427,willd003,lidlc001,
FLO200504200,NYN,FLO,MIA01,2005/04/20,0,7:08PM,night,false,barrt901,marqa901,reedr901,craft901,park,pitches,jernr701,74,fromcf,11,unknown,unknown,cloudy,167,21339,beckj002,heila001,
FLO200504210,NYN,FLO,MIA01,2005/04/21,0,7:07PM,night,false,marqa901,reedr901,craft901,barrt901,park,pitches,jernr701,76,fromcf,17,unknown,unknown,sunny,164,27674,martp001,leita001,
FLO200504220,CIN,FLO,MIA01,2005/04/22,0,7:38PM,night,false,carlm901,westj901,dimum901,hallt901,park,pitches,jernr701,78,fromlf,10,unknown,unknown,sunny,172,30519,perim001,merck001,motag001
FLO200504230,CIN,FLO,MIA01,2005/04/23,0,1:06PM,day,false,westj901,dimum901,hallt901,carlm901,park,pitches,jernr701,82,ltor,9,unknown,unknown,sunny,151,23623,willd003,belim001,motag001
FLO200504240,CIN,FLO,MIA01,2005/04/24,0,1:07PM,day,false,dimum901,marqa901,carlm901,westj901,park,pitches,pettd701,77,ltor,17,unknown,unknown,sunny,162,28219,claub001,moehb001,gravd001
FLO200505060,COL,FLO,MIA01,2005/05/06,0,7:36PM,night,false,wendh902,wintm901,mealj901,froeb901,park,pitches,jernr701,79,fromcf,14,unknown,unknown,cloudy,164,21566,willd003,kennj001,
FLO200505070,COL,FLO,MIA01,2005/05/07,0,6:06PM,night,false,wintm901,mealj901,froeb901,wendh902,park,pitches,jernr701,79,fromcf,17,unknown,unknown,cloudy,153,26218,beckj002,chacs001,jonet003
FLO200505080,COL,FLO,MIA01,2005/05/08,0,1:06PM,day,false,mealj901,froeb901,wendh902,wintm901,park,pitches,pettd701,81,fromlf,13,unknown,unknown,sunny,166,17538,franj003,leita001,
FLO200505090,HOU,FLO,MIA01,2005/05/09,0,7:07PM,night,false,hicke901,tscht901,iassd901,scotd901,park,pitches,jernr701,77,fromlf,9,unknown,unknown,cloudy,161,20539,clemr001,burna001,lidgb001
FLO200505100,HOU,FLO,MIA01,2005/05/10,0,7:06PM,night,false,tscht901,iassd901,scotd901,hicke901,park,pitches,jernr701,78,fromcf,14,unknown,unknown,cloudy,162,11687,mecij001,sprir001,
FLO200505110,HOU,FLO,MIA01,2005/05/11,0,7:07PM,night,false,iassd901,scotd901,hicke901,tscht901,park,pitches,jernr701,78,fromlf,8,unknown,unknown,cloudy,139,21789,willd003,oswar001,jonet003
FLO200505200,TBA,FLO,MIA01,2005/05/20,0,7:37PM,night,false,bellw901,hirsj901,danlk901,reynj901,park,pitches,jernr701,78,fromcf,5,unknown,unknown,unknown,179,20284,leita001,nomoh001,jonet003
FLO200505210,TBA,FLO,MIA01,2005/05/21,0,6:07PM,night,false,hirsj901,danlk901,reynj901,bellw901,park,pitches,jernr701,79,rtol,10,unknown,unknown,cloudy,151,25432,perim001,coloj001,jonet003
FLO200505220,TBA,FLO,MIA01,2005/05/22,0,1:08PM,day,false,danlk901,reynj901,bellw901,hirsj901,park,pitches,pettd701,86,ltor,8,unknown,unknown,cloudy,171,28391,riedj001,fossc001,jonet003
FLO200505230,PHI,FLO,MIA01,2005/05/23,0,7:06PM,night,false,coope901,culbf901,hudsm901,younl901,park,pitches,pettd701,87,tocf,12,unknown,unknown,cloudy,141,11944,willd003,liebj001,jonet003
FLO200505240,PHI,FLO,MIA01,2005/05/24,0,7:05PM,night,false,culbf901,hudsm901,younl901,coope901,park,pitches,pettd701,89,tolf,16,unknown,unknown,cloudy,185,18419,riedj001,telea001,
FLO200505250,PHI,FLO,MIA01,2005/05/25,0,7:09PM,night,false,hudsm901,younl901,coope901,culbf901,park,pitches,jernr701,86,tocf,16,unknown,unknown,cloudy,189,17165,wolfr001,leita001,wagnb001
FLO200505260,NYN,FLO,MIA01,2005/05/26,0,7:07PM,night,false,poncl901,wegnm901,nauep901,darlg901,park,pitches,jernr701,78,fromlf,11,unknown,unknown,unknown,190,20308,bensk001,castf001,
FLO200505270,NYN,FLO,MIA01,2005/05/27,0,7:37PM,night,false,wegnm901,nauep901,darlg901,poncl901,park,pitches,jernr701,86,rtol,16,unknown,unknown,cloudy,142,25891,martp001,moehb001,loopb001
FLO200505280,NYN,FLO,MIA01,2005/05/28,0,6:05PM,night,false,nauep901,darlg901,poncl901,wegnm901,park,pitches,jernr701,76,rtol,9,unknown,unknown,cloudy,173,35223,ishik001,willd003,
FLO200505290,NYN,FLO,MIA01,2005/05/29,0,1:08PM,day,false,darlg901,poncl901,wegnm901,nauep901,park,pitches,jernr701,90,ltor,5,unknown,unknown,cloudy,161,30214,beckj002,bellh001,jonet003
FLO200506070,SEA,FLO,MIA01,2005/06/07,0,7:08PM,night,false,reilm901,fleta901,davib902,schrp901,park,pitches,jernr701,79,fromcf,3,unknown,unknown,unknown,177,20519,hases001,mecij001,guare001
FLO200506080,SEA,FLO,MIA01,2005/06/08,0,7:07PM,night,false,fleta901,davib902,schrp901,reilm901,park,pitches,jernr701,82,fromcf,11,unknown,unknown,unknown,169,19313,willd003,mechg001,jonet003
FLO200506090,SEA,FLO,MIA01,2005/06/09,0,7:06PM,night,false,davib902,schrp901,reilm901,fleta901,park,pitches,jernr701,82,fromlf,18,unknown,unknown,unknown,137,16069,selea001,beckj002,
FLO200506100,TEX,FLO,MIA01,2005/06/10,0,7:37PM,night,false,vanol901,marsr901,holbs901,drakr901,park,pitches,jernr701,80,fromlf,14,unknown,unknown,unknown,195,16622,jonet003,brocd001,
FLO200506110,TEX,FLO,MIA01,2005/06/11,0,6:07PM,night,false,holbs901,drakr901,(none),vanol901,park,pitches,jernr701,84,rtol,18,unknown,unknown,unknown,191,25557,riedj001,domij001,jonet003
FLO200506120,TEX,FLO,MIA01,2005/06/12,0,1:07PM,day,false,drakr901,vanol901,fullt901,holbs901,park,pitches,jernr701,88,rtol,17,unknown,unknown,unknown,171,21303,rodrr005,moehb001,wasdj001
FLO200506270,ATL,FLO,MIA01,2005/06/27,0,7:06PM,night,false,drecb901,hohnb901,davig901,eddid901,park,pitches,jernr701,82,fromlf,8,unknown,unknown,unknown,141,16341,ramih002,moehb001,
FLO200506280,ATL,FLO,MIA01,2005/06/28,0,7:09PM,night,false,hohnb901,davig901,eddid901,drecb901,park,pitches,jernr701,76,rtol,9,unknown,unknown,unknown,160,20129,sosaj002,willd003,
FLO200506290,ATL,FLO,MIA01,2005/06/29,0,7:08PM,night,false,davig901,eddid901,drecb901,hohnb901,park,pitches,jernr701,82,rtol,8,unknown,unknown,unknown,283,23512,riedj001,berna001,
FLO200506300,ATL,FLO,MIA01,2005/06/30,0,9:51PM,night,false,eddid901,drecb901,hohnb901,davig901,park,pitches,jernr701,77,unknown,0,wet,drizzle,unknown,150,23147,beckj002,color001,
FLO200507040,MIL,FLO,MIA01,2005/07/04,0,6:08PM,night,false,reynj901,bellw901,hirsj901,danlk901,park,pitches,jernr701,89,rtol,11,unknown,unknown,sunny,155,24207,sheeb001,jonet003,turnd001
FLO200507050,MIL,FLO,MIA01,2005/07/05,0,7:06PM,night,false,bellw901,hirsj901,danlk901,reynj901,park,pitches,jernr701,88,fromcf,10,unknown,unknown,sunny,181,16441,capuc001,beckj002,turnd001
FLO200507060,MIL,FLO,MIA01,2005/07/06,0,7:07PM,night,false,hirsj901,danlk901,reynj901,bellw901,park,pitches,pettd701,88,fromcf,10,unknown,unknown,sunny,217,17079,delov001,oberw001,
FLO200507070,MIL,FLO,MIA01,2005/07/07,0,1:07PM,day,false,danlk901,reynj901,bellw901,hirsj901,park,pitches,pettd701,91,fromcf,14,unknown,unknown,cloudy,181,33897,moehb001,santv001,
FLO200507080,CHN,FLO,MIA01,2005/07/08,0,7:35PM,night,false,laynj901,randt901,emmep901,monte901,park,pitches,jernr701,82,torf,18,unknown,unknown,unknown,170,17897,zambc001,willd003,dempr002
FLO200507090,CHN,FLO,MIA01,2005/07/09,0,6:06PM,night,false,randt901,monte901,mosec901,laynj901,park,pitches,jernr701,82,rtol,26,unknown,unknown,unknown,164,22863,woodk002,motag001,
FLO200507100,CHN,FLO,MIA01,2005/07/10,0,1:07PM,day,false,monte901,mosec901,laynj901,randt901,park,pitches,jernr701,85,ltor,14,unknown,unknown,overcast,168,20267,maddg002,leita001,
