game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,scorer,translator,inputter,inputtime,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype,innings
CHN194304210,"""version 7RS(19) of 07/07/92""",PIT,CHN,1943/04/21,CHI11,0,0:00PM,day,false,"""286""","""Bob Kapla""","""Bob Kapla""",2010/11/23 2:07PM,barrg901,jordl901,(none),conlj102,unknown,none,0,unknown,-1,unknown,unknown,unknown,133,9044,sewer101,derrp101,,,,
CHN194304220,"""version 7RS(19) of 07/07/92""",PIT,CHN,1943/04/22,CHI11,0,0:00PM,day,false,"""286""","""Bob Kapla""","""Bob Kapla""",2011/12/27 9:24PM,jordl901,conlj102,(none),barrg901,unknown,none,0,unknown,-1,unknown,unknown,unknown,139,3325,hanye101,dietd102,,,,
CHN194304240,"""version 7RS(19) of 07/07/92""",PIT,CHN,1943/04/24,CHI11,0,0:00PM,day,false,"""276,140,68,67,111""","""Tom Thress""","""David W. Smith""",2016/10/04 2:27PM,conlj102,barrg901,(none),jordl901,park,none,0,unknown,-1,unknown,unknown,unknown,132,6771,bithh101,hallj105,,,,
CHN194304250,"""version 7RS(19) of 07/07/92""",PIT,CHN,1943/04/25,CHI11,0,0:00PM,day,false,"""286""","""Bob Kapla""","""Bob Kapla""",2011/12/27 10:02PM,barrg901,jordl901,(none),conlj102,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,7349,sewer101,warnl101,,,,
CHN194305050,"""version 7RS(19) of 07/07/92""",SLN,CHN,1943/05/05,CHI11,0,0:00PM,day,false,"""209,611,102,111""","""Dick Cramer,Wayne Townsend""","""Dick Cramer,Wayne Townsend""",2016/10/05 5:00PM,rearb901,balll901,(none),goetl901,unknown,none,0,unknown,-1,unknown,unknown,unknown,211,4213,passc101,lanim101,,,,
CHN194305060,"""version 7RS(19) of 07/07/92""",SLN,CHN,1943/05/06,CHI11,0,0:00PM,day,false,"""102,208,128,68,67,111""","""Tom Thress""","""David W. Smith""",2016/10/12 9:08PM,balll901,goetl901,(none),rearb901,park,none,0,unknown,-1,unknown,unknown,unknown,118,3811,bithh101,gumbh101,,,,
CHN194305260,"""version 7RS(19) of 07/07/92""",NY1,CHN,1943/05/26,CHI11,0,0:00PM,day,false,"""98,68,67,111,10""","""Tom Thress""","""David W. Smith""",2016/10/22 7:47PM,pineb101,searz901,(none),balll901,park,none,0,unknown,-1,unknown,unknown,unknown,150,4638,lohrb101,derrp101,,,,
CHN194305270,"""version 7RS(19) of 07/07/92""",NY1,CHN,1943/05/27,CHI11,0,0:00PM,day,false,"""98,104,99,103,96,68,67,111,100""","""Tom Thress/RWood""","""David W. Smith/RWood""",2016/10/22 9:20PM,searz901,balll901,(none),pineb101,park,none,0,unknown,-1,unknown,unknown,unknown,120,3840,wittj101,warnl101,mungv101,,,
CHN194305300,"""version 7RS(19) of 07/07/92""",BSN,CHN,1943/05/30,CHI11,0,0:00PM,day,false,"""276""","""M. Pankin""","""M. Pankin""",2016/11/05 4:03PM,conlj102,barrg901,(none),jordl901,park,none,0,unknown,-1,unknown,unknown,unknown,106,25207,derrp101,javea101,,,,
CHN194306010,"""version 7RS(19) of 07/07/92""",PHI,CHN,1943/06/01,CHI11,0,0:00PM,day,false,"""266,119,68,67,111,611""","""Jim Wohlenhaus,Wayne Townsend""","""David W. Smith,Wayne Townsend""",2016/11/13 10:49AM,conlj102,barrg901,(none),jordl901,park,none,0,unknown,-1,unknown,unknown,unknown,133,1810,johns103,bithh101,,,,
CHN194306020,"""version 7RS(19) of 07/07/92""",PHI,CHN,1943/06/02,CHI11,0,0:00PM,day,false,"""266,119,68,67,111,100""","""Tom Thress/RWood""","""David W. Smith/RWood""",2016/11/11 7:39AM,barrg901,jordl901,(none),conlj102,park,none,0,unknown,-1,unknown,unknown,unknown,133,2652,rowes101,passc101,krauj101,,,
CHN194306030,"""version 7RS(19) of 07/07/92""",BRO,CHN,1943/06/03,CHI11,0,0:00PM,day,false,347,"""Dick Cramer""","""Dick Cramer""",2011/11/07 10:00PM,goetl901,rearb901,(none),barla901,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,4207,warnl101,heade101,,,,
CHN194306040,"""version 7RS(19) of 07/07/92""",BRO,CHN,1943/06/04,CHI11,0,0:00PM,day,false,347,"""Dick Cramer""","""Dick Cramer""",2011/11/08 7:30PM,barla901,rearb901,(none),goetl901,unknown,none,0,unknown,-1,unknown,unknown,unknown,161,4779,newsb101,derrp101,,,,
CHN194306050,"""version 7RS(19) of 07/07/92""",BRO,CHN,1943/06/05,CHI11,0,0:00PM,day,false,347,"""Dick Cramer""","""Dick Cramer""",2011/11/09 2:00PM,goetl901,rearb901,(none),barla901,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,4630,primr101,higbk101,wyseh101,,,
