game_id,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,umphome,ump1b,ump2b,ump3b,umplf,umprf,inputtime,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,htbf
WAS202108040,PHI,WAS,WAS11,2021/08/04,0,7:05PM,night,9,2,false,muchm901,whitc901,wolfj901,cejan901,(none),(none),2021/08/05 05:21:28,unknown,pitches,lee-j701,78,fromcf,4,unknown,none,sunny,190,18482,moorm003,espip001,,
WAS202108050,PHI,WAS,WAS11,2021/08/05,0,4:05PM,day,9,2,false,whitc901,wolfj901,cejan901,muchm901,(none),(none),2021/08/06 09:10:15,unknown,pitches,lee-j701,85,fromlf,2,unknown,none,sunny,223,22575,llovm001,finnk001,brada001,
WAS202108130,ATL,WAS,WAS11,2021/08/13,0,10:17PM,night,9,2,false,barrl901,torrc901,riggj901,marqa901,(none),(none),2021/08/14 07:27:11,unknown,pitches,hetrd701,76,rtol,2,unknown,none,overcast,182,24812,mortc002,grayj004,smitw002,
WAS202108140,ATL,WAS,WAS11,2021/08/14,0,6:05PM,night,9,2,false,torrc901,riggj901,marqa901,barrl901,(none),(none),2021/08/15 08:23:40,unknown,pitches,lee-j701,89,fromlf,3,unknown,none,cloudy,197,27959,friem001,corbp001,,
WAS202108150,ATL,WAS,WAS11,2021/08/15,0,1:05PM,day,9,2,false,riggj901,marqa901,barrl901,torrc901,(none),(none),2021/08/16 07:19:18,unknown,pitches,tritb701,79,fromrf,5,unknown,none,cloudy,199,27488,chavj001,espip001,smitw002,
WAS202108170,TOR,WAS,WAS11,2021/08/17,0,7:05PM,night,9,2,false,herna901,barkl901,lives901,barrt901,(none),(none),2021/08/18 08:08:59,unknown,pitches,hetrd701,86,tolf,1,unknown,none,cloudy,205,20060,fedde001,manoa001,,
WAS202108180,TOR,WAS,WAS11,2021/08/18,0,4:05PM,day,9,2,false,barkl901,lives901,barrt901,herna901,(none),(none),2021/08/19 07:14:03,unknown,pitches,tritb701,87,tolf,5,unknown,none,cloudy,199,18336,thomm005,handb001,finnk001,
WAS202108300,PHI,WAS,WAS11,2021/08/30,0,7:05PM,night,9,2,false,barrs901,iassd901,bacoj901,rehaj901,(none),(none),2021/08/31 08:22:11,unknown,pitches,hetrd701,82,torf,6,unknown,none,cloudy,217,17353,wheez001,grayj004,alvaj004,
WAS202108310,PHI,WAS,WAS11,2021/08/31,0,7:05PM,night,9,2,false,iassd901,bacoj901,rehaj901,barrs901,(none),(none),2021/09/01 08:10:14,unknown,pitches,tritb701,83,ltor,3,unknown,none,cloudy,230,16844,faltb001,corbp001,,
WAS202109020,PHI,WAS,WAS11,2021/09/02,0,1:05PM,day,9,2,false,bacoj901,rehaj901,barrs901,iassd901,(none),(none),2021/09/03 07:28:14,unknown,pitches,lee-j701,75,fromcf,5,unknown,none,sunny,232,12280,coons001,macha003,kenni001,
WAS202109030,NYN,WAS,WAS11,2021/09/03,0,7:05PM,night,9,2,false,diazl901,may-b901,welkb901,hobep901,(none),(none),2021/09/04 07:40:49,unknown,pitches,lee-j701,76,fromlf,4,unknown,none,cloudy,229,26779,diaze006,votha001,,
WAS202109041,NYN,WAS,WAS11,2021/09/04,1,1:05PM,day,7,2,false,may-b901,willr901,hobep901,diazl901,(none),(none),2021/09/05 09:59:19,unknown,pitches,lee-j701,77,tolf,2,unknown,none,cloudy,245,13916,may-t001,finnk001,hembh001,
WAS202109042,NYN,WAS,WAS11,2021/09/04,2,6:05PM,night,7,2,false,welkb901,hobep901,diazl901,willr901,(none),(none),2021/09/05 09:59:19,unknown,pitches,lee-j701,76,tolf,1,unknown,none,cloudy,137,22420,rogej003,megit002,finnk001,
WAS202109050,NYN,WAS,WAS11,2021/09/05,0,1:05PM,day,9,2,false,hobep901,diazl901,may-b901,welkb901,(none),(none),2021/09/06 06:38:57,unknown,pitches,lee-j701,79,torf,9,unknown,none,cloudy,215,22162,loupa001,macha003,,
WAS202109060,NYN,WAS,WAS11,2021/09/06,0,1:05PM,day,9,2,false,conrc901,segac901,may-b901,hobep901,(none),(none),2021/09/07 06:04:49,unknown,pitches,jacom701,81,fromlf,8,unknown,none,sunny,205,17623,finnk001,diaze006,,
WAS202109130,MIA,WAS,WAS11,2021/09/13,0,7:05PM,night,9,2,false,onorb901,blakr901,culbf901,merzd901,(none),(none),2021/09/18 06:58:57,unknown,pitches,tritb701,86,torf,3,unknown,none,sunny,156,19759,alcas001,espip001,flord002,
WAS202109140,MIA,WAS,WAS11,2021/09/14,0,7:05PM,night,9,2,false,blakr901,culbf901,merzd901,onorb901,(none),(none),2021/09/18 06:58:59,unknown,pitches,tritb701,87,tolf,4,unknown,none,cloudy,201,17030,fedde001,luzaj001,,
WAS202109150,MIA,WAS,WAS11,2021/09/15,0,1:05PM,day,9,2,false,culbf901,merzd901,onorb901,blakr901,(none),(none),2021/09/17 07:26:53,unknown,pitches,hetrd701,86,tocf,11,unknown,none,cloudy,233,16309,campp001,finnk001,flord002,
WAS202109170,COL,WAS,WAS11,2021/09/17,0,7:05PM,night,9,2,false,vanol901,hudsm901,mahrn901,rackd901,(none),(none),2021/09/18 06:59:01,unknown,pitches,tritb701,79,rtol,4,unknown,none,cloudy,244,21195,gilbl001,finnk001,estec001,
WAS202109180,COL,WAS,WAS11,2021/09/18,0,4:05PM,day,9,2,false,hudsm901,mahrn901,rackd901,vanol901,(none),(none),2021/09/19 09:19:59,unknown,pitches,hetrd701,86,torf,2,unknown,none,cloudy,186,29315,freek001,corbp001,,
WAS202109190,COL,WAS,WAS11,2021/09/19,0,1:05PM,day,9,2,false,mahrn901,rackd901,vanol901,hudsm901,(none),(none),2021/09/20 06:19:33,unknown,pitches,tritb701,78,fromlf,4,unknown,none,cloudy,181,26303,espip001,grayj003,finnk001,
WAS202110010,BOS,WAS,WAS11,2021/10/01,0,7:05PM,night,9,2,false,hoyej901,cuzzp901,culbf901,reybd901,(none),(none),2021/10/02 07:14:57,unknown,pitches,tritb701,70,fromlf,3,unknown,none,sunny,205,32521,rodre004,rogej003,roblh001,
WAS202110020,BOS,WAS,WAS11,2021/10/02,0,4:05PM,day,9,2,false,cuzzp901,culbf901,reybd901,hoyej901,(none),(none),2021/10/03 08:50:19,unknown,pitches,jacom701,77,torf,6,unknown,none,cloudy,233,41465,davia003,raint003,roblh001,
WAS202110030,BOS,WAS,WAS11,2021/10/03,0,3:05PM,day,9,2,false,culbf901,reybd901,hoyej901,cuzzp901,(none),(none),2021/10/04 06:08:54,unknown,pitches,lee-j701,85,tocf,4,unknown,none,sunny,226,33986,rodre004,finnk001,piven001,
ARI202104090,CIN,ARI,PHO01,2021/04/09,0,6:40PM,night,9,2,false,mosce901,vanol901,hudsm901,drakr901,(none),(none),2021/04/10 08:14:28,unknown,pitches,johnj701,91,unknown,12,unknown,none,sunny,227,19385,perec004,youna002,garra001,
ARI202104100,CIN,ARI,PHO01,2021/04/10,0,5:10PM,night,9,2,false,vanol901,hudsm901,drakr901,mosce901,(none),(none),2021/04/11 06:42:16,unknown,pitches,johnj701,71,unknown,0,unknown,none,dome,189,13208,smitr005,hoffj003,,
ARI202104110,CIN,ARI,PHO01,2021/04/11,0,1:10PM,day,9,2,false,hudsm901,drakr901,mosce901,vanol901,(none),(none),2021/04/12 05:41:50,unknown,pitches,johnj701,71,unknown,0,unknown,none,dome,159,10981,weavl001,delej003,,
ARI202104120,OAK,ARI,PHO01,2021/04/12,0,6:40PM,night,9,2,false,rackd901,hoyej901,mosce901,vanol901,(none),(none),2021/04/13 06:43:09,unknown,pitches,rausg701,88,unknown,11,unknown,none,sunny,209,8768,bassc001,bumgm001,,
ARI202104130,OAK,ARI,PHO01,2021/04/13,0,12:40PM,day,9,2,false,hoyej901,mosce901,vanol901,rackd901,(none),(none),2021/04/14 06:56:47,unknown,pitches,rausg701,72,unknown,0,unknown,none,dome,219,7010,petiy001,swara001,trivl001,
ARI202104270,SDN,ARI,PHO01,2021/04/27,0,6:40PM,night,9,2,false,randt901,ticht901,whitc901,reynj901,(none),(none),2021/04/28 08:21:01,unknown,pitches,rausg701,73,ltor,9,unknown,none,sunny,173,10486,kellm002,paddc001,,
ARI202104280,SDN,ARI,PHO01,2021/04/28,0,6:40PM,night,9,2,false,ticht901,whitc901,reynj901,randt901,(none),(none),2021/04/29 06:49:43,unknown,pitches,rausg701,73,tolf,12,unknown,none,sunny,185,9495,norta001,smitr005,,
ARI202104290,COL,ARI,PHO01,2021/04/29,0,6:40PM,night,9,2,false,whitc901,reynj901,randt901,libkj901,(none),(none),2021/04/30 06:43:03,unknown,pitches,johnj701,91,fromrf,6,unknown,none,sunny,181,6843,smitc006,stepr002,crics001,
ARI202104300,COL,ARI,PHO01,2021/04/30,0,6:40PM,night,9,2,false,reynj901,randt901,libkj901,whitc901,(none),(none),2021/05/01 07:18:40,unknown,pitches,johnj701,97,ltor,4,unknown,none,sunny,178,13184,bumgm001,grayj003,,
ARI202105010,COL,ARI,PHO01,2021/05/01,0,5:10PM,night,9,2,false,randt901,libkj901,whitc901,reynj901,(none),(none),2021/05/02 07:38:42,unknown,pitches,johnj701,73,unknown,0,unknown,none,dome,221,15734,gomba001,gallz001,,
ARI202105020,COL,ARI,PHO01,2021/05/02,0,1:10PM,day,9,2,false,libkj901,whitc901,reynj901,randt901,(none),(none),2021/05/03 08:46:46,unknown,pitches,johnj701,71,unknown,0,unknown,none,dome,209,11395,devec001,bardd001,,
ARI202105100,MIA,ARI,PHO01,2021/05/10,0,6:40PM,night,9,2,false,hamaa901,fairc901,buckc901,danlk901,(none),(none),2021/05/11 06:41:05,unknown,pitches,rausg701,91,ltor,12,unknown,none,sunny,167,6307,weavl001,hollj002,crics001,
ARI202105110,MIA,ARI,PHO01,2021/05/11,0,6:40PM,night,9,2,false,fairc901,buckc901,danlk901,hamaa901,(none),(none),2021/05/12 06:46:56,unknown,pitches,rausg701,93,ltor,7,unknown,none,sunny,182,5560,bumgm001,lopep002,,
ARI202105120,MIA,ARI,PHO01,2021/05/12,0,6:40PM,night,9,2,false,buckc901,willl901,hamaa901,fairc901,(none),(none),2021/05/13 07:03:46,unknown,pitches,rausg701,99,rtol,4,unknown,none,sunny,161,5714,potec001,peacm001,garcy001,
ARI202105130,MIA,ARI,PHO01,2021/05/13,0,6:40PM,night,9,2,false,willl901,hamaa901,fairc901,buckc901,(none),(none),2021/05/14 07:30:32,unknown,pitches,rausg701,99,fromlf,14,unknown,none,sunny,175,5967,roget003,kellm002,,
ARI202105140,WAS,ARI,PHO01,2021/05/14,0,6:40PM,night,9,2,false,gonzm901,diazl901,mahrn901,nelsj901,(none),(none),2021/05/15 08:26:41,unknown,pitches,johnj701,98,unknown,10,unknown,none,sunny,194,11907,schem001,smitr005,,
ARI202105150,WAS,ARI,PHO01,2021/05/15,0,5:10PM,night,9,2,false,diazl901,mahrn901,nelsj901,gonzm901,(none),(none),2021/05/16 06:47:27,unknown,pitches,johnj701,78,unknown,0,unknown,none,dome,207,13462,youna002,rossj002,,
ARI202105160,WAS,ARI,PHO01,2021/05/16,0,1:10PM,day,9,2,false,mahrn901,nelsj901,gonzm901,diazl901,(none),(none),2021/05/17 07:38:47,unknown,pitches,johnj701,73,unknown,0,unknown,none,dome,169,11619,fedde001,crics001,handb001,
ARI202105250,SFN,ARI,PHO01,2021/05/25,0,6:40PM,night,9,2,false,gibsh902,mahrn901,wolcq901,wendh902,(none),(none),2021/05/26 07:41:40,unknown,pitches,rausg701,97,ltor,8,unknown,none,sunny,196,10311,gausk001,martc009,,
ARI202105260,SFN,ARI,PHO01,2021/05/26,0,6:40PM,night,9,2,false,mahrn901,wolcq901,wendh902,gibsh902,(none),(none),2021/05/27 08:04:33,unknown,pitches,rausg701,91,fromlf,6,unknown,none,cloudy,183,8597,tropn001,youna002,roget002,
ARI202105270,SLN,ARI,PHO01,2021/05/27,0,6:40PM,night,9,2,false,estam901,nelsj901,willr901,diazl901,(none),(none),2021/05/28 06:53:15,unknown,pitches,magrj701,97,unknown,9,unknown,none,sunny,208,8951,reyea004,crics001,poncd001,
ARI202105280,SLN,ARI,PHO01,2021/05/28,0,6:40PM,night,9,2,false,nelsj901,willr901,diazl901,estam901,(none),(none),2021/05/29 07:46:11,unknown,pitches,magrj701,98,ltor,8,unknown,none,sunny,208,11581,woodj003,bumgm001,poncd001,
ARI202105290,SLN,ARI,PHO01,2021/05/29,0,7:10PM,night,9,2,false,willr901,diazl901,estam901,nelsj901,(none),(none),2021/05/30 06:59:45,unknown,pitches,magrj701,96,ltor,15,unknown,none,sunny,204,17834,waina001,frans001,reyea004,
ARI202105300,SLN,ARI,PHO01,2021/05/30,0,1:10PM,day,9,2,false,diazl901,estam901,nelsj901,willr901,(none),(none),2021/05/31 07:45:13,unknown,pitches,johnj701,73,unknown,0,unknown,none,dome,179,16681,peacm001,kim-k001,smitr005,
ARI202105310,NYN,ARI,PHO01,2021/05/31,0,6:40PM,night,9,2,false,carlm901,riggj901,bakej902,segac901,(none),(none),2021/06/01 07:17:41,unknown,pitches,rausg701,99,ltor,8,unknown,none,sunny,178,11309,degrj001,kellm002,,
ARI202106010,NYN,ARI,PHO01,2021/06/01,0,6:40PM,night,9,2,false,riggj901,bakej902,segac901,carlm901,(none),(none),2021/06/02 08:49:48,unknown,pitches,rausg701,102,ltor,7,unknown,none,cloudy,207,9590,youna002,may-t001,,
ARI202106020,NYN,ARI,PHO01,2021/06/02,0,12:40PM,day,9,2,false,bakej902,segac901,carlm901,riggj901,(none),(none),2021/06/03 07:05:39,unknown,pitches,rausg701,74,unknown,1,unknown,none,dome,192,9810,castm002,sorij001,diaze006,
ARI202106110,ANA,ARI,PHO01,2021/06/11,0,6:40PM,night,9,2,false,gibsg901,littw901,drakr901,merzd901,(none),(none),2021/06/12 12:25:06,unknown,pitches,johnj701,102,unknown,9,unknown,none,sunny,249,18458,igler001,buchr001,claua001,
ARI202106120,ANA,ARI,PHO01,2021/06/12,0,1:10PM,day,9,2,false,littw901,drakr901,merzd901,gibsg901,(none),(none),2021/06/13 07:57:55,unknown,pitches,johnj701,73,unknown,0,unknown,none,dome,203,13863,claua001,sorij001,igler001,
ARI202106130,ANA,ARI,PHO01,2021/06/13,0,1:10PM,day,9,2,false,drakr901,merzd901,gibsg901,littw901,(none),(none),2021/06/14 08:20:48,unknown,pitches,johnj701,75,unknown,0,unknown,none,dome,185,12768,sandp002,duplj001,,
ARI202106180,LAN,ARI,PHO01,2021/06/18,0,6:40PM,night,9,2,false,morag901,eddid901,millb901,knigb901,(none),(none),2021/06/19 08:16:47,unknown,pitches,johnj701,78,unknown,0,unknown,none,dome,189,25356,bauet001,mantj002,jansk001,
ARI202106190,LAN,ARI,PHO01,2021/06/19,0,7:10PM,night,9,2,false,eddid901,millb901,knigb901,morag901,(none),(none),2021/06/20 09:18:06,unknown,pitches,johnj701,77,unknown,0,unknown,none,dome,186,29904,buehw001,peacm001,,
ARI202106200,LAN,ARI,PHO01,2021/06/20,0,1:10PM,day,9,2,false,millb901,knigb901,morag901,eddid901,(none),(none),2021/06/21 06:22:30,unknown,pitches,rausg701,76,unknown,0,unknown,none,dome,219,31661,cleag001,youna002,jansk001,
ARI202106210,MIL,ARI,PHO01,2021/06/21,0,6:40PM,night,9,2,false,reybd901,riggj901,blakr901,onorb901,(none),(none),2021/06/22 07:09:20,unknown,pitches,rausg701,75,unknown,0,unknown,none,dome,175,9804,kellm002,andeb004,,
ARI202106220,MIL,ARI,PHO01,2021/06/22,0,6:40PM,night,9,2,false,riggj901,blakr901,onorb901,reybd901,(none),(none),2021/06/23 07:25:35,unknown,pitches,rausg701,75,unknown,0,unknown,none,dome,193,9358,peraf001,gallz001,,
ARI202106230,MIL,ARI,PHO01,2021/06/23,0,12:40PM,day,9,2,false,blakr901,onorb901,reybd901,riggj901,(none),(none),2021/06/24 07:20:08,unknown,pitches,rausg701,75,unknown,0,unknown,none,dome,208,8676,woodb005,smitc006,hadej001,
ARI202107010,SFN,ARI,PHO01,2021/07/01,0,6:40PM,night,9,2,false,hobep901,nelsj901,may-b901,rehaj901,(none),(none),2021/07/02 07:19:50,unknown,pitches,johnj701,75,unknown,0,unknown,none,dome,157,9172,kellm002,cuetj001,sorij001,
ARI202107020,SFN,ARI,PHO01,2021/07/02,0,6:40PM,night,9,2,false,nelsj901,may-b901,rehaj901,hobep901,(none),(none),2021/07/03 08:21:58,unknown,pitches,johnj701,76,unknown,0,unknown,none,dome,220,12262,wooda002,gallz001,,
ARI202107030,SFN,ARI,PHO01,2021/07/03,0,7:10PM,night,9,2,false,may-b901,rehaj901,hobep901,nelsj901,(none),(none),2021/07/04 09:07:58,unknown,pitches,johnj701,70,unknown,0,unknown,none,dome,227,23689,leond003,buchr001,mcgej001,
ARI202107040,SFN,ARI,PHO01,2021/07/04,0,6:10PM,night,9,2,false,rehaj901,hobep901,nelsj901,may-b901,(none),(none),2021/07/05 06:41:49,unknown,pitches,johnj701,75,unknown,0,unknown,none,dome,163,27032,desca001,smitc006,roget002,
ARI202107060,COL,ARI,PHO01,2021/07/06,0,6:40PM,night,9,2,false,addir901,hudsm901,belld901,rackd901,(none),(none),2021/07/07 08:11:15,unknown,pitches,rausg701,75,unknown,0,unknown,none,dome,197,6847,sorij001,bardd001,,
ARI202107070,COL,ARI,PHO01,2021/07/07,0,6:40PM,night,9,2,false,hudsm901,belld901,rackd901,addir901,(none),(none),2021/07/08 08:22:14,unknown,pitches,rausg701,75,unknown,0,unknown,none,dome,182,7852,peacm001,senza001,sorij001,
ARI202107080,COL,ARI,PHO01,2021/07/08,0,12:40PM,day,9,2,false,belld901,rackd901,addir901,hudsm901,(none),(none),2021/07/09 06:49:38,unknown,pitches,rausg701,75,unknown,0,unknown,none,dome,203,7740,gonzc002,weemj001,,
ARI202107160,CHN,ARI,PHO01,2021/07/16,0,6:40PM,night,9,2,false,barkl901,barrt901,drakr901,herna901,(none),(none),2021/07/17 08:04:56,unknown,pitches,rausg701,76,unknown,0,unknown,none,dome,189,22046,hendk001,bumgm001,,
ARI202107170,CHN,ARI,PHO01,2021/07/17,0,1:10PM,day,9,2,false,barrt901,drakr901,herna901,barkl901,(none),(none),2021/07/18 09:02:51,unknown,pitches,rausg701,75,unknown,0,unknown,none,dome,195,20180,brotr001,sorij001,kimbc001,
ARI202107180,CHN,ARI,PHO01,2021/07/18,0,1:10PM,day,9,2,false,drakr901,herna901,barkl901,barrt901,(none),(none),2021/07/19 06:42:05,unknown,pitches,rausg701,75,unknown,0,unknown,none,dome,189,21457,kellm002,winkd001,sorij001,
ARI202107190,PIT,ARI,PHO01,2021/07/19,0,6:40PM,night,9,2,false,wolfj901,cejan901,muchm901,holbs901,(none),(none),2021/07/20 08:37:53,unknown,pitches,rausg701,75,unknown,0,unknown,none,dome,205,9173,smitc006,dejoc001,sorij001,
ARI202107200,PIT,ARI,PHO01,2021/07/20,0,6:40PM,night,9,2,false,cejan901,muchm901,holbs901,wolfj901,(none),(none),2021/07/21 06:52:39,unknown,pitches,rausg701,75,unknown,0,unknown,none,dome,191,7283,bukaj001,davia003,,
ARI202107210,PIT,ARI,PHO01,2021/07/21,0,12:40PM,day,9,2,false,muchm901,holbs901,wolfj901,cejan901,(none),(none),2021/07/22 06:38:57,unknown,pitches,rausg701,75,unknown,0,unknown,none,dome,204,7863,degeb001,unded001,sorij001,
ARI202107300,LAN,ARI,PHO01,2021/07/30,0,6:40PM,night,9,2,false,davig901,drakr901,gibsg901,clemp901,(none),(none),2021/07/31 07:30:22,unknown,pitches,johnj701,75,unknown,0,unknown,none,dome,273,20780,peacm001,nelsj004,,
ARI202107310,LAN,ARI,PHO01,2021/07/31,0,5:10PM,night,9,2,false,drakr901,gibsg901,clemp901,davig901,(none),(none),2021/08/01 10:07:04,unknown,pitches,johnj701,75,unknown,0,unknown,none,dome,213,23814,vesia001,kellm002,,
ARI202108010,LAN,ARI,PHO01,2021/08/01,0,1:10PM,day,9,2,false,gibsg901,clemp901,davig901,drakr901,(none),(none),2021/08/02 06:29:24,unknown,pitches,johnj701,76,unknown,0,unknown,none,dome,193,17195,uriaj001,smitc006,,
ARI202108020,SFN,ARI,PHO01,2021/08/02,0,6:40PM,night,9,2,false,barbs901,guccc901,dejer901,porta901,(none),(none),2021/08/03 06:54:25,unknown,pitches,rausg701,77,unknown,0,unknown,none,dome,244,8904,garcj006,aguim001,,
ARI202108030,SFN,ARI,PHO01,2021/08/03,0,6:40PM,night,9,2,false,guccc901,dejer901,porta901,barbs901,(none),(none),2021/08/04 09:22:22,unknown,pitches,rausg701,75,unknown,0,unknown,none,dome,190,8809,bumgm001,cuetj001,clipt001,
ARI202108040,SFN,ARI,PHO01,2021/08/04,0,6:40PM,night,9,2,false,dejer901,porta901,barbs901,guccc901,(none),(none),2021/08/06 09:10:14,unknown,pitches,rausg701,75,unknown,0,unknown,none,dome,211,8091,gausk001,gallz001,,
ARI202108050,SFN,ARI,PHO01,2021/08/05,0,12:40PM,day,9,2,false,porta901,barbs901,guccc901,dejer901,(none),(none),2021/08/06 09:10:15,unknown,pitches,rausg701,75,unknown,0,unknown,none,dome,220,8773,roget002,gilbt001,mcgej001,
ARI202108120,SDN,ARI,PHO01,2021/08/12,0,6:40PM,night,9,2,false,iassd901,wolfj901,barrs901,libkj901,(none),(none),2021/08/13 07:23:30,unknown,pitches,rausg701,76,unknown,0,unknown,none,dome,222,9086,smitc006,darvy001,,
ARI202108130,SDN,ARI,PHO01,2021/08/13,0,6:40PM,night,9,2,false,wolfj901,barrs901,libkj901,iassd901,(none),(none),2021/08/14 07:27:11,unknown,pitches,rausg701,76,unknown,0,unknown,none,dome,186,12866,clipt001,stamc001,,
ARI202108140,SDN,ARI,PHO01,2021/08/14,0,5:10PM,night,9,2,false,barrs901,libkj901,iassd901,wolfj901,(none),(none),2021/08/15 08:23:40,unknown,pitches,rausg701,75,unknown,0,unknown,none,dome,151,16716,gilbt001,musgj001,,
ARI202108150,SDN,ARI,PHO01,2021/08/15,0,1:10PM,day,9,2,false,libkj901,iassd901,wolfj901,barrs901,(none),(none),2021/08/16 07:19:18,unknown,pitches,rausg701,75,unknown,0,unknown,none,dome,199,17722,knehr001,gallz001,,
ARI202108170,PHI,ARI,PHO01,2021/08/17,0,6:40PM,night,9,2,false,cuzzp901,blasc901,hallt901,rippm901,(none),(none),2021/08/18 08:08:59,unknown,pitches,johnj701,76,unknown,0,unknown,none,dome,169,7796,aguim001,gibsk002,clipt001,
ARI202108180,PHI,ARI,PHO01,2021/08/18,0,6:40PM,night,9,2,false,blasc901,hallt901,rippm901,cuzzp901,(none),(none),2021/08/19 07:14:04,unknown,pitches,johnj701,74,unknown,0,unknown,none,dome,177,7968,casth002,suarr001,clipt001,
ARI202108190,PHI,ARI,PHO01,2021/08/19,0,12:40PM,day,9,2,false,hallt901,cuzzp901,(none),blasc901,(none),(none),2021/08/20 08:31:25,unknown,pitches,rausg701,74,unknown,0,unknown,none,dome,168,7165,bumgm001,wheez001,,
ARI202108300,SDN,ARI,PHO01,2021/08/30,0,6:40PM,night,9,2,false,ticht901,randt901,cejan901,hamaa901,(none),(none),2021/08/31 08:22:11,unknown,pitches,johnj701,76,unknown,0,unknown,none,dome,215,8482,stamc001,gilbt001,melam001,
ARI202108310,SDN,ARI,PHO01,2021/08/31,0,6:40PM,night,9,2,false,randt901,cejan901,hamaa901,ticht901,(none),(none),2021/09/01 08:10:14,unknown,pitches,johnj701,74,unknown,0,unknown,none,dome,185,10818,snelb001,gallz001,melam001,
ARI202109010,SDN,ARI,PHO01,2021/09/01,0,12:40PM,day,9,2,false,cejan901,hamaa901,ticht901,randt901,(none),(none),2021/09/02 06:53:28,unknown,pitches,rausg701,75,unknown,0,unknown,none,dome,196,5945,weavl001,darvy001,,
ARI202109030,SEA,ARI,PHO01,2021/09/03,0,6:40PM,night,9,2,false,sches901,tosia901,barrt901,herna901,(none),(none),2021/09/04 07:40:49,unknown,pitches,johnj701,74,unknown,0,unknown,none,dome,211,12729,shefj001,clart003,ramiy002,
ARI202109040,SEA,ARI,PHO01,2021/09/04,0,5:10PM,night,9,2,false,tosia901,barrt901,herna901,sches901,(none),(none),2021/09/05 09:59:19,unknown,pitches,johnj701,75,unknown,0,unknown,none,dome,190,18819,gonzm005,smitc006,castd002,
ARI202109050,SEA,ARI,PHO01,2021/09/05,0,1:10PM,day,9,2,false,barrt901,herna901,sches901,tosia901,(none),(none),2021/09/06 06:38:57,unknown,pitches,johnj701,74,unknown,0,unknown,none,dome,229,14408,ramiy002,clart003,,
ARI202109070,TEX,ARI,PHO01,2021/09/07,0,6:40PM,night,9,2,false,may-b901,segac901,hobep901,conrc901,(none),(none),2021/09/08 07:08:52,unknown,pitches,rausg701,75,unknown,0,unknown,none,dome,167,8758,lylej001,gallz001,,
ARI202109080,TEX,ARI,PHO01,2021/09/08,0,12:40PM,day,9,2,false,segac901,hobep901,conrc901,may-b901,(none),(none),2021/09/09 07:25:16,unknown,pitches,rausg701,74,unknown,0,unknown,none,dome,215,6354,cottj001,weavl001,barlj001,
ARI202109200,ATL,ARI,PHO01,2021/09/20,0,6:40PM,night,9,2,false,muchm901,wolfj901,lives901,holbs901,(none),(none),2021/09/21 07:22:51,unknown,pitches,johnj701,97,unknown,5,unknown,none,cloudy,209,9642,webbj002,mejih001,,
ARI202109210,ATL,ARI,PHO01,2021/09/21,0,6:40PM,night,9,2,false,wolfj901,lives901,holbs901,muchm901,(none),(none),2021/09/22 09:35:46,unknown,pitches,johnj701,98,ltor,7,unknown,none,sunny,187,8879,smyld001,weavl001,,
ARI202109220,ATL,ARI,PHO01,2021/09/22,0,6:40PM,night,9,2,false,lives901,holbs901,muchm901,wolfj901,(none),(none),2021/09/23 07:22:42,unknown,pitches,rausg701,100,torf,3,unknown,none,sunny,180,10631,andei001,kellm002,,
ARI202109230,ATL,ARI,PHO01,2021/09/23,0,12:40PM,day,9,2,false,holbs901,muchm901,wolfj901,lives901,(none),(none),2021/09/24 07:24:49,unknown,pitches,rausg701,74,unknown,0,unknown,none,dome,176,6880,popps001,webbj002,wendj001,
ARI202109240,LAN,ARI,PHO01,2021/09/24,0,6:40PM,night,9,2,false,cejan901,whitc901,davig901,mccrk901,(none),(none),2021/09/25 07:25:17,unknown,pitches,johnj701,90,torf,7,unknown,none,cloudy,179,19001,gonst001,casth002,jansk001,
ARI202109250,LAN,ARI,PHO01,2021/09/25,0,5:10PM,night,9,2,false,whitc901,davig901,ticht901,cejan901,(none),(none),2021/09/26 09:28:16,unknown,pitches,rausg701,95,ltor,5,unknown,none,sunny,187,28026,gallz001,kersc001,,
ARI202109260,LAN,ARI,PHO01,2021/09/26,0,1:10PM,day,9,2,false,davig901,ticht901,cejan901,whitc901,(none),(none),2021/09/27 09:06:51,unknown,pitches,johnj701,75,unknown,0,unknown,none,dome,208,16648,uriaj001,mejih001,jansk001,
ARI202110010,COL,ARI,PHO01,2021/10/01,0,6:40PM,night,9,2,false,tumpj901,gibsh902,addir901,riggj901,(none),(none),2021/10/02 07:14:58,unknown,pitches,johnj701,88,fromlf,4,unknown,none,sunny,202,15189,gilbl001,wendj001,estec001,
ARI202110020,COL,ARI,PHO01,2021/10/02,0,5:10PM,night,9,2,false,gibsh902,addir901,riggj901,tumpj901,(none),(none),2021/10/03 08:50:19,unknown,pitches,johnj701,92,fromlf,6,unknown,none,cloudy,197,19418,gallz001,senza001,,
ARI202110030,COL,ARI,PHO01,2021/10/03,0,12:10PM,day,9,2,false,addir901,riggj901,tumpj901,gibsh902,(none),(none),2021/10/04 06:08:54,unknown,pitches,johnj701,73,unknown,0,unknown,none,dome,201,12565,wendj001,estec001,,
