game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
ANA202104020,2021-04-02,ANA,CHA,1,0
ANA202104050,2021-04-05,ANA,HOU,0,3
ANA202104160,2021-04-16,ANA,MIN,0,0
ANA202104190,2021-04-19,ANA,TEX,0,0
ANA202105030,2021-05-03,ANA,TBA,0,0
ANA202105070,2021-05-07,ANA,LAN,0,0
ANA202105170,2021-05-17,ANA,CLE,1,1
ANA202105202,2021-05-20,ANA,MIN,1,4
ANA202105210,2021-05-21,ANA,OAK,0,0
ANA202105250,2021-05-25,ANA,TEX,1,0
ANA202106030,2021-06-03,ANA,SEA,0,0
ANA202106070,2021-06-07,ANA,KCA,4,0
ANA202106170,2021-06-17,ANA,DET,0,0
ANA202106220,2021-06-22,ANA,SFN,0,4
ANA202107020,2021-07-02,ANA,BAL,0,1
ANA202107050,2021-07-05,ANA,BOS,0,0
ANA202107160,2021-07-16,ANA,SEA,0,1
ANA202107260,2021-07-26,ANA,COL,2,0
ANA202107290,2021-07-29,ANA,OAK,0,3
ANA202108101,2021-08-10,ANA,TOR,0,0
ANA202108130,2021-08-13,ANA,HOU,0,0
ANA202108270,2021-08-27,ANA,SDN,0,0
ANA202108300,2021-08-30,ANA,NYA,0,2
ANA202109030,2021-09-03,ANA,TEX,2,0
ANA202109170,2021-09-17,ANA,OAK,0,0
ANA202109200,2021-09-20,ANA,HOU,0,2
ANA202109240,2021-09-24,ANA,SEA,0,1
ARI202104090,2021-04-09,ARI,CIN,0,0
ARI202104120,2021-04-12,ARI,OAK,0,1
ARI202104270,2021-04-27,ARI,SDN,0,0
ARI202104290,2021-04-29,ARI,COL,0,0
ARI202105100,2021-05-10,ARI,MIA,1,0
ARI202105140,2021-05-14,ARI,WAS,0,6
ARI202105250,2021-05-25,ARI,SFN,0,3
ARI202105270,2021-05-27,ARI,SLN,0,0
ARI202105310,2021-05-31,ARI,NYN,0,0
ARI202106110,2021-06-11,ARI,ANA,0,0
ARI202106180,2021-06-18,ARI,LAN,0,0
ARI202106210,2021-06-21,ARI,MIL,0,1
ARI202107010,2021-07-01,ARI,SFN,0,1
ARI202107060,2021-07-06,ARI,COL,3,0
ARI202107160,2021-07-16,ARI,CHN,0,0
ARI202107190,2021-07-19,ARI,PIT,0,0
ARI202107300,2021-07-30,ARI,LAN,0,0
ARI202108020,2021-08-02,ARI,SFN,0,0
ARI202108120,2021-08-12,ARI,SDN,0,2
ARI202108170,2021-08-17,ARI,PHI,0,0
ARI202108300,2021-08-30,ARI,SDN,0,3
ARI202109030,2021-09-03,ARI,SEA,0,1
ARI202109070,2021-09-07,ARI,TEX,0,0
ARI202109200,2021-09-20,ARI,ATL,0,0
ARI202109240,2021-09-24,ARI,LAN,0,0
ARI202110010,2021-10-01,ARI,COL,0,0
ATL202104090,2021-04-09,ATL,PHI,0,0
ATL202104120,2021-04-12,ATL,MIA,1,0
ATL202104230,2021-04-23,ATL,ARI,0,0
ATL202104260,2021-04-26,ATL,CHN,4,0
ATL202105070,2021-05-07,ATL,PHI,0,7
ATL202105110,2021-05-11,ATL,TOR,1,0
ATL202105170,2021-05-17,ATL,NYN,0,0
ATL202105200,2021-05-20,ATL,PIT,0,2
ATL202105310,2021-05-31,ATL,WAS,3,0
ATL202106040,2021-06-04,ATL,LAN,1,0
ATL202106150,2021-06-15,ATL,BOS,0,4
ATL202106170,2021-06-17,ATL,SLN,0,0
ATL202106290,2021-06-29,ATL,NYN,0,0
ATL202107020,2021-07-02,ATL,MIA,1,0
ATL202107160,2021-07-16,ATL,TBA,0,0
ATL202107200,2021-07-20,ATL,SDN,0,0
ATL202107300,2021-07-30,ATL,MIL,4,0
ATL202108060,2021-08-06,ATL,WAS,2,0
ATL202108100,2021-08-10,ATL,CIN,0,0
ATL202108230,2021-08-23,ATL,NYA,0,0
ATL202108270,2021-08-27,ATL,SFN,0,2
ATL202109070,2021-09-07,ATL,WAS,3,1
ATL202109100,2021-09-10,ATL,MIA,0,2
ATL202109140,2021-09-14,ATL,COL,1,0
ATL202109280,2021-09-28,ATL,PHI,0,0
ATL202110010,2021-10-01,ATL,NYN,0,0
BAL202104080,2021-04-08,BAL,BOS,2,2
BAL202104132,2021-04-13,BAL,SEA,0,0
