year,game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,vis_pitcher,home_ERA,vis_ERA
2021,ANA202104010,ANA,CHA,0,0,mayem001,bumma001,3.84,3.51
2021,ANA202104020,ANA,CHA,1,0,heana001,kopem001,5.83,3.5
2021,ANA202104030,ANA,CHA,0,0,guerj003,marse001,6.06,5.6
2021,ANA202104040,ANA,CHA,2,0,igler001,ruizj001,2.57,3.05
2021,ANA202104050,ANA,HOU,0,3,watst001,smitj002,3.92,4.99
2021,ANA202104060,ANA,HOU,2,0,igler001,presr001,2.57,2.25
2021,ANA202104160,ANA,MIN,0,0,slega001,dobnr001,6.97,7.64
2021,ANA202104190,ANA,TEX,0,0,bundd001,arihk001,6.06,6.64
2021,ANA202104200,ANA,TEX,0,0,canng001,lylej001,5.6,5.15
2021,ANA202104210,ANA,TEX,1,0,mayem001,kingj002,3.84,3.52
2021,ANA202105030,ANA,TBA,0,0,quinj001,glast001,6.43,2.66
2021,ANA202105040,ANA,TBA,0,1,cobba001,patil001,3.76,4.31
2021,ANA202105050,ANA,TBA,0,0,guerj003,yarbr001,6.06,5.11
2021,ANA202105060,ANA,TBA,0,0,mayem001,flemj001,3.84,5.09
2021,ANA202105070,ANA,LAN,0,0,canng001,uriaj001,5.6,2.96
2021,ANA202105080,ANA,LAN,0,0,bundd001,kersc001,6.06,3.55
2021,ANA202105090,ANA,LAN,0,0,slega001,bauet001,6.97,2.59
2021,ANA202105170,ANA,CLE,1,1,watst001,hents001,3.92,6.68
2021,ANA202105180,ANA,CLE,1,5,claua001,plesz001,5.51,4.67
2021,ANA202105190,ANA,CLE,0,1,watst001,civaa001,3.92,3.84
2021,ANA202105201,ANA,MIN,1,0,cobba001,thorl002,3.76,4.7
2021,ANA202105202,ANA,MIN,1,4,canng001,berrj001,5.6,3.52
2021,ANA202105210,ANA,OAK,0,0,mayem001,petiy001,3.84,3.92
2021,ANA202105220,ANA,OAK,0,1,sandp002,bassc001,3.62,3.15
2021,ANA202105230,ANA,OAK,0,0,igler001,guerd001,2.57,4.11
2021,ANA202105250,ANA,TEX,1,0,heana001,yangh001,5.83,5.6
2021,ANA202105260,ANA,TEX,5,0,canng001,dunnd001,5.6,4.51
2021,ANA202106030,ANA,SEA,0,0,canng001,shefj001,5.6,6.83
2021,ANA202106040,ANA,SEA,0,1,ohtas001,santh001,3.18,3.42
2021,ANA202106050,ANA,SEA,1,0,cobba001,stecd001,3.76,2.0
2021,ANA202106060,ANA,SEA,1,1,sandp002,gilbl002,3.62,4.68
2021,ANA202106070,ANA,KCA,4,0,bundd001,kowaj001,6.06,11.27
2021,ANA202106080,ANA,KCA,2,0,heana001,bubik001,5.83,4.43
2021,ANA202106090,ANA,KCA,0,0,canng001,kellb003,5.6,5.39
2021,ANA202106170,ANA,DET,0,0,ohtas001,mannm001,3.18,5.8
2021,ANA202106180,ANA,DET,0,0,cobba001,urenj001,3.76,5.81
2021,ANA202106190,ANA,DET,0,0,sandp002,peraw001,3.62,3.07
2021,ANA202106200,ANA,DET,0,0,igler001,cisnj001,2.57,3.65
2021,ANA202106220,ANA,SFN,0,4,heana001,desca001,5.83,3.17
2021,ANA202106230,ANA,SFN,0,0,claua001,leond003,5.51,1.51
2021,ANA202107020,ANA,BAL,0,1,igler001,fry-p001,2.57,6.08
2021,ANA202107030,ANA,BAL,2,0,cobba001,lopej004,3.76,6.07
2021,ANA202107040,ANA,BAL,2,0,igler001,sulsc001,2.57,2.7
2021,ANA202107050,ANA,BOS,0,0,suarj001,perem004,3.75,4.74
2021,ANA202107060,ANA,BOS,3,1,ohtas001,eovan001,3.18,3.75
2021,ANA202107070,ANA,BOS,2,0,heana001,rodre004,5.83,4.74
2021,ANA202107160,ANA,SEA,0,1,heana001,flexc001,5.83,3.61
2021,ANA202107170,ANA,SEA,0,0,cobba001,kikuy001,3.76,4.41
2021,ANA202107180,ANA,SEA,0,2,sandp002,gilbl002,3.62,4.68
2021,ANA202107260,ANA,COL,2,0,ohtas001,marqg001,3.18,4.4
2021,ANA202107270,ANA,COL,0,2,suarj001,gomba001,3.75,4.53
2021,ANA202107280,ANA,COL,1,2,igler001,estec001,2.57,4.38
2021,ANA202107290,ANA,OAK,0,3,bundd001,montf001,6.06,3.37
