game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,inputter,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer
CIN198404020,NYN,CIN,CIN08,1984/04/02,0,0:00PM,day,false,weyel901,rennd901,monte901,grege901,"""""","""""",unknown,none,0,unknown,-1,unknown,unknown,unknown,132,46000,sotom001,torrm001,,,
CIN198404040,NYN,CIN,CIN08,1984/04/04,0,0:00PM,night,false,rennd901,monte901,grege901,weyel901,"""""","""""",unknown,none,0,unknown,-1,unknown,unknown,unknown,158,3921,darlr001,bereb001,siskd001,,
CIN198404060,PHI,CIN,CIN08,1984/04/06,0,0:00PM,night,false,monte901,grege901,weyel901,rennd901,"""""","""""",unknown,none,0,unknown,-1,unknown,unknown,unknown,189,12236,hudsc001,pricj001,,,
CIN198404070,PHI,CIN,CIN08,1984/04/07,0,0:00PM,day,false,grege901,weyel901,rennd901,monte901,"""""","""""",unknown,none,0,unknown,-1,unknown,unknown,unknown,161,12516,koosj001,pastf001,,,
CIN198404080,PHI,CIN,CIN08,1984/04/08,0,0:00PM,day,false,weyel901,rennd901,monte901,grege901,"""""","""""",unknown,none,0,unknown,-1,unknown,unknown,unknown,218,16443,smitm001,andel001,,,
CIN198404090,MON,CIN,CIN08,1984/04/09,0,0:00PM,night,false,steld901,mcshj901,brocf901,willb901,"""""","""""",unknown,none,0,unknown,-1,unknown,unknown,unknown,204,7092,russj001,gullb001,humet001,,
CIN198404100,MON,CIN,CIN08,1984/04/10,0,0:00PM,night,false,mcshj901,brocf901,willb901,steld901,"""""","""""",unknown,none,0,unknown,-1,unknown,unknown,unknown,180,13123,pricj001,jameb001,scheb001,,
CIN198404110,MON,CIN,CIN08,1984/04/11,0,0:00PM,day,false,brocf901,willb901,steld901,mcshj901,"""""","""""",unknown,none,0,unknown,-1,unknown,unknown,unknown,173,18923,smitb001,bereb001,lucag001,,
CIN198404180,ATL,CIN,CIN08,1984/04/18,0,0:00PM,day,false,pullf901,crawj901,westj901,harvd901,"""""","""""",unknown,none,0,unknown,-1,unknown,unknown,unknown,188,6973,bedrs001,humet001,,,
CIN198404270,SFN,CIN,CIN08,1984/04/27,0,0:00PM,night,false,tatat901,willc901,wendh901,davis901,"""""","""""",unknown,none,0,unknown,-1,unknown,unknown,unknown,150,20452,pricj001,granm001,leslb001,,
CIN198404280,SFN,CIN,CIN08,1984/04/28,0,0:00PM,day,false,willc901,wendh901,davis901,tatat901,"""""","""""",unknown,none,0,unknown,-1,unknown,unknown,unknown,268,12482,humet001,lercr001,,,
CIN198404291,SFN,CIN,CIN08,1984/04/29,1,0:00PM,day,false,wendh901,davis901,tatat901,willc901,"""""","""""",unknown,none,0,unknown,-1,unknown,unknown,unknown,153,0,bereb001,robij001,franj001,,
CIN198404292,SFN,CIN,CIN08,1984/04/29,2,0:00PM,day,false,davis901,tatat901,willc901,wendh901,"""""","""""",unknown,none,0,unknown,-1,unknown,unknown,unknown,162,19503,owchb001,krukm001,,,
CIN198405010,HOU,CIN,CIN08,1984/05/01,0,0:00PM,night,false,grege901,weyel901,rennd901,monte901,"""""","""""",unknown,none,0,unknown,-1,unknown,unknown,unknown,163,9067,franj001,dawlb001,,,
CIN198405020,HOU,CIN,CIN08,1984/05/02,0,0:00PM,night,false,weyel901,rennd901,monte901,grege901,"""""","""""",unknown,none,0,unknown,-1,unknown,unknown,unknown,155,9221,sotom001,niekj001,,,
