game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,translator,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,oscorer,gametype,umplf,umprf
SLN199803310,LAN,SLN,STL09,1998/03/31,0,3:10,day,false,wendh901,laynj901,riekr901,holbs901,,pitches,60,rtol,15,dry,none,cloudy,172,47972,stott001,martr002,,,,,
SLN199804020,LAN,SLN,STL09,1998/04/02,0,12:43,day,false,laynj901,riekr901,holbs901,wendh901,,pitches,64,rtol,10,dry,none,sunny,246,27414,acevj001,lankf001,,,,,
SLN199804030,SDN,SLN,STL09,1998/04/03,0,7:12,night,false,grege901,duncr901,buchw901,fugej901,,pitches,44,ltor,21,dry,none,cloudy,216,26760,langm001,aybam001,,,,,
SLN199804040,SDN,SLN,STL09,1998/04/04,0,1:15,day,false,hirsm901,vanol901,froeb901,grege901,,pitches,49,ltor,14,dry,none,cloudy,187,34292,merck001,smitp001,bottk001,,,,
SLN199804050,SDN,SLN,STL09,1998/04/05,0,1:12,day,false,vanol901,froeb901,grege901,hirsm901,,pitches,60,rtol,5,dry,none,sunny,170,35499,hofft001,loopb001,miced001,,,,
SLN199804140,ARI,SLN,STL09,1998/04/14,0,7:11,night,false,davig901,bellw901,mealj901,tatat901,,pitches,75,ltor,5,dry,none,sunny,171,31477,busbm001,sodoc001,,,,,
SLN199804161,ARI,SLN,STL09,1998/04/16,1,12:43,day,false,bellw901,mealj901,tatat901,davig901,,pitches,55,rtol,14,dry,none,cloudy,150,0,stott001,adamj001,branj001,,,,
SLN199804162,ARI,SLN,STL09,1998/04/16,2,3:44,day,false,mealj901,tatat901,davig901,bellw901,,pitches,56,rtol,14,dry,none,cloudy,150,32039,benea001,osbod001,,,,,
SLN199804170,PHI,SLN,STL09,1998/04/17,0,7:12,night,false,pullf901,willc901,rapue901,drecb901,,pitches,60,tocf,5,dry,none,night,171,33995,polic001,whitm002,bottk001,,,,
SLN199804180,PHI,SLN,STL09,1998/04/18,0,1:12,day,false,willc901,rapue901,drecb901,pullf901,,pitches,59,ltor,10,dry,none,cloudy,162,38848,aybam001,gracm002,branj001,,,,
SLN199804190,PHI,SLN,STL09,1998/04/19,0,1:10,day,false,rapue901,drecb901,pullf901,willc901,,pitches,66,tocf,8,dry,none,sunny,158,36819,merck001,beecm001,acevj001,,,,
SLN199804270,MON,SLN,STL09,1998/04/27,0,7:11,night,false,davig901,bellw901,mealj901,tatat901,,pitches,54,ltor,20,dry,none,cloudy,163,24548,osbod001,perec001,,,,,
SLN199804290,MON,SLN,STL09,1998/04/29,0,12:41,day,false,mealj901,tatat901,davig901,bellw901,,pitches,71,fromcf,16,dry,none,cloudy,186,29733,busbm001,klins002,,,,,
SLN199805110,MIL,SLN,STL09,1998/05/11,0,7:11,night,false,hirsm901,froeb901,grege901,vanol901,,pitches,64,tocf,10,dry,none,cloudy,141,34744,stott001,karls001,,,,,
SLN199805120,MIL,SLN,STL09,1998/05/12,0,7:10,night,false,froeb901,grege901,vanol901,hirsm901,,pitches,84,fromrf,14,dry,none,night,189,25680,busbm001,joned001,,,,,
SLN199805130,ATL,SLN,STL09,1998/05/13,0,6:37,night,false,grege901,vanol901,hirsm901,froeb901,,pitches,87,fromlf,8,dry,none,night,160,31532,glavt001,polic001,,,,,
SLN199805140,ATL,SLN,STL09,1998/05/14,0,7:10,night,false,vanol901,hirsm901,froeb901,grege901,,pitches,88,fromcf,15,dry,none,cloudy,177,32119,rockj001,acevj001,,,,,
SLN199805150,FLO,SLN,STL09,1998/05/15,0,7:10,night,false,poncl901,ripps901,wintm901,darlg901,,pitches,84,rtol,22,dry,none,cloudy,193,45451,meadb001,raggb001,powej001,,,,
SLN199805160,FLO,SLN,STL09,1998/05/16,0,7:11,night,false,ripps901,darlg901,poncl901,wintm901,,pitches,87,tocf,9,dry,none,night,152,41464,stott001,darev001,,,,,
SLN199805170,FLO,SLN,STL09,1998/05/17,0,1:10,day,false,darlg901,wintm901,ripps901,poncl901,,pitches,88,rtol,9,dry,none,sunny,169,41836,merck001,hammc001,,,,,
SLN199805180,FLO,SLN,STL09,1998/05/18,0,12:41,day,false,wintm901,poncl901,darlg901,ripps901,,pitches,87,rtol,20,dry,none,sunny,163,36820,sancj001,aybam001,,,,,
SLN199805220,SFN,SLN,STL09,1998/05/22,0,7:10,night,false,relic901,schrp901,monte901,demud901,,pitches,76,ltor,15,dry,none,cloudy,217,47549,kingc001,tavaj001,,,,,
SLN199805230,SFN,SLN,STL09,1998/05/23,0,7:17,night,false,schrp901,monte901,demud901,relic901,,pitches,73,ltor,10,dry,none,cloudy,202,39333,painl001,johnj006,kingc001,,,,
SLN199805240,SFN,SLN,STL09,1998/05/24,0,1:10,day,false,monte901,demud901,relic901,schrp901,,pitches,82,tolf,16,dry,none,cloudy,345,45864,poolj001,merck001,reeds001,,,,
SLN199805250,COL,SLN,STL09,1998/05/25,0,1:13,day,false,drecb901,pullf901,willc901,rapue901,,pitches,75,fromrf,8,dry,none,cloudy,180,42038,thomj005,busbm001,,,,,
SLN199805270,COL,SLN,STL09,1998/05/27,0,7:11,night,false,pullf901,willc901,rapue901,drecb901,,pitches,88,fromrf,5,dry,none,cloudy,150,34211,stott001,kiled001,branj001,,,,
SLN199805280,COL,SLN,STL09,1998/05/28,0,12:42,day,false,willc901,rapue901,drecb901,pullf901,,pitches,86,fromcf,8,dry,none,sunny,156,37989,merck001,wrigj001,kingc001,,,,
SLN199806050,SFN,SLN,STL09,1998/06/05,0,7:11,night,false,westj901,danlk901,kellj901,quicj901,,pitches,63,tocf,7,dry,none,cloudy,189,43239,herso001,bottk001,nen-r001,,,,
SLN199806060,SFN,SLN,STL09,1998/06/06,0,7:12,night,false,danlk901,kellj901,quicj901,westj901,,pitches,71,tocf,8,dry,none,cloudy,310,47333,rodrr004,lowes001,,,,,
SLN199806070,SFN,SLN,STL09,1998/06/07,0,1:11,day,false,danlk901,quicj901,westj901,kellj901,,pitches,76,tolf,13,dry,none,sunny,151,41576,gardm001,merck001,nen-r001,,,,
SLN199806190,ARI,SLN,STL09,1998/06/19,0,7:10,night,false,bellw901,mealj901,tatat901,davig901,,pitches,93,tolf,9,dry,none,night,141,44949,petkm001,blaiw001,,,,,
SLN199806200,ARI,SLN,STL09,1998/06/20,0,7:13,night,false,mealj901,tatat901,davig901,bellw901,,pitches,79,fromcf,14,dry,none,cloudy,180,47632,aybam001,bankw001,crour001,,,,
SLN199806210,ARI,SLN,STL09,1998/06/21,0,1:14,day,false,tatat901,davig901,bellw901,mealj901,,pitches,91,tocf,7,dry,none,sunny,181,45517,raggb001,sodoc001,branj001,,,,
SLN199806220,DET,SLN,STL09,1998/06/22,0,7:14,night,false,davig901,nauep901,mealj901,tatat901,,pitches,85,rtol,10,dry,none,night,160,40172,stott001,florb001,crour001,,,,
SLN199806230,DET,SLN,STL09,1998/06/23,0,7:11,night,false,nauep901,mealj901,tatat901,davig901,,pitches,95,fromcf,8,dry,none,cloudy,145,38371,thomj003,bottk001,,,,,
SLN199806300,KCA,SLN,STL09,1998/06/30,0,7:11,night,false,hohnb901,herna901,marsr901,bonig901,,pitches,88,tocf,16,dry,none,cloudy,160,41801,ruscg001,aybam001,servs001,,,,
SLN199807010,KCA,SLN,STL09,1998/07/01,0,7:10,night,false,herna901,marsr901,bonig901,hohnb901,,pitches,87,tocf,10,dry,none,cloudy,171,36144,belct001,merck001,montj002,,,,
SLN199807020,KCA,SLN,STL09,1998/07/02,0,7:13,night,false,marsr901,bonig901,hohnb901,herna901,,pitches,89,rtol,3,dry,none,cloudy,155,42803,acevj001,pichh001,branj001,,,,
SLN199807090,HOU,SLN,STL09,1998/07/09,0,7:11,night,false,ripps901,darlg901,poncl901,wintm901,,pitches,91,tocf,9,dry,none,night,172,34398,reyns001,stott001,wagnb001,,,,
SLN199807100,HOU,SLN,STL09,1998/07/10,0,7:11,night,false,darlg901,wintm901,poncl901,ripps901,,pitches,82,fromcf,6,dry,none,cloudy,151,44655,kingc001,nitkc001,branj001,,,,
SLN199807110,HOU,SLN,STL09,1998/07/11,0,12:17,day,false,wintm901,poncl901,ripps901,darlg901,,pitches,81,fromlf,7,dry,none,sunny,181,45760,painl001,wagnb001,,,,,
SLN199807120,HOU,SLN,STL09,1998/07/12,0,1:14,day,false,poncl901,ripps901,wintm901,darlg901,,pitches,86,fromcf,10,dry,none,sunny,162,45485,acevj001,bergs001,crour001,,,,
SLN199807130,CIN,SLN,STL09,1998/07/13,0,7:05,night,false,buckc901,gormb901,hallt901,crawj901,,pitches,90,fromlf,10,dry,none,night,250,37258,whitg001,wittb001,,,,,
SLN199807140,CIN,SLN,STL09,1998/07/14,0,7:10,night,false,hallt901,crawj901,buckc901,gormb901,,pitches,78,fromlf,13,dry,none,cloudy,156,31183,sulls001,stott001,gravd001,,,,
SLN199807150,CIN,SLN,STL09,1998/07/15,0,7:10,night,false,crawj901,buckc901,gormb901,hallt901,,pitches,83,fromlf,5,dry,none,cloudy,225,32321,whitg001,frasj001,,,,,
SLN199807160,LAN,SLN,STL09,1998/07/16,0,7:05,night,false,herna901,marsr901,bonig901,hohnb901,,pitches,92,tocf,9,dry,none,night,157,35324,valdi001,merck001,,,,,
SLN199807170,LAN,SLN,STL09,1998/07/17,0,7:14,night,false,marsr901,bonig901,hohnb901,herna901,,pitches,88,tolf,7,dry,none,night,149,39191,acevj001,bohab001,crour001,,,,
SLN199807180,LAN,SLN,STL09,1998/07/18,0,12:17,day,false,connp901,hohnb901,herna901,marsr901,,pitches,93,tolf,12,dry,none,sunny,182,44598,guthm001,branj001,shawj001,,,,
SLN199807190,LAN,SLN,STL09,1998/07/19,0,7:07,night,false,hohnb901,herna901,marsr901,connp901,,pitches,98,tolf,12,dry,none,night,178,47006,petkm001,radis001,,,,,
SLN199807280,MIL,SLN,STL09,1998/07/28,0,7:11,night,false,buckc901,davib902,gormb901,crawj901,,pitches,90,tolf,7,dry,none,night,211,36812,weatd001,crour001,wickb001,,,,
SLN199807290,MIL,SLN,STL09,1998/07/29,0,7:11,night,false,davib902,gormb901,crawj901,buckc901,,pitches,86,rtol,6,dry,none,cloudy,166,36672,woods001,wittb001,wickb001,,,,
SLN199807300,MIL,SLN,STL09,1998/07/30,0,7:10,night,false,gormb901,crawj901,buckc901,davib902,,pitches,71,torf,10,dry,none,cloudy,157,35766,morrm001,karls001,crour001,,,,
SLN199808070,CHN,SLN,STL09,1998/08/07,0,7:10,night,false,gormb901,crawj901,hallt901,davib902,,pitches,83,fromcf,12,dry,none,cloudy,173,47911,bottk001,tracs001,,,,,
SLN199808080,CHN,SLN,STL09,1998/08/08,0,12:20,day,false,crawj901,hallt901,davib902,gormb901,,pitches,79,fromcf,6,dry,none,cloudy,265,48064,wittb001,stevd001,,,,,
SLN199808090,CHN,SLN,STL09,1998/08/09,0,1:11,day,false,hallt901,davib902,gormb901,crawj901,,pitches,86,fromcf,6,dry,none,cloudy,180,47798,olivd001,wengd001,branj001,,,,
SLN199808100,NYN,SLN,STL09,1998/08/10,0,7:10,night,false,buckc901,schrp901,demud901,relic901,,pitches,91,fromcf,6,dry,none,cloudy,170,41252,leita001,morrm001,franj001,,,,
SLN199808110,NYN,SLN,STL09,1998/08/11,0,7:10,night,false,schrp901,demud901,relic901,buckc901,,pitches,83,fromcf,10,dry,none,cloudy,169,34489,joneb003,merck001,,,,,
SLN199808120,NYN,SLN,STL09,1998/08/12,0,7:12,night,false,demud901,relic901,buckc901,schrp901,,pitches,85,ltor,10,dry,none,cloudy,282,34260,frasj001,franj001,,,,,
SLN199808140,PIT,SLN,STL09,1998/08/14,0,7:21,night,false,danlk901,kellj901,gibbb901,westj901,,pitches,86,ltor,8,dry,none,night,159,47836,osbod001,liebj001,,,,,
SLN199808150,PIT,SLN,STL09,1998/08/15,0,7:11,night,false,kellj901,gibbb901,westj901,danlk901,,pitches,88,torf,8,dry,none,night,236,46817,painl001,mccuj001,,,,,
SLN199808160,PIT,SLN,STL09,1998/08/16,0,1:11,day,false,gibbb901,westj901,danlk901,kellj901,,pitches,86,ltor,6,dry,none,cloudy,167,46904,cordf001,morrm001,liebj001,,,,
SLN199808250,FLO,SLN,STL09,1998/08/25,0,7:11,night,false,holbs901,wendh901,riekr901,wendh902,,pitches,90,torf,12,dry,none,night,164,29130,medir001,osbod001,alfoa001,,,,
SLN199808260,FLO,SLN,STL09,1998/08/26,0,7:10,night,false,wendh901,riekr901,wendh902,holbs901,,pitches,87,fromlf,8,dry,none,night,213,30004,alfoa001,acevj001,,,,,
SLN199808270,ATL,SLN,STL09,1998/08/27,0,7:10,night,false,riekr901,wendh902,holbs901,wendh901,,pitches,89,fromcf,13,dry,none,night,153,33889,neagd001,morrm001,ligtk001,,,,
SLN199808280,ATL,SLN,STL09,1998/08/28,0,7:10,night,false,wendh902,holbs901,wendh901,riekr901,,pitches,86,tolf,5,dry,none,cloudy,208,45666,acevj001,martd001,,,,,
SLN199808290,ATL,SLN,STL09,1998/08/29,0,12:18,day,false,holbs901,wendh901,riekr901,wendh902,,pitches,82,tocf,8,dry,none,cloudy,182,47627,glavt001,bottk001,seanr001,,,,
SLN199808300,ATL,SLN,STL09,1998/08/30,0,7:09,night,false,wendh901,riekr901,wendh902,holbs901,,pitches,67,torf,15,dry,none,night,165,44051,petkm001,martd001,acevj001,,,,
SLN199809040,CIN,SLN,STL09,1998/09/04,0,7:11,night,false,ripps901,poncl901,wintm901,darlg901,,pitches,92,ltor,8,dry,none,cloudy,165,48076,harnp001,frasj001,whitg001,,,,
SLN199809050,CIN,SLN,STL09,1998/09/05,0,12:17,day,false,poncl901,wintm901,darlg901,ripps901,,pitches,90,rtol,8,dry,none,sunny,141,47994,osbod001,reyed001,,,,,
SLN199809060,CIN,SLN,STL09,1998/09/06,0,3:12,day,false,wintm901,darlg901,ripps901,poncl901,,pitches,97,tolf,16,dry,none,sunny,154,47904,acevj001,hudej001,,,,,
SLN199809070,CHN,SLN,STL09,1998/09/07,0,1:11,day,false,darlg901,ripps901,poncl901,wintm901,,pitches,92,tocf,9,dry,none,cloudy,182,42877,olivd001,morgm001,acevj001,,,,
SLN199809080,CHN,SLN,STL09,1998/09/08,0,7:13,night,false,ripps901,poncl901,wintm901,darlg901,,pitches,76,torf,12,dry,none,night,166,43688,merck001,tracs001,acevj001,,,,
SLN199809140,PIT,SLN,STL09,1998/09/14,0,7:11,night,false,hohnb901,herna901,relic901,marsr901,,pitches,79,fromrf,13,dry,none,cloudy,160,42265,jimej001,schmj001,,,,,
SLN199809151,PIT,SLN,STL09,1998/09/15,1,5:12,night,false,herna901,relic901,marsr901,hohnb901,,pitches,80,fromrf,6,dry,none,cloudy,175,0,lawrs001,osbod001,loisr001,,,,
SLN199809152,PIT,SLN,STL09,1998/09/15,2,8:38,night,false,relic901,marsr901,hohnb901,herna901,,pitches,77,fromrf,5,dry,none,cloudy,182,41271,aybam001,silvj001,acevj001,,,,
SLN199809160,PIT,SLN,STL09,1998/09/16,0,7:11,night,false,marsr901,hohnb901,herna901,relic901,,pitches,81,fromcf,7,dry,none,cloudy,153,39758,morrm001,vanpt001,,,,,
SLN199809220,HOU,SLN,STL09,1998/09/22,0,7:10,night,false,ripps901,poncl901,wintm901,darlg901,,pitches,75,tocf,9,dry,none,night,135,40739,morrm001,hampm001,,,,,
SLN199809230,HOU,SLN,STL09,1998/09/23,0,7:10,night,false,poncl901,wintm901,darlg901,ripps901,,pitches,75,fromlf,8,dry,none,night,185,38997,johnr005,olivd001,,,,,
SLN199809240,MON,SLN,STL09,1998/09/24,0,7:10,night,false,westj901,danlk901,gormb901,riekr901,,pitches,74,rtol,7,dry,none,cloudy,161,41911,osbod001,vazqj001,acevj001,,,,
SLN199809250,MON,SLN,STL09,1998/09/25,0,7:10,night,false,danlk901,gormb901,riekr901,westj901,,pitches,90,rtol,8,dry,none,night,171,48159,jimej001,benns001,acevj001,,,,
SLN199809260,MON,SLN,STL09,1998/09/26,0,1:10,day,false,gormb901,riekr901,westj901,danlk901,,pitches,92,tolf,14,dry,none,sunny,198,48212,urbiu001,busbm001,dehar001,,,,
SLN199809270,MON,SLN,STL09,1998/09/27,0,1:12,day,false,riekr901,westj901,danlk901,gormb901,,pitches,90,tolf,14,dry,none,sunny,153,46110,frasj001,pavac001,acevj001,,,,
HOU199803310,SFN,HOU,HOU02,1998/03/31,0,4:06,day,false,tatat901,davig901,bellw901,mealj901,,none,72,unknown,0,dry,none,dome,269,43776,johnj006,nitkc001,,,,,
HOU199804010,SFN,HOU,HOU02,1998/04/01,0,6:37,night,false,davig901,bellw901,mealj901,tatat901,,pitches,72,unknown,0,dry,none,dome,184,13719,millt002,tavaj001,wagnb001,,,,
HOU199804020,SFN,HOU,HOU02,1998/04/02,0,7:05,night,false,bellw901,mealj901,tatat901,davig901,,pitches,72,unknown,0,dry,none,dome,198,15040,ruetk001,halaj001,,,,,
HOU199804030,COL,HOU,HOU02,1998/04/03,0,7:05,night,false,kellj901,danlk901,quicj901,westj901,,pitches,72,unknown,0,dry,none,dome,167,26026,limaj001,wrigj001,,,,,
HOU199804040,COL,HOU,HOU02,1998/04/04,0,7:06,night,false,danlk901,quicj901,westj901,kellj901,,pitches,72,unknown,0,dry,none,dome,174,21325,thomm002,bergs001,dipoj001,,,,
HOU199804050,COL,HOU,HOU02,1998/04/05,0,1:36,day,false,quicj901,westj901,kellj901,danlk901,,pitches,72,unknown,0,dry,none,dome,149,21037,reyns001,kiled001,,,,,
HOU199804060,COL,HOU,HOU02,1998/04/06,0,12:37,day,false,westj901,kellj901,danlk901,quicj901,,pitches,72,unknown,0,dry,none,dome,171,13553,hampm001,thomj005,,,,,
HOU199804170,MON,HOU,HOU02,1998/04/17,0,7:06,night,false,laynj901,riekr901,holbs901,wendh901,,pitches,72,unknown,0,dry,none,dome,151,26485,halaj001,hermd001,wagnb001,,,,
HOU199804180,MON,HOU,HOU02,1998/04/18,0,7:05,night,false,riekr901,holbs901,wendh901,laynj901,,pitches,72,unknown,0,dry,none,dome,175,29362,henrd002,batim001,,,,,
HOU199804190,MON,HOU,HOU02,1998/04/19,0,1:37,day,false,holbs901,wendh901,laynj901,riekr901,,pitches,72,unknown,0,dry,none,dome,177,18484,telfa001,magnm001,urbiu001,,,,
HOU199804280,NYN,HOU,HOU02,1998/04/28,0,7:05,night,false,holbs901,wendh901,laynj901,riekr901,,pitches,72,unknown,0,dry,none,dome,223,14943,magnm001,hudej001,,,,,
HOU199804290,NYN,HOU,HOU02,1998/04/29,0,6:05,night,false,wendh901,laynj901,riekr901,holbs901,,pitches,72,unknown,0,dry,none,dome,146,14448,limaj001,mlicd001,,,,,
HOU199805110,FLO,HOU,HOU02,1998/05/11,0,7:06,night,false,davib902,gormb901,nelsj901,crawj901,,pitches,72,unknown,0,dry,none,dome,170,14110,reyns001,hernl003,wagnb001,,,,
HOU199805120,FLO,HOU,HOU02,1998/05/12,0,7:06,night,false,gormb901,hallt901,davib902,crawj901,,pitches,72,unknown,0,dry,none,dome,158,14919,bergs001,hammc001,wagnb001,,,,
HOU199805130,PIT,HOU,HOU02,1998/05/13,0,7:50,night,false,hallt901,crawj901,davib902,gormb901,,pitches,72,unknown,0,dry,none,dome,136,14239,hampm001,liebj001,wagnb001,,,,
HOU199805140,PIT,HOU,HOU02,1998/05/14,0,7:05,night,false,crawj901,davib902,gormb901,hallt901,,pitches,72,unknown,0,dry,none,dome,156,16123,silvj001,schop001,,,,,
HOU199805150,ATL,HOU,HOU02,1998/05/15,0,7:05,night,false,relic901,schrp901,monte901,demud901,,pitches,72,unknown,0,dry,none,dome,143,38941,neagd001,limaj001,martd001,,,,
HOU199805160,ATL,HOU,HOU02,1998/05/16,0,7:06,night,false,schrp901,monte901,demud901,relic901,,pitches,72,unknown,0,dry,none,dome,154,51526,henrd002,ligtk001,,,,,
HOU199805170,ATL,HOU,HOU02,1998/05/17,0,1:36,day,false,monte901,demud901,relic901,schrp901,,pitches,72,unknown,0,dry,none,dome,149,35250,bergs001,smolj001,,,,,
HOU199805180,ATL,HOU,HOU02,1998/05/18,0,12:37,day,false,demud901,relic901,schrp901,monte901,,pitches,72,unknown,0,dry,none,dome,167,22119,glavt001,hampm001,,,,,
HOU199805220,SDN,HOU,HOU02,1998/05/22,0,7:06,night,false,marsr901,bonig901,hohnb901,herna901,,pitches,72,unknown,0,dry,none,dome,192,28550,miced001,nitkc001,hofft001,,,,
HOU199805230,SDN,HOU,HOU02,1998/05/23,0,7:05,night,false,bonig901,hohnb901,herna901,marsr901,,pitches,72,unknown,0,dry,none,dome,173,36281,millt002,miced001,wagnb001,,,,
HOU199805240,SDN,HOU,HOU02,1998/05/24,0,7:07,night,false,hohnb901,herna901,bonig901,marsr901,,pitches,72,unknown,0,dry,none,dome,182,25701,schop001,hamij002,wagnb001,,,,
HOU199805250,LAN,HOU,HOU02,1998/05/25,0,3:07,day,false,demud901,relic901,schrp901,monte901,,pitches,72,unknown,0,dry,none,dome,215,34079,brusj001,scanb001,radis001,,,,
HOU199805260,LAN,HOU,HOU02,1998/05/26,0,7:06,night,false,relic901,schrp901,monte901,demud901,,pitches,72,unknown,0,dry,none,dome,154,16251,reyns001,valdi001,,,,,
HOU199805270,LAN,HOU,HOU02,1998/05/27,0,6:37,night,false,schrp901,monte901,demud901,relic901,,pitches,72,unknown,0,dry,none,dome,170,17190,dreid001,bergs001,radis001,,,,
HOU199806050,KCA,HOU,HOU02,1998/06/05,0,7:05,night,false,crawj901,davib902,gormb901,hallt901,,pitches,72,unknown,0,dry,none,dome,156,27895,belct001,schop001,montj002,,,,
HOU199806060,KCA,HOU,HOU02,1998/06/06,0,7:05,night,false,davib902,gormb901,hallt901,crawj901,,pitches,72,unknown,0,dry,none,dome,148,25516,limaj001,rosaj001,,,,,
HOU199806070,KCA,HOU,HOU02,1998/06/07,0,1:36,day,false,gormb901,hallt901,crawj901,davib902,,pitches,72,unknown,0,dry,none,dome,153,23228,reyns001,pittj002,,,,,
HOU199806160,SLN,HOU,HOU02,1998/06/16,0,7:06,night,false,demud901,relic901,monte901,schrp901,,pitches,72,unknown,0,dry,none,dome,190,34822,acevj001,schop001,,,,,
HOU199806170,SLN,HOU,HOU02,1998/06/17,0,7:06,night,false,relic901,monte901,schrp901,demud901,,pitches,72,unknown,0,dry,none,dome,183,37147,nitkc001,branj001,,,,,
HOU199806180,SLN,HOU,HOU02,1998/06/18,0,7:06,night,false,monte901,schrp901,demud901,relic901,,pitches,72,unknown,0,dry,none,dome,185,43806,bottk001,reyns001,crour001,,,,
HOU199806190,CIN,HOU,HOU02,1998/06/19,0,7:05,night,false,willc901,rapue901,drecb901,pullf901,,pitches,72,unknown,0,dry,none,dome,158,29251,bergs001,wincs001,wagnb001,,,,
HOU199806200,CIN,HOU,HOU02,1998/06/20,0,12:18,day,false,rapue901,drecb901,pullf901,willc901,,pitches,72,unknown,0,dry,none,dome,193,24301,nitkc001,krivr001,wagnb001,,,,
HOU199806210,CIN,HOU,HOU02,1998/06/21,0,1:35,day,false,drecb901,pullf901,willc901,rapue901,,pitches,72,unknown,0,dry,none,dome,177,42281,schop001,harnp001,magnm001,,,,
HOU199806220,MIN,HOU,HOU02,1998/06/22,0,7:05,night,false,pullf901,willc901,rapue901,drecb901,,pitches,72,unknown,0,dry,none,dome,162,23168,milte001,limaj001,aguir001,,,,
HOU199806230,MIN,HOU,HOU02,1998/06/23,0,12:36,day,false,willc901,rapue901,drecb901,pullf901,,pitches,72,unknown,0,dry,none,dome,169,27157,reyns001,tewkb001,,,,,
HOU199806300,CHA,HOU,HOU02,1998/06/30,0,7:05,night,false,tatat901,davig901,connp901,mealj901,,pitches,72,unknown,0,dry,none,dome,150,26400,bergs001,navaj001,,,,,
HOU199807010,CHA,HOU,HOU02,1998/07/01,0,7:05,night,false,davig901,connp901,mealj901,tatat901,,pitches,72,unknown,0,dry,none,dome,174,29050,schop001,parqj001,,,,,
HOU199807020,CHA,HOU,HOU02,1998/07/02,0,7:05,night,false,connp901,mealj901,tatat901,davig901,,pitches,72,unknown,0,dry,none,dome,145,25344,baldj002,limaj001,simab001,,,,
HOU199807030,ARI,HOU,HOU02,1998/07/03,0,7:06,night,false,darlg901,wintm901,buckc901,ripps901,,pitches,72,unknown,0,dry,none,dome,176,34382,reyns001,benea001,wagnb001,,,,
HOU199807040,ARI,HOU,HOU02,1998/07/04,0,6:07,night,false,wintm901,buckc901,ripps901,darlg901,,pitches,72,unknown,0,dry,none,dome,170,31477,andeb002,hampm001,,,,,
HOU199807050,ARI,HOU,HOU02,1998/07/05,0,1:36,day,false,buckc901,ripps901,wintm901,darlg901,,pitches,72,unknown,0,dry,none,dome,202,23607,bergs001,blaiw001,wagnb001,,,,
HOU199807170,SFN,HOU,HOU02,1998/07/17,0,7:06,night,false,froeb901,hirsm901,nelsj901,vanol901,,pitches,72,unknown,0,dry,none,dome,164,40709,limaj001,ruetk001,,,,,
HOU199807180,SFN,HOU,HOU02,1998/07/18,0,3:07,day,false,hirsm901,nelsj901,vanol901,froeb901,,pitches,72,unknown,0,dry,none,dome,163,35257,bergs001,darwd001,,,,,
HOU199807190,SFN,HOU,HOU02,1998/07/19,0,1:35,day,false,nelsj901,vanol901,hirsm901,froeb901,,pitches,72,unknown,0,dry,none,dome,227,32900,henrd002,nen-r001,,,,,
HOU199807200,COL,HOU,HOU02,1998/07/20,0,7:05,night,false,danlk901,quicj901,kellj901,connp901,,pitches,72,unknown,0,dry,none,dome,197,25491,henrd002,vered001,,,,,
HOU199807210,COL,HOU,HOU02,1998/07/21,0,7:05,night,false,quicj901,connp901,kellj901,danlk901,,pitches,72,unknown,0,dry,none,dome,130,28718,browm005,hampm001,,,,,
HOU199807270,FLO,HOU,HOU02,1998/07/27,0,7:05,night,false,grege901,vanol901,hirsm901,nelsj901,,pitches,72,unknown,0,dry,none,dome,135,20888,limaj001,meadb001,,,,,
HOU199807280,FLO,HOU,HOU02,1998/07/28,0,7:05,night,false,vanol901,hirsm901,nelsj901,grege901,,pitches,72,unknown,0,dry,none,dome,167,26220,bergs001,ojalk001,,,,,
HOU199807290,FLO,HOU,HOU02,1998/07/29,0,7:06,night,false,hirsm901,nelsj901,grege901,vanol901,,pitches,72,unknown,0,dry,none,dome,165,21870,schop001,larka001,elars001,,,,
HOU199807300,FLO,HOU,HOU02,1998/07/30,0,12:35,day,false,nelsj901,grege901,vanol901,hirsm901,,pitches,72,unknown,0,dry,none,dome,155,33303,hernl003,reyns001,,,,,
HOU199808070,PHI,HOU,HOU02,1998/08/07,0,7:05,night,false,drecb901,rapue901,pullf901,willc901,,pitches,72,unknown,0,dry,none,dome,141,52071,johnr005,welcm001,,,,,
HOU199808080,PHI,HOU,HOU02,1998/08/08,0,7:05,night,false,rapue901,pullf901,drecb901,willc901,,pitches,72,unknown,0,dry,none,dome,172,42523,henrd002,leitm001,,,,,
HOU199808090,PHI,HOU,HOU02,1998/08/09,0,1:36,day,false,pullf901,willc901,drecb901,rapue901,,pitches,72,unknown,0,dry,none,dome,174,28651,reyns001,beecm001,,,,,
HOU199808100,MIL,HOU,HOU02,1998/08/10,0,7:05,night,false,bellw901,davig901,mealj901,tatat901,,pitches,72,unknown,0,dry,none,dome,152,18995,elars001,fox-c001,wagnb001,,,,
HOU199808110,MIL,HOU,HOU02,1998/08/11,0,7:06,night,false,davig901,mealj901,bellw901,tatat901,,pitches,72,unknown,0,dry,none,dome,210,20553,magnm001,plune001,,,,,
HOU199808120,MIL,HOU,HOU02,1998/08/12,0,7:05,night,false,mealj901,tatat901,bellw901,davig901,,pitches,72,unknown,0,dry,none,dome,159,40217,johnr005,woodb002,,,,,
