game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi
CLE191204110,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1912/04/11,0,3:00PM,day,false,perrb901,dinnb101,(none),(none),"""56,39""","""Mike Grahek""","""Mike Grahek""",2015/01/13 3:36PM,park,none,0,unknown,-1,unknown,unknown,unknown,140,19304,mitcw101,mullg102,,
CLE191204120,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1912/04/12,0,3:00PM,day,false,dinnb101,perrb901,(none),(none),"""56,39""","""Mike Grahek""","""Mike Grahek""",2015/01/14 1:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,90,3442,baskj101,wille103,,
CLE191204130,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1912/04/13,0,3:00PM,day,false,dinnb101,perrb901,(none),(none),"""56""","""Mike Grahek""","""Mike Grahek""",2015/03/19 6:54AM,park,none,0,unknown,-1,unknown,unknown,unknown,140,8303,burnb101,georl101,,
CLE191204140,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1912/04/14,0,2:55PM,day,false,dinnb101,perrb901,(none),(none),"""156,85""","""Mike Grahek""","""Mike Grahek""",2015/10/01 12:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,100,17975,covit101,kahlg101,,
CLE191204150,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1912/04/15,0,3:00PM,day,false,perrb901,dinnb101,(none),(none),"""39,208""","""Mike Grahek""","""Mike Grahek""",2015/02/10 10:31AM,park,none,0,unknown,-1,unknown,unknown,unknown,120,3957,mitcw101,peltb101,,
CLE191204160,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1912/04/16,0,3:00PM,day,false,dinnb101,perrb901,(none),(none),"""208,39""","""Mike Grahek""","""Mike Grahek""",2015/02/06 1:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,140,2904,blanf102,browe101,,
CLE191204230,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1912/04/23,0,0:00PM,day,false,perrb901,dinnb101,(none),(none),"""69,109""","""Mike Grahek""","""Mike Grahek""",1998/11/18 10:44AM,park,none,0,unknown,-1,unknown,unknown,unknown,108,3477,walse101,mitcw101,,
CLE191204240,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1912/04/24,0,0:00PM,day,false,dinnb101,perrb901,(none),(none),"""69,109""","""Mike Grahek""","""Mike Grahek""",1998/11/19 1:29PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,2953,langf101,georl101,,
CLE191204250,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1912/04/25,0,0:00PM,day,false,perrb901,dinnb101,(none),(none),"""69,109""","""Mike Grahek""","""Mike Grahek""",1998/11/20 2:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,3830,benzj101,krapg101,,
CLE191205120,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1912/05/12,0,3:00PM,day,false,connt901,hartb901,(none),(none),"""408,39""","""Mike Grahek""","""Mike Grahek""",2015/03/06 12:14PM,park,none,0,unknown,-1,unknown,unknown,unknown,130,7361,kahlg101,akerj101,,
CLE191205251,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1912/05/25,1,0:00PM,day,false,connt901,hartb901,(none),(none),"""102,128,208,39""","""Rob Wood""","""Rob Wood""",2023/08/11 9:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,0,baskj101,lakej101,,
CLE191205252,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1912/05/25,2,0:00PM,day,false,hartb901,connt901,(none),(none),"""102,128,208,39""","""Rob Wood""","""Rob Wood""",2023/08/12 2:18PM,park,none,0,unknown,-1,unknown,unknown,unknown,130,9220,browe101,blanf102,hamie101,
CLE191205260,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1912/05/26,0,3:00PM,day,false,connt901,hartb901,(none),(none),"""39,85,208,SLR""","""Mike Grahek""","""Mike Grahek""",2015/10/25 6:58AM,park,none,0,unknown,-1,unknown,unknown,unknown,95,8231,peltb101,gregv101,,
CLE191205280,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1912/05/28,0,1:45PM,day,false,hartb901,connt901,(none),(none),"""109,CEA""","""Mike Grahek""","""Mike Grahek""",2014/09/02 7:41AM,park,none,0,unknown,-1,unknown,unknown,unknown,150,3005,langf101,krapg101,,
CLE191205291,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1912/05/29,1,0:00PM,day,false,connt901,hartb901,(none),(none),"""109""","""Mike Grahek""","""Mike Grahek""",2012/12/14 4:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,102,0,kahlg101,benzj101,,
CLE191205292,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1912/05/29,2,0:00PM,day,false,hartb901,connt901,(none),(none),"""109""","""Mike Grahek""","""Mike Grahek""",2014/12/12 3:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,101,1300,blanf102,mogrg101,,
CLE191205301,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1912/05/30,1,0:00PM,day,false,connt901,hartb901,(none),(none),"""69,109""","""Mike Grahek""","""Mike Grahek""",2012/12/19 2:45PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,0,walse101,mitcw101,,
CLE191205302,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1912/05/30,2,3:00PM,day,false,hartb901,connt901,(none),(none),"""CEA""","""Mike Grahek""","""Mike Grahek""",2014/12/11 4:38PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,2672,gregv101,langf101,,
CLE191206010,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1912/06/01,0,3:00PM,day,false,evanb901,eganr101,(none),(none),"""269,85""","""Mike Grahek""","""Mike Grahek""",2015/04/01 6:52AM,park,none,0,unknown,-1,unknown,unknown,unknown,115,5967,kahlg101,hallc103,,
CLE191206020,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1912/06/02,0,3:00PM,day,false,eganr101,evanb901,(none),(none),"""269,85""","""Mike Grahek""","""Mike Grahek""",2015/04/01 1:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,5845,woodj108,georl101,,
CLE191206030,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1912/06/03,0,3:00PM,day,false,evanb901,eganr101,(none),(none),"""269,85""","""Mike Grahek""","""Mike Grahek""",2015/04/01 6:23PM,park,none,0,unknown,-1,unknown,unknown,unknown,133,2498,baskj101,obrib101,,
CLE191206040,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1912/06/04,0,3:00PM,day,false,eganr101,evanb901,(none),(none),"""269,85""","""Mike Grahek""","""Mike Grahek""",2015/04/02 8:23AM,park,none,0,unknown,-1,unknown,unknown,unknown,128,5239,gregv101,bedih101,,
CLE191206050,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1912/06/05,0,0:00PM,day,false,evanb901,westf901,(none),(none),"""73,39""","""Mike Grahek""","""Mike Grahek""",2004/01/22 10:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,95,2679,kahlg101,quinj102,,
CLE191206060,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1912/06/06,0,3:12PM,day,false,westf901,evanb901,(none),(none),"""103""","""Mike Grahek""","""Mike Grahek""",2013/01/12 5:34PM,park,none,0,unknown,-1,unknown,unknown,unknown,100,2347,blanf102,fordr101,,
CLE191206070,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1912/06/07,0,3:00PM,day,false,evanb901,westf901,(none),(none),"""103""","""Mike Grahek""","""Mike Grahek""",2013/01/16 3:50PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,2445,caldr101,steeb101,warhj101,
CLE191206080,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1912/06/08,0,0:00PM,day,false,westf901,evanb901,(none),(none),"""73""","""Mike Grahek""","""Mike Grahek""",2004/02/08 10:34PM,park,none,0,unknown,-1,unknown,unknown,unknown,80,7000,kahlg101,warhj101,,
CLE191206090,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1912/06/09,0,3:00PM,day,false,connt901,hartb901,(none),(none),"""85""","""Mike Grahek""","""Mike Grahek""",2015/04/05 9:24AM,park,none,0,unknown,-1,unknown,unknown,unknown,132,14000,coomj101,gregv101,,
CLE191206100,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1912/06/10,0,3:30PM,day,false,hartb901,connt901,(none),(none),"""119""","""Mike Grahek""","""Mike Grahek""",2013/01/24 6:31AM,park,none,0,unknown,-1,unknown,unknown,unknown,120,2956,bendc101,blanf102,,
CLE191206110,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1912/06/11,0,3:30PM,day,false,connt901,hartb901,(none),(none),"""43""","""Mike Grahek""","""Mike Grahek""",2014/12/10 4:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,140,2897,plane101,kahlg101,,
CLE191206120,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1912/06/12,0,3:30PM,day,false,hartb901,connt901,(none),(none),"""43""","""Mike Grahek/RWood""","""Mike Grahek/RWood""",2014/10/31 7:23AM,park,none,0,unknown,-1,unknown,unknown,unknown,101,1443,coomj101,baskj101,,
CLE191206130,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1912/06/13,0,3:30PM,day,false,connt901,hartb901,(none),(none),"""85,222,408,611""","""Mike Grahek/RWood""","""Mike Grahek/RWood""",2015/04/15 6:59AM,park,none,0,unknown,-1,unknown,unknown,unknown,113,2430,groob101,georl101,,
CLE191206140,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1912/06/14,0,3:30PM,day,false,hartb901,connt901,(none),(none),"""222,85,39""","""Mike Grahek""","""Mike Grahek""",2015/04/16 1:25PM,park,none,0,unknown,-1,unknown,unknown,unknown,162,2729,hught103,blanf102,,
CLE191206150,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1912/06/15,0,3:30PM,day,false,connt901,hartb901,(none),(none),"""222,85,39""","""Mike Grahek""","""Mike Grahek""",2015/04/17 2:29PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,4569,cashc101,mitcw101,groob101,
CLE191206250,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1912/06/25,0,3:30PM,day,false,dinnb101,sherj901,(none),(none),"""248""","""Mike Grahek""","""Mike Grahek""",2013/02/25 10:18AM,park,none,0,unknown,-1,unknown,unknown,unknown,127,3704,blanf102,wille103,,
CLE191206260,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1912/06/26,0,3:30PM,day,false,dinnb101,sherj901,(none),(none),"""248""","""Mike Grahek""","""Mike Grahek""",2013/02/26 2:21PM,park,none,0,unknown,-1,unknown,unknown,unknown,108,3623,lakej101,krapg101,,
CLE191206270,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1912/06/27,0,2:45PM,day,false,dinnb101,sherj901,(none),(none),"""248""","""Mike Grahek""","""Mike Grahek""",2013/03/04 12:29PM,park,none,0,unknown,-1,unknown,unknown,unknown,102,3093,blanf102,workr101,,
CLE191207061,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1912/07/06,1,1:30PM,day,false,dinnb101,sherj901,(none),(none),"""208,39,85""","""Mike Grahek""","""Mike Grahek""",2015/06/08 12:12PM,park,none,0,unknown,-1,unknown,unknown,unknown,100,0,powej105,kahlg101,,
CLE191207062,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1912/07/06,2,0:00PM,day,false,dinnb101,sherj901,(none),(none),"""208,39,85""","""Mike Grahek""","""Mike Grahek""",2015/06/09 12:42PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,8277,baskj101,browe101,,
CLE191207070,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1912/07/07,0,3:00PM,day,false,dinnb101,sherj901,(none),(none),"""208,39,85""","""Mike Grahek""","""Mike Grahek""",2015/06/10 8:17AM,park,none,0,unknown,-1,unknown,unknown,unknown,100,4691,steeb101,hamie101,,
CLE191207140,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1912/07/14,0,3:00PM,day,false,westf901,evanb901,(none),(none),"""119""","""Mike Grahek""","""Mike Grahek""",2013/10/03 8:06AM,park,none,0,unknown,-1,unknown,unknown,unknown,120,6550,blanf102,morgc102,,
CLE191207271,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1912/07/27,1,1:30PM,day,false,westf901,evanb901,(none),(none),"""222,39,WS""","""Mike Grahek""","""Mike Grahek""",2015/07/06 3:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,107,0,cashc101,blanf102,,
CLE191207272,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1912/07/27,2,0:00PM,day,false,evanb901,westf901,(none),(none),"""222,39,WS""","""Mike Grahek""","""Mike Grahek""",2015/07/07 8:02AM,park,none,0,unknown,-1,unknown,unknown,unknown,124,13105,groob101,baskj101,,
CLE191207281,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1912/07/28,1,1:30PM,day,false,westf901,evanb901,(none),(none),"""222,WH""","""Mike Grahek""","""Mike Grahek""",2015/07/08 7:52AM,park,none,0,unknown,-1,unknown,unknown,unknown,95,0,johnw102,gregv101,,
CLE191207282,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1912/07/28,2,0:00PM,day,false,evanb901,westf901,(none),(none),"""222,WH""","""Mike Grahek""","""Mike Grahek""",2015/07/08 1:05PM,park,none,0,unknown,-1,unknown,unknown,unknown,90,11855,vaugh101,steeb101,,
CLE191208031,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1912/08/03,1,1:00PM,day,false,westf901,evanb901,(none),(none),"""85,39,PNA""","""Mike Grahek""","""Mike Grahek""",2015/07/20 2:39PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,0,coomj101,blanf102,,
CLE191208032,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1912/08/03,2,0:00PM,day,false,evanb901,westf901,(none),(none),"""39,266,85""","""Rob Wood/Bill Way""","""Rob Wood/RWood""",2023/08/14 3:42PM,park,none,0,unknown,-1,unknown,unknown,unknown,88,8487,bendc101,kahlg101,,
CLE191208040,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1912/08/04,0,3:00PM,day,false,evanb901,eganr101,(none),(none),"""269,39,85""","""Mike Grahek""","""Mike Grahek""",2015/07/21 3:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,130,4941,obrib101,steeb101,,
CLE191208050,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1912/08/05,0,0:00PM,day,false,eganr101,sherj901,(none),(none),"""269,85,39""","""Mike Grahek""","""Mike Grahek""",2015/07/22 4:13PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,2927,gregv101,bedih101,,
CLE191208060,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1912/08/06,0,3:30PM,day,false,eganr101,sherj901,(none),(none),"""269,BP,39,85""","""Mike Grahek""","""Mike Grahek""",2015/07/24 7:21AM,park,none,0,unknown,-1,unknown,unknown,unknown,155,3500,woodj108,blanf102,,
CLE191208070,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1912/08/07,0,3:30PM,day,false,eganr101,sherj901,(none),(none),"""269,39,85""","""Mike Grahek""","""Mike Grahek""",2015/07/25 1:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,3255,,,,
CLE191208080,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1912/08/08,0,3:30PM,day,false,eganr101,sherj901,(none),(none),"""NY Mail""","""Mike Grahek""","""Mike Grahek""",2014/01/09 5:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,100,2876,kahlg101,fordr101,,
CLE191208090,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1912/08/09,0,0:00PM,day,false,eganr101,sherj901,(none),(none),"""80,73""","""Mike Grahek""","""Mike Grahek""",2006/01/03 6:52AM,park,none,0,unknown,-1,unknown,unknown,unknown,130,2000,gregv101,mccog101,,
CLE191208100,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1912/08/10,0,0:00PM,day,false,eganr101,sherj901,(none),(none),"""80,73""","""Mike Grahek""","""Mike Grahek""",2006/01/15 4:30PM,park,none,0,unknown,-1,unknown,unknown,unknown,96,3118,steeb101,caldr101,,
CLE191208110,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1912/08/11,0,3:00PM,day,false,eganr101,sherj901,(none),(none),"""73""","""Mike Grahek""","""Mike Grahek""",2014/12/22 6:45AM,park,none,0,unknown,-1,unknown,unknown,unknown,115,2497,blanf102,davii103,,
CLE191208120,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1912/08/12,0,3:15PM,day,false,eganr101,sherj901,(none),(none),"""CIO,381,111,39""","""Mike Grahek""","""Mike Grahek""",2015/07/31 7:50AM,park,none,0,unknown,-1,unknown,unknown,unknown,105,5507,kahlg101,walse101,,
CLE191208300,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1912/08/30,0,3:30PM,day,false,evanb901,eganr101,(none),(none),"""CEA,111""","""Mike Grahek""","""Mike Grahek""",2015/01/20 10:17AM,park,none,0,unknown,-1,unknown,unknown,unknown,103,4153,blanf102,dougp101,,
CLE191208310,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1912/08/31,0,3:30PM,day,false,evanb901,eganr101,(none),(none),"""109,381,CIO,111,638""","""Mike Grahek/Thress""","""Mike Grahek/Thress""",2015/08/30 2:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,7640,cicoe101,gregv101,,
CLE191209010,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1912/09/01,0,3:00PM,day,false,olous901,westf901,(none),(none),"""208,39""","""Mike Grahek""","""Mike Grahek""",2015/08/31 7:41AM,park,none,0,unknown,-1,unknown,unknown,unknown,120,7856,baumg101,steeb101,weilc101,
CLE191209021,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1912/09/02,1,10:00AM,day,false,olous901,westf901,(none),(none),"""SLPD""","""Mike Grahek""","""Mike Grahek""",2014/04/29 8:25AM,park,none,0,unknown,-1,unknown,unknown,unknown,130,4824,napib101,kahlg101,,
CLE191209022,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1912/09/02,2,0:00PM,day,false,olous901,westf901,(none),(none),"""208,39,85""","""Mike Grahek""","""Mike Grahek""",2015/09/01 6:52AM,park,none,0,unknown,-1,unknown,unknown,unknown,110,7826,gregv101,powej105,,
CLE191209100,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1912/09/10,0,3:00PM,day,false,olous901,westf901,(none),(none),"""222,85,WH""","""Mike Grahek""","""Mike Grahek""",2015/09/07 7:01AM,park,none,0,unknown,-1,unknown,unknown,unknown,135,3221,cashc101,blanf102,,
CLE191209110,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1912/09/11,0,0:00PM,day,false,olous901,westf901,(none),(none),"""222,WT,85,WH""","""Mike Grahek""","""Mike Grahek""",2015/09/07 8:42AM,park,none,0,unknown,-1,unknown,unknown,unknown,95,2351,blanf102,johnw102,,
CLE191209120,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1912/09/12,0,0:00PM,day,false,olous901,westf901,(none),(none),"""222,WH,WT,85""","""Mike Grahek""","""Mike Grahek""",2015/09/07 1:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,116,2374,groob101,mitcw101,,
CLE191209130,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1912/09/13,0,3:00PM,day,false,olous901,westf901,(none),(none),"""119""","""Mike Grahek""","""Mike Grahek""",2014/05/24 10:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,1965,gregv101,browb103,,
CLE191209141,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1912/09/14,1,1:30PM,day,false,olous901,westf901,(none),(none),"""119""","""Mike Grahek""","""Mike Grahek""",2014/05/25 10:57AM,park,none,0,unknown,-1,unknown,unknown,unknown,120,0,steeb101,coomj101,,
CLE191209142,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1912/09/14,2,0:00PM,day,false,olous901,westf901,(none),(none),"""119""","""Mike Grahek""","""Mike Grahek""",2014/05/25 2:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,75,8141,baskj101,crabr101,,
CLE191209160,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1912/09/16,0,3:00PM,day,false,olous901,westf901,(none),(none),"""43""","""Mike Grahek""","""Mike Grahek""",2014/10/14 7:43AM,park,none,0,unknown,-1,unknown,unknown,unknown,125,1820,plane101,mitcw101,,
CLE191209171,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1912/09/17,1,1:30PM,day,false,connt901,hartb901,(none),(none),"""269,85,39""","""Mike Grahek""","""Mike Grahek""",2015/09/15 6:51AM,park,none,0,unknown,-1,unknown,unknown,unknown,148,0,gregv101,collr103,,
CLE191209172,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1912/09/17,2,0:00PM,day,false,connt901,hartb901,(none),(none),"""269,39,85""","""Mike Grahek""","""Mike Grahek""",2015/09/15 12:56PM,park,none,0,unknown,-1,unknown,unknown,unknown,65,8647,blanf102,obrib101,,
CLE191209191,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1912/09/19,1,1:30PM,day,false,connt901,hartb901,(none),(none),"""269,39,85,BP""","""Mike Grahek""","""Mike Grahek""",2015/09/17 12:25PM,park,none,0,unknown,-1,unknown,unknown,unknown,75,0,steeb101,hallc103,kahlg101,
CLE191209192,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1912/09/19,2,0:00PM,day,false,connt901,hartb901,(none),(none),"""269,163,39,85""","""Mike Grahek""","""Mike Grahek""",2015/09/18 6:47AM,park,none,0,unknown,-1,unknown,unknown,unknown,102,2917,baskj101,bedih101,,
CLE191209200,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1912/09/20,0,3:00PM,day,false,connt901,hartb901,(none),(none),"""NYM,73""","""Mike Grahek""","""Mike Grahek""",2014/06/02 8:09AM,park,none,0,unknown,-1,unknown,unknown,unknown,125,1847,kahlg101,thomt104,jamel102,
CLE191209210,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1912/09/21,0,3:00PM,day,false,connt901,hartb901,(none),(none),"""NY Mail""","""Mike Grahek""","""Mike Grahek""",2014/06/14 7:59PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,5251,brenb102,warhj101,,
CLE191209260,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1912/09/26,0,3:00PM,day,false,olous901,mcgre901,(none),(none),"""248""","""Mike Grahek/RWood""","""Mike Grahek/RWood""",2014/10/19 9:54AM,park,none,0,unknown,-1,unknown,unknown,unknown,98,1623,gregv101,boehg101,,
CLE191209270,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1912/09/27,0,3:00PM,day,false,olous901,mcgre901,(none),(none),"""248""","""Mike Grahek/RWood""","""Mike Grahek/RWood""",2014/10/22 9:15AM,park,none,0,unknown,-1,unknown,unknown,unknown,125,4218,mitcw101,wheac101,,
CLE191209280,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1912/09/28,0,3:00PM,day,false,olous901,mcgre901,(none),(none),"""248""","""Mike Grahek""","""Mike Grahek""",2014/10/03 12:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,122,4218,daush101,kahlg101,,
CLE191209290,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1912/09/29,0,3:00PM,day,false,olous901,mcgre901,(none),(none),"""85,39,156""","""Mike Grahek""","""Mike Grahek""",2015/10/07 1:34PM,park,none,0,unknown,-1,unknown,unknown,unknown,85,2411,gregv101,lakej101,,
PHA191204110,"""version 7RS(19) of 07/07/92""",WS1,PHA,PHI11,1912/04/11,0,3:00PM,day,false,olous901,westf901,(none),(none),"""119""","""Mike Grahek""","""Mike Grahek""",2012/10/05 7:42AM,park,none,0,unknown,-1,unknown,unknown,unknown,125,18000,coomj101,johnw102,,
PHA191204120,"""version 7RS(19) of 07/07/92""",WS1,PHA,PHI11,1912/04/12,0,3:30PM,day,false,westf901,olous901,(none),(none),"""119""","""Mike Grahek""","""Mike Grahek""",2012/11/01 7:01AM,park,none,0,unknown,-1,unknown,unknown,unknown,100,4500,morgc102,walkd102,,
PHA191204150,"""version 7RS(19) of 07/07/92""",BOS,PHA,PHI11,1912/04/15,0,3:30PM,day,false,olous901,westf901,(none),(none),"""119""","""Mike Grahek/RWood""","""Mike Grahek/RWood""",2012/11/07 9:13AM,park,none,0,unknown,-1,unknown,unknown,unknown,119,8000,plane101,cicoe101,,
PHA191204160,"""version 7RS(19) of 07/07/92""",BOS,PHA,PHI11,1912/04/16,0,3:30PM,day,false,westf901,olous901,(none),(none),"""43,269""","""Mike Grahek""","""Mike Grahek""",2012/11/16 10:08AM,park,none,0,unknown,-1,unknown,unknown,unknown,130,5000,woodj108,krauh101,,
PHA191205010,"""version 7RS(19) of 07/07/92""",NYA,PHA,PHI11,1912/05/01,0,0:00PM,day,false,westf901,olous901,(none),(none),"""73""","""Mike Grahek""","""Mike Grahek""",1998/12/10 8:20AM,park,none,0,unknown,-1,unknown,unknown,unknown,110,5000,fordr101,bendc101,,
PHA191205020,"""version 7RS(19) of 07/07/92""",NYA,PHA,PHI11,1912/05/02,0,3:45PM,day,false,olous901,westf901,(none),(none),"""73,437""","""Mike Grahek""","""Mike Grahek""",2014/08/12 6:48AM,park,none,0,unknown,-1,unknown,unknown,unknown,135,5000,quinj102,morgc102,,
PHA191205030,"""version 7RS(19) of 07/07/92""",NYA,PHA,PHI11,1912/05/03,0,3:45PM,day,false,westf901,olous901,(none),(none),"""437,NYM""","""Mike Grahek""","""Mike Grahek""",2014/08/16 6:00PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,4000,browb103,caldr101,plane101,
PHA191205040,"""version 7RS(19) of 07/07/92""",NYA,PHA,PHI11,1912/05/04,0,0:00PM,day,false,olous901,westf901,(none),(none),"""73""","""Mike Grahek""","""Mike Grahek""",1998/12/23 9:00AM,park,none,0,unknown,-1,unknown,unknown,unknown,135,15000,plane101,vaugh101,,
PHA191205100,"""version 7RS(19) of 07/07/92""",CLE,PHA,PHI11,1912/05/10,0,3:45PM,day,false,connt901,hartb901,(none),(none),"""437""","""Mike Grahek""","""Mike Grahek""",2014/08/18 7:08AM,park,none,0,unknown,-1,unknown,unknown,unknown,130,14000,gregv101,morgc102,,
PHA191205110,"""version 7RS(19) of 07/07/92""",CHA,PHA,PHI11,1912/05/11,0,0:00PM,day,false,hartb901,connt901,(none),(none),"""109,69""","""Mike Grahek""","""Mike Grahek""",2000/03/19 9:50PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,20000,langf101,plane101,walse101,
PHA191205130,"""version 7RS(19) of 07/07/92""",CHA,PHA,PHI11,1912/05/13,0,3:45PM,day,false,hartb901,connt901,(none),(none),"""437,109""","""Mike Grahek""","""Mike Grahek""",2014/08/19 4:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,3500,walse101,browb103,,
