game_id,inning,batting_home,batter_id,count_raw,balls,strikes,pitches,event_raw
CLE191204110,1.0,0.0,vitto101,??,,,,8/F
CLE191204110,1.0,0.0,loudb101,??,,,,K
CLE191204110,1.0,0.0,cobbt101,??,,,,43
CLE191204110,1.0,1.0,butch101,??,,,,53
CLE191204110,1.0,1.0,olsoi101,??,,,,7/F
CLE191204110,1.0,1.0,jackj101,??,,,,S8/78
CLE191204110,1.0,1.0,lajon101,??,,,,S7.1-3
CLE191204110,1.0,1.0,ryanb102,??,,,,43
CLE191204110,2.0,0.0,craws101,??,,,,99
CLE191204110,2.0,0.0,delaj103,??,,,,13
CLE191204110,2.0,0.0,gaind101,??,,,,13
CLE191204110,2.0,1.0,hohne101,??,,,,E4/TH
CLE191204110,2.0,1.0,turnt105,??,,,,99(B)/SH.1-2
CLE191204110,2.0,1.0,eastt101,??,,,,5/P
CLE191204110,2.0,1.0,mitcw101,??,,,,S8.2-H(UR)
CLE191204110,2.0,1.0,butch101,??,,,,99
CLE191204110,3.0,0.0,bushd102,??,,,,99
CLE191204110,3.0,0.0,stano101,??,,,,K
CLE191204110,3.0,0.0,mullg102,??,,,,W
CLE191204110,3.0,0.0,vitto101,??,,,,S8/78.1-3
CLE191204110,3.0,0.0,loudb101,??,,,,23
CLE191204110,3.0,1.0,olsoi101,??,,,,163
CLE191204110,3.0,1.0,jackj101,??,,,,K/C
CLE191204110,3.0,1.0,lajon101,??,,,,99(B)/F
CLE191204110,4.0,0.0,cobbt101,??,,,,99
CLE191204110,4.0,0.0,craws101,??,,,,99
CLE191204110,4.0,0.0,delaj103,??,,,,S9/P
CLE191204110,4.0,0.0,gaind101,??,,,,7/7D/L
CLE191204110,4.0,1.0,ryanb102,??,,,,E6/TH
CLE191204110,4.0,1.0,hohne101,??,,,,SB2
CLE191204110,4.0,1.0,hohne101,??,,,,99/SH.2-3
CLE191204110,4.0,1.0,turnt105,??,,,,163.3-H(UR)
CLE191204110,4.0,1.0,eastt101,??,,,,K
CLE191204110,5.0,0.0,bushd102,??,,,,99
CLE191204110,5.0,0.0,stano101,??,,,,S
CLE191204110,5.0,0.0,mullg102,??,,,,4(1)/FO
