game_id,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,oscorer,gametype,umplf,umprf
MON199904080,NYN,MON,1999/04/08,MON02,0,7:13PM,night,false,nauep901,crawj901,grege901,gormb901,pitches,72,unknown,0,dry,none,dome,172,43918,batim001,herso001,urbiu001,,,,
MON199904090,NYN,MON,1999/04/09,MON02,0,7:05PM,night,false,crawj901,grege901,gormb901,nauep901,pitches,72,unknown,0,dry,none,dome,175,12386,yoshm001,thurm002,,,,,
MON199904100,NYN,MON,1999/04/10,MON02,0,2:05PM,day,false,grege901,gormb901,nauep901,crawj901,pitches,72,unknown,0,dry,none,dome,203,16173,cookd001,telfa001,franj001,,,,
MON199904110,NYN,MON,1999/04/11,MON02,0,1:37PM,day,false,gormb901,nauep901,crawj901,grege901,pitches,72,unknown,0,dry,none,dome,190,10366,watsa001,pavac001,franj001,,,,
MON199904130,MIL,MON,1999/04/13,MON02,0,7:08PM,night,false,davig901,laynj901,riekr901,drecb901,pitches,72,unknown,0,dry,none,dome,171,5589,woods001,vazqj001,,,,,
MON199904140,MIL,MON,1999/04/14,MON02,0,7:05PM,night,false,laynj901,riekr901,drecb901,davig901,pitches,72,unknown,0,dry,none,dome,160,6525,batim001,abboj001,,,,,
MON199904150,MIL,MON,1999/04/15,MON02,0,1:36PM,day,false,riekr901,drecb901,davig901,laynj901,pitches,72,unknown,0,dry,none,dome,186,5864,karls001,ayalb002,,,,,
MON199904230,PHI,MON,1999/04/23,MON02,0,7:10PM,night,false,wegnm901,froeb901,hirsm901,rapue901,pitches,72,unknown,0,dry,none,dome,167,8818,ogeac001,hermd001,,,,,
MON199904240,PHI,MON,1999/04/24,MON02,0,7:09PM,night,false,froeb901,hirsm901,rapue901,wegnm901,pitches,72,unknown,0,dry,none,dome,178,8212,gracm002,ayalb002,gomew001,,,,
MON199904250,PHI,MON,1999/04/25,MON02,0,1:37PM,day,false,hirsm901,rapue901,wegnm901,froeb901,pitches,72,unknown,0,dry,none,dome,163,9280,byrdp001,urbiu001,,,,,
MON199904270,SFN,MON,1999/04/27,MON02,0,7:09PM,night,false,rapue901,wendh902,hirsm901,wegnm901,pitches,72,unknown,0,dry,none,dome,191,5202,johnj006,klins002,nen-r001,,,,
MON199904280,SFN,MON,1999/04/28,MON02,0,7:07PM,night,false,wendh902,hirsm901,wegnm901,rapue901,pitches,72,unknown,0,dry,none,dome,162,4998,nathj001,hermd001,nen-r001,,,,
MON199904290,SFN,MON,1999/04/29,MON02,0,7:07PM,night,false,hirsm901,wegnm901,rapue901,wendh902,pitches,72,unknown,0,dry,none,dome,216,5253,ortir001,pavac001,nen-r001,,,,
MON199904300,SLN,MON,1999/04/30,MON02,0,7:08PM,night,false,monte901,wendh902,wintm901,danlk901,pitches,72,unknown,0,dry,none,dome,187,11170,urbiu001,acevj001,,,,,
MON199905010,SLN,MON,1999/05/01,MON02,0,7:09PM,night,false,wendh902,wintm901,danlk901,monte901,pitches,72,unknown,0,dry,none,dome,191,14511,osbod001,thurm002,mohlm001,,,,
MON199905020,SLN,MON,1999/05/02,MON02,0,1:38PM,day,false,wintm901,danlk901,monte901,wendh902,pitches,72,unknown,0,dry,none,dome,228,11610,acevj001,urbiu001,radis001,,,,
MON199905030,LAN,MON,1999/05/03,MON02,0,7:05PM,night,false,hohnb901,schrp901,tatat901,hallt901,pitches,72,unknown,0,dry,none,dome,172,5132,parkc002,hermd001,,,,,
MON199905040,LAN,MON,1999/05/04,MON02,0,7:08PM,night,false,schrp901,tatat901,hallt901,hohnb901,pitches,72,unknown,0,dry,none,dome,147,5846,pavac001,valdi001,urbiu001,,,,
MON199905050,LAN,MON,1999/05/05,MON02,0,7:09PM,night,false,tatat901,hallt901,hohnb901,schrp901,pitches,72,unknown,0,dry,none,dome,144,5518,arnoj001,vazqj001,,,,,
MON199905170,PHI,MON,1999/05/17,MON02,0,7:09PM,night,false,drecb901,davig901,laynj901,riekr901,pitches,72,unknown,0,dry,none,dome,169,5104,schic002,thurm002,,,,,
MON199905180,PHI,MON,1999/05/18,MON02,0,7:08PM,night,false,davig901,laynj901,riekr901,drecb901,pitches,72,unknown,0,dry,none,dome,190,4660,batim001,bennj001,urbiu001,,,,
MON199905190,PHI,MON,1999/05/19,MON02,0,7:07PM,night,false,laynj901,riekr901,drecb901,davig901,pitches,72,unknown,0,dry,none,dome,181,5182,klins002,branj001,,,,,
MON199905210,MIL,MON,1999/05/21,MON02,0,7:10PM,night,false,demud901,relic901,kellj901,holbs901,pitches,72,unknown,0,dry,none,dome,212,8819,wickb001,ayalb002,weatd001,,,,
MON199905220,MIL,MON,1999/05/22,MON02,0,7:08PM,night,false,relic901,kellj901,holbs901,demud901,pitches,72,unknown,0,dry,none,dome,184,8412,vazqj001,karls001,telfa001,,,,
MON199905230,MIL,MON,1999/05/23,MON02,0,1:36PM,day,false,kellj901,holbs901,demud901,relic901,pitches,72,unknown,0,dry,none,dome,185,8225,weatd001,urbiu001,,,,,
MON199905280,SFN,MON,1999/05/28,MON02,0,7:07PM,night,false,gibsg901,willc901,pullf901,bonig901,pitches,72,unknown,0,dry,none,dome,172,6535,telfa001,ortir001,urbiu001,,,,
MON199905290,SFN,MON,1999/05/29,MON02,0,7:08PM,night,false,willc901,pullf901,bonig901,gibsg901,pitches,72,unknown,0,dry,none,dome,185,8516,thurm002,estes001,urbiu001,,,,
MON199905300,SFN,MON,1999/05/30,MON02,0,1:37PM,day,false,pullf901,bonig901,gibsg901,willc901,pitches,72,unknown,0,dry,none,dome,176,8172,batim001,brocc001,urbiu001,,,,
MON199905310,ARI,MON,1999/05/31,MON02,0,7:05PM,night,false,vanol901,marsr901,westj901,herna901,pitches,72,unknown,0,dry,none,dome,179,5048,holmd001,klins002,olsog001,,,,
MON199906010,ARI,MON,1999/06/01,MON02,0,7:05PM,night,false,marsr901,westj901,herna901,vanol901,pitches,72,unknown,0,dry,none,dome,173,5188,motag001,frasj001,urbiu001,,,,
MON199906020,ARI,MON,1999/06/02,MON02,0,7:08PM,night,false,westj901,herna901,vanol901,marsr901,pitches,72,unknown,0,dry,none,dome,181,5395,daalo001,vazqj001,,,,,
MON199906070,BOS,MON,1999/06/07,MON02,0,7:06PM,night,false,crawj901,nauep901,buckc901,gormb901,pitches,72,unknown,0,dry,none,dome,144,7003,pavac001,sabeb001,,,,,
MON199906080,BOS,MON,1999/06/08,MON02,0,7:05PM,night,false,nauep901,buckc901,gormb901,crawj901,pitches,72,unknown,0,dry,none,dome,147,7233,smitd006,waket001,,,,,
MON199906090,BOS,MON,1999/06/09,MON02,0,7:05PM,night,false,buckc901,gormb901,crawj901,nauep901,pitches,72,unknown,0,dry,none,dome,160,19012,thurm002,martp001,,,,,
MON199906110,TBA,MON,1999/06/11,MON02,0,7:09PM,night,false,willc901,hallt901,vanol901,hudsm901,pitches,72,unknown,0,dry,none,dome,173,7067,batim001,wittb001,urbiu001,,,,
MON199906120,TBA,MON,1999/06/12,MON02,0,7:05PM,night,false,hallt901,vanol901,hudsm901,willc901,pitches,72,unknown,0,dry,none,dome,168,9307,callm001,hermd001,hernr001,,,,
MON199906130,TBA,MON,1999/06/13,MON02,0,1:37PM,day,false,vanol901,hudsm901,willc901,hallt901,pitches,72,unknown,0,dry,none,dome,152,7234,pavac001,rekab001,,,,,
MON199906250,FLO,MON,1999/06/25,MON02,0,7:05PM,night,false,rapue901,pullf901,gibsg901,willc901,pitches,72,unknown,0,dry,none,dome,143,6630,pavac001,ferna001,urbiu001,,,,
MON199906260,FLO,MON,1999/06/26,MON02,0,7:05PM,night,false,pullf901,gibsg901,willc901,rapue901,pitches,72,unknown,0,dry,none,dome,153,6540,dempr002,smitd006,,,,,
MON199906270,FLO,MON,1999/06/27,MON02,0,1:35PM,day,false,gibsg901,willc901,rapue901,pullf901,pitches,72,unknown,0,dry,none,dome,146,10208,sprid001,thurm002,mantm001,,,,
MON199906280,ATL,MON,1999/06/28,MON02,0,7:05PM,night,false,darlg901,buckc901,ripps901,poncl901,pitches,72,unknown,0,dry,none,dome,166,7078,millk004,batim001,,,,,
MON199906290,ATL,MON,1999/06/29,MON02,0,7:05PM,night,false,buckc901,ripps901,poncl901,darlg901,pitches,72,unknown,0,dry,none,dome,175,7069,urbiu001,rockj001,,,,,
MON199906300,ATL,MON,1999/06/30,MON02,0,7:05PM,night,false,ripps901,poncl901,darlg901,buckc901,pitches,72,unknown,0,dry,none,dome,160,7273,klins002,mcglk001,urbiu001,,,,
MON199907010,ATL,MON,1999/07/01,MON02,0,1:35PM,day,false,poncl901,darlg901,buckc901,ripps901,pitches,72,unknown,0,dry,none,dome,162,8874,glavt001,smitd006,,,,,
MON199907090,TOR,MON,1999/07/09,MON02,0,7:05PM,night,false,nelsj901,tatat901,buckc901,vanol901,pitches,72,unknown,0,dry,none,dome,166,10091,urbiu001,lloyg001,,,,,
MON199907100,TOR,MON,1999/07/10,MON02,0,7:05PM,night,false,tatat901,buckc901,vanol901,nelsj901,pitches,72,unknown,0,dry,none,dome,171,15005,quanp001,telfa001,kochb001,,,,
MON199907110,TOR,MON,1999/07/11,MON02,0,1:35PM,day,false,buckc901,vanol901,nelsj901,tatat901,pitches,72,unknown,0,dry,none,dome,134,15201,welld001,pavac001,,,,,
MON199907210,NYN,MON,1999/07/21,MON02,0,7:05PM,night,false,schrp901,tatat901,hudsm901,hohnb901,pitches,72,unknown,0,dry,none,dome,178,8676,reedr002,smitd006,,,,,
MON199907220,NYN,MON,1999/07/22,MON02,0,7:05PM,night,false,tatat901,hallt901,hohnb901,schrp901,pitches,72,unknown,0,dry,none,dome,149,8044,herso001,hermd001,,,,,
MON199907230,PIT,MON,1999/07/23,MON02,0,7:05PM,night,false,hallt901,hohnb901,schrp901,tatat901,pitches,72,unknown,0,dry,none,dome,124,7510,vazqj001,ritct001,,,,,
MON199907240,PIT,MON,1999/07/24,MON02,0,7:05PM,night,false,hohnb901,schrp901,tatat901,hallt901,pitches,72,unknown,0,dry,none,dome,151,13396,schop001,powej002,,,,,
MON199907250,PIT,MON,1999/07/25,MON02,0,1:35PM,day,false,schrp901,tatat901,hallt901,hohnb901,pitches,72,unknown,0,dry,none,dome,157,12244,schmj001,klins002,,,,,
MON199907260,CHN,MON,1999/07/26,MON02,0,7:05PM,night,false,drecb901,riekr901,laynj901,rungb901,pitches,72,unknown,0,dry,none,dome,147,10544,smitd006,liebj001,,,,,
MON199907270,CHN,MON,1999/07/27,MON02,0,7:05PM,night,false,riekr901,laynj901,rungb901,drecb901,pitches,72,unknown,0,dry,none,dome,141,10667,mulht001,hermd001,adamt001,,,,
MON199907280,CHN,MON,1999/07/28,MON02,0,7:05PM,night,false,laynj901,rungb901,drecb901,riekr901,pitches,72,unknown,0,dry,none,dome,131,9608,vazqj001,tapak001,,,,,
MON199908060,SDN,MON,1999/08/06,MON02,0,7:05PM,night,false,davib902,danlk901,monte901,wintm901,pitches,72,unknown,0,dry,none,dome,198,13540,hitcs001,smitd006,hofft001,,,,
MON199908070,SDN,MON,1999/08/07,MON02,0,7:05PM,night,false,danlk901,monte901,wintm901,davib902,pitches,72,unknown,0,dry,none,dome,158,25104,hermd001,willw001,urbiu001,,,,
MON199908080,SDN,MON,1999/08/08,MON02,0,1:35PM,day,false,monte901,wintm901,davib902,danlk901,pitches,72,unknown,0,dry,none,dome,164,9925,klins002,reyec001,urbiu001,,,,
MON199908090,SDN,MON,1999/08/09,MON02,0,7:05PM,night,false,relic901,hudsm901,kellj901,holbs901,pitches,72,unknown,0,dry,none,dome,164,7545,powej002,clemm001,,,,,
MON199908100,LAN,MON,1999/08/10,MON02,0,7:05PM,night,false,hudsm901,kellj901,holbs901,relic901,pitches,72,unknown,0,dry,none,dome,137,7645,thurm002,valdi001,urbiu001,,,,
MON199908110,LAN,MON,1999/08/11,MON02,0,7:05PM,night,false,kellj901,holbs901,relic901,hudsm901,pitches,72,unknown,0,dry,none,dome,214,8756,maddm002,ayalb002,shawj001,,,,
MON199908120,LAN,MON,1999/08/12,MON02,0,1:35PM,day,false,holbs901,relic901,hudsm901,kellj901,pitches,72,unknown,0,dry,none,dome,166,10649,juddm001,hermd001,,,,,
MON199908230,SLN,MON,1999/08/23,MON02,0,7:05PM,night,false,mealj901,poncl901,darlg901,ripps901,pitches,72,unknown,0,dry,none,dome,165,13668,telfa001,crour001,,,,,
MON199908240,SLN,MON,1999/08/24,MON02,0,7:05PM,night,false,poncl901,darlg901,ripps901,mealj901,pitches,72,unknown,0,dry,none,dome,162,17142,vazqj001,bottk001,urbiu001,,,,
MON199908250,SLN,MON,1999/08/25,MON02,0,7:05PM,night,false,darlg901,ripps901,mealj901,poncl901,pitches,72,unknown,0,dry,none,dome,141,15322,powej002,luebl001,urbiu001,,,,
MON199908260,CIN,MON,1999/08/26,MON02,0,7:05PM,night,false,herna901,vanol901,marsr901,westj901,pitches,72,unknown,0,dry,none,dome,182,6796,guzmj003,thurm002,wills002,,,,
MON199908270,CIN,MON,1999/08/27,MON02,0,7:05PM,night,false,vanol901,marsr901,westj901,herna901,pitches,72,unknown,0,dry,none,dome,161,8257,villr001,hermd001,gravd001,,,,
MON199908280,CIN,MON,1999/08/28,MON02,0,7:05PM,night,false,marsr901,westj901,herna901,vanol901,pitches,72,unknown,0,dry,none,dome,172,11238,klins002,wills002,,,,,
MON199908290,CIN,MON,1999/08/29,MON02,0,1:35PM,day,false,westj901,herna901,vanol901,marsr901,pitches,72,unknown,0,dry,none,dome,152,10291,motag001,harnp001,urbiu001,,,,
MON199909030,HOU,MON,1999/09/03,MON02,0,7:05PM,night,false,lampi901,timmt901,laynj901,kellj901,pitches,72,unknown,0,dry,none,dome,169,8417,hampm001,smitd006,,,,,
MON199909040,HOU,MON,1999/09/04,MON02,0,7:05PM,night,false,timmt901,laynj901,kellj901,lampi901,pitches,72,unknown,0,dry,none,dome,186,8471,cabrj001,urbiu001,,,,,
MON199909050,HOU,MON,1999/09/05,MON02,0,1:35PM,day,false,laynj901,kellj901,lampi901,timmt901,pitches,72,unknown,0,dry,none,dome,182,8302,elars001,telfa001,,,,,
MON199909060,COL,MON,1999/09/06,MON02,0,1:35PM,day,false,relic901,kulpr901,demud901,hudsm901,pitches,72,unknown,0,dry,none,dome,173,7698,astap001,thurm002,vered001,,,,
MON199909070,COL,MON,1999/09/07,MON02,0,7:05PM,night,false,kulpr901,demud901,hudsm901,relic901,pitches,72,unknown,0,dry,none,dome,127,5517,hermd001,thomj005,urbiu001,,,,
MON199909080,COL,MON,1999/09/08,MON02,0,1:35PM,day,false,demud901,hudsm901,relic901,kulpr901,pitches,72,unknown,0,dry,none,dome,136,5548,wrigj001,smitd006,,,,,
MON199909240,ATL,MON,1999/09/24,MON02,0,7:05PM,night,false,bellw901,monte901,randt901,danlk901,pitches,72,unknown,0,dry,none,dome,178,8969,bergs001,motag001,remlm001,,,,
MON199909250,ATL,MON,1999/09/25,MON02,0,7:05PM,night,false,monte901,randt901,danlk901,bellw901,pitches,72,unknown,0,dry,none,dome,156,11584,mulht001,vazqj001,rockj001,,,,
MON199909260,ATL,MON,1999/09/26,MON02,0,1:35PM,day,false,randt901,danlk901,bellw901,monte901,pitches,72,unknown,0,dry,none,dome,151,12582,smolj001,powej002,,,,,
MON199909270,FLO,MON,1999/09/27,MON02,0,7:05PM,night,false,mealj901,bellw901,ripps901,wendh902,pitches,72,unknown,0,dry,none,dome,155,5156,telfa001,almoh001,,,,,
MON199909280,FLO,MON,1999/09/28,MON02,0,7:05PM,night,false,bellw901,ripps901,wendh902,mealj901,pitches,72,unknown,0,dry,none,dome,158,5785,nunev001,hermd001,alfoa001,,,,
MON199909290,FLO,MON,1999/09/29,MON02,0,7:05PM,night,false,ripps901,wendh902,mealj901,bellw901,pitches,72,unknown,0,dry,none,dome,150,11689,klins002,loopb001,urbiu001,,,,
SDN199904040,COL,SDN,1999/04/04,MNT01,0,5:14PM,night,false,ripps901,darlg901,poncl901,mealj901,pitches,82,ltor,15,unknown,none,night,190,27104,kiled001,ashba002,,,,,
SDN199904060,COL,SDN,1999/04/06,SAN01,0,3:05PM,day,false,darlg901,poncl901,mealj901,ripps901,pitches,65,torf,11,unknown,none,cloudy,165,61247,hitcs001,astap001,hofft001,,,,
SDN199904070,COL,SDN,1999/04/07,SAN01,0,6:05PM,night,false,poncl901,mealj901,ripps901,darlg901,pitches,60,tocf,5,unknown,none,cloudy,139,32751,river001,joneb004,,,,,
SDN199904160,LAN,SDN,1999/04/16,SAN01,0,7:05PM,night,false,pullf901,willc901,bonig901,nelsj901,pitches,78,tocf,5,unknown,none,cloudy,158,48943,ashba002,browk001,,,,,
SDN199904170,LAN,SDN,1999/04/17,SAN01,0,7:05PM,night,false,willc901,bonig901,nelsj901,pullf901,pitches,76,ltor,3,unknown,none,night,170,56568,parkc002,reyec001,,,,,
SDN199904180,LAN,SDN,1999/04/18,SAN01,0,1:07PM,day,false,bonig901,nelsj901,pullf901,willc901,pitches,83,tocf,5,unknown,none,sunny,160,51341,miced001,masao001,hofft001,,,,
SDN199904190,PIT,SDN,1999/04/19,SAN01,0,7:08PM,night,false,schrp901,tatat901,hallt901,hohnb901,pitches,71,ltor,5,unknown,none,night,159,33616,schop001,spens002,chrij002,,,,
SDN199904200,PIT,SDN,1999/04/20,SAN01,0,7:07PM,night,false,tatat901,hallt901,hohnb901,schrp901,pitches,68,tolf,5,unknown,none,cloudy,210,15439,willm005,hofft001,,,,,
SDN199904210,PIT,SDN,1999/04/21,SAN01,0,7:38PM,night,false,hallt901,hohnb901,schrp901,tatat901,pitches,67,ltor,6,unknown,none,cloudy,138,13928,ashba002,schmj001,hofft001,,,,
SDN199904230,ARI,SDN,1999/04/23,SAN01,0,7:06PM,night,false,westj901,herna901,vanol901,marsr901,pitches,59,tolf,5,unknown,none,cloudy,182,20437,benea001,hitcs001,,,,,
SDN199904240,ARI,SDN,1999/04/24,SAN01,0,7:04PM,night,false,herna901,vanol901,marsr901,westj901,pitches,62,ltor,12,unknown,none,night,158,61674,willw001,daalo001,,,,,
SDN199904250,ARI,SDN,1999/04/25,SAN01,0,1:07PM,day,false,vanol901,marsr901,westj901,herna901,pitches,63,rtol,6,unknown,none,night,203,26684,swing001,miced001,olsog001,,,,
SDN199905070,ATL,SDN,1999/05/07,SAN01,0,7:06PM,night,false,hirsm901,wendh902,bellw901,froeb901,pitches,67,torf,4,unknown,none,night,148,26765,boehb001,rockj001,hofft001,,,,
SDN199905080,ATL,SDN,1999/05/08,SAN01,0,7:07PM,night,false,wendh902,bellw901,froeb901,hirsm901,pitches,58,rtol,15,unknown,none,cloudy,165,52973,glavt001,ashba002,,,,,
SDN199905090,ATL,SDN,1999/05/09,SAN01,0,1:07PM,day,false,bellw901,froeb901,hirsm901,wendh902,pitches,61,tocf,5,unknown,none,cloudy,142,23711,hitcs001,maddg002,,,,,
SDN199905100,FLO,SDN,1999/05/10,SAN01,0,7:05PM,night,false,darlg901,ripps901,rungb901,poncl901,pitches,65,tocf,5,unknown,none,night,181,12713,miced001,alfoa001,hofft001,,,,
SDN199905110,FLO,SDN,1999/05/11,SAN01,0,7:07PM,night,false,ripps901,rungb901,poncl901,darlg901,pitches,66,torf,5,unknown,none,night,157,14188,dempr002,spens002,mantm001,,,,
SDN199905120,FLO,SDN,1999/05/12,SAN01,0,7:30PM,night,false,rungb901,poncl901,darlg901,ripps901,pitches,63,rtol,4,unknown,none,cloudy,191,14288,walld002,edmob001,hofft001,,,,
SDN199905180,SLN,SDN,1999/05/18,SAN01,0,7:06PM,night,false,nauep901,crawj901,buckc901,gormb901,pitches,64,tocf,5,unknown,none,night,149,29222,olivd001,clemm001,bottr001,,,,
SDN199905190,SLN,SDN,1999/05/19,SAN01,0,7:36PM,night,false,crawj901,buckc901,gormb901,nauep901,pitches,65,ltor,5,unknown,none,night,192,31686,boehb001,bottr001,,,,,
SDN199905200,SLN,SDN,1999/05/20,SAN01,0,2:06PM,day,false,buckc901,gormb901,nauep901,crawj901,pitches,68,torf,10,unknown,none,night,180,33316,bottk001,hitcs001,bottr001,,,,
SDN199905210,CIN,SDN,1999/05/21,SAN01,0,7:05PM,night,false,westj901,herna901,vanol901,marsr901,pitches,60,tolf,10,unknown,none,cloudy,171,21951,willw001,tomkb001,hofft001,,,,
SDN199905220,CIN,SDN,1999/05/22,SAN01,0,7:05PM,night,false,herna901,vanol901,marsr901,westj901,pitches,64,torf,9,unknown,none,night,133,49465,harnp001,murrh001,,,,,
SDN199905230,CIN,SDN,1999/05/23,SAN01,0,2:04PM,day,false,vanol901,marsr901,westj901,herna901,pitches,67,ltor,4,unknown,none,night,165,32761,avers001,clemm001,wills002,,,,
SDN199906040,SEA,SDN,1999/06/04,SAN01,0,7:06PM,night,false,davig901,laynj901,riekr901,drecb901,pitches,65,torf,9,unknown,none,night,196,26060,walld002,panij001,hofft001,,,,
SDN199906050,SEA,SDN,1999/06/05,SAN01,0,7:07PM,night,false,laynj901,riekr901,drecb901,davig901,pitches,65,ltor,8,unknown,none,night,189,52539,reyec001,mesaj001,,,,,
SDN199906060,SEA,SDN,1999/06/06,SAN01,0,1:07PM,day,false,riekr901,drecb901,davig901,laynj901,pitches,72,torf,10,unknown,none,sunny,150,31761,garcf002,ashba002,panij001,,,,
SDN199906080,OAK,SDN,1999/06/08,SAN01,0,7:06PM,night,false,holbs901,demud901,relic901,kellj901,pitches,69,tolf,5,unknown,none,night,189,17195,walld002,groob001,hofft001,,,,
SDN199906090,OAK,SDN,1999/06/09,SAN01,0,7:35PM,night,false,demud901,relic901,kellj901,holbs901,pitches,66,torf,5,unknown,none,night,157,15896,haynj001,clemm001,taylb001,,,,
SDN199906100,OAK,SDN,1999/06/10,SAN01,0,2:06PM,day,false,relic901,kellj901,holbs901,demud901,pitches,70,tocf,5,unknown,none,sunny,157,20024,hitcs001,hereg001,hofft001,,,,
SDN199906150,PHI,SDN,1999/06/15,SAN01,0,7:05PM,night,false,wegnm901,monte901,kulpr901,wintm901,pitches,68,ltor,6,unknown,none,cloudy,163,16134,clemm001,ogeac001,,,,,
SDN199906160,PHI,SDN,1999/06/16,SAN01,0,7:35PM,night,false,monte901,kulpr901,wintm901,wegnm901,pitches,68,torf,5,unknown,none,night,165,15136,wolfr001,hitcs001,gomew001,,,,
SDN199906170,PHI,SDN,1999/06/17,SAN01,0,2:05PM,day,false,kulpr901,wintm901,wegnm901,monte901,pitches,73,tocf,10,unknown,none,sunny,173,16671,byrdp001,willw001,gomew001,,,,
SDN199906180,PIT,SDN,1999/06/18,SAN01,0,7:05PM,night,false,wintm901,wegnm901,monte901,kulpr901,pitches,59,tocf,5,unknown,none,night,145,60799,boehb001,silvj001,hofft001,,,,
SDN199906190,PIT,SDN,1999/06/19,SAN01,0,7:05PM,night,false,wegnm901,monte901,kulpr901,wintm901,pitches,70,ltor,2,unknown,none,cloudy,166,33803,cunnw001,schmj001,hofft001,,,,
SDN199906200,PIT,SDN,1999/06/20,SAN01,0,1:07PM,day,false,monte901,kulpr901,wintm901,wegnm901,pitches,72,tolf,8,unknown,none,night,165,25819,clemm001,ritct001,hofft001,,,,
SDN199906250,COL,SDN,1999/06/25,SAN01,0,7:05PM,night,false,tatat901,hallt901,hohnb901,schrp901,pitches,69,torf,8,unknown,none,night,144,22362,boehb001,bohab001,,,,,
SDN199906260,COL,SDN,1999/06/26,SAN01,0,7:05PM,night,false,hallt901,hohnb901,schrp901,tatat901,pitches,68,tocf,5,unknown,none,night,184,47808,clemm001,browm005,,,,,
SDN199906270,COL,SDN,1999/06/27,SAN01,0,1:05PM,day,false,hohnb901,schrp901,tatat901,hallt901,pitches,75,tocf,10,unknown,none,night,157,25177,hitcs001,kiled001,hofft001,,,,
SDN199906280,COL,SDN,1999/06/28,SAN01,0,7:05PM,night,false,bellw901,froeb901,nelsj901,wendh902,pitches,71,tocf,5,unknown,none,night,183,41107,willw001,astap001,hofft001,,,,
SDN199906290,LAN,SDN,1999/06/29,SAN01,0,7:05PM,night,false,froeb901,wendh902,nelsj901,bellw901,pitches,71,torf,5,unknown,none,night,217,36398,walld002,maddm002,,,,,
SDN199906300,LAN,SDN,1999/06/30,SAN01,0,7:35PM,night,false,wendh902,nelsj901,bellw901,froeb901,pitches,71,rtol,5,unknown,none,night,153,44965,boehb001,browk001,,,,,
SDN199907010,LAN,SDN,1999/07/01,SAN01,0,2:05PM,day,false,nelsj901,bellw901,froeb901,wendh902,pitches,75,tocf,10,unknown,none,night,166,38080,clemm001,dreid001,hofft001,,,,
SDN199907050,SFN,SDN,1999/07/05,SAN01,0,6:05PM,night,false,herna901,vanol901,marsr901,westj901,pitches,75,torf,5,unknown,none,night,150,58333,ortir001,boehb001,,,,,
SDN199907060,SFN,SDN,1999/07/06,SAN01,0,7:05PM,night,false,vanol901,rungb901,westj901,herna901,pitches,70,tolf,6,unknown,none,night,199,25435,estes001,clemm001,johnj006,,,,
SDN199907070,SFN,SDN,1999/07/07,SAN01,0,7:35PM,night,false,rungb901,westj901,herna901,vanol901,pitches,72,tolf,4,unknown,none,cloudy,170,22403,hitcs001,brocc001,hofft001,,,,
SDN199907090,TEX,SDN,1999/07/09,SAN01,0,7:05PM,night,false,westj901,schrp901,rungb901,marsr901,pitches,80,tolf,4,unknown,none,night,167,25546,selea001,willw001,,,,,
SDN199907100,TEX,SDN,1999/07/10,SAN01,0,1:05PM,day,false,schrp901,rungb901,marsr901,westj901,pitches,81,rtol,5,unknown,none,night,179,49123,walld002,wettj001,,,,,
SDN199907110,TEX,SDN,1999/07/11,SAN01,0,1:05PM,day,false,rungb901,marsr901,westj901,schrp901,pitches,81,torf,7,unknown,none,night,160,31301,miced001,loaie001,,,,,
SDN199907260,ARI,SDN,1999/07/26,SAN01,0,7:05PM,night,false,grege901,crawj901,nauep901,gormb901,pitches,72,tocf,5,unknown,unknown,unknown,167,20042,reyna001,hitcs001,mantm001,,,,
SDN199907270,ARI,SDN,1999/07/27,SAN01,0,7:05PM,night,false,crawj901,nauep901,gormb901,grege901,pitches,71,tocf,5,unknown,none,night,184,29224,olsog001,reyec001,mantm001,,,,
SDN199907280,ARI,SDN,1999/07/28,SAN01,0,7:35PM,night,false,nauep901,gormb901,grege901,crawj901,pitches,73,tocf,5,unknown,none,night,156,28806,daalo001,boehb001,plesd001,,,,
SDN199907300,HOU,SDN,1999/07/30,SAN01,0,7:05PM,night,false,demud901,relic901,kellj901,holbs901,pitches,74,tocf,3,unknown,none,night,169,39619,reyns001,clemm001,,,,,
SDN199907310,HOU,SDN,1999/07/31,SAN01,0,7:05PM,night,false,relic901,kellj901,holbs901,demud901,pitches,72,rtol,7,unknown,none,night,178,60516,henrd002,miced001,,,,,
SDN199908010,HOU,SDN,1999/08/01,SAN01,0,1:05PM,day,false,kellj901,holbs901,demud901,relic901,pitches,77,torf,5,unknown,none,night,150,32294,hitcs001,limaj001,,,,,
SDN199908130,FLO,SDN,1999/08/13,SAN01,0,7:05PM,night,false,laynj901,drecb901,riekr901,davig901,pitches,71,ltor,5,unknown,none,night,159,48743,meadb001,boehb001,alfoa001,,,,
SDN199908140,FLO,SDN,1999/08/14,SAN01,0,7:05PM,night,false,drecb901,riekr901,davig901,laynj901,pitches,71,tolf,7,unknown,none,night,156,61355,clemm001,sancj001,hofft001,,,,
SDN199908150,FLO,SDN,1999/08/15,SAN01,0,1:05PM,day,false,riekr901,davig901,laynj901,drecb901,pitches,75,ltor,4,unknown,none,night,187,26325,ashba002,sprid001,hofft001,,,,
