player_id,last,first,bats,throws,team_id,pos,player_name,year,team_name
batth001,Battle,Howard,R,R,ATL,3B,Howard Battle,1999,"N,Atlanta,Braves"
bergs001,Bergman,Sean,R,R,ATL,P,Sean Bergman,1999,"N,Atlanta,Braves"
boonb002,Boone,Bret,R,R,ATL,2B,Bret Boone,1999,"N,Atlanta,Braves"
bowim001,Bowie,Micah,L,L,ATL,P,Micah Bowie,1999,"N,Atlanta,Braves"
cathm001,Cather,Mike,R,R,ATL,P,Mike Cather,1999,"N,Atlanta,Braves"
chenb001,Chen,Bruce,L,L,ATL,P,Bruce Chen,1999,"N,Atlanta,Braves"
cortd001,Cortes,David,R,R,ATL,P,David Cortes,1999,"N,Atlanta,Braves"
derom001,DeRosa,Mark,R,R,ATL,SS,Mark DeRosa,1999,"N,Atlanta,Braves"
eberd001,Ebert,Derrin,R,L,ATL,P,Derrin Ebert,1999,"N,Atlanta,Braves"
fabrj001,Fabregas,Jorge,L,R,ATL,C,Jorge Fabregas,1999,"N,Atlanta,Braves"
garcf001,Garcia,Freddy,R,R,ATL,OF,Freddy Garcia,1999,"N,Atlanta,Braves"
glavt001,Glavine,Tom,L,L,ATL,P,Tom Glavine,1999,"N,Atlanta,Braves"
guilo001,Guillen,Ozzie,L,R,ATL,SS,Ozzie Guillen,1999,"N,Atlanta,Braves"
hernj001,Hernandez,Jose,R,R,ATL,SS,Jose Hernandez,1999,"N,Atlanta,Braves"
hudej001,Hudek,John,B,R,ATL,P,John Hudek,1999,"N,Atlanta,Braves"
huntb001,Hunter,Brian,R,L,ATL,1B,Brian Hunter,1999,"N,Atlanta,Braves"
jonea002,Jones,Andruw,R,R,ATL,OF,Andruw Jones,1999,"N,Atlanta,Braves"
jonec004,Jones,Chipper,B,R,ATL,3B,Chipper Jones,1999,"N,Atlanta,Braves"
jordb001,Jordan,Brian,R,R,ATL,OF,Brian Jordan,1999,"N,Atlanta,Braves"
klesr001,Klesko,Ryan,L,L,ATL,1B,Ryan Klesko,1999,"N,Atlanta,Braves"
lockk001,Lockhart,Keith,L,R,ATL,2B,Keith Lockhart,1999,"N,Atlanta,Braves"
lombg001,Lombard,George,L,R,ATL,OF,George Lombard,1999,"N,Atlanta,Braves"
lopej001,Lopez,Javy,R,R,ATL,C,Javy Lopez,1999,"N,Atlanta,Braves"
maddg002,Maddux,Greg,R,R,ATL,P,Greg Maddux,1999,"N,Atlanta,Braves"
matop001,Matos,Pascual,R,R,ATL,C,Pascual Matos,1999,"N,Atlanta,Braves"
mcglk001,McGlinchy,Kevin,R,R,ATL,P,Kevin McGlinchy,1999,"N,Atlanta,Braves"
millk004,Millwood,Kevin,R,R,ATL,P,Kevin Millwood,1999,"N,Atlanta,Braves"
mulht001,Mulholland,Terry,R,L,ATL,P,Terry Mulholland,1999,"N,Atlanta,Braves"
myerg001,Myers,Greg,L,R,ATL,C,Greg Myers,1999,"N,Atlanta,Braves"
nixoo001,Nixon,Otis,B,R,ATL,OF,Otis Nixon,1999,"N,Atlanta,Braves"
peree002,Perez,Eddie,R,R,ATL,C,Eddie Perez,1999,"N,Atlanta,Braves"
pereo001,Perez,Odalis,L,L,ATL,P,Odalis Perez,1999,"N,Atlanta,Braves"
remlm001,Remlinger,Mike,L,L,ATL,P,Mike Remlinger,1999,"N,Atlanta,Braves"
rockj001,Rocker,John,R,L,ATL,P,John Rocker,1999,"N,Atlanta,Braves"
seanr001,Seanez,Rudy,R,R,ATL,P,Rudy Seanez,1999,"N,Atlanta,Braves"
simor001,Simon,Randall,L,L,ATL,1B,Randall Simon,1999,"N,Atlanta,Braves"
smolj001,Smoltz,John,R,R,ATL,P,John Smoltz,1999,"N,Atlanta,Braves"
speij001,Speier,Justin,R,R,ATL,P,Justin Speier,1999,"N,Atlanta,Braves"
sprir001,Springer,Russ,R,R,ATL,P,Russ Springer,1999,"N,Atlanta,Braves"
stule001,Stull,Everett,R,R,ATL,P,Everett Stull,1999,"N,Atlanta,Braves"
weisw001,Weiss,Walt,B,R,ATL,SS,Walt Weiss,1999,"N,Atlanta,Braves"
willg001,Williams,Gerald,R,R,ATL,OF,Gerald Williams,1999,"N,Atlanta,Braves"
winkj001,Winkelsas,Joe,R,R,ATL,P,Joe Winkelsas,1999,"N,Atlanta,Braves"
wohlm001,Wohlers,Mark,R,R,ATL,P,Mark Wohlers,1999,"N,Atlanta,Braves"
appik001,Appier,Kevin,R,R,KCA,P,Kevin Appier,1999,"A,Kansas City,Royals"
barbb002,Barber,Brian,R,R,KCA,P,Brian Barber,1999,"A,Kansas City,Royals"
beltc001,Beltran,Carlos,B,R,KCA,OF,Carlos Beltran,1999,"A,Kansas City,Royals"
browd002,Brown,Dee,L,R,KCA,OF,Dee Brown,1999,"A,Kansas City,Royals"
byrdt001,Byrdak,Tim,L,L,KCA,P,Tim Byrdak,1999,"A,Kansas City,Royals"
cartl002,Carter,Lance,R,R,KCA,P,Lance Carter,1999,"A,Kansas City,Royals"
damoj001,Damon,Johnny,L,L,KCA,OF,Johnny Damon,1999,"A,Kansas City,Royals"
durbc001,Durbin,Chad,R,R,KCA,P,Chad Durbin,1999,"A,Kansas City,Royals"
dye-j001,Dye,Jermaine,R,R,KCA,OF,Jermaine Dye,1999,"A,Kansas City,Royals"
fasas001,Fasano,Sal,R,R,KCA,C,Sal Fasano,1999,"A,Kansas City,Royals"
feblc001,Febles,Carlos,R,R,KCA,2B,Carlos Febles,1999,"A,Kansas City,Royals"
fussc001,Fussell,Chris,R,R,KCA,P,Chris Fussell,1999,"A,Kansas City,Royals"
giamj002,Giambi,Jeremy,L,L,KCA,DH,Jeremy Giambi,1999,"A,Kansas City,Royals"
hansj001,Hansen,Jed,R,R,KCA,2B,Jed Hansen,1999,"A,Kansas City,Royals"
holbr001,Holbert,Ray,R,R,KCA,SS,Ray Holbert,1999,"A,Kansas City,Royals"
kingj001,King,Jeff,R,R,KCA,1B,Jeff King,1999,"A,Kansas City,Royals"
kreuc001,Kreuter,Chad,B,R,KCA,C,Chad Kreuter,1999,"A,Kansas City,Royals"
leius001,Leius,Scott,R,R,KCA,1B,Scott Leius,1999,"A,Kansas City,Royals"
lopem001,Lopez,Mendy,R,R,KCA,2B,Mendy Lopez,1999,"A,Kansas City,Royals"
martf001,Martinez,Felix,B,R,KCA,SS,Felix Martinez,1999,"A,Kansas City,Royals"
matht001,Mathews,Terry,L,R,KCA,P,Terry Mathews,1999,"A,Kansas City,Royals"
montj002,Montgomery,Jeff,R,R,KCA,P,Jeff Montgomery,1999,"A,Kansas City,Royals"
moreo002,Moreno,Orber,R,R,KCA,P,Orber Moreno,1999,"A,Kansas City,Royals"
