game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
ANA199904060,ANA,CLE,0,0
ANA199904070,ANA,CLE,1,1
ANA199904080,ANA,CLE,0,2
ANA199904160,ANA,SEA,2,0
ANA199904170,ANA,SEA,0,0
ANA199904180,ANA,SEA,1,0
ANA199904260,ANA,TOR,0,0
ANA199904270,ANA,TOR,0,4
ANA199904280,ANA,TOR,0,0
ANA199904290,ANA,TOR,7,0
ANA199904300,ANA,CHA,0,0
ANA199905010,ANA,CHA,1,0
ANA199905020,ANA,CHA,0,0
ANA199905030,ANA,CHA,1,1
ANA199905140,ANA,TBA,0,0
ANA199905150,ANA,TBA,0,0
ANA199905160,ANA,TBA,0,2
ANA199905250,ANA,BAL,0,1
ANA199905260,ANA,BAL,0,0
ANA199905270,ANA,BAL,1,0
ANA199905280,ANA,KCA,1,1
ANA199905290,ANA,KCA,0,0
ANA199905300,ANA,KCA,1,0
ANA199905310,ANA,MIN,0,0
ANA199906010,ANA,MIN,0,0
ANA199906020,ANA,MIN,0,0
ANA199906110,ANA,ARI,0,0
ANA199906120,ANA,ARI,2,1
ANA199906130,ANA,ARI,0,0
ANA199906250,ANA,OAK,0,0
ANA199906260,ANA,OAK,0,1
ANA199906270,ANA,OAK,4,0
ANA199906280,ANA,TEX,0,2
ANA199906290,ANA,TEX,0,0
ANA199906300,ANA,TEX,0,3
ANA199907050,ANA,SEA,0,3
ANA199907060,ANA,SEA,0,1
ANA199907070,ANA,SEA,1,0
ANA199907150,ANA,LAN,0,0
ANA199907160,ANA,LAN,0,1
ANA199907170,ANA,LAN,0,1
ANA199907180,ANA,SDN,1,0
ANA199907190,ANA,SDN,0,0
ANA199907200,ANA,SDN,1,0
ANA199907300,ANA,MIN,0,0
ANA199907310,ANA,MIN,0,1
ANA199908010,ANA,MIN,0,0
ANA199908020,ANA,KCA,0,5
ANA199908030,ANA,KCA,0,1
ANA199908040,ANA,KCA,0,0
ANA199908050,ANA,BOS,0,0
ANA199908060,ANA,BOS,0,0
ANA199908070,ANA,BOS,0,1
ANA199908080,ANA,BOS,1,2
ANA199908090,ANA,CLE,0,1
ANA199908100,ANA,CLE,0,0
ANA199908110,ANA,CLE,0,0
ANA199908200,ANA,DET,0,0
ANA199908210,ANA,DET,0,0
ANA199908220,ANA,DET,0,3
ANA199908230,ANA,DET,1,0
ANA199908240,ANA,TOR,1,0
ANA199908250,ANA,TOR,0,0
ANA199909030,ANA,NYA,0,0
