game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer
CHN197904050,"""version 7RS(19) of 07/07/92""",NYN,CHN,CHI11,1979/04/05,0,1:30PM,day,false,riccd901,harrl901,caved901,pompj901,"""Cubs""","""Chris Chestnut + Wigley from WGN video""","""Chris Chestnut + Wigley from WGN video""",1995/06/27 8:48PM,park,pitches,48,rtol,25,unknown,none,overcast,154,35615,swanc001,reusr001,,,
CHN197904070,"""version 7RS(19) of 07/07/92""",NYN,CHN,CHI11,1979/04/07,0,0:00PM,day,false,harrl901,caved901,pompj901,riccd901,"""Cubs""","""Chris Chestnut""","""Chris Chestnut""",1995/06/28 8:22PM,park,none,0,unknown,-1,unknown,unknown,unknown,187,9805,zachp001,holtk101,locks101,,
CHN197904170,"""version 7RS(19) of 07/07/92""",SLN,CHN,CHI11,1979/04/17,0,1:33PM,day,false,lawsb901,nelsb901,riccd901,maheb901,"""SLN/CHN""","""Chris Chestnut""","""Chris Chestnut""",1996/01/30 8:11PM,park,none,52,unknown,7,unknown,unknown,sunny,139,11010,holtk101,dennj001,suttb001,,
CHN197904180,"""version 7RS(19) of 07/07/92""",SLN,CHN,CHI11,1979/04/18,0,1:31PM,day,false,nelsb901,lawsb901,maheb901,caved901,"""SLN""","""Chris Chestnut""","""Chris Chestnut""",1996/04/15 7:05PM,park,none,43,unknown,7,unknown,unknown,sunny,208,12825,brunt101,moord001,knowd101,,
CHN197904190,"""version 7RS(19) of 07/07/92""",SLN,CHN,CHI11,1979/04/19,0,1:35PM,day,false,lawsb901,nelsb901,caved901,riccd901,"""SLN""","""Chris Chestnut""","""Chris Chestnut""",1996/04/16 1:50PM,park,none,52,unknown,10,unknown,unknown,sunny,121,9117,lampd001,forsb001,suttb001,,
CHN197904200,"""version 7RS(19) of 07/07/92""",MON,CHN,CHI11,1979/04/20,0,0:00PM,day,false,riccd901,fiels901,pompj901,maheb901,"""CHN""","""Chris Chestnut""","""Chris Chestnut""",1996/04/16 3:03PM,park,none,68,unknown,12,unknown,rain,unknown,141,6225,mcgll101,frymw101,suttb001,,
CHN197904210,"""version 7RS(19) of 07/07/92""",MON,CHN,CHI11,1979/04/21,0,0:00PM,day,false,caved901,fiels901,maheb901,pompj901,"""15""","""Comly""","""Comly""",1998/11/08 12:36PM,park,none,42,unknown,10,unknown,rain,overcast,182,19911,moord001,palmd001,suttb001,,
CHN197904220,"""version 7RS(19) of 07/07/92""",MON,CHN,CHI11,1979/04/22,0,2:06PM,day,false,fiels901,pompj901,riccd901,caved901,"""CHN""","""Chris Chestnut""","""Chris Chestnut""",1996/10/06 4:35PM,park,none,45,unknown,5,unknown,unknown,sunny,120,20041,reusr001,sands001,,,
CHN197904250,"""version 7RS(19) of 07/07/92""",HOU,CHN,CHI11,1979/04/25,0,0:00PM,day,false,tremd901,pompj901,maheb901,riccd901,"""CHN""","""Chris Chestnut""","""Chris Chestnut""",1997/03/25 12:32PM,park,none,66,unknown,14,unknown,unknown,overcast,121,6388,lampd001,ruhlv001,,,
CHN197904260,"""version 7RS(19) of 07/07/92""",HOU,CHN,CHI11,1979/04/26,0,0:00PM,day,false,pompj901,maheb901,riccd901,tremd901,"""CHN""","""Chris Chestnut""","""Chris Chestnut""",1997/03/27 12:10PM,park,none,44,unknown,17,unknown,unknown,overcast,180,4777,richj101,mcgll101,sambj001,,
