game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_travel,vis_travel,home_last_location,visiting_last_location
ARI201504070,2015-04-07,ARI,SFN,0,2,1e-06,1e-06,ARI,ARI
MIA201504070,2015-04-07,MIA,ATL,0,7,1e-06,1e-06,MIA,MIA
OAK201504070,2015-04-07,OAK,TEX,0,0,1e-06,1e-06,OAK,OAK
SEA201504070,2015-04-07,SEA,ANA,0,0,1e-06,1e-06,SEA,SEA
MIL201504070,2015-04-07,MIL,COL,0,0,1e-06,1e-06,MIL,MIL
LAN201504070,2015-04-07,LAN,SDN,0,1,1e-06,1e-06,LAN,LAN
TBA201504070,2015-04-07,TBA,BAL,0,4,1e-06,1e-06,TBA,TBA
CHN201504080,2015-04-08,CHN,SLN,0,0,1e-06,1e-06,CHN,CHN
MIA201504080,2015-04-08,MIA,ATL,0,0,1e-06,1e-06,MIA,MIA
KCA201504080,2015-04-08,KCA,CHA,1,0,1e-06,1e-06,KCA,KCA
HOU201504080,2015-04-08,HOU,CLE,0,0,1e-06,1e-06,HOU,HOU
LAN201504080,2015-04-08,LAN,SDN,1,2,1e-06,1e-06,LAN,LAN
DET201504080,2015-04-08,DET,MIN,0,0,1e-06,1e-06,DET,DET
NYA201504080,2015-04-08,NYA,TOR,0,0,1e-06,1e-06,NYA,NYA
CIN201504080,2015-04-08,CIN,PIT,1,0,1e-06,1e-06,CIN,CIN
WAS201504080,2015-04-08,WAS,NYN,2,0,1e-06,1e-06,WAS,WAS
OAK201504080,2015-04-08,OAK,TEX,0,0,1e-06,1e-06,OAK,OAK
ARI201504080,2015-04-08,ARI,SFN,1,0,1e-06,1e-06,ARI,ARI
TBA201504080,2015-04-08,TBA,BAL,0,0,1e-06,1e-06,TBA,TBA
PHI201504080,2015-04-08,PHI,BOS,0,0,1e-06,1e-06,PHI,PHI
SEA201504080,2015-04-08,SEA,ANA,0,4,1e-06,1e-06,SEA,SEA
