game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
ANA201504100,2015-04-10,ANA,KCA,0,1
ANA201504200,2015-04-20,ANA,OAK,2,1
ANA201504240,2015-04-24,ANA,TEX,0,0
ANA201505040,2015-05-04,ANA,SEA,0,0
ANA201505070,2015-05-07,ANA,HOU,1,0
ANA201505120,2015-05-12,ANA,COL,0,0
ANA201505250,2015-05-25,ANA,SDN,0,0
ANA201505280,2015-05-28,ANA,DET,2,0
ANA201506010,2015-06-01,ANA,TBA,0,0
ANA201506120,2015-06-12,ANA,OAK,0,0
ANA201506150,2015-06-15,ANA,ARI,0,0
ANA201506220,2015-06-22,ANA,HOU,0,0
ANA201506260,2015-06-26,ANA,SEA,1,0
ANA201506290,2015-06-29,ANA,NYA,1,0
ANA201507170,2015-07-17,ANA,BOS,0,0
ANA201507210,2015-07-21,ANA,MIN,0,0
ANA201507240,2015-07-24,ANA,TEX,0,0
ANA201508030,2015-08-03,ANA,CLE,0,3
ANA201508070,2015-08-07,ANA,BAL,1,0
ANA201508170,2015-08-17,ANA,CHA,0,0
ANA201508210,2015-08-21,ANA,TOR,0,3
ANA201509040,2015-09-04,ANA,TEX,0,0
ANA201509070,2015-09-07,ANA,LAN,0,0
ANA201509110,2015-09-11,ANA,HOU,0,0
ANA201509250,2015-09-25,ANA,SEA,4,1
ANA201509280,2015-09-28,ANA,OAK,0,0
ARI201504070,2015-04-07,ARI,SFN,0,2
ARI201504100,2015-04-10,ARI,LAN,0,0
ARI201504210,2015-04-21,ARI,TEX,0,1
ARI201504240,2015-04-24,ARI,PIT,0,1
ARI201504270,2015-04-27,ARI,COL,0,3
ARI201505070,2015-05-07,ARI,SDN,4,0
ARI201505110,2015-05-11,ARI,WAS,0,4
ARI201505220,2015-05-22,ARI,CHN,1,0
ARI201506010,2015-06-01,ARI,ATL,0,0
ARI201506040,2015-06-04,ARI,NYN,0,0
ARI201506170,2015-06-17,ARI,ANA,1,0
ARI201506190,2015-06-19,ARI,SDN,1,0
ARI201506290,2015-06-29,ARI,LAN,0,1
ARI201507020,2015-07-02,ARI,COL,0,0
ARI201507170,2015-07-17,ARI,SFN,1,0
ARI201507200,2015-07-20,ARI,MIA,0,0
ARI201507230,2015-07-23,ARI,MIL,0,0
ARI201508070,2015-08-07,ARI,CIN,1,0
ARI201508100,2015-08-10,ARI,PHI,0,0
ARI201508240,2015-08-24,ARI,SLN,0,0
ARI201508280,2015-08-28,ARI,OAK,0,0
ARI201509070,2015-09-07,ARI,SFN,0,0
ARI201509110,2015-09-11,ARI,LAN,4,0
ARI201509140,2015-09-14,ARI,SDN,1,5
ARI201509290,2015-09-29,ARI,COL,1,2
ARI201510020,2015-10-02,ARI,HOU,0,3
ATL201504100,2015-04-10,ATL,NYN,2,0
ATL201504130,2015-04-13,ATL,MIA,0,0
ATL201504270,2015-04-27,ATL,WAS,1,0
ATL201504300,2015-04-30,ATL,CIN,0,0
ATL201505040,2015-05-04,ATL,PHI,0,3
ATL201505190,2015-05-19,ATL,TBA,0,1
ATL201505210,2015-05-21,ATL,MIL,1,0
ATL201506050,2015-06-05,ATL,PIT,2,0
ATL201506080,2015-06-08,ATL,SDN,0,0
ATL201506170,2015-06-17,ATL,BOS,0,0
ATL201506190,2015-06-19,ATL,NYN,0,0
ATL201506300,2015-06-30,ATL,WAS,0,4
ATL201507030,2015-07-03,ATL,PHI,0,0
ATL201507170,2015-07-17,ATL,CHN,1,0
ATL201507200,2015-07-20,ATL,LAN,2,0
ATL201508030,2015-08-03,ATL,SFN,0,0
ATL201508060,2015-08-06,ATL,MIA,2,2
ATL201508140,2015-08-14,ATL,ARI,0,0
ATL201508240,2015-08-24,ATL,COL,2,1
ATL201508280,2015-08-28,ATL,NYA,2,5
ATL201508310,2015-08-31,ATL,MIA,0,0
ATL201509100,2015-09-10,ATL,NYN,0,0
ATL201509150,2015-09-15,ATL,TOR,0,0
ATL201509180,2015-09-18,ATL,PHI,1,0
ATL201509290,2015-09-29,ATL,WAS,0,0
ATL201510020,2015-10-02,ATL,SLN,0,0
BAL201504100,2015-04-10,BAL,TOR,1,4
BAL201504130,2015-04-13,BAL,NYA,0,0
BAL201504240,2015-04-24,BAL,BOS,0,0
BAL201504290,2015-04-29,BAL,CHA,6,0
BAL201505110,2015-05-11,BAL,TOR,3,0
BAL201505150,2015-05-15,BAL,ANA,0,1
BAL201505190,2015-05-19,BAL,SEA,1,1
BAL201505250,2015-05-25,BAL,HOU,0,0
BAL201505282,2015-05-28,BAL,CHA,2,1
BAL201505290,2015-05-29,BAL,TBA,0,0
BAL201506090,2015-06-09,BAL,BOS,0,0
BAL201506120,2015-06-12,BAL,NYA,1,0
BAL201506150,2015-06-15,BAL,PHI,0,0
BAL201506260,2015-06-26,BAL,CLE,0,0
BAL201506290,2015-06-29,BAL,TEX,0,0
BAL201507100,2015-07-10,BAL,WAS,0,0
BAL201507270,2015-07-27,BAL,ATL,0,0
BAL201507300,2015-07-30,BAL,DET,0,2
BAL201508140,2015-08-14,BAL,OAK,0,0
BAL201508180,2015-08-18,BAL,NYN,0,1
BAL201508200,2015-08-20,BAL,MIN,0,0
BAL201508310,2015-08-31,BAL,TBA,0,0
BAL201509110,2015-09-11,BAL,KCA,0,1
BAL201509140,2015-09-14,BAL,BOS,1,0
BAL201509280,2015-09-28,BAL,TOR,0,0
BAL201510031,2015-10-03,BAL,NYA,1,0
BOS201504130,2015-04-13,BOS,WAS,1,0
BOS201504170,2015-04-17,BOS,BAL,0,0
BOS201504270,2015-04-27,BOS,TOR,2,3
BOS201505010,2015-05-01,BOS,NYA,0,1
BOS201505040,2015-05-04,BOS,TBA,0,2
BOS201505190,2015-05-19,BOS,TEX,1,0
BOS201505220,2015-05-22,BOS,ANA,0,0
BOS201506020,2015-06-02,BOS,MIN,0,0
BOS201506050,2015-06-05,BOS,OAK,1,0
BOS201506120,2015-06-12,BOS,TOR,5,0
BOS201506150,2015-06-15,BOS,ATL,0,0
BOS201506230,2015-06-23,BOS,BAL,0,0
BOS201507030,2015-07-03,BOS,HOU,0,0
BOS201507070,2015-07-07,BOS,MIA,0,0
BOS201507100,2015-07-10,BOS,NYA,0,1
BOS201507240,2015-07-24,BOS,DET,0,0
BOS201507270,2015-07-27,BOS,CHA,2,4
BOS201507310,2015-07-31,BOS,TBA,3,1
BOS201508140,2015-08-14,BOS,SEA,3,1
BOS201508170,2015-08-17,BOS,CLE,0,0
BOS201508200,2015-08-20,BOS,KCA,1,0
BOS201508310,2015-08-31,BOS,NYA,0,1
BOS201509040,2015-09-04,BOS,PHI,1,0
BOS201509070,2015-09-07,BOS,TOR,0,1
BOS201509210,2015-09-21,BOS,TBA,0,3
BOS201509250,2015-09-25,BOS,BAL,0,0
CHA201504100,2015-04-10,CHA,MIN,0,1
CHA201504200,2015-04-20,CHA,CLE,0,0
CHA201504230,2015-04-23,CHA,KCA,0,2
CHA201505050,2015-05-05,CHA,DET,1,1
CHA201505092,2015-05-09,CHA,CIN,0,0
CHA201505180,2015-05-18,CHA,CLE,0,0
CHA201505220,2015-05-22,CHA,MIN,0,2
CHA201506050,2015-06-05,CHA,DET,1,0
CHA201506080,2015-06-08,CHA,HOU,0,0
CHA201506170,2015-06-17,CHA,PIT,0,3
CHA201506190,2015-06-19,CHA,TEX,0,0
CHA201507030,2015-07-03,CHA,BAL,0,0
CHA201507060,2015-07-06,CHA,TOR,0,0
CHA201507172,2015-07-17,CHA,KCA,0,0
CHA201507210,2015-07-21,CHA,SLN,0,0
CHA201507310,2015-07-31,CHA,NYA,0,1
CHA201508030,2015-08-03,CHA,TBA,0,1
CHA201508100,2015-08-10,CHA,ANA,1,0
CHA201508140,2015-08-14,CHA,CHN,2,1
CHA201508240,2015-08-24,CHA,BOS,1,0
CHA201508270,2015-08-27,CHA,SEA,1,0
CHA201509070,2015-09-07,CHA,CLE,0,0
CHA201509110,2015-09-11,CHA,MIN,0,0
CHA201509140,2015-09-14,CHA,OAK,0,0
CHA201509290,2015-09-29,CHA,KCA,0,0
CHA201510020,2015-10-02,CHA,DET,0,0
CHN201504080,2015-04-08,CHN,SLN,0,0
CHN201504130,2015-04-13,CHN,CIN,3,3
CHN201504170,2015-04-17,CHN,SDN,0,0
CHN201504270,2015-04-27,CHN,PIT,0,0
