game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype,umplf,umprf
KC1195904100,"""version 7RS(19) of 07/07/92""",CLE,KC1,KAN05,1959/04/10,0,0:00PM,day,false,papaj901,hurle901,runge901,tabaf901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/06/25 7:21PM,park,none,0,unknown,-1,unknown,unknown,unknown,161,22630,bellg102,grimb102,brodd101,,,,
KC1195904110,"""version 7RS(19) of 07/07/92""",CLE,KC1,KAN05,1959/04/11,0,0:00PM,day,false,hurle901,runge901,tabaf901,papaj901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/06/25 8:03PM,park,none,0,unknown,-1,unknown,unknown,unknown,160,8181,ferrd102,garvn102,brodd101,,,,
KC1195904210,"""version 7RS(19) of 07/07/92""",CHA,KC1,KAN05,1959/04/21,0,0:00PM,night,false,nappl901,ricej901,romme101,stevj901,"""White Sox""","""Ron Fisher""","""Ron Fisher""",1995/09/10 2:44PM,park,none,0,unknown,-1,unknown,unknown,unknown,117,6569,grimb102,pierb101,,,,,
KC1195904220,"""version 7RS(19) of 07/07/92""",CHA,KC1,KAN05,1959/04/22,0,0:00PM,night,false,ricej901,romme101,stevj901,nappl901,"""White Sox""","""David W. Smith""","""David W. Smith""",1996/06/25 3:48PM,park,none,0,unknown,-1,unknown,unknown,unknown,192,7446,shawb103,daleb102,,,,,
KC1195904240,"""version 7RS(19) of 07/07/92""",DET,KC1,KAN05,1959/04/24,0,0:00PM,night,false,romme101,stevj901,nappl901,ricej901,"""Det Free Press""","""Ron Fisher""","""Ron Fisher""",1993/07/03 10:14AM,park,none,0,unknown,-1,unknown,unknown,unknown,154,8727,terrr101,hoefb101,,,,,
KC1195904250,"""version 7RS(19) of 07/07/92""",DET,KC1,KAN05,1959/04/25,0,0:00PM,night,false,stevj901,nappl901,ricej901,romme101,"""Det Free Press""","""Ron Fisher""","""Ron Fisher""",1993/07/03 11:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,160,9499,garvn102,foytp101,tomad101,,,,
KC1195904260,"""version 7RS(19) of 07/07/92""",DET,KC1,KAN05,1959/04/26,0,0:00PM,day,false,nappl901,ricej901,romme101,stevj901,"""Det Free Press""","""Ron Fisher""","""Ron Fisher""",1993/07/04 12:55AM,park,none,0,unknown,-1,unknown,unknown,unknown,164,7430,grimb102,bunnj101,daleb102,,,,
KC1195904280,"""version 7RS(19) of 07/07/92""",WS1,KC1,KAN05,1959/04/28,0,0:00PM,night,false,mckib901,soarh901,chyln901,summb901,"""Senators""","""Ron Rakowski""","""Ron Rakowski""",1996/09/11 8:38PM,park,none,0,unknown,-1,unknown,unknown,unknown,161,7566,kemmr101,herbr101,,,,,
KC1195904290,"""version 7RS(19) of 07/07/92""",WS1,KC1,KAN05,1959/04/29,0,0:00PM,day,false,soarh901,chyln901,summb901,mckib901,"""Senators""","""Ron Rakowski""","""Ron Rakowski""",1996/09/11 8:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,156,4769,gormt102,valev101,,,,,
KC1195904300,"""version 7RS(19) of 07/07/92""",BAL,KC1,KAN05,1959/04/30,0,0:00PM,night,false,romme101,stevj901,nappl901,ricej901,"""Orioles""","""Ron Rakowski""","""Ron Rakowski""",1996/09/11 9:05PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,8446,garvn102,loesb101,,,,,
KC1195905010,"""version 7RS(19) of 07/07/92""",BAL,KC1,KAN05,1959/05/01,0,0:00PM,night,false,stevj901,nappl901,ricej901,romme101,"""Orioles""","""Ron Rakowski""","""Ron Rakowski""",1996/09/18 7:23PM,park,none,0,unknown,-1,unknown,unknown,unknown,151,10343,meyer101,johne101,,,,,
KC1195905020,"""version 7RS(19) of 07/07/92""",BAL,KC1,KAN05,1959/05/02,0,0:00PM,day,false,nappl901,ricej901,romme101,stevj901,"""Orioles""","""Ron Rakowski""","""Ron Rakowski""",1996/09/18 7:53PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,8089,wilhh101,herbr101,,,,,
KC1195905030,"""version 7RS(19) of 07/07/92""",BOS,KC1,KAN05,1959/05/03,0,0:00PM,day,false,ricej901,romme101,stevj901,nappl901,"""Boston Record/268""","""Ron Rakowski/Smith""","""Ron Rakowski/Smith""",1996/09/18 8:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,143,12635,terrr101,sullf101,,,,,
KC1195905040,"""version 7RS(19) of 07/07/92""",BOS,KC1,KAN05,1959/05/04,0,0:00PM,day,false,romme101,stevj901,nappl901,ricej901,"""Boston Record""","""Ron Rakowski""","""Ron Rakowski""",1996/09/18 8:49PM,park,none,0,unknown,-1,unknown,unknown,unknown,200,5457,monbb101,coler101,wallm101,,,,
KC1195905050,"""version 7RS(19) of 07/07/92""",NYA,KC1,KAN05,1959/05/05,0,0:00PM,night,false,mckib901,soarh901,chyln901,runge901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1994/07/16 7:57PM,park,none,70,unknown,-1,wet,unknown,unknown,168,19092,turlb101,coler101,,,,,
KC1195905060,"""version 7RS(19) of 07/07/92""",NYA,KC1,KAN05,1959/05/06,0,0:00PM,night,false,soarh901,chyln901,runge901,mckib901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1994/07/18 11:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,140,18802,ditma101,grimb102,shanb102,,,,
KC1195905220,"""version 7RS(19) of 07/07/92""",CHA,KC1,KAN05,1959/05/22,0,0:00PM,night,false,flahr901,umonf901,berrc103,honoj901,"""White Sox""","""Ron Fisher""","""Ron Fisher""",1995/09/26 4:58AM,park,none,0,unknown,-1,unknown,unknown,unknown,132,13527,shawb103,grimb102,lownt101,,,,
KC1195905230,"""version 7RS(19) of 07/07/92""",CHA,KC1,KAN05,1959/05/23,0,0:00PM,night,false,umonf901,berrc103,honoj901,flahr901,"""White Sox""","""Ron Fisher""","""Ron Fisher""",1995/09/26 8:49AM,park,none,0,unknown,-1,unknown,unknown,unknown,140,12416,daleb102,wynne101,,,,,
KC1195905240,"""version 7RS(19) of 07/07/92""",CHA,KC1,KAN05,1959/05/24,0,0:00PM,day,false,berrc103,honoj901,flahr901,umonf901,"""White Sox""","""Ron Fisher""","""Ron Fisher""",1995/09/26 12:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,157,14985,herbr101,pierb101,,,,,
KC1195905250,"""version 7RS(19) of 07/07/92""",DET,KC1,KAN05,1959/05/25,0,0:00PM,night,false,honoj901,flahr901,umonf901,berrc103,"""Det Free Press""","""Ron Fisher""","""Ron Fisher""",1990/08/10 12:05AM,park,none,0,unknown,-1,unknown,unknown,unknown,158,8766,davij105,coler101,narlr101,,,,
KC1195905260,"""version 7RS(19) of 07/07/92""",DET,KC1,KAN05,1959/05/26,0,0:00PM,night,false,flahr901,berrc103,(none),honoj901,"""Det Free Press""","""Ron Fisher""","""Ron Fisher""",1990/08/15 7:59AM,park,none,0,unknown,-1,unknown,unknown,unknown,145,7502,foytp101,garvn102,morgt101,,,,
KC1195906020,"""version 7RS(19) of 07/07/92""",BOS,KC1,KAN05,1959/06/02,0,0:00PM,night,false,tabaf901,papaj901,hurle901,runge901,"""Boston Record""","""Ron Rakowski""","""Ron Rakowski""",1996/09/18 9:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,14047,sturt101,sullf101,coler101,,,,
KC1195906040,"""version 7RS(19) of 07/07/92""",BOS,KC1,KAN05,1959/06/04,0,0:00PM,day,false,hurle901,runge901,tabaf901,papaj901,"""Boston Record""","""Ron Rakowski""","""Ron Rakowski""",1996/09/18 10:06PM,park,none,0,unknown,-1,unknown,unknown,unknown,170,9210,casaj101,coler101,,,,,
KC1195906050,"""version 7RS(19) of 07/07/92""",BAL,KC1,KAN05,1959/06/05,0,0:00PM,night,false,runge901,tabaf901,papaj901,hurle901,"""Orioles""","""Ron Rakowski""","""Ron Rakowski""",1996/09/18 10:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,165,17025,pappm101,garvn102,,,,,
KC1195906060,"""version 7RS(19) of 07/07/92""",BAL,KC1,KAN05,1959/06/06,0,0:00PM,night,false,tabaf901,papaj901,hurle901,runge901,"""Orioles""","""Ron Rakowski""","""Ron Rakowski""",1996/09/18 10:39PM,park,none,0,unknown,-1,unknown,unknown,unknown,132,30319,daleb102,browh101,,,,,
KC1195906070,"""version 7RS(19) of 07/07/92""",BAL,KC1,KAN05,1959/06/07,0,0:00PM,day,false,papaj901,hurle901,runge901,tabaf901,"""Orioles""","""Ron Rakowski""","""Ron Rakowski""",1996/09/18 10:53PM,park,none,0,unknown,-1,unknown,unknown,unknown,117,15600,wilhh101,herbr101,,,,,
KC1195906220,"""version 7RS(19) of 07/07/92""",NYA,KC1,KAN05,1959/06/22,0,0:00PM,night,false,summb901,mckib901,soarh901,chyln901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1994/10/02 3:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,169,21451,shanb102,herbr101,,,,,
KC1195906230,"""version 7RS(19) of 07/07/92""",NYA,KC1,KAN05,1959/06/23,0,0:00PM,night,false,mckib901,soarh901,chyln901,summb901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1994/10/04 11:10AM,park,none,80,unknown,-1,unknown,unknown,unknown,159,22259,fordw101,coler101,,,,,
KC1195906240,"""version 7RS(19) of 07/07/92""",NYA,KC1,KAN05,1959/06/24,0,0:00PM,night,false,soarh901,chyln901,summb901,mckib901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1994/10/07 7:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,144,21857,daleb102,bronj101,,,,,
KC1195906250,"""version 7RS(19) of 07/07/92""",NYA,KC1,KAN05,1959/06/25,0,0:00PM,night,false,chyln901,summb901,mckib901,soarh901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1994/10/08 8:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,170,21006,maasd101,sturt101,durer101,,,,
KC1195906260,"""version 7RS(19) of 07/07/92""",WS1,KC1,KAN05,1959/06/26,0,0:00PM,night,false,summb901,mckib901,soarh901,chyln901,"""Senators""","""Ron Rakowski""","""Ron Rakowski""",1996/09/05 10:25PM,park,none,0,unknown,-1,unknown,unknown,unknown,148,8272,pascc102,garvn102,stobc101,,,,
KC1195906270,"""version 7RS(19) of 07/07/92""",WS1,KC1,KAN05,1959/06/27,0,0:00PM,night,false,mckib901,soarh901,chyln901,summb901,"""Senators""","""Ron Rakowski""","""Ron Rakowski""",1996/09/05 10:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,148,9371,grimb102,clevt101,,,,,
KC1195906280,"""version 7RS(19) of 07/07/92""",WS1,KC1,KAN05,1959/06/28,0,0:00PM,day,false,soarh901,chyln901,summb901,mckib901,"""Senators""","""Ron Rakowski""","""Ron Rakowski""",1996/09/05 10:52PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,10148,kemmr101,reedh102,,,,,
KC1195907020,"""version 7RS(19) of 07/07/92""",CLE,KC1,KAN05,1959/07/02,0,0:00PM,night,false,stevj901,nappl901,ricej901,romme101,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/09/07 2:56PM,park,none,0,unknown,-1,unknown,unknown,unknown,180,9416,herbr101,bellg102,kuckj101,,,,
KC1195907030,"""version 7RS(19) of 07/07/92""",CLE,KC1,KAN05,1959/07/03,0,0:00PM,day,false,nappl901,ricej901,romme101,stevj901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/09/07 3:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,188,7989,scorh101,reedh102,,,,,
KC1195907041,"""version 7RS(19) of 07/07/92""",CHA,KC1,KAN05,1959/07/04,1,0:00PM,day,false,ricej901,romme101,stevj901,nappl901,"""White Sox""","""Ron Fisher""","""Ron Fisher""",1995/10/03 3:07AM,park,none,0,unknown,-1,unknown,unknown,unknown,156,0,shawb103,grimb102,,,,,
KC1195907042,"""version 7RS(19) of 07/07/92""",CHA,KC1,KAN05,1959/07/04,2,0:00PM,day,false,romme101,stevj901,nappl901,ricej901,"""White Sox""","""Ron Fisher""","""Ron Fisher""",1995/10/03 11:54AM,park,none,0,unknown,-1,unknown,unknown,unknown,157,18884,kuckj101,pierb101,,,,,
KC1195907050,"""version 7RS(19) of 07/07/92""",CHA,KC1,KAN05,1959/07/05,0,0:00PM,day,false,stevj901,nappl901,ricej901,romme101,"""White Sox""","""Ron Fisher""","""Ron Fisher""",1995/10/04 12:03AM,park,none,0,unknown,-1,unknown,unknown,unknown,148,9669,lownt101,garvn102,,,,,
KC1195907091,"""version 7RS(19) of 07/07/92""",DET,KC1,KAN05,1959/07/09,1,0:00PM,day,false,flahr901,umonf901,berrc103,honoj901,"""Det Free Press""","""Ron Fisher""","""Ron Fisher""",1996/09/07 9:11AM,park,none,0,unknown,-1,unknown,unknown,unknown,140,0,herbr101,laryf101,,,,,
KC1195907092,"""version 7RS(19) of 07/07/92""",DET,KC1,KAN05,1959/07/09,2,0:00PM,night,false,umonf901,berrc103,honoj901,flahr901,"""Det Free Press""","""Ron Fisher""","""Ron Fisher""",1996/09/07 9:21AM,park,none,0,unknown,-1,unknown,unknown,night,111,15187,kuckj101,narlr101,,,,,
KC1195907100,"""version 7RS(19) of 07/07/92""",DET,KC1,KAN05,1959/07/10,0,0:00PM,night,false,berrc103,honoj901,flahr901,umonf901,"""Det Free Press""","""Ron Fisher""","""Ron Fisher""",1993/11/25 9:43AM,park,none,0,unknown,-1,unknown,unknown,night,149,14766,bunnj101,grimb102,,,,,
KC1195907210,"""version 7RS(19) of 07/07/92""",BAL,KC1,KAN05,1959/07/21,0,0:00PM,night,false,ricej901,romme101,stevj901,nappl901,"""Orioles""","""Ron Rakowski""","""Ron Rakowski""",1996/10/14 9:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,128,10134,daleb102,pappm101,,,,,
KC1195907220,"""version 7RS(19) of 07/07/92""",BAL,KC1,KAN05,1959/07/22,0,0:00PM,night,false,romme101,stevj901,nappl901,ricej901,"""Orioles""","""Ron Rakowski""","""Ron Rakowski""",1996/10/14 9:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,136,7602,herbr101,walkj104,,,,,
KC1195907230,"""version 7RS(19) of 07/07/92""",BAL,KC1,KAN05,1959/07/23,0,0:00PM,night,false,stevj901,nappl901,ricej901,romme101,"""Orioles""","""Ron Rakowski""","""Ron Rakowski""",1996/10/14 9:27PM,park,none,0,unknown,-1,unknown,unknown,unknown,123,8231,garvn102,browh101,,,,,
KC1195907240,"""version 7RS(19) of 07/07/92""",BOS,KC1,KAN05,1959/07/24,0,0:00PM,night,false,nappl901,ricej901,romme101,stevj901,"""Boston Record""","""Ron Rakowski""","""Ron Rakowski""",1996/09/07 11:14PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,12583,kuckj101,sullf101,,,,,
KC1195907250,"""version 7RS(19) of 07/07/92""",BOS,KC1,KAN05,1959/07/25,0,0:00PM,night,false,ricej901,romme101,stevj901,nappl901,"""Bos Advertiser""","""Ron Rakowski""","""Ron Rakowski""",1996/09/07 11:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,15897,daleb102,schra101,,,,,
KC1195907260,"""version 7RS(19) of 07/07/92""",BOS,KC1,KAN05,1959/07/26,0,0:00PM,day,false,romme101,stevj901,nappl901,ricej901,"""Boston Record""","""Ron Rakowski""","""Ron Rakowski""",1996/09/11 9:42PM,park,none,0,unknown,-1,unknown,unknown,unknown,149,14905,herbr101,deloi101,coler101,,,,
KC1195907270,"""version 7RS(19) of 07/07/92""",WS1,KC1,KAN05,1959/07/27,0,0:00PM,night,false,runge901,papaj901,hurle901,stewb902,"""Senators""","""Ron Rakowski""","""Ron Rakowski""",1996/09/19 6:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,153,9181,dickm101,woodh101,grimb102,,,,
KC1195907280,"""version 7RS(19) of 07/07/92""",WS1,KC1,KAN05,1959/07/28,0,0:00PM,night,false,papaj901,hurle901,stewb902,runge901,"""Senators""","""Ron Rakowski""","""Ron Rakowski""",1996/09/19 6:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,12236,kuckj101,pascc102,,,,,
KC1195907290,"""version 7RS(19) of 07/07/92""",WS1,KC1,KAN05,1959/07/29,0,0:00PM,night,false,hurle901,stewb902,runge901,papaj901,"""Senators""","""Ron Rakowski""","""Ron Rakowski""",1996/09/19 7:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,142,12380,tsitj101,fiscb101,grimb102,,,,
KC1195907300,"""version 7RS(19) of 07/07/92""",WS1,KC1,KAN05,1959/07/30,0,0:00PM,night,false,stewb902,runge901,papaj901,hurle901,"""Senators""","""Ron Rakowski""","""Ron Rakowski""",1996/09/19 7:22PM,park,none,0,unknown,-1,unknown,unknown,unknown,142,10514,daleb102,grigh101,sturt101,,,,
KC1195907310,"""version 7RS(19) of 07/07/92""",NYA,KC1,KAN05,1959/07/31,0,0:00PM,night,false,runge901,papaj901,hurle901,stewb902,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1994/12/05 2:36PM,park,none,0,unknown,-1,unknown,unknown,unknown,163,29592,shanb102,garvn102,,,,,
KC1195908010,"""version 7RS(19) of 07/07/92""",NYA,KC1,KAN05,1959/08/01,0,0:00PM,night,false,papaj901,hurle901,stewb902,runge901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1994/12/14 11:45PM,park,none,84,unknown,-1,unknown,unknown,unknown,126,31977,kuckj101,ditma101,,,,,
KC1195908020,"""version 7RS(19) of 07/07/92""",NYA,KC1,KAN05,1959/08/02,0,0:00PM,day,false,hurle901,stewb902,runge901,papaj901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1994/12/29 3:30AM,park,none,90,unknown,-1,unknown,unknown,unknown,210,31719,maasd101,grimb102,shanb102,,,,
KC1195908100,"""version 7RS(19) of 07/07/92""",CLE,KC1,KAN05,1959/08/10,0,0:00PM,night,false,berrc103,honoj901,flahr901,umonf901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/09/19 7:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,172,11478,mclic101,coler101,harsj101,,,,
KC1195908110,"""version 7RS(19) of 07/07/92""",CLE,KC1,KAN05,1959/08/11,0,0:00PM,night,false,honoj901,flahr901,umonf901,berrc103,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/09/19 8:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,147,10884,daleb102,granj101,,,,,
KC1195908120,"""version 7RS(19) of 07/07/92""",CLE,KC1,KAN05,1959/08/12,0,0:00PM,night,false,flahr901,umonf901,berrc103,honoj901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/09/19 8:44PM,park,none,0,unknown,-1,unknown,unknown,unknown,160,10937,bellg102,kuckj101,,,,,
KC1195908130,"""version 7RS(19) of 07/07/92""",CLE,KC1,KAN05,1959/08/13,0,0:00PM,night,false,umonf901,berrc103,honoj901,flahr901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/09/19 9:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,141,12510,harsj101,tsitj101,,,,,
KC1195908140,"""version 7RS(19) of 07/07/92""",CHA,KC1,KAN05,1959/08/14,0,0:00PM,night,false,berrc103,honoj901,flahr901,umonf901,"""White Sox""","""Ron Fisher""","""Ron Fisher""",1995/10/10 1:40AM,park,none,0,unknown,-1,unknown,unknown,unknown,122,11477,shawb103,kuckj101,,,,,
KC1195908150,"""version 7RS(19) of 07/07/92""",CHA,KC1,KAN05,1959/08/15,0,0:00PM,night,false,honoj901,flahr901,umonf901,berrc103,"""White Sox""","""Ron Fisher""","""Ron Fisher""",1995/10/10 1:49AM,park,none,0,unknown,-1,unknown,unknown,unknown,150,14497,daleb102,pierb101,,,,,
KC1195908160,"""version 7RS(19) of 07/07/92""",CHA,KC1,KAN05,1959/08/16,0,0:00PM,day,false,flahr901,umonf901,berrc103,honoj901,"""White Sox""","""Ron Fisher""","""Ron Fisher""",1995/10/10 4:18AM,park,none,0,unknown,-1,unknown,unknown,unknown,164,13373,garvn102,donod101,,,,,
KC1195908180,"""version 7RS(19) of 07/07/92""",BOS,KC1,KAN05,1959/08/18,0,0:00PM,night,false,mckib901,soarh901,chyln901,summb901,"""Boston Record""","""Ron Rakowski""","""Ron Rakowski""",1996/09/19 9:43PM,park,none,0,unknown,-1,unknown,unknown,unknown,175,11240,fornm101,herbr101,kiell101,,,,
KC1195908190,"""version 7RS(19) of 07/07/92""",BOS,KC1,KAN05,1959/08/19,0,0:00PM,night,false,soarh901,chyln901,summb901,mckib901,"""Boston Record""","""Ron Rakowski""","""Ron Rakowski""",1996/09/19 10:07PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,8753,daleb102,sullf101,,,,,
KC1195908200,"""version 7RS(19) of 07/07/92""",BOS,KC1,KAN05,1959/08/20,0,0:00PM,day,false,chyln901,summb901,mckib901,soarh901,"""Boston record""","""Ron Rakowski""","""Ron Rakowski""",1996/09/19 10:27PM,park,none,0,unknown,-1,unknown,unknown,unknown,202,6938,wilse102,sturt101,brewt101,,,,
KC1195908210,"""version 7RS(19) of 07/07/92""",NYA,KC1,KAN05,1959/08/21,0,0:00PM,night,false,summb901,mckib901,soarh901,chyln901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1995/01/18 2:04PM,park,none,93,unknown,-1,unknown,unknown,unknown,214,22348,maasd101,coler101,durer101,,,,
KC1195908220,"""version 7RS(19) of 07/07/92""",NYA,KC1,KAN05,1959/08/22,0,0:00PM,day,false,mckib901,soarh901,chyln901,summb901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1995/01/18 2:28PM,park,none,90,unknown,-1,unknown,unknown,unknown,203,17567,tsitj101,turlb101,,,,,
KC1195908231,"""version 7RS(19) of 07/07/92""",WS1,KC1,KAN05,1959/08/23,1,0:00PM,day,false,berrc103,honoj901,flahr901,umonf901,"""Senators""","""Ron Rakowski""","""Ron Rakowski""",1996/09/19 10:45PM,park,none,0,unknown,-1,unknown,unknown,unknown,169,0,pascc102,daleb102,stobc101,,,,
KC1195908232,"""version 7RS(19) of 07/07/92""",WS1,KC1,KAN05,1959/08/23,2,0:00PM,day,false,honoj901,flahr901,umonf901,berrc103,"""Senators""","""Ron Rakowski""","""Ron Rakowski""",1996/09/19 11:13PM,park,none,0,unknown,-1,unknown,unknown,unknown,122,15246,kuckj101,woodh101,,,,,
KC1195908250,"""version 7RS(19) of 07/07/92""",BAL,KC1,KAN05,1959/08/25,0,0:00PM,night,false,flahr901,umonf901,berrc103,honoj901,"""Orioles""","""Ron Rakowski""","""Ron Rakowski""",1996/10/14 9:53PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,9650,tsitj101,loesb101,sturt101,,,,
KC1195908260,"""version 7RS(19) of 07/07/92""",BAL,KC1,KAN05,1959/08/26,0,0:00PM,night,false,umonf901,berrc103,honoj901,flahr901,"""Orioles""","""Ron Rakowski""","""Ron Rakowski""",1996/10/14 10:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,146,9822,walkj104,daleb102,pappm101,,,,
KC1195908280,"""version 7RS(19) of 07/07/92""",DET,KC1,KAN05,1959/08/28,0,0:00PM,night,false,berrc103,honoj901,mckib901,umonf901,"""Tigers""","""Ron Rakowski""","""Ron Rakowski""",1996/10/15 12:05PM,park,none,0,unknown,-1,unknown,unknown,unknown,139,10459,laryf101,sturt101,morgt101,,,,
KC1195908290,"""version 7RS(19) of 07/07/92""",DET,KC1,KAN05,1959/08/29,0,0:00PM,night,false,honoj901,mckib901,umonf901,berrc103,"""Tigers""","""Ron Rakowski""","""Ron Rakowski""",1996/10/15 12:17PM,park,none,0,unknown,-1,unknown,unknown,unknown,130,16343,foytp101,herbr101,,,,,
KC1195908300,"""version 7RS(19) of 07/07/92""",DET,KC1,KAN05,1959/08/30,0,0:00PM,day,false,mckib901,umonf901,berrc103,honoj901,"""Tigers""","""Ron Rakowski""","""Ron Rakowski""",1996/10/21 8:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,9500,mossd101,daleb102,,,,,
KC1195909180,"""version 7RS(19) of 07/07/92""",CLE,KC1,KAN05,1959/09/18,0,0:00PM,night,false,stevj901,nappl901,ricej901,romme101,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/10/21 8:36PM,park,none,0,unknown,-1,unknown,unknown,unknown,146,6943,perrj102,daleb102,,,,,
KC1195909190,"""version 7RS(19) of 07/07/92""",CLE,KC1,KAN05,1959/09/19,0,0:00PM,night,false,nappl901,ricej901,romme101,stevj901,"""Scorecard""","""Beston,et al""","""Greg Beston""",2003/10/25 12:20PM,park,none,0,unknown,-1,unknown,unknown,night,159,8852,harsj101,kuckj101,,,,,
KC1195909200,"""version 7RS(19) of 07/07/92""",CLE,KC1,KAN05,1959/09/20,0,0:00PM,day,false,ricej901,romme101,stevj901,nappl901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/10/21 9:52PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,11058,mclic101,garvn102,,,,,
MLN195904140,"""version 7RS(19) of 07/07/92""",PHI,MLN,MIL05,1959/04/14,0,0:00PM,day,false,venzt901,conlj102,donaa901,burkk101,"""Mil Journal""","""Ron Rakowski""","""Ron Rakowski""",1996/01/19 11:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,42081,mcmad102,farrt101,,,,,
MLN195904160,"""version 7RS(19) of 07/07/92""",PHI,MLN,MIL05,1959/04/16,0,0:00PM,day,false,conlj102,donaa901,burkk101,venzt901,"""Mil Journal""","""Ron Rakowski""","""Ron Rakowski""",1996/01/19 3:38PM,park,none,0,unknown,-1,unknown,unknown,unknown,154,11186,burdl101,meyej101,,,,,
MLN195904170,"""version 7RS(19) of 07/07/92""",PIT,MLN,MIL05,1959/04/17,0,0:00PM,day,false,smitv101,dascf901,secof101,dixoh901,"""Mil Journal""","""Ron Rakowski""","""Ron Rakowski""",1996/01/19 4:03PM,park,none,0,unknown,-1,unknown,unknown,unknown,151,8562,,,,,,,
MLN195904180,"""version 7RS(19) of 07/07/92""",PIT,MLN,MIL05,1959/04/18,0,0:00PM,day,false,dascf901,secof101,dixoh901,smitv101,"""Mil Journal""","""Ron Rakowski""","""Ron Rakowski""",1996/01/19 4:28PM,park,none,0,unknown,-1,unknown,unknown,unknown,157,15703,law-v101,buhlb101,,,,,
MLN195904210,"""version 7RS(19) of 07/07/92""",CIN,MLN,MIL05,1959/04/21,0,0:00PM,day,false,secof101,dixoh901,smitv101,dascf901,"""Mil Journal""","""Ron Rakowski""","""Ron Rakowski""",1996/01/19 4:43PM,park,none,0,unknown,-1,unknown,unknown,unknown,128,6869,spahw101,purkb101,,,,,
MLN195904290,"""version 7RS(19) of 07/07/92""",SLN,MLN,MIL05,1959/04/29,0,0:00PM,night,false,barla901,jackb901,craws901,delmv901,"""Dave O'Hara""","""Ron Rakowski""","""Ron Rakowski""",1996/01/19 4:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,172,13852,burdl101,jackl102,,,,,
MLN195904300,"""version 7RS(19) of 07/07/92""",SLN,MLN,MIL05,1959/04/30,0,0:00PM,night,false,jackb901,craws901,delmv901,barla901,"""Dave O'Hara""","""Ron Rakowski""","""Ron Rakowski""",1996/01/25 4:21PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,12086,spahw101,kella103,,,,,
