game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype,umplf,umprf
CLE195904261,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1959/04/26,1,0:00PM,day,false,chyln901,summb901,mckib901,soarh901,"""White Sox""","""Ron Fisher""","""Ron Fisher""",1996/02/06 10:18AM,park,none,0,unknown,-1,unknown,unknown,unknown,199,0,wynne101,ferrd102,stalg103,,,,
CLE195904262,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1959/04/26,2,0:00PM,day,false,summb901,mckib901,soarh901,chyln901,"""White Sox""","""Ron Fisher""","""Ron Fisher""",1996/02/06 10:27AM,park,none,0,unknown,-1,unknown,unknown,unknown,165,14358,pierb101,bellg102,,,,,
CLE195905010,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1959/05/01,0,0:00PM,night,false,tabaf901,papaj901,hurle901,runge901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1996/02/06 12:10AM,park,none,0,unknown,-1,unknown,unknown,unknown,142,36682,mclic101,shanb102,,,,,
CLE195905020,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1959/05/02,0,0:00PM,day,false,papaj901,hurle901,runge901,tabaf901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1996/02/06 7:29AM,park,none,0,unknown,-1,unknown,unknown,unknown,133,14484,scorh101,sturt101,,,,,
CLE195905031,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1959/05/03,1,0:00PM,day,false,hurle901,runge901,tabaf901,papaj901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/02/06 6:02PM,park,none,0,unknown,-1,unknown,unknown,unknown,143,0,granj101,ramop101,,,,,
CLE195905032,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1959/05/03,2,0:00PM,day,false,runge901,tabaf901,papaj901,hurle901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/02/06 6:14PM,park,none,0,unknown,-1,unknown,unknown,unknown,130,19586,grigh101,garcm101,hyded101,,,,
CLE195905050,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1959/05/05,0,0:00PM,night,false,honoj901,flahr901,umonf901,berrc103,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/06 11:02PM,park,none,0,unknown,-1,unknown,unknown,unknown,152,11182,ferrd102,harsj101,,,,,
CLE195905060,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1959/05/06,0,0:00PM,night,false,flahr901,umonf901,berrc103,honoj901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/06 11:14PM,park,none,0,unknown,-1,unknown,unknown,unknown,162,11313,pappm101,bellg102,loesb101,,,,
CLE195905220,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1959/05/22,0,0:00PM,night,false,chyln901,summb901,mckib901,soarh901,"""Det Free Press""","""Ron Fisher""","""Ron Fisher""",1996/02/06 2:22PM,park,none,0,unknown,-1,unknown,unknown,unknown,112,24317,bellg102,foytp101,,,,,
CLE195905230,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1959/05/23,0,0:00PM,day,false,summb901,mckib901,soarh901,chyln901,"""Det Free Press""","""Ron Fisher""","""Ron Fisher""",1996/02/06 2:40PM,park,none,0,fromlf,-1,wet,unknown,unknown,145,5864,bunnj101,mclic101,,,,,
CLE195905241,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1959/05/24,1,0:00PM,day,false,mckib901,soarh901,chyln901,summb901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/07 1:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,0,scorh101,narlr101,,,,,
CLE195905242,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1959/05/24,2,0:00PM,day,false,soarh901,chyln901,summb901,mckib901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/07 1:30PM,park,none,0,unknown,-1,unknown,unknown,unknown,142,22735,laryf101,garcm101,sisld102,,,,
CLE195905280,"""version 7RS(19) of 07/07/92""",KC1,CLE,CLE07,1959/05/28,0,0:00PM,night,false,runge901,tabaf901,soarh901,papaj901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/07 1:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,12785,daleb102,granj101,,,,,
CLE195905301,"""version 7RS(19) of 07/07/92""",KC1,CLE,CLE07,1959/05/30,1,0:00PM,day,false,tabaf901,soarh901,papaj901,runge901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/07 2:12PM,park,none,0,unknown,-1,unknown,unknown,unknown,156,0,cicoa101,kuckj101,,,,,
CLE195905302,"""version 7RS(19) of 07/07/92""",KC1,CLE,CLE07,1959/05/30,2,0:00PM,day,false,soarh901,papaj901,runge901,tabaf901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/07 2:22PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,20338,coler101,mclic101,,,,,
CLE195906020,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1959/06/02,0,0:00PM,night,false,berrc103,honoj901,flahr901,umonf901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/07 2:58PM,park,none,0,unknown,-1,unknown,unknown,unknown,122,7016,ramop101,podbb101,,,,,
CLE195906030,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1959/06/03,0,0:00PM,night,false,honoj901,flahr901,umonf901,berrc103,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/07 3:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,133,7644,fiscb101,scorh101,,,,,
CLE195906050,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1959/06/05,0,0:00PM,night,false,flahr901,umonf901,berrc103,honoj901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1996/02/07 10:37AM,park,none,70,unknown,-1,unknown,unknown,unknown,148,51935,ditma101,bellg102,,,,,
CLE195906060,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1959/06/06,0,0:00PM,day,false,umonf901,berrc103,honoj901,flahr901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1996/02/07 5:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,156,17156,turlb101,ferrd102,,,,,
CLE195906071,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1959/06/07,1,0:00PM,day,false,berrc103,honoj901,flahr901,umonf901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1996/02/07 1:53PM,park,none,79,unknown,-1,unknown,unknown,unknown,173,0,scorh101,larsd102,,,,,
CLE195906072,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1959/06/07,2,7:52PM,day,false,honoj901,flahr901,umonf901,berrc103,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1996/02/07 2:12PM,park,none,78,unknown,-1,unknown,unknown,unknown,171,59823,maasd101,mclic101,durer101,,,,
CLE195906230,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1959/06/23,0,0:00PM,night,false,ricej901,romme101,stevj901,nappl901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/07 4:43PM,park,none,0,unknown,-1,unknown,unknown,unknown,155,19979,pappm101,bellg102,,,,,
CLE195906240,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1959/06/24,0,0:00PM,night,false,romme101,stevj901,nappl901,ricej901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/07 5:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,147,11694,browh101,scorh101,loesb101,,,,
CLE195906250,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1959/06/25,0,0:00PM,day,false,stevj901,nappl901,ricej901,romme101,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/07 5:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,162,7433,garcm101,fishj101,,,,,
CLE195906260,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1959/06/26,0,0:00PM,night,false,nappl901,ricej901,romme101,stevj901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/08/02 5:52PM,park,none,0,unknown,-1,unknown,unknown,unknown,175,25416,mclic101,casaj101,,,,,
CLE195906270,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1959/06/27,0,0:00PM,day,false,ricej901,romme101,stevj901,nappl901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/07 6:45PM,park,none,0,unknown,-1,unknown,unknown,unknown,158,10919,sullf101,granj101,brewt101,,,,
CLE195906281,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1959/06/28,1,0:00PM,day,false,romme101,stevj901,nappl901,ricej901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/07 8:17PM,park,none,0,unknown,-1,unknown,unknown,unknown,152,0,perrj102,harsj101,,,,,
CLE195906282,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1959/06/28,2,0:00PM,day,false,stevj901,nappl901,ricej901,romme101,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/07 8:27PM,park,none,0,unknown,-1,unknown,unknown,unknown,171,27610,scorh101,willt102,,,,,
CLE195906300,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1959/06/30,0,0:00PM,night,false,chyln901,summb901,mckib901,soarh901,"""White Sox""","""Ron Fisher""","""Ron Fisher""",1996/02/08 11:36AM,park,none,0,unknown,-1,unknown,unknown,unknown,113,23416,mclic101,pierb101,,,,,
CLE195907010,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1959/07/01,0,8:15PM,night,false,summb901,mckib901,soarh901,chyln901,"""White Sox""","""Ron Fisher""","""Ron Fisher""",1996/02/08 10:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,171,16700,latmb101,granj101,lownt101,,,,
CLE195907110,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1959/07/11,0,0:00PM,night,false,runge901,papaj901,hurle901,stewb902,"""Det Free Press""","""Ron Fisher""","""Ron Fisher""",1996/02/08 1:38AM,park,none,0,unknown,-1,unknown,unknown,night,190,29895,perrj102,sisld102,bellg102,,,,
CLE195907121,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1959/07/12,1,0:00PM,day,false,papaj901,hurle901,stewb902,runge901,"""Det Free Press""","""Ron Fisher""","""Ron Fisher""",1996/02/08 6:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,121,0,foytp101,lockb101,,,,,
CLE195907122,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1959/07/12,2,0:00PM,day,false,hurle901,stewb902,runge901,papaj901,"""Det Free Press""","""Ron Fisher""","""Ron Fisher""",1996/02/08 7:21PM,park,none,0,unknown,-1,unknown,unknown,unknown,133,54727,perrj102,morgt101,,,,,
CLE195907210,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1959/07/21,0,0:00PM,night,false,soarh901,chyln901,summb901,mckib901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1996/02/08 8:11AM,park,none,80,unknown,-1,unknown,unknown,unknown,135,46912,mclic101,shanb102,,,,,
CLE195907220,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1959/07/22,0,0:00PM,night,false,chyln901,summb901,mckib901,soarh901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1996/02/08 8:29AM,park,none,80,unknown,-1,unknown,unknown,unknown,183,42747,maasd101,scorh101,durer101,,,,
CLE195907230,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1959/07/23,0,8:01PM,night,false,summb901,mckib901,soarh901,chyln901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1996/02/08 9:14AM,park,none,0,unknown,-1,unknown,unknown,unknown,182,50766,perrj102,grbae101,granj101,,,,
CLE195907240,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1959/07/24,0,0:00PM,night,false,mckib901,soarh901,chyln901,summb901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/08 3:49PM,park,none,0,unknown,-1,unknown,unknown,unknown,169,14147,bellg102,pascc102,,,,,
CLE195907250,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1959/07/25,0,0:00PM,day,false,soarh901,chyln901,summb901,mckib901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/08 4:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,12653,mclic101,fiscb101,,,,,
CLE195907261,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1959/07/26,1,0:00PM,day,false,chyln901,summb901,mckib901,soarh901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/08 4:20PM,park,none,0,unknown,-1,unknown,unknown,unknown,117,0,perrj102,grigh101,,,,,
CLE195907262,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1959/07/26,2,0:00PM,day,false,summb901,mckib901,soarh901,chyln901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/08 4:38PM,park,none,0,unknown,-1,unknown,unknown,unknown,203,30121,granj101,ramop101,,,,,
CLE195907270,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1959/07/27,0,0:00PM,night,false,honoj901,flahr901,umonf901,berrc103,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/08 4:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,166,12716,casaj101,scorh101,,,,,
CLE195907281,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1959/07/28,1,0:00PM,day,false,flahr901,umonf901,berrc103,honoj901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/08 5:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,171,0,bellg102,sullf101,,,,,
CLE195907282,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1959/07/28,2,0:00PM,night,false,umonf901,berrc103,honoj901,flahr901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/08 5:34PM,park,none,0,unknown,-1,unknown,unknown,unknown,148,29525,monbb101,perrj102,fornm101,,,,
CLE195907290,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1959/07/29,0,0:00PM,night,false,berrc103,honoj901,flahr901,umonf901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/08 5:43PM,park,none,0,unknown,-1,unknown,unknown,unknown,148,14591,schra101,mclic101,,,,,
CLE195907300,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1959/07/30,0,0:00PM,day,false,honoj901,flahr901,umonf901,berrc103,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/08/02 5:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,163,10244,lockb101,fornm101,,,,,
CLE195907310,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1959/07/31,0,0:00PM,night,false,flahr901,umonf901,berrc103,honoj901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/08 6:23PM,park,none,0,unknown,-1,unknown,unknown,unknown,148,32864,perrj102,loesb101,cicoa101,,,,
CLE195908010,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1959/08/01,0,0:00PM,day,false,umonf901,berrc103,honoj901,flahr901,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowksi""",1996/02/10 6:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,12115,browh101,lockb101,walkj104,,,,
CLE195908021,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1959/08/02,1,0:00PM,day,false,berrc103,honoj901,flahr901,umonf901,"""Plain Delaer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/10 11:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,146,0,wilhh101,cicoa101,odelb101,,,,
CLE195908022,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1959/08/02,2,0:00PM,day,false,honoj901,flahr901,umonf901,berrc103,"""Plain Dealer""","""Ron Rakowski""","""Ron Rakowski""",1996/02/10 11:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,140,34682,bellg102,odelb101,,,,,
CLE195908180,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1959/08/18,0,0:00PM,night,false,papaj901,hurle901,stewb902,runge901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/02/10 11:45PM,park,none,0,unknown,-1,unknown,unknown,unknown,158,18064,kemmr101,perrj102,,,,,
CLE195908190,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1959/08/19,0,0:00PM,night,false,hurle901,stewb902,runge901,papaj901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/02/11 1:44PM,park,none,0,unknown,-1,unknown,unknown,unknown,161,7795,mclic101,fiscb101,lockb101,,,,
CLE195908200,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1959/08/20,0,0:00PM,day,false,stewb902,runge901,papaj901,hurle901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/02/11 2:13PM,park,none,0,unknown,-1,unknown,unknown,unknown,126,10157,granj101,ramop101,,,,,
CLE195908210,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1959/08/21,0,0:00PM,night,false,runge901,papaj901,hurle901,stewb902,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/10/21 2:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,124,28573,harsj101,browh101,,,,,
CLE195908220,"""version 7RS(19) of 07/07/92""",BAL,CLE,CLE07,1959/08/22,0,0:00PM,day,false,papaj901,hurle901,stewb902,runge901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/08/15 3:02PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,10117,bellg102,pappm101,granj101,,,,
CLE195908231,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1959/08/23,1,0:00PM,day,false,stevj901,nappl901,ricej901,romme101,"""Boston Record""","""Ron Rakowski""","""Ron Rakowski""",1996/10/21 9:42PM,park,none,0,unknown,-1,unknown,unknown,unknown,117,0,perrj102,brewt101,,,,,
CLE195908232,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1959/08/23,2,0:00PM,day,false,nappl901,ricej901,romme101,stevj901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/08/02 3:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,170,26208,harsj101,schra101,,,,,
CLE195908250,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1959/08/25,0,0:00PM,night,false,ricej901,romme101,stevj901,nappl901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1995/01/20 3:32PM,park,none,0,unknown,-1,unknown,unknown,unknown,136,36143,mclic101,fordw101,,,,,
CLE195908260,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1959/08/26,0,0:00PM,night,false,romme101,stevj901,nappl901,ricej901,"""Yankees""","""Ron Fisher""","""Ron Fisher""",1995/01/21 3:30AM,park,none,0,unknown,-1,unknown,unknown,unknown,142,31800,perrj102,durer101,,,,,
CLE195908280,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1959/08/28,0,0:00PM,night,false,papaj901,soarh901,runge901,chyln901,"""White Sox""","""Ron Fisher""","""Ron Fisher""",1995/10/10 4:28AM,park,none,0,unknown,-1,unknown,unknown,unknown,152,70398,shawb103,granj101,,,,,
CLE195908290,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1959/08/29,0,0:00PM,day,false,soarh901,runge901,chyln901,papaj901,"""White Sox""","""Ron Fisher""","""Ron Fisher""",1995/10/10 3:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,138,28107,donod101,perrj102,,,,,
CLE195908301,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1959/08/30,1,0:00PM,day,false,runge901,chyln901,papaj901,soarh901,"""White Sox""","""Ron Fisher""","""Ron Fisher""",1995/10/10 3:34PM,park,none,0,unknown,-1,unknown,unknown,unknown,176,0,wynne101,mclic101,stalg103,,,,
CLE195908302,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1959/08/30,2,0:00PM,day,false,chyln901,papaj901,soarh901,runge901,"""White Sox""","""Ron Fisher""","""Ron Fisher""",1995/10/10 3:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,157,66586,latmb101,bellg102,lownt101,,,,
CLE195909020,"""version 7RS(19) of 07/07/92""",KC1,CLE,CLE07,1959/09/02,0,0:00PM,night,false,papaj901,soarh901,runge901,chyln901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/10/21 4:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,153,15264,bellg102,garvn102,,,,,
CLE195909071,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1959/09/07,1,0:00PM,day,false,stevj901,umonf901,berrc103,hurle901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/08/15 6:31PM,park,none,0,unknown,-1,unknown,unknown,unknown,200,0,lockb101,bunnj101,,,,,
CLE195909072,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1959/09/07,2,0:00PM,day,false,umonf901,berrc103,hurle901,stevj901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/08/15 7:07PM,park,none,0,unknown,-1,unknown,unknown,unknown,182,28041,garcm101,burnp102,,,,,
CLE195909220,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1959/09/22,0,0:00PM,night,false,summb901,mckib901,soarh901,chyln901,"""White Sox/602/111""","""Wayne Townsend/Ron Fisher""","""Townsend/Fisher""",1995/10/11 9:16PM,park,pitches,0,unknown,-1,unknown,none,unknown,163,54293,wynne101,perrj102,stalg103,,,,
CLE195909251,"""version 7RS(19) of 07/07/92""",KC1,CLE,CLE07,1959/09/25,1,0:00PM,day,false,mckib901,soarh901,chyln901,summb901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/09/04 8:02PM,park,none,0,unknown,-1,unknown,unknown,unknown,171,0,strij102,kuckj101,lockb101,,,,
CLE195909252,"""version 7RS(19) of 07/07/92""",KC1,CLE,CLE07,1959/09/25,2,0:00PM,night,false,soarh901,chyln901,summb901,mckib901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/09/04 8:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,179,29411,granj101,grimb102,,,,,
CLE195909260,"""version 7RS(19) of 07/07/92""",KC1,CLE,CLE07,1959/09/26,0,0:00PM,day,false,chyln901,summb901,mckib901,soarh901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/09/04 8:47PM,park,none,0,unknown,-1,unknown,unknown,unknown,140,8108,johnk102,brigj101,tomad101,,,,
CLE195909270,"""version 7RS(19) of 07/07/92""",KC1,CLE,CLE07,1959/09/27,0,0:00PM,day,false,summb901,mckib901,soarh901,chyln901,"""Indians""","""Ron Rakowski""","""Ron Rakowski""",1996/09/04 9:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,149,14601,garvn102,scorh101,kutym101,,,,
SFN195904140,"""version 7RS(19) of 07/07/92""",CHN,SFN,SFO01,1959/04/14,0,0:00PM,day,false,delmv901,barla901,jackb901,craws901,"""Bob Stevens""",,"""Alan Boodman""",1995/09/12 12:33PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,157,22522,hilld102,sanfj101,elstd101,,,,
SFN195904150,"""version 7RS(19) of 07/07/92""",CHN,SFN,SFO01,1959/04/15,0,0:00PM,night,false,barla901,jackb901,craws901,delmv901,"""Bob Stevens""",,"""Alan Boodman""",1995/09/12 12:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,164,15479,antoj103,drabm101,,,,,
SFN195904160,"""version 7RS(19) of 07/07/92""",CHN,SFN,SFO01,1959/04/16,0,0:00PM,day,false,jackb901,craws901,delmv901,barla901,"""Bob Stevens""",,"""Alan Boodman""",1995/09/12 12:55PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,176,11056,hobbg101,jones105,elstd101,,,,
SFN195904170,"""version 7RS(19) of 07/07/92""",SLN,SFN,SFO01,1959/04/17,0,0:00PM,night,false,sudoe901,gormt101,boggd901,lands901,"""Bob Stevens""",,"""Alan Boodman""",1995/09/12 2:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,166,19945,mizew101,mccom103,,,,,
SFN195904180,"""version 7RS(19) of 07/07/92""",SLN,SFN,SFO01,1959/04/18,0,0:00PM,day,false,gormt101,boggd901,lands901,sudoe901,"""Bob Stevens""",,"""Alan Boodman""",1995/09/12 2:24PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,19393,sanfj101,mcdal101,,,,,
SFN195904190,"""version 7RS(19) of 07/07/92""",SLN,SFN,SFO01,1959/04/19,0,0:00PM,day,false,boggd901,lands901,sudoe901,gormt101,"""Bob Stevens""",,"""Alan Boodman""",1995/09/12 2:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,22785,antoj103,jackl102,,,,,
SFN195905070,"""version 7RS(19) of 07/07/92""",LAN,SFN,SFO01,1959/05/07,0,0:00PM,day,false,smitv101,dascf901,secof101,dixoh901,"""Allan Roth""",,"""Alan Boodman""",1995/09/13 8:12PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,154,14216,wills102,sanfj101,,,,,
SFN195905080,"""version 7RS(19) of 07/07/92""",LAN,SFN,SFO01,1959/05/08,0,0:00PM,night,false,dascf901,secof101,dixoh901,smitv101,"""Allan Roth""",,"""Alan Boodman""",1995/09/13 8:30PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,154,22706,antoj103,mcded101,,,,,
SFN195905090,"""version 7RS(19) of 07/07/92""",LAN,SFN,SFO01,1959/05/09,0,0:00PM,day,false,secof101,dixoh901,smitv101,dascf901,"""Allan Roth""",,"""Alan Boodman""",1995/09/14 7:39AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,181,22679,labic101,joneg101,,,,,
SFN195905100,"""version 7RS(19) of 07/07/92""",LAN,SFN,SFO01,1959/05/10,0,0:00PM,day,false,dixoh901,smitv101,dascf901,secof101,"""Allan Roth""",,"""Alan Boodman""",1995/09/14 7:51AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,138,22641,podrj101,mccom103,labic101,,,,
SFN195905110,"""version 7RS(19) of 07/07/92""",PIT,SFN,SFO01,1959/05/11,0,0:00PM,night,false,conlj102,burkk101,venzt901,donaa901,"""Bob Stevens""",,"""Alan Boodman""",1995/09/14 8:03AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,157,13789,sanfj101,danib102,,,,,
SFN195905120,"""version 7RS(19) of 07/07/92""",PIT,SFN,SFO01,1959/05/12,0,0:00PM,day,false,burkk101,venzt901,donaa901,conlj102,"""Bob Stevens""",,"""Alan Boodman""",1995/09/14 8:22AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,231,8084,danib102,joneg101,,,,,
SFN195905130,"""version 7RS(19) of 07/07/92""",PHI,SFN,SFO01,1959/05/13,0,0:00PM,day,false,venzt901,donaa901,conlj102,burkk101,"""Bob Stevens""",,"""Alan Boodman""",1996/10/06 11:34AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,5128,jones105,gomer101,,,,,
