player_id,last,first,bats,throws,team_id,pos,player_name,year
acosm101,Acosta,Merito,L,L,WS1,OF,Merito Acosta,1191
ainse101,Ainsmith,Eddie,R,R,WS1,C,Eddie Ainsmith,1191
ayerd101,Ayers,Doc,R,R,WS1,P,Doc Ayers,1191
barbt101,Barber,Turner,L,R,WS1,OF,Turner Barber,1191
bentj101,Bentley,Jack,L,L,WS1,P,Jack Bentley,1191
boehj101,Boehling,Joe,L,L,WS1,P,Joe Boehling,1191
crafm101,Craft,Molly,R,R,WS1,P,Molly Craft,1191
dumog101,Dumont,George,R,R,WS1,P,George Dumont,1191
foste103,Foster,Eddie,R,R,WS1,3B,Eddie Foster,1191
gallb103,Gallia,Bert,R,R,WS1,P,Bert Gallia,1191
gharp101,Gharrity,Patsy,R,R,WS1,1B,Patsy Gharrity,1191
goodm102,Goodwin,Marv,R,R,WS1,P,Marv Goodwin,1191
harph101,Harper,Harry,L,L,WS1,P,Harry Harper,1191
henrj101,Henry,John,R,R,WS1,C,John Henry,1191
jamic101,Jamieson,Charlie,L,L,WS1,OF,Charlie Jamieson,1191
johnw102,Johnson,Walter,R,R,WS1,P,Walter Johnson,1191
judgj101,Judge,Joe,L,L,WS1,1B,Joe Judge,1191
leonj101,Leonard,Joe,L,R,WS1,3B,Joe Leonard,1191
mcbrg101,McBride,George,R,R,WS1,SS,George McBride,1191
menom101,Menosky,Mike,L,R,WS1,OF,Mike Menosky,1191
milac101,Milan,Clyde,L,R,WS1,OF,Clyde Milan,1191
moeld101,Moeller,Danny,B,R,WS1,OF,Danny Moeller,1191
morgr101,Morgan,Ray,R,R,WS1,2B,Ray Morgan,1191
rices101,Rice,Sam,L,R,WS1,OF,Sam Rice,1191
rondh101,Rondeau,Henri,L,R,WS1,OF,Henri Rondeau,1191
sawyc101,Sawyer,Carl,R,R,WS1,2B,Carl Sawyer,1191
shanh101,Shanks,Howie,R,R,WS1,OF,Howie Shanks,1191
shawj101,Shaw,Jim,R,R,WS1,P,Jim Shaw,1191
smite104,Smith,Elmer,L,R,WS1,OF,Elmer Smith,1191
thomc101,Thomas,Claude,L,L,WS1,P,Claude Thomas,1191
willr104,Williams,Rip,R,R,WS1,1B,Rip Williams,1191
ainse101,Ainsmith,Eddie,R,R,WS1,C,Eddie Ainsmith,1191
ayerd101,Ayers,Doc,R,R,WS1,P,Doc Ayers,1191
crafm101,Craft,Molly,R,R,WS1,P,Molly Craft,1191
crans102,Crane,Sam,R,R,WS1,SS,Sam Crane,1191
dumog101,Dumont,George,R,R,WS1,P,George Dumont,1191
foste103,Foster,Eddie,R,R,WS1,3B,Eddie Foster,1191
gallb103,Gallia,Bert,R,R,WS1,P,Bert Gallia,1191
gharp101,Gharrity,Patsy,R,R,WS1,1B,Patsy Gharrity,1191
harph101,Harper,Harry,L,L,WS1,P,Harry Harper,1191
henrj101,Henry,John,R,R,WS1,C,John Henry,1191
jamic101,Jamieson,Charlie,L,L,WS1,OF,Charlie Jamieson,1191
johnw102,Johnson,Walter,R,R,WS1,P,Walter Johnson,1191
judgj101,Judge,Joe,L,L,WS1,1B,Joe Judge,1191
leonj101,Leonard,Joe,L,R,WS1,3B,Joe Leonard,1191
mcbrg101,McBride,George,R,R,WS1,SS,George McBride,1191
