game_id,inputprogvers,visteam,hometeam,site,date,number,gametype,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,innings,scorer,oscorer
ASE194707290,"""version 7RS(19) of 07/07/92""",ASW,ASE,NYC14,1947/07/29,0,allstar,0:00PM,night,false,mccrf901,penae901,charo101,bouru901,"""Tom Thress""","""Tom Thress""",2020/10/18 12:21AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,165,38402,smitf107,lewir101,clarw103,,,,
ASF194710140,"""version 7RS(19) of 07/07/92""",KCR,ASF,SAN03,1947/10/14,0,exhibition,0:00PM,night,false,angur901,rungu901,,,"""Tom Thress""","""Tom Thress""",2021/02/16 11:04PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,6000,fellb101,richg102,marcp101,,,,
ASF194710160,"""version 7RS(19) of 07/07/92""",KCR,ASF,OAK02,1947/10/16,0,exhibition,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2021/02/16 11:19PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,6500,fellb101,mccow102,mccab106,,,,
ASW194707270,"""version 7RS(19) of 07/07/92""",ASE,ASW,CHI10,1947/07/27,0,allstar,0:00PM,day,false,bluev901,mccrf901,vanbm901,penae901,"""Tom Thress""","""Tom Thres""",2020/10/18 12:10AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,157,48112,bankd101,mannm101,brewc102,,,,
BIR194705100,"""version 7RS(19) of 07/07/92""",KCM,BIR,BIR01,1947/05/10,0,regular,0:00PM,day,false,moorc901,austu901,(none),willp103,"""Tom Thress""","""Tom Thress""",2025/02/24 8:02AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,7000,poweb103,wylis101,,,,,
BIR194705130,"""version 7RS(19) of 07/07/92""",KCM,BIR,SHR01,1947/05/13,0,regular,8:15PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2025/05/12 11:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3500,newbj101,napol101,,,,,
BLG194704130,"""version 7RS(19) of 07/07/92""",CAG,BLG,NSH02,1947/04/13,0,exhibition,0:00PM,day,false,,,,,"""Tom Thress""","""Tom Thress""",2025/02/07 12:28AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,0,rombb101,mccow102,perej104,,,,
BLG194705041,"""version 7RS(19) of 07/07/92""",PH5,BLG,BAL14,1947/05/04,1,regular,0:00PM,day,false,charo101,hollu902,(none),cromu901,"""Tom Thress""","""Tom Thress""",2025/02/18 10:50AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,123,6800,partr102,rombb101,,,,,
BLG194705042,"""version 7RS(19) of 07/07/92""",PH5,BLG,BAL14,1947/05/04,2,regular,0:00PM,day,false,charo101,hollu902,(none),cromu901,"""Tom Thress""","""Tom Thress""",2025/02/18 12:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,87,6800,watsa102,robir102,,,7,,
BLG194705060,"""version 7RS(19) of 07/07/92""",NW2,BLG,BAL14,1947/05/06,0,regular,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2025/02/23 1:32AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,blacj103,mannm101,,,,,
BLG194705070,"""version 7RS(19) of 07/07/92""",NW2,BLG,RIC03,1947/05/07,0,regular,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2025/02/23 6:26AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,lewir101,perej104,,,,,
BLG194705100,"""version 7RS(19) of 07/07/92""",HOM,BLG,WIL04,1947/05/10,0,regular,0:00PM,night,false,formu901,trusu901,(none),perru901,"""Tom Thress""","""Tom Thress""",2025/02/24 8:54AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,1247,rombb101,warrc101,,,,,
BLG194707101,"""version 7RS(19) of 07/07/92""",IN9,BLG,WAS09,1947/07/10,1,exhibition,0:00PM,night,false,kentu901,greee901,,,"""Jim Herdman""","""Jim Herdman""",2024/12/02 6:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,104,7500,willj112,blacj103,,,,,
BLG194708190,"""version 7RS(19) of 07/07/92""",HOM,BLG,BAL14,1947/08/19,0,regular,0:00PM,night,false,mccrf901,sayla101,,,"""Andrew Jett""","""Tom Thress""",2024/12/23 6:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,0,byrdb101,wrigj105,,,,,
CAG194704290,"""version 7RS(19) of 07/07/92""",CVB,CAG,HUN01,1947/04/29,0,exhibition,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2025/02/16 3:34PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,woods103,jessg101,,,,,
CAG194707250,"""version 7RS(19) of 07/07/92""",KCM,CAG,EAU01,1947/07/25,0,regular,0:00PM,night,false,olivu901,paulu902,,,"""Jim Herdman""","""Jim Herdman""",2024/12/13 4:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,0,lamaj102,johnl108,,,,,
CVB194705040,"""version 7RS(19) of 07/07/92""",BIR,CVB,CLE06,1947/05/04,0,regular,0:00PM,day,false,,,,,"""Javier Anderson""","""Tom Thress""",2022/05/22 3:17PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,6623,clarw103,polln102,,,,,
CVB194709230,"""version 7RS(19) of 07/07/92""",NY6,CVB,CLE07,1947/09/23,0,championship,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2024/12/02 10:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3000,morrb104,jones105,,,,,
HOM194704271,"""version 7RS(19) of 07/07/92""",NY5,HOM,WAS09,1947/04/27,1,exhibition,0:00PM,day,false,kentu901,greee901,,,"""Tom Thress""","""Tom Thress""",2025/02/16 1:28AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,141,6000,hairh101,grifb102,warrc101,,,,
HOM194704272,"""version 7RS(19) of 07/07/92""",NY5,HOM,WAS09,1947/04/27,2,exhibition,0:00PM,day,false,,,,,"""Tom Thress""","""Tom Thress""",2025/02/16 2:01AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,6000,stann101,fielw101,,,7,,
HOM194705031,"""version 7RS(19) of 07/07/92""",NY6,HOM,PIT06,1947/05/03,1,regular,0:00PM,day,false,harrm103,harrb117,,washj101,"""Jim Herdman""","""Jim Herdman""",2025/01/17 1:50PM,park,none,0,unknown,-1,unknown,unknown,unknown,0,0,donol101,popew101,,,,,
HOM194705041,"""version 7RS(19) of 07/07/92""",NY6,HOM,WAS09,1947/05/04,1,regular,0:00PM,day,false,mccrf901,greee901,(none),kentu901,"""Tom Thress""","""Tom Thress""",2025/02/21 7:08AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,8000,scanp101,smite111,,,,,
HOM194705042,"""version 7RS(19) of 07/07/92""",NY6,HOM,WAS09,1947/05/04,2,regular,0:00PM,day,false,,,,,"""Tom Thress""","""Tom Thress""",2025/02/21 7:25AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,tianl102,fielw101,,,7,,
HOM194707102,"""version 7RS(19) of 07/07/92""",IN9,HOM,WAS09,1947/07/10,2,exhibition,0:00PM,night,false,penae901,greee901,,kentu901,"""Jim Herdman""","""Jim Herdman""",2024/12/03 9:35AM,park,none,0,unknown,-1,unknown,unknown,unknown,70,8000,fielw101,henrp101,,,7,,
HOM194707120,"""version 7RS(19) of 07/07/92""",CVB,HOM,HRB01,1947/07/12,0,exhibition,0:00PM,night,false,fry-c901,banku901,,laceu901,"""Jim Herdman""","""Jim Herdman""",2024/12/01 1:25PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,1500,warrc101,boona101,,,,,
HOM194707131,"""version 7RS(19) of 07/07/92""",NW2,HOM,WAS09,1947/07/13,1,regular,0:00PM,day,false,mccrf901,kentu901,(none),greee901,"""Jim Herdman""","""Jim Herdman""",2024/12/04 5:30PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,5000,wrigj105,lewir101,,,,,
HOM194707132,"""version 7RS(19) of 07/07/92""",CVB,HOM,WAS09,1947/07/13,2,exhibition,0:00PM,day,false,mccrf901,kentu901,(none),greee901,"""Jim Herdman""","""Jim Herdman""",2024/12/04 5:59PM,park,none,0,unknown,-1,unknown,unknown,unknown,85,5000,thomf110,brewc102,,,7,,
IN9194707140,"""version 7RS(19) of 07/07/92""",CAG,IN9,DCT02,1947/07/14,0,regular,0:00PM,night,false,serau901,listu901,,,"""Jim Herdman""","""Jim Herdman""",2024/12/05 7:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,136,2332,godim101,rhodh101,,,,,
IN9194709220,"""version 7RS(19) of 07/07/92""",KCM,IN9,NFN01,1947/09/22,0,exhibition,8:15PM,night,false,strau901,stulu901,,,"""Tom Thress""","""Tom Thress""",2024/12/02 11:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,134,1000,collg101,vazqa101,,,,,
KCM194705020,"""version 7RS(19) of 07/07/92""",IN9,KCM,WIC01,1947/05/02,0,exhibition,0:00PM,night,false,massu901,carpu901,,,"""Tom Thress""","""Tom Thress""",2025/02/17 11:41PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,berrc104,quint103,,,,,
KCM194705040,"""version 7RS(19) of 07/07/92""",CAG,KCM,KAN05,1947/05/04,0,regular,0:00PM,day,false,rogab101,vaugs901,(none),fambu901,"""Tom Thress""","""Tom Thress""",2025/02/22 8:12AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,16463,smith111,jessg101,,,,,
KCM194705050,"""version 7RS(19) of 07/07/92""",CAG,KCM,KAN05,1947/05/05,0,regular,0:00PM,night,false,rogab101,vaugs901,(none),fambu901,"""Jim Herdman""","""Jim Herdman""",2025/01/20 9:59AM,park,none,0,unknown,-1,unknown,unknown,unknown,135,6700,lockc102,wylis101,,,,,
KCM194705070,"""version 7RS(19) of 07/07/92""",CAG,KCM,WIC01,1947/05/07,0,regular,8:30PM,night,false,massu901,paulu901,,,"""Tom Thress""","""Tom Thress""",2025/02/22 8:39AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,1100,berrc104,bumpe101,,,,,
KCM194705080,"""version 7RS(19) of 07/07/92""",CAG,KCM,KAN05,1947/05/08,0,regular,0:00PM,night,false,rogab101,vaugs901,(none),fambu901,"""Jim Herdman""","""Jim Herdman""",2025/01/22 7:18PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,0,napol101,bumpe101,lamaj102,,,,
KCM194705210,"""version 7RS(19) of 07/07/92""",CAG,KCM,OKC02,1947/05/21,0,regular,0:00PM,night,false,deweu901,fielu901,,,"""Jim Herdman""","""Jim Herdman""",2025/01/30 8:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,124,1572,smith111,stewr101,,,,,
KCM194705230,"""version 7RS(19) of 07/07/92""",CAG,KCM,CBI01,1947/05/23,0,regular,0:00PM,night,false,akrou901,ohlib901,,,"""Javier Anderson""","""Tom Thress""",2022/07/18 10:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,116,1600,jessg101,berrc104,,,,,
KCM194707100,"""version 7RS(19) of 07/07/92""",BIR,KCM,KAN05,1947/07/10,0,regular,0:00PM,night,false,rogab101,vaugs901,(none),fambu901,"""Tom Thress""","""Tom Thress""",2024/12/23 11:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,162,2505,smitf107,newbj101,,,,,
KCM194708041,"""version 7RS(19) of 07/07/92""",BIR,KCM,STL07,1947/08/04,1,regular,0:00PM,day,false,smitc901,zompc101,morru901,brewj901,"""Jim Herdman""","""Jim Herdman""",2025/01/06 8:52PM,park,none,0,unknown,-1,unknown,unknown,unknown,0,20000,smitf107,hollc104,,,,,
KCM194708042,"""version 7RS(19) of 07/07/92""",IN9,KCM,STL07,1947/08/04,2,regular,0:00PM,day,false,smitc901,zompc101,morru901,brewj901,"""Jim Herdman""","""Jim Herdman""",2025/01/06 7:00PM,park,none,0,unknown,-1,unknown,unknown,unknown,0,20000,willj112,smith111,,,7,,
KCM194708280,"""version 7RS(19) of 07/07/92""",MEM,KCM,STL07,1947/08/28,0,regular,0:00PM,night,false,morru901,westu902,(none),smitc901,"""Tom Thress""","""Tom Thress""",2024/12/23 1:24PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,9000,lamaj102,mathv101,,,,,
KCM194709212,"""version 7RS(19) of 07/07/92""",IN9,KCM,CBI01,1947/09/21,2,exhibition,0:00PM,night,false,ohlim901,ohlib901,(none),akrou901,"""Andrew Jett""","""Tom Thress""",2024/12/03 1:19AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,3095,richg102,vazqa101,,,,,
KCR194710150,"""version 7RS(19) of 07/07/92""",ASF,KCR,LOS02,1947/10/15,0,exhibition,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2021/02/16 11:12PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,14807,fellb101,paigs101,lopae101,,,,
KCR194710190,"""version 7RS(19) of 07/07/92""",ASF,KCR,LOS02,1947/10/19,0,exhibition,0:00PM,day,false,,,,,"""Tom Thress""","""Tom Thress""",2021/02/16 11:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,12160,mccab106,willj112,,,,"""263""",
KCR194710230,"""version 7RS(19) of 07/07/92""",MLS,KCR,LOS02,1947/10/23,0,exhibition,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2021/02/17 12:47AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,4268,newbj101,florj101,,,,"""263""",
KCR194710260,"""version 7RS(19) of 07/07/92""",MLS,KCR,LOS02,1947/10/26,0,exhibition,0:00PM,day,false,,,,,"""Tom Thress""","""Tom Thress""",2021/02/18 12:08AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,7416,newbj101,lindj101,,,,"""263""",
KCR194711020,"""version 7RS(19) of 07/07/92""",ASF,KCR,LOS02,1947/11/02,0,exhibition,0:00PM,day,false,,,,,"""Tom Thress""","""Tom Thress""",2021/02/18 12:50AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,9145,paigs101,fellb101,,,,"""263""",
MEM194704170,"""version 7RS(19) of 07/07/92""",IN9,MEM,OKC02,1947/04/17,0,exhibition,0:00PM,night,false,fielu901,deweu901,,,"""Tom Thress""","""Tom Thress""",2025/02/07 11:12PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,101,750,pearf104,howac102,,,,,
MEM194705150,"""version 7RS(19) of 07/07/92""",CAG,MEM,GRE01,1947/05/15,0,regular,0:00PM,night,false,goodw901,westw901,,,"""Tom Thress""","""Tom Thress""",2025/05/13 1:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,2400,mccow102,whitl101,bumpe101,,,,
MLS194710120,"""version 7RS(19) of 07/07/92""",KCR,MLS,SAN03,1947/10/12,0,exhibition,0:00PM,day,false,estej901,angur901,,,"""Tom Thress""","""Tom Thress""",2021/02/16 10:55PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,2100,florj101,willj112,,,,,
NW2194705111,"""version 7RS(19) of 07/07/92""",PH5,NW2,NWK04,1947/05/11,1,regular,0:00PM,day,false,stouu901,charo101,,moorc901,"""Javier Anderson""","""Tom Thress""",2022/05/25 12:41AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,12552,mannm101,browb107,,,,,
NW2194705112,"""version 7RS(19) of 07/07/92""",PH5,NW2,NWK04,1947/05/11,2,regular,0:00PM,day,false,stouu901,charo101,(none),moorc901,"""Tom Thress""","""Tom Thress""",2025/05/12 10:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,12552,lewir101,mcheh101,,,7,,
NW2194706120,"""version 7RS(19) of 07/07/92""",NY6,NW2,NYC15,1947/06/12,0,regular,0:00PM,night,false,mccrf901,moorc901,,strap901,"""Javier Anderson""","""Tom Thress""",2022/07/18 11:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,5000,mannm101,donol101,,,,,
NW2194707170,"""version 7RS(19) of 07/07/92""",CVB,NW2,NWK04,1947/07/17,0,,0:00PM,night,false,,,,,"""Jim Herdman""","""Jim Herdman""",2024/12/08 4:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,0,0,davij106,breme101,,,,,
NW2194708031,"""version 7RS(19) of 07/07/92""",PH5,NW2,NYC15,1947/08/03,1,regular,0:00PM,day,false,strap901,moorc901,(none),penae901,"""Jim Herdman""","""Jim Herdman""",2025/01/03 4:12PM,park,none,0,unknown,-1,unknown,unknown,unknown,155,2000,mcheh101,davij106,,,,,
NW2194708032,"""version 7RS(19) of 07/07/92""",PH5,NW2,NYC15,1947/08/03,2,regular,0:00PM,day,false,strap901,moorc901,(none),penae901,"""Jim Herdman""","""Jim Herdman""",2025/01/03 5:07PM,park,none,0,unknown,-1,unknown,unknown,unknown,0,2000,lewir101,rickb102,,,7,,
NW2194708040,"""version 7RS(19) of 07/07/92""",PH5,NW2,ACY02,1947/08/04,0,regular,0:00PM,night,false,,,,,"""Jim Herdman""","""Jim Herdman""",2024/12/17 4:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,0,0,wilma101,willc107,millh104,,,,
NW2194708050,"""version 7RS(19) of 07/07/92""",NY6,NW2,NWK04,1947/08/05,0,regular,0:00PM,night,false,mccrf901,fordu901,(none),strap901,"""Jim Herdman""","""Jim Herdman""",2025/01/29 12:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,0,2211,donol101,gulln101,tianl102,,,,
NW2194708150,"""version 7RS(19) of 07/07/92""",NY6,NW2,JER02,1947/08/15,0,regular,0:00PM,night,false,mccrf901,moorc901,(none),strap901,"""Andrew Jett""","""Tom Thress""",2024/12/24 7:57PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,170,6000,lewir101,scanp101,,,,,
NW2194708290,"""version 7RS(19) of 07/07/92""",HOM,NW2,NWK04,1947/08/29,0,regular,0:00PM,night,false,penae901,moorc901,(none),strap901,"""Andrew Jett""","""Tom Thress""",2024/12/23 11:40AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,wrigj105,hookl101,,,,,
NW2194709141,"""version 7RS(19) of 07/07/92""",HOM,NW2,NYC15,1947/09/14,1,regular,0:00PM,day,false,penae901,moorc901,(none),strap901,"""Andrew Jett""","""Tom Thress""",2024/12/04 4:52AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,4000,walkr103,gulln101,,,,,
NW2194709142,"""version 7RS(19) of 07/07/92""",HOM,NW2,NYC15,1947/09/14,2,regular,0:00PM,day,false,strap901,moorc901,(none),penae901,"""Andrew Jett""","""Tom Thress""",2024/12/04 4:20AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,4000,mannm101,popew101,,,7,,
NY5194704200,"""version 7RS(19) of 07/07/92""",HOM,NY5,NYC16,1947/04/20,0,exhibition,0:00PM,day,false,masou901,mccrf901,(none),bouru901,"""Jim Herdman""","""Jim Herdman""",2025/01/11 6:49PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,4000,,,,,,,
NY5194705111,"""version 7RS(19) of 07/07/92""",NY6,NY5,NYC16,1947/05/11,1,regular,0:00PM,day,false,mccrf901,bouru901,,,"""Javier Anderson""","""Tom Thress""",2022/07/18 4:49PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,180,10000,barbb102,morrb104,,,,,
NY5194708100,"""version 7RS(19) of 07/07/92""",MEM,NY5,NYC16,1947/08/10,0,exhibition,0:00PM,day,false,charo101,bouru901,,,"""Jim Herdman""","""Jim Herdman""",2024/12/22 12:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,185,3000,,,,,,,
NY6194704270,"""version 7RS(19) of 07/07/92""",NW2,NY6,NYC14,1947/04/27,0,regular,0:00PM,day,false,penae901,mccrf901,(none),bouru901,"""Jim Herdman""","""Jim Herdman""",2025/01/14 4:43PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,6000,tianl102,hookl101,scanp101,,,,
NY6194707220,"""version 7RS(19) of 07/07/92""",PH5,NY6,HRB01,1947/07/22,0,regular,0:00PM,night,false,mccrf901,banku901,,laceu901,"""Jim Herdman""","""Jim Herdman""",2024/12/12 12:13AM,park,none,0,unknown,-1,unknown,unknown,unknown,130,1000,wilma101,morrb104,rickb102,,,,
NY6194707280,"""version 7RS(19) of 07/07/92""",BIR,NY6,YOR02,1947/07/28,0,exhibition,0:00PM,night,false,,,,,"""Jim Herdman""","""Jim Herdman""",2024/12/15 1:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,0,0,poweb103,cruem101,,,,,
NY6194708171,"""version 7RS(19) of 07/07/92""",HOM,NY6,NYC14,1947/08/17,1,regular,0:00PM,day,false,penae901,bouru901,,,"""Tom Thress""","""Tom Thress""",2025/06/24 2:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,133,4000,walkr103,donol101,,,,,
NY6194709190,"""version 7RS(19) of 07/07/92""",CVB,NY6,NYC14,1947/09/19,0,championship,0:00PM,night,false,penae901,banau901,(none),mccrf901,"""Andrew Jett""","""Tom Thress""",2024/12/01 10:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,5500,,,,,,,
NY6194709210,"""version 7RS(19) of 07/07/92""",CVB,NY6,NYC16,1947/09/21,0,championship,0:00PM,night,false,mccrf901,penae901,,,"""Andrew Jett""","""Tom Thress""",2024/11/16 2:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,178,9000,bracd101,donol101,,,,,
PH5194705100,"""version 7RS(19) of 07/07/92""",NW2,PH5,PHI17,1947/05/10,0,regular,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2025/02/14 3:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,millh104,willc107,,,,,
PH5194708071,"""version 7RS(19) of 07/07/92""",NW2,PH5,PHI11,1947/08/07,1,regular,0:00PM,night,false,penae901,charo101,,,"""Jim Herdman""","""Jim Herdman""",2024/12/19 3:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,90,0,harrw101,hookl101,,,7,,
PH5194708072,"""version 7RS(19) of 07/07/92""",KCM,PH5,PHI11,1947/08/07,2,exhibition,0:00PM,night,false,charo101,penae901,,,"""Jim Herdman""","""Jim Herdman""",2024/12/19 4:23PM,park,none,0,unknown,-1,unknown,unknown,unknown,123,5120,browb107,paigs101,,,,,
CLE194704150,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1947/04/15,0,,0:00PM,day,false,romme101,boyej901,passa901,hurle901,"""D Lamoureaux""","""D Lamoureaux""",2000/08/19 8:53AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,112,55014,lopae101,fellb101,,,,"""3""",
CLE194704220,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE07,1947/04/22,0,,0:00PM,day,false,mckib901,grieb901,joner901,mcgob901,"""D Lamoureaux""","""D Lamoureaux""",2000/08/19 9:10AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,102,3629,fellb101,muncb101,,,,"""3""",
CLE194704230,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE07,1947/04/23,0,,0:00PM,day,false,grieb901,joner901,mcgob901,mckib901,"""D Lamoureaux""","""D Lamoureaux""",2000/08/19 9:16AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,129,5692,embrr101,galed101,groms101,,,"""3""",
CLE194704260,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1947/04/26,0,,0:00PM,day,false,mckib901,grieb901,joner901,mcgob901,"""D Lamoureaux""","""D Lamoureaux""",2000/08/19 9:34AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,18337,fellb101,newhh101,,,,"""3""",
CLE194704280,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1947/04/28,0,,0:00PM,day,false,grieb901,joner901,mcgob901,mckib901,"""D Lamoureaux""","""D Lamoureaux""",2000/08/19 9:39AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,6054,troud101,embrr101,,,,"""3""",
CLE194704290,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE07,1947/04/29,0,,0:00PM,day,false,papaj901,summb901,(none),rue-j901,"""D Lamoureaux""","""D Lamoureaux""",2000/08/19 9:46AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,4310,fowld101,blacd101,chrir101,,,"""3""",
CLE194705020,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1947/05/02,0,,0:00PM,day,false,summb901,papaj901,(none),rue-j901,"""D Lamoureaux""","""D Lamoureaux""",2000/08/19 2:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,144,9046,fellb101,ferrd101,,,,"""3""",
CLE194705030,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1947/05/03,0,,0:00PM,day,false,rue-j901,papaj901,(none),summb901,"""D Lamoureaux""","""D Lamoureaux""",2000/08/19 2:13PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,15021,embrr101,hught102,,,,"""3""",
CLE194705040,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1947/05/04,0,,0:00PM,day,false,joner901,mcgob901,mckib901,grieb901,"""D Lamoureaux""","""D Lamoureaux""",2000/08/19 2:22PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,43040,hudss101,fellb101,ferrt101,,,"""3""",
CLE194705230,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE07,1947/05/23,0,,0:00PM,night,false,weafh901,berrc103,(none),hubbc901,"""D Lamoureaux""","""D Lamoureaux""",2000/08/19 10:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,187,61227,muncb101,stepb103,,,,"""3""",
CLE194705310,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1947/05/31,0,,0:00PM,day,false,grieb901,mckib901,joner901,mcgob901,"""D Lamoureaux""","""D Lamoureaux""",2000/08/19 11:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,28288,drewk101,fellb101,pagej101,,,"""3""",
CLE194706010,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1947/06/01,0,,0:00PM,day,false,mckib901,joner901,mcgob901,grieb901,"""D Lamoureaux""","""D Lamoureaux""",2000/08/27 2:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,160,47132,lyona101,lemob101,pagej101,,,"""3""",
CLE194706030,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1947/06/03,0,,0:00PM,night,false,joner901,mcgob901,mckib901,grieb901,"""D Lamoureaux""","""D Lamoureaux""",2000/08/27 2:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,175,20968,newsb101,willl102,,,,"""3""",
CLE194706040,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1947/06/04,0,,0:00PM,night,false,mcgob901,grieb901,(none),joner901,"""D Lamoureaux""","""D Lamoureaux""",2000/08/27 2:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,24257,fellb101,scarr102,,,,"""3""",
CLE194706050,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1947/06/05,0,,0:00PM,day,false,grieb901,joner901,hubbc901,mcgob901,"""D Lamoureaux""","""D Lamoureaux""",2000/08/27 2:41PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,114,4677,wynne101,blacd101,,,,"""3""",
CLE194706060,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE07,1947/06/06,0,,0:00PM,night,false,hubbc901,weafh901,berrc103,hurle901,"""D Lamoureaux""","""D Lamoureaux""",2000/08/27 2:47PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,19983,hardm101,savab101,kliee101,,,"""3""",
