game_id,inputprogvers,visteam,hometeam,site,date,number,gametype,starttime,daynight,usedh,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,umphome,ump1b,ump3b,ump2b
ASW193408260,"""version 7RS(19) of 07/07/92""",ASE,ASW,CHI10,1934/08/26,0,allstar,0:00PM,day,false,"""Pittsburgh Courier""","""Tom Thress""","""Tom Thress""",2020/08/12 10:43PM,park,none,0,unknown,-1,unknown,unknown,unknown,0,25000,paigs101,fostw101,,,,,,
CHM193410140,"""version 7RS(19) of 07/07/92""",KCM,CHM,CHI15,1934/10/14,0,exhibition,0:00PM,day,false,"""Chicago Defender""","""Dave Lamoureaux""","""Dave Lamoureaux""",2021/01/09 2:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,20000,deand102,brewc102,,,,,,
PH5193410020,"""version 7RS(19) of 07/07/92""",CAG,PH5,PHI16,1934/10/02,0,lcs,0:00PM,day,false,"""Philadelphia Tribune""","""Dave Lamoureaux""","""Dave Lamoureaux""",2021/04/24 3:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,2000,jones107,cornw101,,,crumj101,taylb108,,
PRG193410130,"""version 7RS(19) of 07/07/92""",PIR,PRG,LOS05,1934/10/13,0,exhibition,0:00PM,day,false,"""California Eagle""","""Dave Lamoureaux""","""Dave Lamoureaux""",2021/01/10 10:26AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,carts102,mcdoh101,,,,,,
PRG193410141,"""version 7RS(19) of 07/07/92""",PIR,PRG,LOS05,1934/10/14,1,exhibition,0:00PM,day,false,"""California Eagle""","""Dave Lamoureaux""","""Dave Lamoureaux""",2021/01/10 1:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,2500,porta103,frenl101,,,leakh901,hoodu901,devoj102,
PRG193410211,"""version 7RS(19) of 07/07/92""",WHK,PRG,LOS05,1934/10/21,1,exhibition,0:00PM,day,false,"""California Eagle""","""Dave Lamoureaux""","""Dave Lamoureaux""",2021/01/11 6:49PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,thurs101,willj117,,,,,,
PRG193410281,"""version 7RS(19) of 07/07/92""",PIR,PRG,LOS05,1934/10/28,1,exhibition,0:00PM,day,false,"""California Eagle""","""Dave Lamoureaux""","""Dave Lamoureaux""",2021/01/11 6:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,0,porta103,garll101,,,hessu901,hoodu901,,
PRG193411040,"""version 7RS(19) of 07/07/92""",WHK,PRG,LOS05,1934/11/04,0,exhibition,0:00PM,day,false,"""California Eagle""","""Dave Lamoureaux""","""Dave Lamoureaux""",2021/01/12 7:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,porta103,thurs101,,,leakh901,devoj102,,
CLE193404170,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1934/04/17,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2004/12/22 3:19PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,134,21000,hildo101,blaeg101,browl101,,morig101,geish901,(none),(none)
CLE193404180,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1934/04/18,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2004/12/22 3:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,103,2500,hadlb101,pearm101,,,geish901,morig101,(none),(none)
CLE193404190,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1934/04/19,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2004/12/22 3:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,2500,winer101,welle101,conns101,,morig101,geish901,(none),(none)
CLE193404200,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1934/04/20,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2004/12/22 3:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,117,0,fiscc101,browl101,,,geish901,morig101,(none),(none)
CLE193405170,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1934/05/17,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2004/12/27 7:31AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,0,pearm101,white102,hildo101,,kolll901,ormsr901,hildg101,(none)
CLE193405180,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1934/05/18,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2004/12/27 7:47AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,5000,stewl101,browl101,,,ormsr901,hildg101,kolll901,(none)
CLE193405190,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1934/05/19,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2004/12/27 7:53AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,8000,weavm101,hardm101,,,kolll901,hildg101,ormsr901,(none)
CLE193405200,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1934/05/20,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2004/12/27 8:00AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,138,27000,pearm101,macfd101,,,ormsr901,kolll901,hildg101,(none)
CLE193405210,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1934/05/21,0,,0:00PM,day,false,"""98""","""Cliff Blau""","""Cliff Blau""",1999/07/22 6:06PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,111,5000,hudlw101,uhleg101,,,kolll901,hildg101,ormsr901,(none)
CLE193405220,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1934/05/22,0,,0:00PM,day,false,"""98""","""Cliff Blau""","""Cliff Blau""",1999/07/30 8:57PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,94,4500,browl101,murpj103,,,ormsr901,kolll901,hildg101,(none)
CLE193405230,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1934/05/23,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2004/12/27 8:09AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,0,grovl101,hardm101,,,donnc901,dinnb101,summb901,(none)
CLE193405250,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1934/05/25,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2004/12/27 8:18AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,0,pearm101,rhodg101,,,dinnb101,summb901,donnc901,(none)
CLE193405260,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1934/05/26,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2004/12/27 8:25AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,7000,hudlw101,cascj101,,,summb901,donnc901,dinnb101,(none)
CLE193405270,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1934/05/27,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2004/12/28 5:39AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,141,14000,beanb101,benta101,hardm101,,donnc901,dinnb101,summb901,(none)
CLE193405280,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1934/05/28,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2004/12/28 5:49AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,163,0,pearm101,marcj101,,,dinnb101,summb901,donnc901,(none)
CLE193405290,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1934/05/29,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2004/12/28 5:55AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,103,0,hardm101,gastm101,,,owenb901,mcgob901,hildg101,(none)
CLE193405301,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1934/05/30,1,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2004/12/28 7:19AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,182,0,wyatw101,browl101,hevij101,,owenb901,mcgob901,hildg101,(none)
CLE193405302,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1934/05/30,2,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2004/12/28 7:24AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,27000,hudlw101,gallp101,,,owenb901,hildg101,mcgob901,(none)
CLE193405310,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1934/05/31,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2004/12/28 7:32AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,139,0,jones104,beanb101,,,mcgob901,owenb901,hildg101,(none)
CLE193406080,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1934/06/08,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/02 3:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,163,3000,blaeg101,hardm101,newsb101,,mcgob901,hildg101,owenb901,(none)
CLE193406090,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1934/06/09,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/02 3:59PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,117,2000,pearm101,andri101,,,owenb901,mcgob901,hildg101,(none)
CLE193406100,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1934/06/10,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/03 4:04AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,0,weilb101,coffd101,,,mcgob901,hildg101,owenb901,(none)
CLE193407021,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1934/07/02,1,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/08 6:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,0,bridt101,browl101,,,ormsr901,kolll901,donnc901,(none)
CLE193407022,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1934/07/02,2,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/08 6:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,10000,hardm101,fiscc101,,,kolll901,donnc901,ormsr901,(none)
CLE193407030,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1934/07/03,0,,0:00PM,day,false,"""115""","""David W. Smith""","""David W. Smith""",2003/08/08 11:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,3500,hamll101,pearm101,,,donnc901,ormsr901,kolll901,(none)
CLE193407050,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1934/07/05,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/08 6:47PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,0,hildo101,earng101,,,donnc901,dinnb101,kolll901,(none)
CLE193407060,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1934/07/06,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/08 6:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,0,gastm101,winer101,hevij101,,dinnb101,kolll901,donnc901,(none)
CLE193407081,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1934/07/08,1,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/09 3:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,89,0,hudlw101,jones104,,,kolll901,donnc901,dinnb101,(none)
CLE193407082,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1934/07/08,2,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/09 3:58PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,151,14000,pearm101,wyatw101,,,donnc901,dinnb101,kolll901,(none)
CLE193407110,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1934/07/11,0,,0:00PM,day,false,"""98,276""","""Cliff Blau/Smith""","""Cliff Blau/Smith""",1999/09/26 12:17PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,127,5000,murpj103,browl101,,,morig101,geish901,(none),(none)
CLE193407130,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1934/07/13,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/09 4:06PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,0,stewl101,hildo101,,,geish901,morig101,(none),(none)
CLE193407140,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1934/07/14,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/09 4:12PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,95,5000,hardm101,white102,,,morig101,geish901,(none),(none)
CLE193407151,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1934/07/15,1,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/09 4:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,144,0,hudlw101,weavm101,browl101,,geish901,morig101,(none),(none)
CLE193407152,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1934/07/15,2,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/09 4:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,162,23000,beanb101,russj103,browl101,,morig101,geish901,(none),(none)
CLE193407160,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1934/07/16,0,,0:00PM,day,false,"""98,39""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",1999/10/04 6:56PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,3000,allej102,winer101,ruffr101,,geish901,morig101,(none),(none)
CLE193407170,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1934/07/17,0,,0:00PM,day,false,"""39""","""Tom Thress""","""Tom Thress""",2019/03/30 6:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,153,3000,hildo101,broaj101,hudlw101,,morig101,geish901,(none),(none)
CLE193407180,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1934/07/18,0,,0:00PM,day,false,"""39""","""Jim Herdman""","""Jim Herdman""",2019/04/02 1:28AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,189,10000,beanb101,gomel102,,,geish901,morig101,(none),(none)
CLE193407190,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1934/07/19,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/09 5:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,0,browl101,rhodg101,,,mcgob901,owenb901,(none),(none)
CLE193407200,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1934/07/20,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/09 5:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,0,pearm101,walbr101,hardm101,,owenb901,mcgob901,(none),(none)
CLE193407210,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1934/07/21,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/12 1:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,4500,ferrw101,hudlw101,,,mcgob901,owenb901,(none),(none)
CLE193407221,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1934/07/22,1,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/12 2:03PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,0,hardm101,johnh101,,,owenb901,mcgob901,(none),(none)
CLE193407222,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1934/07/22,2,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/12 2:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,0,beanb101,welcj101,pearm101,,mcgob901,owenb901,(none),(none)
CLE193407230,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1934/07/23,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/12 2:19PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,129,2500,benta101,browc103,cascj101,,owenb901,mcgob901,(none),(none)
CLE193407240,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1934/07/24,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/12 2:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,116,3000,pearm101,marcj101,,,mcgob901,owenb901,(none),(none)
CLE193407250,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1934/07/25,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/12 2:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,2500,hildo101,cascj101,,,owenb901,mcgob901,(none),(none)
CLE193407311,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1934/07/31,1,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/12 3:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,0,browc103,sorrv101,hardm101,,morig101,owenb901,hildg101,(none)
CLE193407312,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1934/07/31,2,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/12 3:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,118,25000,bridt101,weilb101,,,owenb901,hildg101,morig101,(none)
CLE193408010,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1934/08/01,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/21 6:59PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,161,0,hamll101,hudlw101,rowes101,,morig101,hildg101,owenb901,(none)
CLE193408020,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1934/08/02,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/21 7:08PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,119,0,aukee101,hardm101,,,owenb901,hildg101,(none),(none)
CLE193408030,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1934/08/03,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/21 7:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,9000,pearm101,blaeg101,,,mcgob901,summb901,hildg101,(none)
CLE193408040,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1934/08/04,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/21 7:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,161,3500,knotj102,hildo101,,,summb901,hildg101,mcgob901,(none)
CLE193408050,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1934/08/05,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/01/21 7:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,124,5000,hudlw101,newsb101,hardm101,,mcgob901,hildg101,summb901,(none)
CLE193408300,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1934/08/30,0,,0:00PM,day,false,"""98,56""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",1999/12/08 10:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,6000,fiscc101,pearm101,hogsc101,,owenb901,geish901,ormsr901,(none)
CLE193409010,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1934/09/01,0,,0:00PM,day,false,"""39,56""","""Jim Herdman""","""Jim Herdman""",2019/04/15 12:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,158,7500,bridt101,hudlw101,,,geish901,hildg101,owenb901,(none)
CLE193409020,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1934/09/02,0,,0:00PM,day,false,"""39,56""","""Jim Herdman""","""Jim Herdman""",2019/04/16 10:46AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,86,18000,hardm101,aukee101,,,owenb901,hildg101,geish901,(none)
CLE193409050,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1934/09/05,0,,0:00PM,day,false,"""71,163,274,39,118""","""Dick Cramer/RWood""","""Dick Cramer/RWood""",2019/4/15 11:00AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,123,0,winer101,grovl101,,,ormsr901,summb901,hildg101,(none)
CLE193409060,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1934/09/06,0,,0:00PM,day,false,"""39,71,163,274,118""","""Tom Thress/RWood""","""Tom Thress/RWood""",2019/04/18 10:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,111,0,rhodg101,hardm101,,,summb901,ormsr901,hildg101,(none)
CLE193409081,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1934/09/08,1,,0:00,day,false,"""115""","""Cliff Blau""","""Cliff Blau""",2013/07/14 1:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,0,pearm101,ferrw101,,,ormsr901,hildg101,summb901,(none)
CLE193409082,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1934/09/08,2,,0:00PM,day,false,"""276,71,163,274,39""","""John Gabcik""","""David W. Smith""",2019/04/24 4:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,106,6000,hudlw101,ostef101,,,summb901,hildg101,ormsr901,(none)
CLE193409091,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1934/09/09,1,,0:00PM,day,false,"""472""","""Wayne Townsend""","""Wayne Townsend""",2014/08/24 5:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,0,hildo101,wilsj103,,,ormsr901,summb901,hildg101,(none)
CLE193409092,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1934/09/09,2,,0:00PM,day,false,"""472""","""Wayne Townsend""","""Wayne Townsend""",2014/08/24 7:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,119,12000,hardm101,marcj101,,,summb901,hildg101,ormsr901,(none)
CLE193409100,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1934/09/10,0,,0:00PM,day,false,"""472""","""Wayne Townsend""","""Wayne Townsend""",2014/08/24 9:31PM,park,none,0,unknown,-1,unknown,unknown,unknown,118,1000,castg101,winer101,mahar101,,ormsr901,hildg101,summb901,(none)
CLE193409110,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1934/09/11,0,,0:00PM,day,false,"""472""","""Wayne Townsend""","""Wayne Townsend""",2014/08/24 10:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,113,0,cascj101,hardm101,,,summb901,ormsr901,hildg101,(none)
CLE193409120,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1934/09/12,0,,0:00PM,day,false,"""472""","""Wayne Townsend""","""Wayne Townsend""",2014/08/25 11:31AM,park,none,0,unknown,-1,unknown,unknown,unknown,107,0,hudlw101,dietb101,pearm101,,ormsr901,hildg101,summb901,(none)
CLE193409130,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1934/09/13,0,,0:00PM,day,false,"""98""","""Cliff Blau""","""Cliff Blau""",1999/12/19 4:17PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,92,4000,gomel102,hildo101,,,owenb901,donnc901,(none),(none)
CLE193409140,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1934/09/14,0,,0:00PM,day,false,"""98,276""","""Cliff Blau,Wayne Townsend""","""Cliff Blau,Wayne Townsend""",1999/12/21 6:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,14000,lee-t101,ruffr101,hardm101,,donnc901,owenb901,(none),(none)
CLE193409150,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1934/09/15,0,,0:00PM,day,false,"""98""","""Cliff Blau""","""Cliff Blau""",1999/12/23 9:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,10000,murpj103,pearm101,,,owenb901,donnc901,(none),(none)
CLE193409160,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1934/09/16,0,,0:00PM,day,false,"""96,39,118""","""Rob Wood/RWood""","""David W. Smith/RWood""",2019/04/21 6:21PM,park,none,0,unknown,-1,unknown,unknown,unknown,118,15000,hardm101,broaj101,,,donnc901,owenb901,(none),(none)
CLE193409181,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1934/09/18,1,,0:00PM,day,false,"""222,39""","""Rob Wood""","""David W. Smith""",2019/04/24 4:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,123,0,hardm101,stewl101,,,donnc901,owenb901,(none),(none)
CLE193409200,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1934/09/20,0,,0:00PM,day,false,"""209,39""",,"""D Lamoureaux/RWood""",2008/05/17 12:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,0,hardm101,cohes101,,,owenb901,donnc901,(none),(none)
CLE193409250,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1934/09/25,0,,0:00PM,day,false,"""412""","""Cliff Blau""","""Cliff Blau""",2013/05/12 7:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,750,hadlb101,hardm101,,,ormsr901,kolll901,(none),(none)
CLE193409260,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1934/09/26,0,,0:00PM,day,false,"""412""","""Cliff Blau""","""Cliff Blau""",2013/05/13 3:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,7000,hudlw101,newsb101,,,kolll901,ormsr901,(none),(none)
CLE193409290,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1934/09/29,0,,0:00PM,day,false,"""39,111,276""","""Jim Herdman""","""Jim Herdman""",2019/04/22 1:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,109,0,hardm101,tietl101,,,ormsr901,kolll901,(none),(none)
CLE193409301,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1934/09/30,1,,0:00PM,day,false,"""276""","""Tom Thress""","""Tom Thress""",2019/04/26 10:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,106,0,lyont102,perrb101,,,kolll901,ormsr901,(none),(none)
CLE193409302,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1934/09/30,2,,0:00PM,day,false,"""39,111""","""Tom Thress""","""Tom Thress""",2019/04/26 10:24PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,70,7500,winer101,hevij101,,,ormsr901,kolll901,(none),(none)
SLN193404170,"""version 7RS(19) of 07/07/92""",PIT,SLN,STL07,1934/04/17,0,,0:00PM,day,false,"""412""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2013/04/08 1:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,7500,deand102,meinh101,,,mageg901,barrg901,(none),(none)
SLN193404180,"""version 7RS(19) of 07/07/92""",PIT,SLN,STL07,1934/04/18,0,,0:00PM,day,false,"""412""","""Cliff Blau""","""Cliff Blau""",2013/04/08 3:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,141,3200,frenl101,grimb101,chagl101,,barrg901,mageg901,(none),(none)
