game_id,player_id,is_home,batting_order,field_pos_code,field_pos,event
NYN200204010,browa001,0,0,1,P,start
NYN200204010,kendj001,0,0,2,C,start
NYN200204010,ramia001,0,0,3,1B,start
NYN200204010,younk001,0,0,4,2B,start
NYN200204010,riosa001,0,0,5,3B,start
NYN200204010,wilsc003,0,0,6,SS,start
NYN200204010,benjm001,0,0,7,LF,start
NYN200204010,reesp001,0,0,8,CF,start
NYN200204010,villr001,0,0,9,RF,start
NYN200204010,ceder001,0,1,1,P,start
NYN200204010,alomr001,0,1,2,C,start
NYN200204010,vaugm001,0,1,3,1B,start
NYN200204010,piazm001,0,1,4,2B,start
NYN200204010,alfoe001,0,1,5,3B,start
NYN200204010,burnj001,0,1,6,SS,start
NYN200204010,paytj001,0,1,7,LF,start
NYN200204010,ordor001,0,1,8,CF,start
NYN200204010,leita001,0,1,9,RF,start
NYN200204010,lincm001,0,0,9,RF,sub
NYN200204010,mattg002,0,1,9,RF,sub
NYN200204010,weatd001,0,1,9,RF,sub
NYN200204010,osikk001,0,0,9,RF,sub
NYN200204010,beimj001,0,0,9,RF,sub
NYN200204010,lowes001,0,0,9,RF,sub
NYN200204010,johnm001,0,1,9,RF,sub
NYN200204010,saues001,0,0,9,RF,sub
NYN200204010,valej002,0,1,9,RF,sub
NYN200204010,benia001,0,1,9,RF,sub
NYN200204010,nunea001,0,0,7,LF,sub
NYN200204030,browa001,0,0,1,P,start
NYN200204030,kendj001,0,0,2,C,start
NYN200204030,riosa001,0,0,3,1B,start
NYN200204030,ramia001,0,0,4,2B,start
NYN200204030,mackr001,0,0,5,3B,start
NYN200204030,younk001,0,0,6,SS,start
NYN200204030,benjm001,0,0,7,LF,start
NYN200204030,reesp001,0,0,8,CF,start
NYN200204030,wellk001,0,0,9,RF,start
NYN200204030,ceder001,0,1,1,P,start
NYN200204030,alomr001,0,1,2,C,start
NYN200204030,vaugm001,0,1,3,1B,start
NYN200204030,piazm001,0,1,4,2B,start
NYN200204030,alfoe001,0,1,5,3B,start
NYN200204030,burnj001,0,1,6,SS,start
NYN200204030,paytj001,0,1,7,LF,start
NYN200204030,ordor001,0,1,8,CF,start
NYN200204030,tracs001,0,1,9,RF,start
NYN200204030,beimj001,0,0,9,RF,sub
NYN200204030,boehb001,0,0,9,RF,sub
NYN200204030,guthm001,0,1,9,RF,sub
NYN200204030,davik001,0,1,9,RF,sub
NYN200204030,robeg001,0,1,9,RF,sub
NYN200204030,nunea001,0,0,9,RF,sub
NYN200204030,valej002,0,1,9,RF,sub
NYN200204030,saues001,0,0,9,RF,sub
NYN200204030,mattg002,0,1,3,1B,sub
NYN200204030,fettm001,0,0,9,RF,sub
NYN200204030,valej002,0,1,9,RF,sub
NYN200204030,weatd001,0,1,3,1B,sub
NYN200204030,willm005,0,0,9,RF,sub
NYN200204040,browa001,0,0,1,P,start
NYN200204040,kendj001,0,0,2,C,start
NYN200204040,riosa001,0,0,3,1B,start
NYN200204040,ramia001,0,0,4,2B,start
NYN200204040,wilsc003,0,0,5,3B,start
NYN200204040,younk001,0,0,6,SS,start
NYN200204040,wilsj002,0,0,7,LF,start
NYN200204040,nunea001,0,0,8,CF,start
NYN200204040,andej002,0,0,9,RF,start
NYN200204040,mcewj001,0,1,1,P,start
NYN200204040,alomr001,0,1,2,C,start
NYN200204040,vaugm001,0,1,3,1B,start
NYN200204040,piazm001,0,1,4,2B,start
NYN200204040,alfoe001,0,1,5,3B,start
NYN200204040,burnj001,0,1,6,SS,start
NYN200204040,paytj001,0,1,7,LF,start
NYN200204040,ordor001,0,1,8,CF,start
NYN200204040,estes001,0,1,9,RF,start
NYN200204040,lowes001,0,0,9,RF,sub
NYN200204040,chenb001,0,1,9,RF,sub
NYN200204040,davik001,0,1,9,RF,sub
NYN200204040,mackr001,0,0,5,3B,sub
NYN200204040,mackr001,0,0,5,3B,sub
NYN200204040,johnm001,0,1,9,RF,sub
NYN200204040,ceder001,0,1,1,P,sub
NYN200204040,saues001,0,0,9,RF,sub
NYN200204040,valej002,0,1,1,P,sub
NYN200204040,chrim002,0,1,9,RF,sub
NYN200204040,chrim002,0,1,9,RF,sub
NYN200204040,komis001,0,1,1,P,sub
NYN200204040,benjm001,0,0,9,RF,sub
NYN200204040,willm005,0,0,8,CF,sub
NYN200204120,bergp001,0,0,1,P,start
NYN200204120,vidrj001,0,0,2,C,start
NYN200204120,guerv001,0,0,3,1B,start
NYN200204120,stevl001,0,0,4,2B,start
NYN200204120,cabro001,0,0,5,3B,start
NYN200204120,barrm003,0,0,6,SS,start
NYN200204120,wilkb002,0,0,7,LF,start
NYN200204120,trubc001,0,0,8,CF,start
NYN200204120,ohkat001,0,0,9,RF,start
NYN200204120,peret004,0,1,1,P,start
NYN200204120,johnm001,0,1,2,C,start
NYN200204120,alomr001,0,1,3,1B,start
NYN200204120,piazm001,0,1,4,2B,start
NYN200204120,alfoe001,0,1,5,3B,start
NYN200204120,burnj001,0,1,6,SS,start
NYN200204120,paytj001,0,1,7,LF,start
NYN200204120,ordor001,0,1,8,CF,start
NYN200204120,damij001,0,1,9,RF,start
NYN200204120,stews003,0,0,9,RF,sub
NYN200204120,valej002,0,1,2,C,sub
NYN200204120,mcewj001,0,1,2,C,sub
NYN200204120,hergm001,0,0,9,RF,sub
NYN200204120,mcewj001,0,1,2,C,sub
NYN200204120,mordm001,0,0,9,RF,sub
NYN200204120,reamb001,0,0,9,RF,sub
NYN200204120,benia001,0,1,9,RF,sub
NYN200204120,rodrh001,0,0,7,LF,sub
NYN200204130,bergp001,0,0,1,P,start
NYN200204130,mordm001,0,0,2,C,start
NYN200204130,vidrj001,0,0,3,1B,start
NYN200204130,guerv001,0,0,4,2B,start
NYN200204130,galaa001,0,0,5,3B,start
NYN200204130,barrm003,0,0,6,SS,start
NYN200204130,trubc001,0,0,7,LF,start
NYN200204130,wilkb002,0,0,8,CF,start
NYN200204130,vazqj001,0,0,9,RF,start
NYN200204130,peret004,0,1,1,P,start
