game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer
NYN197704120,"""version 7RS(19) of 07/07/92""",SLN,NYN,NYC17,1977/04/12,0,0:00PM,day,false,rennd901,kiblj901,colon901,pullf901,"""17,20""","""Comly""","""Comly""",1996/12/29 12:34AM,park,none,87,unknown,-1,unknown,none,sunny,119,23907,seavt001,rasme101,,,
NYN197704130,"""version 7RS(19) of 07/07/92""",SLN,NYN,NYC17,1977/04/13,0,0:00PM,day,false,kiblj901,colon901,pullf901,rennd901,"""17,20""","""Comly""","""Comly""",1996/12/29 1:05AM,park,none,90,unknown,-1,unknown,unknown,cloudy,141,8583,dennj001,swanc001,,,
NYN197704140,"""version 7RS(19) of 07/07/92""",SLN,NYN,NYC17,1977/04/14,0,0:00PM,day,false,colon901,pullf901,rennd901,kiblj901,"""17,20""","""Comly""","""Comly""",1996/12/29 9:41AM,park,none,0,unknown,-1,unknown,none,sunny,145,8030,forsb001,koosj001,urrej101,,
NYN197704150,"""version 7RS(19) of 07/07/92""",CHN,NYN,NYC17,1977/04/15,0,0:00PM,day,false,harvd901,pryop901,olsea901,crawj901,"""15,17""","""Comly""","""Comly""",1996/12/31 10:29PM,park,count,64,unknown,7,unknown,none,sunny,141,6148,reusp101,locks101,,,
NYN197704160,"""version 7RS(19) of 07/07/92""",CHN,NYN,NYC17,1977/04/16,0,0:00PM,day,false,pryop901,olsea901,crawj901,harvd901,"""15,17""","""Comly""","""Comly""",1996/12/31 11:03PM,park,count,65,ltor,9,unknown,none,sunny,110,11423,espin101,reusr001,,,
NYN197704170,"""version 7RS(19) of 07/07/92""",CHN,NYN,NYC17,1977/04/17,0,0:00PM,day,false,olsea901,crawj901,harvd901,pryop901,"""15,17""","""Comly""","""Comly""",1996/12/31 11:32PM,park,count,66,ltor,8,unknown,none,sunny,125,35337,seavt001,bonhb101,,,
NYN197704220,"""version 7RS(19) of 07/07/92""",PIT,NYN,NYC17,1977/04/22,0,8:05PM,night,false,mcshj901,willb901,engeb901,dalej901,"""17,19,48""","""Comly""","""Comly""",1997/01/01 6:03PM,park,none,0,unknown,-1,unknown,unknown,night,169,19495,tekuk001,myrib101,,,
NYN197704230,"""version 7RS(19) of 07/07/92""",PIT,NYN,NYC17,1977/04/23,0,0:00PM,day,false,willb901,engeb901,dalej901,mcshj901,"""17,19,48""","""Comly""","""Comly""",1997/01/01 7:13PM,park,none,0,unknown,-1,unknown,unknown,unknown,174,9040,gossr001,sader101,,,
NYN197704270,"""version 7RS(19) of 07/07/92""",MON,NYN,NYC17,1977/04/27,0,0:00PM,night,false,engeb901,dalej901,mcshj901,willb901,"""17""","""Comly""","""Comly""",1997/01/01 7:39PM,park,none,0,unknown,-1,unknown,unknown,night,142,7441,roges001,koosj001,,,
NYN197705111,"""version 7RS(19) of 07/07/92""",SDN,NYN,NYC17,1977/05/11,1,5:30PM,night,false,sudoe901,steld901,froeb901,tatat901,"""17,25""","""Comly""","""Comly""",1997/02/06 11:47PM,park,none,0,unknown,-1,unknown,unknown,unknown,168,0,spild001,seavt001,fingr001,,
NYN197705112,"""version 7RS(19) of 07/07/92""",SDN,NYN,NYC17,1977/05/11,2,0:00PM,night,false,steld901,froeb901,tatat901,sudoe901,"""17,25""","""Comly""","""Comly""",1997/02/07 11:50PM,park,none,0,unknown,-1,unknown,unknown,night,124,7518,joner101,swanc001,tomld001,,
NYN197705120,"""version 7RS(19) of 07/07/92""",SDN,NYN,NYC17,1977/05/12,0,8:05PM,night,false,froeb901,tatat901,sudoe901,steld901,"""17,25""","""Comly""","""Comly""",1997/02/08 12:12AM,park,none,0,unknown,-1,unknown,unknown,night,139,6071,grift101,koosj001,fingr001,,
NYN197705130,"""version 7RS(19) of 07/07/92""",LAN,NYN,NYC17,1977/05/13,0,0:00PM,night,false,willb901,engeb901,dalej901,mcshj901,"""17,35""","""Comly""","""Comly""",1997/02/08 12:26AM,park,none,0,unknown,-1,unknown,unknown,night,135,19448,matlj101,rhodr001,,,
NYN197705140,"""version 7RS(19) of 07/07/92""",LAN,NYN,NYC17,1977/05/14,0,0:00PM,day,false,engeb901,dalej901,mcshj901,willb901,"""17,35""","""Comly""","""Comly""",1997/02/08 7:52PM,park,none,0,unknown,-1,unknown,unknown,unknown,156,18169,rau-d101,espin101,hougc001,,
NYN197705150,"""version 7RS(19) of 07/07/92""",LAN,NYN,NYC17,1977/05/15,0,0:00PM,day,false,dalej901,mcshj901,willb901,engeb901,"""17,35""","""Comly""","""Comly""",1997/02/08 9:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,236,26241,garmm101,apodb101,,,
NYN197705170,"""version 7RS(19) of 07/07/92""",SFN,NYN,NYC17,1977/05/17,0,0:00PM,night,false,weyel901,willa901,rungp901,monte901,"""17""","""Comly""","""Comly""",1997/02/08 10:31PM,park,none,0,unknown,-1,unknown,unknown,night,140,8366,koosj001,montj001,,,
NYN197705180,"""version 7RS(19) of 07/07/92""",SFN,NYN,NYC17,1977/05/18,0,0:00PM,night,false,willa901,rungp901,monte901,weyel901,"""17""","""Comly""","""Comly""",1997/02/08 11:04PM,park,none,0,unknown,-1,unknown,unknown,night,126,7131,matlj101,barrj101,,,
NYN197705190,"""version 7RS(19) of 07/07/92""",SFN,NYN,NYC17,1977/05/19,0,0:00PM,night,false,rungp901,monte901,weyel901,willa901,"""17""","""Comly""","""Comly""",1997/02/08 11:59PM,park,none,0,unknown,-1,unknown,unknown,night,175,8080,toddj101,halie101,locks101,,
NYN197705301,"""version 7RS(19) of 07/07/92""",MON,NYN,NYC17,1977/05/30,1,0:00PM,day,false,sudoe901,steld901,froeb901,tatat901,"""17""","""Comly""","""Comly""",1997/02/09 12:28AM,park,none,0,unknown,-1,unknown,unknown,unknown,147,0,roges001,espin101,,,
NYN197705302,"""version 7RS(19) of 07/07/92""",MON,NYN,NYC17,1977/05/30,2,0:00PM,day,false,steld901,froeb901,tatat901,sudoe901,"""17""","""Comly""","""Comly""",1997/02/09 1:08AM,park,none,0,unknown,-1,unknown,unknown,unknown,149,41033,bahns101,toddj101,atkib101,,
NYN197705310,"""version 7RS(19) of 07/07/92""",MON,NYN,NYC17,1977/05/31,0,0:00PM,night,false,froeb901,tatat901,sudoe901,steld901,"""17""","""Comly""","""Comly""",1997/02/09 1:28AM,park,none,0,unknown,-1,unknown,unknown,night,128,6505,swanc001,alcas101,apodb101,,
NYN197706030,"""version 7RS(19) of 07/07/92""",PHI,NYN,NYC17,1977/06/03,0,0:00PM,night,false,varge901,quicj901,davis901,grege901,"""17,18""","""Comly""","""Comly""",1997/03/22 1:38AM,park,none,0,unknown,-1,unknown,unknown,night,134,20013,lonbj101,matlj101,reedr001,,
NYN197706040,"""version 7RS(19) of 07/07/92""",PHI,NYN,NYC17,1977/06/04,0,0:00PM,day,false,quicj901,davis901,grege901,varge901,"""17,18""","""Comly""","""Comly""",1997/03/22 5:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,122,16460,espin101,carls001,locks101,,
NYN197706051,"""version 7RS(19) of 07/07/92""",PHI,NYN,NYC17,1977/06/05,1,0:00PM,day,false,davis901,grege901,varge901,quicj901,"""17,18""","""Comly""","""Comly""",1997/03/23 10:14AM,park,none,0,unknown,-1,unknown,unknown,unknown,160,0,apodb101,undet001,,,
NYN197706052,"""version 7RS(19) of 07/07/92""",PHI,NYN,NYC17,1977/06/05,2,0:00PM,day,false,grege901,varge901,quicj901,davis901,"""17,18""","""Comly""","""Comly""",1997/03/23 10:37AM,park,none,0,unknown,-1,unknown,unknown,unknown,120,30867,swanc001,kaatj101,locks101,,
NYN197706070,"""version 7RS(19) of 07/07/92""",CIN,NYN,NYC17,1977/06/07,0,0:00PM,night,false,weyel901,willa901,rungp901,monte901,"""17,22""","""Comly""","""Comly""",1997/03/23 11:02AM,park,none,0,unknown,-1,unknown,unknown,night,145,16067,seavt001,zachp001,,,
NYN197706080,"""version 7RS(19) of 07/07/92""",CIN,NYN,NYC17,1977/06/08,0,0:00PM,night,false,rungp901,monte901,(none),weyel901,"""17,22""","""Comly""","""Comly""",1997/03/23 11:16AM,park,none,0,unknown,-1,unknown,unknown,night,130,19681,billj101,koosj001,,,
NYN197706160,"""version 7RS(19) of 07/07/92""",HOU,NYN,NYC17,1977/06/16,0,0:00PM,night,false,willa901,rungp901,monte901,weyel901,"""17""","""Comly""","""Comly""",1997/03/23 9:40PM,park,none,0,unknown,-1,unknown,unknown,night,148,8915,espin101,sambj001,locks101,,
NYN197706170,"""version 7RS(19) of 07/07/92""",HOU,NYN,NYC17,1977/06/17,0,0:00PM,night,false,rungp901,monte901,weyel901,willa901,"""17""","""Comly""","""Comly""",1997/03/23 10:02PM,park,none,0,unknown,-1,unknown,unknown,night,141,15201,bannf001,zachp001,,,
NYN197706180,"""version 7RS(19) of 07/07/92""",HOU,NYN,NYC17,1977/06/18,0,0:00PM,day,false,monte901,weyel901,willa901,rungp901,"""17""","""Comly""","""Comly""",1997/03/23 10:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,141,52784,pentg101,koosj001,niekj001,,
