game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,away_pitcher,wp,lp,winner
ASW194908140,ASW,ASE,0,1,,,grifb102,richg102,
BIR194904170,BIR,IN9,0,0,,,poweb103,davip103,
BIR194905020,BIR,HOE,1,0,,,browj114,greab101,
BIR194905030,BIR,HOE,3,0,,,newbj101,lewir101,
BIR194905110,BIR,CAG,0,0,,,wills104,mckig101,
BIR194905221,BIR,LCB,4,0,,,perra101,jones105,
BIR194905222,BIR,LCB,1,0,,,newbj101,jeffg102,
BIR194905250,BIR,LCB,1,2,,,wills104,longe102,
BIR194906110,BIR,NY6,0,0,,,poweb103,loper102,
BIR194906120,BIR,NY6,0,1,,,wills104,newka101,
BIR194906150,BIR,NY6,0,0,,,poweb103,maria101,
BIR194906180,BIR,IN9,0,0,,,porta103,wills104,
BIR194906191,BIR,IN9,0,1,,,perra101,cohej101,
BIR194906192,BIR,IN9,0,0,,,watsa102,perra101,
BIR194907100,BIR,PH5,1,0,,,perra101,browb107,
BIR194907270,BIR,MEM,1,1,,,perra101,thomf110,
BLG194905011,BLG,KCM,0,2,,,mcdab101,rombb101,
BLG194905012,BLG,KCM,0,0,,,wilma101,lamaj102,
BLG194905030,BLG,KCM,0,0,,,byrdb101,collg101,
BLG194905040,BLG,KCM,0,0,,,barnf102,day-l101,
BLG194905151,BLG,PH5,0,1,,,byrdb101,grifb102,
BLG194905152,BLG,PH5,0,0,,,rombb101,rickb102,
BLG194905270,BLG,NY6,0,3,,,barnd101,blacj103,
BLG194905291,BLG,MEM,0,2,,,rombb101,evanf101,
BLG194906030,BLG,BIR,1,0,,,blacj103,poweb103,
BLG194906040,BLG,BIR,0,0,,,ferrt102,greab101,
BLG194906051,BLG,BIR,0,0,,,newbj101,wilma101,
BLG194906052,BLG,BIR,0,0,,,wattd101,day-l101,
BLG194906061,BLG,BIR,1,0,,,byrdb101,greab101,
BLG194906121,BLG,CAG,0,0,,,byrdb101,jessg101,
BLG194906122,BLG,CAG,0,3,,,blacj103,gipsa101,
BLG194906191,BLG,NY6,0,0,,,byrdb101,scanp101,
BLG194906192,BLG,NY6,0,0,,,blacj103,loper102,
BLG194906240,BLG,LCB,0,0,,,wilma101,jeffg102,
BLG194907031,BLG,NY6,4,1,,,rombb101,scanp101,
BLG194907032,BLG,NY6,4,1,,,ferrt102,ferra103,
BLG194907241,BLG,IN9,1,0,,,wilma101,davip103,
BLG194907242,BLG,IN9,1,0,,,cohej101,blacj103,
BLG194907260,BLG,NY6,0,0,,,stewr101,byrdb101,
BLG194908071,BLG,BIR,2,1,,,wilma101,perra101,
BLG194908072,BLG,BIR,0,0,,,blacj103,greab101,
BLG194908141,BLG,HOE,0,0,,,wilma101,lewir101,
BLG194908142,BLG,HOE,0,0,,,ferrt102,willc107,
BLG194908160,BLG,HOE,1,0,,,mannm101,blacj103,
BLG194908170,BLG,HOE,0,0,,,byrdb101,hearj101,
BLG194908211,BLG,MEM,1,0,,,blacj103,mathv101,
BLG194908212,BLG,MEM,0,0,,,wilma101,woods103,
BLG194908281,BLG,KCM,0,0,,,day-l101,richg102,
BLG194908282,BLG,KCM,0,2,,,barnf102,rombb101,
BLG194908300,BLG,KCM,0,1,,,byrdb101,barnf102,
BLG194909020,BLG,PH5,0,0,,,rombb101,harrw101,
BLG194909160,BLG,CAG,3,0,,,byrdb101,jessg101,
BLG194909180,BLG,CAG,2,0,,,blacj103,smite111,
BOS194904220,BOS,NYA,0,0,,D,reyna102,johne105,NYA
BOS194904230,BOS,NYA,0,0,,D,kinde101,hillf101,BOS
BOS194904250,BOS,WS1,0,0,,D,parnm101,calvp101,BOS
BOS194904270,BOS,PHA,3,0,,D,johne105,harrb104,BOS
BOS194904280,BOS,PHA,1,0,,D,harrm101,fowld101,BOS
BOS194905170,BOS,CHA,0,0,,D,parnm101,gumpr101,BOS
BOS194905180,BOS,CHA,3,0,,D,kinde101,pierm101,BOS
BOS194905190,BOS,CHA,0,0,,D,kliee101,harrm101,CHA
BOS194905210,BOS,CLE,1,0,,D,dobsj101,benta101,BOS
BOS194905220,BOS,DET,0,0,,D,parnm101,trucv101,BOS
BOS194905230,BOS,DET,0,0,,D,kinde101,grayt101,BOS
BOS194905240,BOS,DET,1,0,,D,johne105,kretl101,BOS
BOS194905250,BOS,SLA,0,0,,D,fannc101,dobsj101,SLA
BOS194905260,BOS,SLA,3,0,,D,hught102,garvn102,BOS
BOS194905280,BOS,WS1,0,0,,D,hught102,weltd101,BOS
BOS194905290,BOS,WS1,0,0,,D,calvp101,kinde101,WS1
BOS194905301,BOS,PHA,0,0,,D,dobsj101,shanb102,BOS
BOS194905302,BOS,PHA,0,0,,D,parnm101,schec101,BOS
BOS194906140,BOS,CLE,0,6,,N,fellb101,dobsj101,CLE
BOS194906150,BOS,CLE,0,2,,D,bearg102,mastw101,CLE
BOS194906160,BOS,CLE,0,4,,D,garcm101,parnm101,CLE
