game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
ANA200604070,ANA,NYA,2,0
ANA200604080,ANA,NYA,1,1
ANA200604090,ANA,NYA,0,0
ANA200604100,ANA,TEX,1,2
ANA200604110,ANA,TEX,1,0
ANA200604120,ANA,TEX,0,1
ANA200604240,ANA,DET,0,0
ANA200604250,ANA,DET,0,0
ANA200604260,ANA,DET,0,0
ANA200604280,ANA,CHA,2,0
ANA200604290,ANA,CHA,0,0
ANA200604300,ANA,CHA,2,0
ANA200605010,ANA,OAK,0,0
ANA200605020,ANA,OAK,0,3
ANA200605120,ANA,SEA,0,1
ANA200605130,ANA,SEA,0,0
ANA200605140,ANA,SEA,0,2
ANA200605160,ANA,TOR,0,0
ANA200605170,ANA,TOR,0,0
ANA200605180,ANA,TOR,0,0
ANA200605260,ANA,BAL,0,0
ANA200605270,ANA,BAL,1,0
ANA200605280,ANA,BAL,0,1
ANA200605290,ANA,MIN,1,0
ANA200605300,ANA,MIN,2,2
ANA200605310,ANA,MIN,0,3
ANA200606090,ANA,SEA,0,0
ANA200606100,ANA,SEA,0,0
ANA200606110,ANA,SEA,1,0
ANA200606120,ANA,KCA,0,0
ANA200606130,ANA,KCA,1,0
ANA200606140,ANA,KCA,0,1
ANA200606150,ANA,KCA,0,1
ANA200606160,ANA,SDN,1,0
ANA200606170,ANA,SDN,0,1
ANA200606180,ANA,SDN,2,1
ANA200606260,ANA,COL,0,2
ANA200606270,ANA,COL,2,0
ANA200606280,ANA,COL,1,0
ANA200606300,ANA,LAN,0,0
ANA200607010,ANA,LAN,0,0
ANA200607020,ANA,LAN,0,0
ANA200607140,ANA,TBA,0,0
ANA200607150,ANA,TBA,1,0
ANA200607160,ANA,TBA,0,0
ANA200607170,ANA,CLE,3,1
ANA200607180,ANA,CLE,0,1
ANA200607190,ANA,CLE,1,0
ANA200607310,ANA,OAK,0,0
ANA200608010,ANA,OAK,1,0
ANA200608020,ANA,OAK,0,1
ANA200608030,ANA,TEX,0,0
ANA200608040,ANA,TEX,0,1
ANA200608050,ANA,TEX,0,0
ANA200608060,ANA,TEX,3,0
ANA200608170,ANA,SEA,0,0
ANA200608180,ANA,SEA,1,0
ANA200608190,ANA,SEA,2,0
ANA200608200,ANA,SEA,0,0
ANA200608220,ANA,BOS,0,0
ANA200608230,ANA,BOS,1,2
ANA200608240,ANA,BOS,0,0
ANA200608250,ANA,NYA,0,0
ANA200608260,ANA,NYA,1,0
ANA200608270,ANA,NYA,0,2
ANA200609040,ANA,BAL,0,0
ANA200609050,ANA,BAL,0,0
ANA200609060,ANA,BAL,0,1
ANA200609080,ANA,TOR,0,1
ANA200609090,ANA,TOR,0,0
ANA200609100,ANA,TOR,0,0
ANA200609110,ANA,CHA,0,0
ANA200609120,ANA,CHA,2,0
ANA200609130,ANA,CHA,0,0
ANA200609250,ANA,TEX,2,0
ANA200609260,ANA,TEX,0,2
ANA200609270,ANA,TEX,3,0
ANA200609280,ANA,OAK,0,0
ANA200609290,ANA,OAK,0,0
ANA200609300,ANA,OAK,1,5
ANA200610010,ANA,OAK,3,2
