game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi
NYA191706130,"""version 7RS(19) of 07/07/92""",CHA,NYA,1917/06/13,NYC14,0,0:00PM,day,false,olous901,hildg101,(none),nalld901,"""73,96,99,111,606""","""Cliff Blau""","""Cliff Blau""",2023/08/16 8:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,163,5000,caldr101,benzj101,,
NYA191706150,"""version 7RS(19) of 07/07/92""",SLA,NYA,1917/06/15,NYC14,0,0:00PM,day,false,nalld901,olous901,(none),hildg101,"""73,96,99,102,208,606""","""Cliff Blau""","""Cliff Blau""",2023/08/17 3:57PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,5000,shawb102,hamie101,,
NYA191706160,"""version 7RS(19) of 07/07/92""",SLA,NYA,1917/06/16,NYC14,0,0:00PM,day,false,hildg101,nalld901,(none),olous901,"""73,606,102,208,96,99""","""Cliff Blau""","""Cliff Blau""",2023/08/18 4:19PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,117,15000,loves101,daved101,,
NYA191706170,"""version 7RS(19) of 07/07/92""",SLA,NYA,1917/06/17,NYC14,0,0:00PM,day,false,olous901,hildg101,(none),nalld901,"""96,99,128,208,606""","""Cliff Blau""","""Cliff Blau""",2023/08/19 4:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,133,23000,sotha101,caldr101,,
NYA191706180,"""version 7RS(19) of 07/07/92""",SLA,NYA,1917/06/18,NYC14,0,0:00PM,day,false,nalld901,olous901,(none),hildg101,"""73,96,99,102,606,208""","""Cliff Blau""","""Cliff Blau""",2023/08/20 3:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,97,5000,groob101,fishr101,,
NYA191706201,"""version 7RS(19) of 07/07/92""",BOS,NYA,1917/06/20,NYC14,1,0:00PM,day,false,dinnb101,mccob104,(none),owenb901,"""73""","""Cliff Blau""","""Cliff Blau""",2008/01/13 8:19PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,127,0,russa101,leond102,,
NYA191706202,"""version 7RS(19) of 07/07/92""",BOS,NYA,1917/06/20,NYC14,2,0:00PM,day,false,owenb901,dinnb101,(none),mccob104,"""71,96,99,606,269,163,574""","""Cliff Blau""","""Cliff Blau""",2023/08/21 4:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,112,15000,ruthb101,russa101,,
NYA191706210,"""version 7RS(19) of 07/07/92""",BOS,NYA,1917/06/21,NYC14,0,0:00PM,day,false,mccob104,owenb901,(none),dinnb101,"""71,73,96,99,163,574,606""","""Cliff Blau""","""Cliff Blau""",2023/08/22 3:45PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,6000,shocu101,pennh101,,
NYA191706220,"""version 7RS(19) of 07/07/92""",BOS,NYA,1917/06/22,NYC14,0,0:00PM,day,false,dinnb101,mccob104,(none),owenb901,"""71,73,96,99,163,574,606""","""Cliff Blau""","""Cliff Blau""",2023/08/23 4:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,124,5000,maysc101,shawb102,,
NYA191706231,"""version 7RS(19) of 07/07/92""",PHA,NYA,1917/06/23,NYC14,1,0:00PM,day,false,olous901,hildg101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2008/01/14 4:59PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,0,caldr101,noyew101,monre101,
NYA191706232,"""version 7RS(19) of 07/07/92""",PHA,NYA,1917/06/23,NYC14,2,0:00PM,day,false,hildg101,olous901,(none),(none),"""74,96,99,266,606""","""Cliff Blau""","""Cliff Blau""",2023/08/24 3:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,95,20000,caldr101,johnj102,,
NYA191706251,"""version 7RS(19) of 07/07/92""",PHA,NYA,1917/06/25,NYC14,1,0:00PM,day,false,olous901,hildg101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2008/01/14 7:44PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,104,0,mogrg101,seibs101,,
NYA191706252,"""version 7RS(19) of 07/07/92""",PHA,NYA,1917/06/25,NYC14,2,0:00PM,day,false,hildg101,olous901,(none),(none),"""96,99,606,266""","""Cliff Blau""","""Cliff Blau""",2023/08/25 3:41PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,6000,shocu101,schar101,russa101,
NYA191706260,"""version 7RS(19) of 07/07/92""",PHA,NYA,1917/06/26,NYC14,0,0:00PM,day,false,olous901,hildg101,(none),(none),"""74,96,266,606""","""Rob Wood""","""Rob Wood""",2022/10/29 8:22AM,park,none,0,unknown,-1,unknown,unknown,unknown,130,3800,shawb102,noyew101,,
NYA191706270,"""version 7RS(19) of 07/07/92""",PHA,NYA,1917/06/27,NYC14,0,0:00PM,day,false,hildg101,olous901,(none),(none),"""73,96,99,266,606""","""Cliff Blau""","""Cliff Blau""",2023/08/26 3:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,106,3500,myere101,shawb102,,
NYA191707041,"""version 7RS(19) of 07/07/92""",WS1,NYA,1917/07/04,NYC14,1,0:00AM,day,false,mccob104,dinnb101,(none),(none),"""96,99,222,408,408a,606""","""Cliff Blau""","""Cliff Blau""",2023/08/29 4:34PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,5000,harph101,shawb102,johnw102,
NYA191707042,"""version 7RS(19) of 07/07/92""",WS1,NYA,1917/07/04,NYC14,2,0:00PM,day,false,dinnb101,mccob104,(none),(none),"""96,99,222,408,408a,606""","""Cliff Blau""","""Cliff Blau""",2023/08/29 8:33PM,unknown,none,0,unknown,-1,unknown,unknown,overcast,125,15000,ayerd101,shawb102,,
NYA191707051,"""version 7RS(19) of 07/07/92""",WS1,NYA,1917/07/05,NYC14,1,0:00PM,day,false,mccob104,dinnb101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2008/01/17 2:06PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,0,shawj101,fishr101,,
NYA191707052,"""version 7RS(19) of 07/07/92""",WS1,NYA,1917/07/05,NYC14,2,0:00PM,day,false,dinnb101,mccob104,(none),(none),"""96,99,222,408,408a,427,606""","""Cliff Blau""","""Cliff Blau""",2023/08/30 5:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,175,6000,russa101,johnw102,,
NYA191707251,"""version 7RS(19) of 07/07/92""",CHA,NYA,1917/07/25,NYC14,1,0:00PM,day,false,evanb901,morig101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2008/01/20 4:34PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,0,cicoe101,mogrg101,,
NYA191707252,"""version 7RS(19) of 07/07/92""",CHA,NYA,1917/07/25,NYC14,2,0:00PM,day,false,morig101,evanb901,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2016/01/14 1:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,10000,faber101,fishr101,,
NYA191707260,"""version 7RS(19) of 07/07/92""",CHA,NYA,1917/07/26,NYC14,0,0:00PM,day,false,evanb901,morig101,(none),(none),"""73,96,99,111,606""","""Cliff Blau""","""Cliff Blau""",2023/09/09 4:55PM,unknown,none,0,unknown,-1,unknown,drizzle,unknown,175,3000,shawb102,willl104,,
NYA191707270,"""version 7RS(19) of 07/07/92""",CHA,NYA,1917/07/27,NYC14,0,0:00PM,day,false,morig101,evanb901,(none),(none),"""277,96,111""","""David W. Smith""","""David W. Smith""",2019/12/19 10:06PM,park,none,0,unknown,-1,unknown,unknown,unknown,148,4000,russr102,caldr101,cicoe101,
NYA191707281,"""version 7RS(19) of 07/07/92""",CHA,NYA,1917/07/28,NYC14,1,0:00PM,day,false,evanb901,morig101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2008/01/21 3:47PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,0,russa101,faber101,,
NYA191707282,"""version 7RS(19) of 07/07/92""",CHA,NYA,1917/07/28,NYC14,2,0:00PM,day,false,morig101,evanb901,(none),(none),"""277,111,96""","""David W. Smith""","""David W. Smith""",2019/12/20 7:38AM,park,none,0,unknown,-1,unknown,unknown,unknown,120,18000,caldr101,scotj104,,
NYA191707300,"""version 7RS(19) of 07/07/92""",SLA,NYA,1917/07/30,NYC14,0,4:00PM,day,false,evanb901,morig101,(none),(none),"""73,96,99,102,128,208,606""","""Cliff Blau""","""Cliff Blau""",2023/09/10 3:45PM,unknown,none,100,unknown,-1,unknown,unknown,unknown,110,8000,fishr101,sotha101,,
NYA191707310,"""version 7RS(19) of 07/07/92""",SLA,NYA,1917/07/31,NYC14,0,0:00PM,day,false,evanb901,morig101,(none),(none),"""73,96,99,102,208,606""","""Cliff Blau""","""Cliff Blau""",2023/09/11 4:22PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,96,2500,caldr101,daved101,,
NYA191708021,"""version 7RS(19) of 07/07/92""",SLA,NYA,1917/08/02,NYC14,1,0:00PM,day,false,evanb901,morig101,(none),(none),"""73,96""","""Cliff Blau/Smith""","""Cliff Blau/Smith""",2008/01/27 10:15AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,163,0,groob101,russa101,,
NYA191708022,"""version 7RS(19) of 07/07/92""",SLA,NYA,1917/08/02,NYC14,2,0:00PM,day,false,morig101,evanb901,(none),(none),"""96,99,606,208""","""Cliff Blau""","""Cliff Blau""",2023/09/12 3:57PM,unknown,none,0,unknown,-1,unknown,unknown,overcast,91,5000,shawb102,plane101,,
NYA191708030,"""version 7RS(19) of 07/07/92""",DET,NYA,1917/08/03,NYC14,0,0:00PM,day,false,dinnb101,olous901,(none),(none),"""212,73,56,96,99,212,410,606""","""Cliff Blau""","""Cliff Blau""",2023/09/13 5:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,5000,mitcw101,culln101,daush101,
NYA191708040,"""version 7RS(19) of 07/07/92""",DET,NYA,1917/08/04,NYC14,0,0:00PM,day,false,olous901,dinnb101,(none),(none),"""73,56,96,99,212,410,606""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2023/09/14 3:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,107,18000,bolab101,caldr101,,
NYA191708060,"""version 7RS(19) of 07/07/92""",DET,NYA,1917/08/06,NYC14,0,0:00PM,day,false,dinnb101,olous901,(none),(none),"""56,73,96,99,212,410,606""","""Cliff Blau""","""Cliff Blau""",2023/09/15 7:59PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,3000,mogrg101,mitcw101,,
NYA191708070,"""version 7RS(19) of 07/07/92""",DET,NYA,1917/08/07,NYC14,0,0:00PM,day,false,olous901,dinnb101,(none),(none),"""73,212,56,96,99,410,606""","""Cliff Blau""","""Cliff Blau""",2023/09/16 3:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,94,5000,shawb102,cunng101,,
NYA191708081,"""version 7RS(19) of 07/07/92""",CLE,NYA,1917/08/08,NYC14,1,0:00PM,day,false,dinnb101,olous901,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2008/01/28 7:03PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,116,0,fishr101,bagbj101,,
NYA191708082,"""version 7RS(19) of 07/07/92""",CLE,NYA,1917/08/08,NYC14,2,0:00PM,day,false,olous901,dinnb101,(none),(none),"""39""","""CharlesVOas""","""CharlesVoas""",1995/05/19 10:53PM,park,none,0,unknown,-1,unknown,unknown,unknown,100,10000,coves101,caldr101,,
NYA191708090,"""version 7RS(19) of 07/07/92""",CLE,NYA,1917/08/09,NYC14,0,0:00PM,day,false,dinnb101,olous901,(none),(none),"""39""","""CharlesVoas""","""CharlesVoas""",1995/05/19 10:27PM,park,none,0,unknown,-1,unknown,unknown,unknown,128,3000,bagbj101,culln101,,
NYA191708100,"""version 7RS(19) of 07/07/92""",CLE,NYA,1917/08/10,NYC14,0,0:00PM,day,false,olous901,dinnb101,(none),(none),"""39""","""CharlesVoas""","""CharlesVoas""",1995/07/13 2:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,180,3000,coves101,shawb102,,
NYA191708110,"""version 7RS(19) of 07/07/92""",CLE,NYA,1917/08/11,NYC14,0,0:00PM,day,false,dinnb101,olous901,(none),(none),"""39""","""CharlesVoas""","""CharlesVoas""",1995/08/01 8:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,12000,klepe101,caldr101,,
NYA191708311,"""version 7RS(19) of 07/07/92""",WS1,NYA,1917/08/31,NYC14,1,0:00PM,day,false,connt901,nalld901,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2008/02/02 9:45AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,0,ayerd101,mogrg101,,
NYA191708312,"""version 7RS(19) of 07/07/92""",WS1,NYA,1917/08/31,NYC14,2,0:00PM,day,false,nalld901,connt901,(none),(none),"""96,99,222,408,408a,427,606""","""Cliff Blau""","""Cliff Blau""",2023/09/25 5:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,5000,dumog101,shocu101,,
NYA191709130,"""version 7RS(19) of 07/07/92""",BOS,NYA,1917/09/13,NYC14,0,0:00PM,day,false,morig101,olous901,(none),(none),"""73,71,96,99,163,574,606""","""Cliff Blau""","""Cliff Blau""",2023/10/02 5:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,1000,shawb102,pennh101,loves101,
NYA191709140,"""version 7RS(19) of 07/07/92""",BOS,NYA,1917/09/14,NYC14,0,0:00PM,day,false,olous901,morig101,(none),(none),"""73,71,96,99,163,574,606""","""Cliff Blau""","""Cliff Blau""",2023/10/03 4:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,112,1000,maysc101,shocu101,,
NYA191709150,"""version 7RS(19) of 07/07/92""",BOS,NYA,1917/09/15,NYC14,0,0:00PM,day,false,morig101,olous901,(none),(none),"""73,71,96,99,163,606""","""Cliff Blau""","""Cliff Blau""",2023/10/04 4:37PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,103,15000,ruthb101,culln101,,
NYA191709170,"""version 7RS(19) of 07/07/92""",BOS,NYA,1917/09/17,NYC14,0,0:00PM,day,false,olous901,morig101,(none),(none),"""73,96,71""","""Cliff Blau/Smith""","""Cliff Blau/Smith""",2008/02/08 7:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,94,6000,leond102,fishr101,,
NYA191709180,"""version 7RS(19) of 07/07/92""",CLE,NYA,1917/09/18,NYC14,0,0:00PM,day,false,connt901,nalld901,(none),(none),"""39""","""Bruce Borey""","""Bruce Borey""",1995/08/05 7:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,124,3000,mortg101,shawb102,bagbj101,
NYA191709190,"""version 7RS(19) of 07/07/92""",CLE,NYA,1917/09/19,NYC14,0,0:00PM,day,false,nalld901,connt901,(none),(none),"""73(6),96""","""Cliff Blau/Smith""","""Cliff Blau/Smith""",2008/02/09 12:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,97,2000,coves101,loves101,,
NYA191709200,"""version 7RS(19) of 07/07/92""",CLE,NYA,1917/09/20,NYC14,0,0:00PM,day,false,connt901,nalld901,(none),(none),"""39""","""Bruce Borey""","""Bruce Borey""",1995/08/06 9:04AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,2000,klepe101,shocu101,bagbj101,
NYA191709210,"""version 7RS(19) of 07/07/92""",SLA,NYA,1917/09/21,NYC14,0,0:00PM,day,false,nalld901,connt901,(none),(none),"""96,99,208,606""","""Cliff Blau""","""Cliff Blau""",2023/10/05 4:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,91,2000,mogrg101,sotha101,,
NYA191709221,"""version 7RS(19) of 07/07/92""",SLA,NYA,1917/09/22,NYC14,1,0:00PM,day,false,connt901,nalld901,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2008/02/11 6:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,0,daved101,shawb102,,
NYA191709222,"""version 7RS(19) of 07/07/92""",SLA,NYA,1917/09/22,NYC14,2,0:00PM,day,false,nalld901,connt901,(none),(none),"""73,96,99,102,208,606""","""Cliff Blau""","""Cliff Blau""",2023/10/06 4:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,5000,lowdg101,loves101,,
NYA191709250,"""version 7RS(19) of 07/07/92""",DET,NYA,1917/09/25,NYC14,0,0:00PM,day,false,dinnb101,hildg101,(none),(none),"""73,96,56""","""Cliff Blau/Blau""","""Cliff Blau/Blau""",2008/02/12 2:17PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,101,1500,mitcw101,mcgrb101,cunng101,
NYA191709260,"""version 7RS(19) of 07/07/92""",DET,NYA,1917/09/26,NYC14,0,0:00PM,day,false,hildg101,dinnb101,(none),(none),"""73,96,56""","""Cliff Blau/Smith""","""Cliff Blau/Smith""",2008/02/12 3:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,95,1000,bolab101,enrij101,,
NYA191709291,"""version 7RS(19) of 07/07/92""",CHA,NYA,1917/09/29,NYC14,1,0:00PM,day,false,dinnb101,hildg101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2008/02/12 8:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,0,loves101,danfd101,,
NYA191709292,"""version 7RS(19) of 07/07/92""",CHA,NYA,1917/09/29,NYC14,2,0:00PM,day,false,hildg101,dinnb101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2017/01/16 1:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,12000,cicoe101,thorh101,,
NYA191710010,"""version 7RS(19) of 07/07/92""",CHA,NYA,1917/10/01,NYC14,0,0:00PM,day,false,dinnb101,hildg101,(none),(none),"""73,96,111""","""Cliff Blau/Smith""","""Cliff Blau/Smith""",2008/02/13 11:19AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,1000,shocu101,faber101,,
NYA191710020,"""version 7RS(19) of 07/07/92""",PHA,NYA,1917/10/02,NYC14,0,0:00PM,day,false,morig101,olous901,(none),(none),"""73,96,99,266,606""","""Cliff Blau""","""Cliff Blau""",2023/10/07 4:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,500,bradn101,johnj102,culln101,
NYA191710031,"""version 7RS(19) of 07/07/92""",PHA,NYA,1917/10/03,NYC14,1,0:00PM,day,false,morig101,dinnb101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2008/02/14 1:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,0,naylr101,pierb103,,
NYA191710032,"""version 7RS(19) of 07/07/92""",PHA,NYA,1917/10/03,NYC14,2,0:00PM,day,false,dinnb101,morig101,(none),(none),"""73,96,99,606,266""","""Cliff Blau""","""Cliff Blau""",2023/10/08 3:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,74,1000,mogrg101,myere101,,
CHA191704190,"""version 7RS(19) of 07/07/92""",SLA,CHA,1917/04/19,CHI10,0,0:00PM,day,false,evanb901,nalld901,(none),(none),"""277,111""","""Cliff Blau""","""Cliff Blau""",2017/01/07 1:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,118,6000,plane101,scotj104,,
CHA191704200,"""version 7RS(19) of 07/07/92""",SLA,CHA,1917/04/20,CHI10,0,0:00PM,day,false,nalld901,evanb901,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2015/11/11 4:56PM,park,none,0,unknown,-1,wet,unknown,unknown,108,6000,cicoe101,sotha101,,
CHA191704210,"""version 7RS(19) of 07/07/92""",SLA,CHA,1917/04/21,CHI10,0,0:00PM,day,false,evanb901,nalld901,(none),(none),"""277,111""","""Cliff Blau""","""Cliff Blau""",2017/01/07 7:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,14000,faber101,koobe101,,
CHA191704220,"""version 7RS(19) of 07/07/92""",SLA,CHA,1917/04/22,CHI10,0,0:00PM,day,false,nalld901,evanb901,(none),(none),"""111,128,208""","""Wayne Townsend""","""Wayne Townsend""",2023/07/26 1:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,119,25000,willl104,groob101,,
CHA191704240,"""version 7RS(19) of 07/07/92""",CLE,CHA,1917/04/24,CHI10,0,0:00PM,day,false,evanb901,nalld901,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2015/11/12 2:42PM,park,none,0,unknown,-1,unknown,unknown,unknown,103,5000,scotj104,coves101,,
CHA191704250,"""version 7RS(19) of 07/07/92""",CLE,CHA,1917/04/25,CHI10,0,0:00PM,day,false,nalld901,evanb901,(none),(none),"""277,111""","""Cliff Blau""","""Cliff Blau""",2017/01/08 8:37AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,107,1000,coumf101,cicoe101,,
CHA191704260,"""version 7RS(19) of 07/07/92""",CLE,CHA,1917/04/26,CHI10,0,0:00PM,day,false,evanb901,nalld901,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2015/11/12 5:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,108,2500,bagbj101,faber101,,
CHA191704270,"""version 7RS(19) of 07/07/92""",CLE,CHA,1917/04/27,CHI10,0,0:00PM,day,false,nalld901,evanb901,(none),(none),"""39,111,577""","""Rob Wood""","""Rob Wood""",2023/07/28 8:42AM,park,none,0,unknown,-1,unknown,unknown,unknown,122,4000,klepe101,scotj104,coves101,
CHA191704280,"""version 7RS(19) of 07/07/92""",DET,CHA,1917/04/28,CHI10,0,0:00PM,day,false,evanb901,nalld901,(none),(none),"""56,111,277""","""Rob Wood""","""Rob Wood""",2023/08/04 12:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,156,4200,faber101,joned107,,
CHA191704290,"""version 7RS(19) of 07/07/92""",DET,CHA,1917/04/29,CHI10,0,0:00PM,day,false,nalld901,evanb901,(none),(none),"""56,111,212,410""","""Wayne Townsend""","""Wayne Townsend""",2023/07/28 11:31AM,park,none,0,unknown,-1,wet,unknown,cloudy,102,12000,mitcw101,faber101,,
CHA191705100,"""version 7RS(19) of 07/07/92""",NYA,CHA,1917/05/10,CHI10,0,0:00PM,day,false,hildg101,olous901,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2015/12/03 1:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,100,5300,shawb102,russr102,,
CHA191705110,"""version 7RS(19) of 07/07/92""",NYA,CHA,1917/05/11,CHI10,0,0:00PM,day,false,olous901,hildg101,(none),(none),"""277,111""","""Cliff Blau""","""Cliff Blau""",2017/01/08 1:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,3000,caldr101,danfd101,,
CHA191705120,"""version 7RS(19) of 07/07/92""",NYA,CHA,1917/05/12,CHI10,0,0:00PM,day,false,hildg101,olous901,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2015/12/04 6:31PM,park,none,0,unknown,-1,unknown,unknown,unknown,100,6000,scotj104,mogrg101,,
CHA191705130,"""version 7RS(19) of 07/07/92""",NYA,CHA,1917/05/13,CHI10,0,0:00PM,day,false,olous901,hildg101,(none),(none),"""96,99,111,606""","""Cliff Blau""","""Cliff Blau""",2023/08/05 3:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,12000,cicoe101,culln101,,
CHA191705140,"""version 7RS(19) of 07/07/92""",PHA,CHA,1917/05/14,CHI10,0,0:00PM,day,false,hildg101,olous901,(none),(none),"""74,111,266""","""Blau/Herdman""","""Blau/Herdman""",2023/08/06 10:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,103,4000,russr102,seibs101,,
CHA191705150,"""version 7RS(19) of 07/07/92""",PHA,CHA,1917/05/15,CHI10,0,0:00PM,day,false,hildg101,olous901,(none),(none),TSN Box,,,,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,6000,benzj101,johnw101,,
CHA191705160,"""version 7RS(19) of 07/07/92""",PHA,CHA,1917/05/16,CHI10,0,0:00PM,day,false,hildg101,olous901,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2015/12/04 10:38PM,park,none,0,unknown,-1,unknown,unknown,unknown,107,5000,willl104,bushj102,cicoe101,
CHA191705170,"""version 7RS(19) of 07/07/92""",PHA,CHA,1917/05/17,CHI10,0,0:00PM,day,false,olous901,hildg101,(none),(none),"""277,111,266""","""David W. Smith""","""David W. Smith""",2023/08/09 4:38PM,park,none,0,unknown,-1,unknown,unknown,unknown,103,5000,cicoe101,falkc101,,
CHA191705180,"""version 7RS(19) of 07/07/92""",BOS,CHA,1917/05/18,CHI10,0,0:00PM,day,false,connt901,mccob104,(none),nalld901,"""111,163,269,574,277""","""Wayne Townsend""","""Wayne Townsend""",2023/08/09 11:12AM,park,none,0,unknown,-1,unknown,unknown,unknown,127,11000,russr102,ruthb101,,
CHA191705190,"""version 7RS(19) of 07/07/92""",BOS,CHA,1917/05/19,CHI10,0,0:00PM,day,false,mccob104,nalld901,(none),connt901,"""277""","""Wayne Townsend""","""Wayne Townsend""",2015/12/05 3:29PM,park,none,0,unknown,-1,unknown,unknown,overcast,115,18000,willl104,leond102,danfd101,
CHA191705200,"""version 7RS(19) of 07/07/92""",BOS,CHA,1917/05/20,CHI10,0,0:00PM,day,false,nalld901,connt901,(none),mccob104,"""71,111,163,574""","""Jim Herdman""","""Jim Herdman""",2023/08/09 10:14AM,park,none,40,unknown,-1,dry,none,unknown,123,17000,maysc101,scotj104,,
CHA191705230,"""version 7RS(19) of 07/07/92""",WS1,CHA,1917/05/23,CHI10,0,0:00PM,day,false,connt901,mccob104,(none),nalld901,"""111,222,277,408,408a,427""","""Jim Herdman""","""Jim Herdman""",2023/08/10 2:08PM,park,none,0,unknown,-1,soaked,none,unknown,118,3500,cicoe101,shawj101,,
CHA191705240,"""version 7RS(19) of 07/07/92""",WS1,CHA,1917/05/24,CHI10,0,0:00PM,day,false,mccob104,nalld901,(none),connt901,"""277,111""","""Cliff Blau""","""Cliff Blau""",2017/01/08 4:18PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,5000,russr102,dumog101,,
CHA191705250,"""version 7RS(19) of 07/07/92""",WS1,CHA,1917/05/25,CHI10,0,0:00PM,day,false,nalld901,connt901,(none),mccob104,"""277,111,222""","""Cliff Blau""","""Cliff Blau""",2017/01/08 7:18PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,5500,benzj101,harph101,,
CHA191705260,"""version 7RS(19) of 07/07/92""",WS1,CHA,1917/05/26,CHI10,0,0:00PM,day,false,connt901,mccob104,(none),nalld901,"""111,222,277,408,408a,427""","""Rob Wood""","""Rob Wood""",2023/09/04 7:23PM,park,none,0,unknown,-1,unknown,unknown,unknown,75,7000,,,,
CHA191705270,"""version 7RS(19) of 07/07/92""",WS1,CHA,1917/05/27,CHI10,0,0:00PM,day,false,mccob104,nalld901,(none),connt901,"""111,222,408,408a,427""","""Wayne Townsend""","""Wayne Townsend""",2023/08/13 2:52PM,park,none,0,unknown,-1,unknown,unknown,overcast,109,11000,cicoe101,johnw102,,
CHA191705290,"""version 7RS(19) of 07/07/92""",SLA,CHA,1917/05/29,CHI10,0,0:00PM,day,false,dinnb101,owenb901,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2015/12/07 11:39AM,park,none,0,unknown,-1,unknown,unknown,unknown,112,4000,russr102,groob101,cicoe101,
CHA191706200,"""version 7RS(19) of 07/07/92""",CLE,CHA,1917/06/20,CHI10,0,0:00PM,day,false,nalld901,connt901,(none),(none),"""39""","""CharlesVoas""","""CharlesVoas""",1995/04/06 11:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,5500,willl104,coves101,,
