game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi
BSN191704120,"""version 7RS(19) of 07/07/92""",NY1,BSN,1917/04/12,BOS08,0,3:15PM,day,false,byrol901,quige901,(none),(none),"""71,163,74,574,606,99,96""","""David W. Smith""","""David W. Smith""",2023/07/22 10:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,136,6000,salls101,rudod101,,
BSN191704140,"""version 7RS(19) of 07/07/92""",NY1,BSN,1917/04/14,BOS08,0,0:00PM,day,false,quige901,byrol901,(none),(none),"""73,71,163,274,606,99,96""","""Cliff Blau/David W. Smith""","""Cliff Blau/David W. Smith""",2023/07/24 1:39PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,9000,tesrj101,tylel101,,
BSN191704160,"""version 7RS(19) of 07/07/92""",PHI,BSN,1917/04/16,BOS08,0,0:00PM,day,false,odayh101,brank101,(none),(none),"""286""",,"""Cliff Blau""",2016/09/05 7:44PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,88,1500,barnj102,alexg102,,
BSN191704191,"""version 7RS(19) of 07/07/92""",PHI,BSN,1917/04/19,BOS08,1,0:00,day,false,odayh101,brank101,(none),(none),"""286""","""Cliff Blau""","""Cliff Blau""",2016/09/06 4:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,6000,rudod101,rixee101,,
BSN191704192,"""version 7RS(19) of 07/07/92""",PHI,BSN,1917/04/19,BOS08,2,0:00PM,day,false,odayh101,brank101,(none),(none),"""286""",,"""Cliff Blau""",2016/09/06 7:45PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,95,20000,barnj102,oescj101,,
BSN191705040,"""version 7RS(19) of 07/07/92""",BRO,BSN,1917/05/04,BOS08,0,0:00PM,day,false,odayh101,brank101,(none),(none),"""71,163,141,589,591,99,96""","""David W. Smith""","""David W. Smith""",2023/08/02 1:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,3000,cadol101,allef101,,
BSN191705070,"""version 7RS(19) of 07/07/92""",BRO,BSN,1917/05/07,BOS08,0,0:00PM,day,false,odayh101,brank101,(none),(none),"""71,163,574,141,589,591,99,96""","""David W. Smith""","""David W. Smith""",2023/08/03 3:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,100,1500,rudod101,smits102,,
BSN191705080,"""version 7RS(19) of 07/07/92""",BRO,BSN,1917/05/08,BOS08,0,0:00PM,day,false,odayh101,brank101,(none),(none),"""589""","""Rob Wood""","""Rob Wood""",2023/07/29 2:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,113,1400,tylel101,pfefj101,,
BSN191705100,"""version 7RS(19) of 07/07/92""",PIT,BSN,1917/05/10,BOS08,0,0:00PM,day,false,riglc901,harrp901,(none),(none),"""Pitt. Post""","""Cliff Blau""","""Cliff Blau""",2001/05/28 3:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,500,grimb101,nehfa101,,
BSN191705110,"""version 7RS(19) of 07/07/92""",PIT,BSN,1917/05/11,BOS08,0,0:00PM,day,false,ortha101,riglc901,(none),(none),"""Pitt. Post""","""Cliff Blau""","""Cliff Blau""",2001/05/28 6:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,700,rudod101,jacoe101,,
BSN191705140,"""version 7RS(19) of 07/07/92""",CHN,BSN,1917/05/14,BOS08,0,0:00PM,day,false,odayh101,harrp901,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2017/01/18 3:57PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,6100,dougp101,rudod101,,
BSN191705150,"""version 7RS(19) of 07/07/92""",CHN,BSN,1917/05/15,BOS08,0,0:00PM,day,false,odayh101,harrp901,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2017/01/18 7:49PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,93,3000,vaugh101,tylel101,,
BSN191705160,"""version 7RS(19) of 07/07/92""",CHN,BSN,1917/05/16,BOS08,0,0:00PM,day,false,odayh101,harrp901,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2015/12/22 10:00AM,park,none,0,unknown,-1,unknown,unknown,unknown,109,3100,aldrv101,reule101,,
BSN191705170,"""version 7RS(19) of 07/07/92""",CHN,BSN,1917/05/17,BOS08,0,0:00PM,day,false,odayh101,harrp901,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2015/12/22 2:42PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,2500,seatt102,allef101,,
BSN191705180,"""version 7RS(19) of 07/07/92""",CIN,BSN,1917/05/18,BOS08,0,0:00PM,day,false,byrol901,quige901,(none),(none),"""71,163,240,572,574,610""","""Rob Wood""","""Rob Wood""",2023/08/24 8:02AM,park,none,0,unknown,-1,unknown,unknown,unknown,118,3300,ringj101,rudod101,,
BSN191705190,"""version 7RS(19) of 07/07/92""",CIN,BSN,1917/05/19,BOS08,0,0:00PM,day,false,byrol901,quige901,(none),(none),"""71,163,240,572""","""Rob Wood""","""Rob Wood""",2023/09/02 9:49PM,park,none,0,unknown,-1,unknown,unknown,unknown,89,10000,barnj102,tonef101,,
BSN191705210,"""version 7RS(19) of 07/07/92""",CIN,BSN,1917/05/21,BOS08,0,0:00PM,day,false,byrol901,quige901,(none),(none),"""71,163,240,572,574,610""","""Rob Wood""","""Rob Wood""",2023/09/04 1:07PM,park,none,0,unknown,-1,unknown,unknown,unknown,116,3000,schnp101,tylel101,,
BSN191705250,"""version 7RS(19) of 07/07/92""",SLN,BSN,1917/05/25,BOS08,0,0:00PM,day,false,klemb901,brank101,(none),(none),"""128,163,208,269,574""","""Wayne Townsend""","""Wayne Townsend""",2023/08/12 2:49PM,park,none,0,unknown,-1,soaked,unknown,overcast,110,1000,rudod101,watsm102,,
BSN191705260,"""version 7RS(19) of 07/07/92""",SLN,BSN,1917/05/26,BOS08,0,0:00PM,day,false,klemb901,brank101,(none),(none),TSN Box,,,,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,7000,doakb101,ragap101,,
BSN191705301,"""version 7RS(19) of 07/07/92""",BRO,BSN,1917/05/30,BOS08,1,0:00AM,day,false,riglc901,ortha101,(none),(none),"""Even. Telegram""","""Cliff Blau""","""Cliff Blau""",2008/01/10 7:44PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,3500,rudod101,coomj101,,
BSN191705302,"""version 7RS(19) of 07/07/92""",BRO,BSN,1917/05/30,BOS08,2,0:00PM,day,false,riglc901,ortha101,(none),(none),"""589""","""Rob Wood""","""Rob Wood""",2023/08/30 1:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,80,10700,tylel101,cadol101,,
BSN191706190,"""version 7RS(19) of 07/07/92""",NY1,BSN,1917/06/19,BOS08,0,0:00PM,day,false,klemb901,brank101,(none),(none),"""96,99,163,269,574,606""","""Wayne Townsend""","""Wayne Townsend""",2023/08/26 11:02AM,park,none,0,unknown,-1,unknown,unknown,unknown,102,5000,schuf102,rudod101,,
BSN191706201,"""version 7RS(19) of 07/07/92""",NY1,BSN,1917/06/20,BOS08,1,0:00PM,day,false,klemb901,brank101,(none),(none),"""71,96,99,163,574,606""","""Jim Herdman""","""Jim Herdman""",2023/08/29 10:13AM,park,none,0,unknown,-1,dry,none,sunny,130,0,tylel101,andef101,,
BSN191706202,"""version 7RS(19) of 07/07/92""",NY1,BSN,1917/06/20,BOS08,2,0:00PM,day,false,klemb901,brank101,(none),(none),"""71,96,99,163,574,606""","""Jim Herdman""","""Jim Herdman""",2023/08/29 1:37PM,park,none,0,unknown,-1,dry,none,sunny,95,10000,perrp101,barnj102,,
BSN191706210,"""version 7RS(19) of 07/07/92""",NY1,BSN,1917/06/21,BOS08,0,0:00PM,day,false,klemb901,brank101,(none),(none),TSN Box,,,,unknown,none,0,unknown,-1,unknown,unknown,unknown,106,4500,tesrj101,ragap101,,
BSN191706220,"""version 7RS(19) of 07/07/92""",NY1,BSN,1917/06/22,BOS08,0,0:00PM,day,false,klemb901,brank101,(none),(none),"""71,163,574,606,99,96""","""David W. Smith""","""David W. Smith""",2023/08/29 10:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,3500,nehfa101,perrp101,,
BSN191707060,"""version 7RS(19) of 07/07/92""",CIN,BSN,1917/07/06,BOS08,0,0:00PM,day,false,riglc901,(none),(none),(none),"""71,163,240,572,574""","""Rob Wood""","""Rob Wood""",2023/09/07 9:36PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,2500,allef101,regam101,,
BSN191707071,"""version 7RS(19) of 07/07/92""",CIN,BSN,1917/07/07,BOS08,1,0:00PM,day,false,riglc901,emslb101,(none),(none),"""71""","""Rob Wood""","""Rob Wood""",2022/10/24 1:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,99,0,schnp101,barnj102,,
BSN191707072,"""version 7RS(19) of 07/07/92""",CIN,BSN,1917/07/07,BOS08,2,0:00PM,day,false,riglc901,emslb101,(none),(none),"""71,163,240,572""","""Rob Wood""","""Rob Wood""",2023/09/09 3:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,97,12000,rudod101,mitcc102,,
BSN191707090,"""version 7RS(19) of 07/07/92""",CIN,BSN,1917/07/09,BOS08,0,0:00PM,day,false,riglc901,emslb101,(none),(none),"""71,163,240,572,574""","""Rob Wood""","""Rob Wood""",2023/09/12 2:29PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,1500,elleh101,nehfa101,,
BSN191707100,"""version 7RS(19) of 07/07/92""",CIN,BSN,1917/07/10,BOS08,0,0:00PM,day,false,riglc901,emslb101,(none),(none),"""71,163,240,572,574""","""Rob Wood""","""Rob Wood""",2023/09/12 9:38PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,3500,tonef101,rudod101,,
BSN191707121,"""version 7RS(19) of 07/07/92""",SLN,BSN,1917/07/12,BOS08,1,0:00PM,day,false,quige901,byrol901,(none),(none),"""71""","""Rob Wood""","""Rob Wood""",2022/10/24 3:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,0,doakb101,barnj102,,
BSN191707130,"""version 7RS(19) of 07/07/92""",SLN,BSN,1917/07/13,BOS08,0,0:00PM,day,false,quige901,byrol901,(none),(none),"""71,163,574,208,128""","""David W. Smith""","""David W. Smith""",2023/09/12 2:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,155,2500,packg101,ragap101,,
BSN191707141,"""version 7RS(19) of 07/07/92""",SLN,BSN,1917/07/14,BOS08,1,0:00PM,day,false,quige901,byrol901,(none),(none),"""71""","""Rob Wood""","""Rob Wood""",2022/10/24 5:23PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,0,tylel101,amesr101,,
BSN191707142,"""version 7RS(19) of 07/07/92""",SLN,BSN,1917/07/14,BOS08,2,0:00PM,day,false,byrol901,quige901,(none),(none),"""71,163,208,102""","""David W. Smith""","""David W. Smith""",2023/09/13 5:34PM,park,none,0,unknown,-1,unknown,unknown,unknown,119,7000,rudod101,packg101,,
BSN191707161,"""version 7RS(19) of 07/07/92""",PIT,BSN,1917/07/16,BOS08,1,0:00PM,day,false,harrp901,odayh101,(none),(none),"""Pitt. Post""","""Cliff Blau""","""Cliff Blau""",2001/07/14 6:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,165,0,tylel101,grimb101,,
BSN191707162,"""version 7RS(19) of 07/07/92""",PIT,BSN,1917/07/16,BOS08,2,0:00PM,day,false,odayh101,harrp901,(none),(none),"""Pitt. Post""","""Cliff Blau""","""Cliff Blau""",2001/07/14 8:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,6300,barnj102,jacoe101,,
BSN191707170,"""version 7RS(19) of 07/07/92""",PIT,BSN,1917/07/17,BOS08,0,0:00PM,day,false,odayh101,harrp901,(none),(none),"""Pitt. Post""","""Cliff Blau""","""Cliff Blau""",2001/07/15 4:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,2000,nehfa101,mamaa101,,
BSN191707181,"""version 7RS(19) of 07/07/92""",PIT,BSN,1917/07/18,BOS08,1,0:00PM,day,false,harrp901,odayh101,(none),(none),"""Pitt. Post""","""Cliff Blau""","""Cliff Blau""",2001/07/15 8:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,149,0,steeb103,tylel101,,
BSN191707182,"""version 7RS(19) of 07/07/92""",PIT,BSN,1917/07/18,BOS08,2,0:00PM,day,false,odayh101,harrp901,(none),(none),"""Pitt. Post""","""Cliff Blau""","""Cliff Blau""",2001/07/16 8:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,134,5300,carlh101,rudod101,,
BSN191707190,"""version 7RS(19) of 07/07/92""",PIT,BSN,1917/07/19,BOS08,0,0:00PM,day,false,odayh101,harrp901,(none),(none),"""Pitt. Post""","""Cliff Blau""","""Cliff Blau""",2001/07/17 8:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,2500,coopw101,barnj102,,
BSN191707200,"""version 7RS(19) of 07/07/92""",CHN,BSN,1917/07/20,BOS08,0,0:00PM,day,false,klemb901,brank101,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2016/01/13 9:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,2000,nehfa101,vaugh101,,
BSN191707210,"""version 7RS(19) of 07/07/92""",CHN,BSN,1917/07/21,BOS08,0,0:00PM,day,false,klemb901,brank101,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2016/01/13 9:52PM,park,none,0,unknown,-1,unknown,unknown,unknown,90,8000,barnj102,demaa101,,
BSN191707230,"""version 7RS(19) of 07/07/92""",CHN,BSN,1917/07/23,BOS08,0,0:00PM,day,false,klemb901,brank101,(none),(none),"""277,71,163""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2017/01/22 1:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,151,3000,nehfa101,cartp101,,
BSN191707240,"""version 7RS(19) of 07/07/92""",CHN,BSN,1917/07/24,BOS08,0,0:00PM,day,false,klemb901,brank101,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2016/01/14 10:15AM,park,none,0,unknown,-1,unknown,unknown,unknown,110,2500,hendc101,tylel101,,
BSN191708130,"""version 7RS(19) of 07/07/92""",PHI,BSN,1917/08/13,BOS08,0,0:00PM,day,false,byrol901,quige901,(none),(none),TSN Box,,,,unknown,none,0,unknown,-1,unknown,unknown,unknown,113,3000,bendc101,barnj102,,
BSN191708140,"""version 7RS(19) of 07/07/92""",PHI,BSN,1917/08/14,BOS08,0,0:00PM,day,false,quige901,byrol901,(none),(none),"""270""","""Howard Johnson""","""Howard Johnson""",2016/07/28 12:09AM,park,none,0,unknown,-1,unknown,unknown,unknown,102,2000,ragap101,rixee101,,
BSN191708150,"""version 7RS(19) of 07/07/92""",PHI,BSN,1917/08/15,BOS08,0,0:00PM,day,false,byrol901,quige901,(none),(none),"""270""","""Howard Johnson""","""Howard Johnson""",2016/07/28 5:45PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,3000,hught107,alexg102,,
BSN191708160,"""version 7RS(19) of 07/07/92""",CHN,BSN,1917/08/16,BOS08,0,0:00PM,day,false,odayh101,harrp901,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2016/02/23 12:00PM,park,none,0,unknown,-1,unknown,unknown,unknown,100,3100,vaugh101,nehfa101,,
BSN191708181,"""version 7RS(19) of 07/07/92""",CHN,BSN,1917/08/18,BOS08,1,0:00PM,day,false,harrp901,odayh101,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2016/02/25 11:23PM,park,none,0,unknown,-1,wet,unknown,overcast,114,0,cartp101,barnj102,dougp101,
BSN191708182,"""version 7RS(19) of 07/07/92""",CHN,BSN,1917/08/18,BOS08,2,0:00PM,day,false,odayh101,harrp901,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2016/02/26 1:38PM,park,none,0,unknown,-1,unknown,unknown,unknown,103,10000,tylel101,hendc101,,
BSN191708200,"""version 7RS(19) of 07/07/92""",SLN,BSN,1917/08/20,BOS08,0,0:00PM,day,false,riglc901,brank101,(none),(none),"""71,102,163,208,574""","""Jim Herdman""","""Jim Herdman""",2023/10/15 11:58AM,park,none,0,unknown,-1,dry,none,sunny,156,3800,doakb101,allef101,,
BSN191708210,"""version 7RS(19) of 07/07/92""",SLN,BSN,1917/08/21,BOS08,0,0:00PM,day,false,riglc901,brank101,(none),(none),"""71,163,208,410""","""Jim Herdman""","""Jim Herdman""",2023/10/14 9:20AM,park,none,0,unknown,-1,wet,rain,overcast,78,2200,goodm102,hught107,,
BSN191708220,"""version 7RS(19) of 07/07/92""",SLN,BSN,1917/08/22,BOS08,0,0:00PM,day,false,riglc901,brank101,(none),(none),"""102,163,208,269,574""","""Wayne Townsend""","""Wayne Townsend""",2023/10/11 12:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,2000,nehfa101,doakb101,,
BSN191708230,"""version 7RS(19) of 07/07/92""",PIT,BSN,1917/08/23,BOS08,0,0:00PM,day,false,byrol901,quige901,(none),(none),"""Pitt. Post""","""Cliff Blau""","""Cliff Blau""",2001/08/14 8:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,1500,tylel101,grimb101,,
BSN191708240,"""version 7RS(19) of 07/07/92""",PIT,BSN,1917/08/24,BOS08,0,0:00PM,day,false,quige901,byrol901,(none),(none),"""Pitt. Post""","""Cliff Blau""","""Cliff Blau""",2001/08/16 7:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,2000,millf102,barnj102,,
BSN191708250,"""version 7RS(19) of 07/07/92""",PIT,BSN,1917/08/25,BOS08,0,0:00PM,day,false,byrol901,quige901,(none),(none),"""Pitt. Post""","""Cliff Blau""","""Cliff Blau""",2001/08/17 3:45PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,4200,ragap101,steeb103,,
BSN191708270,"""version 7RS(19) of 07/07/92""",CIN,BSN,1917/08/27,BOS08,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""71,163,240,572,574""","""Rob Wood""","""Rob Wood""",2023/10/11 2:48PM,park,none,0,unknown,-1,unknown,unknown,unknown,118,3100,regam101,tylel101,,
BSN191708280,"""version 7RS(19) of 07/07/92""",CIN,BSN,1917/08/28,BOS08,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""71,163,240,572,574""","""Rob Wood""","""Rob Wood""",2023/10/12 10:44AM,park,none,0,unknown,-1,unknown,unknown,unknown,105,3000,schnp101,barnj102,,
BSN191708290,"""version 7RS(19) of 07/07/92""",CIN,BSN,1917/08/29,BOS08,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""71,163,240,572,574""","""Rob Wood""","""Rob Wood""",2023/10/13 9:36AM,park,none,0,unknown,-1,unknown,unknown,unknown,127,2800,elleh101,nehfa101,,
BSN191709051,"""version 7RS(19) of 07/07/92""",BRO,BSN,1917/09/05,BOS08,1,0:00PM,day,false,klemb901,emslb101,(none),(none),"""71,141""","""Rob Wood""","""Rob Wood""",2022/10/25 2:52PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,0,cadol101,walse101,,
BSN191709052,"""version 7RS(19) of 07/07/92""",BRO,BSN,1917/09/05,BOS08,2,0:00PM,day,false,klemb901,emslb101,(none),(none),"""141,189,591,606,99,96,71,163,574""","""David W. Smith""","""David W. Smith""",2023/10/16 7:05PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,2890,allef101,miljj101,,
BSN191709071,"""version 7RS(19) of 07/07/92""",BRO,BSN,1917/09/07,BOS08,1,0:00PM,day,false,klemb901,emslb101,(none),(none),"""71""","""Rob Wood""","""Rob Wood""",2022/10/24 9:42PM,park,none,0,unknown,-1,unknown,unknown,unknown,82,0,ragap101,smits102,,
BSN191709072,"""version 7RS(19) of 07/07/92""",BRO,BSN,1917/09/07,BOS08,2,0:00PM,day,false,klemb901,emslb101,(none),(none),"""141,589,591,606,99,96,71,163,574""","""David W. Smith""","""David W. Smith""",2023/10/17 6:02PM,park,none,0,unknown,-1,unknown,unknown,unknown,90,2500,hught107,marqr102,,
BSN191709081,"""version 7RS(19) of 07/07/92""",PHI,BSN,1917/09/08,BOS08,1,0:00PM,day,false,riglc901,brank101,(none),(none),"""71,266""","""Rob Wood""","""Rob Wood""",2022/10/25 7:22PM,park,none,0,unknown,-1,unknown,unknown,unknown,128,0,barnj102,oescj101,,
BSN191709082,"""version 7RS(19) of 07/07/92""",PHI,BSN,1917/09/08,BOS08,2,0:00PM,day,false,riglc901,brank101,(none),(none),"""163,266,269""","""Wayne Townsend""","""Wayne Townsend""",2023/10/17 3:29PM,park,none,0,unknown,-1,unknown,unknown,unknown,113,4000,mayee101,nehfa101,,
BSN191709101,"""version 7RS(19) of 07/07/92""",PHI,BSN,1917/09/10,BOS08,1,0:00PM,day,false,riglc901,brank101,(none),(none),"""270""","""Howard Johnson""","""Howard Johnson""",2016/07/31 4:02PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,0,alexg102,tylel101,,
BSN191709102,"""version 7RS(19) of 07/07/92""",PHI,BSN,1917/09/10,BOS08,2,0:00PM,day,false,riglc901,brank101,(none),(none),"""74,163,266,269,574""","""Wayne Townsend,Cliff Blau""","""Wayne Townsend,Cliff Blau""",2023/10/18 5:00PM,park,none,0,unknown,-1,unknown,unknown,sunny,95,2200,ragap101,lavej101,,
BSN191709111,"""version 7RS(19) of 07/07/92""",PHI,BSN,1917/09/11,BOS08,1,0:00PM,day,false,riglc901,brank101,(none),(none),"""270""","""Howard Johnson""","""Howard Johnson""",2016/07/31 11:50PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,0,barnj102,rixee101,,
BSN191709112,"""version 7RS(19) of 07/07/92""",PHI,BSN,1917/09/11,BOS08,2,0:00PM,day,false,riglc901,brank101,(none),(none),"""74""","""Cliff Blau""","""Cliff Blau""",2019/06/09 8:31AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,106,2000,oescj101,allef101,,
BSN191709120,"""version 7RS(19) of 07/07/92""",PHI,BSN,1917/09/12,BOS08,0,0:00PM,day,false,riglc901,brank101,(none),(none),"""270""","""Howard Johnson""","""Howard Johnson""",2016/08/02 5:17PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,1200,mayee101,hught107,,
BSN191709131,"""version 7RS(19) of 07/07/92""",NY1,BSN,1917/09/13,BOS08,1,0:00PM,day,false,riglc901,brank101,(none),(none),"""Even. Telegram""","""Cliff Blau""","""Cliff Blau""",2008/02/06 9:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,98,0,rudod101,bentr102,,
BSN191709132,"""version 7RS(19) of 07/07/92""",NY1,BSN,1917/09/13,BOS08,2,0:00PM,day,false,riglc901,brank101,(none),(none),"""73""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2008/02/07 12:56PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,114,5000,demaa101,nehfa101,,
BSN191709140,"""version 7RS(19) of 07/07/92""",NY1,BSN,1917/09/14,BOS08,0,0:00PM,day,false,riglc901,brank101,(none),(none),"""73,71,96,99,163,574,606""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2008/02/07 3:44PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,3000,perrp101,barnj102,,
BSN191709150,"""version 7RS(19) of 07/07/92""",NY1,BSN,1917/09/15,BOS08,0,0:00PM,day,false,riglc901,brank101,(none),(none),"""73,71,96,99,163,606""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2008/02/08 2:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,108,5000,salls101,ragap101,,
BRO191704110,"""version 7RS(19) of 07/07/92""",PHI,BRO,1917/04/11,NYC15,0,0:00PM,day,false,odayh101,brank101,(none),(none),"""74,141""","""Cliff Blau""","""Cliff Blau""",2019/05/28 4:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,5000,alexg102,dellw101,,
BRO191704140,"""version 7RS(19) of 07/07/92""",PHI,BRO,1917/04/14,NYC15,0,0:00PM,day,false,odayh101,brank101,(none),(none),"""141,591,606,99,96,266""","""David W. Smith""","""David W. Smith""",2023/07/23 8:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,130,7500,rixee101,smits102,,
BRO191704160,"""version 7RS(19) of 07/07/92""",NY1,BRO,1917/04/16,NYC15,0,0:00PM,day,false,byrol901,quige901,(none),(none),"""73,141,96,589""","""Cliff Blau/Smith/RWood""","""Cliff Blau/Smith/RWood""",2008/01/03 1:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,103,5000,schuf102,cadol101,,
BRO191704170,"""version 7RS(19) of 07/07/92""",NY1,BRO,1917/04/17,NYC15,0,0:00PM,day,false,quige901,byrol901,(none),(none),"""73,589""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2008/01/03 3:47PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,6000,perrp101,pfefj101,,
BRO191704180,"""version 7RS(19) of 07/07/92""",NY1,BRO,1917/04/18,NYC15,0,0:00PM,day,false,byrol901,quige901,(none),(none),"""73,589""","""Rob Wood""","""Rob Wood""",2023/07/25 9:25PM,park,none,0,unknown,-1,unknown,unknown,unknown,108,5000,coomj101,salls101,,
BRO191704190,"""version 7RS(19) of 07/07/92""",NY1,BRO,1917/04/19,NYC15,0,0:00PM,day,false,quige901,byrol901,(none),(none),"""73,589""","""Rob Wood""","""Rob Wood""",2023/07/26 8:22AM,park,none,0,unknown,-1,unknown,unknown,unknown,123,4000,bentr102,smits102,,
BRO191704250,"""version 7RS(19) of 07/07/92""",BSN,BRO,1917/04/25,NYC15,0,0:00PM,day,false,quige901,harrp901,(none),(none),"""589""","""Rob Wood""","""Rob Wood""",2023/07/27 1:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,177,3500,,,,
BRO191704280,"""version 7RS(19) of 07/07/92""",BSN,BRO,1917/04/28,NYC15,0,0:00PM,day,false,byrol901,quige901,(none),(none),"""71,163,274,141,591,99,96""","""David W. Smith""","""David W. Smith""",2023/08/01 10:42AM,park,none,0,unknown,-1,unknown,unknown,unknown,110,8500,tylel101,pfefj101,,
BRO191705090,"""version 7RS(19) of 07/07/92""",CHN,BRO,1917/05/09,NYC15,0,0:00PM,day,false,byrol901,quige901,(none),(none),"""277,589""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2017/01/18 1:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,99,2000,aldrv101,coomj101,,
BRO191705100,"""version 7RS(19) of 07/07/92""",CHN,BRO,1917/05/10,NYC15,0,0:00PM,day,false,quige901,byrol901,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2015/12/17 4:40PM,park,none,0,unknown,-1,unknown,unknown,cloudy,121,2000,vaugh101,chenl101,,
BRO191705110,"""version 7RS(19) of 07/07/92""",CHN,BRO,1917/05/11,NYC15,0,0:00PM,day,false,byrol901,quige901,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2015/12/17 11:21PM,park,none,0,unknown,-1,unknown,unknown,unknown,128,1000,aldrv101,marqr102,,
BRO191705120,"""version 7RS(19) of 07/07/92""",CHN,BRO,1917/05/12,NYC15,0,0:00PM,day,false,quige901,byrol901,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2015/12/21 10:03PM,park,none,0,unknown,-1,unknown,unknown,unknown,98,2500,seatt102,pfefj101,,
