game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,scorer,translator,inputter,inputtime,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype
PIT191604200,"""version 7RS(19) of 07/07/92""",SLN,PIT,1916/04/20,PIT06,0,0:00PM,day,false,"""137""","""David W. Smith""","""David W. Smith""",1999/06/02 10:38PM,quige901,byrol901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,144,20000,meadl101,mamaa101,salls101,,
PIT191604210,"""version 7RS(19) of 07/07/92""",SLN,PIT,1916/04/21,PIT06,0,0:00PM,day,false,"""137""","""Greg Beston""","""Greg Beston""",2005/05/31 6:17PM,byrol901,quige901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,106,2500,harmb101,steeb103,,,
PIT191604280,"""version 7RS(19) of 07/07/92""",CIN,PIT,1916/04/28,PIT06,0,0:00PM,day,false,"""137""","""Greg Beston""","""Greg Beston""",2005/07/19 6:47PM,odayh101,harrp901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,96,2000,harmb101,schnp101,,,
PIT191604290,"""version 7RS(19) of 07/07/92""",CIN,PIT,1916/04/29,PIT06,0,0:00PM,day,false,"""137""","""Greg Beston""","""Greg Beston""",2005/07/19 7:39PM,odayh101,harrp901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,104,10000,mamaa101,tonef101,millf102,,
PIT191605040,"""version 7RS(19) of 07/07/92""",CHN,PIT,1916/05/04,PIT06,0,0:00PM,day,false,"""137""","""Greg Beston""","""Greg Beston""",2005/07/25 10:07PM,odayh101,harrp901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,106,4000,coopw101,lavej101,,,
PIT191605050,"""version 7RS(19) of 07/07/92""",CHN,PIT,1916/05/05,PIT06,0,0:00PM,day,false,"""137""","""Greg Beston""","""Greg Beston""",2005/07/26 9:42PM,odayh101,harrp901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,175,4000,seatt102,kante101,,,
PIT191605060,"""version 7RS(19) of 07/07/92""",CHN,PIT,1916/05/06,PIT06,0,0:00PM,day,false,"""137""","""Greg Beston""","""Greg Beston""",2005/07/27 5:47PM,odayh101,harrp901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,91,8000,vaugh101,adamb104,,,
PIT191605090,"""version 7RS(19) of 07/07/92""",NY1,PIT,1916/05/09,PIT06,0,0:00PM,day,false,"""137,80""","""Beston/Cliff BLau""","""Beston/Cliff Blau""",2005/08/02 7:19PM,riglc901,harrp901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,154,4000,tesrj101,harmb101,mathc102,,
PIT191605100,"""version 7RS(19) of 07/07/92""",NY1,PIT,1916/05/10,PIT06,0,0:00PM,day,false,"""137""","""Greg Beston""","""Greg Beston""",2005/08/03 9:42PM,klemb901,emslb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,101,2000,andef101,adamb104,,,
PIT191605110,"""version 7RS(19) of 07/07/92""",NY1,PIT,1916/05/11,PIT06,0,0:00PM,day,false,"""137""","""Greg Beston""","""Greg Beston""",2005/08/09 5:23PM,klemb901,emslb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,100,2000,perrp101,kante101,stros102,,
PIT191605120,"""version 7RS(19) of 07/07/92""",NY1,PIT,1916/05/12,PIT06,0,0:00PM,day,false,"""137""","""Greg Beston""","""Greg Beston""",2005/08/09 6:24PM,klemb901,emslb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,124,2000,schar101,mamaa101,,,
