game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
BOS191604120,BOS,PHA,0,0
BOS191604130,BOS,PHA,3,0
BOS191604150,BOS,PHA,0,1
BOS191604170,BOS,WS1,1,0
BOS191604180,BOS,WS1,0,1
BOS191604191,BOS,WS1,1,1
BOS191604192,BOS,WS1,0,0
BOS191605040,BOS,NYA,0,0
BOS191605050,BOS,NYA,3,0
BOS191605060,BOS,NYA,0,0
BOS191605080,BOS,NYA,0,1
BOS191605090,BOS,CLE,0,0
BOS191605100,BOS,CLE,1,2
BOS191605110,BOS,CLE,0,1
BOS191605120,BOS,CLE,0,1
BOS191605130,BOS,CHA,0,0
BOS191605180,BOS,SLA,0,1
BOS191605190,BOS,SLA,0,0
BOS191605200,BOS,SLA,0,0
BOS191605220,BOS,DET,0,0
BOS191605240,BOS,DET,0,0
BOS191605250,BOS,DET,0,1
BOS191605301,BOS,WS1,0,0
BOS191605302,BOS,WS1,1,0
BOS191605310,BOS,WS1,1,0
BOS191606010,BOS,WS1,0,0
BOS191606200,BOS,NYA,0,1
BOS191606210,BOS,NYA,1,0
BOS191606220,BOS,NYA,0,0
BOS191606230,BOS,PHA,0,0
BOS191606241,BOS,PHA,0,0
BOS191606242,BOS,PHA,1,0
BOS191606260,BOS,PHA,0,2
BOS191606270,BOS,PHA,1,2
BOS191607060,BOS,CLE,1,2
BOS191607070,BOS,CLE,0,1
BOS191607080,BOS,CLE,0,2
BOS191607101,BOS,CHA,0,0
BOS191607102,BOS,CHA,0,0
BOS191607111,BOS,CHA,1,0
BOS191607112,BOS,CHA,0,0
BOS191607121,BOS,CHA,1,0
BOS191607122,BOS,CHA,1,0
BOS191607140,BOS,SLA,0,0
BOS191607151,BOS,SLA,0,2
BOS191607152,BOS,SLA,0,1
BOS191607170,BOS,SLA,3,0
BOS191607180,BOS,SLA,1,2
BOS191607191,BOS,DET,0,0
BOS191607192,BOS,DET,1,0
BOS191607200,BOS,DET,0,0
BOS191607221,BOS,DET,1,2
BOS191607222,BOS,DET,0,0
BOS191608120,BOS,WS1,0,0
BOS191608140,BOS,WS1,0,0
BOS191608150,BOS,WS1,0,0
BOS191608161,BOS,CHA,0,0
BOS191608162,BOS,CHA,0,0
BOS191608170,BOS,CHA,0,3
BOS191608180,BOS,CHA,0,6
BOS191608190,BOS,CLE,0,0
BOS191608210,BOS,CLE,0,0
BOS191608220,BOS,CLE,1,0
BOS191608230,BOS,CLE,0,2
BOS191608240,BOS,DET,0,0
BOS191608250,BOS,DET,0,0
BOS191608260,BOS,DET,0,0
BOS191608291,BOS,SLA,0,2
BOS191608292,BOS,SLA,0,2
BOS191608300,BOS,SLA,0,0
BOS191608310,BOS,SLA,0,0
BOS191609270,BOS,NYA,1,0
BOS191609280,BOS,NYA,1,0
BOS191609290,BOS,NYA,0,0
BOS191609300,BOS,NYA,0,0
BOS191610020,BOS,PHA,2,0
BOS191610031,BOS,PHA,0,0
BRO191604120,BRO,BSN,0,0
