game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,away_pitcher,wp,lp,winner
ATL198904070,ATL,LAN,0,0,,N,glavt001,valef001,ATL
ATL198904090,ATL,LAN,0,0,,D,penaa001,eichm001,LAN
ATL198904180,ATL,HOU,0,1,,N,boevj001,smitd001,ATL
ATL198904190,ATL,HOU,0,0,,N,alvaj001,clanj001,ATL
ATL198904200,ATL,HOU,2,0,,N,darwd001,assep001,HOU
ATL198904210,ATL,SDN,0,0,,D,hursb001,boevj001,SDN
ATL198904220,ATL,SDN,0,0,,N,smolj001,white001,ATL
ATL198904230,ATL,SDN,3,1,,D,glavt001,rasmd001,ATL
ATL198904240,ATL,SDN,0,0,,N,terrw001,lilld001,SDN
ATL198905010,ATL,NYN,0,0,,N,goodd001,smitz001,NYN
ATL198905020,ATL,NYN,0,2,,N,ojedb001,smitp001,NYN
ATL198905030,ATL,PHI,0,1,,N,smolj001,carmd001,ATL
ATL198905040,ATL,PHI,1,0,,N,glavt001,maddm002,ATL
ATL198905050,ATL,MON,2,0,,N,lilld001,smitb001,ATL
ATL198905060,ATL,MON,2,1,,N,smitz001,perep001,ATL
ATL198905070,ATL,MON,0,0,,D,smitp001,johnr005,ATL
ATL198905190,ATL,SLN,2,0,,N,boevj001,quisd001,ATL
ATL198905200,ATL,SLN,0,0,,N,daylk001,boevj001,SLN
ATL198905210,ATL,SLN,0,0,,D,dipif001,alvaj001,SLN
ATL198905230,ATL,PIT,1,0,,N,smilj001,smitz001,PIT
ATL198905240,ATL,PIT,0,0,,N,landb001,ackej001,PIT
ATL198905250,ATL,PIT,0,0,,N,drabd001,smitp001,PIT
ATL198905290,ATL,CHN,0,0,,N,lilld001,sands001,ATL
ATL198905300,ATL,CHN,0,0,,N,maddg002,smitp001,CHN
ATL198905310,ATL,CHN,0,1,,N,smolj001,kilgp001,ATL
ATL198906020,ATL,SFN,1,1,,N,reusr001,glavt001,SFN
ATL198906030,ATL,SFN,0,0,,D,hamma001,smitz001,SFN
ATL198906040,ATL,SFN,1,0,,D,lilld001,krukm001,ATL
ATL198906051,ATL,LAN,0,2,,N,martr002,smitp001,LAN
ATL198906052,ATL,LAN,0,0,,N,leart001,smolj001,LAN
ATL198906060,ATL,LAN,1,0,,N,glavt001,morgm001,ATL
ATL198906070,ATL,LAN,0,1,,N,valef001,smitz001,LAN
ATL198906211,ATL,CIN,0,0,,N,eichm001,franj001,ATL
ATL198906212,ATL,CIN,1,0,,N,smolj001,mahlr001,ATL
ATL198906220,ATL,CIN,0,0,,N,scuds001,glavt001,CIN
ATL198906230,ATL,HOU,1,0,,N,darwd001,assep001,HOU
ATL198906240,ATL,HOU,0,1,,N,scotm001,alvaj001,HOU
ATL198906250,ATL,HOU,1,2,,D,schad001,ackej001,HOU
ATL198907030,ATL,MON,0,0,,N,langm001,glavt001,MON
ATL198907040,ATL,MON,5,2,,N,clarm001,grosk001,ATL
ATL198907050,ATL,MON,2,0,,N,martd001,eichm001,MON
ATL198907060,ATL,PHI,0,0,,N,ruffb001,smitp001,PHI
ATL198907070,ATL,PHI,0,0,,N,smolj001,cookd001,ATL
ATL198907080,ATL,PHI,0,0,,N,assep001,parrj001,ATL
ATL198907090,ATL,PHI,0,1,,D,parrj001,boevj001,PHI
ATL198907130,ATL,NYN,0,0,,N,darlr001,smitp001,NYN
ATL198907140,ATL,NYN,0,0,,N,boevj001,ferns001,ATL
ATL198907150,ATL,NYN,1,0,,N,aguir001,assep001,NYN
ATL198907160,ATL,NYN,0,0,,D,clarm001,ojedb001,ATL
ATL198907240,ATL,SFN,0,0,,N,reusr001,smolj001,SFN
ATL198907250,ATL,SFN,0,1,,N,lacom001,lilld001,SFN
ATL198907260,ATL,SFN,0,0,,N,boevj001,bedrs001,ATL
ATL198907270,ATL,SFN,0,1,,N,glavt001,hamma001,ATL
ATL198907280,ATL,CIN,1,0,,N,charn001,valds001,CIN
ATL198907290,ATL,CIN,0,0,,N,browt001,smolj001,CIN
ATL198907300,ATL,CIN,1,1,,D,lilld001,mahlr001,ATL
ATL198908010,ATL,SDN,1,0,,N,granm001,ackej001,SDN
ATL198908020,ATL,SDN,0,0,,N,hursb001,eichm001,SDN
ATL198908030,ATL,SDN,1,1,,N,schud001,smolj001,SDN
ATL198908180,ATL,PIT,4,4,,N,glavt001,walkb001,ATL
ATL198908190,ATL,PIT,1,0,,N,smolj001,drabd001,ATL
ATL198908200,ATL,PIT,0,0,,D,reedr002,smitp001,PIT
ATL198908220,ATL,SLN,0,1,,N,powet001,lilld001,SLN
ATL198908230,ATL,SLN,0,0,,N,clarm001,hortr001,ATL
ATL198908240,ATL,SLN,0,0,,N,magrj001,glavt001,SLN
ATL198909010,ATL,CHN,3,0,,N,lilld001,wilss001,ATL
ATL198909020,ATL,CHN,1,7,,N,maddg002,clarm001,CHN
ATL198909030,ATL,CHN,3,1,,D,smitp001,bielm001,ATL
ATL198909040,ATL,SDN,1,0,,D,clemp001,boevj001,SDN
ATL198909050,ATL,SDN,0,0,,N,granm001,boevj001,SDN
ATL198909060,ATL,SFN,0,2,,N,garrs001,lilld001,SFN
ATL198909070,ATL,SFN,0,0,,N,bedrs001,stanm003,SFN
ATL198909190,ATL,HOU,0,0,,N,eaveg001,scotm001,ATL
ATL198909200,ATL,HOU,3,0,,N,andel001,boevj001,HOU
ATL198909210,ATL,HOU,0,0,,D,greet001,deshj001,ATL
ATL198909220,ATL,CIN,0,0,,N,robir001,lilld001,CIN
ATL198909230,ATL,CIN,2,3,,N,charn001,aldrj001,CIN
ATL198909240,ATL,CIN,0,0,,D,eaveg001,scuds001,ATL
ATL198910010,ATL,LAN,0,0,,D,herso001,aldrj001,LAN
BAL198904030,BAL,BOS,0,0,,D,holtb001,stanb001,BAL
BAL198904060,BAL,BOS,3,3,,N,bautj001,smitm002,BAL
BAL198904180,BAL,KCA,1,3,,N,gordt001,willm004,KCA
BAL198904190,BAL,KCA,0,0,,N,schmd001,leibc001,BAL
BAL198904200,BAL,KCA,1,0,,N,ballj002,sabeb001,BAL
BAL198904210,BAL,MIN,1,0,,N,andea001,bautj001,MIN
BAL198904220,BAL,MIN,0,0,,N,olsog001,tolif001,BAL
BAL198904230,BAL,MIN,0,0,,D,milab001,rawls001,BAL
BAL198905020,BAL,CAL,0,0,,N,olsog001,frasw001,BAL
BAL198905030,BAL,CAL,0,0,,N,montr002,milab001,CAL
BAL198905061,BAL,SEA,0,0,,D,langm001,schmd001,SEA
BAL198905062,BAL,SEA,1,0,,N,banks001,ballj002,SEA
BAL198905070,BAL,SEA,2,0,,D,swifb001,bautj001,SEA
BAL198905080,BAL,OAK,0,2,,N,moorm001,milab001,OAK
BAL198905110,BAL,OAK,0,1,,D,ballj002,stewd001,BAL
BAL198905120,BAL,CHA,5,2,,N,thurm001,mccam001,BAL
BAL198905130,BAL,CHA,0,2,,N,kinge001,milab001,CHA
BAL198905140,BAL,CHA,0,0,,D,roses001,willm004,CHA
BAL198905180,BAL,CLE,0,1,,N,willm004,athek001,BAL
BAL198905190,BAL,CLE,1,0,,N,candt001,bautj001,CLE
BAL198905200,BAL,CLE,0,0,,N,ballj002,farrj001,BAL
BAL198905210,BAL,CLE,0,0,,D,yettr001,holtb001,CLE
BAL198905290,BAL,TEX,0,0,,N,holtb001,ryann001,BAL
BAL198905300,BAL,TEX,0,0,,N,willm004,moyej001,BAL
BAL198905310,BAL,TEX,0,0,,N,willm004,wittb001,BAL
BAL198906080,BAL,MIL,2,1,,N,knudm001,milab001,MIL
BAL198906090,BAL,MIL,3,0,,N,willm004,clutb001,BAL
BAL198906100,BAL,MIL,0,2,,N,augud001,ballj002,MIL
BAL198906110,BAL,MIL,0,1,,D,crimc001,hickk001,MIL
BAL198906130,BAL,NYA,1,0,,N,schmd001,lapod001,BAL
BAL198906140,BAL,NYA,0,0,,N,guetl001,hickk001,NYA
