game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,innings,tiebreaker,umphome,ump1b,ump2b,ump3b,umplf,umprf,inputtime,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,htbf
OAK202007240,ANA,OAK,OAK01,2020/07/24,0,7:10PM,night,true,9,2,knigb901,muchm901,woodt901,hamaa901,(none),(none),2020/07/25 09:04:28,unknown,pitches,thomc701,63,unknown,13,unknown,none,cloudy,226,0,smitb005,roblh001,,
OAK202007250,ANA,OAK,OAK01,2020/07/25,0,1:10PM,day,true,9,2,muchm901,woodt901,hamaa901,knigb901,(none),(none),2020/07/26 11:19:07,unknown,pitches,ducam701,75,torf,12,unknown,none,sunny,147,0,bundd001,manas001,roblh001,
OAK202007260,ANA,OAK,OAK01,2020/07/26,0,1:10PM,day,true,9,2,hudsm901,hamaa901,knigb901,muchm901,(none),(none),2020/07/27 07:39:25,unknown,pitches,thomc701,73,torf,7,unknown,none,cloudy,182,0,petiy001,ohtas001,hendl001,
OAK202007270,ANA,OAK,OAK01,2020/07/27,0,12:40PM,day,true,9,2,hamaa901,knigb901,muchm901,hudsm901,(none),(none),2020/07/28 06:47:58,unknown,pitches,ducam701,68,unknown,10,unknown,none,sunny,179,0,smitb005,canng001,sorij001,
OAK202007280,COL,OAK,OAK01,2020/07/28,0,6:40PM,night,true,9,2,libkj901,reynj901,wolfj901,barrl901,(none),(none),2020/07/29 10:15:07,unknown,pitches,younj701,67,unknown,9,unknown,none,sunny,178,0,senza001,mengd001,,
OAK202007290,COL,OAK,OAK01,2020/07/29,0,12:40PM,day,true,9,2,reynj901,wolfj901,barrl901,libkj901,(none),(none),2020/07/30 09:21:10,unknown,pitches,thomc701,70,ltor,9,unknown,none,cloudy,175,0,marqg001,montf001,,
OAK202008040,TEX,OAK,OAK01,2020/08/04,0,6:10PM,night,true,9,2,drakr901,millb901,mosce901,eddid901,(none),(none),2020/08/05 07:16:47,unknown,pitches,ducam701,63,ltor,12,unknown,none,cloudy,172,0,hendl001,volqe001,,
OAK202008050,TEX,OAK,OAK01,2020/08/05,0,6:10PM,night,true,9,2,millb901,mosce901,eddid901,drakr901,(none),(none),2020/08/06 07:05:45,unknown,pitches,ducam701,63,unknown,5,unknown,none,cloudy,175,0,mcfat001,gibai001,sorij001,
OAK202008060,TEX,OAK,OAK01,2020/08/06,0,12:40PM,day,true,9,2,mosce901,eddid901,drakr901,millb901,(none),(none),2020/08/07 14:36:04,unknown,pitches,feldd701,70,torf,11,unknown,none,sunny,159,0,fierm001,minom001,hendl001,
OAK202008070,HOU,OAK,OAK01,2020/08/07,0,6:10PM,night,true,9,2,johna901,wolcq901,mahrn901,barrt901,(none),(none),2020/08/08 09:22:19,unknown,pitches,thomc701,70,unknown,13,unknown,none,sunny,253,0,wendj001,sneec001,,
OAK202008080,HOU,OAK,OAK01,2020/08/08,0,1:10PM,day,true,9,2,wolcq901,mahrn901,barrt901,johna901,(none),(none),2020/08/09 06:37:42,unknown,pitches,ducam701,75,unknown,4,unknown,none,cloudy,144,0,montf001,valdf001,hendl001,
OAK202008090,HOU,OAK,OAK01,2020/08/09,0,1:10PM,day,true,9,2,mahrn901,barrt901,johna901,wolcq901,(none),(none),2020/08/10 09:03:01,unknown,pitches,ducam701,79,ltor,12,unknown,none,sunny,178,0,luzaj001,javic001,smitb005,
OAK202008190,ARI,OAK,OAK01,2020/08/19,0,6:40PM,night,true,9,2,moorm901,hudsm901,knigb901,muchm901,(none),(none),2020/08/20 06:23:54,unknown,pitches,thomc701,79,unknown,14,unknown,none,sunny,177,0,luzaj001,kellm002,hendl001,
OAK202008200,ARI,OAK,OAK01,2020/08/20,0,6:40PM,night,true,9,2,hudsm901,knigb901,muchm901,moorm901,(none),(none),2020/08/21 06:50:51,unknown,pitches,feldd701,73,unknown,12,unknown,none,cloudy,169,0,manas001,youna002,,
OAK202008210,ANA,OAK,OAK01,2020/08/21,0,6:40PM,night,true,9,2,morag901,libkj901,reynj901,barrl901,(none),(none),2020/08/22 08:53:58,unknown,pitches,thomc701,77,ltor,14,unknown,none,sunny,187,0,fierm001,heana001,hendl001,
OAK202008220,ANA,OAK,OAK01,2020/08/22,0,1:10PM,day,true,9,2,libkj901,reynj901,barrl901,morag901,(none),(none),2020/08/23 06:33:22,unknown,pitches,ducam701,80,ltor,10,unknown,none,sunny,186,0,andrm001,bassc001,buttt001,
OAK202008230,ANA,OAK,OAK01,2020/08/23,0,1:10PM,day,true,9,2,reynj901,barrl901,morag901,libkj901,(none),(none),2020/08/24 09:06:34,unknown,pitches,thomc701,70,ltor,12,unknown,none,cloudy,220,0,hendl001,buttt001,,
OAK202009040,SDN,OAK,OAK01,2020/09/04,0,6:40PM,night,true,9,2,rippm901,wolcq901,mahrn901,barrt901,(none),(none),2020/09/05 07:54:12,unknown,pitches,thomc701,72,ltor,9,unknown,none,sunny,161,0,daviz001,luzaj001,,
OAK202009050,SDN,OAK,OAK01,2020/09/05,0,1:07PM,day,true,9,2,wolcq901,mahrn901,johna901,rippm901,(none),(none),2020/09/06 08:20:51,unknown,pitches,feldd701,81,ltor,8,unknown,none,sunny,180,0,manas001,paddc001,,
OAK202009060,SDN,OAK,OAK01,2020/09/06,0,1:10PM,day,true,9,2,mahrn901,johna901,barrt901,wolcq901,(none),(none),2020/09/07 07:04:24,unknown,pitches,thomc701,94,ltor,7,unknown,none,sunny,184,0,richg002,fierm001,roset001,
OAK202009070,HOU,OAK,OAK01,2020/09/07,0,6:10PM,night,true,9,2,johna901,barrt901,rippm901,wolcq901,(none),(none),2020/09/08 05:47:25,unknown,pitches,younj701,86,tocf,12,unknown,none,sunny,175,0,bassc001,javic001,,
OAK202009081,HOU,OAK,OAK01,2020/09/08,1,3:10PM,day,true,7,2,barrt901,wolcq901,mahrn901,willl901,(none),(none),2020/09/09 07:25:32,unknown,pitches,blour701,82,unknown,8,unknown,none,cloudy,143,0,montf001,greiz001,hendl001,true
OAK202009082,HOU,OAK,OAK01,2020/09/08,2,6:20PM,night,true,7,2,rippm901,mahrn901,willl901,barrt901,(none),(none),2020/09/09 07:25:32,unknown,pitches,ducam701,73,unknown,6,unknown,none,cloudy,172,0,paree003,wendj001,presr001,
OAK202009090,HOU,OAK,OAK01,2020/09/09,0,6:10PM,night,true,9,2,mahrn901,wolcq901,barrt901,rippm901,(none),(none),2020/09/10 06:39:25,unknown,pitches,younj701,60,fromlf,6,unknown,none,cloudy,173,0,hendl001,presr001,,
OAK202009100,HOU,OAK,OAK01,2020/09/10,0,12:40PM,day,true,9,2,wolcq901,johna901,barrt901,rippm901,(none),(none),2020/09/11 06:52:55,unknown,pitches,feldd701,66,torf,2,unknown,none,overcast,138,0,manas001,urquj001,hendl001,
OAK202009180,SFN,OAK,OAK01,2020/09/18,0,6:40PM,night,true,9,2,marqa901,morag901,guccc901,blasc901,(none),(none),2020/09/19 09:12:13,unknown,pitches,feldd701,70,torf,14,unknown,none,cloudy,173,0,bassc001,webbl001,,
OAK202009190,SFN,OAK,OAK01,2020/09/19,0,1:10PM,day,true,9,2,morag901,guccc901,blasc901,marqa901,(none),(none),2020/09/20 08:51:11,unknown,pitches,thomc701,72,torf,7,unknown,none,sunny,154,0,luzaj001,gausk001,,
OAK202009200,SFN,OAK,OAK01,2020/09/20,0,1:10PM,day,true,9,2,guccc901,blasc901,marqa901,morag901,(none),(none),2020/09/21 06:14:17,unknown,pitches,thomc701,82,unknown,3,unknown,none,sunny,201,0,andet002,minom001,,
OAK202009250,SEA,OAK,OAK01,2020/09/25,0,6:40PM,night,true,9,2,barrt901,rippm901,wolcq901,johna901,(none),(none),2020/09/26 08:40:58,unknown,pitches,younj701,70,torf,7,unknown,none,cloudy,188,0,diekj001,gerbj001,,
OAK202009261,SEA,OAK,OAK01,2020/09/26,1,1:10PM,day,true,7,2,rippm901,willl901,johna901,barrt901,(none),(none),2020/09/27 07:39:23,unknown,pitches,younj701,79,torf,10,unknown,none,sunny,159,0,gravk001,hendl001,,
OAK202009262,SEA,OAK,OAK01,2020/09/26,2,4:35PM,day,true,7,2,wolcq901,johna901,barrt901,willl901,(none),(none),2020/09/27 07:39:23,unknown,pitches,padud701,81,torf,14,unknown,none,cloudy,135,0,dunnj002,blacp001,,true
OAK202009270,SEA,OAK,OAK01,2020/09/27,0,12:10PM,day,true,9,2,johna901,barrt901,rippm901,wolcq901,(none),(none),2020/09/28 06:57:33,unknown,pitches,younj701,81,fromcf,5,unknown,none,sunny,186,0,petiy001,hiray001,,
COL202007310,SDN,COL,DEN02,2020/07/31,0,6:10PM,night,true,9,2,hudsm901,knigb901,hamaa901,woodt901,(none),(none),2020/08/01 07:52:46,unknown,pitches,einsd701,87,fromcf,7,unknown,none,cloudy,217,0,stamc001,daviw001,pomed001,
COL202008010,SDN,COL,DEN02,2020/08/01,0,6:10PM,night,true,9,2,knigb901,hamaa901,woodt901,hudsm901,(none),(none),2020/08/02 06:00:15,unknown,pitches,magrj701,81,rtol,11,unknown,none,cloudy,170,0,freek001,luccj001,,
COL202008020,SDN,COL,DEN02,2020/08/02,0,1:10PM,day,true,9,2,hamaa901,woodt901,hudsm901,knigb901,(none),(none),2020/08/03 08:21:29,unknown,pitches,einsd701,77,tocf,4,unknown,none,cloudy,172,0,senza001,daviz001,diazj006,
COL202008030,SFN,COL,DEN02,2020/08/03,0,6:40PM,night,true,9,2,reynj901,barrl901,hamaa901,libkj901,(none),(none),2020/08/04 06:39:37,unknown,pitches,smytd701,83,tocf,4,unknown,none,cloudy,168,0,hoffj003,peraw002,diazj006,
COL202008040,SFN,COL,DEN02,2020/08/04,0,6:40PM,night,true,9,2,barrl901,hamaa901,libkj901,reynj901,(none),(none),2020/08/05 07:16:47,unknown,pitches,magrj701,85,fromcf,7,unknown,none,cloudy,156,0,marqg001,gausk001,almoy001,
COL202008050,SFN,COL,DEN02,2020/08/05,0,6:40PM,night,true,9,2,hamaa901,libkj901,reynj901,barrl901,(none),(none),2020/08/06 07:05:45,unknown,pitches,magrj701,81,fromcf,9,unknown,none,cloudy,168,0,webbl001,grayj003,gottt001,
COL202008060,SFN,COL,DEN02,2020/08/06,0,1:10PM,day,true,9,2,libkj901,reynj901,barrl901,hamaa901,(none),(none),2020/08/07 14:36:04,unknown,pitches,einsd701,86,fromcf,21,unknown,none,cloudy,186,0,almoy001,garcr006,diazj006,
COL202008100,ARI,COL,DEN02,2020/08/10,0,6:40PM,night,true,9,2,morag901,marqa901,guccc901,blasc901,(none),(none),2020/08/11 07:20:16,unknown,pitches,einsd701,87,fromcf,6,unknown,none,cloudy,223,0,youna002,grayj003,brada001,
COL202008110,ARI,COL,DEN02,2020/08/11,0,6:40PM,night,true,9,2,marqa901,guccc901,blasc901,morag901,(none),(none),2020/08/12 06:39:48,unknown,pitches,einsd701,91,fromcf,12,unknown,none,cloudy,196,0,estec001,ginkk001,bardd001,
COL202008120,ARI,COL,DEN02,2020/08/12,0,1:10PM,day,true,9,2,guccc901,blasc901,morag901,marqa901,(none),(none),2020/08/13 11:14:03,unknown,pitches,einsd701,84,fromcf,6,unknown,none,cloudy,236,0,chafa001,kinlt001,,
COL202008140,TEX,COL,DEN02,2020/08/14,0,6:40PM,night,true,9,2,eddid901,tomln901,mosce901,drakr901,(none),(none),2020/08/15 07:53:26,unknown,pitches,einsd701,88,fromrf,9,unknown,none,cloudy,153,0,lynnl001,bardd001,,
COL202008150,TEX,COL,DEN02,2020/08/15,0,6:10PM,night,true,9,2,tomln901,mosce901,drakr901,eddid901,(none),(none),2020/08/16 07:06:12,unknown,pitches,smytd701,90,fromcf,5,unknown,none,cloudy,202,0,gibsk002,marqg001,montr004,
COL202008160,TEX,COL,DEN02,2020/08/16,0,1:10PM,day,true,9,2,mosce901,drakr901,eddid901,tomln901,(none),(none),2020/08/17 07:32:54,unknown,pitches,einsd701,93,tolf,6,unknown,none,cloudy,180,0,grayj003,allak001,estec001,
COL202008190,HOU,COL,DEN02,2020/08/19,0,6:40PM,night,true,9,2,millb901,mosce901,drakr901,eddid901,(none),(none),2020/08/20 06:23:54,unknown,pitches,smytd701,90,fromlf,6,unknown,none,cloudy,189,0,valdf001,castr005,,
COL202008200,HOU,COL,DEN02,2020/08/20,0,1:10PM,day,true,9,2,mosce901,drakr901,eddid901,millb901,(none),(none),2020/08/21 06:50:51,unknown,pitches,einsd701,89,tolf,8,unknown,none,cloudy,211,0,paree003,marqg001,presr001,
COL202008280,SDN,COL,DEN02,2020/08/28,0,6:40PM,night,true,9,2,rippm901,barrt901,woodt901,mahrn901,(none),(none),2020/08/29 10:23:38,unknown,pitches,einsd701,69,fromlf,3,unknown,none,cloudy,209,0,daviz001,hoffj003,,
COL202008290,SDN,COL,DEN02,2020/08/29,0,6:10PM,night,true,9,2,barrt901,woodt901,mahrn901,rippm901,(none),(none),2020/08/30 06:38:46,unknown,pitches,magrj701,76,tocf,15,unknown,none,cloudy,188,0,bardd001,stamc001,,
COL202008300,SDN,COL,DEN02,2020/08/30,0,1:10PM,day,true,9,2,woodt901,mahrn901,rippm901,barrt901,(none),(none),2020/08/31 08:26:25,unknown,pitches,einsd701,91,fromlf,14,unknown,none,cloudy,187,0,paddc001,castr005,,
COL202008310,SDN,COL,DEN02,2020/08/31,0,7:40PM,night,true,9,2,mahrn901,rippm901,barrt901,woodt901,(none),(none),2020/09/01 09:10:31,unknown,pitches,magrj701,73,fromcf,4,unknown,none,cloudy,169,0,morea001,marqg001,,
COL202009010,SFN,COL,DEN02,2020/09/01,0,6:40PM,night,true,9,2,eddid901,millb901,mosce901,drakr901,(none),(none),2020/09/02 07:02:07,unknown,pitches,smytd701,80,fromrf,6,unknown,none,sunny,228,0,gausk001,grayj003,,
COL202009020,SFN,COL,DEN02,2020/09/02,0,1:10PM,day,true,9,2,millb901,mosce901,drakr901,eddid901,(none),(none),2020/09/03 06:58:10,unknown,pitches,einsd701,84,tolf,7,unknown,none,sunny,215,0,givem001,coons001,bardd001,
COL202009110,ANA,COL,DEN02,2020/09/11,0,6:40PM,night,true,9,2,blasc901,hamaa901,morag901,guccc901,(none),(none),2020/09/12 10:32:12,unknown,pitches,einsd701,67,fromrf,6,unknown,none,cloudy,188,0,bardd001,buttt001,,
COL202009120,ANA,COL,DEN02,2020/09/12,0,6:10PM,night,true,9,2,hamaa901,morag901,guccc901,blasc901,(none),(none),2020/09/13 05:45:55,unknown,pitches,smytd701,80,fromrf,5,unknown,none,sunny,224,0,buttt001,kinlt001,andrm001,
COL202009130,ANA,COL,DEN02,2020/09/13,0,1:10PM,day,true,9,2,morag901,guccc901,blasc901,hamaa901,(none),(none),2020/09/14 06:52:20,unknown,pitches,magrj701,84,tolf,7,unknown,none,sunny,184,0,heana001,estec001,andrm001,
COL202009150,OAK,COL,DEN02,2020/09/15,0,6:40PM,night,true,9,2,guccc901,blasc901,marqa901,morag901,(none),(none),2020/09/16 06:16:36,unknown,pitches,einsd701,84,fromcf,4,unknown,none,sunny,161,0,senza001,manas001,,
COL202009160,OAK,COL,DEN02,2020/09/16,0,1:10PM,day,true,9,2,blasc901,marqa901,morag901,guccc901,(none),(none),2020/09/17 06:42:24,unknown,pitches,einsd701,74,fromcf,6,unknown,none,cloudy,177,0,fierm001,marqg001,hendl001,
COL202009170,LAN,COL,DEN02,2020/09/17,0,6:40PM,night,true,9,2,barrt901,rippm901,wolcq901,johna901,(none),(none),2020/09/18 07:35:20,unknown,pitches,magrj701,82,fromcf,6,unknown,none,sunny,187,0,flord002,freek001,,
COL202009180,LAN,COL,DEN02,2020/09/18,0,6:10PM,night,true,9,2,rippm901,wolcq901,johna901,barrt901,(none),(none),2020/09/19 09:12:13,unknown,pitches,smytd701,79,torf,10,unknown,none,cloudy,204,0,whitm004,castr005,,
COL202009190,LAN,COL,DEN02,2020/09/19,0,6:10PM,night,true,9,2,wolcq901,johna901,barrt901,rippm901,(none),(none),2020/09/20 08:51:11,unknown,pitches,smytd701,84,torf,6,unknown,none,cloudy,152,0,kersc001,gonzc002,,
COL202009200,LAN,COL,DEN02,2020/09/20,0,1:10PM,day,true,9,2,johna901,barrt901,rippm901,wolcq901,(none),(none),2020/09/21 06:14:17,unknown,pitches,magrj701,81,tolf,3,unknown,none,cloudy,195,0,senza001,gonst001,givem001,
KCA202007310,CHA,KCA,KAN06,2020/07/31,0,7:05PM,night,true,9,2,gibsh902,may-b901,fleta901,iassd901,(none),(none),2020/08/01 07:52:46,unknown,pitches,butcp701,75,fromlf,8,unknown,none,cloudy,176,0,keucd001,bubik001,coloa001,
KCA202008010,CHA,KCA,KAN06,2020/08/01,0,6:05PM,night,true,9,2,may-b901,fleta901,iassd901,gibsh902,(none),(none),2020/08/02 06:00:15,unknown,pitches,butcp701,81,ltor,8,unknown,none,sunny,224,0,fostm001,bolar001,heuec001,
KCA202008020,CHA,KCA,KAN06,2020/08/02,0,1:05PM,day,true,9,2,fleta901,iassd901,gibsh902,may-b901,(none),(none),2020/08/03 08:21:29,unknown,pitches,butcp701,76,ltor,9,unknown,none,cloudy,181,0,ceasd001,barls001,,
KCA202008050,CHN,KCA,KAN06,2020/08/05,0,7:05PM,night,true,9,2,tosia901,barkl901,conrc901,rackd901,(none),(none),2020/08/06 07:05:45,unknown,pitches,butcp701,78,rtol,9,unknown,none,sunny,189,0,darvy001,bubik001,,
KCA202008060,CHN,KCA,KAN06,2020/08/06,0,6:07PM,night,true,9,2,barkl901,conrc901,rackd901,tosia901,(none),(none),2020/08/07 14:36:04,unknown,pitches,butcp701,84,rtol,10,unknown,none,cloudy,182,0,kellb003,chatt001,,
KCA202008070,MIN,KCA,KAN06,2020/08/07,0,7:05PM,night,true,9,2,tumpj901,navaj901,nelsj901,buckc901,(none),(none),2020/08/08 09:22:19,unknown,pitches,utslm701,84,rtol,10,unknown,none,cloudy,173,0,hollg001,wislm001,roset001,
KCA202008080,MIN,KCA,KAN06,2020/08/08,0,6:05PM,night,true,9,2,navaj901,nelsj901,buckc901,tumpj901,(none),(none),2020/08/09 06:37:42,unknown,pitches,utslm701,81,rtol,10,unknown,none,cloudy,235,0,zubet001,thorl002,roset001,
KCA202008090,MIN,KCA,KAN06,2020/08/09,0,1:05PM,day,true,9,2,nelsj901,buckc901,tumpj901,navaj901,(none),(none),2020/08/10 09:03:01,unknown,pitches,utslm701,79,rtol,13,unknown,none,cloudy,196,0,singb001,berrj001,barls001,
KCA202008191,CIN,KCA,KAN06,2020/08/19,1,4:05PM,day,true,7,2,tumpj901,clemp901,buckc901,nelsj901,(none),(none),2020/08/20 06:23:54,unknown,pitches,utslm701,83,fromrf,7,unknown,none,cloudy,131,0,kellb003,castl003,roset001,
KCA202008192,CIN,KCA,KAN06,2020/08/19,2,6:57PM,night,true,7,2,navaj901,buckc901,nelsj901,clemp901,(none),(none),2020/08/20 06:23:54,unknown,pitches,utslm701,75,fromcf,7,unknown,none,sunny,142,0,bauet001,harvm001,,
KCA202008210,MIN,KCA,KAN06,2020/08/21,0,7:05PM,night,true,9,2,rehaj901,hicke901,macka901,mealj901,(none),(none),2020/08/22 08:53:57,unknown,pitches,butcp701,87,rtol,8,unknown,none,sunny,194,0,duffd001,odorj001,,
KCA202008220,MIN,KCA,KAN06,2020/08/22,0,6:05PM,night,true,9,2,hicke901,macka901,mealj901,rehaj901,(none),(none),2020/08/23 06:33:22,unknown,pitches,butcp701,91,rtol,8,unknown,none,sunny,203,0,dobnr001,singb001,,
KCA202008230,MIN,KCA,KAN06,2020/08/23,0,1:05PM,day,true,9,2,bakej902,mealj901,rehaj901,hicke901,(none),(none),2020/08/24 09:06:34,unknown,pitches,butcp701,84,torf,9,unknown,none,sunny,215,0,clipt001,bubik001,roget001,
KCA202008310,CLE,KCA,KAN06,2020/08/31,0,7:05PM,night,true,9,2,clemp901,macka901,rehaj901,hicke901,(none),(none),2020/09/01 09:10:31,unknown,pitches,utslm701,77,fromrf,9,unknown,none,cloudy,191,0,barls001,karij001,hollg001,
KCA202009010,CLE,KCA,KAN06,2020/09/01,0,7:05PM,night,true,9,2,bakej902,rehaj901,hicke901,clemp901,(none),(none),2020/09/02 07:02:07,unknown,pitches,utslm701,81,ltor,6,unknown,none,cloudy,190,0,plesz001,harvm001,,
KCA202009020,CLE,KCA,KAN06,2020/09/02,0,7:05PM,night,true,9,2,rehaj901,hicke901,clemp901,bakej902,(none),(none),2020/09/03 06:58:10,unknown,pitches,utslm701,81,ltor,5,unknown,none,sunny,149,0,mcket001,junij001,,
KCA202009030,CHA,KCA,KAN06,2020/09/03,0,7:05PM,night,true,9,2,lives901,reybd901,diazl901,blakr901,(none),(none),2020/09/04 06:57:29,unknown,pitches,butcp701,79,fromlf,11,unknown,none,sunny,198,0,ceasd001,duffd001,,
KCA202009040,CHA,KCA,KAN06,2020/09/04,0,7:05PM,night,true,9,2,reybd901,diazl901,blakr901,lives901,(none),(none),2020/09/05 07:54:12,unknown,pitches,butcp701,80,rtol,6,unknown,none,sunny,222,0,heuec001,singb001,coloa001,
KCA202009050,CHA,KCA,KAN06,2020/09/05,0,6:05PM,night,true,9,2,diazl901,blakr901,lives901,reybd901,(none),(none),2020/09/06 08:20:51,unknown,pitches,butcp701,91,tocf,7,unknown,none,sunny,190,0,gioll001,bubik001,coloa001,
KCA202009060,CHA,KCA,KAN06,2020/09/06,0,1:05PM,day,true,9,2,blakr901,lives901,reybd901,diazl901,(none),(none),2020/09/07 07:04:24,unknown,pitches,butcp701,89,unknown,15,unknown,none,sunny,214,0,keucd001,harvm001,,
KCA202009110,PIT,KCA,KAN06,2020/09/11,0,7:05PM,night,true,9,2,hicke901,bakej902,rehaj901,mealj901,(none),(none),2020/09/12 10:32:11,unknown,pitches,utslm701,63,tocf,1,unknown,none,overcast,190,0,bubik001,braus002,hollg001,
KCA202009120,PIT,KCA,KAN06,2020/09/12,0,6:05PM,night,true,9,2,bakej902,rehaj901,mealj901,hicke901,(none),(none),2020/09/13 05:45:55,unknown,pitches,utslm701,77,torf,9,unknown,none,cloudy,186,0,zimmk001,willt002,hollg001,
KCA202009130,PIT,KCA,KAN06,2020/09/13,0,1:05PM,day,true,9,2,rehaj901,mealj901,hicke901,bakej902,(none),(none),2020/09/14 06:52:20,unknown,pitches,utslm701,64,unknown,3,unknown,none,sunny,182,0,kellb003,kuhlc001,,
KCA202009210,SLN,KCA,KAN06,2020/09/21,0,7:05PM,night,true,9,2,kulpr901,gonzm901,ticht901,segac901,(none),(none),2020/09/22 06:39:56,unknown,pitches,butcp701,73,rtol,7,unknown,none,sunny,175,0,stauj001,waina001,hollg001,
KCA202009220,SLN,KCA,KAN06,2020/09/22,0,7:05PM,night,true,9,2,gonzm901,ticht901,segac901,kulpr901,(none),(none),2020/09/23 07:01:59,unknown,pitches,butcp701,72,rtol,9,unknown,none,sunny,189,0,gomba001,singb001,,
KCA202009230,SLN,KCA,KAN06,2020/09/23,0,7:05PM,night,true,9,2,ticht901,segac901,kulpr901,gonzm901,(none),(none),2020/09/24 06:35:38,unknown,pitches,butcp701,73,tolf,7,unknown,none,cloudy,170,0,duffd001,martc006,,
KCA202009240,DET,KCA,KAN06,2020/09/24,0,7:05PM,night,true,9,2,segac901,kulpr901,gonzm901,bacce901,(none),(none),2020/09/25 06:40:32,unknown,pitches,utslm701,77,tolf,7,unknown,none,sunny,202,0,hahnj001,alext001,newbj001,
KCA202009250,DET,KCA,KAN06,2020/09/25,0,7:05PM,night,true,9,2,kulpr901,gonzm901,bacce901,segac901,(none),(none),2020/09/26 08:40:58,unknown,pitches,utslm701,82,rtol,10,unknown,none,sunny,170,0,kellb003,turns003,hahnj001,
KCA202009260,DET,KCA,KAN06,2020/09/26,0,6:05PM,night,true,9,2,gonzm901,bacce901,ticht901,segac901,(none),(none),2020/09/27 07:39:23,unknown,pitches,utslm701,85,tocf,16,unknown,none,sunny,180,0,boydm001,hernc006,garcb001,
KCA202009270,DET,KCA,KAN06,2020/09/27,0,12:05PM,day,true,9,2,bacce901,macka901,segac901,clemp901,(none),(none),2020/09/28 06:57:32,unknown,pitches,utslm701,69,fromrf,6,unknown,none,cloudy,147,0,singb001,skubt001,hahnj001,
TBA202007240,TOR,TBA,STP01,2020/07/24,0,6:40PM,night,true,9,2,westj901,wendh902,carav901,sches901,(none),(none),2020/07/25 09:04:28,unknown,pitches,mathb701,74,unknown,0,unknown,none,dome,207,0,romaj004,mortc002,gilek001,
TBA202007250,TOR,TBA,STP01,2020/07/25,0,3:10PM,day,true,9,2,wendh902,carav901,sches901,westj901,(none),(none),2020/07/26 11:19:07,unknown,pitches,clodt701,72,unknown,0,unknown,none,dome,167,0,anden001,gavis001,drako001,
TBA202007260,TOR,TBA,STP01,2020/07/26,0,1:10PM,day,true,9,2,carav901,sches901,westj901,wendh902,(none),(none),2020/07/27 07:39:25,unknown,pitches,mathb701,71,unknown,0,unknown,none,dome,235,0,roe-c001,yamas001,,
TBA202007270,ATL,TBA,STP01,2020/07/27,0,6:40PM,night,true,9,2,addir901,nauep901,fairc901,torrc901,(none),(none),2020/07/28 06:47:58,unknown,pitches,lantj701,72,unknown,0,unknown,none,dome,183,0,castd002,foltm001,,
TBA202007280,ATL,TBA,STP01,2020/07/28,0,6:40PM,night,true,9,2,nauep901,fairc901,torrc901,addir901,(none),(none),2020/07/29 10:15:07,unknown,pitches,mathb701,72,unknown,0,unknown,none,dome,183,0,fairp001,wrigk001,drako001,
TBA202008040,BOS,TBA,STP01,2020/08/04,0,6:40PM,night,true,9,2,roser901,westj901,sches901,wendh902,(none),(none),2020/08/05 07:16:47,unknown,pitches,mathb701,77,unknown,0,unknown,none,dome,194,0,mortc002,eovan001,anden001,
TBA202008050,BOS,TBA,STP01,2020/08/05,0,6:40PM,night,true,9,2,westj901,sches901,wendh902,carav901,(none),(none),2020/08/06 07:05:45,unknown,pitches,lantj701,72,unknown,0,unknown,none,dome,185,0,perem004,yarbr001,,
TBA202008070,NYA,TBA,STP01,2020/08/07,0,6:40PM,night,true,9,2,sches901,wendh902,carav901,westj901,(none),(none),2020/08/08 09:22:19,unknown,pitches,mathb701,72,unknown,0,unknown,none,dome,172,0,roe-c001,ottaa001,,
TBA202008081,NYA,TBA,STP01,2020/08/08,1,2:10PM,day,true,7,2,wendh902,roser901,westj901,sches901,(none),(none),2020/08/09 06:37:42,unknown,pitches,mathb701,72,unknown,0,unknown,none,dome,172,0,greec003,glast001,,
TBA202008082,NYA,TBA,STP01,2020/08/08,2,5:36PM,day,true,7,2,carav901,westj901,sches901,roser901,(none),(none),2020/08/09 06:37:42,unknown,pitches,mathb701,72,unknown,0,unknown,none,dome,167,0,fairp001,kingm002,anden001,
TBA202008090,NYA,TBA,STP01,2020/08/09,0,1:10PM,day,true,9,2,westj901,sches901,wendh902,carav901,(none),(none),2020/08/10 09:03:01,unknown,pitches,clodt701,72,unknown,0,unknown,none,dome,188,0,thomr007,britz001,,
TBA202008210,TOR,TBA,STP01,2020/08/21,0,6:40PM,night,true,9,2,fostm901,barbs901,arrid901,roser901,(none),(none),2020/08/22 08:53:57,unknown,pitches,mathb701,72,unknown,0,unknown,none,dome,211,0,hatct001,loupa001,romaj004,
TBA202008220,TOR,TBA,STP01,2020/08/22,0,6:40PM,night,true,9,2,barbs901,ticht901,roser901,fostm901,(none),(none),2020/08/23 06:33:22,unknown,pitches,clodt701,72,unknown,0,unknown,none,dome,201,0,banda001,bassa001,,
TBA202008230,TOR,TBA,STP01,2020/08/23,0,1:10PM,day,true,9,2,ticht901,roser901,fostm901,barbs901,(none),(none),2020/08/24 09:06:34,unknown,pitches,mathb701,72,unknown,0,unknown,none,dome,194,0,flemj001,borur001,curtj003,
