game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gametype,umplf,umprf
OAK200804230,MIN,OAK,OAK01,2008/04/23,0,7:06PM,night,true,meric901,welkb901,guccc901,welkt901,park,pitches,feldd701,55,fromlf,10,unknown,unknown,cloudy,138,15242,gaudc001,bonsb001,streh001,,,
OAK200804240,MIN,OAK,OAK01,2008/04/24,0,12:38PM,day,true,welkb901,guccc901,welkt901,meric901,park,pitches,feldd701,58,fromlf,9,unknown,unknown,sunny,157,12593,smitg002,lirif001,,,,
OAK200805020,TEX,OAK,OAK01,2008/05/02,0,7:08PM,night,true,tscht901,joycj901,nelsj901,johna901,park,pitches,ducam701,55,torf,10,unknown,unknown,cloudy,161,15408,padiv001,blanj001,wilsc004,,,
OAK200805030,TEX,OAK,OAK01,2008/05/03,0,6:08PM,night,true,joycj901,nelsj901,johna901,tscht901,park,pitches,ducam701,59,torf,14,unknown,unknown,sunny,152,20524,murra001,gaudc001,benoj001,,,
OAK200805040,TEX,OAK,OAK01,2008/05/04,0,1:08PM,day,true,nelsj901,johna901,tscht901,joycj901,park,pitches,ducam701,55,unknown,17,unknown,unknown,overcast,153,31673,garcj002,felds001,streh001,,,
OAK200805050,BAL,OAK,OAK01,2008/05/05,0,7:09PM,night,true,hicke901,buckc901,westj901,rapue901,park,pitches,feldd701,56,torf,17,unknown,unknown,cloudy,187,10128,devij001,johnj010,,,,
OAK200805060,BAL,OAK,OAK01,2008/05/06,0,7:07PM,night,true,buckc901,westj901,rapue901,hicke901,park,pitches,feldd701,59,ltor,15,unknown,unknown,sunny,144,11492,duchj001,burrb001,garcj002,,,
OAK200805070,BAL,OAK,OAK01,2008/05/07,0,12:37PM,day,true,westj901,rapue901,hicke901,buckc901,park,pitches,feldd701,60,tocf,8,unknown,unknown,cloudy,188,15235,bradd002,corml001,,,,
OAK200805190,TBA,OAK,OAK01,2008/05/19,0,7:07PM,night,true,drecb901,gormb901,holbs901,barrs901,park,pitches,bushd701,57,ltor,11,unknown,unknown,cloudy,237,11077,hammj002,gaudc001,perct001,,,
OAK200805200,TBA,OAK,OAK01,2008/05/20,0,7:06PM,night,true,gormb901,holbs901,barrs901,drecb901,park,pitches,bushd701,60,torf,21,unknown,unknown,sunny,162,11272,kazms001,smitg002,perct001,,,
OAK200805210,TBA,OAK,OAK01,2008/05/21,0,12:37PM,day,true,holbs901,barrs901,drecb901,gormb901,park,pitches,feldd701,61,ltor,15,unknown,unknown,sunny,126,22712,eveld001,sonna001,,,,
OAK200805230,BOS,OAK,OAK01,2008/05/23,0,7:08PM,night,true,tscht901,joycj901,nelsj901,johna901,park,pitches,feldd701,54,torf,18,unknown,unknown,overcast,147,29057,hardr001,waket001,,,,
OAK200805240,BOS,OAK,OAK01,2008/05/24,0,6:07PM,night,true,joycj901,nelsj901,johna901,tscht901,park,pitches,ducam701,56,tocf,10,unknown,unknown,unknown,137,33468,duchj001,beckj002,streh001,,,
OAK200805250,BOS,OAK,OAK01,2008/05/25,0,1:08PM,day,true,nelsj901,johna901,tscht901,joycj901,park,pitches,ducam701,62,tocf,8,unknown,unknown,cloudy,159,35067,blanj001,lestj001,streh001,,,
OAK200805270,TOR,OAK,OAK01,2008/05/27,0,7:08PM,night,true,wolfj901,monte901,laynj901,cuzzp901,park,pitches,ducam701,56,torf,16,unknown,unknown,sunny,164,10635,smitg002,burna001,streh001,,,
OAK200805280,TOR,OAK,OAK01,2008/05/28,0,7:08PM,night,true,monte901,laynj901,cuzzp901,wolfj901,park,pitches,dybdc701,62,torf,10,unknown,unknown,cloudy,151,17460,hallr001,foulk001,ryanb001,,,
OAK200805290,TOR,OAK,OAK01,2008/05/29,0,12:38PM,day,true,laynj901,cuzzp901,wolfj901,muchm901,park,pitches,feldd701,62,unknown,7,unknown,unknown,cloudy,178,21862,litsj001,eveld001,,,,
OAK200806020,DET,OAK,OAK01,2008/06/02,0,7:07PM,night,true,fostm901,cousd901,herna901,coope901,park,pitches,dybdc701,58,torf,14,unknown,unknown,cloudy,168,11772,streh001,crucf001,,,,
OAK200806030,DET,OAK,OAK01,2008/06/03,0,7:06PM,night,true,cousd901,herna901,coope901,fostm901,park,pitches,dybdc701,54,torf,12,unknown,unknown,sunny,230,10871,gaudc001,seayb001,,,,
OAK200806040,DET,OAK,OAK01,2008/06/04,0,12:35PM,day,true,herna901,coope901,fostm901,cousd901,park,pitches,feldd701,65,torf,16,unknown,unknown,sunny,164,19258,duchj001,roben001,,,,
OAK200806060,ANA,OAK,OAK01,2008/06/06,0,7:08PM,night,true,culbf901,reynj901,timmt901,cedeg901,park,pitches,dybdc701,62,torf,18,unknown,unknown,cloudy,133,25120,lackj001,blanj001,rodrf003,,,
OAK200806070,ANA,OAK,OAK01,2008/06/07,0,6:07PM,night,true,reynj901,timmt901,cedeg901,culbf901,park,pitches,bushd701,67,torf,12,unknown,unknown,sunny,157,29294,garlj001,smitg002,rodrf003,,,
OAK200806080,ANA,OAK,OAK01,2008/06/08,0,1:07PM,day,true,timmt901,cedeg901,culbf901,reynj901,park,pitches,feldd701,73,torf,11,unknown,unknown,sunny,233,26332,ziegb001,bootc001,,,,
OAK200806100,NYA,OAK,OAK01,2008/06/10,0,7:08PM,night,true,crawj901,onorb901,nauep901,reybd901,park,pitches,ducam701,74,ltor,12,unknown,unknown,sunny,178,26402,wangc001,eveld001,rivem002,,,
OAK200806110,NYA,OAK,OAK01,2008/06/11,0,7:08PM,night,true,onorb901,nauep901,reybd901,crawj901,park,pitches,dybdc701,72,torf,7,unknown,unknown,sunny,164,27292,duchj001,rasnd001,,,,
OAK200806120,NYA,OAK,OAK01,2008/06/12,0,7:07PM,night,true,nauep901,reybd901,crawj901,onorb901,park,pitches,dybdc701,71,fromlf,14,unknown,unknown,sunny,150,28658,petta001,blanj001,rivem002,,,
OAK200806200,FLO,OAK,OAK01,2008/06/20,0,7:08PM,night,true,barrt901,demud901,barkl901,eddid901,park,pitches,bushd701,91,ltor,10,unknown,unknown,sunny,212,15035,browa002,waecd001,,,,
OAK200806210,FLO,OAK,OAK01,2008/06/21,0,6:08PM,night,true,demud901,barkl901,eddid901,barrt901,park,pitches,bushd701,75,torf,18,unknown,unknown,cloudy,175,19287,pintr001,streh001,gregk001,,,
OAK200806220,FLO,OAK,OAK01,2008/06/22,0,1:06PM,day,true,barkl901,eddid901,barrt901,demud901,park,pitches,bushd701,63,ltor,13,unknown,unknown,sunny,160,22461,duchj001,milla002,,,,
OAK200806240,PHI,OAK,OAK01,2008/06/24,0,7:08PM,night,true,nelsj901,johna901,tscht901,joycj901,park,pitches,dybdc701,60,torf,15,unknown,unknown,sunny,144,13348,blanj001,moyej001,streh001,,,
OAK200806250,PHI,OAK,OAK01,2008/06/25,0,7:06PM,night,true,johna901,tscht901,joycj901,nelsj901,park,pitches,dybdc701,58,torf,13,unknown,unknown,unknown,169,22231,kendk001,smitg002,,,,
OAK200806260,PHI,OAK,OAK01,2008/06/26,0,12:37PM,day,true,tscht901,joycj901,nelsj901,johna901,park,pitches,feldd701,64,tolf,10,unknown,unknown,overcast,133,17228,hardr001,eatoa001,,,,
OAK200806270,SFN,OAK,OAK01,2008/06/27,0,7:07PM,night,true,monte901,wolfj901,laynj901,cuzzp901,park,pitches,dybdc701,60,ltor,13,unknown,unknown,sunny,164,27125,eveld001,yabuk001,streh001,,,
OAK200806280,SFN,OAK,OAK01,2008/06/28,0,6:07PM,night,true,wolfj901,laynj901,cuzzp901,monte901,park,pitches,bushd701,63,ltor,14,unknown,unknown,sunny,150,36067,linct001,duchj001,wilsb001,,,
OAK200806290,SFN,OAK,OAK01,2008/06/29,0,1:07PM,day,true,laynj901,cuzzp901,monte901,wolfj901,park,pitches,bushd701,64,ltor,7,unknown,unknown,sunny,149,33841,sancj002,blanj001,,,,
OAK200807070,SEA,OAK,OAK01,2008/07/07,0,7:06PM,night,true,drakr901,rungb901,wegnm901,kellj901,park,pitches,dybdc701,76,fromlf,10,unknown,unknown,sunny,143,11129,eveld001,washj001,streh001,,,
OAK200807080,SEA,OAK,OAK01,2008/07/08,0,7:08PM,night,true,rungb901,wegnm901,kellj901,drakr901,park,pitches,ducam701,71,ltor,17,unknown,unknown,sunny,109,12543,duchj001,silvc001,,,,
OAK200807090,SEA,OAK,OAK01,2008/07/09,0,7:07PM,night,true,wegnm901,kellj901,drakr901,rungb901,park,pitches,ducam701,75,ltor,11,unknown,unknown,sunny,162,21128,corcr001,blanj001,morrb001,,,
OAK200807100,SEA,OAK,OAK01,2008/07/10,0,12:37PM,day,true,kellj901,drakr901,rungb901,wegnm901,park,pitches,feldd701,74,fromlf,12,unknown,unknown,overcast,205,15187,streh001,jimec002,,,,
OAK200807110,ANA,OAK,OAK01,2008/07/11,0,7:08PM,night,true,guccc901,hicke901,buckc901,westj901,park,pitches,feldd701,66,ltor,16,unknown,unknown,sunny,157,31372,galls001,garlj001,,,,
OAK200807120,ANA,OAK,OAK01,2008/07/12,0,6:07PM,night,true,hicke901,buckc901,westj901,guccc901,park,pitches,ducam701,69,ltor,14,unknown,unknown,sunny,159,27161,sante001,eveld001,rodrf003,,,
OAK200807130,ANA,OAK,OAK01,2008/07/13,0,1:08PM,day,true,buckc901,westj901,guccc901,hicke901,park,pitches,feldd701,70,ltor,14,unknown,unknown,sunny,157,29352,arrej001,streh001,rodrf003,,,
OAK200807250,TEX,OAK,OAK01,2008/07/25,0,7:08PM,night,true,millb901,mealj901,darlg901,campa902,park,pitches,bushd701,69,torf,16,unknown,unknown,sunny,189,20141,padiv001,blevj001,,,,
OAK200807260,TEX,OAK,OAK01,2008/07/26,0,1:08PM,day,true,mealj901,darlg901,campa902,millb901,park,pitches,bushd701,74,tocf,11,unknown,unknown,sunny,155,20653,harrm001,duchj001,,,,
OAK200807270,TEX,OAK,OAK01,2008/07/27,0,1:08PM,day,true,darlg901,campa902,millb901,mealj901,park,pitches,bushd701,61,torf,13,unknown,unknown,unknown,163,21135,blevj001,hurle001,streh001,,,
OAK200807280,KCA,OAK,OAK01,2008/07/28,0,7:07PM,night,true,cuzzp901,knigb901,monte901,wolfj901,park,pitches,ducam701,57,torf,15,unknown,unknown,overcast,157,12464,greiz001,bradd002,sorij001,,,
OAK200807290,KCA,OAK,OAK01,2008/07/29,0,7:07PM,night,true,knigb901,monte901,wolfj901,cuzzp901,park,pitches,feldd701,61,torf,17,unknown,unknown,cloudy,145,12182,mechg001,smitg002,sorij001,,,
OAK200807300,KCA,OAK,OAK01,2008/07/30,0,12:36PM,day,true,monte901,wolfj901,cuzzp901,knigb901,park,pitches,feldd701,69,tocf,10,unknown,unknown,sunny,196,26272,ramir003,streh001,sorij001,,,
OAK200808120,TBA,OAK,OAK01,2008/08/12,0,7:07PM,night,true,onorb901,nauep901,hoyej901,hallt901,park,pitches,feldd701,62,ltor,12,unknown,unknown,sunny,152,14284,gonzg003,kazms001,ziegb001,,,
OAK200808130,TBA,OAK,OAK01,2008/08/13,0,7:07PM,night,true,nauep901,hoyej901,hallt901,onorb901,park,pitches,dybdc701,66,torf,12,unknown,unknown,sunny,176,21438,sonna001,duchj001,perct001,,,
OAK200808140,TBA,OAK,OAK01,2008/08/14,0,12:37PM,day,true,hoyej901,hallt901,onorb901,nauep901,park,pitches,feldd701,68,torf,7,unknown,unknown,cloudy,264,16689,hammj002,garcj002,millt002,,,
OAK200808150,CHA,OAK,OAK01,2008/08/15,0,7:07PM,night,true,nelsj901,tscht901,johna901,joycj901,park,pitches,feldd701,66,rtol,20,unknown,unknown,cloudy,164,19405,streh001,ramih002,,,,
OAK200808160,CHA,OAK,OAK01,2008/08/16,0,12:57PM,day,true,tscht901,johna901,joycj901,nelsj901,park,pitches,bushd701,66,fromlf,11,unknown,unknown,cloudy,181,22206,dankj001,smitg002,jenkb001,,,
OAK200808170,CHA,OAK,OAK01,2008/08/17,0,1:07PM,day,true,johna901,tillc901,joycj901,nelsj901,park,pitches,feldd701,67,ltor,12,unknown,unknown,sunny,139,28843,vazqj001,gonzg003,,,,
OAK200808280,MIN,OAK,OAK01,2008/08/28,0,7:09PM,night,true,millb901,mealj901,darlg901,emmep901,park,pitches,feldd701,86,ltor,7,unknown,unknown,sunny,157,12357,devij001,bresc001,,,,
OAK200808290,MIN,OAK,OAK01,2008/08/29,0,7:07PM,night,true,mealj901,darlg901,emmep901,millb901,park,pitches,feldd701,69,fromlf,12,unknown,unknown,sunny,164,22355,slowk001,meyed002,bresc001,,,
OAK200808300,MIN,OAK,OAK01,2008/08/30,0,6:08PM,night,true,darlg901,emmep901,millb901,mealj901,park,pitches,ducam701,64,torf,14,unknown,unknown,sunny,147,25238,streh001,nathj001,,,,
OAK200808310,MIN,OAK,OAK01,2008/08/31,0,1:07PM,day,true,emmep901,millb901,mealj901,darlg901,park,pitches,dybdc701,67,torf,13,unknown,unknown,sunny,193,18427,bakes002,smitg002,,,,
OAK200809110,TEX,OAK,OAK01,2008/09/11,0,7:07PM,night,true,everm901,dimum901,mcclt901,campa902,park,pitches,ducam701,60,ltor,14,unknown,unknown,sunny,166,10566,nippd001,bradd002,,,,
OAK200809120,TEX,OAK,OAK01,2008/09/12,0,7:06PM,night,true,dimum901,mcclt901,campa902,everm901,park,pitches,dybdc701,58,unknown,12,unknown,unknown,cloudy,147,15117,harrm001,smitg002,,,,
OAK200809130,TEX,OAK,OAK01,2008/09/13,0,1:07PM,day,true,mcclt901,campa902,everm901,dimum901,park,pitches,ducam701,63,fromlf,8,unknown,unknown,sunny,148,21102,outmj001,felds001,,,,
OAK200809140,TEX,OAK,OAK01,2008/09/14,0,1:07PM,day,true,campa902,everm901,dimum901,mcclt901,park,pitches,ducam701,63,ltor,8,unknown,unknown,sunny,205,18551,devij001,madrw001,ziegb001,,,
OAK200809160,ANA,OAK,OAK01,2008/09/16,0,7:06PM,night,true,reilm901,fleta901,davib902,marqa901,park,pitches,ducam701,59,torf,15,unknown,unknown,sunny,143,14325,galls001,lackj001,,,,
OAK200809170,ANA,OAK,OAK01,2008/09/17,0,7:06PM,night,true,fleta901,davib902,marqa901,reilm901,park,pitches,ducam701,63,fromlf,11,unknown,unknown,sunny,148,20102,ziegb001,rodrf003,,,,
OAK200809180,ANA,OAK,OAK01,2008/09/18,0,12:36PM,day,true,davib902,marqa901,reilm901,fleta901,park,pitches,ducam701,63,unknown,6,unknown,unknown,sunny,176,12645,saunj001,outmj001,rodrf003,,,
OAK200809190,SEA,OAK,OAK01,2008/09/19,0,7:07PM,night,true,millb901,tscht901,tillc901,joycj901,park,pitches,ducam701,67,fromcf,9,unknown,unknown,overcast,125,30149,eveld001,hernf002,ziegb001,,,
OAK200809200,SEA,OAK,OAK01,2008/09/20,0,1:07PM,day,true,tscht901,tillc901,joycj901,millb901,park,pitches,feldd701,66,torf,12,unknown,unknown,unknown,165,18756,streh001,thomj006,ziegb001,,,
OAK200809210,SEA,OAK,OAK01,2008/09/21,0,1:24PM,day,true,tillc901,joycj901,millb901,tscht901,park,pitches,feldd701,65,fromlf,6,unknown,unknown,cloudy,142,18707,ziegb001,batim001,devij001,,,
COL200804040,ARI,COL,DEN02,2008/04/04,0,2:09PM,day,false,drakr901,knigb901,bellw901,schrp901,park,pitches,einsd701,56,fromcf,7,unknown,unknown,sunny,179,49233,owinm001,redmm002,,,,
COL200804050,ARI,COL,DEN02,2008/04/05,0,6:06PM,night,false,knigb901,bellw901,schrp901,drakr901,park,pitches,platd701,60,fromlf,6,unknown,unknown,cloudy,183,43124,webbb001,franj003,,,,
COL200804060,ARI,COL,DEN02,2008/04/06,0,1:10PM,day,false,bellw901,schrp901,drakr901,knigb901,park,pitches,einsd701,49,fromcf,7,unknown,unknown,sunny,207,42865,lyonb003,bowim001,qualc001,,,
COL200804070,ATL,COL,DEN02,2008/04/07,0,6:36PM,night,false,fostm901,cousd901,herna901,coope901,park,pitches,einsd701,41,fromcf,6,unknown,unknown,overcast,125,24304,hergm001,boyeb001,corpm001,,,
COL200804080,ATL,COL,DEN02,2008/04/08,0,6:37PM,night,false,cousd901,herna901,coope901,fostm901,park,pitches,einsd701,54,fromcf,11,unknown,unknown,unknown,144,24640,jimeu001,jurrj001,corpm001,,,
COL200804090,ATL,COL,DEN02,2008/04/09,0,6:36PM,night,false,herna901,coope901,fostm901,cousd901,park,pitches,einsd701,46,fromcf,15,unknown,unknown,overcast,164,23210,redmm002,jamec002,,,,
COL200804210,PHI,COL,DEN02,2008/04/21,0,6:37PM,night,false,buckc901,westj901,rapue901,hicke901,park,pitches,platd701,49,fromlf,11,unknown,unknown,unknown,189,24886,seanr001,bucht001,,,,
COL200804220,PHI,COL,DEN02,2008/04/22,0,6:35PM,night,false,westj901,rapue901,hicke901,buckc901,park,pitches,einsd701,67,rtol,7,unknown,unknown,sunny,179,26665,madsr001,corpm001,lidgb001,,,
COL200804230,CHN,COL,DEN02,2008/04/23,0,6:38PM,night,false,rapue901,hicke901,buckc901,westj901,park,pitches,platd701,72,fromlf,12,unknown,unknown,unknown,199,36864,woodk002,wellk001,marmc001,,,
COL200804240,CHN,COL,DEN02,2008/04/24,0,1:07PM,day,false,hicke901,buckc901,westj901,rapue901,park,pitches,einsd701,70,fromcf,5,unknown,unknown,cloudy,138,32791,cooka002,hartk001,fuenb001,,,
COL200805020,LAN,COL,DEN02,2008/05/02,0,7:06PM,night,false,marsr901,knigb901,wendh902,hudsm901,park,pitches,platd701,40,fromcf,19,unknown,unknown,cloudy,213,30291,pennb002,franj003,,,,
COL200805030,LAN,COL,DEN02,2008/05/03,0,6:06PM,night,false,knigb901,wendh902,hudsm901,davib902,park,pitches,platd701,58,fromcf,4,unknown,unknown,cloudy,207,38597,kuo-h001,delaj001,,,,
COL200805040,LAN,COL,DEN02,2008/05/04,0,1:05PM,day,false,wendh902,hudsm901,davib902,knigb901,park,pitches,einsd701,64,fromlf,7,unknown,unknown,cloudy,160,43726,cooka002,lowed001,bucht001,,,
COL200805050,SLN,COL,DEN02,2008/05/05,0,6:37PM,night,false,davib902,marqa901,fleta901,reilm901,park,pitches,einsd701,69,rtol,7,unknown,unknown,cloudy,196,28183,florr001,fuenb001,isrij001,,,
COL200805060,SLN,COL,DEN02,2008/05/06,0,6:36PM,night,false,marqa901,fleta901,reilm901,davib902,park,pitches,einsd701,70,fromlf,7,unknown,unknown,unknown,177,25460,loopb001,redmm002,franr001,,,
COL200805070,SLN,COL,DEN02,2008/05/07,0,6:35PM,night,false,fleta901,reilm901,davib902,marqa901,park,pitches,platd701,64,rtol,3,unknown,unknown,cloudy,179,25432,speir001,isrij001,fuenb001,,,
COL200805080,SLN,COL,DEN02,2008/05/08,0,1:05PM,day,false,reilm901,davib902,marqa901,fleta901,park,pitches,platd701,57,tocf,6,unknown,unknown,unknown,171,25376,delaj001,lohsk001,,,,
COL200805160,MIN,COL,DEN02,2008/05/16,0,7:06PM,night,false,welkb901,guccc901,welkt901,meric901,park,pitches,einsd701,68,fromcf,6,unknown,unknown,unknown,160,35336,blacn001,jimeu001,nathj001,,,
COL200805170,MIN,COL,DEN02,2008/05/17,0,6:06PM,night,false,guccc901,welkt901,meric901,welkb901,park,pitches,platd701,74,fromcf,5,unknown,unknown,sunny,159,43149,hergm001,hernl003,fuenb001,,,
COL200805180,MIN,COL,DEN02,2008/05/18,0,1:05PM,day,false,welkt901,meric901,welkb901,guccc901,park,pitches,einsd701,81,ltor,5,unknown,unknown,cloudy,179,40326,franj003,slowk001,,,,
COL200805190,SFN,COL,DEN02,2008/05/19,0,6:38PM,night,false,fostm901,campa902,cousd901,coope901,park,pitches,platd701,80,fromlf,5,unknown,unknown,cloudy,187,28362,grilj001,chulv001,fuenb001,,,
COL200805200,SFN,COL,DEN02,2008/05/20,0,6:36PM,night,false,campa902,cousd901,coope901,fostm901,park,pitches,einsd701,83,fromlf,2,unknown,unknown,cloudy,176,28361,linct001,cooka002,wilsb001,,,
COL200805210,SFN,COL,DEN02,2008/05/21,0,1:05PM,day,false,cousd901,coope901,fostm901,campa902,park,pitches,einsd701,72,fromcf,5,unknown,unknown,cloudy,190,27081,walkt003,hergm001,wilsb001,,,
COL200805230,NYN,COL,DEN02,2008/05/23,0,7:07PM,night,false,wegnm901,fairc901,reedr901,kellj901,park,pitches,einsd701,61,fromcf,3,unknown,unknown,cloudy,255,33341,bucht001,heila001,,,,
COL200805240,NYN,COL,DEN02,2008/05/24,0,1:56PM,day,false,fairc901,reedr901,kellj901,wegnm901,park,pitches,einsd701,70,ltor,2,unknown,unknown,cloudy,168,38142,vargc001,franj003,,,,
COL200805250,NYN,COL,DEN02,2008/05/25,0,1:07PM,day,false,reedr901,kellj901,wegnm901,fairc901,park,pitches,platd701,70,fromcf,10,unknown,unknown,cloudy,148,42123,cooka002,mainj001,,,,
COL200806060,MIL,COL,DEN02,2008/06/06,0,7:07PM,night,false,barrt901,demud901,barkl901,eddid901,park,pitches,einsd701,76,fromcf,8,unknown,unknown,sunny,154,30558,corpm001,motag001,fuenb001,,,
COL200806070,MIL,COL,DEN02,2008/06/07,0,6:06PM,night,false,demud901,barkl901,eddid901,barrt901,park,pitches,einsd701,69,fromcf,16,unknown,unknown,cloudy,146,37283,reyng001,bushd001,,,,
COL200806080,MIL,COL,DEN02,2008/06/08,0,1:06PM,day,false,barkl901,eddid901,barrt901,demud901,park,pitches,platd701,66,unknown,5,unknown,unknown,cloudy,189,32256,suppj001,franj003,torrs001,,,
COL200806100,SFN,COL,DEN02,2008/06/10,0,7:06PM,night,false,cedeg901,culbf901,reynj901,timmt901,park,pitches,einsd701,89,torf,7,unknown,unknown,sunny,158,28359,cooka002,miscp001,,,,
COL200806110,SFN,COL,DEN02,2008/06/11,0,7:07PM,night,false,culbf901,reynj901,timmt901,cedeg901,park,pitches,platd701,62,ltor,15,unknown,unknown,cloudy,161,26235,fuenb001,yabuk001,,,,
COL200806120,SFN,COL,DEN02,2008/06/12,0,1:08PM,day,false,reynj901,timmt901,cedeg901,culbf901,park,pitches,einsd701,66,torf,17,unknown,unknown,cloudy,196,30376,sancj002,reyng001,wilsb001,,,
COL200806160,ATL,COL,DEN02,2008/06/16,0,6:07PM,night,false,johna901,tscht901,joycj901,nelsj901,park,pitches,einsd701,75,fromcf,4,unknown,unknown,cloudy,182,25120,jurrj001,jimeu001,,,,
COL200806170,CLE,COL,DEN02,2008/06/17,0,7:07PM,night,false,tscht901,joycj901,nelsj901,johna901,park,pitches,platd701,87,tolf,4,unknown,unknown,cloudy,166,28146,reyng001,byrdp001,,,,
COL200806180,CLE,COL,DEN02,2008/06/18,0,7:06PM,night,false,joycj901,nelsj901,johna901,tscht901,park,pitches,einsd701,76,fromcf,9,unknown,unknown,cloudy,159,28339,franj003,laffa001,fuenb001,,,
COL200806190,CLE,COL,DEN02,2008/06/19,0,7:08PM,night,false,nelsj901,johna901,tscht901,joycj901,park,pitches,einsd701,76,rtol,16,unknown,unknown,cloudy,164,33174,delaj001,sowej001,fuenb001,,,
COL200806200,NYN,COL,DEN02,2008/06/20,0,7:08PM,night,false,millb901,darlg901,mealj901,emmep901,park,pitches,einsd701,78,fromlf,12,unknown,unknown,cloudy,157,30411,mainj001,cooka002,,,,
COL200806210,NYN,COL,DEN02,2008/06/21,0,6:05PM,night,false,darlg901,mealj901,emmep901,millb901,park,pitches,platd701,83,fromcf,11,unknown,unknown,sunny,158,35637,jimeu001,martp001,,,,
COL200806220,NYN,COL,DEN02,2008/06/22,0,1:07PM,day,false,mealj901,emmep901,millb901,darlg901,park,pitches,einsd701,86,torf,7,unknown,unknown,cloudy,154,45019,pelfm001,reyng001,wagnb001,,,
COL200806300,SDN,COL,DEN02,2008/06/30,0,7:06PM,night,false,relic901,barrs901,gibsg901,rungb901,park,pitches,platd701,86,fromcf,3,unknown,unknown,cloudy,195,43248,bellh001,fuenb001,,,,
COL200807010,SDN,COL,DEN02,2008/07/01,0,7:05PM,night,false,barrs901,gibsg901,rungb901,relic901,park,pitches,einsd701,80,unknown,7,unknown,unknown,unknown,118,26221,cooka002,bankj001,,,,
COL200807020,SDN,COL,DEN02,2008/07/02,0,7:08PM,night,false,gibsg901,rungb901,relic901,barrs901,park,pitches,einsd701,83,torf,9,unknown,unknown,cloudy,138,28377,jimeu001,wolfr001,,,,
COL200807030,FLO,COL,DEN02,2008/07/03,0,6:06PM,night,false,drakr901,fairc901,wegnm901,kellj901,park,pitches,platd701,79,fromcf,10,unknown,unknown,cloudy,210,48084,hergm001,gregk001,,,,
