game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,scorer,oscorer
NY1195605260,"""version 7RS(19) of 07/07/92""",BRO,NY1,1956/05/26,NYC14,0,0:00PM,day,false,boggd901,jackb901,gormt101,pineb101,,"""Alan Boodman""",1996/01/07 10:20AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,170,23867,crair101,hearj102,,,"""Allan Roth""",
NY1195606150,"""version 7RS(19) of 07/07/92""",CIN,NY1,1956/06/15,NYC14,0,0:00PM,night,false,pineb101,boggd901,dixoh901,gormt101,"""Comly""","""Comly""",2003/05/10 11:11PM,park,none,0,unknown,-1,unknown,unknown,night,180,11384,mccaw102,klipj101,,,"""22""",
NY1195606160,"""version 7RS(19) of 07/07/92""",CIN,NY1,1956/06/16,NYC14,0,0:00PM,day,false,boggd901,dixoh901,gormt101,pineb101,"""Comly""","""Comly""",2003/05/10 11:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,166,5951,freeh101,worta101,,,"""22""",
NY1195606171,"""version 7RS(19) of 07/07/92""",CIN,NY1,1956/06/17,NYC14,1,0:00PM,day,false,dixoh901,gormt101,pineb101,boggd901,"""Comly""","""Comly""",2003/05/10 11:56PM,park,none,0,unknown,-1,unknown,unknown,unknown,153,0,wilhh101,lapap102,,,"""22""",
NY1195606172,"""version 7RS(19) of 07/07/92""",CIN,NY1,1956/06/17,NYC14,2,0:00PM,day,false,gormt101,pineb101,boggd901,dixoh901,"""Comly""","""Comly""",2003/05/11 12:04AM,park,none,0,unknown,-1,unknown,unknown,unknown,123,17507,nuxhj101,gomer101,,,"""22""",
NY1195606190,"""version 7RS(19) of 07/07/92""",CHN,NY1,1956/06/19,NYC14,0,0:00PM,night,false,gorea901,jackb901,balll901,craws901,"""Bob Kapla""","""Bob Kapla""",2009/06/04 8:23AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,7650,antoj103,rushb101,,,"""104""",
NY1195606200,"""version 7RS(19) of 07/07/92""",CHN,NY1,1956/06/20,NYC14,0,0:00PM,day,false,jackb901,balll901,craws901,gorea901,"""Luke Kraemer""","""Luke Kraemer""",2002/01/30 7:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,3511,worta101,kaisd101,,thomh103,"""Unknown""",
NY1195606220,"""version 7RS(19) of 07/07/92""",MLN,NY1,1956/06/22,NYC14,0,0:00PM,night,false,dascf901,secof101,lands901,goetl901,"""Richard Weston""","""David W. Smith""",2009/06/07 3:32PM,park,none,0,unknown,-1,unknown,unknown,unknown,130,17626,cronr101,gomer101,,,"""104,60,96""",
NY1195606230,"""version 7RS(19) of 07/07/92""",MLN,NY1,1956/06/23,NYC14,0,0:00PM,day,false,secof101,lands901,goetl901,dascf901,"""Bob Kapla""","""Bob Kapla""",2009/05/28 11:07AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,124,9816,spahw101,antoj103,johne101,,"""60""",
NY1195606241,"""version 7RS(19) of 07/07/92""",MLN,NY1,1956/06/24,NYC14,1,0:00PM,day,false,lands901,goetl901,dascf901,secof101,"""David W. Smith""","""David W. Smith""",2009/06/07 4:56PM,park,none,0,unknown,-1,unknown,unknown,unknown,161,0,burdl101,hearj102,,,"""276""",
NY1195606242,"""version 7RS(19) of 07/07/92""",MLN,NY1,1956/06/24,NYC14,2,0:00PM,day,false,goetl901,dascf901,secof101,lands901,"""Comly""","""Comly""",2010/04/05 8:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,170,19448,conlg101,worta101,jolld101,,"""156""",
NY1195606260,"""version 7RS(19) of 07/07/92""",SLN,NY1,1956/06/26,NYC14,0,0:00PM,night,false,conlj102,delmv901,engeb902,donaa901,,"""Alan Boodman""",1996/01/09 7:59AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,114,11823,gomer101,mizew101,,,"""Cardinals""",
NY1195606270,"""version 7RS(19) of 07/07/92""",SLN,NY1,1956/06/27,NYC14,0,0:00PM,day,false,delmv901,engeb902,donaa901,conlj102,,"""Alan Boodman""",1996/01/09 7:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,4852,pohot101,antoj103,,,"""Cardinals""",
NY1195606280,"""version 7RS(19) of 07/07/92""",BRO,NY1,1956/06/28,NYC14,0,0:00PM,night,false,engeb902,donaa901,conlj102,delmv901,,"""Alan Boodman""",1996/01/09 7:46PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,160,20202,grism101,bessd101,,,"""Allan Roth""",
NY1195607041,"""version 7RS(19) of 07/07/92""",BRO,NY1,1956/07/04,NYC14,1,0:00PM,day,false,goetl901,dascf901,secof101,lands901,,"""Alan Boodman""",1996/01/10 8:16AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,190,0,newcd101,gomer101,roebe101,,"""Allan Roth""",
NY1195607042,"""version 7RS(19) of 07/07/92""",BRO,NY1,1956/07/04,NYC14,2,0:00PM,day,false,dascf901,secof101,lands901,goetl901,,"""Alan Boodman""",1996/01/10 10:05AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,149,44859,drysd101,hearj102,labic101,,"""Allan Roth""",
NY1195607070,"""version 7RS(19) of 07/07/92""",PIT,NY1,1956/07/07,NYC14,0,0:00PM,day,false,donaa901,conlj102,delmv901,engeb902,"""Richard Weston/Smith/Townsend""","""David W. Smith/Townsend""",2009/06/13 5:22PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,7151,antoj103,frieb102,wilhh101,,"""276,104,96,140""",
NY1195607081,"""version 7RS(19) of 07/07/92""",PIT,NY1,1956/07/08,NYC14,1,0:00PM,day,false,conlj102,delmv901,engeb902,donaa901,"""Comly/RWood""","""Comly/RWood""",2010/04/06 3:56AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,0,gomer101,law-v101,,,"""280""",
NY1195607082,"""version 7RS(19) of 07/07/92""",PIT,NY1,1956/07/08,NYC14,2,0:00PM,day,false,engeb902,donaa901,conlj102,delmv901,"""Comly/RWood""","""Comly/RWood""",2007/02/24 7:30PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,15406,klinr102,worta101,facer101,,"""210""",
NY1195607240,"""version 7RS(19) of 07/07/92""",MLN,NY1,1956/07/24,NYC14,0,0:00PM,night,false,gormt101,pineb101,dixoh901,donaa901,"""Bob Kapla""","""Bob Kapla""",2009/06/09 2:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,119,12084,spahw101,gomer101,,,"""104""",
NY1195607250,"""version 7RS(19) of 07/07/92""",MLN,NY1,1956/07/25,NYC14,0,0:00PM,day,false,pineb101,dixoh901,donaa901,gormt101,"""Bob Kapla""","""Bob Kapla""",2009/04/11 3:57PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,138,6015,buhlb101,worta101,,,"""60""",
NY1195607260,"""version 7RS(19) of 07/07/92""",MLN,NY1,1956/07/26,NYC14,0,0:00PM,day,false,dixoh901,donaa901,gormt101,pineb101,"""Bob Kapla""","""Bob Kapla""",2009/04/06 4:33PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,131,3761,conlg101,antoj103,,,"""60""",
NY1195607270,"""version 7RS(19) of 07/07/92""",SLN,NY1,1956/07/27,NYC14,0,0:00PM,night,false,dascf901,secof101,(none),engeb902,,"""Alan Boodman""",1996/01/10 4:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,7939,margj101,mcdal101,grism101,,"""Cardinals""",
NY1195607280,"""version 7RS(19) of 07/07/92""",SLN,NY1,1956/07/28,NYC14,0,0:00PM,day,false,secof101,engeb902,(none),dascf901,,"""Alan Boodman""",1996/01/10 7:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,4864,mizew101,gomer101,konsj101,,"""Cardinals""",
NY1195607290,"""version 7RS(19) of 07/07/92""",SLN,NY1,1956/07/29,NYC14,0,0:00PM,day,false,engeb902,dascf901,(none),secof101,,"""Alan Boodman""",1996/01/10 7:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,179,8597,pohot101,wilhh101,jackl102,,"""Cardinals""",
NY1195607311,"""version 7RS(19) of 07/07/92""",CIN,NY1,1956/07/31,NYC14,1,0:00PM,day,false,lands901,boggd901,craws901,balll901,"""Comly""","""Comly""",2003/05/22 11:24PM,park,none,0,unknown,-1,unknown,unknown,night,123,0,margj101,fowla101,,,"""22""",
NY1195607312,"""version 7RS(19) of 07/07/92""",CIN,NY1,1956/07/31,NYC14,2,0:00PM,night,false,boggd901,craws901,balll901,lands901,"""Comly""","""Comly""",2003/05/22 11:39PM,park,none,0,unknown,-1,unknown,unknown,night,149,10564,jeffh101,littd102,freeh101,,"""22""",
NY1195608010,"""version 7RS(19) of 07/07/92""",CIN,NY1,1956/08/01,NYC14,0,1:00PM,day,false,craws901,balll901,lands901,boggd901,"""Comly""","""Comly""",2003/05/24 9:04AM,park,none,0,unknown,-1,unknown,unknown,unknown,125,3605,gomer101,klipj101,grism101,,"""22""",
NY1195608020,"""version 7RS(19) of 07/07/92""",CIN,NY1,1956/08/02,NYC14,0,0:00PM,day,false,balll901,lands901,boggd901,craws901,"""Comly""","""Comly""",2003/05/24 9:16AM,park,none,0,unknown,-1,unknown,unknown,unknown,167,2928,acket101,antoj103,nuxhj101,,"""22""",
NY1195608031,"""version 7RS(19) of 07/07/92""",CHN,NY1,1956/08/03,NYC14,1,0:00PM,day,false,donaa901,gormt101,pineb101,dixoh901,"""Bob Kapla""","""Bob Kapla""",2009/06/05 8:28AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,0,hearj102,kaisd101,,,"""104""",
NY1195608032,"""version 7RS(19) of 07/07/92""",CHN,NY1,1956/08/03,NYC14,2,0:00PM,night,false,gormt101,pineb101,dixoh901,donaa901,"""Bob Kapla""","""Bob Kapla""",2009/06/05 1:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,6241,rushb101,grism101,,,"""104""",
NY1195608071,"""version 7RS(19) of 07/07/92""",PHI,NY1,1956/08/07,NYC14,1,0:00PM,day,false,delmv901,conlj102,(none),jackb901,"""Comly""","""Comly""",2003/05/26 2:03AM,park,count,0,unknown,-1,unknown,unknown,night,155,0,haddh101,wilhh101,millb103,,"""123""",
NY1195608072,"""version 7RS(19) of 07/07/92""",PHI,NY1,1956/08/07,NYC14,2,0:00PM,night,false,conlj102,jackb901,(none),delmv901,"""Comly""","""Comly""",2003/05/26 2:29AM,park,count,0,unknown,-1,unknown,unknown,night,144,7648,simmc101,antoj103,,,"""123""",
NY1195608080,"""version 7RS(19) of 07/07/92""",PHI,NY1,1956/08/08,NYC14,0,0:00PM,day,false,jackb901,delmv901,(none),conlj102,"""Comly""","""Comly""",2003/05/26 3:03AM,park,count,0,unknown,-1,unknown,unknown,unknown,138,3485,rober102,hearj102,,,"""123""",
NY1195608090,"""version 7RS(19) of 07/07/92""",PHI,NY1,1956/08/09,NYC14,0,0:00PM,day,false,delmv901,conlj102,(none),jackb901,"""Comly""","""Comly""",2003/05/26 3:21AM,park,count,0,unknown,-1,unknown,unknown,unknown,131,2552,margj101,rogos101,grism101,,"""123""",
NY1195608170,"""version 7RS(19) of 07/07/92""",PIT,NY1,1956/08/17,NYC14,0,0:00PM,night,false,gormt101,pineb101,dixoh901,donaa901,"""Bob Kapla""","""Bob Kapla""",2009/06/05 3:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,158,5998,margj101,mungr101,mccaw102,,"""104""",
NY1195608180,"""version 7RS(19) of 07/07/92""",PIT,NY1,1956/08/18,NYC14,0,0:00PM,day,false,pineb101,dixoh901,donaa901,gormt101,"""Richard Weston/Smith""","""David W. Smith""",2009/06/21 2:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,4955,frieb102,gomer101,,,"""140,104,96,603""",
NY1195608191,"""version 7RS(19) of 07/07/92""",PIT,NY1,1956/08/19,NYC14,1,0:00PM,day,false,dixoh901,donaa901,gormt101,pineb101,"""Richard Weston/Smith""","""David W. Smith""",2009/06/21 2:43PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,0,wilhh101,halld101,,,"""137,140,104,96""",
NY1195608310,"""version 7RS(19) of 07/07/92""",BRO,NY1,1956/08/31,NYC14,0,0:00PM,night,false,craws901,balll901,gorea901,boggd901,,"""Alan Boodman""",1996/01/11 6:42PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,174,31453,newcd101,ridzs101,,,"""Allan Roth""",
NY1195609011,"""version 7RS(19) of 07/07/92""",BRO,NY1,1956/09/01,NYC14,1,0:00PM,day,false,balll901,gorea901,boggd901,craws901,,"""Alan Boodman""",1996/01/12 8:02AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,158,16523,drysd101,wilhh101,labic101,,"""Allan Roth""",
NY1195609012,"""version 7RS(19) of 07/07/92""",BRO,NY1,1956/09/01,NYC14,2,0:00PM,night,false,gorea901,boggd901,craws901,balll901,,"""Alan Boodman""",1996/01/12 8:12AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,167,14154,magls101,surkm101,bessd101,,"""Allan Roth""",
NY1195609021,"""version 7RS(19) of 07/07/92""",BRO,NY1,1956/09/02,NYC14,1,0:00PM,day,false,boggd901,craws901,balll901,gorea901,,"""Alan Boodman""",1996/01/12 8:28AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,151,0,antoj103,erskc101,,,"""Allan Roth""",
NY1195609022,"""version 7RS(19) of 07/07/92""",BRO,NY1,1956/09/02,NYC14,2,0:00PM,day,false,craws901,balll901,gorea901,boggd901,"""David W. Smith""","""David W. Smith""",1994/06/11 5:17PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,146,32097,worta101,koufs101,littd102,,"""Allan Roth""",
NY1195609110,"""version 7RS(19) of 07/07/92""",CIN,NY1,1956/09/11,NYC14,0,0:00PM,day,false,jackb901,delmv901,conlj102,lands901,,"""Alan Boodman""",1996/01/12 12:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,3173,fowla101,margj101,freeh101,,"""Koppett""",
NY1195609120,"""version 7RS(19) of 07/07/92""",CIN,NY1,1956/09/12,NYC14,0,0:00PM,day,false,delmv901,conlj102,lands901,jackb901,"""Comly""","""Comly""",2003/05/26 11:23PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,1839,antoj103,nuxhj101,,,"""22""",
NY1195609130,"""version 7RS(19) of 07/07/92""",SLN,NY1,1956/09/13,NYC14,0,0:00PM,night,false,donaa901,gormt101,pineb101,dixoh901,,"""Alan Boodman""",1996/01/12 12:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,111,4958,mizew101,worta101,,,"""Cardinals""",
NY1195609140,"""version 7RS(19) of 07/07/92""",SLN,NY1,1956/09/14,NYC14,0,0:00PM,day,false,gormt101,pineb101,dixoh901,donaa901,,"""Alan Boodman""",1996/01/12 12:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,119,1434,gomer101,pohot101,,,"""Cardinals""",
NY1195609150,"""version 7RS(19) of 07/07/92""",SLN,NY1,1956/09/15,NYC14,0,0:00PM,day,false,pineb101,dixoh901,donaa901,gormt101,,"""Alan Boodman""",1996/01/12 3:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,170,4150,mcdal101,mccom103,collj102,,"""Cardinals""",
NY1195609171,"""version 7RS(19) of 07/07/92""",MLN,NY1,1956/09/17,NYC14,1,0:00PM,day,false,jackb901,delmv901,conlj102,lands901,,"""Alan Boodman""",1996/01/12 3:17PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,0,antoj103,conlg101,,,"""Koppett""",
NY1195609172,"""version 7RS(19) of 07/07/92""",MLN,NY1,1956/09/17,NYC14,2,0:00PM,night,false,delmv901,conlj102,lands901,jackb901,,"""Alan Boodman""",1996/01/12 3:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,163,13819,spahw101,worta101,,,"""Koppett""",
NY1195609181,"""version 7RS(19) of 07/07/92""",CHN,NY1,1956/09/18,NYC14,1,0:00PM,day,false,boggd901,craws901,balll901,gorea901,"""Wayne Townsend""","""Wayne Townsend""",2007/01/30 8:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,153,0,rushb101,gomer101,,,"""253,276""",
NY1195609210,"""version 7RS(19) of 07/07/92""",PHI,NY1,1956/09/21,NYC14,0,0:00PM,night,false,conlj102,lands901,jackb901,delmv901,"""Comly""","""Comly""",2003/06/01 9:30PM,park,count,0,unknown,-1,unknown,unknown,night,140,3231,antoj103,farrt101,,,"""123""",
NY1195609220,"""version 7RS(19) of 07/07/92""",PHI,NY1,1956/09/22,NYC14,0,0:00PM,day,false,lands901,jackb901,delmv901,conlj102,"""Comly""","""Comly""",2003/06/01 9:40PM,park,count,0,unknown,-1,unknown,unknown,unknown,115,2496,worta101,rober102,,,"""123""",
NY1195609230,"""version 7RS(19) of 07/07/92""",PHI,NY1,1956/09/23,NYC14,0,0:00PM,day,false,jackb901,delmv901,conlj102,lands901,"""Comly""","""Comly""",2003/06/01 9:55PM,park,count,0,unknown,-1,unknown,unknown,unknown,150,6134,simmc101,gomer101,,,"""123""",
NY1195609250,"""version 7RS(19) of 07/07/92""",PIT,NY1,1956/09/25,NYC14,0,0:00PM,day,false,delmv901,conlj102,lands901,jackb901,"""D Lamoureaux""","""D Lamoureaux""",2007/01/30 8:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,1275,antoj103,klinr102,surkm101,,"""253""",
BOS195604170,"""version 7RS(19) of 07/07/92""",BAL,BOS,1956/04/17,BOS07,0,0:00PM,day,false,papaj901,hurle901,soarh901,chyln901,"""Luke Kraemer""","""Luke Kraemer""",1997/12/05 5:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,139,32563,sullf101,wighb101,,,,
BOS195604180,"""version 7RS(19) of 07/07/92""",BAL,BOS,1956/04/18,BOS07,0,0:00PM,day,false,hurle901,soarh901,chyln901,papaj901,"""Luke Kraemer""","""Luke Kraemer""",1997/12/05 6:00PM,park,none,0,unknown,-1,unknown,unknown,unknown,165,8759,portb102,moorr101,,,,
BOS195604190,"""version 7RS(19) of 07/07/92""",BAL,BOS,1956/04/19,BOS07,0,0:00PM,day,false,soarh901,chyln901,papaj901,hurle901,"""Luke Kraemer""","""Luke Kraemer""",1997/12/05 6:06PM,park,none,0,unknown,-1,unknown,unknown,unknown,121,23962,brewt101,palie101,,,,
BOS195604250,"""version 7RS(19) of 07/07/92""",WS1,BOS,1956/04/25,BOS07,0,0:00PM,day,false,romme101,tabaf901,stevj901,runge901,"""Luke Kraemer""","""Luke Kraemer""",2004/02/27 6:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,143,4638,ramop101,portb102,,,"""WS1""",
BOS195604270,"""version 7RS(19) of 07/07/92""",NYA,BOS,1956/04/27,BOS07,0,0:00PM,day,false,tabaf901,stevj901,runge901,romme101,"""Luke Kraemer""","""Luke Kraemer""",1994/07/06 11:17AM,park,none,0,unknown,-1,unknown,unknown,unknown,156,12626,larsd102,brewt101,,larsd102,,
BOS195604280,"""version 7RS(19) of 07/07/92""",NYA,BOS,1956/04/28,BOS07,0,0:00PM,day,false,stevj901,runge901,romme101,tabaf901,"""Luke Kraemer""","""Luke Kraemer""",1994/07/06 11:25AM,park,none,0,unknown,-1,unknown,unknown,unknown,177,27357,sisld102,turlb101,,vernm101,,
BOS195605010,"""version 7RS(19) of 07/07/92""",KC1,BOS,1956/05/01,BOS07,0,0:00PM,day,false,hurle901,soarh901,chyln901,papaj901,"""Luke Kraemer""","""Luke Kraemer""",2003/05/12 7:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,128,4224,kretl101,portb102,,demaj101,"""Boston Rec-Am""",
BOS195605020,"""version 7RS(19) of 07/07/92""",KC1,BOS,1956/05/02,BOS07,0,0:00PM,night,false,soarh901,chyln901,papaj901,hurle901,"""Luke Kraemer""","""Luke Kraemer""",2003/05/12 7:32PM,park,none,0,unknown,-1,unknown,unknown,unknown,119,3825,brewt101,ditma101,,jensj101,"""Boston Rec-Am""",
BOS195605030,"""version 7RS(19) of 07/07/92""",DET,BOS,1956/05/03,BOS07,0,0:00PM,day,false,chyln901,papaj901,hurle901,soarh901,"""D Lamoureaux""","""D Lamoureaux""",2003/03/02 1:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,4600,sullf101,maasd101,,,"""DET""",
BOS195605040,"""version 7RS(19) of 07/07/92""",DET,BOS,1956/05/04,BOS07,0,0:00PM,day,false,papaj901,hurle901,soarh901,chyln901,"""D Lamoureaux""","""D Lamoureaux""",2003/03/02 1:22PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,172,6735,parnm101,foytp101,sisld102,,"""DET""",
BOS195605050,"""version 7RS(19) of 07/07/92""",DET,BOS,1956/05/05,BOS07,0,0:00PM,day,false,hurle901,soarh901,chyln901,papaj901,"""D Lamoureaux""","""D Lamoureaux""",2003/03/02 2:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,170,17730,hoefb101,deloi101,,,"""DET""",
BOS195605070,"""version 7RS(19) of 07/07/92""",CLE,BOS,1956/05/07,BOS07,0,0:00PM,day,false,summb901,mckib901,flahr901,ricej901,"""D Lamoureaux""","""D Lamoureaux""",2003/03/02 2:18PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,4396,brewt101,garcm101,,,"""CLE""",
BOS195605080,"""version 7RS(19) of 07/07/92""",CHA,BOS,1956/05/08,BOS07,0,0:00PM,day,false,mckib901,flahr901,ricej901,summb901,"""D Lamoureaux""","""D Lamoureaux""",2003/03/02 2:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,202,4706,sisld102,howed101,,,"""CHA""",
BOS195605090,"""version 7RS(19) of 07/07/92""",CHA,BOS,1956/05/09,BOS07,0,0:00PM,day,false,flahr901,ricej901,summb901,mckib901,"""D Lamoureaux""","""D Lamoureaux""",2003/03/02 2:42PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,168,7611,hurdt101,fornm101,sisld102,,"""CHA""",
BOS195605100,"""version 7RS(19) of 07/07/92""",CHA,BOS,1956/05/10,BOS07,0,0:00PM,day,false,ricej901,summb901,mckib901,flahr901,"""D Lamoureaux""","""D Lamoureaux""",2003/03/02 2:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,154,5282,keegb101,parnm101,,,"""CHA""",
BOS195605250,"""version 7RS(19) of 07/07/92""",WS1,BOS,1956/05/25,BOS07,0,0:00PM,night,false,flahr901,ricej901,summb901,mckib901,"""Comly""","""Comly""",2007/05/21 9:08AM,park,none,0,unknown,-1,unknown,unknown,unknown,155,24879,ramop101,suscg101,chakb101,,"""14""",
BOS195605260,"""version 7RS(19) of 07/07/92""",WS1,BOS,1956/05/26,BOS07,0,0:00PM,day,false,ricej901,summb901,mckib901,flahr901,"""Comly""","""Comly""",2007/05/21 9:25AM,park,none,0,unknown,-1,unknown,unknown,unknown,137,10753,stobc101,deloi101,,,"""14""",
BOS195605271,"""version 7RS(19) of 07/07/92""",WS1,BOS,1956/05/27,BOS07,1,0:00PM,day,false,summb901,mckib901,flahr901,ricej901,"""Comly""","""Comly""",2007/05/21 9:41AM,park,none,0,unknown,-1,unknown,unknown,unknown,125,0,brewt101,grobc101,,,"""14""",
BOS195605272,"""version 7RS(19) of 07/07/92""",WS1,BOS,1956/05/27,BOS07,2,0:00PM,day,false,mckib901,flahr901,ricej901,summb901,"""Comly""","""Comly""",2007/05/23 9:21PM,park,none,0,unknown,-1,unknown,unknown,unknown,185,11574,ramop101,hurdt101,stond102,,"""14""",
BOS195606010,"""version 7RS(19) of 07/07/92""",KC1,BOS,1956/06/01,BOS07,0,0:00PM,night,false,honoj901,nappl901,umonf901,berrc103,"""Luke Kraemer""","""Luke Kraemer""",2003/05/12 9:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,21856,brewt101,herrt102,,whits103,"""Boston Rec-Am""",
BOS195606020,"""version 7RS(19) of 07/07/92""",KC1,BOS,1956/06/02,BOS07,0,0:00PM,day,false,nappl901,umonf901,berrc103,honoj901,"""Luke Kraemer""","""Luke Kraemer""",2003/05/12 9:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,148,9805,gormt102,sullf101,shanb102,slaue101,"""Boston Rec-Am""",
BOS195606030,"""version 7RS(19) of 07/07/92""",KC1,BOS,1956/06/03,BOS07,0,0:00PM,day,false,umonf901,berrc103,honoj901,nappl901,"""Luke Kraemer""","""Luke Kraemer""",2003/05/12 10:06PM,park,none,0,unknown,-1,unknown,unknown,unknown,177,20097,kella103,suscg101,,thomt106,"""Boston Rec-Am""",
BOS195606050,"""version 7RS(19) of 07/07/92""",DET,BOS,1956/06/05,BOS07,0,0:00PM,night,false,berrc103,honoj901,nappl901,umonf901,"""D Lamoureaux""","""D Lamoureaux""",2003/03/10 7:48AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,180,26649,trucv101,portb102,abera101,,"""DET""",
BOS195606060,"""version 7RS(19) of 07/07/92""",DET,BOS,1956/06/06,BOS07,0,0:00PM,day,false,honoj901,nappl901,umonf901,berrc103,"""D Lamoureaux""","""D Lamoureaux""",2003/03/10 8:00AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,7161,brewt101,foytp101,deloi101,,"""DET""",
BOS195606070,"""version 7RS(19) of 07/07/92""",DET,BOS,1956/06/07,BOS07,0,0:00PM,day,false,nappl901,umonf901,berrc103,honoj901,"""D Lamoureaux""","""D Lamoureaux""",2003/03/10 8:08AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,172,6905,sullf101,abera101,,,"""DET""",
BOS195606080,"""version 7RS(19) of 07/07/92""",CHA,BOS,1956/06/08,BOS07,0,0:00PM,night,false,stevj901,runge901,romme101,chyln901,"""D Lamoureaux""","""D Lamoureaux""",2003/03/10 8:15AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,152,23928,nixow101,keegb101,,,"""CHA""",
BOS195606090,"""version 7RS(19) of 07/07/92""",CHA,BOS,1956/06/09,BOS07,0,0:00PM,day,false,runge901,romme101,chyln901,stevj901,"""D Lamoureaux""","""D Lamoureaux""",2003/03/10 8:23AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,159,16730,wilsj104,deloi101,,,"""CHA""",
BOS195606100,"""version 7RS(19) of 07/07/92""",CHA,BOS,1956/06/10,BOS07,0,0:00PM,day,false,romme101,chyln901,stevj901,runge901,"""D Lamoureaux""","""D Lamoureaux""",2003/03/10 8:29AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,146,25453,pierb101,suscg101,,,"""CHA""",
BOS195606111,"""version 7RS(19) of 07/07/92""",CLE,BOS,1956/06/11,BOS07,1,0:00PM,day,false,chyln901,stevj901,runge901,romme101,"""D Lamoureaux""","""D Lamoureaux""",2003/03/10 8:33AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,133,6330,mclic101,portb102,narlr101,,"""CLE""",
BOS195606112,"""version 7RS(19) of 07/07/92""",CLE,BOS,1956/06/11,BOS07,2,0:00PM,night,false,stevj901,runge901,romme101,chyln901,"""D Lamoureaux""","""D Lamoureaux""",2003/03/10 8:42AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,24193,brewt101,garcm101,,,"""CLE""",
BOS195606120,"""version 7RS(19) of 07/07/92""",CLE,BOS,1956/06/12,BOS07,0,0:00PM,night,false,runge901,romme101,chyln901,stevj901,"""D Lamoureaux""","""D Lamoureaux""",2003/03/16 5:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,157,29190,sullf101,wynne101,hurdt101,,"""CLE""",
