game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,away_pitcher,wp,lp,winner
BAL195604200,BAL,WS1,0,0,,D,wilsj104,brodd101,BAL
BAL195604210,BAL,WS1,2,4,,D,stond102,wighb101,WS1
BAL195604221,BAL,WS1,0,3,,D,besaf101,wiesb101,BAL
BAL195604222,BAL,WS1,1,0,,D,pascc102,moorr101,WS1
BAL195604250,BAL,NYA,0,0,,N,fordw101,palie101,NYA
BAL195604260,BAL,NYA,1,4,,D,wilsj104,morgt101,BAL
BAL195605010,BAL,CHA,0,1,,N,zuveg101,howed101,BAL
BAL195605030,BAL,CLE,1,3,,N,garcm101,wighb101,CLE
BAL195605040,BAL,CLE,2,0,,N,wilsj104,scorh101,BAL
BAL195605050,BAL,CLE,0,0,,D,lemob101,ferrd102,CLE
BAL195605061,BAL,DET,1,0,,D,moorr101,groms101,BAL
BAL195605062,BAL,DET,0,0,,D,palie101,laryf101,BAL
BAL195605070,BAL,DET,0,0,,N,zuveg101,abera101,BAL
BAL195605080,BAL,KC1,5,0,,N,browh101,cecca101,BAL
BAL195605090,BAL,KC1,0,0,,N,ditma101,wilsj104,KC1
BAL195605250,BAL,NYA,0,3,,N,kuckj101,ferrd102,NYA
BAL195605260,BAL,NYA,4,2,,N,wighb101,mcdem102,BAL
BAL195605280,BAL,WS1,2,0,,N,fornm101,chakb101,BAL
BAL195605290,BAL,WS1,0,0,,D,stond102,palie101,WS1
BAL195605301,BAL,BOS,0,0,,D,moorr101,sisld102,BAL
BAL195605302,BAL,BOS,0,2,,D,zuveg101,kiell101,BAL
BAL195605310,BAL,BOS,1,2,,D,portb102,wighb101,BOS
BAL195606010,BAL,CHA,2,0,,N,johnc103,keegb101,BAL
BAL195606031,BAL,CHA,0,1,,D,donod101,palie101,CHA
BAL195606032,BAL,CHA,0,4,,D,wilsj104,fornm101,CHA
BAL195606040,BAL,CHA,0,4,,N,pierb101,ferrd102,CHA
BAL195606050,BAL,CLE,1,3,,N,lemob101,moorr101,CLE
BAL195606060,BAL,CLE,0,0,,N,houta101,johnc103,CLE
