game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,scorer,translator,inputter,inputtime,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype,oscorer
CHN192205170,"""version 7RS(19) of 07/07/92""",BSN,CHN,1922/05/17,CHI11,0,0:00PM,day,false,"""127""","""D Lamoureaux""","""D Lamoureaux""",2001/05/05 8:34AM,hartb901,odayh101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,115,0,jonep101,mcquh101,,,,
CHN192205200,"""version 7RS(19) of 07/07/92""",BSN,CHN,1922/05/20,CHI11,0,0:00PM,day,false,"""127""","""D Lamoureaux""","""D Lamoureaux""",2001/05/05 8:39AM,odayh101,hartb901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,105,9000,alexg102,filld101,,,,
CHN192205210,"""version 7RS(19) of 07/07/92""",BRO,CHN,1922/05/21,CHI11,0,0:00PM,day,false,"""98""","""DWV""","""DWV""",1997/11/20 10:33AM,hartb901,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,118,18000,ruetd101,aldrv101,,,,
CHN192205220,"""version 7RS(19) of 07/07/92""",BRO,CHN,1922/05/22,CHI11,0,0:00PM,day,false,"""98""","""DWV""","""DWV""",1997/11/20 11:53AM,odayh101,hartb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,92,5000,vancd101,cheev101,,,,
CHN192205230,"""version 7RS(19) of 07/07/92""",BRO,CHN,1922/05/23,CHI11,0,0:00PM,day,false,"""127""","""D Lamoureaux""","""D Lamoureaux""",2001/05/05 9:04AM,hartb901,odayh101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,123,0,mamaa101,jonep101,,,,
CHN192205290,"""version 7RS(19) of 07/07/92""",SLN,CHN,1922/05/29,CHI11,0,0:00PM,day,false,"""127""","""D Lamoureaux""","""D Lamoureaux""",2001/05/05 3:08PM,mccob104,sentp101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,135,4000,nortl101,kauft101,,,,
CHN192205301,"""version 7RS(19) of 07/07/92""",SLN,CHN,1922/05/30,CHI11,1,0:00PM,day,false,"""127""","""D Lamoureaux""","""D Lamoureaux""",2001/05/05 6:07PM,sentp101,mccob104,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,104,4500,stueg101,sherb101,,,,
CHN192205302,"""version 7RS(19) of 07/07/92""",SLN,CHN,1922/05/30,CHI11,2,0:00PM,day,false,"""127""","""D Lamoureaux""","""D Lamoureaux""",2001/05/05 6:13PM,mccob104,sentp101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,95,14000,aldrv101,doakb101,,,,
CHN192206010,"""version 7RS(19) of 07/07/92""",CIN,CHN,1922/06/01,CHI11,0,0:00PM,day,false,"""127""","""D Lamoureaux""","""D Lamoureaux""",2001/05/20 11:18AM,sentp101,mccob104,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,98,3499,luqud101,alexg102,,,,
CHN192206020,"""version 7RS(19) of 07/07/92""",CIN,CHN,1922/06/02,CHI11,0,0:00PM,day,false,"""127""","""D Lamoureaux""","""D Lamoureaux""",2001/05/20 11:46AM,mccob104,sentp101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,124,6000,coucj101,kauft101,,,,
CHN192206030,"""version 7RS(19) of 07/07/92""",CIN,CHN,1922/06/03,CHI11,0,0:00PM,day,false,"""127""","""D Lamoureaux""","""D Lamoureaux""",2001/05/20 11:54AM,sentp101,mccob104,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,100,0,rixee101,aldrv101,,,,
CHN192206040,"""version 7RS(19) of 07/07/92""",CIN,CHN,1922/06/04,CHI11,0,0:00PM,day,false,"""127""","""Tom Ruane""","""Tom Ruane""",2006/01/02 11:54AM,mccob104,sentp101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,107,0,alexg102,markc101,,,,
CHN192206260,"""version 7RS(19) of 07/07/92""",PIT,CHN,1922/06/26,CHI11,0,0:00PM,day,false,"""127""","""D Lamoureaux""","""D Lamoureaux""",2001/05/24 3:32PM,klemb901,wilsf901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,95,5000,stueg101,morrj105,,,,
CHN192206271,"""version 7RS(19) of 07/07/92""",PIT,CHN,1922/06/27,CHI11,1,0:00PM,day,false,"""127""","""D Lamoureaux""","""D Lamoureaux""",2001/05/24 3:38PM,wilsf901,klemb901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,103,0,coopw101,cheev101,,,,
CHN192206272,"""version 7RS(19) of 07/07/92""",PIT,CHN,1922/06/27,CHI11,2,0:00PM,day,false,"""127""","""D Lamoureaux""","""D Lamoureaux""",2001/05/24 3:42PM,klemb901,wilsf901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,103,9000,glazw101,alexg102,carlh101,,,
CHN192206280,"""version 7RS(19) of 07/07/92""",PIT,CHN,1922/06/28,CHI11,0,0:00PM,day,false,"""127""","""D Lamoureaux""","""D Lamoureaux""",2001/05/24 3:52PM,klemb901,wilsf901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,113,3000,hamie101,aldrv101,,,,
CHN192206300,"""version 7RS(19) of 07/07/92""",CIN,CHN,1922/06/30,CHI11,0,0:00PM,day,false,"""127""","""D Lamoureaux""","""D Lamoureaux""",2001/05/24 6:21PM,klemb901,pfirc901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,113,4000,rixee101,stueg101,,,,
CHN192207010,"""version 7RS(19) of 07/07/92""",CIN,CHN,1922/07/01,CHI11,0,0:00PM,day,false,"""109""","""D Lamoureaux""","""D Lamoureaux""",2001/02/27 12:56PM,klemb901,pfirc901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,112,3000,osbot101,donop102,,,,
CHN192207020,"""version 7RS(19) of 07/07/92""",PIT,CHN,1922/07/02,CHI11,0,0:00PM,day,false,"""109""","""D Lamoureaux""","""D Lamoureaux""",2001/02/27 1:13PM,klemb901,pfirc901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,104,8000,alexg102,hamie101,,,,
CHN192207070,"""version 7RS(19) of 07/07/92""",BSN,CHN,1922/07/07,CHI11,0,0:00PM,day,false,"""109""","""D Lamoureaux""","""D Lamoureaux""",2001/02/27 1:47PM,sentp101,mccob104,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,100,10000,alexg102,millf102,,,,
CHN192207081,"""version 7RS(19) of 07/07/92""",BSN,CHN,1922/07/08,CHI11,1,0:00PM,day,false,"""109""","""D Lamoureaux""","""D Lamoureaux""",2001/02/27 4:35PM,mccob104,sentp101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,109,0,stueg101,filld101,osbot101,,,
CHN192207082,"""version 7RS(19) of 07/07/92""",BSN,CHN,1922/07/08,CHI11,2,0:00PM,day,false,"""111,71,163,274""","""Dick Cramer""","""Dick Cramer""",2022/05/14 11:00AM,sentp101,mccob104,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,117,15000,kauft101,mcquh101,,,,
CHN192207090,"""version 7RS(19) of 07/07/92""",BSN,CHN,1922/07/09,CHI11,0,0:00PM,day,false,"""109""","""D Lamoureaux""","""D Lamoureaux""",2001/02/27 5:44PM,mccob104,sentp101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,87,12000,aldrv101,oescj101,,,,
CHN192207100,"""version 7RS(19) of 07/07/92""",BSN,CHN,1922/07/10,CHI11,0,0:00PM,day,false,"""109""","""D Lamoureaux""","""D Lamoureaux""",2001/02/27 5:50PM,sentp101,mccob104,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,87,0,jonep101,marqr102,,,,
CHN192207110,"""version 7RS(19) of 07/07/92""",NY1,CHN,1922/07/11,CHI11,0,0:00PM,day,false,"""98""","""DWV/RWood""","""DWV/RWood""",1998/01/18 10:13PM,klemb901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,109,10000,barnj102,cheev101,,,,
CHN192207120,"""version 7RS(19) of 07/07/92""",NY1,CHN,1922/07/12,CHI11,0,0:00PM,day,false,"""98""","""DWV""","""DWV""",1998/01/19 10:10AM,klemb901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,108,5000,tonef101,alexg102,,,,
CHN192207130,"""version 7RS(19) of 07/07/92""",NY1,CHN,1922/07/13,CHI11,0,0:00PM,day,false,"""98""","""DWV/RWood""","""DWV/RWood""",1998/01/19 3:54PM,klemb901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,161,5000,aldrv101,causr101,,,,
CHN192207140,"""version 7RS(19) of 07/07/92""",NY1,CHN,1922/07/14,CHI11,0,0:00PM,day,false,"""98""","""DWV""","""DWV""",1998/01/19 7:46PM,klemb901,pfirc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,109,15000,cheev101,nehfa101,,,,
CHN192207150,"""version 7RS(19) of 07/07/92""",PHI,CHN,1922/07/15,CHI11,0,0:00PM,day,false,"""109""","""D Lamoureaux""","""D Lamoureaux""",2001/02/27 6:14PM,riglc901,morac102,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,108,10000,weinl101,kauft101,,,,
CHN192207160,"""version 7RS(19) of 07/07/92""",PHI,CHN,1922/07/16,CHI11,0,0:00PM,day,false,"""109""","""Tom Ruane""","""Tom Ruane""",2006/01/07 6:14PM,riglc901,morac102,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,122,0,smitg104,alexg102,hubbb101,,,
CHN192207170,"""version 7RS(19) of 07/07/92""",PHI,CHN,1922/07/17,CHI11,0,0:00PM,day,false,"""109""","""D Lamoureaux""","""D Lamoureaux""",2001/02/27 6:21PM,morac102,riglc901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,105,3000,jonep101,meadl101,,,,
CHN192207180,"""version 7RS(19) of 07/07/92""",PHI,CHN,1922/07/18,CHI11,0,0:00PM,day,false,"""109""","""D Lamoureaux""","""D Lamoureaux""",2001/02/28 3:09AM,riglc901,morac102,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,110,0,aldrv101,singj101,,,,
CHN192207190,"""version 7RS(19) of 07/07/92""",BRO,CHN,1922/07/19,CHI11,0,0:00PM,day,false,"""98""","""DWV""","""DWV""",1998/01/20 9:29PM,sentp101,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,4500,osbot101,smits102,,,,
CHN192207200,"""version 7RS(19) of 07/07/92""",BRO,CHN,1922/07/20,CHI11,0,0:00PM,day,false,"""98""","""DWV""","""DWV""",1998/01/21 1:50PM,odayh101,sentp101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,116,0,grimb101,kauft101,,,,
CHN192207210,"""version 7RS(19) of 07/07/92""",BRO,CHN,1922/07/21,CHI11,0,0:00PM,day,false,"""98""","""DWV""","""DWV""",1998/01/21 7:43PM,sentp101,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,73,5000,alexg102,ruetd101,,,,
CHN192207220,"""version 7RS(19) of 07/07/92""",BRO,CHN,1922/07/22,CHI11,0,0:00PM,day,false,"""98""","""DWV""","""DWV""",1998/01/21 9:12PM,hartb901,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,6000,vancd101,cheev101,,,,
CHN192207230,"""version 7RS(19) of 07/07/92""",BRO,CHN,1922/07/23,CHI11,0,0:00PM,day,false,"""98""","""Tom Ruane""","""Tom Ruane""",2006/01/06 9:12PM,sentp101,hartb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,91,15000,aldrv101,shrih101,,,,
CHN192208151,"""version 7RS(19) of 07/07/92""",BSN,CHN,1922/08/15,CHI11,1,0:00PM,day,false,"""109""","""D Lamoureaux""","""D Lamoureaux""",2001/04/16 7:43PM,quige901,morac102,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,89,0,kauft101,watsm103,,,,
CHN192208152,"""version 7RS(19) of 07/07/92""",BSN,CHN,1922/08/15,CHI11,2,0:00PM,day,false,"""109""","""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",2001/04/17 3:39AM,morac102,quige901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,105,10000,jonep101,mcnat101,cheev101,,,
CHN192208160,"""version 7RS(19) of 07/07/92""",BSN,CHN,1922/08/16,CHI11,0,0:00PM,day,false,"""277""","""Comly/RWood""","""Comly/RWood""",2013/07/21 9:15AM,quige901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,128,0,osbot101,hulih101,cheev101,,,
CHN192208170,"""version 7RS(19) of 07/07/92""",BSN,CHN,1922/08/17,CHI11,0,0:00PM,day,false,"""94""","""94""","""Comly""",2013/07/17 2:29AM,morac102,quige901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,0,stueg101,oescj101,jonep101,,,
CHN192208180,"""version 7RS(19) of 07/07/92""",NY1,CHN,1922/08/18,CHI11,0,0:00PM,day,false,"""111,73,96,104,395,606""","""Rob Wood""","""Rob Wood""",2022/06/18 9:11PM,mccob104,riglc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,176,27000,jonnc101,cheev101,scotj101,,,
CHN192208190,"""version 7RS(19) of 07/07/92""",NY1,CHN,1922/08/19,CHI11,0,0:00PM,day,false,"""98""","""DWV""","""DWV""",1998/01/29 8:58AM,riglc901,mccob104,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,144,20000,alexg102,nehfa101,,,,
CHN192208200,"""version 7RS(19) of 07/07/92""",NY1,CHN,1922/08/20,CHI11,0,0:00PM,day,false,"""98""","""DWV""","""DWV""",1998/01/29 8:15PM,mccob104,riglc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,127,28000,scotj101,kauft101,jonnc101,,,
CHN192208220,"""version 7RS(19) of 07/07/92""",BRO,CHN,1922/08/22,CHI11,0,0:00PM,day,false,"""98""","""DWV""","""DWV""",1998/01/29 11:07PM,odayh101,hartb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,117,0,vancd101,stueg101,,,,
CHN192208230,"""version 7RS(19) of 07/07/92""",BRO,CHN,1922/08/23,CHI11,0,0:00PM,day,false,"""98""","""DWV""","""DWV""",1998/01/30 8:18AM,hartb901,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,84,5000,smits102,jonep101,,,,
CHN192208240,"""version 7RS(19) of 07/07/92""",BRO,CHN,1922/08/24,CHI11,0,0:00PM,day,false,"""98""","""DWV""","""DWV""",1998/01/30 8:47AM,odayh101,hartb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,84,4500,alexg102,mamaa101,,,,
CHN192208250,"""version 7RS(19) of 07/07/92""",PHI,CHN,1922/08/25,CHI11,0,0:00PM,day,false,"""94""","""David W. Smith""","""David W. Smith""",2012/05/29 5:53PM,hartb901,riglc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,181,7000,kauft101,ringj101,osbot101,,,
CHN192208260,"""version 7RS(19) of 07/07/92""",PHI,CHN,1922/08/26,CHI11,0,0:00PM,day,false,"""109,612""","""Tom Ruane/WTownsend""","""Tom Ruane/WTownsend""",2006/02/02 2:27PM,riglc901,hartb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,109,0,meadl101,aldrv101,,,,
CHN192208270,"""version 7RS(19) of 07/07/92""",PHI,CHN,1922/08/27,CHI11,0,0:00PM,day,false,"""109""","""Tom Ruane""","""Tom Ruane""",2006/01/07 2:27PM,hartb901,riglc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,108,0,cheev101,ringj101,osbot101,,,
CHN192209010,"""version 7RS(19) of 07/07/92""",CIN,CHN,1922/09/01,CHI11,0,0:00PM,day,false,"""277,111,240""","""David W. Smith""","""David W. Smith""",2018/01/10 8:36AM,quige901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,120,0,cheev101,luqud101,,,,
CHN192209020,"""version 7RS(19) of 07/07/92""",CIN,CHN,1922/09/02,CHI11,0,0:00PM,day,false,"""94""","""94""","""Comly""",2013/07/17 12:34AM,morac102,quige901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,121,0,donop102,kauft101,,,,
CHN192209030,"""version 7RS(19) of 07/07/92""",PIT,CHN,1922/09/03,CHI11,0,0:00PM,day,false,"""137""","""D Lamoureaux""","""D Lamoureaux""",2001/08/18 8:13PM,quige901,morac102,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,130,18000,hamie101,alexg102,,,,
CHN192209290,"""version 7RS(19) of 07/07/92""",SLN,CHN,1922/09/29,CHI11,0,0:00PM,day,false,"""137""","""Tom Ruane""","""Tom Ruane""",2006/01/06 8:13PM,riglc901,sentp101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,100,0,osbot101,pfefj101,,,,
CHN192209301,"""version 7RS(19) of 07/07/92""",SLN,CHN,1922/09/30,CHI11,1,0:00PM,day,false,"""94""","""94""","""Comly""",2013/07/17 2:05PM,sentp101,riglc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,114,0,selle101,aldrv101,doakb101,,,
CHN192209302,"""version 7RS(19) of 07/07/92""",SLN,CHN,1922/09/30,CHI11,2,0:00PM,day,false,"""94""","""Comly/RWood""","""Comly/RWood""",2013/07/17 6:18PM,riglc901,sentp101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,56,7500,hainj101,jonep101,,,,
CHN192210010,"""version 7RS(19) of 07/07/92""",SLN,CHN,1922/10/01,CHI11,0,0:00PM,day,false,"""137""","""Tom Ruane""","""Tom Ruane""",2006/01/06 8:13PM,sentp101,riglc901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,101,12000,pfefj101,kauft101,,,,
CLE192204120,"""version 7RS(19) of 07/07/92""",DET,CLE,1922/04/12,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/02/18 9:26PM,evanb901,dinnb101,(none),nalld901,park,none,0,unknown,-1,unknown,unknown,unknown,151,17000,mortg101,oldhr101,,,,
CLE192204130,"""version 7RS(19) of 07/07/92""",DET,CLE,1922/04/13,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/02/18 9:56PM,dinnb101,nalld901,(none),evanb901,park,none,0,unknown,-1,unknown,unknown,unknown,128,7000,uhleg101,ehmkh101,coves101,,,
CLE192204150,"""version 7RS(19) of 07/07/92""",DET,CLE,1922/04/15,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/02/18 10:13PM,nalld901,evanb901,(none),dinnb101,park,none,0,unknown,-1,unknown,unknown,unknown,120,0,bagbj101,hollc102,,,,
CLE192204160,"""version 7RS(19) of 07/07/92""",SLA,CLE,1922/04/16,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/02/18 10:25PM,evanb901,dinnb101,(none),nalld901,park,none,0,unknown,-1,unknown,unknown,unknown,98,21000,mailw101,shocu101,,,,
CLE192204180,"""version 7RS(19) of 07/07/92""",SLA,CLE,1922/04/18,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/02/19 8:40AM,dinnb101,nalld901,(none),evanb901,park,none,0,unknown,-1,unknown,unknown,unknown,112,7500,uhleg101,kolpr101,,,,
CLE192204190,"""version 7RS(19) of 07/07/92""",SLA,CLE,1922/04/19,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/02/19 9:11AM,nalld901,evanb901,(none),dinnb101,park,none,0,unknown,-1,unknown,unknown,unknown,108,0,vange101,coves101,,,,
CLE192204240,"""version 7RS(19) of 07/07/92""",CHA,CLE,1922/04/24,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/02/19 3:16PM,evanb901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,140,0,mortg101,faber101,,,,
CLE192204260,"""version 7RS(19) of 07/07/92""",CHA,CLE,1922/04/26,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/02/19 3:54PM,nalld901,evanb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,114,5000,robec101,bagbj101,,,,
CLE192204270,"""version 7RS(19) of 07/07/92""",CHA,CLE,1922/04/27,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/02/19 4:15PM,evanb901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,135,0,,,,,,
CLE192205060,"""version 7RS(19) of 07/07/92""",SLA,CLE,1922/05/06,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/02/19 10:02PM,dinnb101,hildg101,(none),evanb901,park,none,0,unknown,-1,unknown,unknown,unknown,98,12000,coves101,shocu101,,,,
CLE192205070,"""version 7RS(19) of 07/07/92""",SLA,CLE,1922/05/07,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/02/20 8:32AM,hildg101,evanb901,(none),dinnb101,park,none,0,unknown,-1,unknown,unknown,unknown,129,23000,kolpr101,mailw101,vange101,,,
CLE192205290,"""version 7RS(19) of 07/07/92""",CHA,CLE,1922/05/29,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/02/21 9:58AM,chilo901,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,115,0,coves101,schuf102,,,,
CLE192205301,"""version 7RS(19) of 07/07/92""",CHA,CLE,1922/05/30,CLE06,1,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/02/21 10:09AM,connt901,chilo901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,0,leved101,mortg101,,,,
CLE192205302,"""version 7RS(19) of 07/07/92""",CHA,CLE,1922/05/30,CLE06,2,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/02/21 10:24AM,chilo901,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,150,0,faber101,edwaj102,,,,
CLE192205310,"""version 7RS(19) of 07/07/92""",CHA,CLE,1922/05/31,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/02/21 10:37AM,connt901,chilo901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,0,robec101,lindj102,,,,
CLE192206010,"""version 7RS(19) of 07/07/92""",DET,CLE,1922/06/01,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/03/08 7:24PM,chilo901,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,92,1500,uhleg101,olseo101,,,,
CLE192206020,"""version 7RS(19) of 07/07/92""",DET,CLE,1922/06/02,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/03/08 7:52PM,connt901,chilo901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,125,0,coves101,pillh101,,,,
CLE192206030,"""version 7RS(19) of 07/07/92""",DET,CLE,1922/06/03,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/03/08 8:13PM,chilo901,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,112,5000,mortg101,ehmkh101,,,,
CLE192206040,"""version 7RS(19) of 07/07/92""",DET,CLE,1922/06/04,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/03/08 8:50PM,connt901,chilo901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,121,15000,uhleg101,daush101,,,,
CLE192206060,"""version 7RS(19) of 07/07/92""",WS1,CLE,1922/06/06,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/06/05 8:11AM,owenb901,walse101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,102,0,erice101,coves101,,,,
CLE192206070,"""version 7RS(19) of 07/07/92""",WS1,CLE,1922/06/07,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/06/05 9:07AM,walse101,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,165,15000,johnw102,mailw101,,,,
CLE192206080,"""version 7RS(19) of 07/07/92""",WS1,CLE,1922/06/08,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/06/05 10:31AM,owenb901,walse101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,90,0,zacht101,uhleg101,,,,
CLE192206100,"""version 7RS(19) of 07/07/92""",PHA,CLE,1922/06/10,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/06/05 5:42PM,walse101,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,97,0,romme101,coves101,,,,
CLE192206110,"""version 7RS(19) of 07/07/92""",PHA,CLE,1922/06/11,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/06/05 6:06PM,owenb901,walse101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,140,0,lindj102,romme101,,,,
CLE192206120,"""version 7RS(19) of 07/07/92""",PHA,CLE,1922/06/12,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/06/05 6:21PM,walse101,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,140,0,uhleg101,naylr101,,,,
CLE192206140,"""version 7RS(19) of 07/07/92""",BOS,CLE,1922/06/14,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/03/08 9:50PM,dinnb101,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,85,0,coves101,collr104,,,,
CLE192206150,"""version 7RS(19) of 07/07/92""",BOS,CLE,1922/06/15,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/03/09 7:16PM,nalld901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,120,0,quinj102,mailw101,,,,
CLE192206160,"""version 7RS(19) of 07/07/92""",BOS,CLE,1922/06/16,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/03/09 7:36PM,dinnb101,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,150,10000,pennh101,uhleg101,,,,
CLE192206170,"""version 7RS(19) of 07/07/92""",BOS,CLE,1922/06/17,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/03/09 8:21PM,nalld901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,210,0,edwaj102,russa101,,,,
CLE192206180,"""version 7RS(19) of 07/07/92""",NYA,CLE,1922/06/18,CLE06,0,0:00PM,day,false,"""39,137""","""DWV""","""DWV""",1998/03/09 8:40PM,dinnb101,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,125,27000,coves101,hoytw101,,,,
CLE192206190,"""version 7RS(19) of 07/07/92""",NYA,CLE,1922/06/19,CLE06,0,0:00PM,day,false,"""73,39,137""","""DWV""","""DWV""",1997/12/13 4:12PM,nalld901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,125,13000,mailw101,maysc101,uhleg101,,,
CLE192206200,"""version 7RS(19) of 07/07/92""",NYA,CLE,1922/06/20,CLE06,0,0:00PM,day,false,"""39""","""DWV""","""DWV""",1998/03/09 9:42PM,dinnb101,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,150,0,bushj102,uhleg101,jones104,,,
CLE192206210,"""version 7RS(19) of 07/07/92""",NYA,CLE,1922/06/21,CLE06,0,0:00PM,day,false,"""98""","""DWV""","""DWV""",1997/12/14 3:52PM,nalld901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,125,12000,shawb102,edwaj102,,,,
