player_id,last,first,bats,throws,team_id,pos,player_name,year,team_name
alvaw001,Alvarez,Wilson,L,L,CHA,P,Wilson Alvarez,1991,"A,Chicago,White Sox"
belte001,Beltre,Esteban,R,R,CHA,SS,Esteban Beltre,1991,"A,Chicago,White Sox"
cartj002,Carter,Jeff,R,R,CHA,P,Jeff Carter,1991,"A,Chicago,White Sox"
coraj001,Cora,Joey,B,R,CHA,2B,Joey Cora,1991,"A,Chicago,White Sox"
drahb001,Drahman,Brian,R,R,CHA,P,Brian Drahman,1991,"A,Chicago,White Sox"
dreet001,Drees,Tom,B,L,CHA,P,Tom Drees,1991,"A,Chicago,White Sox"
edwaw001,Edwards,Wayne,L,L,CHA,P,Wayne Edwards,1991,"A,Chicago,White Sox"
ferna001,Fernandez,Alex,R,R,CHA,P,Alex Fernandez,1991,"A,Chicago,White Sox"
fiskc001,Fisk,Carlton,R,R,CHA,C,Carlton Fisk,1991,"A,Chicago,White Sox"
flets001,Fletcher,Scott,R,R,CHA,2B,Scott Fletcher,1991,"A,Chicago,White Sox"
garcr002,Garcia,Ramon,R,R,CHA,P,Ramon Garcia,1991,"A,Chicago,White Sox"
grebc001,Grebeck,Craig,R,R,CHA,3B,Craig Grebeck,1991,"A,Chicago,White Sox"
guilo001,Guillen,Ozzie,L,R,CHA,SS,Ozzie Guillen,1991,"A,Chicago,White Sox"
hernr001,Hernandez,Roberto,R,R,CHA,P,Roberto Hernandez,1991,"A,Chicago,White Sox"
hibbg001,Hibbard,Greg,L,L,CHA,P,Greg Hibbard,1991,"A,Chicago,White Sox"
hougc001,Hough,Charlie,R,R,CHA,P,Charlie Hough,1991,"A,Chicago,White Sox"
huffm001,Huff,Mike,R,R,CHA,OF,Mike Huff,1991,"A,Chicago,White Sox"
jackb001,Jackson,Bo,R,R,CHA,DH,Bo Jackson,1991,"A,Chicago,White Sox"
johnl001,Johnson,Lance,L,L,CHA,OF,Lance Johnson,1991,"A,Chicago,White Sox"
karkr001,Karkovice,Ron,R,R,CHA,C,Ron Karkovice,1991,"A,Chicago,White Sox"
kittr001,Kittle,Ron,R,R,CHA,1B,Ron Kittle,1991,"A,Chicago,White Sox"
mccrr001,McCray,Rodney,R,R,CHA,OF,Rodney McCray,1991,"A,Chicago,White Sox"
mcdoj001,McDowell,Jack,R,R,CHA,P,Jack McDowell,1991,"A,Chicago,White Sox"
merum001,Merullo,Matt,L,R,CHA,C,Matt Merullo,1991,"A,Chicago,White Sox"
newsw001,Newson,Warren,L,L,CHA,OF,Warren Newson,1991,"A,Chicago,White Sox"
palld001,Pall,Donn,R,R,CHA,P,Donn Pall,1991,"A,Chicago,White Sox"
pasqd001,Pasqua,Dan,L,L,CHA,1B,Dan Pasqua,1991,"A,Chicago,White Sox"
pattk001,Patterson,Ken,L,L,CHA,P,Ken Patterson,1991,"A,Chicago,White Sox"
