game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,gametype,umphome,ump1b,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,ump2b,ump3b,scorer,oscorer
ASF194510240,"""version 7RS(19) of 07/07/92""",KCR,ASF,SAN03,1945/10/24,0,0:00PM,night,false,exhibition,morgu901,estej901,"""Tom Thress""","""Tom Thress""",2021/03/09 10:39AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,5500,porta103,salvj101,,,,,,
ASW194507290,,ASE,ASW,CHI10,1945/07/29,0,0:00PM,day,false,allstar,bluev901,mccrf901,"""Mark Pankin""","""Mark Pankin""",2020/09/26 16:45,park,none,0,unknown,-1,unknown,unknown,sunny,155,31714,mathv101,glovt101,breme101,,wardh901,harrm103,"""newspapers""",
BIR194504081,"""version 7RS(19) of 07/07/92""",KCM,BIR,BIR01,1945/04/08,1,0:00PM,day,false,exhibition,,,"""Tom Thress""","""Tom Thress""",2024/11/17 11:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,mcdab101,markj101,,,,,,
BIR194505271,"""version 7RS(19) of 07/07/92""",CIA,BIR,"BIR01,",1945/05/27,1,0:00PM,day,false,regular,moorc901,,"""Tom Thress""","""Tom Thress""",2024/11/29 1:28AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,markj101,suttl101,,,,,,
BIR194507020,"""version 7RS(19) of 07/07/92""",MEM,BIR,MTG01,1945/07/02,0,0:00PM,night,false,regular,,,"""Tom Thress""","""Tom Thress""",2024/11/17 11:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,sayla101,jonea103,,,,,,
BLG194506241,"""version 7RS(19) of 07/07/92""",PH5,BLG,BAL14,1945/06/24,1,0:00PM,day,false,regular,,,"""Tom Thress""","""Tom Thress""",2024/11/18 1:03AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,4000,partr102,glovt101,,,,,,
BLG194506242,"""version 7RS(19) of 07/07/92""",PH5,BLG,BAL14,1945/06/24,2,0:00PM,day,false,regular,,,"""Tom Thress""","""Tom Thress""",2024/11/20 10:34AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,4000,porta103,harrw101,,,,,,
BLG194507081,"""version 7RS(19) of 07/07/92""",NW2,BLG,BAL14,1945/07/08,1,0:00PM,day,false,regular,,,"""Tom Thress""","""Tom Thress""",2024/11/21 11:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,porta103,hookl101,,,,,,
BLG194507130,"""version 7RS(19) of 07/07/92""",CIA,BLG,BAL14,1945/07/13,0,0:00PM,night,false,exhibition,mccrf901,hollu902,"""Tom Thress""","""Tom Thress""",2024/11/21 1:05AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,hinta101,washf101,byrdb101,,,,,
BLG194508140,"""version 7RS(19) of 07/07/92""",BIR,BLG,BAL14,1945/08/14,0,0:00PM,night,false,exhibition,willt901,,"""Tom Thress""","""Tom Thress""",2024/11/21 12:19AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,byrdb101,newbj101,,,,,,
CAG194504180,"""version 7RS(19) of 07/07/92""",CVB,CAG,SAT02,1945/04/18,0,0:00PM,night,false,exhibition,,,"""Tom Thress""","""Tom Thress""",2025/07/09 7:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,131,0,carsf102,shiec102,,,,,,
CAG194504291,"""version 7RS(19) of 07/07/92""",CVB,CAG,NOL01,1945/04/29,1,0:00PM,day,false,exhibition,lewiu901,joneu901,"""Tom Thress""","""Tom Thress""",2024/11/20 1:14AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,112,0,breme101,jessg101,jeffg102,,taylb108,auguu901,,
CAG194506241,"""version 7RS(19) of 07/07/92""",CVB,CAG,CHI10,1945/06/24,1,0:00PM,day,false,regular,,,"""Tom Thress""","""Tom Thress""",2024/11/19 11:19PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,jeffg102,mckig101,,,,,,
CAG194508051,"""version 7RS(19) of 07/07/92""",CVB,CAG,DET04,1945/08/05,1,0:00PM,day,false,regular,bluev901,pryou901,"""Tom Thress""","""Tom Thress""",2024/11/20 12:16AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,10000,jeffg102,jessg101,hardl104,,andeu901,moorc901,,
CAG194508261,"""version 7RS(19) of 07/07/92""",KCM,CAG,CHI10,1945/08/26,1,0:00PM,day,false,regular,,,"""Tom Thress""","""Tom Thress""",2024/11/20 11:41PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,mckig101,mcdab101,,,,,,
CDA194510071,"""version 7RS(19) of 07/07/92""",NNS,CDA,NYC15,1945/10/07,1,0:00PM,day,false,exhibition,tight901,salvt901,"""Javier Anderson""","""Tom Thress""",2021/02/27 12:02AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,12000,gregh102,byrdb101,,,,mccrf901,"""141""",
CDA194510072,"""version 7RS(19) of 07/07/92""",NNS,CDA,NYC15,1945/10/07,2,0:00PM,day,false,exhibition,tight901,salvt901,"""Javier Anderson""","""Tom Thress""",2021/02/27 12:22AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,75,12000,branr103,hookl101,,,,mccrf901,"""141""",
CDA194510141,"""version 7RS(19) of 07/07/92""",NNS,CDA,NYC15,1945/10/14,1,0:00PM,day,false,exhibition,tight901,salvt901,"""Javier Anderson""","""Tom Thress""",2021/03/20 1:58PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,0,trucv101,hookl101,,,,mccrf901,,
CDA194510142,"""version 7RS(19) of 07/07/92""",NNS,CDA,NYC15,1945/10/14,2,0:00PM,day,false,exhibition,mccrf901,salvt901,"""Javier Anderson""","""Tom Thress""",2021/03/20 11:50AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,10000,,,,,,tight901,,
CIA194509010,"""version 7RS(19) of 07/07/92""",BIR,CIA,WIL04,1945/09/01,0,0:00PM,night,false,regular,rhoac101,trusu901,"""Tom Thress""","""Tom Thress""",2024/11/29 12:38AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,3022,markj101,bennj102,,,(none),alleu901,,
CVB194504170,"""version 7RS(19) of 07/07/92""",CAG,CVB,SAT02,1945/04/17,0,0:00PM,night,false,exhibition,,,"""Tom Thress""","""Tom Thress""",2025/07/09 7:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,1160,breme101,crutj101,,,,,,
CVB194509130,"""version 7RS(19) of 07/07/92""",HOM,CVB,CLE07,1945/09/13,0,0:00PM,night,false,championship,walkh901,mccrf901,"""Tom Thress""","""Tom Thress""",2020/11/11 10:10AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,99,8000,jeffw101,welmr101,,,harrm103,thomj901,,
CVB194509160,"""version 7RS(19) of 07/07/92""",HOM,CVB,CLE06,1945/09/16,0,0:00PM,day,false,championship,walkh901,thomj901,"""Tom Thress""","""Tom Thress""",2020/11/11 10:19AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,15000,breme101,wrigj105,,,harrm103,mccrf901,,
HOM194506230,"""version 7RS(19) of 07/07/92""",KCM,HOM,WIL04,1945/06/23,0,0:00PM,night,false,exhibition,mccrf901,trusu901,"""Tom Thress""","""Tom Thress""",2024/12/01 11:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,4358,carts102,smith111,,,(none),rhoac101,,
HOM194506241,"""version 7RS(19) of 07/07/92""",KCM,HOM,WAS09,1945/06/24,1,0:00PM,day,false,exhibition,,,"""Tom Thress""","""Tom Thress""",2024/12/02 12:47AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,168,20000,welmr101,paigs101,,,,,,
HOM194508130,"""version 7RS(19) of 07/07/92""",CAG,HOM,ALT01,1945/08/13,0,0:00PM,night,false,exhibition,hubeu901,feige901,"""Tom Thress""","""Tom Thress""",2024/12/03 5:47PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,blayf101,lockc102,,,,,,
HOM194509180,"""version 7RS(19) of 07/07/92""",CVB,HOM,WAS09,1945/09/18,0,0:00PM,night,false,championship,harrm103,thomj901,"""Tom Thress""","""Tom Thress""",2020/11/11 10:44PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,8000,jeffg102,welmr101,,,mccrf901,walkh901,,
HOM194509201,"""version 7RS(19) of 07/07/92""",CVB,HOM,PHI11,1945/09/20,1,0:00PM,night,false,championship,harrm103,cockp101,"""Tom Thress""","""Tom Thress""",2020/11/12 12:00AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,9958,carsf102,browr103,,,mccrf901,thomj901,,
KCM194505090,"""version 7RS(19) of 07/07/92""",CAG,KCM,OKC02,1945/05/09,0,0:00PM,night,false,regular,,,"""Tom Thress""","""Tom Thress""",2024/12/03 10:54AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,1000,mccow102,davil104,,,,,,
KCR194510090,"""version 7RS(19) of 07/07/92""",VDA,KCR,LOS02,1945/10/09,0,0:00PM,night,false,exhibition,stewj902,farlu901,"""Tom Thress""","""Tom Thress""",2021/03/08 11:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,2000,schac101,willj112,,,,,,
NW2194505060,"""version 7RS(19) of 07/07/92""",NY6,NW2,NWK04,1945/05/06,0,0:00PM,day,false,regular,,,"""Tom Thress""","""Tom Thress""",2024/11/27 9:49AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,8500,mcdut101,howac102,,,,,,
NW2194507200,"""version 7RS(19) of 07/07/92""",NY6,NW2,NWK04,1945/07/20,0,0:00PM,night,false,regular,,,"""Tom Thress""","""Tom Thress""",2024/12/01 8:57PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,robes104,morrb104,,,,,,
NW2194509091,"""version 7RS(19) of 07/07/92""",BLG,NW2,NWK04,1945/09/09,1,0:00PM,day,false,regular,mccrf901,strap901,"""Tom Thress""","""Tom Thress""",2024/12/02 9:10AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,6000,newcd101,porta103,,,(none),sorbu901,,
NY5194505201,"""version 7RS(19) of 07/07/92""",BLG,NY5,NYC16,1945/05/20,1,0:00PM,day,false,regular,mccrf901,drumj901,"""Tom Thress""","""Tom Thress""",2024/12/01 1:34AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,8700,byrdb101,mackg102,,,(none),fullu901,,
NY5194505202,"""version 7RS(19) of 07/07/92""",BLG,NY5,NYC16,1945/05/20,2,0:00PM,day,false,regular,,,"""Tom Thress""","""Tom Thress""",2024/12/01 1:53AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,8700,glovt101,poolc101,,,,,,
NY6194505230,"""version 7RS(19) of 07/07/92""",HOM,NY6,NYC14,1945/05/23,0,0:00PM,night,false,regular,mccrf901,harrm103,"""Tom Thress""","""Tom Thress""",2024/12/01 2:01AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,147,12000,walkr103,tianl102,lewij105,,(none),gholb901,,
NY5194506171,"""version 7RS(19) of 07/07/92""",PH5,NY5,NYC16,1945/06/17,1,0:00PM,day,false,regular,harrm103,chalm901,"""Tom Thress""","""Tom Thress""",2024/12/02 7:30AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,22000,browb107,mackg102,,,(none),thoru901,,
NY5194507080,"""version 7RS(19) of 07/07/92""",CIA,NY5,NYC16,1945/07/08,0,0:00PM,day,false,exhibition,rhoac101,fullu901,"""Tom Thress""","""Tom Thress""",2024/12/01 8:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,14000,stann101,medil101,,,,,,
NY5194508050,"""version 7RS(19) of 07/07/92""",PH5,NY5,NYC16,1945/08/05,0,0:00PM,day,false,regular,chalm901,fullu901,"""Tom Thress""","""Tom Thress""",2024/11/06 2:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,11500,stann101,millh104,,,,,,
NY5194509022,"""version 7RS(19) of 07/07/92""",BIR,NY5,NYC16,1945/09/02,2,0:00PM,day,false,exhibition,chalm901,rhoac101,"""Tom Thress""","""Tom Thress""",2024/12/02 7:55AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,10000,stann101,sayla101,,,fullu901,,,
NY5194509032,"""version 7RS(19) of 07/07/92""",PH5,NY5,NYC16,1945/09/03,2,0:00PM,day,false,exhibition,chalm901,rhoac101,"""Tom Thress""","""Tom Thress""",2024/12/02 8:35AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,10000,stann101,harrw101,,,(none),fullu901,,
NY6194507120,"""version 7RS(19) of 07/07/92""",CIA,NY6,NYC14,1945/07/12,0,0:00PM,night,false,exhibition,gholb901,fullu901,"""Tom Thress""","""Tom Thress""",2024/12/01 7:11AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,7500,taylj108,medil101,scanp101,,,,,
NY6194507300,"""version 7RS(19) of 07/07/92""",CVB,NY6,NYC23,1945/07/30,0,0:00PM,night,false,exhibition,bergu901,raupu901,"""Tom Thress""","""Tom Thress""",2024/12/01 7:19AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,barnd101,browj114,tianl102,,,,,
NY6194509260,"""version 7RS(19) of 07/07/92""",HOM,NY6,NYC14,1945/09/26,0,0:00PM,night,false,exhibition,chalm901,drumj901,"""Tom Thress""","""Tom Thress""",2024/12/01 7:56AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,andeb106,hoskd101,scanp101,,(none),fullu901,,
PHB194506251,"""version 7RS(19) of 07/07/92""",KCM,PHB,PHI11,1945/06/25,1,0:00PM,night,false,exhibition,,,"""Tom Thress""","""Tom Thress""",2023/06/05 1:58PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,12929,sayla101,paigs101,,,,,,
PRK194509260,"""version 7RS(19) of 07/07/92""",KCR,PRK,SAN03,1945/09/26,0,0:00PM,night,false,exhibition,,,"""Tom Thress""","""Tom Thress""",2021/03/06 2:33PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,0,pippc101,willj112,,,,,,
PRK194510030,"""version 7RS(19) of 07/07/92""",KCR,PRK,SAN03,1945/10/03,0,0:00PM,night,false,exhibition,dehaf901,waltu902,"""Tom Thress""","""Tom Thress""",2021/03/06 2:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,9107,paigs101,salvj101,,,,estej901,,
PRK194510210,"""version 7RS(19) of 07/07/92""",KCR,PRK,SAN03,1945/10/21,0,0:00PM,night,false,exhibition,serru901,peteu901,"""Tom Thress""","""Tom Thress""",2021/03/18 11:54PM,unknown,pitches,0,unknown,-1,unknown,unknown,unknown,118,0,paigs101,deprb101,willj112,,,,,
SAS194510070,"""version 7RS(19) of 07/07/92""",NAS,SAS,NOL01,1945/10/07,0,0:00PM,night,false,allstar,lewiu901,barru901,"""Tom Thress""","""Tom Thress""",2021/04/26 5:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,10000,stann101,jessg101,,,joneu901,auguu901,,
SPZ194510210,"""version 7RS(19) of 07/07/92""",BIR,SPZ,SFO01,1945/10/21,0,0:00PM,day,false,exhibition,fiora901,russu901,"""Tom Thress""","""Tom Thress""",2021/03/18 6:17PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,8300,seatt101,thomf110,,,,,,
CLE194504190,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1945/04/19,0,0:00PM,day,false,,berrc103,joner901,"""Tom Thress/RWood""","""David W. Smith/RWood""",2015/05/25 5:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,156,1500,dietb101,bagbj102,johnj103,,(none),hubbc901,"""68,67,111,39,100""",
CLE194504260,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1945/04/26,0,0:00PM,day,false,,summb901,rue-j901,"""Jim Wohlenhaus""","""David W. Smith""",2015/05/25 9:17PM,park,none,0,unknown,-1,unknown,unknown,unknown,163,2000,pottn102,smita104,,,(none),boyej901,"""102,208,39""",
CLE194504280,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1945/04/28,0,0:00PM,day,false,,rue-j901,boyej901,"""David W. Smith""","""David W. Smith""",2015/05/18 10:18PM,park,none,0,unknown,-1,unknown,unknown,unknown,109,2000,benta101,bagbj102,,,(none),summb901,"""276""",
CLE194504292,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE07,1945/04/29,2,0:00PM,day,false,,summb901,rue-j901,"""Tom Thress""","""David W. Smith""",2015/05/20 4:27PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,8450,troud101,embrr101,,,(none),boyej901,"""210,56,410,39""",
CLE194505090,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1945/05/09,0,0:00PM,day,false,,joner901,hubbc901,"""Tom Thress/RWood""","""David W. Smith/RWood""",2015/06/04 10:34PM,park,none,0,unknown,-1,unknown,unknown,unknown,116,1000,reyna102,wilsj104,,,(none),berrc103,"""71,163,274,118""",
CLE194505110,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1945/05/11,0,0:00PM,day,false,,hubbc901,berrc103,"""Tom Thress/RWood""","""David W. Smith/RWood""",2015/06/08 5:45PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,2000,cecir101,smita104,rybam101,,(none),joner901,"""71,163,274,39,118""",
CLE194505120,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1945/05/12,0,0:00PM,day,false,,berrc103,joner901,"""M. Pankin/RWood""","""M. Pankin/RWood""",2015/07/19 8:32PM,park,none,0,unknown,-1,unknown,unknown,unknown,95,2500,dubim101,bagbj102,,,(none),hubbc901,"""98,118""",
CLE194505191,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1945/05/19,1,0:00PM,day,false,,pipgg101,grieb901,"""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",2007/04/19 4:37PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,0,reyna102,chrir101,,,(none),romme101,"""253,118""",
CLE194506080,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE07,1945/06/08,0,0:00PM,night,false,,pipgg101,passa901,"""Jim Wohlenhaus""","""David W. Smith""",2015/09/18 11:48AM,park,none,0,unknown,-1,unknown,unknown,unknown,95,9335,groms101,pottn102,,,(none),rue-j901,"""276,102,208,39""",
CLE194506090,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1945/06/09,0,0:00PM,day,false,,passa901,rue-j901,"""John Gabcik/Townsend/RWood""","""David W. Smith/Townsend/RWood""",2015/05/30 5:27PM,park,none,0,unknown,-1,unknown,unknown,unknown,104,3000,kliee101,holla101,,,(none),pipgg101,"""128,102,208,39,118""",
CLE194506222,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1945/06/22,2,0:00PM,night,false,,stewe901,weafh901,"""Jim Wohlenhaus""","""David W. Smith""",2015/07/11 11:25AM,park,none,0,unknown,-1,unknown,unknown,unknown,90,1058,grovo101,kliee101,,,(none),hubbc901,"""68,111,39""",
CLE194506290,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1945/06/29,0,0:00PM,day,false,,rue-j901,passa901,"""Jim Wohlenhaus/RWood""","""David W. Smith/RWood""",2015/09/20 6:53AM,park,none,0,unknown,-1,unknown,unknown,unknown,120,20588,reyna102,gerks101,kliee101,,(none),mcgob901,"""266,119,39,118""",
CLE194506301,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1945/06/30,1,6:57PM,day,false,,passa901,mcgob901,"""Ron Fisher""","""Ron Fisher""",1996/07/30 5:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,94,0,niggj101,groms101,,,(none),rue-j901,"""14""",
CLE194506302,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1945/06/30,2,8:54PM,night,false,,mcgob901,rue-j901,"""Ron Fisher""","""Ron Fisher""",1996/07/30 5:20PM,park,none,0,unknown,-1,unknown,unknown,unknown,113,7649,haefm101,kliee101,,,(none),passa901,"""14""",
CLE194507011,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1945/07/01,1,1:30PM,day,false,,rue-j901,passa901,"""Ron Fisher""","""Ron Fisher""",1996/08/06 4:18PM,park,none,0,unknown,-1,unknown,unknown,unknown,139,0,leond103,hardm101,pierm101,,(none),mcgob901,"""14""",
CLE194507012,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE07,1945/07/01,2,4:15PM,day,false,,passa901,mcgob901,"""Ron Fisher""","""Ron Fisher""",1996/08/06 6:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,152,10454,reyna102,haefm101,,,(none),rue-j901,"""14""",
CLE194507030,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1945/07/03,0,0:00PM,night,false,,summb901,boyej901,"""M. Pankin""","""M. Pankin""",2015/11/14 2:31PM,park,none,0,unknown,-1,unknown,unknown,night,112,12103,smita104,donaa101,,,(none),joner901,"""104""",
CLE194507041,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1945/07/04,1,0:00PM,day,false,,boyej901,joner901,"""Tom Thress""","""David W. Smith""",2015/09/23 2:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,0,groms101,boroh101,,,(none),summb901,"""209,297,99,98,103,96,39""",
CLE194507042,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1945/07/04,2,0:00PM,day,false,,boyej901,joner901,"""Tom Thress""","""David W. Smith""",2015/09/23 2:20PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,24625,getta101,reyna102,,,(none),summb901,"""210,276,99,98,103,39""",
CLE194507050,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1945/07/05,0,0:00PM,day,false,,summb901,boyej901,"""M. Pankin/RWood""","""M. Pankin/RWood""",2015/09/24 5:36PM,park,none,0,unknown,-1,unknown,unknown,unknown,119,3000,kliee101,bonht101,,,(none),joner901,"""98""",
CLE194507061,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1945/07/06,1,0:00PM,day,false,,boyej901,joner901,"""Tom Thress""","""David W. Smith""",2015/09/24 10:49AM,park,none,0,unknown,-1,unknown,unknown,unknown,104,0,bagbj102,oneie102,reyna102,,(none),summb901,"""201,91,163,274,39""",
CLE194507070,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1945/07/07,0,0:00PM,day,false,,summb901,boyej901,"""Tom Thress/RWood""","""David W. Smith/RWood""",2015/12/15 8:34PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,4500,rybam101,henre101,johnv101,,(none),joner901,"""115,71,163,274,39,118""",
CLE194507081,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1945/07/08,1,0:00PM,day,false,,boyej901,joner901,"""Jim Wohlenhaus""","""David W. Smith""",2015/09/23 3:43PM,park,none,0,unknown,-1,unknown,unknown,unknown,113,0,ferrd101,groms101,,,(none),summb901,"""276,71,163,274,39""",
CLE194507270,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE07,1945/07/27,0,0:00PM,night,false,,pipgg101,weafh901,"""Tom Thress""","""David W. Smith""",2015/09/18 9:34AM,park,none,0,unknown,-1,unknown,unknown,unknown,108,20431,groms101,pottn102,,,(none),grieb901,"""276,102,208,39""",
CLE194507280,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1945/07/28,0,0:00PM,day,false,,weafh901,grieb901,"""M. Pankin/RWood""","""M. Pankin/RWood""",2015/10/26 10:02PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,5000,reyna102,kramj101,,,(none),pipgg101,"""128,118""",
CLE194507292,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE07,1945/07/29,2,0:00PM,day,false,,pipgg101,weafh901,"""Jim Wohlenhaus/RWood""","""David W. Smith/RWood""",2015/09/21 7:18AM,park,none,0,unknown,-1,unknown,unknown,unknown,91,22182,bagbj102,holla101,,,(none),grieb901,"""102,208,128,39,611""",
CLE194507310,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE07,1945/07/31,0,0:00PM,night,false,,weafh901,grieb901,"""Jim Wohlenhaus""","""David W. Smith""",2015/12/09 3:30PM,park,none,0,unknown,-1,unknown,unknown,unknown,108,12545,centp101,lee-t101,,,(none),pipgg101,"""68,111,39""",
CLE194508010,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1945/08/01,0,0:00PM,day,false,,grieb901,pipgg101,"""Jim Wohlenhaus/RWood/RWood""","""David W. Smith/RWood/RWood""",2015/09/26 10:17PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,2500,lopae101,groms101,,,(none),weafh901,"""68,67,111,39,100,118""",
CLE194508020,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1945/08/02,0,0:00PM,day,false,,pipgg101,weafh901,"""Tom Thress/RWood/RWood""","""David W. Smith/RWood/RWood""",2015/09/24 9:37AM,park,none,0,unknown,-1,unknown,unknown,unknown,137,3500,centp101,humpj101,,,(none),grieb901,"""68,67,111,39,100,118""",
CLE194508080,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE07,1945/08/08,0,0:00PM,night,false,,hubbc901,rue-j901,"""Frownfelter""","""Frownfelter""",2015/06/12 4:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,97,27199,smita104,bonht101,,,(none),berrc103,"""103""",
CLE194508090,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1945/08/09,0,0:00PM,day,false,,rue-j901,berrc103,"""Frownfelter/RWood""","""Frownfelter/RWood""",2015/06/03 5:40PM,park,none,0,unknown,-1,unknown,unknown,unknown,111,7500,ruffr101,bagbj102,,,(none),hubbc901,"""98,118""",
CLE194508100,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1945/08/10,0,0:00PM,day,false,,berrc103,hubbc901,"""Frownfelter""","""Frownfelter""",2015/06/06 12:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,139,4000,getta101,reyna102,,,(none),rue-j901,"""98""",
CLE194508110,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1945/08/11,0,0:00PM,day,false,,hubbc901,rue-j901,"""M. Pankin/RWood""","""M. Pankin/RWood""",2015/09/26 1:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,121,4500,groms101,dubim101,,,(none),berrc103,"""98,104,103,96,118""",
CLE194508122,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1945/08/12,2,0:00PM,day,false,,berrc103,hubbc901,"""Wayne Townsend""","""Wayne Townsend""",2015/10/11 2:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,20966,centp101,claro101,,,(none),rue-j901,"""276,71,163,274,39""",
CLE194508130,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE07,1945/08/13,0,0:00PM,night,false,,rue-j901,berrc103,"""Tom Thress""","""David W. Smith""",2015/10/16 8:58PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,11698,smita104,johnv101,,,(none),hubbc901,"""276,71,163,274,39""",
CLE194508140,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1945/08/14,0,0:00PM,day,false,,berrc103,hubbc901,"""Jim Wohlenhaus/RWood""","""David W. Smith/RWood""",2015/10/09 6:23PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,2000,bagbj102,heflr101,,,(none),rue-j901,"""115,71,163,274,39,118""",
CLE194508170,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1945/08/17,0,0:00PM,day,false,,romme101,passa901,"""Jim Wohlenhaus/RWood""","""David W. Smith/RWood""",2015/10/13 8:49PM,park,none,0,unknown,-1,unknown,unknown,unknown,140,3500,hardm101,marcp101,groms101,,(none),mcgob901,"""39,266,119,118""",
