game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
ASF194510240,ASF,KCR,0,0
ASW194507290,ASW,ASE,0,0
BIR194504081,BIR,KCM,0,4
BIR194505271,BIR,CIA,1,3
BIR194507020,BIR,MEM,3,3
BLG194506241,BLG,PH5,0,2
BLG194506242,BLG,PH5,1,2
BLG194507081,BLG,NW2,0,0
BLG194507130,BLG,CIA,0,0
BLG194508140,BLG,BIR,5,0
BOS194504210,BOS,PHA,0,0
BOS194505010,BOS,WS1,1,1
BOS194505020,BOS,WS1,0,0
BOS194505050,BOS,NYA,0,6
BOS194505061,BOS,NYA,0,0
BOS194505062,BOS,NYA,0,1
BOS194505230,BOS,SLA,1,0
BOS194505240,BOS,SLA,1,2
BOS194505250,BOS,SLA,0,0
BOS194505260,BOS,SLA,1,2
BOS194505271,BOS,CHA,3,0
BOS194505272,BOS,CHA,0,0
BOS194505280,BOS,CHA,0,1
BOS194505290,BOS,CHA,1,0
BOS194505301,BOS,CLE,0,0
BOS194505302,BOS,CLE,0,0
BOS194505310,BOS,CLE,0,0
BOS194506010,BOS,DET,0,0
BOS194506020,BOS,DET,1,0
BOS194506031,BOS,DET,1,0
BOS194506032,BOS,DET,0,1
BOS194506061,BOS,PHA,3,0
BOS194506190,BOS,NYA,1,0
BOS194506220,BOS,WS1,2,0
BOS194506230,BOS,WS1,0,1
BOS194506241,BOS,WS1,0,0
BOS194506242,BOS,WS1,1,0
BOS194507120,BOS,DET,0,0
BOS194507130,BOS,DET,1,0
BOS194507140,BOS,DET,1,0
BOS194507160,BOS,CLE,0,0
BOS194507170,BOS,CLE,0,0
BOS194507180,BOS,CHA,3,0
BOS194507190,BOS,CHA,1,1
BOS194507200,BOS,CHA,0,0
BOS194507210,BOS,SLA,1,3
BOS194507221,BOS,SLA,0,1
BOS194507222,BOS,SLA,0,3
BOS194507240,BOS,SLA,4,0
BOS194507270,BOS,WS1,0,0
BOS194507280,BOS,WS1,0,0
BOS194507290,BOS,WS1,1,0
BOS194507310,BOS,NYA,2,0
BOS194508010,BOS,NYA,0,0
BOS194508020,BOS,NYA,1,3
BOS194509031,BOS,WS1,0,1
BOS194509032,BOS,WS1,0,0
BOS194509051,BOS,CLE,0,0
BOS194509060,BOS,CLE,2,0
BOS194509070,BOS,CLE,0,0
BOS194509080,BOS,CLE,0,0
BOS194509101,BOS,DET,1,0
BOS194509110,BOS,DET,0,0
BOS194509120,BOS,SLA,0,0
BOS194509130,BOS,SLA,0,0
BOS194509140,BOS,SLA,0,0
BOS194509171,BOS,CHA,4,0
BOS194509172,BOS,CHA,0,3
BOS194509191,BOS,PHA,0,0
BOS194509200,BOS,PHA,0,0
BOS194509220,BOS,NYA,0,0
BOS194509231,BOS,NYA,0,0
BOS194509232,BOS,NYA,0,0
BRO194504170,BRO,PHI,1,1
BRO194504180,BRO,PHI,0,0
BRO194504190,BRO,PHI,0,0
BRO194504270,BRO,NY1,0,0
BRO194504280,BRO,NY1,0,0
BRO194504290,BRO,NY1,0,0
BRO194505020,BRO,BSN,1,2
BRO194505090,BRO,SLN,0,0
BRO194505110,BRO,SLN,0,0
BRO194505120,BRO,CIN,2,0
BRO194505130,BRO,CIN,0,0
BRO194505140,BRO,PIT,0,0
BRO194505150,BRO,PIT,4,0
BRO194505160,BRO,PIT,0,1
BRO194505170,BRO,PIT,0,0
BRO194505180,BRO,CHN,4,4
BRO194505201,BRO,CHN,0,2
BRO194505202,BRO,CHN,0,3
BRO194505210,BRO,SLN,0,0
BRO194506080,BRO,PHI,0,0
BRO194506090,BRO,PHI,1,0
BRO194506100,BRO,PHI,0,0
BRO194506120,BRO,NY1,0,0
BRO194506130,BRO,NY1,0,0
BRO194506140,BRO,NY1,2,2
BRO194506180,BRO,NY1,0,0
BRO194506220,BRO,BSN,2,0
BRO194506230,BRO,BSN,0,3
BRO194506241,BRO,BSN,0,0
BRO194506242,BRO,BSN,0,0
BRO194506270,BRO,CHN,0,1
BRO194506280,BRO,CHN,0,0
BRO194506291,BRO,CHN,0,0
BRO194506292,BRO,CHN,0,0
BRO194506300,BRO,PIT,1,0
BRO194507011,BRO,PIT,0,3
BRO194507012,BRO,PIT,0,0
BRO194507030,BRO,CIN,0,0
BRO194507041,BRO,CIN,2,0
BRO194507042,BRO,CIN,0,0
BRO194507050,BRO,CIN,0,1
BRO194507060,BRO,SLN,2,0
BRO194507070,BRO,SLN,3,0
BRO194507081,BRO,SLN,0,0
BRO194507082,BRO,SLN,4,1
BRO194507270,BRO,BSN,0,0
BRO194507280,BRO,BSN,0,0
BRO194507291,BRO,BSN,1,0
BRO194507292,BRO,BSN,4,0
BRO194508080,BRO,CIN,0,0
BRO194508091,BRO,CIN,3,1
BRO194508092,BRO,CIN,0,1
BRO194508100,BRO,CIN,4,0
BRO194508110,BRO,CIN,0,0
BRO194508121,BRO,SLN,0,1
BRO194508122,BRO,SLN,0,0
BRO194508130,BRO,SLN,1,3
BRO194508140,BRO,SLN,1,0
BRO194508150,BRO,CHN,2,5
BRO194508160,BRO,CHN,0,0
BRO194508170,BRO,CHN,0,0
BRO194508180,BRO,CHN,2,0
BRO194508191,BRO,PIT,2,0
BRO194508192,BRO,PIT,0,1
BRO194508200,BRO,PIT,0,3
BRO194508210,BRO,PIT,0,7
BRO194508251,BRO,NY1,0,0
BRO194508252,BRO,NY1,3,0
BRO194508260,BRO,NY1,0,1
BRO194508280,BRO,PHI,1,0
BRO194508290,BRO,PHI,0,0
BRO194509031,BRO,BSN,0,0
BRO194509032,BRO,BSN,0,0
BRO194509190,BRO,NY1,0,0
BRO194509200,BRO,BSN,1,1
BRO194509220,BRO,PHI,0,0
BRO194509231,BRO,PHI,0,0
BRO194509232,BRO,PHI,0,0
BSN194504170,BSN,NY1,0,1
BSN194504180,BSN,NY1,2,0
BSN194504191,BSN,NY1,0,0
BSN194504192,BSN,NY1,1,0
BSN194504240,BSN,BRO,0,0
BSN194504280,BSN,PHI,2,0
BSN194505090,BSN,PIT,0,0
BSN194505120,BSN,CHN,0,0
BSN194505130,BSN,CHN,0,0
BSN194505150,BSN,SLN,1,2
BSN194505161,BSN,SLN,0,0
BSN194505162,BSN,SLN,4,0
BSN194505170,BSN,SLN,3,2
BSN194505201,BSN,CIN,1,3
BSN194505202,BSN,CIN,0,0
BSN194506090,BSN,NY1,0,0
BSN194506101,BSN,NY1,0,1
BSN194506102,BSN,NY1,1,0
BSN194506131,BSN,PHI,0,0
BSN194506150,BSN,BRO,0,0
BSN194506160,BSN,BRO,0,1
BSN194506171,BSN,BRO,0,0
BSN194506172,BSN,BRO,2,0
BSN194506271,BSN,CIN,0,1
BSN194506272,BSN,CIN,0,0
BSN194506280,BSN,CIN,1,1
BSN194506290,BSN,CIN,0,0
BSN194506300,BSN,SLN,0,0
BSN194507011,BSN,SLN,1,1
BSN194507012,BSN,SLN,1,2
BSN194507030,BSN,CHN,0,3
BSN194507041,BSN,CHN,1,1
BSN194507042,BSN,CHN,2,2
BSN194507050,BSN,CHN,1,0
BSN194507061,BSN,PIT,0,1
BSN194507070,BSN,PIT,1,0
BSN194507081,BSN,PIT,3,0
BSN194507082,BSN,PIT,1,1
BSN194508031,BSN,BRO,0,0
BSN194508032,BSN,BRO,1,2
BSN194508040,BSN,BRO,1,0
BSN194508051,BSN,BRO,0,1
BSN194508052,BSN,BRO,1,0
BSN194508081,BSN,CHN,0,0
BSN194508090,BSN,CHN,2,1
BSN194508110,BSN,CHN,0,2
BSN194508121,BSN,PIT,6,4
BSN194508130,BSN,PIT,0,1
BSN194508141,BSN,PIT,0,2
BSN194508151,BSN,CIN,1,0
