game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_ERA,vis_ERA,home_travel,vis_travel,home_last_location,visiting_last_location,home_avg_prev,away_avg_prev,home_OBP,away_OBP
LAN202007240,2020-07-24,LAN,SFN,1,0,5.84,4.37,1e-06,1e-06,LAN,LAN,1.0,0.0,0.346,0.311
CLE202007250,2020-07-25,CLE,KCA,0,2,2.67,4.2,1e-06,1e-06,CLE,CLE,0.0,2.0,0.32,0.291
SLN202007250,2020-07-25,SLN,PIT,1,0,3.15,6.18,1e-06,1e-06,SLN,SLN,1.0,0.0,0.341,0.266
CIN202007250,2020-07-25,CIN,DET,1,1,2.74,3.8,1e-06,1e-06,CIN,CIN,1.0,1.0,0.325,0.301
TEX202007250,2020-07-25,TEX,COL,0,0,5.56,3.65,1e-06,1e-06,TEX,TEX,0.0,0.0,0.307,0.3
HOU202007250,2020-07-25,HOU,SEA,1,0,3.93,2.7,1e-06,1e-06,HOU,HOU,1.0,0.0,0.321,0.317
BOS202007250,2020-07-25,BOS,BAL,0,3,4.5,4.3,1e-06,1e-06,BOS,BOS,0.0,3.0,0.342,0.326
NYN202007250,2020-07-25,NYN,ATL,0,0,8.1,6.84,1e-06,1e-06,NYN,NYN,0.0,0.0,0.333,0.329
TBA202007250,2020-07-25,TBA,TOR,0,0,0.55,9.0,1e-06,1e-06,TBA,TBA,0.0,0.0,0.331,0.305
CHN202007250,2020-07-25,CHN,MIL,1,0,2.01,3.13,1e-06,1e-06,CHN,CHN,1.0,0.0,0.31,0.312
PHI202007250,2020-07-25,PHI,MIA,0,0,2.92,18.69,1e-06,1e-06,PHI,PHI,0.0,0.0,0.347,0.316
LAN202007250,2020-07-25,LAN,SFN,1,1,6.39,4.03,1e-06,1e-06,LAN,LAN,1.0,0.0,0.346,0.311
OAK202007250,2020-07-25,OAK,ANA,0,0,4.5,3.29,1e-06,1e-06,OAK,OAK,0.0,0.0,0.321,0.308
CHA202007250,2020-07-25,CHA,MIN,0,0,1.99,4.05,1e-06,1e-06,CHA,CHA,0.0,0.0,0.333,0.314
WAS202007250,2020-07-25,WAS,NYA,0,0,2.66,6.64,1e-06,1e-06,WAS,WAS,0.0,0.0,0.322,0.324
SDN202007250,2020-07-25,SDN,ARI,0,0,2.09,6.62,1e-06,1e-06,SDN,SDN,0.0,0.0,0.344,0.284
CHN202007260,2020-07-26,CHN,MIL,0,0,5.3,3.99,1e-06,1e-06,CHN,CHN,1.0,0.0,0.31,0.312
HOU202007260,2020-07-26,HOU,SEA,1,2,14.73,5.75,1e-06,1e-06,HOU,HOU,1.0,0.0,0.321,0.317
SDN202007260,2020-07-26,SDN,ARI,0,0,12.46,2.95,1e-06,1e-06,SDN,SDN,0.0,0.0,0.344,0.284
CIN202007260,2020-07-26,CIN,DET,0,0,4.28,3.03,1e-06,1e-06,CIN,CIN,1.0,1.0,0.325,0.301
TBA202007260,2020-07-26,TBA,TOR,0,0,2.89,8.06,1e-06,1e-06,TBA,TBA,0.0,0.0,0.331,0.305
BOS202007260,2020-07-26,BOS,BAL,0,2,4.4,8.06,1e-06,1e-06,BOS,BOS,0.0,3.0,0.342,0.326
SLN202007260,2020-07-26,SLN,PIT,0,0,2.77,2.91,1e-06,1e-06,SLN,SLN,1.0,0.0,0.341,0.266
WAS202007260,2020-07-26,WAS,NYA,0,0,5.87,3.51,1e-06,1e-06,WAS,WAS,0.0,0.0,0.322,0.324
LAN202007260,2020-07-26,LAN,SFN,0,0,3.09,3.29,1e-06,1e-06,LAN,LAN,1.0,0.5,0.346,0.311
OAK202007260,2020-07-26,OAK,ANA,5,0,1.66,37.8,1e-06,1e-06,OAK,OAK,0.0,0.0,0.321,0.308
CHA202007260,2020-07-26,CHA,MIN,0,4,6.49,2.7,1e-06,1e-06,CHA,CHA,0.0,0.0,0.333,0.314
TEX202007260,2020-07-26,TEX,COL,0,0,11.57,4.33,1e-06,1e-06,TEX,TEX,0.0,0.0,0.307,0.3
NYN202007260,2020-07-26,NYN,ATL,0,2,5.64,7.2,1e-06,1e-06,NYN,NYN,0.0,0.0,0.333,0.329
CLE202007260,2020-07-26,CLE,KCA,2,0,2.91,12.27,1e-06,1e-06,CLE,CLE,0.0,2.0,0.32,0.291
PHI202007260,2020-07-26,PHI,MIA,4,0,17.18,9.0,1e-06,1e-06,PHI,PHI,0.0,0.0,0.347,0.316
WAS202007270,2020-07-27,WAS,TOR,0,1,6.62,2.7,1e-06,1340.493838211085,WAS,TBA,0.0,0.0,0.322,0.305
BOS202007270,2020-07-27,BOS,NYN,0,0,6.38,6.62,1e-06,306.2037667286439,BOS,NYN,0.0,0.0,0.342,0.361
HOU202007270,2020-07-27,HOU,SEA,0,0,6.75,5.79,1e-06,1e-06,HOU,HOU,1.0,1.0,0.321,0.317
PIT202007270,2020-07-27,PIT,MIL,0,0,7.11,6.53,898.8824563980571,660.0502267315369,SLN,CHN,0.0,0.0,0.299,0.312
TBA202007270,2020-07-27,TBA,ATL,0,0,1.66,16.2,1e-06,1638.0556824552712,TBA,NYN,0.0,1.0,0.331,0.329
CIN202007270,2020-07-27,CIN,CHN,0,4,5.65,5.16,1e-06,406.2527329885922,CIN,CHN,0.5,4.0,0.325,0.323
