game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_ERA,vis_ERA,home_travel,vis_travel,home_last_location,visiting_last_location,home_avg_prev,away_avg_prev,home_OBP,away_OBP
ARI201504070,2015-04-07,ARI,SFN,0,2,4.67,4.67,1e-06,1e-06,ARI,ARI,0.0,2.0,0.331,0.327
MIA201504070,2015-04-07,MIA,ATL,0,7,4.95,3.84,1e-06,1e-06,MIA,MIA,0.0,7.0,0.312,0.312
OAK201504070,2015-04-07,OAK,TEX,0,0,3.35,4.66,1e-06,1e-06,OAK,OAK,0.0,0.0,0.316,0.306
SEA201504070,2015-04-07,SEA,ANA,0,0,3.9,3.89,1e-06,1e-06,SEA,SEA,0.0,0.0,0.313,0.302
MIL201504070,2015-04-07,MIL,COL,0,0,5.63,5.14,1e-06,1e-06,MIL,MIL,0.0,0.0,0.31,0.277
LAN201504070,2015-04-07,LAN,SDN,0,1,3.69,2.34,1e-06,1e-06,LAN,LAN,0.0,1.0,0.32,0.295
TBA201504070,2015-04-07,TBA,BAL,0,4,,4.25,1e-06,1e-06,TBA,TBA,0.0,4.0,0.312,0.289
MIL201504080,2015-04-08,MIL,COL,0,0,2.21,3.26,1e-06,1e-06,MIL,MIL,0.0,0.0,0.31,0.277
SEA201504080,2015-04-08,SEA,ANA,0,4,3.54,4.46,1e-06,1e-06,SEA,SEA,0.0,0.0,0.313,0.302
PHI201504080,2015-04-08,PHI,BOS,0,0,4.86,4.92,1e-06,1e-06,PHI,PHI,0.0,0.0,0.304,0.302
ARI201504080,2015-04-08,ARI,SFN,1,0,4.62,3.95,1e-06,1e-06,ARI,ARI,0.0,2.0,0.331,0.327
OAK201504080,2015-04-08,OAK,TEX,0,0,3.1,7.25,1e-06,1e-06,OAK,OAK,0.0,0.0,0.316,0.306
WAS201504080,2015-04-08,WAS,NYN,2,0,3.66,2.54,1e-06,1e-06,WAS,WAS,2.0,0.0,0.328,0.316
CIN201504080,2015-04-08,CIN,PIT,1,0,2.94,4.24,1e-06,1e-06,CIN,CIN,1.0,0.0,0.322,0.322
TBA201504080,2015-04-08,TBA,BAL,0,0,3.35,4.91,1e-06,1e-06,TBA,TBA,0.0,4.0,0.312,0.289
DET201504080,2015-04-08,DET,MIN,0,0,4.99,6.75,1e-06,1e-06,DET,DET,0.0,0.0,0.332,0.289
LAN201504080,2015-04-08,LAN,SDN,1,2,5.87,4.34,1e-06,1e-06,LAN,LAN,0.0,1.0,0.32,0.295
HOU201504080,2015-04-08,HOU,CLE,0,0,3.9,3.63,1e-06,1e-06,HOU,HOU,0.0,0.0,0.322,0.305
KCA201504080,2015-04-08,KCA,CHA,1,0,0.94,4.07,1e-06,1e-06,KCA,KCA,1.0,0.0,0.333,0.306
MIA201504080,2015-04-08,MIA,ATL,0,0,4.08,4.63,1e-06,1e-06,MIA,MIA,0.0,7.0,0.312,0.312
CHN201504080,2015-04-08,CHN,SLN,0,0,1.77,3.03,1e-06,1e-06,CHN,CHN,0.0,0.0,0.322,0.311
