year,game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,vis_pitcher,home_ERA,vis_ERA,date,home_travel,vis_travel,home_last_location,visiting_last_location,home_avg_prev,away_avg_prev,home_OBP,away_OBP
2014,ARI201403230,ARI,LAN,0,1,cahit001,ryu-h001,5.61,3.38,2014-03-23,1e-06,1e-06,ARI,ARI,0.0,1.0,0.318,0.346
2014,ARI201404010,ARI,SFN,2,4,milew001,gutij002,4.34,,2014-04-01,1e-06,1e-06,ARI,ARI,0.0,4.0,0.318,0.309
2014,TEX201404010,TEX,PHI,0,0,sorij001,hollm003,3.25,4.4,2014-04-01,1e-06,1e-06,TEX,TEX,0.0,0.0,0.312,0.303
2014,SDN201404010,SDN,LAN,0,2,kenni001,greiz001,3.63,2.71,2014-04-01,1e-06,1e-06,SDN,SDN,0.0,1.0,0.299,0.346
2014,TBA201404010,TBA,TOR,0,3,cobba001,hutcd001,2.87,4.48,2014-04-01,1e-06,1e-06,TBA,TBA,0.0,3.0,0.326,0.318
2014,MIA201404010,MIA,COL,0,0,eovan001,andeb004,4.37,2.91,2014-04-01,1e-06,1e-06,MIA,MIA,0.0,0.0,0.326,0.279
2014,ANA201404010,ANA,SEA,0,0,wilsc004,ramie004,4.51,5.26,2014-04-01,1e-06,1e-06,ANA,ANA,0.0,0.0,0.315,0.306
2014,MIL201404010,MIL,ATL,1,0,lohsk001,wooda002,3.54,2.78,2014-04-01,1e-06,1e-06,MIL,MIL,1.0,0.0,0.322,0.3
2014,TEX201404020,TEX,PHI,0,1,rosis001,papej001,6.75,2.04,2014-04-02,1e-06,1e-06,TEX,TEX,0.0,0.0,0.312,0.303
2014,CIN201404020,CIN,SLN,0,0,hoovj002,martc006,4.88,4.03,2014-04-02,1e-06,1e-06,CIN,CIN,0.0,0.0,0.305,0.306
2014,TBA201404020,TBA,TOR,0,0,moorm003,buehm001,2.7,3.39,2014-04-02,1e-06,1e-06,TBA,TBA,0.0,3.0,0.326,0.318
2014,PIT201404020,PIT,CHN,0,0,pimes001,villc001,5.23,4.64,2014-04-02,1e-06,1e-06,PIT,PIT,0.0,0.0,0.342,0.296
2014,MIL201404020,MIL,ATL,0,0,garzm001,haraa001,3.64,3.57,2014-04-02,1e-06,1e-06,MIL,MIL,1.0,0.0,0.322,0.3
2014,NYN201404020,NYN,WAS,1,0,colob001,gonzg003,4.09,3.57,2014-04-02,1e-06,1e-06,NYN,NYN,1.0,0.0,0.295,0.303
2014,DET201404020,DET,KCA,0,0,albua001,collt001,2.51,3.86,2014-04-02,1e-06,1e-06,DET,DET,0.0,0.0,0.338,0.317
2014,MIA201404020,MIA,COL,1,3,alvah001,lylej001,2.65,4.33,2014-04-02,1e-06,1e-06,MIA,MIA,0.0,0.0,0.326,0.279
2014,BAL201404020,BAL,BOS,0,0,jimeu001,lackj001,4.81,3.82,2014-04-02,1e-06,1e-06,BAL,BAL,0.0,0.0,0.317,0.299
2014,ANA201404020,ANA,SEA,0,0,santh001,paxtj001,3.75,3.04,2014-04-02,1e-06,1e-06,ANA,ANA,0.0,0.0,0.315,0.306
2014,SDN201404020,SDN,LAN,0,3,rosst001,hared001,2.81,4.02,2014-04-02,1e-06,1e-06,SDN,SDN,0.0,1.5,0.299,0.346
2014,OAK201404022,OAK,CLE,2,0,johnj010,allec002,7.09,2.07,2014-04-02,1e-06,1e-06,OAK,OAK,2.0,0.0,0.335,0.314
2014,OAK201404021,OAK,CLE,1,0,kazms001,klubc001,3.55,2.44,2014-04-02,1e-06,1e-06,OAK,OAK,2.0,0.0,0.335,0.314
2014,CHA201404020,CHA,MIN,0,0,belir001,dedus001,5.56,,2014-04-02,1e-06,1e-06,CHA,CHA,0.0,0.0,0.314,0.314
2014,HOU201404020,HOU,NYA,1,0,cosaj001,kuroh001,3.69,3.71,2014-04-02,1e-06,1e-06,HOU,HOU,1.0,0.0,0.315,0.305
2014,ARI201404020,ARI,SFN,0,0,cahit001,hudst001,5.61,3.57,2014-04-02,1e-06,1e-06,ARI,ARI,1.0,4.0,0.318,0.309
2014,OAK201404030,OAK,SEA,0,1,pomed001,noesh001,2.35,4.75,2014-04-03,1e-06,592.0808995913671,OAK,ANA,1.5,0.0,0.335,0.306
