game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_ERA,vis_ERA,home_travel,vis_travel,home_last_location,visiting_last_location,home_avg_prev,away_avg_prev,home_OBP_x,away_OBP_x,home_OBP_y,away_OBP_y
PIT202407020,2024-07-02,PIT,SLN,0,0,4.25,4.24,840.3908477621023,898.8824563980571,ATL,SLN,0.4,0.7,0.306,0.309,0.306,0.309
NYA202407020,2024-07-02,NYA,CIN,0,0,3.5,5.24,550.2922217550002,1403.0288811452067,TOR,SLN,0.3,0.3,0.337,0.298,0.337,0.298
MIN202407020,2024-07-02,MIN,DET,0,0,3.24,2.82,2238.4089622775527,2437.087352189671,SEA,ANA,1.0,0.4,0.328,0.299,0.328,0.299
OAK202407020,2024-07-02,OAK,ANA,0,0,4.58,3.42,1040.2976618519092,592.0809005913671,ARI,ANA,0.4,0.2,0.3,0.301,0.3,0.301
WAS202407020,2024-07-02,WAS,NYN,0,0,4.22,2.55,1e-06,1e-06,WAS,WAS,0.4,0.4,0.309,0.317,0.309,0.317
COL202407020,2024-07-02,COL,MIL,0,0,5.93,1.17,1e-06,1e-06,COL,COL,0.8,0.4,0.332,0.333,0.332,0.333
LAN202407020,2024-07-02,LAN,ARI,1,0,3.62,4.31,559.4406195325591,574.8341159449532,SFN,ARI,0.6,0.4,0.33,0.328,0.33,0.328
TOR202407020,2024-07-02,TOR,HOU,1,0,3.6,4.53,1e-06,1e-06,TOR,TOR,0.8,0.2,0.314,0.317,0.314,0.317
KCA202407020,2024-07-02,KCA,TBA,0,0,3.71,3.63,1e-06,1680.826511683993,KCA,TBA,0.3,1.1,0.319,0.301,0.319,0.301
COL202407030,2024-07-03,COL,MIL,0,1,6.17,4.29,1e-06,1e-06,COL,COL,0.8,0.3,0.332,0.333,0.332,0.333
MIN202407030,2024-07-03,MIN,DET,0,0,4.9,4.76,1e-06,1e-06,MIN,MIN,1.0,0.4,0.328,0.299,0.328,0.299
LAN202407030,2024-07-03,LAN,ARI,4,1,3.19,3.19,1e-06,1e-06,LAN,LAN,0.7,0.3,0.33,0.328,0.33,0.328
TEX202407030,2024-07-03,TEX,SDN,0,0,5.31,2.83,1e-06,1e-06,TEX,TEX,0.6,0.1,0.31,0.33,0.31,0.33
TOR202407030,2024-07-03,TOR,HOU,1,0,5.59,2.23,1e-06,1e-06,TOR,TOR,0.9,0.2,0.314,0.317,0.314,0.317
SEA202407030,2024-07-03,SEA,BAL,0,0,3.23,4.1,1e-06,1e-06,SEA,SEA,0.3,0.3,0.307,0.316,0.307,0.316
ATL202407030,2024-07-03,ATL,SFN,0,0,2.38,4.1,1e-06,1e-06,ATL,ATL,0.9,0.4,0.313,0.304,0.313,0.304
CLE202407030,2024-07-03,CLE,CHA,0,1,4.86,3.3,1e-06,1e-06,CLE,CLE,0.4,0.1,0.317,0.273,0.317,0.273
CHN202407030,2024-07-03,CHN,PHI,0,0,2.32,1.87,1e-06,1e-06,CHN,CHN,0.6,1.0,0.302,0.319,0.302,0.319
PIT202407030,2024-07-03,PIT,SLN,0,0,3.79,2.8,1e-06,1e-06,PIT,PIT,0.4,0.5,0.306,0.309,0.306,0.309
MIA202407030,2024-07-03,MIA,BOS,1,0,4.92,4.49,1e-06,1e-06,MIA,MIA,0.9,0.4,0.308,0.317,0.308,0.317
NYA202407030,2024-07-03,NYA,CIN,0,0,3.96,3.72,1e-06,1e-06,NYA,NYA,0.3,0.3,0.337,0.298,0.337,0.298
KCA202407030,2024-07-03,KCA,TBA,0,1,3.35,3.6,1e-06,1e-06,KCA,KCA,0.3,0.8,0.319,0.301,0.319,0.301
OAK202407030,2024-07-03,OAK,ANA,0,0,5.01,6.23,1e-06,1e-06,OAK,OAK,0.4,0.2,0.3,0.301,0.3,0.301
WAS202407030,2024-07-03,WAS,NYN,0,0,4.36,5.63,1e-06,1e-06,WAS,WAS,0.4,0.4,0.309,0.317,0.309,0.317
TEX202407040,2024-07-04,TEX,SDN,0,0,3.95,2.95,1e-06,1e-06,TEX,TEX,0.6,0.1,0.31,0.33,0.31,0.33
WAS202407040,2024-07-04,WAS,NYN,0,0,4.41,5.84,1e-06,1e-06,WAS,WAS,0.2,0.4,0.309,0.317,0.309,0.317
MIN202407040,2024-07-04,MIN,DET,0,1,3.98,6.09,1e-06,1e-06,MIN,MIN,1.0,0.2,0.328,0.299,0.328,0.299
CHN202407040,2024-07-04,CHN,PHI,0,1,3.27,3.32,1e-06,1e-06,CHN,CHN,0.6,0.9,0.302,0.319,0.302,0.319
TOR202407040,2024-07-04,TOR,HOU,3,3,4.16,2.91,1e-06,1e-06,TOR,TOR,1.0,0.2,0.314,0.317,0.314,0.317
KCA202407040,2024-07-04,KCA,TBA,0,2,4.53,3.59,1e-06,1e-06,KCA,KCA,0.3,0.8,0.319,0.301,0.319,0.301
COL202407040,2024-07-04,COL,MIL,1,0,6.79,3.0,1e-06,1e-06,COL,COL,0.8,0.4,0.332,0.333,0.332,0.333
LAN202407040,2024-07-04,LAN,ARI,0,2,3.65,2.48,1e-06,1e-06,LAN,LAN,0.9,0.4,0.33,0.328,0.33,0.328
PIT202407040,2024-07-04,PIT,SLN,0,0,3.89,2.85,1e-06,1e-06,PIT,PIT,0.4,0.3,0.306,0.309,0.306,0.309
NYA202407040,2024-07-04,NYA,CIN,0,0,4.31,4.84,1e-06,1e-06,NYA,NYA,0.3,0.3,0.337,0.298,0.337,0.298
ATL202407040,2024-07-04,ATL,SFN,2,0,4.19,3.47,1e-06,1e-06,ATL,ATL,0.4,0.4,0.313,0.304,0.313,0.304
OAK202407040,2024-07-04,OAK,ANA,0,0,4.38,4.35,1e-06,1e-06,OAK,OAK,0.4,0.2,0.3,0.301,0.3,0.301
MIA202407040,2024-07-04,MIA,BOS,0,1,6.0,3.97,1e-06,1e-06,MIA,MIA,1.0,0.4,0.308,0.317,0.308,0.317
SEA202407040,2024-07-04,SEA,BAL,0,0,4.88,5.01,1e-06,1e-06,SEA,SEA,0.3,0.3,0.307,0.316,0.307,0.316
CLE202407040,2024-07-04,CLE,CHA,1,0,3.81,4.3,1e-06,1e-06,CLE,CLE,0.4,0.2,0.317,0.273,0.317,0.273
CLE202407050,2024-07-05,CLE,SFN,0,3,3.47,1.91,1e-06,893.7492632763934,CLE,ATL,0.5,0.3,0.317,0.304,0.317,0.304
OAK202407050,2024-07-05,OAK,BAL,1,1,2.86,3.7,1e-06,1089.6592015072615,OAK,SEA,0.4,0.3,0.3,0.316,0.3,0.316
MIA202407050,2024-07-05,MIA,CHA,0,0,2.18,5.48,1e-06,1753.208311365246,MIA,CLE,1.0,0.2,0.308,0.273,0.308,0.273
SEA202407050,2024-07-05,SEA,TOR,0,0,3.64,3.83,1e-06,3325.1452076248356,SEA,TOR,0.3,0.3,0.307,0.313,0.307,0.313
CIN202407050,2024-07-05,CIN,DET,0,0,5.46,3.53,913.3322258208744,973.9884963018676,NYA,MIN,0.6,0.3,0.311,0.299,0.311,0.299
SDN202407050,2024-07-05,SDN,ARI,0,2,5.21,4.31,1879.917699205684,179.52869961196944,TEX,LAN,0.6,0.6,0.315,0.328,0.315,0.328
MIN202407050,2024-07-05,MIN,HOU,0,0,4.08,2.39,1e-06,1113.301279752142,MIN,TOR,0.5,0.5,0.328,0.317,0.328,0.317
WAS202407050,2024-07-05,WAS,SLN,2,0,3.8,2.04,1e-06,305.44483751928374,WAS,PIT,0.2,0.2,0.309,0.309,0.309,0.309
ATL202407050,2024-07-05,ATL,PHI,0,0,3.25,3.57,1e-06,947.8182724063668,ATL,CHN,0.6,0.8,0.313,0.319,0.313,0.319
CHN202407050,2024-07-05,CHN,ANA,2,0,3.07,5.19,1e-06,2971.6570204984887,CHN,OAK,0.6,0.2,0.302,0.301,0.302,0.301
LAN202407050,2024-07-05,LAN,MIL,1,0,3.0,2.98,1e-06,1336.5596902131042,LAN,COL,0.6,0.4,0.33,0.333,0.33,0.333
PIT202407050,2024-07-05,PIT,NYN,0,0,1.96,3.91,1e-06,305.44483751928374,PIT,WAS,0.4,0.4,0.306,0.317,0.306,0.317
NYA202407050,2024-07-05,NYA,BOS,0,0,2.11,2.93,1e-06,1756.5620451799746,NYA,MIA,0.3,0.5,0.337,0.317,0.337,0.317
COL202407050,2024-07-05,COL,KCA,0,1,4.28,3.66,1e-06,896.2397141964761,COL,KCA,0.9,0.1,0.332,0.293,0.332,0.293
TEX202407050,2024-07-05,TEX,TBA,0,0,3.31,3.06,1e-06,738.3603208647532,TEX,KCA,0.5,0.9,0.31,0.301,0.31,0.301
CLE202407060,2024-07-06,CLE,SFN,3,0,3.81,4.56,1e-06,1e-06,CLE,CLE,0.4,0.6,0.317,0.304,0.317,0.304
CIN202407060,2024-07-06,CIN,DET,0,0,4.86,4.53,1e-06,1e-06,CIN,CIN,0.5,0.3,0.311,0.299,0.311,0.299
LAN202407060,2024-07-06,LAN,MIL,3,1,3.62,1.73,1e-06,1e-06,LAN,LAN,0.6,0.3,0.33,0.333,0.33,0.333
SDN202407060,2024-07-06,SDN,ARI,1,0,3.99,3.26,1e-06,1e-06,SDN,SDN,0.6,0.7,0.315,0.328,0.315,0.328
MIN202407060,2024-07-06,MIN,HOU,2,0,3.6,3.49,1e-06,1e-06,MIN,MIN,0.5,0.5,0.328,0.317,0.328,0.317
NYA202407060,2024-07-06,NYA,BOS,1,0,3.36,4.06,1e-06,1e-06,NYA,NYA,0.3,0.5,0.337,0.317,0.337,0.317
PIT202407060,2024-07-06,PIT,NYN,0,0,4.43,2.55,1e-06,1e-06,PIT,PIT,0.4,0.3,0.306,0.317,0.306,0.317
ATL202407060,2024-07-06,ATL,PHI,3,0,3.35,3.46,1e-06,1e-06,ATL,ATL,0.5,0.8,0.313,0.319,0.313,0.319
WAS202407060,2024-07-06,WAS,SLN,4,0,4.36,3.84,1e-06,1e-06,WAS,WAS,0.4,0.2,0.309,0.309,0.309,0.309
CHN202407060,2024-07-06,CHN,ANA,0,1,5.92,3.81,1e-06,1e-06,CHN,CHN,0.8,0.1,0.302,0.301,0.302,0.301
MIA202407060,2024-07-06,MIA,CHA,0,1,3.83,4.74,1e-06,1e-06,MIA,MIA,1.0,0.2,0.308,0.273,0.308,0.273
SEA202407060,2024-07-06,SEA,TOR,0,0,4.75,4.47,1e-06,1e-06,SEA,SEA,0.3,0.3,0.307,0.313,0.307,0.313
TEX202407060,2024-07-06,TEX,TBA,0,0,5.4,2.67,1e-06,1e-06,TEX,TEX,0.3,0.8,0.31,0.301,0.31,0.301
COL202407060,2024-07-06,COL,KCA,0,0,4.75,3.0,1e-06,1e-06,COL,COL,0.5,0.1,0.332,0.293,0.332,0.293
OAK202407060,2024-07-06,OAK,BAL,3,0,5.18,5.2,1e-06,1e-06,OAK,OAK,0.5,0.3,0.3,0.316,0.3,0.316
CLE202407070,2024-07-07,CLE,SFN,0,0,1.91,3.9,1e-06,1e-06,CLE,CLE,0.7,0.6,0.317,0.304,0.317,0.304
PIT202407070,2024-07-07,PIT,NYN,0,0,3.79,3.52,1e-06,1e-06,PIT,PIT,0.1,0.3,0.306,0.317,0.306,0.317
CIN202407070,2024-07-07,CIN,DET,0,0,5.24,2.39,1e-06,1e-06,CIN,CIN,0.5,0.3,0.311,0.299,0.311,0.299
MIA202407070,2024-07-07,MIA,CHA,0,0,2.23,3.46,1e-06,1e-06,MIA,MIA,1.0,0.3,0.308,0.273,0.308,0.273
MIN202407070,2024-07-07,MIN,HOU,0,0,3.64,3.8,1e-06,1e-06,MIN,MIN,0.7,0.5,0.328,0.317,0.328,0.317
NYA202407070,2024-07-07,NYA,BOS,0,0,3.5,4.36,1e-06,1e-06,NYA,NYA,0.4,0.3,0.337,0.317,0.337,0.317
TEX202407070,2024-07-07,TEX,TBA,1,0,3.8,3.63,1e-06,1e-06,TEX,TEX,0.3,0.5,0.31,0.301,0.31,0.301
SEA202407070,2024-07-07,SEA,TOR,0,0,1.94,3.21,1e-06,1e-06,SEA,SEA,0.1,0.3,0.307,0.313,0.307,0.313
SDN202407070,2024-07-07,SDN,ARI,1,1,3.47,4.24,1e-06,1e-06,SDN,SDN,0.7,0.5,0.315,0.328,0.315,0.328
LAN202407070,2024-07-07,LAN,MIL,0,0,5.7,2.69,1e-06,1e-06,LAN,LAN,0.9,0.3,0.33,0.333,0.33,0.333
OAK202407070,2024-07-07,OAK,BAL,0,4,4.58,3.86,1e-06,1e-06,OAK,OAK,0.6,0.3,0.3,0.316,0.3,0.316
WAS202407070,2024-07-07,WAS,SLN,0,0,4.16,4.24,1e-06,1e-06,WAS,WAS,0.7,0.2,0.309,0.309,0.309,0.309
CHN202407070,2024-07-07,CHN,ANA,0,0,3.86,3.42,1e-06,1e-06,CHN,CHN,0.8,0.2,0.302,0.301,0.302,0.301
ATL202407070,2024-07-07,ATL,PHI,0,0,1.99,11.08,1e-06,1e-06,ATL,ATL,0.8,0.7,0.313,0.319,0.313,0.319
COL202407070,2024-07-07,COL,KCA,0,0,8.65,3.71,1e-06,1e-06,COL,COL,0.2,0.1,0.332,0.293,0.332,0.293
DET202407080,2024-07-08,DET,CLE,0,0,2.19,4.25,380.0544669682655,145.52553501827433,CIN,CLE,1.0,0.4,0.303,0.299,0.303,0.299
ANA202407080,2024-07-08,ANA,TEX,0,2,6.23,4.47,2786.2559450879285,1938.7751997181072,CHN,TEX,0.4,0.4,0.302,0.301,0.302,0.301
CHA202407080,2024-07-08,CHA,MIN,0,1,4.3,3.64,1915.1205670973725,571.0232496384983,MIA,MIN,0.4,0.6,0.283,0.303,0.283,0.303
CIN202407080,2024-07-08,CIN,COL,0,0,3.72,4.49,1e-06,1756.1898521305268,CIN,COL,0.4,0.2,0.311,0.276,0.311,0.276
WAS202407080,2024-07-08,WAS,SLN,0,0,4.29,5.35,1e-06,1e-06,WAS,WAS,0.6,0.2,0.309,0.309,0.309,0.309
ARI202407080,2024-07-08,ARI,ATL,0,1,2.48,1.95,481.0116378281714,2556.4851145812468,SDN,ATL,1.1,0.6,0.347,0.304,0.347,0.304
PIT202407080,2024-07-08,PIT,NYN,0,0,4.25,21.6,1e-06,1e-06,PIT,PIT,0.1,0.3,0.306,0.317,0.306,0.317
DET202407090,2024-07-09,DET,CLE,0,3,2.82,4.25,1e-06,1e-06,DET,DET,0.8,0.4,0.303,0.299,0.303,0.299
PHI202407090,2024-07-09,PHI,LAN,0,0,2.57,8.52,1071.2330338826837,3844.216938115361,ATL,LAN,0.5,0.4,0.33,0.339,0.33,0.339
CIN202407090,2024-07-09,CIN,COL,0,0,3.1,4.98,1e-06,1e-06,CIN,CIN,0.3,0.1,0.311,0.276,0.311,0.276
TBA202407090,2024-07-09,TBA,NYA,4,1,3.6,3.96,1496.616116420437,1638.0556824552712,TEX,NYA,0.2,0.5,0.303,0.33,0.303,0.33
BOS202407090,2024-07-09,BOS,OAK,3,2,4.49,5.01,306.2037667286439,4320.465179781682,NYA,OAK,0.5,0.4,0.321,0.303,0.321,0.303
ANA202407090,2024-07-09,ANA,TEX,0,1,4.88,4.32,1e-06,1e-06,ANA,ANA,0.4,0.4,0.302,0.301,0.302,0.301
NYN202407090,2024-07-09,NYN,WAS,0,0,3.75,4.41,505.04779123783345,326.3648041771951,PIT,WAS,0.8,0.1,0.325,0.308,0.325,0.308
BAL202407090,2024-07-09,BAL,CHN,0,1,4.1,3.27,3931.3055139950993,972.7856247406662,OAK,CHN,0.7,0.3,0.313,0.331,0.313,0.331
SFN202407090,2024-07-09,SFN,TOR,0,0,3.88,4.55,3478.8930495355935,1092.0187760809354,CLE,SEA,0.4,0.3,0.307,0.313,0.307,0.313
MIL202407090,2024-07-09,MIL,PIT,0,0,4.29,4.71,2799.844413597458,722.0054120555708,LAN,PIT,0.0,0.4,0.317,0.297,0.317,0.297
ARI202407090,2024-07-09,ARI,ATL,0,0,3.65,2.38,1e-06,1e-06,ARI,ARI,0.8,0.7,0.347,0.304,0.347,0.304
SDN202407090,2024-07-09,SDN,SEA,0,1,7.49,3.23,1e-06,1711.8059777853623,SDN,SEA,0.8,0.6,0.315,0.315,0.315,0.315
HOU202407090,2024-07-09,HOU,MIA,0,1,2.8,3.83,1702.4056315736932,1555.6920636215998,MIN,MIA,1.3,0.1,0.326,0.292,0.326,0.292
BAL202407100,2024-07-10,BAL,CHN,0,0,2.92,2.91,1e-06,1e-06,BAL,BAL,0.7,0.4,0.313,0.331,0.313,0.331
HOU202407100,2024-07-10,HOU,MIA,1,0,2.91,2.18,1e-06,1e-06,HOU,HOU,1.1,0.2,0.326,0.292,0.326,0.292
BOS202407100,2024-07-10,BOS,OAK,0,0,4.14,4.38,1e-06,1e-06,BOS,BOS,0.8,0.6,0.321,0.303,0.321,0.303
SFN202407100,2024-07-10,SFN,TOR,2,0,3.47,4.16,1e-06,1e-06,SFN,SFN,0.4,0.2,0.307,0.313,0.307,0.313
SLN202407101,2024-07-10,SLN,KCA,0,0,3.78,4.53,1e-06,1e-06,SLN,SLN,0.8,0.1,0.315,0.293,0.315,0.293
MIL202407100,2024-07-10,MIL,PIT,2,0,3.0,4.53,1e-06,1e-06,MIL,MIL,0.0,0.4,0.317,0.297,0.317,0.297
SLN202407102,2024-07-10,SLN,KCA,0,0,4.7,3.35,1142.2462660488457,1279.0227614650469,WAS,COL,0.5,0.1,0.315,0.293,0.315,0.293
ARI202407100,2024-07-10,ARI,ATL,0,0,3.26,2.62,1e-06,1e-06,ARI,ARI,0.8,0.7,0.347,0.304,0.347,0.304
NYN202407100,2024-07-10,NYN,WAS,1,0,3.91,5.62,1e-06,1e-06,NYN,NYN,0.6,0.1,0.325,0.308,0.325,0.308
DET202407100,2024-07-10,DET,CLE,2,0,3.53,3.47,1e-06,1e-06,DET,DET,0.8,0.7,0.303,0.299,0.303,0.299
CHA202407102,2024-07-10,CHA,MIN,0,0,4.74,5.09,1e-06,1e-06,CHA,CHA,0.4,0.4,0.283,0.303,0.283,0.303
TBA202407100,2024-07-10,TBA,NYA,0,0,3.59,3.36,1e-06,1e-06,TBA,TBA,0.6,0.6,0.303,0.33,0.303,0.33
PHI202407100,2024-07-10,PHI,LAN,1,0,3.32,3.53,1e-06,1e-06,PHI,PHI,0.5,0.3,0.33,0.339,0.33,0.339
CHA202407101,2024-07-10,CHA,MIN,0,0,3.3,3.98,1e-06,1e-06,CHA,CHA,0.4,0.3,0.283,0.303,0.283,0.303
ANA202407100,2024-07-10,ANA,TEX,0,0,2.84,3.31,1e-06,1e-06,ANA,ANA,0.4,0.5,0.302,0.301,0.302,0.301
SDN202407100,2024-07-10,SDN,SEA,0,0,2.95,2.94,1e-06,1e-06,SDN,SDN,0.4,0.6,0.315,0.315,0.315,0.315
CIN202407100,2024-07-10,CIN,COL,0,0,4.84,5.24,1e-06,1e-06,CIN,CIN,0.2,0.1,0.311,0.276,0.311,0.276
DET202407110,2024-07-11,DET,CLE,1,0,3.17,6.21,1e-06,1e-06,DET,DET,0.9,0.7,0.303,0.299,0.303,0.299
PHI202407110,2024-07-11,PHI,LAN,1,0,3.57,3.08,1e-06,1e-06,PHI,PHI,0.6,0.3,0.33,0.339,0.33,0.339
HOU202407110,2024-07-11,HOU,MIA,2,1,2.23,6.53,1e-06,1e-06,HOU,HOU,1.2,0.2,0.326,0.292,0.326,0.292
ANA202407110,2024-07-11,ANA,SEA,0,4,3.99,3.64,1e-06,141.8121399568677,ANA,SDN,0.4,0.6,0.302,0.315,0.302,0.315
BOS202407110,2024-07-11,BOS,OAK,3,0,3.12,5.18,1e-06,1e-06,BOS,BOS,0.8,0.2,0.321,0.303,0.321,0.303
CIN202407110,2024-07-11,CIN,COL,0,0,2.75,4.75,1e-06,1e-06,CIN,CIN,0.0,0.1,0.311,0.276,0.311,0.276
SFN202407110,2024-07-11,SFN,TOR,2,3,4.1,3.83,1e-06,1e-06,SFN,SFN,0.4,0.2,0.307,0.313,0.307,0.313
NYN202407110,2024-07-11,NYN,WAS,0,0,2.9,3.9,1e-06,1e-06,NYN,NYN,0.7,0.1,0.325,0.308,0.325,0.308
ARI202407110,2024-07-11,ARI,ATL,0,0,4.71,3.25,1e-06,1e-06,ARI,ARI,0.7,0.5,0.347,0.304,0.347,0.304
MIL202407110,2024-07-11,MIL,PIT,0,0,4.36,1.96,1e-06,1e-06,MIL,MIL,0.2,0.3,0.317,0.297,0.317,0.297
TBA202407110,2024-07-11,TBA,NYA,2,0,2.67,3.77,1e-06,1e-06,TBA,TBA,0.6,0.4,0.303,0.33,0.303,0.33
BAL202407110,2024-07-11,BAL,CHN,0,0,3.7,3.07,1e-06,1e-06,BAL,BAL,0.7,0.4,0.313,0.331,0.313,0.331
CHA202407120,2024-07-12,CHA,PIT,0,0,4.49,4.54,1e-06,132.54357794550742,CHA,MIL,0.4,0.3,0.283,0.297,0.283,0.297
BAL202407120,2024-07-12,BAL,NYA,0,0,5.2,3.41,1e-06,1393.7772067986984,BAL,TBA,0.6,0.4,0.313,0.33,0.313,0.33
SLN202407120,2024-07-12,SLN,CHN,0,0,3.84,5.92,1e-06,1175.6168511642563,SLN,BAL,0.3,0.4,0.315,0.331,0.315,0.331
CIN202407120,2024-07-12,CIN,MIA,2,0,5.46,6.3,1e-06,1437.2452542414687,CIN,HOU,0.0,0.3,0.311,0.292,0.311,0.292
ARI202407120,2024-07-12,ARI,TOR,0,0,2.48,3.21,1e-06,1050.993394248722,ARI,SFN,0.4,0.5,0.347,0.313,0.347,0.313
DET202407120,2024-07-12,DET,LAN,2,0,3.15,5.95,1e-06,711.1078712045012,DET,PHI,1.0,0.3,0.303,0.339,0.303,0.339
SDN202407120,2024-07-12,SDN,ATL,0,0,4.91,3.35,1e-06,481.0116378281714,SDN,ARI,0.4,0.2,0.315,0.304,0.315,0.304
HOU202407120,2024-07-12,HOU,TEX,0,0,3.49,4.28,1e-06,2169.9670210701,HOU,ANA,1.4,0.5,0.326,0.301,0.326,0.301
TBA202407120,2024-07-12,TBA,CLE,0,0,4.11,5.64,1e-06,1620.843911772028,TBA,DET,0.8,0.6,0.303,0.299,0.303,0.299
PHI202407120,2024-07-12,PHI,OAK,0,0,3.46,3.41,1e-06,435.5953169043613,PHI,BOS,0.7,0.2,0.33,0.303,0.33,0.303
NYN202407120,2024-07-12,NYN,COL,0,0,3.47,8.65,1e-06,913.3322258208744,NYN,CIN,0.7,0.1,0.325,0.276,0.325,0.276
ANA202407120,2024-07-12,ANA,SEA,2,2,2.84,3.69,1e-06,1e-06,ANA,ANA,0.2,1.0,0.302,0.315,0.302,0.315
SFN202407120,2024-07-12,SFN,MIN,1,0,4.56,3.6,1e-06,2984.5094702126535,SFN,CHA,0.6,0.2,0.307,0.303,0.307,0.303
BOS202407120,2024-07-12,BOS,KCA,0,1,4.08,3.14,1e-06,1666.9051134731696,BOS,SLN,0.8,0.1,0.321,0.293,0.321,0.293
MIL202407120,2024-07-12,MIL,WAS,0,1,3.68,4.22,1e-06,1181.7674036325852,MIL,NYN,0.2,0.1,0.317,0.308,0.317,0.308
ARI202407130,2024-07-13,ARI,TOR,1,0,3.81,3.6,1e-06,1e-06,ARI,ARI,0.2,0.3,0.347,0.313,0.347,0.313
SFN202407130,2024-07-13,SFN,MIN,0,0,2.4,3.28,1e-06,1e-06,SFN,SFN,0.7,0.2,0.307,0.303,0.307,0.303
PHI202407130,2024-07-13,PHI,OAK,0,0,6.87,4.58,1e-06,1e-06,PHI,PHI,0.7,0.2,0.33,0.303,0.33,0.303
DET202407130,2024-07-13,DET,LAN,0,1,2.82,6.2,1e-06,1e-06,DET,DET,1.2,0.2,0.303,0.339,0.303,0.339
NYN202407130,2024-07-13,NYN,COL,0,0,2.55,4.49,1e-06,1e-06,NYN,NYN,0.7,0.0,0.325,0.276,0.325,0.276
MIL202407130,2024-07-13,MIL,WAS,5,0,2.72,2.6,1e-06,1e-06,MIL,MIL,0.2,0.2,0.317,0.308,0.317,0.308
SLN202407132,2024-07-13,SLN,CHN,2,0,3.36,1.88,1e-06,1e-06,SLN,SLN,0.0,0.4,0.315,0.331,0.315,0.331
BAL202407130,2024-07-13,BAL,NYA,0,4,3.86,3.5,1e-06,1e-06,BAL,BAL,0.5,0.3,0.313,0.33,0.313,0.33
ANA202407130,2024-07-13,ANA,SEA,0,1,3.42,3.53,1e-06,1e-06,ANA,ANA,0.4,1.0,0.302,0.315,0.302,0.315
CIN202407130,2024-07-13,CIN,MIA,0,0,3.35,4.95,1e-06,1e-06,CIN,CIN,0.2,0.3,0.311,0.292,0.311,0.292
TBA202407130,2024-07-13,TBA,CLE,0,0,3.75,3.75,1e-06,1e-06,TBA,TBA,0.8,0.5,0.303,0.299,0.303,0.299
SDN202407130,2024-07-13,SDN,ATL,0,0,3.47,1.99,1e-06,1e-06,SDN,SDN,0.4,0.1,0.315,0.304,0.315,0.304
SLN202407131,2024-07-13,SLN,CHN,10,1,3.84,3.86,1e-06,1e-06,SLN,SLN,0.2,0.4,0.315,0.331,0.315,0.331
CHA202407130,2024-07-13,CHA,PIT,0,1,4.95,3.95,1e-06,1e-06,CHA,CHA,0.4,0.3,0.283,0.297,0.283,0.297
HOU202407130,2024-07-13,HOU,TEX,1,1,2.23,3.0,1e-06,1e-06,HOU,HOU,1.4,0.5,0.326,0.301,0.326,0.301
BOS202407130,2024-07-13,BOS,KCA,0,0,4.36,3.0,1e-06,1e-06,BOS,BOS,0.8,0.2,0.321,0.293,0.321,0.293
SLN202407140,2024-07-14,SLN,CHN,0,0,5.35,3.27,1e-06,1e-06,SLN,SLN,1.2,0.5,0.315,0.331,0.315,0.331
BOS202407140,2024-07-14,BOS,KCA,2,1,4.49,3.71,1e-06,1e-06,BOS,BOS,0.8,0.2,0.321,0.293,0.321,0.293
CHA202407140,2024-07-14,CHA,PIT,1,0,5.06,4.71,1e-06,1e-06,CHA,CHA,0.1,0.4,0.283,0.297,0.283,0.297
SDN202407140,2024-07-14,SDN,ATL,1,0,4.87,2.38,1e-06,1e-06,SDN,SDN,0.4,0.1,0.315,0.304,0.315,0.304
MIL202407140,2024-07-14,MIL,WAS,1,0,4.29,4.41,1e-06,1e-06,MIL,MIL,0.7,0.2,0.317,0.308,0.317,0.308
HOU202407140,2024-07-14,HOU,TEX,0,2,2.8,3.86,1e-06,1e-06,HOU,HOU,1.4,0.5,0.326,0.301,0.326,0.301
PHI202407140,2024-07-14,PHI,OAK,1,0,11.08,5.01,1e-06,1e-06,PHI,PHI,0.5,0.2,0.33,0.303,0.33,0.303
DET202407140,2024-07-14,DET,LAN,0,3,3.61,6.2,1e-06,1e-06,DET,DET,1.2,0.3,0.303,0.339,0.303,0.339
BAL202407140,2024-07-14,BAL,NYA,0,0,5.33,3.14,1e-06,1e-06,BAL,BAL,0.3,0.7,0.313,0.33,0.313,0.33
ARI202407140,2024-07-14,ARI,TOR,0,0,3.21,4.55,1e-06,1e-06,ARI,ARI,0.3,0.3,0.347,0.313,0.347,0.313
NYN202407140,2024-07-14,NYN,COL,0,2,3.75,6.49,1e-06,1e-06,NYN,NYN,0.3,0.0,0.325,0.276,0.325,0.276
TBA202407140,2024-07-14,TBA,CLE,0,0,3.6,3.81,1e-06,1e-06,TBA,TBA,0.8,0.5,0.303,0.299,0.303,0.299
SFN202407140,2024-07-14,SFN,MIN,0,0,1.91,3.64,1e-06,1e-06,SFN,SFN,0.7,0.2,0.307,0.303,0.307,0.303
ANA202407140,2024-07-14,ANA,SEA,0,0,2.84,3.69,1e-06,1e-06,ANA,ANA,0.4,1.0,0.302,0.315,0.302,0.315
CIN202407140,2024-07-14,CIN,MIA,0,0,4.86,3.15,1e-06,1e-06,CIN,CIN,0.2,0.3,0.311,0.292,0.311,0.292
OAK202407190,2024-07-19,OAK,ANA,0,0,4.38,5.19,4037.093913210417,592.0809005913671,PHI,ANA,0.6,0.2,0.3,0.301,0.3,0.301
