game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_ERA,vis_ERA,home_travel,vis_travel,home_last_location,visiting_last_location,home_avg_prev,away_avg_prev,home_OBP_x,away_OBP_x,home_OBP_y,away_OBP_y
MIL202405110,2024-05-11,MIL,SLN,0,0,4.73,2.8,1e-06,1e-06,MIL,MIL,0.6,0.4,0.317,0.309,0.317,0.309
SEA202405110,2024-05-11,SEA,OAK,0,0,2.94,5.01,1e-06,1e-06,SEA,SEA,0.5,0.2,0.307,0.303,0.307,0.303
NYN202405110,2024-05-11,NYN,ATL,0,0,4.56,3.25,1e-06,1e-06,NYN,NYN,0.2,0.1,0.325,0.304,0.325,0.304
BOS202405120,2024-05-12,BOS,WAS,0,0,4.49,3.9,1e-06,1e-06,BOS,BOS,0.5,0.3,0.321,0.308,0.321,0.308
SDN202405120,2024-05-12,SDN,LAN,2,0,3.31,5.38,1e-06,1e-06,SDN,SDN,0.2,0.4,0.315,0.339,0.315,0.339
TOR202405120,2024-05-12,TOR,MIN,0,0,3.7,3.98,1e-06,1e-06,TOR,TOR,0.2,0.5,0.314,0.303,0.314,0.303
MIA202405120,2024-05-12,MIA,PHI,0,3,4.08,4.42,1e-06,1e-06,MIA,MIA,0.9,0.8,0.308,0.319,0.308,0.319
COL202405120,2024-05-12,COL,TEX,2,1,6.94,3.8,1e-06,1e-06,COL,COL,0.3,0.3,0.332,0.301,0.332,0.301
DET202405120,2024-05-12,DET,HOU,0,0,3.17,5.48,1e-06,1e-06,DET,DET,0.4,0.8,0.303,0.317,0.303,0.317
PIT202405120,2024-05-12,PIT,CHN,0,2,3.79,4.1,1e-06,1e-06,PIT,PIT,0.5,0.1,0.306,0.331,0.306,0.331
SFN202405120,2024-05-12,SFN,CIN,0,3,5.09,4.5,1e-06,1e-06,SFN,SFN,0.7,0.3,0.307,0.298,0.307,0.298
NYN202405120,2024-05-12,NYN,ATL,0,0,3.52,2.62,1e-06,1e-06,NYN,NYN,0.2,0.1,0.325,0.304,0.325,0.304
MIL202405120,2024-05-12,MIL,SLN,3,0,2.98,5.35,1e-06,1e-06,MIL,MIL,0.5,0.4,0.317,0.309,0.317,0.309
SEA202405120,2024-05-12,SEA,OAK,1,0,3.64,5.26,1e-06,1e-06,SEA,SEA,0.2,0.2,0.307,0.303,0.307,0.303
TBA202405120,2024-05-12,TBA,NYA,0,1,5.1,3.5,1e-06,1e-06,TBA,TBA,0.3,0.5,0.303,0.33,0.303,0.33
ANA202405120,2024-05-12,ANA,KCA,0,0,5.08,3.0,1e-06,1e-06,ANA,ANA,0.1,0.6,0.302,0.293,0.302,0.293
CHA202405120,2024-05-12,CHA,CLE,0,0,4.74,5.73,1e-06,1e-06,CHA,CHA,0.5,0.4,0.283,0.299,0.283,0.299
BAL202405120,2024-05-12,BAL,ARI,0,0,4.1,3.65,1e-06,1e-06,BAL,BAL,0.2,0.2,0.313,0.328,0.313,0.328
DET202405130,2024-05-13,DET,MIA,0,0,3.61,5.68,1e-06,1858.8415502997775,DET,MIA,0.4,0.7,0.303,0.292,0.303,0.292
ANA202405130,2024-05-13,ANA,SLN,0,0,5.03,4.07,1e-06,2783.0805047768185,ANA,MIL,0.1,0.4,0.302,0.309,0.302,0.309
ATL202405130,2024-05-13,ATL,CHN,0,0,5.64,3.86,1200.4511584455877,840.3908477621023,NYN,PIT,0.9,0.3,0.313,0.331,0.313,0.331
BAL202405130,2024-05-13,BAL,TOR,0,0,3.02,6.59,1e-06,537.0332419152472,BAL,TOR,0.1,0.4,0.313,0.313,0.313,0.313
MIL202405130,2024-05-13,MIL,PIT,0,2,4.29,4.25,1e-06,722.0054120555708,MIL,PIT,0.8,0.2,0.317,0.297,0.317,0.297
SDN202405130,2024-05-13,SDN,COL,0,0,4.87,6.17,1e-06,1340.79250926624,SDN,COL,0.4,0.6,0.315,0.276,0.315,0.276
SFN202405130,2024-05-13,SFN,LAN,0,1,2.4,1.93,1e-06,738.1265117326025,SFN,SDN,0.5,0.3,0.307,0.339,0.307,0.339
TEX202405130,2024-05-13,TEX,CLE,0,0,4.32,1.57,1052.76358222127,1309.650558347085,COL,CHA,0.5,0.4,0.31,0.299,0.31,0.299
NYN202405130,2024-05-13,NYN,PHI,0,0,1.66,2.29,1e-06,1756.5620451799746,NYN,MIA,0.2,1.0,0.325,0.319,0.325,0.319
BOS202405130,2024-05-13,BOS,TBA,3,3,4.36,3.59,1e-06,1926.694381718032,BOS,TBA,0.5,0.4,0.321,0.301,0.321,0.301
HOU202405130,2024-05-13,HOU,OAK,0,0,4.53,6.01,1780.0976623230767,3039.1839825945185,DET,SEA,0.3,0.2,0.326,0.303,0.326,0.303
SEA202405130,2024-05-13,SEA,KCA,0,0,3.53,3.71,1e-06,1575.276973597757,SEA,ANA,0.3,0.6,0.307,0.293,0.307,0.293
ARI202405130,2024-05-13,ARI,CIN,0,0,2.48,3.99,3219.1405656265556,1050.993394248722,BAL,SFN,0.6,0.6,0.347,0.298,0.347,0.298
DET202405140,2024-05-14,DET,MIA,0,0,4.34,1.75,1e-06,1e-06,DET,DET,0.4,0.7,0.303,0.292,0.303,0.292
HOU202405140,2024-05-14,HOU,OAK,0,0,3.8,2.59,1e-06,1e-06,HOU,HOU,0.2,0.2,0.326,0.303,0.326,0.303
CHA202405142,2024-05-14,CHA,WAS,0,0,3.3,4.29,1e-06,1e-06,CHA,CHA,0.5,0.1,0.283,0.308,0.283,0.308
CHA202405141,2024-05-14,CHA,WAS,0,0,5.86,2.6,1e-06,1365.5064971534737,CHA,BOS,0.5,0.1,0.283,0.308,0.283,0.308
NYN202405140,2024-05-14,NYN,PHI,0,0,2.55,3.57,1e-06,1e-06,NYN,NYN,0.2,1.0,0.325,0.319,0.325,0.319
ANA202405140,2024-05-14,ANA,SLN,0,0,3.31,3.84,1e-06,1e-06,ANA,ANA,0.1,0.4,0.302,0.309,0.302,0.309
SEA202405140,2024-05-14,SEA,KCA,0,0,3.23,3.35,1e-06,1e-06,SEA,SEA,0.3,0.6,0.307,0.293,0.307,0.293
ATL202405140,2024-05-14,ATL,CHN,1,0,2.38,3.27,1e-06,1e-06,ATL,ATL,0.9,0.3,0.313,0.331,0.313,0.331
ARI202405140,2024-05-14,ARI,CIN,0,0,6.66,2.75,1e-06,1e-06,ARI,ARI,0.6,0.6,0.347,0.298,0.347,0.298
MIL202405140,2024-05-14,MIL,PIT,0,0,3.77,4.71,1e-06,1e-06,MIL,MIL,0.8,0.4,0.317,0.297,0.317,0.297
MIN202405140,2024-05-14,MIN,NYA,1,0,4.99,3.96,1113.301279752142,2137.431531245163,TOR,TBA,0.9,0.6,0.328,0.33,0.328,0.33
SDN202405140,2024-05-14,SDN,COL,0,0,3.47,4.98,1e-06,1e-06,SDN,SDN,0.3,0.6,0.315,0.276,0.315,0.276
BOS202405140,2024-05-14,BOS,TBA,0,1,4.06,2.15,1e-06,1e-06,BOS,BOS,0.7,0.4,0.321,0.301,0.321,0.301
TEX202405140,2024-05-14,TEX,CLE,0,0,8.83,3.81,1e-06,1e-06,TEX,TEX,0.5,0.3,0.31,0.299,0.31,0.299
SFN202405140,2024-05-14,SFN,LAN,0,0,7.16,3.53,1e-06,1e-06,SFN,SFN,0.5,0.4,0.307,0.339,0.307,0.339
MIN202405150,2024-05-15,MIN,NYA,0,1,4.08,4.31,1e-06,1e-06,MIN,MIN,0.9,0.5,0.328,0.33,0.328,0.33
BOS202405150,2024-05-15,BOS,TBA,1,0,3.12,4.11,1e-06,1e-06,BOS,BOS,0.7,0.5,0.321,0.301,0.321,0.301
SDN202405150,2024-05-15,SDN,COL,0,0,2.95,4.75,1e-06,1e-06,SDN,SDN,0.3,0.6,0.315,0.276,0.315,0.276
ANA202405150,2024-05-15,ANA,SLN,4,0,5.19,3.84,1e-06,1e-06,ANA,ANA,0.1,0.0,0.302,0.309,0.302,0.309
DET202405150,2024-05-15,DET,MIA,0,2,4.49,4.92,1e-06,1e-06,DET,DET,0.4,0.7,0.303,0.292,0.303,0.292
HOU202405150,2024-05-15,HOU,OAK,2,0,2.91,5.06,1e-06,1e-06,HOU,HOU,0.1,0.1,0.326,0.303,0.326,0.303
PHI202405150,2024-05-15,PHI,NYN,1,1,3.46,5.23,129.48897528262268,129.48897528262268,NYN,NYN,1.6,0.5,0.33,0.317,0.33,0.317
ARI202405150,2024-05-15,ARI,CIN,0,0,3.26,4.86,1e-06,1e-06,ARI,ARI,0.6,0.6,0.347,0.298,0.347,0.298
TEX202405150,2024-05-15,TEX,CLE,0,0,4.47,5.64,1e-06,1e-06,TEX,TEX,0.5,0.3,0.31,0.299,0.31,0.299
SEA202405150,2024-05-15,SEA,KCA,0,0,2.89,4.53,1e-06,1e-06,SEA,SEA,0.2,0.4,0.307,0.293,0.307,0.293
CHA202405150,2024-05-15,CHA,WAS,0,0,3.58,5.62,1e-06,1e-06,CHA,CHA,0.5,0.1,0.283,0.308,0.283,0.308
SFN202405150,2024-05-15,SFN,LAN,0,0,3.47,6.32,1e-06,1e-06,SFN,SFN,0.5,0.3,0.307,0.339,0.307,0.339
BAL202405150,2024-05-15,BAL,TOR,1,0,2.12,6.59,1e-06,1e-06,BAL,BAL,0.1,0.4,0.313,0.313,0.313,0.313
MIL202405150,2024-05-15,MIL,PIT,0,0,2.57,4.53,1e-06,1e-06,MIL,MIL,0.7,0.4,0.317,0.297,0.317,0.297
ATL202405150,2024-05-15,ATL,CHN,0,3,4.19,3.73,1e-06,1e-06,ATL,ATL,0.7,0.3,0.313,0.331,0.313,0.331
PHI202405160,2024-05-16,PHI,NYN,0,1,4.09,2.89,1e-06,1e-06,PHI,PHI,1.3,0.5,0.33,0.317,0.33,0.317
BOS202405160,2024-05-16,BOS,TBA,0,0,3.29,2.15,1e-06,1e-06,BOS,BOS,0.6,0.5,0.321,0.301,0.321,0.301
MIN202405160,2024-05-16,MIN,NYA,0,3,3.6,2.85,1e-06,1e-06,MIN,MIN,0.9,0.3,0.328,0.33,0.328,0.33
HOU202405160,2024-05-16,HOU,OAK,0,0,3.89,5.01,1e-06,1e-06,HOU,HOU,0.3,0.1,0.326,0.303,0.326,0.303
CHN202405160,2024-05-16,CHN,PIT,0,2,3.07,4.14,947.8182724063668,132.54357794550742,ATL,MIL,1.1,0.4,0.302,0.297,0.302,0.297
LAN202405160,2024-05-16,LAN,CIN,0,2,3.49,3.1,559.4406195325591,574.8341159449532,SFN,ARI,1.1,0.6,0.33,0.298,0.33,0.298
LAN202405170,2024-05-17,LAN,CIN,1,0,5.12,4.86,1e-06,1e-06,LAN,LAN,1.1,0.8,0.33,0.298,0.33,0.298
NYA202405170,2024-05-17,NYA,CHA,1,0,3.77,6.75,1636.0526645605564,1144.129935670241,MIN,CHA,1.3,0.2,0.337,0.273,0.337,0.273
ATL202405170,2024-05-17,ATL,SDN,1,0,3.25,4.91,1e-06,3037.495642889967,ATL,SDN,0.7,0.8,0.313,0.33,0.313,0.33
SFN202405170,2024-05-17,SFN,COL,1,3,3.9,4.49,1e-06,738.1265117326025,SFN,SDN,0.5,0.6,0.307,0.276,0.307,0.276
CHN202405170,2024-05-17,CHN,PIT,0,0,5.92,1.96,1e-06,1e-06,CHN,CHN,1.1,0.6,0.302,0.297,0.302,0.297
HOU202405170,2024-05-17,HOU,MIL,0,0,3.49,3.68,1e-06,1618.630710213877,HOU,MIL,0.2,0.2,0.326,0.333,0.326,0.333
BAL202405170,2024-05-17,BAL,SEA,5,1,2.61,2.94,1e-06,3746.584168000963,BAL,SEA,0.2,0.5,0.313,0.315,0.313,0.315
KCA202405170,2024-05-17,KCA,OAK,1,0,3.14,4.58,2418.3539462011913,1040.8267966673652,SEA,HOU,0.6,0.1,0.319,0.303,0.319,0.303
CLE202405170,2024-05-17,CLE,MIN,0,0,1.92,3.64,1666.9381007624936,1013.2251113855248,TEX,MIN,0.3,0.5,0.317,0.303,0.317,0.303
MIA202405170,2024-05-17,MIA,NYN,0,0,5.0,4.56,1858.8415502997775,1644.1190984600378,DET,PHI,0.9,0.6,0.308,0.317,0.308,0.317
TOR202405170,2024-05-17,TOR,TBA,0,0,4.16,5.1,537.0332419152472,691.6136251477402,BAL,BOS,0.2,0.5,0.314,0.301,0.314,0.301
SLN202405170,2024-05-17,SLN,BOS,2,0,4.24,4.49,2530.048122245164,1666.9051134731696,ANA,BOS,0.7,0.4,0.315,0.317,0.315,0.317
ARI202405170,2024-05-17,ARI,DET,0,0,4.24,2.39,1e-06,2715.3721691495725,ARI,DET,0.6,0.7,0.347,0.299,0.347,0.299
PHI202405170,2024-05-17,PHI,WAS,1,0,2.57,4.41,1e-06,1068.017024042746,PHI,CHA,1.0,0.1,0.33,0.308,0.33,0.308
TEX202405170,2024-05-17,TEX,ANA,0,0,4.28,3.81,1e-06,1938.7751997181072,TEX,ANA,0.5,0.2,0.31,0.301,0.31,0.301
CLE202405180,2024-05-18,CLE,MIN,2,0,5.73,3.98,1e-06,1e-06,CLE,CLE,0.3,0.5,0.317,0.303,0.317,0.303
SFN202405180,2024-05-18,SFN,COL,3,0,4.56,6.94,1e-06,1e-06,SFN,SFN,0.6,0.8,0.307,0.276,0.307,0.276
KCA202405180,2024-05-18,KCA,OAK,2,0,3.0,6.01,1e-06,1e-06,KCA,KCA,0.7,0.0,0.319,0.303,0.319,0.303
CHN202405180,2024-05-18,CHN,PIT,0,0,4.1,5.77,1e-06,1e-06,CHN,CHN,0.6,0.6,0.302,0.297,0.302,0.297
TEX202405180,2024-05-18,TEX,ANA,0,0,8.72,4.15,1e-06,1e-06,TEX,TEX,0.4,0.2,0.31,0.301,0.31,0.301
BAL202405180,2024-05-18,BAL,SEA,0,0,3.15,4.88,1e-06,1e-06,BAL,BAL,0.7,0.4,0.313,0.315,0.313,0.315
TOR202405180,2024-05-18,TOR,TBA,0,0,4.48,4.35,1e-06,1e-06,TOR,TOR,0.2,0.5,0.314,0.301,0.314,0.301
HOU202405180,2024-05-18,HOU,MIL,0,0,5.48,4.73,1e-06,1e-06,HOU,HOU,0.2,0.2,0.326,0.333,0.326,0.333
PHI202405180,2024-05-18,PHI,WAS,0,1,4.42,3.68,1e-06,1e-06,PHI,PHI,1.1,0.1,0.33,0.308,0.33,0.308
LAN202405180,2024-05-18,LAN,CIN,0,0,5.38,5.24,1e-06,1e-06,LAN,LAN,1.2,0.7,0.33,0.298,0.33,0.298
MIA202405180,2024-05-18,MIA,NYN,0,2,1.75,2.89,1e-06,1e-06,MIA,MIA,0.9,0.6,0.308,0.317,0.308,0.317
NYA202405180,2024-05-18,NYA,CHA,2,1,3.5,5.44,1e-06,1e-06,NYA,NYA,1.4,0.2,0.337,0.273,0.337,0.273
SLN202405180,2024-05-18,SLN,BOS,0,0,3.36,2.93,1e-06,1e-06,SLN,SLN,0.8,0.2,0.315,0.317,0.315,0.317
ARI202405180,2024-05-18,ARI,DET,0,0,3.65,3.17,1e-06,1e-06,ARI,ARI,0.5,0.5,0.347,0.299,0.347,0.299
MIA202405190,2024-05-19,MIA,NYN,0,4,6.06,3.47,1e-06,1e-06,MIA,MIA,0.8,0.8,0.308,0.317,0.308,0.317
LAN202405190,2024-05-19,LAN,CIN,0,0,3.08,3.99,1e-06,1e-06,LAN,LAN,1.1,0.7,0.33,0.298,0.33,0.298
BAL202405190,2024-05-19,BAL,SEA,2,0,2.92,3.53,1e-06,1e-06,BAL,BAL,0.6,0.3,0.313,0.315,0.313,0.315
CHN202405190,2024-05-19,CHN,PIT,0,0,3.27,4.25,1e-06,1e-06,CHN,CHN,0.2,0.6,0.302,0.297,0.302,0.297
CLE202405190,2024-05-19,CLE,MIN,2,0,0.61,3.64,1e-06,1e-06,CLE,CLE,0.5,0.5,0.317,0.303,0.317,0.303
TOR202405190,2024-05-19,TOR,TBA,0,0,3.7,4.36,1e-06,1e-06,TOR,TOR,0.2,0.5,0.314,0.301,0.314,0.301
TEX202405190,2024-05-19,TEX,ANA,0,0,3.31,3.42,1e-06,1e-06,TEX,TEX,0.4,0.2,0.31,0.301,0.31,0.301
PHI202405190,2024-05-19,PHI,WAS,0,0,3.57,4.36,1e-06,1e-06,PHI,PHI,0.8,0.1,0.33,0.308,0.33,0.308
HOU202405190,2024-05-19,HOU,MIL,4,1,4.53,4.29,1e-06,1e-06,HOU,HOU,0.2,0.2,0.326,0.333,0.326,0.333
KCA202405190,2024-05-19,KCA,OAK,2,0,3.71,4.38,1e-06,1e-06,KCA,KCA,0.9,0.0,0.319,0.303,0.319,0.303
ATL202405190,2024-05-19,ATL,SDN,0,3,6.52,3.31,1e-06,1e-06,ATL,ATL,0.8,0.8,0.313,0.33,0.313,0.33
NYA202405190,2024-05-19,NYA,CHA,0,0,3.96,4.95,1e-06,1e-06,NYA,NYA,1.2,0.3,0.337,0.273,0.337,0.273
SLN202405190,2024-05-19,SLN,BOS,0,1,4.4,4.14,1e-06,1e-06,SLN,SLN,0.8,0.2,0.315,0.317,0.315,0.317
SFN202405190,2024-05-19,SFN,COL,0,1,4.1,6.17,1e-06,1e-06,SFN,SFN,0.9,0.3,0.307,0.276,0.307,0.276
ARI202405190,2024-05-19,ARI,DET,2,0,3.26,2.19,1e-06,1e-06,ARI,ARI,0.4,0.4,0.347,0.299,0.347,0.299
SLN202405200,2024-05-20,SLN,BAL,0,0,3.84,4.1,1e-06,1175.6168511642563,SLN,BAL,0.8,0.3,0.315,0.316,0.315,0.316
MIA202405200,2024-05-20,MIA,MIL,0,0,1.75,7.23,1e-06,1555.6920636215998,MIA,HOU,0.2,0.3,0.308,0.333,0.308,0.333
LAN202405200,2024-05-20,LAN,ARI,0,0,3.0,6.66,1e-06,574.8341159449532,LAN,ARI,1.1,0.2,0.33,0.328,0.33,0.328
CLE202405200,2024-05-20,CLE,NYN,2,0,3.81,4.04,1e-06,1753.208311365246,CLE,MIA,0.7,1.2,0.317,0.317,0.317,0.317
WAS202405200,2024-05-20,WAS,MIN,0,0,4.29,4.08,197.2342958595587,490.8851885982564,PHI,CLE,0.5,0.4,0.309,0.303,0.309,0.303
KCA202405200,2024-05-20,KCA,DET,0,0,3.35,3.53,1e-06,1686.0572513450418,KCA,ARI,1.0,0.4,0.319,0.299,0.319,0.299
ATL202405202,2024-05-20,ATL,SDN,1,0,2.38,4.87,1e-06,1e-06,ATL,ATL,0.6,0.9,0.313,0.33,0.313,0.33
TOR202405200,2024-05-20,TOR,CHA,0,0,3.6,3.3,1e-06,550.2922217550002,TOR,NYA,0.2,0.3,0.314,0.273,0.314,0.273
TBA202405200,2024-05-20,TBA,BOS,0,0,4.11,3.12,1789.459752085548,1400.9866618185608,TOR,SLN,0.3,0.3,0.303,0.317,0.303,0.317
ATL202405201,2024-05-20,ATL,SDN,2,0,2.62,4.12,1e-06,1e-06,ATL,ATL,0.7,0.5,0.313,0.33,0.313,0.33
HOU202405200,2024-05-20,HOU,ANA,0,1,2.91,6.02,1e-06,368.5990384284446,HOU,TEX,0.6,0.0,0.326,0.301,0.326,0.301
NYA202405200,2024-05-20,NYA,SEA,2,0,3.14,4.88,1e-06,272.81937803481173,NYA,BAL,1.0,0.1,0.337,0.315,0.337,0.315
CLE202405210,2024-05-21,CLE,NYN,0,0,3.75,5.84,1e-06,1e-06,CLE,CLE,0.9,1.2,0.317,0.317,0.317,0.317
KCA202405210,2024-05-21,KCA,DET,2,0,4.53,4.49,1e-06,1e-06,KCA,KCA,0.8,0.3,0.319,0.299,0.319,0.299
OAK202405210,2024-05-21,OAK,COL,0,2,3.36,6.19,2406.427657157802,13.027453191410114,KCA,SFN,0.1,0.4,0.3,0.276,0.3,0.276
HOU202405210,2024-05-21,HOU,ANA,2,2,3.8,2.45,1e-06,1e-06,HOU,HOU,0.6,0.1,0.326,0.301,0.326,0.301
LAN202405210,2024-05-21,LAN,ARI,0,0,3.53,4.71,1e-06,1e-06,LAN,LAN,1.1,0.1,0.33,0.328,0.33,0.328
NYA202405210,2024-05-21,NYA,SEA,0,0,2.85,2.89,1e-06,1e-06,NYA,NYA,1.2,0.1,0.337,0.315,0.337,0.315
SLN202405210,2024-05-21,SLN,BAL,0,0,3.84,3.02,1e-06,1e-06,SLN,SLN,0.7,0.3,0.315,0.316,0.315,0.316
CHN202405210,2024-05-21,CHN,ATL,0,0,3.46,3.58,1e-06,947.8182724063668,CHN,ATL,0.2,0.1,0.302,0.304,0.302,0.304
PHI202405210,2024-05-21,PHI,TEX,0,0,3.46,4.47,1e-06,2108.1981504571195,PHI,TEX,0.8,0.4,0.33,0.301,0.33,0.301
PIT202405210,2024-05-21,PIT,SFN,0,2,5.77,3.88,660.0502267315369,3638.3530777091846,CHN,SFN,0.5,0.1,0.306,0.304,0.306,0.304
TOR202405210,2024-05-21,TOR,CHA,0,0,4.05,3.58,1e-06,1e-06,TOR,TOR,0.2,0.3,0.314,0.273,0.314,0.273
WAS202405210,2024-05-21,WAS,MIN,0,0,5.62,3.6,1e-06,1e-06,WAS,WAS,0.4,0.4,0.309,0.303,0.309,0.303
CIN202405210,2024-05-21,CIN,SDN,0,0,3.72,3.88,3046.5057464053752,595.1171397463928,LAN,ATL,0.1,0.5,0.311,0.33,0.311,0.33
TBA202405210,2024-05-21,TBA,BOS,2,0,1.95,3.13,1e-06,1e-06,TBA,TBA,0.2,0.2,0.303,0.317,0.303,0.317
MIA202405210,2024-05-21,MIA,MIL,0,1,3.15,3.0,1e-06,1e-06,MIA,MIA,0.2,0.2,0.308,0.333,0.308,0.333
PHI202405220,2024-05-22,PHI,TEX,0,1,1.87,5.31,1e-06,1e-06,PHI,PHI,0.3,0.4,0.33,0.301,0.33,0.301
MIA202405220,2024-05-22,MIA,MIL,1,0,5.0,3.68,1e-06,1e-06,MIA,MIA,0.2,0.3,0.308,0.333,0.308,0.333
OAK202405220,2024-05-22,OAK,COL,0,2,4.01,5.93,1e-06,1e-06,OAK,OAK,0.0,0.6,0.3,0.276,0.3,0.276
TBA202405220,2024-05-22,TBA,BOS,0,0,4.46,4.49,1e-06,1e-06,TBA,TBA,0.4,0.2,0.303,0.317,0.303,0.317
KCA202405220,2024-05-22,KCA,DET,0,0,3.14,2.39,1e-06,1e-06,KCA,KCA,1.0,0.3,0.319,0.299,0.319,0.299
SLN202405220,2024-05-22,SLN,BAL,0,0,2.85,5.11,1e-06,1e-06,SLN,SLN,0.7,0.3,0.315,0.316,0.315,0.316
TOR202405220,2024-05-22,TOR,CHA,0,0,4.16,7.07,1e-06,1e-06,TOR,TOR,0.0,0.3,0.314,0.273,0.314,0.273
WAS202405220,2024-05-22,WAS,MIN,0,0,4.41,5.09,1e-06,1e-06,WAS,WAS,0.1,0.4,0.309,0.303,0.309,0.303
CIN202405220,2024-05-22,CIN,SDN,1,1,3.1,2.95,1e-06,1e-06,CIN,CIN,0.1,0.5,0.311,0.33,0.311,0.33
LAN202405220,2024-05-22,LAN,ARI,0,0,3.49,4.24,1e-06,1e-06,LAN,LAN,1.1,0.1,0.33,0.328,0.33,0.328
PIT202405220,2024-05-22,PIT,SFN,0,0,3.38,1.91,1e-06,1e-06,PIT,PIT,0.2,0.3,0.306,0.304,0.306,0.304
HOU202405220,2024-05-22,HOU,ANA,0,0,3.49,3.81,1e-06,1e-06,HOU,HOU,0.8,0.3,0.326,0.301,0.326,0.301
CHN202405220,2024-05-22,CHN,ATL,0,0,3.07,3.25,1e-06,1e-06,CHN,CHN,0.2,0.1,0.302,0.304,0.302,0.304
NYA202405220,2024-05-22,NYA,SEA,2,0,3.77,2.94,1e-06,1e-06,NYA,NYA,1.2,0.1,0.337,0.315,0.337,0.315
CLE202405220,2024-05-22,CLE,NYN,0,1,1.57,3.77,1e-06,1e-06,CLE,CLE,0.9,1.1,0.317,0.317,0.317,0.317
CHN202405230,2024-05-23,CHN,ATL,0,0,3.86,2.11,1e-06,1e-06,CHN,CHN,0.0,0.1,0.302,0.304,0.302,0.304
OAK202405230,2024-05-23,OAK,COL,0,2,5.16,5.72,1e-06,1e-06,OAK,OAK,0.0,0.8,0.3,0.276,0.3,0.276
PIT202405230,2024-05-23,PIT,SFN,1,0,3.58,5.09,1e-06,1e-06,PIT,PIT,0.2,0.3,0.306,0.304,0.306,0.304
CIN202405230,2024-05-23,CIN,SDN,1,2,3.35,2.95,1e-06,1e-06,CIN,CIN,0.1,0.5,0.311,0.33,0.311,0.33
NYA202405230,2024-05-23,NYA,SEA,0,0,3.5,3.64,1e-06,1e-06,NYA,NYA,1.3,0.1,0.337,0.315,0.337,0.315
DET202405230,2024-05-23,DET,TOR,0,0,3.17,3.83,1034.95696626315,332.4198044988213,KCA,TOR,0.4,0.4,0.303,0.313,0.303,0.313
PHI202405230,2024-05-23,PHI,TEX,0,0,2.57,4.28,1e-06,1e-06,PHI,PHI,0.3,0.4,0.33,0.301,0.33,0.301
CHA202405230,2024-05-23,CHA,BAL,1,0,6.75,3.86,700.98343821047,422.4920912040455,TOR,SLN,0.5,0.3,0.283,0.316,0.283,0.316
OAK202405240,2024-05-24,OAK,HOU,1,0,6.01,5.48,1e-06,2629.671879056886,OAK,HOU,0.0,0.8,0.3,0.317,0.3,0.317
PIT202405240,2024-05-24,PIT,ATL,2,0,4.43,5.64,1e-06,660.0502267315369,PIT,CHN,0.3,0.1,0.306,0.304,0.306,0.304
TBA202405240,2024-05-24,TBA,KCA,1,0,5.1,3.0,1e-06,1680.826511683993,TBA,KCA,0.3,0.3,0.303,0.293,0.303,0.293
BOS202405240,2024-05-24,BOS,MIL,0,0,4.36,4.04,1926.694381718032,2024.1956124919243,TBA,MIA,0.5,0.3,0.321,0.333,0.321,0.333
WAS202405240,2024-05-24,WAS,SEA,0,1,3.9,3.53,1e-06,326.3648041771951,WAS,NYA,0.1,0.1,0.309,0.315,0.309,0.315
CHA202405240,2024-05-24,CHA,BAL,0,0,5.86,3.15,1e-06,1e-06,CHA,CHA,0.4,0.3,0.283,0.316,0.283,0.316
SDN202405240,2024-05-24,SDN,NYA,0,1,3.31,3.96,3007.676031937142,3907.304911865239,CIN,NYA,0.3,0.5,0.315,0.33,0.315,0.33
COL202405240,2024-05-24,COL,PHI,0,0,6.19,4.42,1511.503011223779,2534.0409405234473,OAK,PHI,0.5,0.8,0.332,0.319,0.332,0.319
MIN202405240,2024-05-24,MIN,TEX,0,2,3.98,3.8,1500.7861867672325,1582.6741426537678,WAS,PHI,0.9,0.4,0.328,0.301,0.328,0.301
ARI202405240,2024-05-24,ARI,MIA,0,0,3.65,5.35,574.8341159449532,3182.157566983313,LAN,MIA,0.6,0.9,0.347,0.292,0.347,0.292
CIN202405240,2024-05-24,CIN,LAN,3,0,5.24,6.2,1e-06,3046.5057464053752,CIN,LAN,0.2,0.2,0.311,0.339,0.311,0.339
NYN202405240,2024-05-24,NYN,SFN,1,0,3.77,8.49,649.8727601989037,505.04779123783345,CLE,PIT,0.2,0.3,0.325,0.304,0.325,0.304
DET202405240,2024-05-24,DET,TOR,0,0,6.09,3.7,1e-06,1e-06,DET,DET,0.2,0.4,0.303,0.313,0.303,0.313
ANA202405240,2024-05-24,ANA,CLE,1,0,5.08,5.73,2169.9670210701,3271.7957310678776,HOU,CLE,0.5,0.3,0.302,0.299,0.302,0.299
BOS202405250,2024-05-25,BOS,MIL,0,0,4.14,4.29,1e-06,1e-06,BOS,BOS,0.4,0.3,0.321,0.333,0.321,0.333
CHA202405250,2024-05-25,CHA,BAL,0,0,3.46,4.66,1e-06,1e-06,CHA,CHA,0.4,0.3,0.283,0.316,0.283,0.316
COL202405250,2024-05-25,COL,PHI,1,1,6.49,3.71,1e-06,1e-06,COL,COL,0.5,0.6,0.332,0.319,0.332,0.319
SLN202405250,2024-05-25,SLN,CHN,0,0,3.36,4.5,1e-06,422.4920912040455,SLN,CHN,0.5,0.6,0.315,0.331,0.315,0.331
