game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_ERA,vis_ERA,home_travel,vis_travel,home_last_location,visiting_last_location,home_avg_prev,away_avg_prev,home_OBP,away_OBP
TBA201604040,2016-04-04,TBA,TOR,0,0,4.88,4.46,1e-06,1e-06,TBA,TBA,0.0,0.0,0.301,0.317
TBA201604050,2016-04-05,TBA,TOR,0,0,1.91,3.93,1e-06,1e-06,TBA,TBA,0.0,0.0,0.301,0.317
KCA201604050,2016-04-05,KCA,NYN,0,0,6.19,2.6,1e-06,1e-06,KCA,KCA,0.0,0.0,0.323,0.315
MIL201604050,2016-04-05,MIL,SFN,0,0,4.62,2.79,1e-06,1e-06,MIL,MIL,0.0,0.0,0.325,0.309
ARI201604050,2016-04-05,ARI,COL,1,0,3.57,8.39,1e-06,1e-06,ARI,ARI,1.0,0.0,0.328,0.302
ANA201604050,2016-04-05,ANA,CHN,0,0,6.0,2.44,1e-06,1e-06,ANA,ANA,0.0,0.0,0.317,0.338
TEX201604050,2016-04-05,TEX,SEA,0,0,2.09,3.73,1e-06,1e-06,TEX,TEX,0.0,0.0,0.343,0.323
OAK201604050,2016-04-05,OAK,CHA,0,0,3.23,2.29,1e-06,1e-06,OAK,OAK,0.0,0.0,0.291,0.311
SDN201604050,2016-04-05,SDN,LAN,0,0,5.85,4.56,1e-06,1e-06,SDN,SDN,0.0,0.0,0.308,0.315
PIT201604050,2016-04-05,PIT,SLN,0,0,3.96,3.41,1e-06,1e-06,PIT,PIT,0.0,0.0,0.344,0.329
CLE201604060,2016-04-06,CLE,BOS,4,0,3.44,4.17,1e-06,1e-06,CLE,CLE,4.0,0.0,0.354,0.33
CIN201604060,2016-04-06,CIN,PHI,1,2,3.99,3.27,1e-06,1e-06,CIN,CIN,1.0,2.0,0.324,0.31
BAL201604060,2016-04-06,BAL,MIN,0,0,5.42,5.07,1e-06,1e-06,BAL,BAL,0.0,0.0,0.324,0.32
SDN201604060,2016-04-06,SDN,LAN,0,4,5.25,3.48,1e-06,1e-06,SDN,SDN,0.0,0.0,0.308,0.315
PIT201604060,2016-04-06,PIT,SLN,1,0,4.5,4.69,1e-06,1e-06,PIT,PIT,0.0,0.0,0.344,0.329
MIL201604060,2016-04-06,MIL,SFN,1,0,2.15,4.05,1e-06,1e-06,MIL,MIL,0.0,0.0,0.325,0.309
ATL201604060,2016-04-06,ATL,WAS,0,0,5.1,3.6,1e-06,1e-06,ATL,ATL,0.0,0.0,0.328,0.326
ARI201604060,2016-04-06,ARI,COL,0,2,5.15,3.87,1e-06,1e-06,ARI,ARI,1.0,0.0,0.328,0.302
NYA201604060,2016-04-06,NYA,HOU,6,1,4.82,4.34,1e-06,1e-06,NYA,NYA,6.0,1.0,0.322,0.326
TEX201604060,2016-04-06,TEX,SEA,0,2,7.68,2.81,1e-06,1e-06,TEX,TEX,0.0,0.0,0.343,0.323
MIA201604060,2016-04-06,MIA,DET,0,0,2.86,5.87,1e-06,1e-06,MIA,MIA,0.0,0.0,0.31,0.324
OAK201604060,2016-04-06,OAK,CHA,1,0,5.69,4.04,1e-06,1e-06,OAK,OAK,0.0,0.0,0.291,0.311
TBA201604060,2016-04-06,TBA,TOR,0,0,3.77,4.06,1e-06,1e-06,TBA,TBA,0.0,0.0,0.301,0.317
ANA201604070,2016-04-07,ANA,TEX,0,1,6.45,2.43,1e-06,1938.7751997181072,ANA,TEX,0.0,1.0,0.317,0.298
CIN201604070,2016-04-07,CIN,PHI,0,0,6.08,4.15,1e-06,1e-06,CIN,CIN,1.0,2.0,0.324,0.31
ARI201604070,2016-04-07,ARI,CHN,3,0,4.26,3.35,1e-06,540.0297061463508,ARI,ANA,0.5,0.0,0.328,0.338
BAL201604070,2016-04-07,BAL,MIN,0,1,5.44,5.95,1e-06,1e-06,BAL,BAL,0.0,0.0,0.324,0.32
SFN201604070,2016-04-07,SFN,LAN,0,0,10.8,3.73,2954.3733541563483,738.1265117326025,MIL,SDN,0.0,2.0,0.347,0.315
WAS201604070,2016-04-07,WAS,MIA,3,3,2.83,2.28,874.0887985860761,1489.628641346009,ATL,MIA,3.0,3.0,0.326,0.333
OAK201604070,2016-04-07,OAK,CHA,0,0,4.11,4.89,1e-06,1e-06,OAK,OAK,0.5,0.0,0.291,0.311
NYA201604070,2016-04-07,NYA,HOU,0,0,5.18,2.25,1e-06,1e-06,NYA,NYA,6.0,1.0,0.322,0.326
BAL201604080,2016-04-08,BAL,TBA,0,1,3.77,4.02,1e-06,1393.7772067986984,BAL,TBA,0.0,1.0,0.324,0.313
DET201604080,2016-04-08,DET,NYA,1,0,4.87,5.83,1858.8415502997775,773.7548030957365,MIA,NYA,1.0,0.0,0.338,0.307
TOR201604080,2016-04-08,TOR,BOS,1,0,5.23,4.05,1789.459752085548,305.2632734150024,TBA,CLE,1.0,0.0,0.339,0.33
MIL201604080,2016-04-08,MIL,HOU,3,0,4.39,3.97,1e-06,1181.7674036325852,MIL,NYA,0.5,0.5,0.325,0.326
SEA201604080,2016-04-08,SEA,OAK,0,0,2.81,3.23,2688.6235870338205,1089.6592015072615,TEX,OAK,0.0,0.0,0.33,0.316
KCA201604080,2016-04-08,KCA,MIN,0,0,4.05,5.98,1e-06,1545.5901214265937,KCA,BAL,0.0,0.5,0.323,0.32
NYN201604080,2016-04-08,NYN,PHI,0,0,3.04,3.65,1759.8286951805926,913.3322258208744,KCA,CIN,0.0,1.0,0.316,0.31
ARI201604080,2016-04-08,ARI,CHN,0,0,2.25,2.74,1e-06,1e-06,ARI,ARI,1.3333333333333333,0.0,0.328,0.338
CIN201604080,2016-04-08,CIN,PIT,2,0,13.5,4.81,1e-06,415.25842934625814,CIN,PIT,0.5,0.0,0.324,0.322
