game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_ERA,vis_ERA,home_travel,vis_travel,home_last_location,visiting_last_location,home_avg_prev,away_avg_prev,home_OBP,away_OBP
ANA202104020,2021-04-02,ANA,CHA,1,0,5.83,3.5,1e-06,1e-06,ANA,ANA,1.0,0.0,0.318,0.325
SDN202104020,2021-04-02,SDN,ARI,0,0,4.83,4.44,1e-06,1e-06,SDN,SDN,0.0,0.0,0.331,0.296
MIA202104020,2021-04-02,MIA,TBA,0,0,3.82,1.88,1e-06,1e-06,MIA,MIA,0.0,0.0,0.303,0.312
COL202104020,2021-04-02,COL,LAN,0,2,4.42,2.59,1e-06,1e-06,COL,COL,0.0,2.0,0.341,0.324
SEA202104020,2021-04-02,SEA,SFN,0,0,2.0,3.35,1e-06,1e-06,SEA,SEA,0.0,0.0,0.295,0.316
OAK202104020,2021-04-02,OAK,HOU,0,0,6.61,5.75,1e-06,1e-06,OAK,OAK,0.0,0.0,0.313,0.336
MIL202104030,2021-04-03,MIL,MIN,0,0,2.43,3.52,1e-06,1e-06,MIL,MIL,0.0,0.0,0.314,0.31
CHN202104030,2021-04-03,CHN,PIT,0,1,7.39,4.53,1e-06,1e-06,CHN,CHN,0.0,1.0,0.318,0.297
MIA202104030,2021-04-03,MIA,TBA,1,0,2.95,4.66,1e-06,1e-06,MIA,MIA,0.0,0.0,0.303,0.312
ANA202104030,2021-04-03,ANA,CHA,0,0,6.06,5.6,1e-06,1e-06,ANA,ANA,1.0,0.0,0.318,0.325
KCA202104030,2021-04-03,KCA,TEX,0,2,5.05,3.97,1e-06,1e-06,KCA,KCA,0.0,2.0,0.322,0.288
OAK202104030,2021-04-03,OAK,HOU,1,1,4.24,3.16,1e-06,1e-06,OAK,OAK,0.0,0.0,0.313,0.336
NYA202104030,2021-04-03,NYA,TOR,0,0,2.17,4.8,1e-06,1e-06,NYA,NYA,0.0,0.0,0.323,0.325
CIN202104030,2021-04-03,CIN,SLN,0,0,3.75,3.05,1e-06,1e-06,CIN,CIN,0.0,0.0,0.346,0.316
BOS202104030,2021-04-03,BOS,BAL,0,0,3.52,6.71,1e-06,1e-06,BOS,BOS,0.0,0.0,0.349,0.291
PHI202104030,2021-04-03,PHI,ATL,0,0,2.78,3.34,1e-06,1e-06,PHI,PHI,0.0,0.0,0.324,0.312
SDN202104030,2021-04-03,SDN,ARI,2,0,3.18,4.83,1e-06,1e-06,SDN,SDN,0.0,0.0,0.331,0.296
DET202104030,2021-04-03,DET,CLE,2,0,1.8,4.67,1e-06,1e-06,DET,DET,2.0,0.0,0.311,0.302
COL202104030,2021-04-03,COL,LAN,0,0,3.35,1.99,1e-06,1e-06,COL,COL,0.0,2.0,0.341,0.324
SEA202104030,2021-04-03,SEA,SFN,0,0,3.61,3.03,1e-06,1e-06,SEA,SEA,0.0,0.0,0.295,0.316
DET202104040,2021-04-04,DET,CLE,2,1,6.16,3.84,1e-06,1e-06,DET,DET,2.0,0.0,0.311,0.302
CHN202104040,2021-04-04,CHN,PIT,2,0,5.78,6.17,1e-06,1e-06,CHN,CHN,0.0,1.0,0.318,0.297
NYA202104040,2021-04-04,NYA,TOR,0,0,4.58,4.94,1e-06,1e-06,NYA,NYA,0.0,0.0,0.323,0.325
OAK202104040,2021-04-04,OAK,HOU,1,1,3.91,4.5,1e-06,1e-06,OAK,OAK,0.5,0.5,0.313,0.336
COL202104040,2021-04-04,COL,LAN,0,3,4.53,2.96,1e-06,1e-06,COL,COL,0.0,1.0,0.341,0.324
ANA202104040,2021-04-04,ANA,CHA,2,0,2.57,3.05,1e-06,1e-06,ANA,ANA,0.5,0.0,0.318,0.325
PHI202104040,2021-04-04,PHI,ATL,0,0,4.2,3.95,1e-06,1e-06,PHI,PHI,0.0,0.0,0.324,0.312
SDN202104040,2021-04-04,SDN,ARI,0,2,5.07,4.35,1e-06,1e-06,SDN,SDN,1.0,0.0,0.331,0.296
BOS202104040,2021-04-04,BOS,BAL,0,3,4.87,5.04,1e-06,1e-06,BOS,BOS,0.0,0.0,0.349,0.291
KCA202104040,2021-04-04,KCA,TEX,0,0,4.91,5.15,1e-06,1e-06,KCA,KCA,0.0,2.0,0.322,0.288
MIL202104040,2021-04-04,MIL,MIN,0,1,3.22,3.62,1e-06,1e-06,MIL,MIL,0.0,0.0,0.314,0.31
CIN202104040,2021-04-04,CIN,SLN,0,0,4.56,6.23,1e-06,1e-06,CIN,CIN,0.0,0.0,0.346,0.316
TEX202104050,2021-04-05,TEX,TOR,0,1,5.44,3.82,738.3603208647532,2225.551415128663,KCA,NYA,0.0,0.0,0.301,0.325
ANA202104050,2021-04-05,ANA,HOU,0,3,3.92,4.99,1e-06,592.0809005913671,ANA,OAK,1.0,0.6666666666666666,0.318,0.336
NYA202104050,2021-04-05,NYA,BAL,0,0,3.83,6.07,1e-06,306.2037667286439,NYA,BOS,0.0,1.5,0.323,0.291
OAK202104050,2021-04-05,OAK,LAN,0,0,3.37,2.74,1e-06,1511.503011223779,OAK,COL,0.6666666666666666,1.6666666666666667,0.313,0.324
SEA202104050,2021-04-05,SEA,CHA,0,0,6.83,2.37,1e-06,1575.276973597757,SEA,ANA,0.0,0.0,0.295,0.325
CIN202104050,2021-04-05,CIN,PIT,0,2,4.53,5.6,1e-06,406.2527329885922,CIN,CHN,0.0,0.5,0.346,0.297
MIA202104050,2021-04-05,MIA,SLN,0,3,2.64,6.21,1e-06,1534.6263109130673,MIA,CIN,0.5,0.0,0.303,0.316
BOS202104050,2021-04-05,BOS,TBA,0,0,4.53,5.05,1e-06,2024.1956124919243,BOS,MIA,0.0,0.0,0.349,0.312
DET202104050,2021-04-05,DET,MIN,0,1,5.81,8.06,1e-06,408.2632535344616,DET,MIL,2.0,0.5,0.311,0.31
CLE202104050,2021-04-05,CLE,KCA,0,0,6.26,2.51,145.52553501827433,1123.5230318083022,DET,KCA,0.0,0.0,0.306,0.291
SDN202104050,2021-04-05,SDN,SFN,0,0,3.06,1.57,1e-06,1711.8059777853623,SDN,SEA,0.6666666666666666,0.0,0.331,0.316
CHN202104050,2021-04-05,CHN,MIL,0,0,4.35,4.22,1e-06,132.54357794550742,CHN,MIL,1.0,0.0,0.318,0.318
SDN202104060,2021-04-06,SDN,SFN,0,0,5.06,3.7,1e-06,1e-06,SDN,SDN,0.5,0.0,0.331,0.316
CIN202104060,2021-04-06,CIN,PIT,1,0,3.37,6.57,1e-06,1e-06,CIN,CIN,0.0,1.0,0.346,0.297
CHN202104060,2021-04-06,CHN,MIL,0,3,4.58,2.81,1e-06,1e-06,CHN,CHN,0.6666666666666666,0.0,0.318,0.318
SEA202104060,2021-04-06,SEA,CHA,0,0,8.25,3.53,1e-06,1e-06,SEA,SEA,0.0,0.0,0.295,0.325
NYA202104060,2021-04-06,NYA,BAL,0,0,3.23,7.55,1e-06,1e-06,NYA,NYA,0.0,1.0,0.323,0.291
COL202104060,2021-04-06,COL,ARI,0,0,6.56,4.9,1e-06,1340.79250926624,COL,SDN,0.0,0.6666666666666666,0.341,0.296
MIA202104060,2021-04-06,MIA,SLN,1,0,3.19,4.56,1e-06,1e-06,MIA,MIA,0.3333333333333333,1.0,0.303,0.316
OAK202104060,2021-04-06,OAK,LAN,1,0,3.15,3.55,1e-06,1e-06,OAK,OAK,0.5,1.25,0.313,0.324
