year,game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,vis_pitcher,home_ERA,vis_ERA,date,home_travel,vis_travel,home_last_location,visiting_last_location,home_avg_prev,away_avg_prev,home_OBP,away_OBP
2020,LAN202007240,LAN,SFN,1,0,strir001,andet002,5.84,4.37,2020-07-24,1e-06,1e-06,LAN,LAN,1.0,0.0,0.346,0.311
2020,CLE202007250,CLE,KCA,0,2,karij001,barls001,2.67,4.2,2020-07-25,1e-06,1e-06,CLE,CLE,0.0,2.0,0.32,0.291
2020,SLN202007250,SLN,PIT,1,0,waina001,willt002,3.15,6.18,2020-07-25,1e-06,1e-06,SLN,SLN,1.0,0.0,0.341,0.266
2020,CIN202007250,CIN,DET,1,1,igler001,farmb001,2.74,3.8,2020-07-25,1e-06,1e-06,CIN,CIN,1.0,1.0,0.325,0.301
2020,TEX202007250,TEX,COL,0,0,minom001,bardd001,5.56,3.65,2020-07-25,1e-06,1e-06,TEX,TEX,0.0,0.0,0.307,0.3
2020,HOU202007250,HOU,SEA,1,0,mccul002,walkt004,3.93,2.7,2020-07-25,1e-06,1e-06,HOU,HOU,1.0,0.0,0.321,0.317
2020,BOS202007250,BOS,BAL,0,3,perem004,cobba001,4.5,4.3,2020-07-25,1e-06,1e-06,BOS,BOS,0.0,3.0,0.342,0.326
2020,NYN202007250,NYN,ATL,0,0,strih001,jackl001,8.1,6.84,2020-07-25,1e-06,1e-06,NYN,NYN,0.0,0.0,0.333,0.329
2020,TBA202007250,TBA,TOR,0,0,anden001,gavis001,0.55,9.0,2020-07-25,1e-06,1e-06,TBA,TBA,0.0,0.0,0.331,0.305
2020,CHN202007250,CHN,MIL,1,0,darvy001,suteb001,2.01,3.13,2020-07-25,1e-06,1e-06,CHN,CHN,1.0,0.0,0.31,0.312
2020,PHI202007250,PHI,MIA,0,0,wheez001,vesia001,2.92,18.69,2020-07-25,1e-06,1e-06,PHI,PHI,0.0,0.0,0.347,0.316
2020,LAN202007250,LAN,SFN,1,1,wooda002,barac001,6.39,4.03,2020-07-25,1e-06,1e-06,LAN,LAN,1.0,0.0,0.346,0.311
2020,OAK202007250,OAK,ANA,0,0,manas001,bundd001,4.5,3.29,2020-07-25,1e-06,1e-06,OAK,OAK,0.0,0.0,0.321,0.308
2020,CHA202007250,CHA,MIN,0,0,keucd001,dobnr001,1.99,4.05,2020-07-25,1e-06,1e-06,CHA,CHA,0.0,0.0,0.333,0.314
2020,WAS202007250,WAS,NYA,0,0,raint003,paxtj001,2.66,6.64,2020-07-25,1e-06,1e-06,WAS,WAS,0.0,0.0,0.322,0.324
2020,SDN202007250,SDN,ARI,0,0,lamed001,ray-r002,2.09,6.62,2020-07-25,1e-06,1e-06,SDN,SDN,0.0,0.0,0.344,0.284
2020,CHN202007260,CHN,MIL,0,0,chatt001,peraf001,5.3,3.99,2020-07-26,1e-06,1e-06,CHN,CHN,1.0,0.0,0.31,0.312
2020,HOU202007260,HOU,SEA,1,2,devec001,altad001,14.73,5.75,2020-07-26,1e-06,1e-06,HOU,HOU,1.0,0.0,0.321,0.317
2020,SDN202007260,SDN,ARI,0,0,yatek001,brada001,12.46,2.95,2020-07-26,1e-06,1e-06,SDN,SDN,0.0,0.0,0.344,0.284
