game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_ERA,vis_ERA,home_travel,vis_travel,home_last_location,visiting_last_location,home_avg_prev,away_avg_prev,home_OBP,away_OBP
ATL202204080,2022-04-08,ATL,CIN,0,0,4.34,6.32,1e-06,1e-06,ATL,ATL,0.0,0.0,0.323,0.287
ANA202204080,2022-04-08,ANA,HOU,2,1,3.71,2.37,1e-06,1e-06,ANA,ANA,2.0,1.0,0.308,0.308
WAS202204080,2022-04-08,WAS,NYN,0,0,5.02,2.29,1e-06,1e-06,WAS,WAS,0.0,0.0,0.301,0.334
ARI202204080,2022-04-08,ARI,SDN,0,0,15.75,4.96,1e-06,1e-06,ARI,ARI,0.0,0.0,0.307,0.323
CHN202204090,2022-04-09,CHN,MIL,3,0,3.18,3.05,1e-06,1e-06,CHN,CHN,3.0,0.0,0.322,0.307
PHI202204090,2022-04-09,PHI,OAK,2,0,5.05,3.98,1e-06,1e-06,PHI,PHI,2.0,0.0,0.325,0.283
KCA202204090,2022-04-09,KCA,CLE,0,0,6.55,1.36,1e-06,1e-06,KCA,KCA,0.0,0.0,0.318,0.31
MIN202204090,2022-04-09,MIN,SEA,1,0,4.91,2.49,1e-06,1e-06,MIN,MIN,1.0,0.0,0.325,0.322
NYA202204090,2022-04-09,NYA,BOS,0,0,2.67,4.56,1e-06,1e-06,NYA,NYA,0.0,0.0,0.325,0.311
ANA202204090,2022-04-09,ANA,HOU,0,0,3.94,1.75,1e-06,1e-06,ANA,ANA,2.0,1.0,0.308,0.308
SFN202204090,2022-04-09,SFN,MIA,0,0,6.81,2.98,1e-06,1e-06,SFN,SFN,0.0,0.0,0.322,0.286
ATL202204090,2022-04-09,ATL,CIN,2,0,3.19,7.61,1e-06,1e-06,ATL,ATL,0.0,0.0,0.323,0.287
DET202204090,2022-04-09,DET,CHA,0,2,5.4,2.2,1e-06,1e-06,DET,DET,0.0,2.0,0.292,0.311
TOR202204090,2022-04-09,TOR,TEX,2,0,5.34,4.14,1e-06,1e-06,TOR,TOR,2.0,0.0,0.326,0.296
ARI202204090,2022-04-09,ARI,SDN,1,0,5.36,3.06,1e-06,1e-06,ARI,ARI,0.0,0.0,0.307,0.323
TBA202204090,2022-04-09,TBA,BAL,0,0,6.43,4.42,1e-06,1e-06,TBA,TBA,0.0,0.0,0.311,0.304
WAS202204090,2022-04-09,WAS,NYN,0,0,7.1,3.42,1e-06,1e-06,WAS,WAS,0.0,0.0,0.301,0.334
