game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_ERA,vis_ERA,home_travel,vis_travel,home_last_location,visiting_last_location,home_avg_prev,away_avg_prev,home_OBP,away_OBP
LAN202303310,2023-03-31,LAN,ARI,0,0,4.35,3.32,1e-06,1e-06,LAN,LAN,0.0,0.0,0.336,0.314
MIA202303310,2023-03-31,MIA,NYN,0,0,3.58,5.03,1e-06,1e-06,MIA,MIA,0.0,0.0,0.33,0.316
SDN202303310,2023-03-31,SDN,COL,0,2,3.43,5.03,1e-06,1e-06,SDN,SDN,0.0,2.0,0.333,0.29
HOU202303310,2023-03-31,HOU,CHA,0,1,5.23,3.12,1e-06,1e-06,HOU,HOU,0.0,1.0,0.323,0.29
SEA202303310,2023-03-31,SEA,CLE,1,0,8.1,3.75,1e-06,1e-06,SEA,SEA,1.0,0.0,0.315,0.312
MIA202304010,2023-04-01,MIA,NYN,0,0,2.67,4.7,1e-06,1e-06,MIA,MIA,0.0,0.0,0.33,0.316
SEA202304010,2023-04-01,SEA,CLE,0,0,3.73,3.46,1e-06,1e-06,SEA,SEA,1.0,0.0,0.315,0.312
SDN202304010,2023-04-01,SDN,COL,2,0,3.22,6.45,1e-06,1e-06,SDN,SDN,0.0,2.0,0.333,0.29
SLN202304010,2023-04-01,SLN,TOR,0,0,4.99,3.16,1e-06,1e-06,SLN,SLN,0.0,0.0,0.334,0.333
LAN202304010,2023-04-01,LAN,ARI,5,0,2.46,10.26,1e-06,1e-06,LAN,LAN,0.0,0.0,0.336,0.314
WAS202304010,2023-04-01,WAS,ATL,0,2,3.91,3.86,1e-06,1e-06,WAS,WAS,0.0,2.0,0.322,0.338
BOS202304010,2023-04-01,BOS,BAL,0,3,3.63,1.48,1e-06,1e-06,BOS,BOS,0.0,3.0,0.344,0.325
KCA202304010,2023-04-01,KCA,MIN,0,1,6.28,2.79,1e-06,1e-06,KCA,KCA,0.0,1.0,0.325,0.321
CIN202304010,2023-04-01,CIN,PIT,3,1,6.29,5.41,1e-06,1e-06,CIN,CIN,3.0,1.0,0.326,0.311
TBA202304010,2023-04-01,TBA,DET,1,0,3.5,7.26,1e-06,1e-06,TBA,TBA,1.0,0.0,0.33,0.296
NYA202304010,2023-04-01,NYA,SFN,1,0,2.75,3.87,1e-06,1e-06,NYA,NYA,1.0,0.0,0.301,0.317
CHN202304010,2023-04-01,CHN,MIL,0,0,3.05,4.38,1e-06,1e-06,CHN,CHN,0.0,0.0,0.337,0.311
HOU202304010,2023-04-01,HOU,CHA,2,0,4.09,4.12,1e-06,1e-06,HOU,HOU,0.0,1.0,0.323,0.29
OAK202304010,2023-04-01,OAK,ANA,0,0,7.18,4.11,1e-06,1e-06,OAK,OAK,0.0,0.0,0.294,0.325
TEX202304010,2023-04-01,TEX,PHI,2,0,3.63,3.61,1e-06,1e-06,TEX,TEX,2.0,0.0,0.346,0.319
CIN202304020,2023-04-02,CIN,PIT,0,0,4.76,3.86,1e-06,1e-06,CIN,CIN,3.0,1.0,0.326,0.311
SLN202304020,2023-04-02,SLN,TOR,4,0,3.2,3.6,1e-06,1e-06,SLN,SLN,0.0,0.0,0.334,0.333
SDN202304020,2023-04-02,SDN,COL,0,0,3.57,5.5,1e-06,1e-06,SDN,SDN,1.0,1.0,0.333,0.29
TEX202304020,2023-04-02,TEX,PHI,0,0,4.45,5.36,1e-06,1e-06,TEX,TEX,2.0,0.0,0.346,0.319
MIA202304020,2023-04-02,MIA,NYN,1,2,4.0,2.98,1e-06,1e-06,MIA,MIA,0.0,0.0,0.33,0.316
SEA202304020,2023-04-02,SEA,CLE,1,0,1.29,3.29,1e-06,1e-06,SEA,SEA,0.5,0.0,0.315,0.312
KCA202304020,2023-04-02,KCA,MIN,0,0,4.57,4.51,1e-06,1e-06,KCA,KCA,0.0,1.0,0.325,0.321
NYA202304020,2023-04-02,NYA,SFN,0,0,4.28,5.36,1e-06,1e-06,NYA,NYA,1.0,0.0,0.301,0.317
WAS202304020,2023-04-02,WAS,ATL,4,0,4.42,5.81,1e-06,1e-06,WAS,WAS,0.0,2.0,0.322,0.338
CHN202304020,2023-04-02,CHN,MIL,1,0,4.84,6.56,1e-06,1e-06,CHN,CHN,0.0,0.0,0.337,0.311
HOU202304020,2023-04-02,HOU,CHA,0,0,,3.77,1e-06,1e-06,HOU,HOU,1.0,0.5,0.323,0.29
LAN202304020,2023-04-02,LAN,ARI,1,0,1.2,4.73,1e-06,1e-06,LAN,LAN,2.5,0.0,0.336,0.314
OAK202304020,2023-04-02,OAK,ANA,0,0,5.36,5.43,1e-06,1e-06,OAK,OAK,0.0,0.0,0.294,0.325
TBA202304020,2023-04-02,TBA,DET,0,0,0.56,6.9,1e-06,1e-06,TBA,TBA,1.0,0.0,0.33,0.296
BOS202304020,2023-04-02,BOS,BAL,1,0,5.01,4.42,1e-06,1e-06,BOS,BOS,0.0,3.0,0.344,0.325
HOU202304030,2023-04-03,HOU,DET,0,0,1.71,5.82,1e-06,1270.2138325576016,HOU,TBA,0.6666666666666666,0.0,0.323,0.296
